# _root_ hala ekarri dituzte antton_lopez ruiz algecirastik langraizera , joxean etxebarri_aiesta jaendik langraizera , eta iñigo_azkue eta jose_antonio galarraga mansillatik langraizera .
#goldHeads=2,0,2,14,4,2,2,7,14,9,2,2,12,2,16,14,16,17,2,2,20,
#predictedHeads=2,0,2,14,4,2,2,7,14,9,2,2,12,2,16,14,16,17,2,2,20,
(2,12),(2,14),0.0415883 # DEPENDENCYPART_SIBL
(2,12),(2,16),0.0415883 # DEPENDENCYPART_SIBL
(2,12),(2,19),0.122406 # DEPENDENCYPART_SIBL
(2,12),(2,20),0.0803399 # DEPENDENCYPART_SIBL
(2,14),(2,16),-0.00300712 # DEPENDENCYPART_SIBL
(2,14),(2,19),0.0640818 # DEPENDENCYPART_SIBL
(2,14),(2,20),0.0427817 # DEPENDENCYPART_SIBL
(2,16),(2,19),0.0640818 # DEPENDENCYPART_SIBL
(2,16),(2,20),0.0427817 # DEPENDENCYPART_SIBL
(2,19),(2,20),0.0417633 # DEPENDENCYPART_SIBL
(3,1),(3,2),0.0323603 # DEPENDENCYPART_SIBL
(3,1),(3,4),0.0264548 # DEPENDENCYPART_SIBL
(3,1),(3,6),0.0316277 # DEPENDENCYPART_SIBL
(3,1),(3,7),0.0330842 # DEPENDENCYPART_SIBL
(3,1),(3,14),0.0196511 # DEPENDENCYPART_SIBL
(3,1),(3,16),0.0196511 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.00869391 # DEPENDENCYPART_SIBL
(3,2),(3,6),0.00869124 # DEPENDENCYPART_SIBL
(3,2),(3,7),0.00869174 # DEPENDENCYPART_SIBL
(3,2),(3,14),0.00757581 # DEPENDENCYPART_SIBL
(3,2),(3,16),0.00757581 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0429108 # DEPENDENCYPART_SIBL
(3,4),(3,7),0.0434348 # DEPENDENCYPART_SIBL
(3,4),(3,14),-0.00358535 # DEPENDENCYPART_SIBL
(3,4),(3,16),-0.00358535 # DEPENDENCYPART_SIBL
(3,6),(3,7),0.0662661 # DEPENDENCYPART_SIBL
(3,6),(3,14),0.00157699 # DEPENDENCYPART_SIBL
(3,6),(3,16),0.00157699 # DEPENDENCYPART_SIBL
(3,7),(3,14),0.00317208 # DEPENDENCYPART_SIBL
(3,7),(3,16),0.00317208 # DEPENDENCYPART_SIBL
(3,14),(3,16),0.0216172 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.00512151 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.00243948 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.0245013 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0282546 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.00245352 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.00268851 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.00639142 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.00710098 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.00466005 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0282666 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0262693 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00267447 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00243239 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.00243239 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0102219 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.00709752 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.00638642 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.00638642 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00852842 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.00781732 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00781732 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.000818433 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00326392 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0182944 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.014038 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0410208 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00906213 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.00906213 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.00977323 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.039133 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.00845142 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.00845142 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00916251 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.05021 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0521078 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0502144 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0183146 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0127097 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00690461 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0189195 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0189158 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00721513 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0153528 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0974064 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.09119 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0259473 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00847509 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00847509 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0562268 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0562268 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0319146 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0259473 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00534491 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00853172 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00924281 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00678031 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.115615 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0562269 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0564647 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0343529 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0098436 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.010555 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0121499 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00692032 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00337164 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00376391 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.115615 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.115615 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0564655 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0345268 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0345268 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.00933159 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0106372 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0117287 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.0117287 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0072747 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00571612 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.00571612 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00377438 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00377438 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0140058 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.115615 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.115615 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00118429 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0342394 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0342394 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.00792735 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0425258 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00537935 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00537935 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.039133 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00475998 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00475998 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0309061 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0309061 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0131502 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0153528 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0232287 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0974064 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0974064 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0184447 # DEPENDENCYPART_SIBL
(13,5),(13,14),0.09119 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.09119 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0969418 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0969418 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00521219 # DEPENDENCYPART_SIBL
(14,1),(14,2),-0.0133875 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0956552 # DEPENDENCYPART_SIBL
(14,1),(14,5),-0.0956592 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0956552 # DEPENDENCYPART_SIBL
(14,1),(14,7),-0.0990011 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.0895219 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.0956796 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0958252 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0990011 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0659111 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0143103 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.00102742 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.0108635 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.0210628 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.224282 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.224283 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.224279 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.232607 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.218145 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.224303 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.224449 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.232607 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.126455 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.150132 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.0110128 # DEPENDENCYPART_SIBL
(14,2),(14,17),-0.144141 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.156832 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.00867364 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0104102 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.00496756 # DEPENDENCYPART_SIBL
(14,4),(14,9),0.0319169 # DEPENDENCYPART_SIBL
(14,4),(14,10),0.0103448 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.00995989 # DEPENDENCYPART_SIBL
(14,4),(14,12),0.00496756 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0459393 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0570559 # DEPENDENCYPART_SIBL
(14,4),(14,16),0.0214949 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0647914 # DEPENDENCYPART_SIBL
(14,4),(14,18),0.0407595 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.00319411 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0085827 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0121272 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.00326091 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.00362561 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0085827 # DEPENDENCYPART_SIBL
(14,5),(14,13),-0.0518752 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0516962 # DEPENDENCYPART_SIBL
(14,5),(14,16),7.98326e-05 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0595603 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0355376 # DEPENDENCYPART_SIBL
(14,6),(14,7),-0.00977218 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.010934 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.00445785 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.00482161 # DEPENDENCYPART_SIBL
(14,6),(14,12),-0.00977218 # DEPENDENCYPART_SIBL
(14,6),(14,13),-0.0518422 # DEPENDENCYPART_SIBL
(14,6),(14,15),0.0517513 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.000114661 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0596103 # DEPENDENCYPART_SIBL
(14,6),(14,18),0.035592 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.00807472 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.00728821 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.00766858 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0136227 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0529867 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.0381556 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00459518 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0481974 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0219696 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0130661 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0135307 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0185892 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0559901 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0400168 # DEPENDENCYPART_SIBL
(14,9),(14,16),0.0139687 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0456129 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.0212222 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.00486878 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.00981948 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0518598 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.0516403 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.00017182 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0594998 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.0354762 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.00985846 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0518693 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0511282 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.000442427 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.059087 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.0350484 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0529867 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0381556 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.00459518 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0481974 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0219696 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0764138 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0649103 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0729669 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0831663 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0332988 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.220192 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.227452 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0640873 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0665928 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.229459 # DEPENDENCYPART_SIBL
(16,1),(16,2),-0.0133875 # DEPENDENCYPART_SIBL
(16,1),(16,4),-0.0956552 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0956592 # DEPENDENCYPART_SIBL
(16,1),(16,6),-0.0956552 # DEPENDENCYPART_SIBL
(16,1),(16,7),-0.0990011 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0895219 # DEPENDENCYPART_SIBL
(16,1),(16,10),-0.0956796 # DEPENDENCYPART_SIBL
(16,1),(16,11),-0.0958252 # DEPENDENCYPART_SIBL
(16,1),(16,12),-0.0990011 # DEPENDENCYPART_SIBL
(16,1),(16,13),-0.0659111 # DEPENDENCYPART_SIBL
(16,1),(16,14),0.0378212 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.098986 # DEPENDENCYPART_SIBL
(16,1),(16,17),-0.0108635 # DEPENDENCYPART_SIBL
(16,1),(16,18),-0.0210628 # DEPENDENCYPART_SIBL
(16,1),(16,19),-0.00616946 # DEPENDENCYPART_SIBL
(16,2),(16,4),-0.224282 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.224283 # DEPENDENCYPART_SIBL
(16,2),(16,6),-0.224279 # DEPENDENCYPART_SIBL
(16,2),(16,7),-0.232607 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.218145 # DEPENDENCYPART_SIBL
(16,2),(16,10),-0.224303 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.224449 # DEPENDENCYPART_SIBL
(16,2),(16,12),-0.232607 # DEPENDENCYPART_SIBL
(16,2),(16,13),-0.126455 # DEPENDENCYPART_SIBL
(16,2),(16,14),-0.0129312 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.227609 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.144141 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.156832 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.143634 # DEPENDENCYPART_SIBL
(16,4),(16,5),0.00867364 # DEPENDENCYPART_SIBL
(16,4),(16,6),0.0104102 # DEPENDENCYPART_SIBL
(16,4),(16,7),0.00496756 # DEPENDENCYPART_SIBL
(16,4),(16,9),0.0319169 # DEPENDENCYPART_SIBL
(16,4),(16,10),0.0103448 # DEPENDENCYPART_SIBL
(16,4),(16,11),0.00995989 # DEPENDENCYPART_SIBL
(16,4),(16,12),0.00496756 # DEPENDENCYPART_SIBL
(16,4),(16,13),-0.0459393 # DEPENDENCYPART_SIBL
(16,4),(16,14),-0.00132967 # DEPENDENCYPART_SIBL
(16,4),(16,15),0.00273336 # DEPENDENCYPART_SIBL
(16,4),(16,17),0.0647914 # DEPENDENCYPART_SIBL
(16,4),(16,18),0.0407595 # DEPENDENCYPART_SIBL
(16,4),(16,19),0.0647906 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.00319411 # DEPENDENCYPART_SIBL
(16,5),(16,7),-0.0085827 # DEPENDENCYPART_SIBL
(16,5),(16,9),0.0121272 # DEPENDENCYPART_SIBL
(16,5),(16,10),-0.00326091 # DEPENDENCYPART_SIBL
(16,5),(16,11),-0.00362561 # DEPENDENCYPART_SIBL
(16,5),(16,12),-0.0085827 # DEPENDENCYPART_SIBL
(16,5),(16,13),-0.0518752 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.007178 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.0107324 # DEPENDENCYPART_SIBL
(16,5),(16,17),0.0595603 # DEPENDENCYPART_SIBL
(16,5),(16,18),0.0355376 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.059427 # DEPENDENCYPART_SIBL
(16,6),(16,7),-0.00977218 # DEPENDENCYPART_SIBL
(16,6),(16,9),0.010934 # DEPENDENCYPART_SIBL
(16,6),(16,10),-0.00445785 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.00482161 # DEPENDENCYPART_SIBL
(16,6),(16,12),-0.00977218 # DEPENDENCYPART_SIBL
(16,6),(16,13),-0.0518422 # DEPENDENCYPART_SIBL
(16,6),(16,14),-0.007145 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.0119349 # DEPENDENCYPART_SIBL
(16,6),(16,17),0.0596103 # DEPENDENCYPART_SIBL
(16,6),(16,18),0.035592 # DEPENDENCYPART_SIBL
(16,6),(16,19),0.0594742 # DEPENDENCYPART_SIBL
(16,7),(16,9),0.00807472 # DEPENDENCYPART_SIBL
(16,7),(16,10),-0.00728821 # DEPENDENCYPART_SIBL
(16,7),(16,11),-0.00766858 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0136227 # DEPENDENCYPART_SIBL
(16,7),(16,13),-0.0529867 # DEPENDENCYPART_SIBL
(16,7),(16,14),-0.00835265 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.0147835 # DEPENDENCYPART_SIBL
(16,7),(16,17),0.0481974 # DEPENDENCYPART_SIBL
(16,7),(16,18),0.0219696 # DEPENDENCYPART_SIBL
(16,7),(16,19),0.0480716 # DEPENDENCYPART_SIBL
(16,9),(16,10),-0.0130661 # DEPENDENCYPART_SIBL
(16,9),(16,11),-0.0135307 # DEPENDENCYPART_SIBL
(16,9),(16,12),-0.0185892 # DEPENDENCYPART_SIBL
(16,9),(16,13),-0.0559901 # DEPENDENCYPART_SIBL
(16,9),(16,14),-0.0142403 # DEPENDENCYPART_SIBL
(16,9),(16,15),-0.0231749 # DEPENDENCYPART_SIBL
(16,9),(16,17),0.0456129 # DEPENDENCYPART_SIBL
(16,9),(16,18),0.0212222 # DEPENDENCYPART_SIBL
(16,9),(16,19),0.0483637 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.00486878 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.00981948 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0518598 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.00716877 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0119769 # DEPENDENCYPART_SIBL
(16,10),(16,17),0.0594998 # DEPENDENCYPART_SIBL
(16,10),(16,18),0.0354762 # DEPENDENCYPART_SIBL
(16,10),(16,19),0.0593692 # DEPENDENCYPART_SIBL
(16,11),(16,12),-0.00985846 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0518693 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.00717985 # DEPENDENCYPART_SIBL
(16,11),(16,15),-0.011999 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.059087 # DEPENDENCYPART_SIBL
(16,11),(16,18),0.0350484 # DEPENDENCYPART_SIBL
(16,11),(16,19),0.0589601 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0529867 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.00835265 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.0147835 # DEPENDENCYPART_SIBL
(16,12),(16,17),0.0481974 # DEPENDENCYPART_SIBL
(16,12),(16,18),0.0219696 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0480716 # DEPENDENCYPART_SIBL
(16,13),(16,14),0.00272613 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.111629 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.0729669 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0831663 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0724595 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0344333 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0381999 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.0483748 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0364125 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.0613431 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.0307376 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.0581531 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.229459 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.213815 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.209837 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.000501712 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.0177177 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.014871 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.00232375 # DEPENDENCYPART_SIBL
(19,13),(19,17),-0.115615 # DEPENDENCYPART_SIBL
(19,13),(19,18),-0.115615 # DEPENDENCYPART_SIBL
(19,13),(19,20),-0.0564646 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0155831 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0100279 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.00692129 # DEPENDENCYPART_SIBL
(20,13),(20,18),-0.115615 # DEPENDENCYPART_SIBL
(20,13),(20,19),-0.115615 # DEPENDENCYPART_SIBL
(20,13),(20,21),-0.0837507 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.00783131 # DEPENDENCYPART_SIBL
(20,18),(20,21),-0.0316444 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.0333831 # DEPENDENCYPART_SIBL
(21,14),(21,16),0.0601558 # DEPENDENCYPART_SIBL
(21,14),(21,19),8.01203e-05 # DEPENDENCYPART_SIBL
(21,16),(21,19),8.01203e-05 # DEPENDENCYPART_SIBL
(0,1),(1,2),0.362654 # DEPENDENCYPART_GRANDPAR
(0,1),(1,4),-0.0723101 # DEPENDENCYPART_GRANDPAR
(0,1),(1,5),-0.193144 # DEPENDENCYPART_GRANDPAR
(0,2),(2,1),0.207473 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.766955 # DEPENDENCYPART_GRANDPAR
(0,2),(2,4),0.307644 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.182329 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.254143 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.379601 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),0.195592 # DEPENDENCYPART_GRANDPAR
(0,2),(2,10),0.0591861 # DEPENDENCYPART_GRANDPAR
(0,2),(2,11),0.417969 # DEPENDENCYPART_GRANDPAR
(0,2),(2,12),0.529062 # DEPENDENCYPART_GRANDPAR
(0,2),(2,14),0.33788 # DEPENDENCYPART_GRANDPAR
(0,2),(2,16),0.253706 # DEPENDENCYPART_GRANDPAR
(0,2),(2,19),0.664247 # DEPENDENCYPART_GRANDPAR
(0,2),(2,20),0.699787 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),0.154484 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.316362 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),0.0234995 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),-0.0428738 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.073903 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),0.233839 # DEPENDENCYPART_GRANDPAR
(0,3),(3,16),0.149666 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.434583 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),-0.0344135 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),0.024321 # DEPENDENCYPART_GRANDPAR
(0,5),(5,2),0.434585 # DEPENDENCYPART_GRANDPAR
(0,5),(5,4),0.0784543 # DEPENDENCYPART_GRANDPAR
(0,5),(5,6),0.0231038 # DEPENDENCYPART_GRANDPAR
