# _root_ " sakabanaketa_bezalako legez kanpoko tresna presoen_kontra erabiltzeaz gain , orain espetxe_barruko errepresioa gogortzen ari_dira " , salatu dute aabek .
#goldHeads=0,5,5,3,7,7,13,7,8,13,12,13,0,0,14,15,0,17,17,19,
#predictedHeads=0,3,14,5,7,7,14,7,8,14,12,13,14,17,14,15,0,17,17,19,
(7,2),(7,18),-0.0211763 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0299261 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0172397 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.029013 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.00553888 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0173323 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0541296 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.0219465 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0234412 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0067278 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0197628 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0173323 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0283986 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0234316 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.00788396 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0383688 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0167912 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00390967 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0639094 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0331988 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0346936 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0162537 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0292887 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00390967 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0379245 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0347089 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0182766 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.00597503 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.00510591 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0536195 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0223826 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0238774 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.011219 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0242541 # DEPENDENCYPART_SIBL
(7,5),(7,16),0.00510591 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0328899 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0182942 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.00371096 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00593605 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0527923 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0201186 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0216133 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00577106 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0188061 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.00593605 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0274419 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0211763 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.028731 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0151797 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.014796 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.014798 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0153227 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.015917 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.028731 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0189623 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0391662 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.197702 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0970364 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0970364 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.038407 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0404171 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.276255 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0407547 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0973635 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0021995 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0021995 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0292122 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0243996 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0674538 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0315275 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.0581801 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0147482 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0153158 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0159101 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0287287 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0189554 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0391639 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.015316 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0159102 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0287287 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0189555 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.039164 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0225219 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0484521 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0270242 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.00155963 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0486747 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0273069 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00133702 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0407547 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.0973635 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0138882 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.00454334 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.00644577 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.000618486 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.00792358 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.013348 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0415805 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0476421 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00735084 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00927457 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0181822 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0129431 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.00999227 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0313649 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.00767769 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0018504 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00915549 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0133628 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0623387 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0437019 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00411974 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.00604347 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0222844 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0170453 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0140946 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.00599281 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.00433772 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0116428 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0141673 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.043209 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0457763 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00702383 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00894756 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.020248 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0150089 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0120581 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0297364 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.00596525 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0137135 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0411711 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.048046 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00859461 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0105183 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0149014 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00966228 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.00671149 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0317798 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.013348 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0415805 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0476421 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00735084 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00927457 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0181822 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0129431 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00999227 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0313649 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0118521 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00177372 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00306786 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00351176 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0173902 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0150729 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00484255 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.04281 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.138204 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0494852 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0494852 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.037707 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0359251 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0381243 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.224985 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0099887 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0099887 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0183873 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0118415 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0187812 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0906899 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0073135 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0360288 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0346916 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0375711 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0887528 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0360306 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0346934 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0375729 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0887545 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.010116 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0141357 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0694784 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0149488 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0702279 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0695679 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0141365 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0961931 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0961008 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.377212 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.37011 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.36496 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.288746 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.287249 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.152732 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.145506 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.145547 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0743147 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.015725 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0166555 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0172671 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0157251 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0166556 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0172673 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00487048 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00324253 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.00316352 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0104162 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.022629 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0274895 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0275809 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0217288 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.00476565 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0243147 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.02282 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0344798 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00784672 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00784672 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.121528 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00775286 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.025502 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.025502 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0131457 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.00906508 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0259473 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0263576 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00813392 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0206767 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.00930073 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0274133 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.0267256 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.012718 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0589966 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.00111086 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0209873 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.0811798 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0371781 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0259523 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0256726 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00844261 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0189063 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.00652109 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0274138 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0494603 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0564881 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0374452 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0180327 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0822575 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0271317 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0114885 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0757221 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0180432 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0358687 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.00350557 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0887545 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0232338 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0694 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0534237 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0209376 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0146376 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0571065 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0223199 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0209872 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0186699 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.00843958 # DEPENDENCYPART_SIBL
(12,7),(12,18),0.0811798 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0371781 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0269892 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.0246933 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0146212 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0188492 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0136101 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0106445 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.00646416 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0274707 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0494603 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.117623 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0374453 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0380271 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0384386 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0180327 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0822575 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0309055 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0114885 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0098218 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0102375 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0757221 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0180432 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0206197 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0153806 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0124298 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00924381 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.0274702 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.00987579 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0138955 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0232337 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0694 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0147085 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0224842 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0701495 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0183308 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0694896 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0534237 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0191396 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0281159 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0190499 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0272028 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.00025934 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0299941 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0719613 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.00266601 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0272028 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0291907 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0188061 # DEPENDENCYPART_SIBL
(13,2),(13,16),0.00593605 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0274419 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0211763 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.020204 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0299261 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0172397 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.029013 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.000194331 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0318043 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0724144 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.00311909 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.029013 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0310009 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0197628 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0173323 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0283986 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0234316 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0220319 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.00788396 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0383688 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.00519382 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.04116 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0762853 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.00698997 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0383688 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0403567 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0292887 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.00390967 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0379245 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0347089 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0332843 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0182766 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.00458793 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0210678 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0669666 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.00232871 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0182766 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0202645 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.0242541 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.00510591 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0328899 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0182942 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0224681 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.00025934 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0299941 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0719613 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.00266601 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0272028 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0291907 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0188061 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.00593605 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0274419 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0211763 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.020204 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.00932092 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0829989 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0231066 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.00703606 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00838566 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.00208608 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00472154 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0174134 # DEPENDENCYPART_SIBL
(13,7),(13,18),0.09837 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0146746 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0731753 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.00523993 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0321488 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0341367 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0276561 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.000286506 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0363215 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0323845 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0263023 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.107493 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.174817 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.176019 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0220006 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00549256 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0262298 # DEPENDENCYPART_SIBL
(13,9),(13,18),0.0122163 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.00321749 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0257427 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0269451 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.00881046 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.00988163 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0115256 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.178313 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0137354 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0291907 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0188061 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00593605 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0274419 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0211763 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.020204 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0190723 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0051542 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0277081 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0214387 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0206629 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0486747 # DEPENDENCYPART_SIBL
