# _root_ hala , aznarri " doluminik sentituena " helarazi dio chiracek , eta jauregiren senide eta lagunei " frantziaren laguntasuna " helarazteko eskaera egin dio .
#goldHeads=0,3,8,3,8,5,6,12,8,8,10,0,14,15,21,15,16,19,21,19,22,23,12,23,24,
#predictedHeads=0,3,8,3,6,8,6,12,8,8,10,0,14,15,23,15,16,19,21,19,22,23,12,23,24,
(0,15),(0,21),-0.032339 # DEPENDENCYPART_SIBL
(0,15),(0,22),-0.023124 # DEPENDENCYPART_SIBL
(0,15),(0,23),-0.0422199 # DEPENDENCYPART_SIBL
(0,15),(0,24),-0.000710894 # DEPENDENCYPART_SIBL
(0,15),(0,25),-0.0473547 # DEPENDENCYPART_SIBL
(0,16),(0,17),-0.0966864 # DEPENDENCYPART_SIBL
(0,16),(0,18),-0.00442257 # DEPENDENCYPART_SIBL
(0,16),(0,19),-0.00442196 # DEPENDENCYPART_SIBL
(0,16),(0,20),-0.0966864 # DEPENDENCYPART_SIBL
(0,16),(0,21),-0.098332 # DEPENDENCYPART_SIBL
(0,16),(0,22),-0.00519071 # DEPENDENCYPART_SIBL
(0,16),(0,23),-0.11362 # DEPENDENCYPART_SIBL
(0,16),(0,24),-0.0538218 # DEPENDENCYPART_SIBL
(0,16),(0,25),-0.0798058 # DEPENDENCYPART_SIBL
(0,17),(0,18),-0.133325 # DEPENDENCYPART_SIBL
(0,17),(0,19),-0.133324 # DEPENDENCYPART_SIBL
(0,17),(0,20),-0.181443 # DEPENDENCYPART_SIBL
(0,17),(0,21),-0.0442218 # DEPENDENCYPART_SIBL
(0,17),(0,22),-0.134833 # DEPENDENCYPART_SIBL
(0,17),(0,23),-0.0526463 # DEPENDENCYPART_SIBL
(0,17),(0,24),-0.0191383 # DEPENDENCYPART_SIBL
(0,17),(0,25),-0.161528 # DEPENDENCYPART_SIBL
(0,18),(0,19),0.0509389 # DEPENDENCYPART_SIBL
(0,18),(0,20),-0.198274 # DEPENDENCYPART_SIBL
(0,18),(0,21),-0.11228 # DEPENDENCYPART_SIBL
(0,18),(0,22),0.0445693 # DEPENDENCYPART_SIBL
(0,18),(0,23),-0.151121 # DEPENDENCYPART_SIBL
(0,18),(0,24),-0.0870316 # DEPENDENCYPART_SIBL
(0,18),(0,25),-0.174984 # DEPENDENCYPART_SIBL
(0,19),(0,20),-0.198273 # DEPENDENCYPART_SIBL
(0,19),(0,21),-0.112279 # DEPENDENCYPART_SIBL
(0,19),(0,22),0.0445743 # DEPENDENCYPART_SIBL
(0,19),(0,23),-0.15112 # DEPENDENCYPART_SIBL
(0,19),(0,24),-0.0870302 # DEPENDENCYPART_SIBL
(0,19),(0,25),-0.174982 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.0442218 # DEPENDENCYPART_SIBL
(0,20),(0,22),-0.134833 # DEPENDENCYPART_SIBL
(0,20),(0,23),-0.0526463 # DEPENDENCYPART_SIBL
(0,20),(0,24),-0.0191383 # DEPENDENCYPART_SIBL
(0,20),(0,25),-0.161528 # DEPENDENCYPART_SIBL
(0,21),(0,22),-0.00640383 # DEPENDENCYPART_SIBL
(0,21),(0,23),-0.133654 # DEPENDENCYPART_SIBL
(0,21),(0,24),-0.0264914 # DEPENDENCYPART_SIBL
(0,21),(0,25),-0.0693041 # DEPENDENCYPART_SIBL
(0,22),(0,23),-0.152752 # DEPENDENCYPART_SIBL
(0,22),(0,24),-0.0876371 # DEPENDENCYPART_SIBL
(0,22),(0,25),-0.175926 # DEPENDENCYPART_SIBL
(0,23),(0,24),-0.0263158 # DEPENDENCYPART_SIBL
(0,23),(0,25),-0.122823 # DEPENDENCYPART_SIBL
(0,24),(0,25),-0.0875598 # DEPENDENCYPART_SIBL
(1,2),(1,3),-0.0677333 # DEPENDENCYPART_SIBL
(3,2),(3,4),0.0351472 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.0562268 # DEPENDENCYPART_SIBL
(3,2),(3,6),-0.0374452 # DEPENDENCYPART_SIBL
(3,4),(3,5),-0.023395 # DEPENDENCYPART_SIBL
(3,4),(3,6),0.0433908 # DEPENDENCYPART_SIBL
(3,5),(3,6),-0.0358669 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0190543 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0310851 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.00577206 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0205178 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.0203483 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0162732 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.0324427 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.115615 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0615541 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0338796 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0340491 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0166801 # DEPENDENCYPART_SIBL
(5,2),(5,10),-0.0562268 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0116203 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.0242413 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0207308 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0276973 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.00624128 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0227327 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0229022 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.00668105 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0442168 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0114239 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0295728 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.00638306 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0295565 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00646288 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0468024 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0545019 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0447526 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0396315 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00013819 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0114052 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.00839204 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0126051 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0222805 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0192363 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0192363 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.00912091 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.012607 # DEPENDENCYPART_SIBL
(6,1),(6,21),-0.00849214 # DEPENDENCYPART_SIBL
(6,1),(6,23),0.00740202 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.176447 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.171344 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0296767 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0188208 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0127376 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00323158 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.00549256 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0452097 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0452097 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0229268 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.00323158 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0159077 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0030894 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0167859 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0580994 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0146702 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00986339 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0201541 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.00497111 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0221283 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0221283 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0466148 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0158704 # DEPENDENCYPART_SIBL
(6,3),(6,21),-0.0057744 # DEPENDENCYPART_SIBL
(6,3),(6,23),0.052692 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0586252 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0174872 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0107788 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0211225 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00492661 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0230392 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0230392 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0481826 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0168389 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.00801887 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0504482 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0742974 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0160838 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0689521 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.243647 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0838512 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0838512 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0416854 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0689521 # DEPENDENCYPART_SIBL
(6,7),(6,21),0.0778186 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.112882 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0291423 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0454594 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0484616 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.041141 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.041141 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0362542 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0454594 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.022073 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.00297502 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0719608 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0177284 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0164387 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0164387 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.00137381 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0719608 # DEPENDENCYPART_SIBL
(6,9),(6,21),0.0340671 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0751055 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0287287 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0177629 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0177629 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0104385 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0147463 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0153158 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.018976 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0468171 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0468171 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0683876 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0970364 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.038407 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0389721 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0146909 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.000133551 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.00258771 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.0256127 # DEPENDENCYPART_SIBL
(6,12),(6,23),-0.00805571 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.000133551 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.00258771 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.0256127 # DEPENDENCYPART_SIBL
(6,15),(6,23),-0.00805571 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0221372 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.00513947 # DEPENDENCYPART_SIBL
(6,16),(6,23),0.0131502 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.0153158 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.018976 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.00297348 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0215121 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0914113 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0914113 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0522054 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0352347 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.026538 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0130538 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0110936 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00749017 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0170668 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0116661 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00749017 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0116661 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00749017 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.00566371 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.00850709 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.169442 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.160763 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.103058 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0182318 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00221482 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00437796 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0417377 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00221482 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0417377 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.00221482 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.00635127 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0060825 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0212669 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0147158 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.025323 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0198367 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.00856768 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0169011 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0199225 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0169011 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0198367 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.00217402 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0455951 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0163117 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0262884 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0208552 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.00847313 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.017862 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.020941 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.017862 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0208552 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.00319252 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0432513 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0214626 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.014889 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00439606 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.00706416 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.014889 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00706416 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.014889 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0200329 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0183385 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0474548 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0265614 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00768949 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0474548 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.00768949 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0474548 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0564578 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0662725 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0230851 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0036119 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0185123 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0036119 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0185123 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0272944 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0133324 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0439533 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.106446 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0439533 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.106446 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.10712 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0389721 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.00682182 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0118272 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.00682182 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.00654429 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.00805571 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0036119 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0185123 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0272945 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.0133324 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.00682182 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.00654429 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.00805571 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0272944 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0133324 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.0166933 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0275311 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00334278 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0024552 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.049334 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.033669 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.185992 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0153123 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0956719 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0956552 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0117346 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0117435 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0147308 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0956552 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0659111 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0102802 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.010361 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.00102742 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.00356281 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0102802 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0291547 # DEPENDENCYPART_SIBL
(12,1),(12,22),-0.0170689 # DEPENDENCYPART_SIBL
(12,1),(12,23),-0.0603585 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.000924046 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.000167879 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.00249399 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0158596 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.00439637 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0518422 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0602684 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0600211 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.000109159 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.000187017 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0602684 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.078305 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0489643 # DEPENDENCYPART_SIBL
(12,3),(12,23),-0.105728 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.000311649 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.00263776 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0158595 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.00439628 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0518421 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0602142 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.0599669 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.000114664 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.00083843 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0602142 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0791974 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0489101 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.106619 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0254991 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0964558 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.222361 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.124463 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.138392 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.138473 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.00913131 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0754012 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.138392 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0756479 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.153998 # DEPENDENCYPART_SIBL
(12,6),(12,23),0.0358051 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0964558 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.222361 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.124463 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.133725 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.133806 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0100125 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0739021 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.133725 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0825759 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.14933 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.042733 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0265572 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0189063 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0398473 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0399281 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.014131 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00859444 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0398473 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0448907 # DEPENDENCYPART_SIBL
(12,9),(12,22),-0.0485952 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.0143177 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0518421 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0590497 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0588023 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.000114664 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.00018597 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0590497 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0783019 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0477455 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.105724 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0723837 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0724644 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0649103 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.02236 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0723837 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0827801 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0810674 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.11868 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.217724 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0323024 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.00817965 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.217724 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.146655 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.224652 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.159181 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0323024 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.00817965 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.217701 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.146655 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.224629 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.159181 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00974441 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0640873 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0932112 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0650408 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0793325 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.182881 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.186627 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.183848 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.17394 # DEPENDENCYPART_SIBL
(12,19),(12,21),-0.146655 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.224629 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.159181 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.10352 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0772379 # DEPENDENCYPART_SIBL
(12,22),(12,23),-0.16021 # DEPENDENCYPART_SIBL
