# _root_ umeak ginen artean , eta gauzak betirako zirela uste_genuen , eta ziur nengoen gure konplizitatea ez zuela ezerk zirdinduko .
#goldHeads=2,5,2,3,0,8,8,9,5,9,0,13,5,15,19,19,19,19,13,19,
#predictedHeads=2,5,2,3,0,8,8,9,11,9,0,13,11,15,19,19,19,19,13,19,
(5,4),(5,6),-0.0749329 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0264312 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0553761 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0827801 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0253459 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0649103 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0586193 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0827801 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.011702 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0281517 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.150806 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.108969 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0334965 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0647959 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.150806 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0124602 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0946245 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.086901 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0212475 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0250823 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0946245 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0569644 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0283211 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.00985145 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0100269 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0569644 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0666458 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0125337 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0389932 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.117136 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0168617 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0518451 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0124629 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0415149 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0932112 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0728941 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.029213 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0498327 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.00514114 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0376477 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0316886 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.046457 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.00478829 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00349838 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0531571 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00677325 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.014922 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.00689573 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0320342 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0115194 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00150936 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.047753 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00762329 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0294415 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0462563 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0349479 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0368352 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0287252 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0510232 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0392562 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.054403 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0577282 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0411653 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0158769 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.000861285 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0276181 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0354832 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0138865 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0124377 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.00750326 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.0158769 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0167615 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0155372 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.036704 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0203546 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0120596 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0170586 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.00312366 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0105733 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0150676 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0805051 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.00896211 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0101786 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0170586 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0218952 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0829305 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0134873 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0258003 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0112537 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0150165 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0133621 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0166147 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.014667 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00382509 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00220798 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0112537 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00269602 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.109482 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0535877 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.038054 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0111077 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0620621 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0283023 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0191705 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0529315 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0289732 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.038054 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0890965 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00282873 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0302582 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.00558032 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0309585 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0273656 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0233598 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0123471 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.00978318 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0302582 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0382218 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0175206 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00329647 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0284225 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0362866 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0147527 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0132383 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00783329 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0175206 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0134459 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0199653 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00573917 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0147043 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0177616 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00364859 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00440694 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0134459 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0185431 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0313428 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0172313 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00102485 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.000204732 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0267225 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.000769447 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0423477 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0221943 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00824483 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0394468 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0396495 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.015636 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0348692 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0407302 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0402524 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0372085 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0639 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0146356 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0376077 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0143954 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0342914 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.00875892 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.00756356 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0232082 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.00384554 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.00493834 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.00784516 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0123927 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0124492 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0103114 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0176581 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00508176 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0175689 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00593605 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0221216 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0443713 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0158181 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0201186 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.00514746 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.032986 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.00577106 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0174324 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0121306 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0211049 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0172529 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0413395 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00313354 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.024375 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0281483 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0533955 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00622123 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00227234 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0213973 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.00163701 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0499926 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00358079 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0154203 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00833764 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0082118 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0102804 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00373432 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.00737842 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00230588 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0387605 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0345791 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.00844303 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.117706 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0176617 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.07384 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0109203 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00499384 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.000803641 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0431327 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0165859 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.011572 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0312257 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.00587643 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0102266 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00919526 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00941875 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0177819 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0400297 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0116021 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0157714 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00949462 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0395944 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00310952 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00778804 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0175002 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0179818 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00683227 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00259601 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.00914468 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0484495 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0245896 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.00165046 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00306095 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0272751 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0304233 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0505712 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00162178 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00051801 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0161662 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0016736 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0468171 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0559126 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0370349 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0970364 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0880216 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.073506 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.038407 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.000596223 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0401461 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.00258793 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0273455 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00609206 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0256127 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00959828 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0223214 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0212179 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0191403 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00537176 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00616048 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0270027 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00287708 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0121875 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00796143 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0209363 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0153158 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0971637 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0100983 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.00743607 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.00425572 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0168953 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.0947908 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.291428 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0180512 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0947891 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.291057 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.131726 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.317664 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.00287027 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.00273518 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.00874057 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00714487 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.000748613 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00459416 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.00431356 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.000362169 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0518421 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.00719684 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0790881 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0603005 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0783019 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0461596 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0208596 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0815828 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0461458 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.00858403 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0428864 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0649985 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.00736362 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.170478 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0512924 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0397092 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0364117 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0746252 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0234877 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0265074 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0101986 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0523709 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0103582 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0004542 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.000746783 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0153298 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0315311 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0215227 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0463446 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00316548 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0227466 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.00864749 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0476278 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0363367 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.00241906 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.0011268 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.00431356 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0013854 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0518421 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00719406 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0791537 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0603005 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0791449 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.026738 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0113486 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0521659 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0106605 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.000440248 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.000179808 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.014565 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0445598 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.06535 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.00767048 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.169424 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0525874 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0386407 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.124463 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.06191 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.114894 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.138392 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.0756479 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.017444 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0586193 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0723837 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0827801 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.118225 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.182881 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.186651 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.074272 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0728941 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.146655 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0458843 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0483183 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0141222 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0246531 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0487634 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.035184 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0609501 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0438614 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0389055 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0271302 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.00367513 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.035184 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0609501 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0515585 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0256043 # DEPENDENCYPART_SIBL
(13,1),(13,15),4.11073e-05 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.00950166 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.010638 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.00119354 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0177454 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0155372 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.0381368 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0137569 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0130435 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0172145 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0226838 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0155372 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.0381368 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0305155 # DEPENDENCYPART_SIBL
(13,2),(13,14),0.0224111 # DEPENDENCYPART_SIBL
(13,2),(13,15),0.0183065 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.00279281 # DEPENDENCYPART_SIBL
(13,2),(13,17),0.0101806 # DEPENDENCYPART_SIBL
(13,2),(13,19),0.0256195 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0267259 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0795325 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0113782 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0316149 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0116413 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0209174 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0267259 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0795325 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0735784 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0374032 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0172773 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.027154 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.00631919 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0252022 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0041384 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.102865 # DEPENDENCYPART_SIBL
(13,4),(13,7),-0.054562 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.0244883 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0550521 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0466568 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0041384 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0759219 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.00592252 # DEPENDENCYPART_SIBL
