# _root_ gainera , ez da kasu honetan bakarrik ezagutzen zientziaren praktika , baina gutxi_batzuek bakarrik ezagutzen dituzte zientzia horren oinarri diren lege eta arauak .
#goldHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
#predictedHeads=0,3,8,8,8,5,8,12,10,8,10,0,15,15,12,15,19,17,20,21,22,15,22,23,
(0,18),(0,23),-0.00624308 # DEPENDENCYPART_SIBL
(0,18),(0,24),-0.132805 # DEPENDENCYPART_SIBL
(0,19),(0,20),-0.033422 # DEPENDENCYPART_SIBL
(0,19),(0,21),0.0509352 # DEPENDENCYPART_SIBL
(0,19),(0,22),-0.0875943 # DEPENDENCYPART_SIBL
(0,19),(0,23),0.0508702 # DEPENDENCYPART_SIBL
(0,19),(0,24),-0.174982 # DEPENDENCYPART_SIBL
(0,20),(0,21),-0.0496924 # DEPENDENCYPART_SIBL
(0,20),(0,22),-0.0891521 # DEPENDENCYPART_SIBL
(0,20),(0,23),-0.0497007 # DEPENDENCYPART_SIBL
(0,20),(0,24),-0.109674 # DEPENDENCYPART_SIBL
(0,21),(0,22),-0.087597 # DEPENDENCYPART_SIBL
(0,21),(0,23),0.0508485 # DEPENDENCYPART_SIBL
(0,21),(0,24),-0.174985 # DEPENDENCYPART_SIBL
(0,22),(0,23),-0.0223717 # DEPENDENCYPART_SIBL
(0,22),(0,24),-0.0473547 # DEPENDENCYPART_SIBL
(0,23),(0,24),-0.174982 # DEPENDENCYPART_SIBL
(3,2),(3,5),-0.00380332 # DEPENDENCYPART_SIBL
(3,2),(3,10),-0.00348492 # DEPENDENCYPART_SIBL
(3,5),(3,10),0.112866 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.0365717 # DEPENDENCYPART_SIBL
(4,3),(4,7),0.0336463 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0356827 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.00692066 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0512217 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0155676 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0414726 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.0144658 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.119845 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0133487 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.00526729 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.00809701 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.043579 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0510875 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0415185 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0330521 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0569006 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0367798 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0159378 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0159378 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00226008 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0423952 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0123819 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0127931 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0167815 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.000442003 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00873322 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00222112 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.00981094 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0326224 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0209821 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0233145 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0258868 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.025403 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00884798 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0652521 # DEPENDENCYPART_SIBL
(7,8),(7,9),6.02439e-05 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0164055 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0242396 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0431081 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.00551158 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0074011 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.022955 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.033479 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0198765 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00685434 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0068275 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.01948 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.00613143 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.00735854 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00993912 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.026538 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0814336 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.0150371 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00725333 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0374308 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.00826578 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.00178282 # DEPENDENCYPART_SIBL
(8,1),(8,23),-0.0101729 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0701761 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0504877 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.176855 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.114205 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.153045 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0226364 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0226357 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0187988 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0432342 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0169013 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0141118 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0260469 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.00732512 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0268884 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0226709 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0346719 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0240739 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0523726 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0250204 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.306152 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0271248 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0318309 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0109851 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0629618 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0629617 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0379101 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0516194 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0590769 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0346604 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.0210509 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.227713 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0672144 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0629969 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.00613993 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0643999 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0470907 # DEPENDENCYPART_SIBL
(8,3),(8,23),-0.0662436 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0418417 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0443941 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0396886 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0248884 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0248886 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0603638 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0288857 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0122376 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0283903 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0144006 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0396615 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0206359 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0248534 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0534829 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0234415 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.042565 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.022574 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0312608 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0908693 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0232862 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0153978 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00518525 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0187476 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0258608 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0111989 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00767439 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0261446 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0214249 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.016535 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0414653 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0239406 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0203923 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.0278471 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0565125 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0256553 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0256367 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00295808 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0359228 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00674831 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0160889 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0228144 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0159176 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0299597 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.025672 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0535408 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0270749 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0426215 # DEPENDENCYPART_SIBL
(8,6),(8,23),-0.0279668 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0679408 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0677404 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0468837 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.050595 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0577616 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0869685 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0514285 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0680324 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0764899 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0677756 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.065009 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0691786 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0462057 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0710255 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0209401 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0327877 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0424779 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.000392889 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00776218 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0302263 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0238686 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.02123 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0212237 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0663726 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0225956 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0312776 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0211773 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0327876 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0424778 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.000804159 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00776211 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.030207 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0238684 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0212299 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0212236 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0663725 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0225955 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0312775 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0211772 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0678747 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0994793 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.185752 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.045485 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0763016 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0972581 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0974515 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0398674 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0989134 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.055073 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0973592 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00222336 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0127212 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0348289 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0090093 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0313589 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0315735 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0279232 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0330066 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.00834188 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0314552 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00708143 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0316315 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00285205 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0242633 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0245197 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0292402 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.0259107 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.00193743 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0244143 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0266422 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0297515 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0116452 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.011503 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0254262 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.00999775 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0199996 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0115356 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0329525 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0474261 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0475683 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0469044 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0490736 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.0432136 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0475302 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0759372 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0757243 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.00355653 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.0709924 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.0172205 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0758262 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0225426 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0676913 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0239146 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0376117 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0224963 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0663725 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.0225956 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.0312775 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0211774 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0821587 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.0738374 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0806186 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.031599 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.0215287 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.00187219 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.116843 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0474134 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0406048 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.106836 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0451784 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.00366006 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0144277 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0171073 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00387349 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0175807 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00855959 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0244913 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0346163 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.000664469 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0337892 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0122424 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0231826 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0610535 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0383352 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0365611 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0307162 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0422819 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0174505 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0168365 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00648308 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00339809 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00280658 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00118637 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.027546 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0657318 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0816302 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00247815 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00169406 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0751194 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.062331 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0438166 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.00388762 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.0175936 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0085466 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0162984 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0228501 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.00105184 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0106318 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0297802 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0224961 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0182664 # DEPENDENCYPART_SIBL
(10,5),(10,22),-0.00288237 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.01291 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.022515 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0274536 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0381073 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0314237 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0365545 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0361472 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0307078 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0259517 # DEPENDENCYPART_SIBL
(10,6),(10,22),-0.010496 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0422819 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0385982 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0166019 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0220887 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00648308 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00165409 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.00339992 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0490526 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.037483 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0260674 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.000951817 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0430669 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.027546 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0113194 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0657337 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.114721 # DEPENDENCYPART_SIBL
(10,8),(10,22),0.0158106 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.036987 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00527963 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0178137 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0255097 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0313526 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0146256 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.00205493 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0332004 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0794997 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.124798 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0667085 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0112663 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0281902 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0298972 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0404967 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.00924087 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00354152 # DEPENDENCYPART_SIBL
(10,12),(10,22),0.0217575 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0121794 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0438148 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0373722 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.00969366 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0240364 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.00641901 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.00745787 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0138403 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.00968402 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.0116468 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0129325 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.228208 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0740731 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.126582 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0344053 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00591648 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.0167489 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0157848 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0482155 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0274776 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0167489 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0167489 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0284955 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0145797 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0244412 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.014231 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.121247 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0108227 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0110405 # DEPENDENCYPART_SIBL
(12,3),(12,20),0.0383626 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.00514912 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.0256879 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.00384891 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.00791646 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0383458 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0375504 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.0281287 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.0277195 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0281459 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0153715 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0157408 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00534574 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0309552 # DEPENDENCYPART_SIBL
(12,5),(12,17),0.0757134 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.0769037 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0360114 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0594315 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.00571834 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.0553081 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.00142151 # DEPENDENCYPART_SIBL
