# _root_ orduan , gai ezberdinei_buruzko elkarrizketa atsegin bati ekingo dio , nahiz_eta gizartean oso gaizki ikusiko liratekeen gaietaz hitzerdika hitzegingo duten .
#goldHeads=0,3,5,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
#predictedHeads=8,3,8,3,8,5,5,0,8,9,0,15,14,15,17,15,19,19,8,19,20,
(5,4),(5,17),-0.0436523 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0208053 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.108587 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0468748 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00826127 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0105095 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0468748 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0105095 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.0468748 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.08826 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0441549 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.000246647 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.08826 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.000246647 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.08826 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0290544 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.00749238 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0128569 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.00749238 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0128569 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0456049 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0242013 # DEPENDENCYPART_SIBL
(5,9),(5,17),0.0456049 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.0249231 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0399514 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0109874 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.039949 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.00747816 # DEPENDENCYPART_SIBL
(5,15),(5,19),-0.0129349 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.039949 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.030044 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0251798 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.0428618 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0457098 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0180703 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0340908 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0353353 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0316552 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.00202831 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0165464 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0550649 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0353455 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.040391 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0353455 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.011203 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0792825 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0160682 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0401442 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.0659685 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0018163 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0186529 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0341969 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.136186 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0659685 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0186529 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.0352077 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.115287 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.184528 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0941344 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.192498 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.0941344 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.116159 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0429377 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.00549256 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0301211 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0097433 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0253121 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0133355 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.010083 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0108839 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.0097433 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0133355 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.00907213 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0389937 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0128395 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0608523 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0128413 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0318251 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0480461 # DEPENDENCYPART_SIBL
(8,3),(8,10),2.61992e-05 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0140571 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0184426 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0652154 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0364735 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00805685 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.00236842 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0184426 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0364735 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00665122 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.0154604 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.015492 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.013543 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0359996 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.032386 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0017724 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00226857 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.000596831 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0152132 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.00011873 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00260999 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.00631008 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.000596831 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.00011873 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0050645 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.00520665 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0238706 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0422621 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0563941 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00415854 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0128345 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0220433 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0609578 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0322159 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0143395 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0032159 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0220433 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0322159 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0129338 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0206631 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0359996 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.032386 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0017724 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00226857 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.000596831 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0152132 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00011873 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00260999 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.00631008 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.000596831 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.00011873 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0050645 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.00520665 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0290525 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00862654 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0220195 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00090617 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0443888 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0302838 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.011941 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00715637 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00090617 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0302838 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0107461 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0251222 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0431916 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0207377 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0332783 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0267916 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0407879 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00265157 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.143511 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0332783 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0407879 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.000238115 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.153021 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0531074 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0959765 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.194738 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.184266 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0393764 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0761894 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0959765 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.184266 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0379303 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0896543 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0139317 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0120657 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0211463 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.00859844 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.000846467 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0139317 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.0211463 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.00570876 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.00914936 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.00129268 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00591715 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.00233135 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0129573 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.000344794 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.00591715 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.000880497 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0212692 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0059264 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.03024 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0340141 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0089462 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0059264 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0287939 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0410209 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.02151 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0330999 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0129967 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.00900797 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0200639 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0401067 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0354445 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0363675 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0267554 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0178117 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0219521 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.00232717 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.0385909 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.000619916 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.156906 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.00591715 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.000880497 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0212692 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0200639 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0401067 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0220879 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0320803 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0779933 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0160691 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0463789 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0156205 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0243859 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0345189 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0486651 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0406662 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.029583 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.027007 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0151263 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0172715 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0275161 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0185957 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0544439 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0265354 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0152835 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0174579 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0487771 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0309251 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0430702 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.167505 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.165087 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0813105 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0806812 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0387586 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0394449 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00733409 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00505172 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00711601 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0296111 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0305188 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0217915 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0305151 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0320728 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0355942 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0952061 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.380936 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.377209 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0558157 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.189862 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.189907 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0157274 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.015725 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.00570844 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0848369 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0908254 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0485989 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0374636 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0215557 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0141702 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0178518 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0957933 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0957908 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0809916 # DEPENDENCYPART_SIBL
(12,1),(12,5),0.0792404 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.0137355 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.0397723 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0330993 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0135603 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.000350474 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.00576825 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0613764 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.00576825 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.00803122 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0177089 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.00850865 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0158578 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0261756 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0474074 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0347508 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0370629 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0347508 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.0642565 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.022886 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.0691823 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0260689 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0354988 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0287049 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.010002 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0287049 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.0931937 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0202065 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0348757 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0649183 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0571901 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0354439 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0571901 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0228535 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0128165 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00123456 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.00773903 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0656252 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.00773903 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.0375455 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0498719 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.046404 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0147614 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.046404 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0822575 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0328439 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0107476 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0328439 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0761049 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0232576 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0110344 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0886223 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.0477935 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0549268 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0886223 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0275362 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0173872 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00570404 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0173872 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00484418 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0243546 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00484418 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0336783 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.00568969 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0166474 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0275361 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0145297 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.011245 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.00677627 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0135239 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0181416 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0180391 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0260326 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.000392428 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0333416 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00455554 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0117836 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.000646682 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00803344 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0166474 # DEPENDENCYPART_SIBL
(15,1),(15,2),-0.0165464 # DEPENDENCYPART_SIBL
(15,1),(15,3),0.0666129 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0572771 # DEPENDENCYPART_SIBL
(15,1),(15,6),0.0353455 # DEPENDENCYPART_SIBL
(15,1),(15,8),0.0428549 # DEPENDENCYPART_SIBL
(15,1),(15,9),0.0450896 # DEPENDENCYPART_SIBL
(15,1),(15,10),-0.0165464 # DEPENDENCYPART_SIBL
(15,1),(15,11),0.0228257 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0673466 # DEPENDENCYPART_SIBL
(15,1),(15,13),-0.0313205 # DEPENDENCYPART_SIBL
(15,1),(15,14),-0.0206996 # DEPENDENCYPART_SIBL
(15,1),(15,16),0.155902 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.0339916 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0268306 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0197681 # DEPENDENCYPART_SIBL
(15,1),(15,20),0.135003 # DEPENDENCYPART_SIBL
(15,2),(15,3),-0.17298 # DEPENDENCYPART_SIBL
(15,2),(15,5),-0.175611 # DEPENDENCYPART_SIBL
(15,2),(15,6),-0.0941344 # DEPENDENCYPART_SIBL
(15,2),(15,8),-0.102662 # DEPENDENCYPART_SIBL
(15,2),(15,9),-0.0597057 # DEPENDENCYPART_SIBL
(15,2),(15,10),-0.13427 # DEPENDENCYPART_SIBL
(15,2),(15,11),-0.0907239 # DEPENDENCYPART_SIBL
(15,2),(15,12),-0.172246 # DEPENDENCYPART_SIBL
(15,2),(15,13),-0.122707 # DEPENDENCYPART_SIBL
(15,2),(15,14),-0.113381 # DEPENDENCYPART_SIBL
(15,2),(15,16),0.00355439 # DEPENDENCYPART_SIBL
(15,2),(15,17),-0.0123147 # DEPENDENCYPART_SIBL
(15,2),(15,18),-0.00359938 # DEPENDENCYPART_SIBL
(15,2),(15,19),-0.0186592 # DEPENDENCYPART_SIBL
(15,2),(15,20),-0.0245555 # DEPENDENCYPART_SIBL
(15,3),(15,5),-0.0229821 # DEPENDENCYPART_SIBL
(15,3),(15,6),-0.00524948 # DEPENDENCYPART_SIBL
(15,3),(15,8),0.00398319 # DEPENDENCYPART_SIBL
(15,3),(15,9),0.0115852 # DEPENDENCYPART_SIBL
(15,3),(15,10),-0.0681621 # DEPENDENCYPART_SIBL
(15,3),(15,11),-0.0197122 # DEPENDENCYPART_SIBL
(15,3),(15,12),-0.020354 # DEPENDENCYPART_SIBL
(15,3),(15,13),-0.0554076 # DEPENDENCYPART_SIBL
(15,3),(15,14),-0.011369 # DEPENDENCYPART_SIBL
(15,3),(15,16),0.019942 # DEPENDENCYPART_SIBL
(15,3),(15,17),-0.0396727 # DEPENDENCYPART_SIBL
(15,3),(15,18),-0.0169728 # DEPENDENCYPART_SIBL
(15,3),(15,19),-0.0145941 # DEPENDENCYPART_SIBL
(15,3),(15,20),0.0377708 # DEPENDENCYPART_SIBL
(15,5),(15,6),-0.0132553 # DEPENDENCYPART_SIBL
(15,5),(15,8),-0.00560866 # DEPENDENCYPART_SIBL
(15,5),(15,9),0.00562274 # DEPENDENCYPART_SIBL
(15,5),(15,10),-0.0743385 # DEPENDENCYPART_SIBL
(15,5),(15,11),-0.020427 # DEPENDENCYPART_SIBL
(15,5),(15,12),-0.0290297 # DEPENDENCYPART_SIBL
(15,5),(15,13),-0.060147 # DEPENDENCYPART_SIBL
(15,5),(15,14),-0.0161085 # DEPENDENCYPART_SIBL
(15,5),(15,16),0.0302818 # DEPENDENCYPART_SIBL
(15,5),(15,17),-0.0321497 # DEPENDENCYPART_SIBL
(15,5),(15,18),-0.00527815 # DEPENDENCYPART_SIBL
(15,5),(15,19),-0.0134397 # DEPENDENCYPART_SIBL
(15,5),(15,20),0.0541608 # DEPENDENCYPART_SIBL
(15,6),(15,8),0.0041352 # DEPENDENCYPART_SIBL
(15,6),(15,9),0.0199342 # DEPENDENCYPART_SIBL
(15,6),(15,10),-0.0494531 # DEPENDENCYPART_SIBL
(15,6),(15,11),-0.0175595 # DEPENDENCYPART_SIBL
(15,6),(15,12),0.00601418 # DEPENDENCYPART_SIBL
(15,6),(15,13),-0.0262273 # DEPENDENCYPART_SIBL
(15,6),(15,14),-0.017565 # DEPENDENCYPART_SIBL
(15,6),(15,16),0.0199005 # DEPENDENCYPART_SIBL
