# _root_ That move , along with the return to the Manpower name , could bolster the company 's prospects during possibly difficult times for temporary help .
#goldHeads=2,13,13,13,4,7,5,7,11,11,8,13,0,13,16,18,16,14,14,21,22,19,22,25,23,13,
#predictedHeads=2,13,13,13,4,7,5,7,11,11,8,13,0,13,16,18,16,14,14,22,22,19,22,25,23,13,
(20,10),-1.72007 # DEPENDENCYPART_ARC
(20,11),-1.90248 # DEPENDENCYPART_ARC
(20,12),-1.15361 # DEPENDENCYPART_ARC
(20,13),-1.27331 # DEPENDENCYPART_ARC
(20,14),-1.11124 # DEPENDENCYPART_ARC
(20,15),-0.0413339 # DEPENDENCYPART_ARC
(20,16),-0.91863 # DEPENDENCYPART_ARC
(20,17),-0.490361 # DEPENDENCYPART_ARC
(20,18),-0.397907 # DEPENDENCYPART_ARC
(20,19),1.29653 # DEPENDENCYPART_ARC
(20,21),2.55302 # DEPENDENCYPART_ARC
(20,22),1.01745 # DEPENDENCYPART_ARC
(20,23),0.386941 # DEPENDENCYPART_ARC
(20,24),0.94748 # DEPENDENCYPART_ARC
(20,25),0.627107 # DEPENDENCYPART_ARC
(20,26),0.269635 # DEPENDENCYPART_ARC
(21,1),-3.97553 # DEPENDENCYPART_ARC
(21,2),-2.64646 # DEPENDENCYPART_ARC
(21,3),-2.70828 # DEPENDENCYPART_ARC
(21,4),-2.96944 # DEPENDENCYPART_ARC
(21,5),-2.96469 # DEPENDENCYPART_ARC
(21,6),-2.47315 # DEPENDENCYPART_ARC
(21,7),-2.31068 # DEPENDENCYPART_ARC
(21,8),-1.69042 # DEPENDENCYPART_ARC
(21,9),-2.17469 # DEPENDENCYPART_ARC
(21,10),-2.46641 # DEPENDENCYPART_ARC
(21,11),-1.99388 # DEPENDENCYPART_ARC
(21,12),-2.0203 # DEPENDENCYPART_ARC
(21,13),-2.61701 # DEPENDENCYPART_ARC
(21,14),-1.96628 # DEPENDENCYPART_ARC
(21,15),-0.892109 # DEPENDENCYPART_ARC
(21,16),-1.19065 # DEPENDENCYPART_ARC
(21,17),-1.30023 # DEPENDENCYPART_ARC
(21,18),-0.93788 # DEPENDENCYPART_ARC
(21,19),-0.181728 # DEPENDENCYPART_ARC
(21,20),1.69752 # DEPENDENCYPART_ARC
(21,22),0.820216 # DEPENDENCYPART_ARC
(21,23),0.920028 # DEPENDENCYPART_ARC
(21,24),-0.271686 # DEPENDENCYPART_ARC
(21,25),-0.341485 # DEPENDENCYPART_ARC
(21,26),0.218857 # DEPENDENCYPART_ARC
(22,1),-7.94368 # DEPENDENCYPART_ARC
(22,2),-4.3884 # DEPENDENCYPART_ARC
(22,3),-1.07228 # DEPENDENCYPART_ARC
(22,4),-0.542825 # DEPENDENCYPART_ARC
(22,5),-0.749284 # DEPENDENCYPART_ARC
(22,6),-2.7623 # DEPENDENCYPART_ARC
(22,7),-2.43741 # DEPENDENCYPART_ARC
(22,8),-0.627929 # DEPENDENCYPART_ARC
(22,9),-1.96116 # DEPENDENCYPART_ARC
(22,10),-0.0980447 # DEPENDENCYPART_ARC
(22,11),-1.44225 # DEPENDENCYPART_ARC
(22,12),-0.225723 # DEPENDENCYPART_ARC
(22,13),-0.468232 # DEPENDENCYPART_ARC
(22,14),0.175879 # DEPENDENCYPART_ARC
(22,15),0.742133 # DEPENDENCYPART_ARC
(22,16),2.8453 # DEPENDENCYPART_ARC
(22,17),0.683356 # DEPENDENCYPART_ARC
(22,18),1.11251 # DEPENDENCYPART_ARC
(22,19),1.74752 # DEPENDENCYPART_ARC
(22,20),3.03822 # DEPENDENCYPART_ARC
(22,21),4.40507 # DEPENDENCYPART_ARC
(22,23),2.46953 # DEPENDENCYPART_ARC
(22,24),1.39156 # DEPENDENCYPART_ARC
(22,25),0.686994 # DEPENDENCYPART_ARC
(22,26),0.295333 # DEPENDENCYPART_ARC
(23,1),-3.06331 # DEPENDENCYPART_ARC
(23,2),-4.55568 # DEPENDENCYPART_ARC
(23,3),-2.73029 # DEPENDENCYPART_ARC
(23,4),-2.40923 # DEPENDENCYPART_ARC
(23,5),-2.72166 # DEPENDENCYPART_ARC
(23,6),-2.43737 # DEPENDENCYPART_ARC
(23,7),-3.3915 # DEPENDENCYPART_ARC
(23,8),-2.10653 # DEPENDENCYPART_ARC
(23,9),-2.07892 # DEPENDENCYPART_ARC
(23,10),-2.45083 # DEPENDENCYPART_ARC
(23,11),-3.32978 # DEPENDENCYPART_ARC
(23,12),-1.79091 # DEPENDENCYPART_ARC
(23,13),-2.23449 # DEPENDENCYPART_ARC
(23,14),-1.56817 # DEPENDENCYPART_ARC
(23,15),-1.03561 # DEPENDENCYPART_ARC
(23,16),-1.71348 # DEPENDENCYPART_ARC
(23,17),-0.894427 # DEPENDENCYPART_ARC
(23,18),-1.25069 # DEPENDENCYPART_ARC
(23,19),-0.126765 # DEPENDENCYPART_ARC
(23,20),-0.551218 # DEPENDENCYPART_ARC
(23,21),-0.592194 # DEPENDENCYPART_ARC
(23,22),-0.0909046 # DEPENDENCYPART_ARC
(23,24),1.15366 # DEPENDENCYPART_ARC
(23,25),3.64562 # DEPENDENCYPART_ARC
(23,26),-0.630219 # DEPENDENCYPART_ARC
(24,1),-4.35949 # DEPENDENCYPART_ARC
(24,2),-3.7348 # DEPENDENCYPART_ARC
(24,3),-3.07885 # DEPENDENCYPART_ARC
(24,4),-3.81317 # DEPENDENCYPART_ARC
(24,5),-3.85256 # DEPENDENCYPART_ARC
(24,6),-2.89663 # DEPENDENCYPART_ARC
(24,7),-3.10291 # DEPENDENCYPART_ARC
(24,8),-2.00712 # DEPENDENCYPART_ARC
(24,9),-2.67138 # DEPENDENCYPART_ARC
(24,10),-2.80832 # DEPENDENCYPART_ARC
(24,11),-2.93623 # DEPENDENCYPART_ARC
(24,12),-2.45412 # DEPENDENCYPART_ARC
(24,13),-3.12788 # DEPENDENCYPART_ARC
(24,14),-2.44657 # DEPENDENCYPART_ARC
(24,15),-1.50349 # DEPENDENCYPART_ARC
(24,16),-2.23505 # DEPENDENCYPART_ARC
(24,17),-2.20463 # DEPENDENCYPART_ARC
(24,18),-2.01557 # DEPENDENCYPART_ARC
(24,19),-1.26745 # DEPENDENCYPART_ARC
(24,20),-0.575859 # DEPENDENCYPART_ARC
(24,21),-0.255317 # DEPENDENCYPART_ARC
(24,22),-0.917709 # DEPENDENCYPART_ARC
(24,23),-0.179991 # DEPENDENCYPART_ARC
(24,25),1.6544 # DEPENDENCYPART_ARC
(24,26),-0.0300306 # DEPENDENCYPART_ARC
(25,1),-10.5337 # DEPENDENCYPART_ARC
(25,2),-7.37786 # DEPENDENCYPART_ARC
(25,3),-3.14737 # DEPENDENCYPART_ARC
(25,4),-2.65574 # DEPENDENCYPART_ARC
(25,5),-2.73634 # DEPENDENCYPART_ARC
(25,6),-5.59948 # DEPENDENCYPART_ARC
(25,7),-4.47967 # DEPENDENCYPART_ARC
(25,8),-3.27832 # DEPENDENCYPART_ARC
(25,9),-3.93341 # DEPENDENCYPART_ARC
(25,10),-3.30697 # DEPENDENCYPART_ARC
(25,11),-3.11042 # DEPENDENCYPART_ARC
(25,12),-1.61503 # DEPENDENCYPART_ARC
(25,13),-1.92198 # DEPENDENCYPART_ARC
(25,14),-1.90423 # DEPENDENCYPART_ARC
(25,15),-1.31637 # DEPENDENCYPART_ARC
(25,16),1.4437 # DEPENDENCYPART_ARC
(25,17),-0.491866 # DEPENDENCYPART_ARC
(25,18),-1.1684 # DEPENDENCYPART_ARC
(25,19),-0.742883 # DEPENDENCYPART_ARC
(25,20),0.214208 # DEPENDENCYPART_ARC
(25,21),0.837648 # DEPENDENCYPART_ARC
(25,22),0.864263 # DEPENDENCYPART_ARC
(25,23),0.996582 # DEPENDENCYPART_ARC
(25,24),4.17463 # DEPENDENCYPART_ARC
(25,26),0.593383 # DEPENDENCYPART_ARC
(26,1),-3.09102 # DEPENDENCYPART_ARC
(26,2),-2.98147 # DEPENDENCYPART_ARC
(26,3),-1.6877 # DEPENDENCYPART_ARC
(26,4),-3.24334 # DEPENDENCYPART_ARC
(26,5),-3.94637 # DEPENDENCYPART_ARC
(26,6),-2.61464 # DEPENDENCYPART_ARC
(26,7),-2.61443 # DEPENDENCYPART_ARC
(26,8),-2.55398 # DEPENDENCYPART_ARC
(26,9),-2.2372 # DEPENDENCYPART_ARC
(26,10),-2.41142 # DEPENDENCYPART_ARC
(26,11),-2.09224 # DEPENDENCYPART_ARC
(26,12),-0.794035 # DEPENDENCYPART_ARC
(26,13),-1.70725 # DEPENDENCYPART_ARC
(26,14),-1.97192 # DEPENDENCYPART_ARC
(26,15),-1.6358 # DEPENDENCYPART_ARC
(26,16),-2.04445 # DEPENDENCYPART_ARC
(26,17),-1.75604 # DEPENDENCYPART_ARC
(26,18),-1.57107 # DEPENDENCYPART_ARC
(26,19),-1.4756 # DEPENDENCYPART_ARC
(26,20),-1.30548 # DEPENDENCYPART_ARC
(26,21),-1.65536 # DEPENDENCYPART_ARC
(26,22),-1.546 # DEPENDENCYPART_ARC
(26,23),-1.19841 # DEPENDENCYPART_ARC
(26,24),-1.56083 # DEPENDENCYPART_ARC
(26,25),-1.69359 # DEPENDENCYPART_ARC
