# _root_ Among rail and highway accounts , the agreement provides $ 615 million for Amtrak , including $ 85 million for capital improvements .
#goldHeads=9,1,2,5,3,9,8,9,0,9,10,10,10,13,10,10,16,17,17,16,22,20,9,
#predictedHeads=9,1,2,5,3,9,8,9,0,9,10,10,9,13,9,10,16,17,17,17,22,20,9,
(23,4),-2.86975 # DEPENDENCYPART_ARC
(23,5),-1.84384 # DEPENDENCYPART_ARC
(23,6),-1.19898 # DEPENDENCYPART_ARC
(23,7),-2.17372 # DEPENDENCYPART_ARC
(23,8),-2.77478 # DEPENDENCYPART_ARC
(23,9),-2.02722 # DEPENDENCYPART_ARC
(23,10),-2.67449 # DEPENDENCYPART_ARC
(23,11),-2.30435 # DEPENDENCYPART_ARC
(23,12),-2.21099 # DEPENDENCYPART_ARC
(23,13),-1.9138 # DEPENDENCYPART_ARC
(23,14),-1.86909 # DEPENDENCYPART_ARC
(23,15),-0.65027 # DEPENDENCYPART_ARC
(23,16),-0.835422 # DEPENDENCYPART_ARC
(23,17),-1.61166 # DEPENDENCYPART_ARC
(23,18),-1.79252 # DEPENDENCYPART_ARC
(23,19),-1.57113 # DEPENDENCYPART_ARC
(23,20),-1.27191 # DEPENDENCYPART_ARC
(23,21),-1.76875 # DEPENDENCYPART_ARC
(23,22),-1.58297 # DEPENDENCYPART_ARC
