# _root_ When he came to Applied , `` I did n't have the power to execute as I do today , '' he says .
#goldHeads=3,3,9,3,4,9,9,9,23,9,9,13,11,13,14,15,18,16,18,9,9,23,0,23,
#predictedHeads=3,3,9,3,4,5,23,9,23,9,9,13,11,13,14,15,18,16,18,23,23,23,0,23,
(22,5),-2.56508 # DEPENDENCYPART_ARC
(22,6),-1.2501 # DEPENDENCYPART_ARC
(22,7),-2.22464 # DEPENDENCYPART_ARC
(22,8),-2.25715 # DEPENDENCYPART_ARC
(22,9),-1.5505 # DEPENDENCYPART_ARC
(22,10),-2.30481 # DEPENDENCYPART_ARC
(22,11),-1.87075 # DEPENDENCYPART_ARC
(22,12),-0.827653 # DEPENDENCYPART_ARC
(22,13),-2.03856 # DEPENDENCYPART_ARC
(22,14),-1.46643 # DEPENDENCYPART_ARC
(22,15),-1.3646 # DEPENDENCYPART_ARC
(22,16),-0.870046 # DEPENDENCYPART_ARC
(22,17),-1.03033 # DEPENDENCYPART_ARC
(22,18),-1.02421 # DEPENDENCYPART_ARC
(22,19),-0.860935 # DEPENDENCYPART_ARC
(22,20),0.775164 # DEPENDENCYPART_ARC
(22,21),0.213392 # DEPENDENCYPART_ARC
(22,23),1.17255 # DEPENDENCYPART_ARC
(22,24),-0.406238 # DEPENDENCYPART_ARC
(23,1),-2.12793 # DEPENDENCYPART_ARC
(23,2),-2.01855 # DEPENDENCYPART_ARC
(23,3),-0.0174703 # DEPENDENCYPART_ARC
(23,4),-1.10174 # DEPENDENCYPART_ARC
(23,5),-2.13821 # DEPENDENCYPART_ARC
(23,6),-0.751403 # DEPENDENCYPART_ARC
(23,7),2.50549 # DEPENDENCYPART_ARC
(23,8),-1.23237 # DEPENDENCYPART_ARC
(23,9),1.13417 # DEPENDENCYPART_ARC
(23,10),-0.96046 # DEPENDENCYPART_ARC
(23,11),0.574571 # DEPENDENCYPART_ARC
(23,12),-1.31111 # DEPENDENCYPART_ARC
(23,13),-0.728314 # DEPENDENCYPART_ARC
(23,14),-0.242074 # DEPENDENCYPART_ARC
(23,15),0.486097 # DEPENDENCYPART_ARC
(23,16),-0.0168269 # DEPENDENCYPART_ARC
(23,17),0.183213 # DEPENDENCYPART_ARC
(23,18),0.769242 # DEPENDENCYPART_ARC
(23,19),-0.5277 # DEPENDENCYPART_ARC
(23,20),3.41322 # DEPENDENCYPART_ARC
(23,21),3.48565 # DEPENDENCYPART_ARC
(23,22),4.02062 # DEPENDENCYPART_ARC
(23,24),6.09779 # DEPENDENCYPART_ARC
(24,1),-3.05195 # DEPENDENCYPART_ARC
(24,2),-2.24709 # DEPENDENCYPART_ARC
(24,3),-2.27366 # DEPENDENCYPART_ARC
(24,4),-3.17523 # DEPENDENCYPART_ARC
(24,5),-3.24266 # DEPENDENCYPART_ARC
(24,6),-1.60046 # DEPENDENCYPART_ARC
(24,7),-2.5317 # DEPENDENCYPART_ARC
(24,8),-1.94409 # DEPENDENCYPART_ARC
(24,9),-1.75235 # DEPENDENCYPART_ARC
(24,10),-2.37876 # DEPENDENCYPART_ARC
(24,11),-2.62952 # DEPENDENCYPART_ARC
(24,12),-2.13378 # DEPENDENCYPART_ARC
(24,13),-2.46615 # DEPENDENCYPART_ARC
(24,14),-2.16709 # DEPENDENCYPART_ARC
(24,15),-2.10722 # DEPENDENCYPART_ARC
(24,16),-1.81322 # DEPENDENCYPART_ARC
(24,17),-1.62848 # DEPENDENCYPART_ARC
(24,18),-1.52698 # DEPENDENCYPART_ARC
(24,19),-2.08435 # DEPENDENCYPART_ARC
(24,20),-0.542596 # DEPENDENCYPART_ARC
(24,21),-1.25415 # DEPENDENCYPART_ARC
(24,22),-1.10805 # DEPENDENCYPART_ARC
(24,23),-0.662933 # DEPENDENCYPART_ARC
