# _root_ Mr. Freund , former chief economist of the New York Stock Exchange , is a professor of economics at Pace University 's business school in New York .
#goldHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
#predictedHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
(18,24),0.0994773 # DEPENDENCYPART_ARC
(18,25),0.215117 # DEPENDENCYPART_ARC
(18,26),-0.727633 # DEPENDENCYPART_ARC
(18,27),-0.466631 # DEPENDENCYPART_ARC
(18,28),0.0215726 # DEPENDENCYPART_ARC
(19,1),-2.59592 # DEPENDENCYPART_ARC
(19,2),-2.7667 # DEPENDENCYPART_ARC
(19,3),-2.07605 # DEPENDENCYPART_ARC
(19,4),-2.07484 # DEPENDENCYPART_ARC
(19,5),-2.04405 # DEPENDENCYPART_ARC
(19,6),-2.66643 # DEPENDENCYPART_ARC
(19,7),-2.05556 # DEPENDENCYPART_ARC
(19,8),-1.85 # DEPENDENCYPART_ARC
(19,9),-1.4184 # DEPENDENCYPART_ARC
(19,10),-1.5806 # DEPENDENCYPART_ARC
(19,11),-1.57515 # DEPENDENCYPART_ARC
(19,12),-1.52028 # DEPENDENCYPART_ARC
(19,13),-0.638947 # DEPENDENCYPART_ARC
(19,14),-0.93206 # DEPENDENCYPART_ARC
(19,15),-0.521628 # DEPENDENCYPART_ARC
(19,16),0.117402 # DEPENDENCYPART_ARC
(19,17),-0.164126 # DEPENDENCYPART_ARC
(19,18),0.349906 # DEPENDENCYPART_ARC
(19,20),2.46468 # DEPENDENCYPART_ARC
(19,21),1.82561 # DEPENDENCYPART_ARC
(19,22),-0.201724 # DEPENDENCYPART_ARC
(19,23),2.15216 # DEPENDENCYPART_ARC
(19,24),3.78492 # DEPENDENCYPART_ARC
(19,25),-0.326103 # DEPENDENCYPART_ARC
(19,26),-0.239541 # DEPENDENCYPART_ARC
(19,27),0.396411 # DEPENDENCYPART_ARC
(19,28),-1.16496 # DEPENDENCYPART_ARC
(20,1),-10.0992 # DEPENDENCYPART_ARC
(20,2),-9.6368 # DEPENDENCYPART_ARC
(20,3),-6.32679 # DEPENDENCYPART_ARC
(20,4),-5.23719 # DEPENDENCYPART_ARC
(20,5),-4.81986 # DEPENDENCYPART_ARC
(20,6),-8.05214 # DEPENDENCYPART_ARC
(20,7),-5.78105 # DEPENDENCYPART_ARC
(20,8),-5.86408 # DEPENDENCYPART_ARC
(20,9),-6.08616 # DEPENDENCYPART_ARC
(20,10),-5.96497 # DEPENDENCYPART_ARC
(20,11),-6.14643 # DEPENDENCYPART_ARC
(20,12),-6.64934 # DEPENDENCYPART_ARC
(20,13),-5.05635 # DEPENDENCYPART_ARC
(20,14),-4.83839 # DEPENDENCYPART_ARC
(20,15),-3.43461 # DEPENDENCYPART_ARC
(20,16),-4.47482 # DEPENDENCYPART_ARC
(20,17),-3.34005 # DEPENDENCYPART_ARC
(20,18),-2.81835 # DEPENDENCYPART_ARC
(20,19),-2.34375 # DEPENDENCYPART_ARC
(20,21),-0.370323 # DEPENDENCYPART_ARC
(20,22),0.303141 # DEPENDENCYPART_ARC
(20,23),-1.13197 # DEPENDENCYPART_ARC
(20,24),-0.980495 # DEPENDENCYPART_ARC
(20,25),-1.3328 # DEPENDENCYPART_ARC
(20,26),-2.58162 # DEPENDENCYPART_ARC
(20,27),-1.65762 # DEPENDENCYPART_ARC
(20,28),-2.13558 # DEPENDENCYPART_ARC
(21,1),-6.61064 # DEPENDENCYPART_ARC
(21,2),-7.63966 # DEPENDENCYPART_ARC
(21,3),-3.56148 # DEPENDENCYPART_ARC
(21,4),-2.27893 # DEPENDENCYPART_ARC
(21,5),-1.85561 # DEPENDENCYPART_ARC
(21,6),-5.79479 # DEPENDENCYPART_ARC
(21,7),-3.22028 # DEPENDENCYPART_ARC
(21,8),-1.59073 # DEPENDENCYPART_ARC
(21,9),-2.26386 # DEPENDENCYPART_ARC
(21,10),-1.96518 # DEPENDENCYPART_ARC
(21,11),-1.47237 # DEPENDENCYPART_ARC
(21,12),-3.76717 # DEPENDENCYPART_ARC
(21,13),-2.43349 # DEPENDENCYPART_ARC
(21,14),-2.45499 # DEPENDENCYPART_ARC
(21,15),-1.28327 # DEPENDENCYPART_ARC
(21,16),-2.32846 # DEPENDENCYPART_ARC
(21,17),-1.05768 # DEPENDENCYPART_ARC
(21,18),-0.348623 # DEPENDENCYPART_ARC
(21,19),-0.551844 # DEPENDENCYPART_ARC
(21,20),6.91133 # DEPENDENCYPART_ARC
(21,22),4.87803 # DEPENDENCYPART_ARC
(21,23),0.333468 # DEPENDENCYPART_ARC
(21,24),0.242773 # DEPENDENCYPART_ARC
(21,25),0.404376 # DEPENDENCYPART_ARC
(21,26),-0.77584 # DEPENDENCYPART_ARC
(21,27),-0.331985 # DEPENDENCYPART_ARC
(21,28),-0.110143 # DEPENDENCYPART_ARC
(22,1),-1.95036 # DEPENDENCYPART_ARC
(22,2),-1.78367 # DEPENDENCYPART_ARC
(22,3),-3.66068 # DEPENDENCYPART_ARC
(22,4),-2.41594 # DEPENDENCYPART_ARC
(22,5),-2.34407 # DEPENDENCYPART_ARC
(22,6),-3.67418 # DEPENDENCYPART_ARC
(22,7),-3.03698 # DEPENDENCYPART_ARC
(22,8),-1.80609 # DEPENDENCYPART_ARC
(22,9),-0.721224 # DEPENDENCYPART_ARC
(22,10),-0.80681 # DEPENDENCYPART_ARC
(22,11),-1.03638 # DEPENDENCYPART_ARC
(22,12),-0.883294 # DEPENDENCYPART_ARC
(22,13),-1.85463 # DEPENDENCYPART_ARC
(22,14),-1.52346 # DEPENDENCYPART_ARC
(22,15),-0.775721 # DEPENDENCYPART_ARC
(22,16),-1.85003 # DEPENDENCYPART_ARC
(22,17),-1.10645 # DEPENDENCYPART_ARC
(22,18),-0.723185 # DEPENDENCYPART_ARC
(22,19),-0.483246 # DEPENDENCYPART_ARC
(22,20),0.468938 # DEPENDENCYPART_ARC
(22,21),0.997131 # DEPENDENCYPART_ARC
(22,23),-0.368585 # DEPENDENCYPART_ARC
(22,24),-1.00179 # DEPENDENCYPART_ARC
(22,25),-1.31486 # DEPENDENCYPART_ARC
(22,26),-1.66876 # DEPENDENCYPART_ARC
(22,27),-1.8093 # DEPENDENCYPART_ARC
(22,28),-1.65457 # DEPENDENCYPART_ARC
(23,1),-7.05624 # DEPENDENCYPART_ARC
(23,2),-7.60984 # DEPENDENCYPART_ARC
(23,3),-4.18762 # DEPENDENCYPART_ARC
(23,4),-4.96709 # DEPENDENCYPART_ARC
(23,5),-4.8491 # DEPENDENCYPART_ARC
(23,6),-7.14359 # DEPENDENCYPART_ARC
(23,7),-2.90601 # DEPENDENCYPART_ARC
(23,8),-4.31522 # DEPENDENCYPART_ARC
(23,9),-3.16379 # DEPENDENCYPART_ARC
(23,10),-3.5667 # DEPENDENCYPART_ARC
(23,11),-3.822 # DEPENDENCYPART_ARC
(23,12),-4.78546 # DEPENDENCYPART_ARC
(23,13),-2.49101 # DEPENDENCYPART_ARC
(23,14),-2.37048 # DEPENDENCYPART_ARC
(23,15),-1.2476 # DEPENDENCYPART_ARC
(23,16),-2.64877 # DEPENDENCYPART_ARC
(23,17),-1.57217 # DEPENDENCYPART_ARC
(23,18),-0.425319 # DEPENDENCYPART_ARC
(23,19),-0.736554 # DEPENDENCYPART_ARC
(23,20),1.91895 # DEPENDENCYPART_ARC
(23,21),2.89642 # DEPENDENCYPART_ARC
(23,22),0.60807 # DEPENDENCYPART_ARC
(23,24),1.04716 # DEPENDENCYPART_ARC
(23,25),-0.322982 # DEPENDENCYPART_ARC
(23,26),-0.23629 # DEPENDENCYPART_ARC
(23,27),-0.425109 # DEPENDENCYPART_ARC
(23,28),-0.932373 # DEPENDENCYPART_ARC
(24,1),-4.31219 # DEPENDENCYPART_ARC
(24,2),-5.40887 # DEPENDENCYPART_ARC
(24,3),-2.47616 # DEPENDENCYPART_ARC
(24,4),-3.50923 # DEPENDENCYPART_ARC
(24,5),-2.7889 # DEPENDENCYPART_ARC
(24,6),-5.42099 # DEPENDENCYPART_ARC
(24,7),-1.81351 # DEPENDENCYPART_ARC
(24,8),-1.7563 # DEPENDENCYPART_ARC
(24,9),-0.43805 # DEPENDENCYPART_ARC
(24,10),-1.33928 # DEPENDENCYPART_ARC
(24,11),-1.66073 # DEPENDENCYPART_ARC
(24,12),-3.35696 # DEPENDENCYPART_ARC
(24,13),-1.69427 # DEPENDENCYPART_ARC
(24,14),-1.29747 # DEPENDENCYPART_ARC
(24,15),0.779554 # DEPENDENCYPART_ARC
(24,16),-0.957335 # DEPENDENCYPART_ARC
(24,17),-0.676009 # DEPENDENCYPART_ARC
(24,18),0.553331 # DEPENDENCYPART_ARC
(24,19),-0.0312644 # DEPENDENCYPART_ARC
(24,20),3.16991 # DEPENDENCYPART_ARC
(24,21),4.41962 # DEPENDENCYPART_ARC
(24,22),1.47174 # DEPENDENCYPART_ARC
(24,23),4.27671 # DEPENDENCYPART_ARC
(24,25),2.62507 # DEPENDENCYPART_ARC
(24,26),0.255953 # DEPENDENCYPART_ARC
(24,27),0.303729 # DEPENDENCYPART_ARC
(24,28),0.659554 # DEPENDENCYPART_ARC
(25,1),-3.51013 # DEPENDENCYPART_ARC
(25,2),-3.64658 # DEPENDENCYPART_ARC
(25,3),-2.82468 # DEPENDENCYPART_ARC
(25,4),-2.89859 # DEPENDENCYPART_ARC
(25,5),-2.76887 # DEPENDENCYPART_ARC
(25,6),-2.72108 # DEPENDENCYPART_ARC
(25,7),-3.23581 # DEPENDENCYPART_ARC
(25,8),-1.883 # DEPENDENCYPART_ARC
(25,9),-2.32668 # DEPENDENCYPART_ARC
(25,10),-2.4714 # DEPENDENCYPART_ARC
(25,11),-2.48715 # DEPENDENCYPART_ARC
(25,12),-2.39172 # DEPENDENCYPART_ARC
(25,13),-1.58264 # DEPENDENCYPART_ARC
(25,14),-1.69467 # DEPENDENCYPART_ARC
(25,15),-1.01251 # DEPENDENCYPART_ARC
(25,16),-0.855215 # DEPENDENCYPART_ARC
(25,17),-1.21611 # DEPENDENCYPART_ARC
(25,18),-0.757261 # DEPENDENCYPART_ARC
(25,19),-0.467302 # DEPENDENCYPART_ARC
(25,20),-0.953431 # DEPENDENCYPART_ARC
(25,21),-0.983246 # DEPENDENCYPART_ARC
(25,22),-0.0308796 # DEPENDENCYPART_ARC
(25,23),-0.684016 # DEPENDENCYPART_ARC
(25,24),-0.0100414 # DEPENDENCYPART_ARC
(25,26),1.95663 # DEPENDENCYPART_ARC
(25,27),3.14593 # DEPENDENCYPART_ARC
(25,28),-0.415329 # DEPENDENCYPART_ARC
(26,1),-10.642 # DEPENDENCYPART_ARC
(26,2),-9.61324 # DEPENDENCYPART_ARC
(26,3),-6.67493 # DEPENDENCYPART_ARC
(26,4),-4.3981 # DEPENDENCYPART_ARC
(26,5),-3.89288 # DEPENDENCYPART_ARC
(26,6),-7.13577 # DEPENDENCYPART_ARC
(26,7),-5.59203 # DEPENDENCYPART_ARC
(26,8),-6.05062 # DEPENDENCYPART_ARC
(26,9),-5.80016 # DEPENDENCYPART_ARC
(26,10),-6.02239 # DEPENDENCYPART_ARC
(26,11),-6.36601 # DEPENDENCYPART_ARC
(26,12),-6.79114 # DEPENDENCYPART_ARC
(26,13),-5.59266 # DEPENDENCYPART_ARC
(26,14),-5.20837 # DEPENDENCYPART_ARC
(26,15),-5.12734 # DEPENDENCYPART_ARC
(26,16),-4.50755 # DEPENDENCYPART_ARC
(26,17),-3.94624 # DEPENDENCYPART_ARC
(26,18),-3.48321 # DEPENDENCYPART_ARC
(26,19),-4.36836 # DEPENDENCYPART_ARC
(26,20),-1.27573 # DEPENDENCYPART_ARC
(26,21),-1.0607 # DEPENDENCYPART_ARC
(26,22),-2.93723 # DEPENDENCYPART_ARC
(26,23),-1.29521 # DEPENDENCYPART_ARC
(26,24),-2.53011 # DEPENDENCYPART_ARC
(26,25),-1.42624 # DEPENDENCYPART_ARC
(26,27),1.84229 # DEPENDENCYPART_ARC
(26,28),-1.24768 # DEPENDENCYPART_ARC
(27,1),-8.58918 # DEPENDENCYPART_ARC
(27,2),-8.24707 # DEPENDENCYPART_ARC
(27,3),-4.60652 # DEPENDENCYPART_ARC
(27,4),-2.20969 # DEPENDENCYPART_ARC
(27,5),-1.24134 # DEPENDENCYPART_ARC
(27,6),-4.98635 # DEPENDENCYPART_ARC
(27,7),-3.32171 # DEPENDENCYPART_ARC
(27,8),-3.20065 # DEPENDENCYPART_ARC
(27,9),-3.74114 # DEPENDENCYPART_ARC
(27,10),-3.6451 # DEPENDENCYPART_ARC
(27,11),-3.91594 # DEPENDENCYPART_ARC
(27,12),-4.92727 # DEPENDENCYPART_ARC
(27,13),-3.42354 # DEPENDENCYPART_ARC
(27,14),-3.02409 # DEPENDENCYPART_ARC
(27,15),-2.03315 # DEPENDENCYPART_ARC
(27,16),-2.78924 # DEPENDENCYPART_ARC
(27,17),-1.65879 # DEPENDENCYPART_ARC
(27,18),-0.907143 # DEPENDENCYPART_ARC
(27,19),-1.99515 # DEPENDENCYPART_ARC
(27,20),1.39469 # DEPENDENCYPART_ARC
(27,21),1.71282 # DEPENDENCYPART_ARC
(27,22),-0.54112 # DEPENDENCYPART_ARC
(27,23),1.33717 # DEPENDENCYPART_ARC
(27,24),-0.455078 # DEPENDENCYPART_ARC
(27,25),0.348769 # DEPENDENCYPART_ARC
(27,26),4.61844 # DEPENDENCYPART_ARC
(27,28),0.21649 # DEPENDENCYPART_ARC
(28,1),-2.82597 # DEPENDENCYPART_ARC
(28,2),-3.31427 # DEPENDENCYPART_ARC
(28,3),-2.45305 # DEPENDENCYPART_ARC
(28,4),-3.49353 # DEPENDENCYPART_ARC
(28,5),-3.40389 # DEPENDENCYPART_ARC
(28,6),-2.36278 # DEPENDENCYPART_ARC
(28,7),-2.85197 # DEPENDENCYPART_ARC
(28,8),-2.56453 # DEPENDENCYPART_ARC
(28,9),-2.22682 # DEPENDENCYPART_ARC
(28,10),-2.14742 # DEPENDENCYPART_ARC
(28,11),-2.14202 # DEPENDENCYPART_ARC
(28,12),-2.37937 # DEPENDENCYPART_ARC
(28,13),-1.17709 # DEPENDENCYPART_ARC
(28,14),-1.88087 # DEPENDENCYPART_ARC
(28,15),-2.04944 # DEPENDENCYPART_ARC
(28,16),-1.84668 # DEPENDENCYPART_ARC
(28,17),-1.59407 # DEPENDENCYPART_ARC
(28,18),-1.87977 # DEPENDENCYPART_ARC
(28,19),-1.5005 # DEPENDENCYPART_ARC
(28,20),-1.31148 # DEPENDENCYPART_ARC
(28,21),-1.39711 # DEPENDENCYPART_ARC
(28,22),-1.36122 # DEPENDENCYPART_ARC
(28,23),-1.3969 # DEPENDENCYPART_ARC
(28,24),-1.37217 # DEPENDENCYPART_ARC
(28,25),-0.8783 # DEPENDENCYPART_ARC
(28,26),-1.40188 # DEPENDENCYPART_ARC
(28,27),-1.31779 # DEPENDENCYPART_ARC
