# _root_ Many employers have already begun moving to southern countries such as Spain and Italy , where wages are low and unions are weaker ; demand for trained labor and managers will rise there , FMC says .
#goldHeads=2,3,36,3,3,5,6,9,7,11,9,11,12,13,9,18,18,9,18,18,22,20,22,3,31,25,28,26,28,29,3,31,32,3,36,0,36,
#predictedHeads=2,3,0,3,3,5,6,9,7,11,9,11,12,13,14,18,18,12,18,18,22,20,22,22,31,25,28,26,28,29,22,31,32,36,36,32,3,
(14,1),-2.74204 # DEPENDENCYPART_ARC
(14,2),-3.56441 # DEPENDENCYPART_ARC
(14,3),-3.51097 # DEPENDENCYPART_ARC
(14,4),-2.25546 # DEPENDENCYPART_ARC
(14,5),-2.17216 # DEPENDENCYPART_ARC
(14,6),-2.25364 # DEPENDENCYPART_ARC
(14,7),-2.88775 # DEPENDENCYPART_ARC
(14,8),-0.974135 # DEPENDENCYPART_ARC
(14,9),-1.69464 # DEPENDENCYPART_ARC
(14,10),-0.918912 # DEPENDENCYPART_ARC
(14,11),-1.4225 # DEPENDENCYPART_ARC
(14,12),0.117397 # DEPENDENCYPART_ARC
(14,13),-0.18195 # DEPENDENCYPART_ARC
(14,15),2.6822 # DEPENDENCYPART_ARC
(14,16),0.227771 # DEPENDENCYPART_ARC
(14,17),0.559249 # DEPENDENCYPART_ARC
(14,18),1.7715 # DEPENDENCYPART_ARC
(14,19),0.688469 # DEPENDENCYPART_ARC
(14,20),0.689965 # DEPENDENCYPART_ARC
(14,21),-0.327882 # DEPENDENCYPART_ARC
(14,22),1.54338 # DEPENDENCYPART_ARC
(14,23),-0.407181 # DEPENDENCYPART_ARC
(14,24),0.85564 # DEPENDENCYPART_ARC
(14,25),-1.10976 # DEPENDENCYPART_ARC
(14,26),-0.795451 # DEPENDENCYPART_ARC
(14,27),-0.289774 # DEPENDENCYPART_ARC
(14,28),-2.51888 # DEPENDENCYPART_ARC
(14,29),-1.05229 # DEPENDENCYPART_ARC
(14,30),-1.39818 # DEPENDENCYPART_ARC
(14,31),-0.107582 # DEPENDENCYPART_ARC
(14,32),-1.57096 # DEPENDENCYPART_ARC
(14,33),-1.28128 # DEPENDENCYPART_ARC
(14,34),-1.12024 # DEPENDENCYPART_ARC
(14,35),-1.97083 # DEPENDENCYPART_ARC
(14,36),-0.197507 # DEPENDENCYPART_ARC
(14,37),1.71099 # DEPENDENCYPART_ARC
(15,1),-2.40765 # DEPENDENCYPART_ARC
(15,2),-2.27324 # DEPENDENCYPART_ARC
(15,3),-2.32376 # DEPENDENCYPART_ARC
(15,4),-2.50831 # DEPENDENCYPART_ARC
(15,5),-1.38647 # DEPENDENCYPART_ARC
(15,6),-1.44474 # DEPENDENCYPART_ARC
(15,7),-1.12341 # DEPENDENCYPART_ARC
(15,8),-1.57616 # DEPENDENCYPART_ARC
(15,9),-1.56435 # DEPENDENCYPART_ARC
(15,10),-1.44939 # DEPENDENCYPART_ARC
(15,11),-1.14644 # DEPENDENCYPART_ARC
(15,12),-1.21688 # DEPENDENCYPART_ARC
(15,13),-0.944041 # DEPENDENCYPART_ARC
(15,14),-0.721039 # DEPENDENCYPART_ARC
(15,16),0.0901127 # DEPENDENCYPART_ARC
(15,17),-0.0255539 # DEPENDENCYPART_ARC
(15,18),-0.215812 # DEPENDENCYPART_ARC
(15,19),-0.682782 # DEPENDENCYPART_ARC
(15,20),-0.710571 # DEPENDENCYPART_ARC
(15,21),-1.19695 # DEPENDENCYPART_ARC
(15,22),-0.938045 # DEPENDENCYPART_ARC
(15,23),-1.18214 # DEPENDENCYPART_ARC
(15,24),-0.321021 # DEPENDENCYPART_ARC
(15,25),-1.78166 # DEPENDENCYPART_ARC
(15,26),-1.11943 # DEPENDENCYPART_ARC
(15,27),-1.47444 # DEPENDENCYPART_ARC
(15,28),-1.97159 # DEPENDENCYPART_ARC
(15,29),-1.49597 # DEPENDENCYPART_ARC
(15,30),-2.13455 # DEPENDENCYPART_ARC
(15,31),-1.6552 # DEPENDENCYPART_ARC
(15,32),-1.7208 # DEPENDENCYPART_ARC
(15,33),-2.15775 # DEPENDENCYPART_ARC
(15,34),0.0335594 # DEPENDENCYPART_ARC
(15,35),-2.5046 # DEPENDENCYPART_ARC
(15,36),-1.9407 # DEPENDENCYPART_ARC
(15,37),-1.66169 # DEPENDENCYPART_ARC
(16,1),-2.44204 # DEPENDENCYPART_ARC
(16,2),-2.61102 # DEPENDENCYPART_ARC
(16,3),-2.26126 # DEPENDENCYPART_ARC
(16,4),-1.63359 # DEPENDENCYPART_ARC
(16,5),-1.91779 # DEPENDENCYPART_ARC
(16,6),-1.77183 # DEPENDENCYPART_ARC
(16,7),-1.80766 # DEPENDENCYPART_ARC
(16,8),-1.63862 # DEPENDENCYPART_ARC
(16,9),-1.76929 # DEPENDENCYPART_ARC
(16,10),-1.35264 # DEPENDENCYPART_ARC
(16,11),-0.404605 # DEPENDENCYPART_ARC
(16,12),-0.948 # DEPENDENCYPART_ARC
(16,13),-0.990409 # DEPENDENCYPART_ARC
(16,14),-0.551938 # DEPENDENCYPART_ARC
(16,15),0.835557 # DEPENDENCYPART_ARC
(16,17),0.342111 # DEPENDENCYPART_ARC
(16,18),0.0241572 # DEPENDENCYPART_ARC
(16,19),-0.697451 # DEPENDENCYPART_ARC
(16,20),-0.00713839 # DEPENDENCYPART_ARC
(16,21),-1.26913 # DEPENDENCYPART_ARC
(16,22),-1.24072 # DEPENDENCYPART_ARC
(16,23),-1.47911 # DEPENDENCYPART_ARC
(16,24),-0.680158 # DEPENDENCYPART_ARC
(16,25),-1.17404 # DEPENDENCYPART_ARC
(16,26),-1.20809 # DEPENDENCYPART_ARC
(16,27),-1.68273 # DEPENDENCYPART_ARC
(16,28),-1.41478 # DEPENDENCYPART_ARC
(16,29),-0.999442 # DEPENDENCYPART_ARC
(16,30),-2.44884 # DEPENDENCYPART_ARC
(16,31),-2.22122 # DEPENDENCYPART_ARC
(16,32),-1.75588 # DEPENDENCYPART_ARC
(16,33),-2.22449 # DEPENDENCYPART_ARC
(16,34),-2.01703 # DEPENDENCYPART_ARC
(16,35),-2.9854 # DEPENDENCYPART_ARC
(16,36),-2.78465 # DEPENDENCYPART_ARC
(16,37),-0.907144 # DEPENDENCYPART_ARC
(17,1),-1.97413 # DEPENDENCYPART_ARC
(17,2),-4.02579 # DEPENDENCYPART_ARC
(17,3),-3.16686 # DEPENDENCYPART_ARC
(17,4),-3.32574 # DEPENDENCYPART_ARC
(17,5),-2.04788 # DEPENDENCYPART_ARC
(17,6),-2.04722 # DEPENDENCYPART_ARC
(17,7),-2.17265 # DEPENDENCYPART_ARC
(17,8),-0.918213 # DEPENDENCYPART_ARC
(17,9),-2.40425 # DEPENDENCYPART_ARC
(17,10),-1.41976 # DEPENDENCYPART_ARC
(17,11),-1.48896 # DEPENDENCYPART_ARC
(17,12),-0.590756 # DEPENDENCYPART_ARC
(17,13),-1.12077 # DEPENDENCYPART_ARC
(17,14),0.143536 # DEPENDENCYPART_ARC
(17,15),0.223511 # DEPENDENCYPART_ARC
(17,16),0.728068 # DEPENDENCYPART_ARC
(17,18),0.352545 # DEPENDENCYPART_ARC
(17,19),0.11966 # DEPENDENCYPART_ARC
(17,20),0.860623 # DEPENDENCYPART_ARC
(17,21),-0.421413 # DEPENDENCYPART_ARC
(17,22),-1.1665 # DEPENDENCYPART_ARC
(17,23),-0.577503 # DEPENDENCYPART_ARC
(17,24),-0.273181 # DEPENDENCYPART_ARC
(17,25),-0.788096 # DEPENDENCYPART_ARC
(17,26),0.155633 # DEPENDENCYPART_ARC
(17,27),-0.705758 # DEPENDENCYPART_ARC
(17,28),-1.14059 # DEPENDENCYPART_ARC
(17,29),-0.443496 # DEPENDENCYPART_ARC
(17,30),-1.68622 # DEPENDENCYPART_ARC
(17,31),-1.34782 # DEPENDENCYPART_ARC
(17,32),-1.2611 # DEPENDENCYPART_ARC
(17,33),-0.690425 # DEPENDENCYPART_ARC
(17,34),-1.8148 # DEPENDENCYPART_ARC
(17,35),-1.55206 # DEPENDENCYPART_ARC
(17,36),-1.32303 # DEPENDENCYPART_ARC
(17,37),0.462568 # DEPENDENCYPART_ARC
(18,1),-0.377275 # DEPENDENCYPART_ARC
(18,2),0.851123 # DEPENDENCYPART_ARC
(18,3),-1.62572 # DEPENDENCYPART_ARC
(18,4),0.466785 # DEPENDENCYPART_ARC
(18,5),-0.0882172 # DEPENDENCYPART_ARC
(18,6),0.211882 # DEPENDENCYPART_ARC
(18,7),-0.0458978 # DEPENDENCYPART_ARC
(18,8),-0.0596961 # DEPENDENCYPART_ARC
(18,9),0.286243 # DEPENDENCYPART_ARC
(18,10),0.140029 # DEPENDENCYPART_ARC
(18,11),-0.295858 # DEPENDENCYPART_ARC
(18,12),0.849466 # DEPENDENCYPART_ARC
(18,13),-0.71082 # DEPENDENCYPART_ARC
(18,14),0.0192857 # DEPENDENCYPART_ARC
(18,15),0.951451 # DEPENDENCYPART_ARC
(18,16),3.03471 # DEPENDENCYPART_ARC
(18,17),3.44403 # DEPENDENCYPART_ARC
(18,19),3.30418 # DEPENDENCYPART_ARC
(18,20),2.77508 # DEPENDENCYPART_ARC
(18,21),1.41888 # DEPENDENCYPART_ARC
(18,22),1.07837 # DEPENDENCYPART_ARC
(18,23),0.355504 # DEPENDENCYPART_ARC
(18,24),1.83057 # DEPENDENCYPART_ARC
(18,25),0.135964 # DEPENDENCYPART_ARC
(18,26),0.738849 # DEPENDENCYPART_ARC
(18,27),0.0471371 # DEPENDENCYPART_ARC
(18,28),-0.840174 # DEPENDENCYPART_ARC
(18,29),0.841982 # DEPENDENCYPART_ARC
(18,30),-0.657112 # DEPENDENCYPART_ARC
(18,31),1.08155 # DEPENDENCYPART_ARC
(18,32),-0.673683 # DEPENDENCYPART_ARC
(18,33),0.100367 # DEPENDENCYPART_ARC
(18,34),0.0906999 # DEPENDENCYPART_ARC
(18,35),-1.72342 # DEPENDENCYPART_ARC
(18,36),-0.301435 # DEPENDENCYPART_ARC
(18,37),6.03544 # DEPENDENCYPART_ARC
(19,1),-1.98895 # DEPENDENCYPART_ARC
(19,2),-2.2493 # DEPENDENCYPART_ARC
(19,3),-2.50551 # DEPENDENCYPART_ARC
(19,4),-1.95109 # DEPENDENCYPART_ARC
(19,5),-1.87989 # DEPENDENCYPART_ARC
(19,6),-1.84091 # DEPENDENCYPART_ARC
(19,7),-0.664843 # DEPENDENCYPART_ARC
(19,8),-1.11049 # DEPENDENCYPART_ARC
(19,9),-1.36195 # DEPENDENCYPART_ARC
(19,10),-0.896843 # DEPENDENCYPART_ARC
(19,11),-0.648165 # DEPENDENCYPART_ARC
(19,12),-0.378656 # DEPENDENCYPART_ARC
(19,13),-1.13891 # DEPENDENCYPART_ARC
(19,14),-0.192183 # DEPENDENCYPART_ARC
(19,15),-0.231896 # DEPENDENCYPART_ARC
(19,16),0.877626 # DEPENDENCYPART_ARC
(19,17),0.44243 # DEPENDENCYPART_ARC
(19,18),0.204331 # DEPENDENCYPART_ARC
(19,20),1.67665 # DEPENDENCYPART_ARC
(19,21),0.838823 # DEPENDENCYPART_ARC
(19,22),0.802826 # DEPENDENCYPART_ARC
(19,23),0.211593 # DEPENDENCYPART_ARC
(19,24),0.274839 # DEPENDENCYPART_ARC
(19,25),-0.343091 # DEPENDENCYPART_ARC
(19,26),-0.414892 # DEPENDENCYPART_ARC
(19,27),0.0702716 # DEPENDENCYPART_ARC
(19,28),-0.486674 # DEPENDENCYPART_ARC
(19,29),-0.793255 # DEPENDENCYPART_ARC
(19,30),-1.14266 # DEPENDENCYPART_ARC
(19,31),-0.190978 # DEPENDENCYPART_ARC
(19,32),-1.287 # DEPENDENCYPART_ARC
(19,33),-1.50434 # DEPENDENCYPART_ARC
(19,34),-0.387591 # DEPENDENCYPART_ARC
(19,35),-1.69848 # DEPENDENCYPART_ARC
(19,36),-0.804413 # DEPENDENCYPART_ARC
(19,37),0.0385451 # DEPENDENCYPART_ARC
(20,1),-2.74248 # DEPENDENCYPART_ARC
(20,2),-2.27888 # DEPENDENCYPART_ARC
(20,3),-2.13695 # DEPENDENCYPART_ARC
(20,4),-2.76743 # DEPENDENCYPART_ARC
(20,5),-2.21138 # DEPENDENCYPART_ARC
(20,6),-1.27252 # DEPENDENCYPART_ARC
(20,7),-1.82821 # DEPENDENCYPART_ARC
(20,8),-2.01793 # DEPENDENCYPART_ARC
(20,9),-1.66166 # DEPENDENCYPART_ARC
(20,10),-1.68308 # DEPENDENCYPART_ARC
(20,11),-1.25769 # DEPENDENCYPART_ARC
(20,12),-0.62681 # DEPENDENCYPART_ARC
(20,13),-1.58714 # DEPENDENCYPART_ARC
(20,14),0.0460537 # DEPENDENCYPART_ARC
(20,15),-1.28668 # DEPENDENCYPART_ARC
(20,16),-0.026086 # DEPENDENCYPART_ARC
(20,17),-0.355152 # DEPENDENCYPART_ARC
(20,18),-0.549984 # DEPENDENCYPART_ARC
(20,19),-0.00246984 # DEPENDENCYPART_ARC
(20,21),2.82891 # DEPENDENCYPART_ARC
(20,22),2.84243 # DEPENDENCYPART_ARC
(20,23),0.251357 # DEPENDENCYPART_ARC
(20,24),0.2953 # DEPENDENCYPART_ARC
(20,25),-0.344522 # DEPENDENCYPART_ARC
(20,26),-0.733149 # DEPENDENCYPART_ARC
(20,27),0.231256 # DEPENDENCYPART_ARC
(20,28),-1.99166 # DEPENDENCYPART_ARC
(20,29),-0.0551834 # DEPENDENCYPART_ARC
(20,30),-2.133 # DEPENDENCYPART_ARC
(20,31),-0.255161 # DEPENDENCYPART_ARC
(20,32),-1.09689 # DEPENDENCYPART_ARC
(20,33),-1.58725 # DEPENDENCYPART_ARC
(20,34),-0.571231 # DEPENDENCYPART_ARC
(20,35),-3.54761 # DEPENDENCYPART_ARC
(20,36),-1.36389 # DEPENDENCYPART_ARC
(20,37),-0.826025 # DEPENDENCYPART_ARC
(21,1),-3.0953 # DEPENDENCYPART_ARC
(21,2),-5.2526 # DEPENDENCYPART_ARC
(21,3),-3.95344 # DEPENDENCYPART_ARC
(21,4),-4.50787 # DEPENDENCYPART_ARC
(21,5),-2.76225 # DEPENDENCYPART_ARC
(21,6),-2.80514 # DEPENDENCYPART_ARC
(21,7),-3.21892 # DEPENDENCYPART_ARC
(21,8),-2.47314 # DEPENDENCYPART_ARC
(21,9),-3.94558 # DEPENDENCYPART_ARC
(21,10),-2.98719 # DEPENDENCYPART_ARC
(21,11),-2.49382 # DEPENDENCYPART_ARC
(21,12),-2.74506 # DEPENDENCYPART_ARC
(21,13),-2.34648 # DEPENDENCYPART_ARC
(21,14),-2.35431 # DEPENDENCYPART_ARC
(21,15),-2.19599 # DEPENDENCYPART_ARC
(21,16),-0.983012 # DEPENDENCYPART_ARC
(21,17),-1.23334 # DEPENDENCYPART_ARC
(21,18),-1.52364 # DEPENDENCYPART_ARC
(21,19),0.977625 # DEPENDENCYPART_ARC
(21,20),0.115251 # DEPENDENCYPART_ARC
(21,22),0.665305 # DEPENDENCYPART_ARC
(21,23),0.248152 # DEPENDENCYPART_ARC
(21,24),0.617011 # DEPENDENCYPART_ARC
(21,25),0.110001 # DEPENDENCYPART_ARC
(21,26),0.609884 # DEPENDENCYPART_ARC
(21,27),-0.493321 # DEPENDENCYPART_ARC
(21,28),-0.484783 # DEPENDENCYPART_ARC
(21,29),0.478449 # DEPENDENCYPART_ARC
(21,30),-0.737978 # DEPENDENCYPART_ARC
(21,31),-0.992038 # DEPENDENCYPART_ARC
(21,32),-0.879729 # DEPENDENCYPART_ARC
(21,33),-0.370957 # DEPENDENCYPART_ARC
(21,34),-1.1874 # DEPENDENCYPART_ARC
(21,35),-1.12971 # DEPENDENCYPART_ARC
(21,36),-0.812287 # DEPENDENCYPART_ARC
(21,37),0.505071 # DEPENDENCYPART_ARC
(22,1),-0.652777 # DEPENDENCYPART_ARC
(22,2),0.79805 # DEPENDENCYPART_ARC
(22,3),-1.75817 # DEPENDENCYPART_ARC
(22,4),0.611696 # DEPENDENCYPART_ARC
(22,5),0.0233245 # DEPENDENCYPART_ARC
(22,6),0.121828 # DEPENDENCYPART_ARC
(22,7),0.0527217 # DEPENDENCYPART_ARC
(22,8),0.0153651 # DEPENDENCYPART_ARC
(22,9),-0.0573744 # DEPENDENCYPART_ARC
(22,10),0.237675 # DEPENDENCYPART_ARC
(22,11),-0.408216 # DEPENDENCYPART_ARC
(22,12),0.955365 # DEPENDENCYPART_ARC
(22,13),-0.362318 # DEPENDENCYPART_ARC
(22,14),0.0833539 # DEPENDENCYPART_ARC
(22,15),-0.273205 # DEPENDENCYPART_ARC
(22,16),2.21683 # DEPENDENCYPART_ARC
(22,17),2.45818 # DEPENDENCYPART_ARC
(22,18),0.092059 # DEPENDENCYPART_ARC
(22,19),1.33891 # DEPENDENCYPART_ARC
(22,20),1.10354 # DEPENDENCYPART_ARC
(22,21),3.47428 # DEPENDENCYPART_ARC
(22,23),2.11487 # DEPENDENCYPART_ARC
(22,24),2.59741 # DEPENDENCYPART_ARC
(22,25),1.50545 # DEPENDENCYPART_ARC
(22,26),0.964203 # DEPENDENCYPART_ARC
(22,27),1.0166 # DEPENDENCYPART_ARC
(22,28),-0.296896 # DEPENDENCYPART_ARC
(22,29),1.86734 # DEPENDENCYPART_ARC
(22,30),-0.0683144 # DEPENDENCYPART_ARC
(22,31),1.60553 # DEPENDENCYPART_ARC
(22,32),-0.245632 # DEPENDENCYPART_ARC
(22,33),0.509617 # DEPENDENCYPART_ARC
(22,34),0.403973 # DEPENDENCYPART_ARC
(22,35),-1.2575 # DEPENDENCYPART_ARC
(22,36),0.134309 # DEPENDENCYPART_ARC
(22,37),5.04909 # DEPENDENCYPART_ARC
(23,1),-2.33124 # DEPENDENCYPART_ARC
(23,2),-2.85581 # DEPENDENCYPART_ARC
(23,3),-2.75337 # DEPENDENCYPART_ARC
(23,4),-2.21249 # DEPENDENCYPART_ARC
(23,5),-2.23083 # DEPENDENCYPART_ARC
(23,6),-2.35045 # DEPENDENCYPART_ARC
(23,7),-2.11324 # DEPENDENCYPART_ARC
(23,8),-1.6067 # DEPENDENCYPART_ARC
(23,9),-1.94928 # DEPENDENCYPART_ARC
(23,10),-1.34524 # DEPENDENCYPART_ARC
(23,11),-1.39031 # DEPENDENCYPART_ARC
(23,12),-1.72014 # DEPENDENCYPART_ARC
(23,13),-1.29529 # DEPENDENCYPART_ARC
(23,14),-1.34209 # DEPENDENCYPART_ARC
(23,15),-0.914258 # DEPENDENCYPART_ARC
(23,16),-0.145059 # DEPENDENCYPART_ARC
(23,17),-0.858274 # DEPENDENCYPART_ARC
(23,18),-1.21576 # DEPENDENCYPART_ARC
(23,19),0.0414707 # DEPENDENCYPART_ARC
(23,20),-0.0978082 # DEPENDENCYPART_ARC
(23,21),0.288553 # DEPENDENCYPART_ARC
(23,22),0.382886 # DEPENDENCYPART_ARC
(23,24),1.29313 # DEPENDENCYPART_ARC
(23,25),0.330229 # DEPENDENCYPART_ARC
(23,26),0.380273 # DEPENDENCYPART_ARC
(23,27),-0.0871212 # DEPENDENCYPART_ARC
(23,28),-0.379229 # DEPENDENCYPART_ARC
(23,29),0.718736 # DEPENDENCYPART_ARC
(23,30),-1.31888 # DEPENDENCYPART_ARC
(23,31),-0.835695 # DEPENDENCYPART_ARC
(23,32),-0.710227 # DEPENDENCYPART_ARC
(23,33),-0.738587 # DEPENDENCYPART_ARC
(23,34),-0.20337 # DEPENDENCYPART_ARC
(23,35),-1.32384 # DEPENDENCYPART_ARC
(23,36),-0.788246 # DEPENDENCYPART_ARC
(23,37),0.308956 # DEPENDENCYPART_ARC
(24,1),-3.51424 # DEPENDENCYPART_ARC
(24,2),-3.87563 # DEPENDENCYPART_ARC
(24,3),-3.05866 # DEPENDENCYPART_ARC
(24,4),-3.2725 # DEPENDENCYPART_ARC
(24,5),-2.93854 # DEPENDENCYPART_ARC
(24,6),-2.74389 # DEPENDENCYPART_ARC
(24,7),-2.62161 # DEPENDENCYPART_ARC
(24,8),-2.686 # DEPENDENCYPART_ARC
(24,9),-3.1057 # DEPENDENCYPART_ARC
(24,10),-2.50376 # DEPENDENCYPART_ARC
(24,11),-1.84872 # DEPENDENCYPART_ARC
(24,12),-2.04182 # DEPENDENCYPART_ARC
(24,13),-2.08782 # DEPENDENCYPART_ARC
(24,14),-1.84671 # DEPENDENCYPART_ARC
(24,15),-1.41602 # DEPENDENCYPART_ARC
(24,16),-1.11385 # DEPENDENCYPART_ARC
(24,17),-2.21604 # DEPENDENCYPART_ARC
(24,18),-1.67759 # DEPENDENCYPART_ARC
(24,19),-1.4506 # DEPENDENCYPART_ARC
(24,20),-1.38978 # DEPENDENCYPART_ARC
(24,21),-1.46652 # DEPENDENCYPART_ARC
(24,22),-1.17894 # DEPENDENCYPART_ARC
(24,23),0.0152419 # DEPENDENCYPART_ARC
(24,25),-0.458091 # DEPENDENCYPART_ARC
(24,26),-1.36572 # DEPENDENCYPART_ARC
(24,27),-0.961795 # DEPENDENCYPART_ARC
(24,28),-1.45725 # DEPENDENCYPART_ARC
(24,29),-1.56417 # DEPENDENCYPART_ARC
(24,30),-2.09989 # DEPENDENCYPART_ARC
(24,31),-1.53976 # DEPENDENCYPART_ARC
(24,32),-2.03463 # DEPENDENCYPART_ARC
(24,33),-2.00233 # DEPENDENCYPART_ARC
(24,34),-1.47874 # DEPENDENCYPART_ARC
(24,35),-2.61943 # DEPENDENCYPART_ARC
(24,36),-2.1477 # DEPENDENCYPART_ARC
(24,37),-1.45292 # DEPENDENCYPART_ARC
(25,1),-3.94824 # DEPENDENCYPART_ARC
(25,2),-4.20191 # DEPENDENCYPART_ARC
(25,3),-3.49193 # DEPENDENCYPART_ARC
(25,4),-5.33742 # DEPENDENCYPART_ARC
(25,5),-2.44011 # DEPENDENCYPART_ARC
(25,6),-1.58078 # DEPENDENCYPART_ARC
(25,7),-3.93255 # DEPENDENCYPART_ARC
(25,8),-1.84604 # DEPENDENCYPART_ARC
(25,9),-2.83153 # DEPENDENCYPART_ARC
(25,10),-1.8505 # DEPENDENCYPART_ARC
(25,11),-2.57958 # DEPENDENCYPART_ARC
(25,12),-2.61767 # DEPENDENCYPART_ARC
(25,13),-2.44974 # DEPENDENCYPART_ARC
(25,14),-2.87537 # DEPENDENCYPART_ARC
(25,15),-1.99918 # DEPENDENCYPART_ARC
(25,16),-0.792127 # DEPENDENCYPART_ARC
(25,17),-1.19162 # DEPENDENCYPART_ARC
(25,18),-1.67704 # DEPENDENCYPART_ARC
(25,19),0.413428 # DEPENDENCYPART_ARC
(25,20),-1.25174 # DEPENDENCYPART_ARC
(25,21),0.0977915 # DEPENDENCYPART_ARC
(25,22),-0.559377 # DEPENDENCYPART_ARC
(25,23),1.981 # DEPENDENCYPART_ARC
(25,24),0.7373 # DEPENDENCYPART_ARC
(25,26),4.21447 # DEPENDENCYPART_ARC
(25,27),1.53055 # DEPENDENCYPART_ARC
(25,28),1.21364 # DEPENDENCYPART_ARC
(25,29),2.32372 # DEPENDENCYPART_ARC
(25,30),0.378708 # DEPENDENCYPART_ARC
(25,31),0.994878 # DEPENDENCYPART_ARC
(25,32),0.214325 # DEPENDENCYPART_ARC
(25,33),0.293807 # DEPENDENCYPART_ARC
(25,34),0.599218 # DEPENDENCYPART_ARC
(25,35),-0.546037 # DEPENDENCYPART_ARC
(25,36),0.294571 # DEPENDENCYPART_ARC
(25,37),1.49909 # DEPENDENCYPART_ARC
(26,1),-2.84943 # DEPENDENCYPART_ARC
(26,2),-3.13298 # DEPENDENCYPART_ARC
(26,3),-3.1569 # DEPENDENCYPART_ARC
(26,4),-2.69238 # DEPENDENCYPART_ARC
(26,5),-2.60234 # DEPENDENCYPART_ARC
(26,6),-3.15816 # DEPENDENCYPART_ARC
(26,7),-2.10545 # DEPENDENCYPART_ARC
(26,8),-2.14846 # DEPENDENCYPART_ARC
(26,9),-2.37319 # DEPENDENCYPART_ARC
(26,10),-1.13994 # DEPENDENCYPART_ARC
(26,11),-1.72847 # DEPENDENCYPART_ARC
(26,12),-2.23307 # DEPENDENCYPART_ARC
(26,13),-2.32343 # DEPENDENCYPART_ARC
(26,14),-2.25622 # DEPENDENCYPART_ARC
(26,15),-1.59899 # DEPENDENCYPART_ARC
(26,16),-0.122381 # DEPENDENCYPART_ARC
(26,17),-1.28692 # DEPENDENCYPART_ARC
(26,18),-1.47746 # DEPENDENCYPART_ARC
(26,19),-1.10905 # DEPENDENCYPART_ARC
(26,20),-1.23089 # DEPENDENCYPART_ARC
(26,21),-1.22187 # DEPENDENCYPART_ARC
(26,22),-1.08862 # DEPENDENCYPART_ARC
(26,23),-0.0816919 # DEPENDENCYPART_ARC
(26,24),0.24637 # DEPENDENCYPART_ARC
(26,25),0.289971 # DEPENDENCYPART_ARC
(26,27),1.33215 # DEPENDENCYPART_ARC
(26,28),3.14299 # DEPENDENCYPART_ARC
(26,29),0.639303 # DEPENDENCYPART_ARC
(26,30),2.04081 # DEPENDENCYPART_ARC
(26,31),0.156772 # DEPENDENCYPART_ARC
(26,32),0.0833763 # DEPENDENCYPART_ARC
(26,33),0.247571 # DEPENDENCYPART_ARC
(26,34),0.439332 # DEPENDENCYPART_ARC
(26,35),-1.44591 # DEPENDENCYPART_ARC
(26,36),-2.06627 # DEPENDENCYPART_ARC
(26,37),0.674009 # DEPENDENCYPART_ARC
(27,1),-3.02231 # DEPENDENCYPART_ARC
(27,2),-2.63062 # DEPENDENCYPART_ARC
(27,3),-3.20951 # DEPENDENCYPART_ARC
(27,4),-3.22525 # DEPENDENCYPART_ARC
(27,5),-2.94775 # DEPENDENCYPART_ARC
(27,6),-2.10001 # DEPENDENCYPART_ARC
(27,7),-3.139 # DEPENDENCYPART_ARC
(27,8),-2.22017 # DEPENDENCYPART_ARC
(27,9),-1.80715 # DEPENDENCYPART_ARC
(27,10),-1.99567 # DEPENDENCYPART_ARC
(27,11),-2.42686 # DEPENDENCYPART_ARC
(27,12),-1.57694 # DEPENDENCYPART_ARC
(27,13),-2.6313 # DEPENDENCYPART_ARC
(27,14),-1.65979 # DEPENDENCYPART_ARC
(27,15),-1.31927 # DEPENDENCYPART_ARC
(27,16),0.897442 # DEPENDENCYPART_ARC
(27,17),-1.22806 # DEPENDENCYPART_ARC
(27,18),-1.53714 # DEPENDENCYPART_ARC
(27,19),-1.24762 # DEPENDENCYPART_ARC
(27,20),-1.98397 # DEPENDENCYPART_ARC
(27,21),-0.867955 # DEPENDENCYPART_ARC
(27,22),-1.20934 # DEPENDENCYPART_ARC
(27,23),-0.677539 # DEPENDENCYPART_ARC
(27,24),-0.286078 # DEPENDENCYPART_ARC
(27,25),-0.550882 # DEPENDENCYPART_ARC
(27,26),0.462945 # DEPENDENCYPART_ARC
(27,28),1.42317 # DEPENDENCYPART_ARC
(27,29),0.879969 # DEPENDENCYPART_ARC
(27,30),0.577107 # DEPENDENCYPART_ARC
(27,31),-0.0374316 # DEPENDENCYPART_ARC
(27,32),-0.110345 # DEPENDENCYPART_ARC
(27,33),-0.0925205 # DEPENDENCYPART_ARC
(27,34),-0.145615 # DEPENDENCYPART_ARC
(27,35),-0.955186 # DEPENDENCYPART_ARC
(27,36),-1.06961 # DEPENDENCYPART_ARC
(27,37),0.77475 # DEPENDENCYPART_ARC
(28,1),-4.11212 # DEPENDENCYPART_ARC
(28,2),-3.9691 # DEPENDENCYPART_ARC
(28,3),-3.16478 # DEPENDENCYPART_ARC
(28,4),-5.68212 # DEPENDENCYPART_ARC
(28,5),-3.01574 # DEPENDENCYPART_ARC
(28,6),-2.10177 # DEPENDENCYPART_ARC
(28,7),-4.10906 # DEPENDENCYPART_ARC
(28,8),-2.04415 # DEPENDENCYPART_ARC
(28,9),-2.75513 # DEPENDENCYPART_ARC
(28,10),-2.08518 # DEPENDENCYPART_ARC
