# _root_ That debt would be paid off as the assets are sold , leaving the total spending for the bailout at $ 50 billion , or $ 166 billion including interest over 10 years .
#goldHeads=2,3,0,3,4,5,5,9,10,7,10,5,5,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
#predictedHeads=2,3,0,3,4,5,5,9,10,7,10,11,11,16,16,13,16,19,17,13,20,21,21,21,21,25,26,26,26,29,30,33,31,3,
(15,11),-1.1488 # DEPENDENCYPART_ARC
(15,12),-0.372318 # DEPENDENCYPART_ARC
(15,13),-0.226209 # DEPENDENCYPART_ARC
(15,14),2.02363 # DEPENDENCYPART_ARC
(15,16),1.00025 # DEPENDENCYPART_ARC
(15,17),0.173063 # DEPENDENCYPART_ARC
(15,18),-1.04029 # DEPENDENCYPART_ARC
(15,19),-0.648369 # DEPENDENCYPART_ARC
(15,20),-0.685356 # DEPENDENCYPART_ARC
(15,21),-1.35701 # DEPENDENCYPART_ARC
(15,22),-1.71125 # DEPENDENCYPART_ARC
(15,23),-1.69409 # DEPENDENCYPART_ARC
(15,24),-0.812702 # DEPENDENCYPART_ARC
(15,25),-1.00258 # DEPENDENCYPART_ARC
(15,26),-1.82605 # DEPENDENCYPART_ARC
(15,27),-2.19571 # DEPENDENCYPART_ARC
(15,28),-1.9502 # DEPENDENCYPART_ARC
(15,29),-1.2447 # DEPENDENCYPART_ARC
(15,30),-2.14952 # DEPENDENCYPART_ARC
(15,31),-1.11965 # DEPENDENCYPART_ARC
(15,32),-2.17104 # DEPENDENCYPART_ARC
(15,33),-2.60936 # DEPENDENCYPART_ARC
(15,34),0.231993 # DEPENDENCYPART_ARC
(16,1),-4.45677 # DEPENDENCYPART_ARC
(16,2),-4.07974 # DEPENDENCYPART_ARC
(16,3),-2.25893 # DEPENDENCYPART_ARC
(16,4),-1.86136 # DEPENDENCYPART_ARC
(16,5),-1.59119 # DEPENDENCYPART_ARC
(16,6),-1.32006 # DEPENDENCYPART_ARC
(16,7),-0.805618 # DEPENDENCYPART_ARC
(16,8),0.181654 # DEPENDENCYPART_ARC
(16,9),-0.337596 # DEPENDENCYPART_ARC
(16,10),-1.21108 # DEPENDENCYPART_ARC
(16,11),0.348862 # DEPENDENCYPART_ARC
(16,12),-0.280668 # DEPENDENCYPART_ARC
(16,13),0.172452 # DEPENDENCYPART_ARC
(16,14),4.67199 # DEPENDENCYPART_ARC
(16,15),4.64074 # DEPENDENCYPART_ARC
(16,17),3.20162 # DEPENDENCYPART_ARC
(16,18),0.381903 # DEPENDENCYPART_ARC
(16,19),1.00713 # DEPENDENCYPART_ARC
(16,20),1.12076 # DEPENDENCYPART_ARC
(16,21),-0.287542 # DEPENDENCYPART_ARC
(16,22),0.463607 # DEPENDENCYPART_ARC
(16,23),-0.094965 # DEPENDENCYPART_ARC
(16,24),1.08408 # DEPENDENCYPART_ARC
(16,25),0.656428 # DEPENDENCYPART_ARC
(16,26),-0.646315 # DEPENDENCYPART_ARC
(16,27),-0.201923 # DEPENDENCYPART_ARC
(16,28),-0.946194 # DEPENDENCYPART_ARC
(16,29),1.42708 # DEPENDENCYPART_ARC
(16,30),-0.720266 # DEPENDENCYPART_ARC
(16,31),1.03028 # DEPENDENCYPART_ARC
(16,32),-1.34363 # DEPENDENCYPART_ARC
(16,33),-1.2441 # DEPENDENCYPART_ARC
(16,34),0.918742 # DEPENDENCYPART_ARC
(17,1),-1.32643 # DEPENDENCYPART_ARC
(17,2),-2.83893 # DEPENDENCYPART_ARC
(17,3),-2.40841 # DEPENDENCYPART_ARC
(17,4),-1.75017 # DEPENDENCYPART_ARC
(17,5),-1.37856 # DEPENDENCYPART_ARC
(17,6),-1.57754 # DEPENDENCYPART_ARC
(17,7),-0.810043 # DEPENDENCYPART_ARC
(17,8),-0.601916 # DEPENDENCYPART_ARC
(17,9),-1.17064 # DEPENDENCYPART_ARC
(17,10),-1.09503 # DEPENDENCYPART_ARC
(17,11),-0.679119 # DEPENDENCYPART_ARC
(17,12),-0.46402 # DEPENDENCYPART_ARC
(17,13),-0.915381 # DEPENDENCYPART_ARC
(17,14),0.691853 # DEPENDENCYPART_ARC
(17,15),-0.277774 # DEPENDENCYPART_ARC
(17,16),-0.133482 # DEPENDENCYPART_ARC
(17,18),0.528628 # DEPENDENCYPART_ARC
(17,19),3.58291 # DEPENDENCYPART_ARC
(17,20),0.611734 # DEPENDENCYPART_ARC
(17,21),1.27306 # DEPENDENCYPART_ARC
(17,22),-0.387512 # DEPENDENCYPART_ARC
(17,23),-0.0233103 # DEPENDENCYPART_ARC
(17,24),0.726293 # DEPENDENCYPART_ARC
(17,25),-0.575563 # DEPENDENCYPART_ARC
(17,26),-1.55198 # DEPENDENCYPART_ARC
(17,27),-1.27871 # DEPENDENCYPART_ARC
(17,28),-0.943484 # DEPENDENCYPART_ARC
(17,29),-1.63291 # DEPENDENCYPART_ARC
(17,30),0.376241 # DEPENDENCYPART_ARC
(17,31),-2.03864 # DEPENDENCYPART_ARC
(17,32),-2.26091 # DEPENDENCYPART_ARC
(17,33),-1.38042 # DEPENDENCYPART_ARC
(17,34),1.56061 # DEPENDENCYPART_ARC
(18,1),-3.9945 # DEPENDENCYPART_ARC
(18,2),-4.48001 # DEPENDENCYPART_ARC
(18,3),-4.05353 # DEPENDENCYPART_ARC
(18,4),-3.58113 # DEPENDENCYPART_ARC
(18,5),-3.59163 # DEPENDENCYPART_ARC
(18,6),-3.57353 # DEPENDENCYPART_ARC
(18,7),-3.23933 # DEPENDENCYPART_ARC
(18,8),-2.67705 # DEPENDENCYPART_ARC
(18,9),-3.35978 # DEPENDENCYPART_ARC
(18,10),-3.26668 # DEPENDENCYPART_ARC
(18,11),-3.0001 # DEPENDENCYPART_ARC
(18,12),-2.76257 # DEPENDENCYPART_ARC
(18,13),-2.67445 # DEPENDENCYPART_ARC
(18,14),-1.72475 # DEPENDENCYPART_ARC
(18,15),-1.98044 # DEPENDENCYPART_ARC
(18,16),-2.38473 # DEPENDENCYPART_ARC
(18,17),-1.05967 # DEPENDENCYPART_ARC
(18,19),0.135391 # DEPENDENCYPART_ARC
(18,20),-1.50022 # DEPENDENCYPART_ARC
(18,21),-2.23589 # DEPENDENCYPART_ARC
(18,22),-1.17205 # DEPENDENCYPART_ARC
(18,23),-1.37547 # DEPENDENCYPART_ARC
(18,24),-1.31152 # DEPENDENCYPART_ARC
(18,25),-1.65892 # DEPENDENCYPART_ARC
(18,26),-3.2642 # DEPENDENCYPART_ARC
(18,27),-2.077 # DEPENDENCYPART_ARC
(18,28),-2.07918 # DEPENDENCYPART_ARC
(18,29),-2.19526 # DEPENDENCYPART_ARC
(18,30),-2.85151 # DEPENDENCYPART_ARC
(18,31),-2.78462 # DEPENDENCYPART_ARC
(18,32),-2.24318 # DEPENDENCYPART_ARC
(18,33),-3.41615 # DEPENDENCYPART_ARC
(18,34),-2.05647 # DEPENDENCYPART_ARC
(19,1),-7.06511 # DEPENDENCYPART_ARC
(19,2),-6.42923 # DEPENDENCYPART_ARC
(19,3),-3.33617 # DEPENDENCYPART_ARC
(19,4),-3.02775 # DEPENDENCYPART_ARC
(19,5),-3.21488 # DEPENDENCYPART_ARC
(19,6),-2.6489 # DEPENDENCYPART_ARC
(19,7),-1.78526 # DEPENDENCYPART_ARC
(19,8),-3.32318 # DEPENDENCYPART_ARC
(19,9),-1.7326 # DEPENDENCYPART_ARC
(19,10),-2.31954 # DEPENDENCYPART_ARC
(19,11),-1.88591 # DEPENDENCYPART_ARC
(19,12),-1.85105 # DEPENDENCYPART_ARC
(19,13),-1.37681 # DEPENDENCYPART_ARC
(19,14),0.447949 # DEPENDENCYPART_ARC
(19,15),0.537497 # DEPENDENCYPART_ARC
(19,16),-0.852042 # DEPENDENCYPART_ARC
(19,17),0.497851 # DEPENDENCYPART_ARC
(19,18),4.74861 # DEPENDENCYPART_ARC
(19,20),1.26556 # DEPENDENCYPART_ARC
(19,21),0.0964607 # DEPENDENCYPART_ARC
(19,22),0.834504 # DEPENDENCYPART_ARC
(19,23),0.174124 # DEPENDENCYPART_ARC
(19,24),0.679171 # DEPENDENCYPART_ARC
(19,25),0.506355 # DEPENDENCYPART_ARC
(19,26),-0.704324 # DEPENDENCYPART_ARC
(19,27),-0.238927 # DEPENDENCYPART_ARC
(19,28),-0.833587 # DEPENDENCYPART_ARC
(19,29),0.943496 # DEPENDENCYPART_ARC
(19,30),-0.62221 # DEPENDENCYPART_ARC
(19,31),0.173926 # DEPENDENCYPART_ARC
(19,32),-0.974561 # DEPENDENCYPART_ARC
(19,33),-1.09269 # DEPENDENCYPART_ARC
(19,34),0.749175 # DEPENDENCYPART_ARC
(20,1),-2.6904 # DEPENDENCYPART_ARC
(20,2),-3.57257 # DEPENDENCYPART_ARC
(20,3),-3.22648 # DEPENDENCYPART_ARC
(20,4),-2.59168 # DEPENDENCYPART_ARC
(20,5),-2.09402 # DEPENDENCYPART_ARC
(20,6),-2.45262 # DEPENDENCYPART_ARC
(20,7),-1.87722 # DEPENDENCYPART_ARC
(20,8),-2.29486 # DEPENDENCYPART_ARC
(20,9),-2.17719 # DEPENDENCYPART_ARC
(20,10),-2.10179 # DEPENDENCYPART_ARC
(20,11),-1.45834 # DEPENDENCYPART_ARC
(20,12),-1.30676 # DEPENDENCYPART_ARC
(20,13),-1.71124 # DEPENDENCYPART_ARC
(20,14),-1.02941 # DEPENDENCYPART_ARC
(20,15),-1.24622 # DEPENDENCYPART_ARC
(20,16),-1.19718 # DEPENDENCYPART_ARC
(20,17),-0.29337 # DEPENDENCYPART_ARC
(20,18),-0.211805 # DEPENDENCYPART_ARC
(20,19),0.0862952 # DEPENDENCYPART_ARC
(20,21),3.57885 # DEPENDENCYPART_ARC
(20,22),1.13821 # DEPENDENCYPART_ARC
(20,23),1.18371 # DEPENDENCYPART_ARC
(20,24),0.886532 # DEPENDENCYPART_ARC
(20,25),-0.204767 # DEPENDENCYPART_ARC
(20,26),-1.17893 # DEPENDENCYPART_ARC
(20,27),-0.81208 # DEPENDENCYPART_ARC
(20,28),-0.504823 # DEPENDENCYPART_ARC
(20,29),-1.15912 # DEPENDENCYPART_ARC
(20,30),-0.302011 # DEPENDENCYPART_ARC
(20,31),-0.89711 # DEPENDENCYPART_ARC
(20,32),-1.90004 # DEPENDENCYPART_ARC
(20,33),-3.42758 # DEPENDENCYPART_ARC
(20,34),-0.72711 # DEPENDENCYPART_ARC
(21,1),-2.48716 # DEPENDENCYPART_ARC
(21,2),-3.16226 # DEPENDENCYPART_ARC
(21,3),-2.94567 # DEPENDENCYPART_ARC
(21,4),-2.56226 # DEPENDENCYPART_ARC
(21,5),-2.36532 # DEPENDENCYPART_ARC
(21,6),-2.54535 # DEPENDENCYPART_ARC
(21,7),-1.88221 # DEPENDENCYPART_ARC
(21,8),-1.25965 # DEPENDENCYPART_ARC
(21,9),-2.29915 # DEPENDENCYPART_ARC
(21,10),-1.90154 # DEPENDENCYPART_ARC
(21,11),-1.62615 # DEPENDENCYPART_ARC
(21,12),-1.89915 # DEPENDENCYPART_ARC
(21,13),-1.77067 # DEPENDENCYPART_ARC
(21,14),-0.409179 # DEPENDENCYPART_ARC
(21,15),-1.21419 # DEPENDENCYPART_ARC
(21,16),-0.60682 # DEPENDENCYPART_ARC
(21,17),-1.35301 # DEPENDENCYPART_ARC
(21,18),1.47279 # DEPENDENCYPART_ARC
(21,19),0.519969 # DEPENDENCYPART_ARC
(21,20),1.47181 # DEPENDENCYPART_ARC
(21,22),4.61692 # DEPENDENCYPART_ARC
(21,23),4.09016 # DEPENDENCYPART_ARC
(21,24),3.60231 # DEPENDENCYPART_ARC
(21,25),3.49122 # DEPENDENCYPART_ARC
(21,26),0.296978 # DEPENDENCYPART_ARC
(21,27),1.07501 # DEPENDENCYPART_ARC
(21,28),1.13071 # DEPENDENCYPART_ARC
(21,29),2.02749 # DEPENDENCYPART_ARC
(21,30),0.696095 # DEPENDENCYPART_ARC
(21,31),0.494377 # DEPENDENCYPART_ARC
(21,32),-1.55396 # DEPENDENCYPART_ARC
(21,33),-1.64912 # DEPENDENCYPART_ARC
(21,34),0.600325 # DEPENDENCYPART_ARC
(22,1),-4.43753 # DEPENDENCYPART_ARC
(22,2),-4.51276 # DEPENDENCYPART_ARC
(22,3),-3.91926 # DEPENDENCYPART_ARC
(22,4),-3.44288 # DEPENDENCYPART_ARC
(22,5),-3.54125 # DEPENDENCYPART_ARC
(22,6),-3.33265 # DEPENDENCYPART_ARC
(22,7),-4.29474 # DEPENDENCYPART_ARC
(22,8),-2.63676 # DEPENDENCYPART_ARC
(22,9),-3.34558 # DEPENDENCYPART_ARC
(22,10),-3.22061 # DEPENDENCYPART_ARC
(22,11),-2.87773 # DEPENDENCYPART_ARC
(22,12),-2.97434 # DEPENDENCYPART_ARC
(22,13),-2.59243 # DEPENDENCYPART_ARC
(22,14),-1.53473 # DEPENDENCYPART_ARC
(22,15),-1.93726 # DEPENDENCYPART_ARC
(22,16),-2.69037 # DEPENDENCYPART_ARC
(22,17),-2.67731 # DEPENDENCYPART_ARC
(22,18),-0.902275 # DEPENDENCYPART_ARC
(22,19),-1.67052 # DEPENDENCYPART_ARC
(22,20),-0.773554 # DEPENDENCYPART_ARC
(22,21),-0.449655 # DEPENDENCYPART_ARC
(22,23),1.72844 # DEPENDENCYPART_ARC
(22,24),-0.408563 # DEPENDENCYPART_ARC
(22,25),0.184622 # DEPENDENCYPART_ARC
(22,26),-0.870967 # DEPENDENCYPART_ARC
(22,27),-0.568257 # DEPENDENCYPART_ARC
(22,28),-0.333851 # DEPENDENCYPART_ARC
(22,29),-0.876225 # DEPENDENCYPART_ARC
(22,30),-1.94071 # DEPENDENCYPART_ARC
(22,31),-1.33456 # DEPENDENCYPART_ARC
(22,32),-1.04328 # DEPENDENCYPART_ARC
(22,33),-1.72392 # DEPENDENCYPART_ARC
(22,34),-0.537524 # DEPENDENCYPART_ARC
(23,1),-2.9219 # DEPENDENCYPART_ARC
(23,2),-3.34422 # DEPENDENCYPART_ARC
(23,3),-2.68755 # DEPENDENCYPART_ARC
(23,4),-2.15639 # DEPENDENCYPART_ARC
(23,5),-2.12463 # DEPENDENCYPART_ARC
(23,6),-2.009 # DEPENDENCYPART_ARC
(23,7),-3.03918 # DEPENDENCYPART_ARC
(23,8),-0.974647 # DEPENDENCYPART_ARC
(23,9),-2.10656 # DEPENDENCYPART_ARC
(23,10),-1.86146 # DEPENDENCYPART_ARC
(23,11),-1.49272 # DEPENDENCYPART_ARC
(23,12),-1.44805 # DEPENDENCYPART_ARC
(23,13),-1.27348 # DEPENDENCYPART_ARC
(23,14),0.0429906 # DEPENDENCYPART_ARC
(23,15),-0.496796 # DEPENDENCYPART_ARC
(23,16),-1.49714 # DEPENDENCYPART_ARC
(23,17),-1.56818 # DEPENDENCYPART_ARC
(23,18),0.615542 # DEPENDENCYPART_ARC
(23,19),-0.652334 # DEPENDENCYPART_ARC
(23,20),-0.02421 # DEPENDENCYPART_ARC
(23,21),0.361648 # DEPENDENCYPART_ARC
(23,22),1.92909 # DEPENDENCYPART_ARC
(23,24),0.404542 # DEPENDENCYPART_ARC
(23,25),0.523764 # DEPENDENCYPART_ARC
(23,26),-0.139981 # DEPENDENCYPART_ARC
(23,27),-0.666739 # DEPENDENCYPART_ARC
(23,28),-0.776134 # DEPENDENCYPART_ARC
(23,29),-0.565933 # DEPENDENCYPART_ARC
(23,30),-1.06705 # DEPENDENCYPART_ARC
(23,31),-1.15257 # DEPENDENCYPART_ARC
(23,32),-1.2969 # DEPENDENCYPART_ARC
(23,33),-1.44597 # DEPENDENCYPART_ARC
(23,34),-0.424709 # DEPENDENCYPART_ARC
(24,1),-3.18497 # DEPENDENCYPART_ARC
(24,2),-2.34607 # DEPENDENCYPART_ARC
(24,3),-3.27281 # DEPENDENCYPART_ARC
(24,4),-3.00933 # DEPENDENCYPART_ARC
(24,5),-1.72653 # DEPENDENCYPART_ARC
(24,6),-2.74529 # DEPENDENCYPART_ARC
(24,7),-2.53811 # DEPENDENCYPART_ARC
(24,8),-2.32805 # DEPENDENCYPART_ARC
(24,9),-2.16622 # DEPENDENCYPART_ARC
(24,10),-2.63772 # DEPENDENCYPART_ARC
(24,11),-1.27737 # DEPENDENCYPART_ARC
(24,12),-0.272066 # DEPENDENCYPART_ARC
(24,13),-1.31843 # DEPENDENCYPART_ARC
(24,14),-1.48564 # DEPENDENCYPART_ARC
(24,15),-1.863 # DEPENDENCYPART_ARC
(24,16),-1.41755 # DEPENDENCYPART_ARC
(24,17),-1.41829 # DEPENDENCYPART_ARC
(24,18),-1.03249 # DEPENDENCYPART_ARC
(24,19),-1.41992 # DEPENDENCYPART_ARC
(24,20),-1.17424 # DEPENDENCYPART_ARC
(24,21),-0.622978 # DEPENDENCYPART_ARC
(24,22),-1.01954 # DEPENDENCYPART_ARC
(24,23),-0.336838 # DEPENDENCYPART_ARC
(24,25),0.101766 # DEPENDENCYPART_ARC
(24,26),-0.595407 # DEPENDENCYPART_ARC
(24,27),-0.926075 # DEPENDENCYPART_ARC
(24,28),-1.19268 # DEPENDENCYPART_ARC
(24,29),-1.10035 # DEPENDENCYPART_ARC
(24,30),-1.64918 # DEPENDENCYPART_ARC
(24,31),-1.01831 # DEPENDENCYPART_ARC
(24,32),-2.00034 # DEPENDENCYPART_ARC
(24,33),-1.88319 # DEPENDENCYPART_ARC
(24,34),-1.14275 # DEPENDENCYPART_ARC
(25,1),-3.30208 # DEPENDENCYPART_ARC
(25,2),-3.68899 # DEPENDENCYPART_ARC
(25,3),-3.11855 # DEPENDENCYPART_ARC
(25,4),-2.97031 # DEPENDENCYPART_ARC
(25,5),-2.94611 # DEPENDENCYPART_ARC
(25,6),-2.87992 # DEPENDENCYPART_ARC
(25,7),-2.32153 # DEPENDENCYPART_ARC
(25,8),-2.49806 # DEPENDENCYPART_ARC
(25,9),-2.26423 # DEPENDENCYPART_ARC
(25,10),-1.88477 # DEPENDENCYPART_ARC
(25,11),-2.312 # DEPENDENCYPART_ARC
(25,12),-2.37302 # DEPENDENCYPART_ARC
(25,13),-1.54741 # DEPENDENCYPART_ARC
(25,14),-1.87573 # DEPENDENCYPART_ARC
(25,15),-1.81919 # DEPENDENCYPART_ARC
(25,16),-1.67266 # DEPENDENCYPART_ARC
(25,17),-1.20942 # DEPENDENCYPART_ARC
(25,18),-1.19645 # DEPENDENCYPART_ARC
(25,19),-1.4925 # DEPENDENCYPART_ARC
(25,20),-1.03923 # DEPENDENCYPART_ARC
(25,21),-0.909344 # DEPENDENCYPART_ARC
(25,22),-0.763394 # DEPENDENCYPART_ARC
(25,23),-0.855246 # DEPENDENCYPART_ARC
(25,24),-0.418139 # DEPENDENCYPART_ARC
(25,26),3.01516 # DEPENDENCYPART_ARC
(25,27),1.47048 # DEPENDENCYPART_ARC
(25,28),0.642881 # DEPENDENCYPART_ARC
(25,29),0.776391 # DEPENDENCYPART_ARC
(25,30),0.752813 # DEPENDENCYPART_ARC
(25,31),0.685136 # DEPENDENCYPART_ARC
(25,32),-0.563809 # DEPENDENCYPART_ARC
(25,33),-0.193063 # DEPENDENCYPART_ARC
(25,34),-0.194431 # DEPENDENCYPART_ARC
(26,1),-3.19032 # DEPENDENCYPART_ARC
(26,2),-4.12656 # DEPENDENCYPART_ARC
(26,3),-3.49504 # DEPENDENCYPART_ARC
(26,4),-2.9461 # DEPENDENCYPART_ARC
(26,5),-2.90644 # DEPENDENCYPART_ARC
(26,6),-3.09594 # DEPENDENCYPART_ARC
(26,7),-2.54481 # DEPENDENCYPART_ARC
(26,8),-1.92454 # DEPENDENCYPART_ARC
(26,9),-2.85354 # DEPENDENCYPART_ARC
(26,10),-2.43197 # DEPENDENCYPART_ARC
(26,11),-2.18875 # DEPENDENCYPART_ARC
(26,12),-2.39666 # DEPENDENCYPART_ARC
(26,13),-2.37407 # DEPENDENCYPART_ARC
(26,14),-1.41742 # DEPENDENCYPART_ARC
(26,15),-2.12932 # DEPENDENCYPART_ARC
(26,16),-1.80082 # DEPENDENCYPART_ARC
(26,17),-2.22057 # DEPENDENCYPART_ARC
(26,18),-0.145098 # DEPENDENCYPART_ARC
(26,19),-1.43784 # DEPENDENCYPART_ARC
(26,20),-0.633147 # DEPENDENCYPART_ARC
(26,21),-0.202848 # DEPENDENCYPART_ARC
(26,22),-0.542964 # DEPENDENCYPART_ARC
(26,23),-0.209364 # DEPENDENCYPART_ARC
(26,24),0.315606 # DEPENDENCYPART_ARC
(26,25),0.884888 # DEPENDENCYPART_ARC
(26,27),5.00041 # DEPENDENCYPART_ARC
(26,28),3.88905 # DEPENDENCYPART_ARC
(26,29),2.11271 # DEPENDENCYPART_ARC
(26,30),1.29423 # DEPENDENCYPART_ARC
(26,31),1.25342 # DEPENDENCYPART_ARC
(26,32),-0.29366 # DEPENDENCYPART_ARC
(26,33),-0.579892 # DEPENDENCYPART_ARC
(26,34),0.613609 # DEPENDENCYPART_ARC
(27,1),-5.20881 # DEPENDENCYPART_ARC
(27,2),-5.25756 # DEPENDENCYPART_ARC
(27,3),-4.58502 # DEPENDENCYPART_ARC
(27,4),-4.08603 # DEPENDENCYPART_ARC
(27,5),-4.10737 # DEPENDENCYPART_ARC
(27,6),-3.95401 # DEPENDENCYPART_ARC
(27,7),-5.07661 # DEPENDENCYPART_ARC
(27,8),-3.49591 # DEPENDENCYPART_ARC
(27,9),-4.00406 # DEPENDENCYPART_ARC
(27,10),-3.82455 # DEPENDENCYPART_ARC
(27,11),-3.46021 # DEPENDENCYPART_ARC
(27,12),-2.85652 # DEPENDENCYPART_ARC
(27,13),-3.31837 # DEPENDENCYPART_ARC
(27,14),-2.66235 # DEPENDENCYPART_ARC
(27,15),-2.79652 # DEPENDENCYPART_ARC
(27,16),-3.67291 # DEPENDENCYPART_ARC
(27,17),-3.66735 # DEPENDENCYPART_ARC
(27,18),-2.28945 # DEPENDENCYPART_ARC
(27,19),-3.16129 # DEPENDENCYPART_ARC
(27,20),-2.69748 # DEPENDENCYPART_ARC
(27,21),-2.80928 # DEPENDENCYPART_ARC
(27,22),-1.1593 # DEPENDENCYPART_ARC
(27,23),-1.40328 # DEPENDENCYPART_ARC
(27,24),-0.852129 # DEPENDENCYPART_ARC
(27,25),-0.873627 # DEPENDENCYPART_ARC
(27,26),-0.524084 # DEPENDENCYPART_ARC
(27,28),1.99141 # DEPENDENCYPART_ARC
(27,29),0.503168 # DEPENDENCYPART_ARC
(27,30),-0.295152 # DEPENDENCYPART_ARC
(27,31),-0.482491 # DEPENDENCYPART_ARC
(27,32),-0.238944 # DEPENDENCYPART_ARC
(27,33),-0.719716 # DEPENDENCYPART_ARC
(27,34),-0.155777 # DEPENDENCYPART_ARC
(28,1),-4.01524 # DEPENDENCYPART_ARC
(28,2),-4.07249 # DEPENDENCYPART_ARC
(28,3),-3.19933 # DEPENDENCYPART_ARC
(28,4),-2.78062 # DEPENDENCYPART_ARC
(28,5),-2.91394 # DEPENDENCYPART_ARC
(28,6),-2.58088 # DEPENDENCYPART_ARC
(28,7),-3.68094 # DEPENDENCYPART_ARC
(28,8),-2.43456 # DEPENDENCYPART_ARC
(28,9),-2.76486 # DEPENDENCYPART_ARC
(28,10),-2.48475 # DEPENDENCYPART_ARC
(28,11),-2.13543 # DEPENDENCYPART_ARC
(28,12),-1.43166 # DEPENDENCYPART_ARC
(28,13),-1.97557 # DEPENDENCYPART_ARC
(28,14),-1.61965 # DEPENDENCYPART_ARC
(28,15),-1.42086 # DEPENDENCYPART_ARC
(28,16),-2.44911 # DEPENDENCYPART_ARC
(28,17),-2.29303 # DEPENDENCYPART_ARC
(28,18),-1.15996 # DEPENDENCYPART_ARC
(28,19),-1.90673 # DEPENDENCYPART_ARC
(28,20),-1.29568 # DEPENDENCYPART_ARC
(28,21),-1.4886 # DEPENDENCYPART_ARC
(28,22),0.380794 # DEPENDENCYPART_ARC
(28,23),-0.120625 # DEPENDENCYPART_ARC
(28,24),0.313725 # DEPENDENCYPART_ARC
(28,25),-0.258762 # DEPENDENCYPART_ARC
(28,26),0.270324 # DEPENDENCYPART_ARC
(28,27),2.06107 # DEPENDENCYPART_ARC
(28,29),0.314222 # DEPENDENCYPART_ARC
(28,30),-0.0620093 # DEPENDENCYPART_ARC
(28,31),-0.999026 # DEPENDENCYPART_ARC
(28,32),-1.25382 # DEPENDENCYPART_ARC
(28,33),-1.33502 # DEPENDENCYPART_ARC
(28,34),-1.00576 # DEPENDENCYPART_ARC
(29,1),-2.68486 # DEPENDENCYPART_ARC
(29,2),-2.72734 # DEPENDENCYPART_ARC
(29,3),-3.03917 # DEPENDENCYPART_ARC
(29,4),-2.5519 # DEPENDENCYPART_ARC
(29,5),-2.27183 # DEPENDENCYPART_ARC
(29,6),-2.33169 # DEPENDENCYPART_ARC
(29,7),-2.70586 # DEPENDENCYPART_ARC
(29,8),-1.63767 # DEPENDENCYPART_ARC
(29,9),-1.82458 # DEPENDENCYPART_ARC
(29,10),-0.251195 # DEPENDENCYPART_ARC
(29,11),-1.44041 # DEPENDENCYPART_ARC
(29,12),-1.22846 # DEPENDENCYPART_ARC
(29,13),-1.41297 # DEPENDENCYPART_ARC
(29,14),-0.890097 # DEPENDENCYPART_ARC
(29,15),-1.62638 # DEPENDENCYPART_ARC
(29,16),-0.643004 # DEPENDENCYPART_ARC
(29,17),-1.22402 # DEPENDENCYPART_ARC
(29,18),-0.340365 # DEPENDENCYPART_ARC
(29,19),0.0768067 # DEPENDENCYPART_ARC
(29,20),-0.407415 # DEPENDENCYPART_ARC
(29,21),-0.0572099 # DEPENDENCYPART_ARC
(29,22),-0.486596 # DEPENDENCYPART_ARC
(29,23),-0.372243 # DEPENDENCYPART_ARC
(29,24),0.0317377 # DEPENDENCYPART_ARC
(29,25),-0.439013 # DEPENDENCYPART_ARC
(29,26),1.12082 # DEPENDENCYPART_ARC
(29,27),0.425781 # DEPENDENCYPART_ARC
(29,28),1.01779 # DEPENDENCYPART_ARC
(29,30),3.11448 # DEPENDENCYPART_ARC
(29,31),1.28351 # DEPENDENCYPART_ARC
(29,32),0.399159 # DEPENDENCYPART_ARC
(29,33),0.814469 # DEPENDENCYPART_ARC
(29,34),0.444797 # DEPENDENCYPART_ARC
(30,1),-8.28584 # DEPENDENCYPART_ARC
(30,2),-7.91951 # DEPENDENCYPART_ARC
(30,3),-4.26305 # DEPENDENCYPART_ARC
(30,4),-3.98778 # DEPENDENCYPART_ARC
(30,5),-3.54048 # DEPENDENCYPART_ARC
(30,6),-3.6439 # DEPENDENCYPART_ARC
(30,7),-2.60367 # DEPENDENCYPART_ARC
(30,8),-4.0002 # DEPENDENCYPART_ARC
(30,9),-3.3284 # DEPENDENCYPART_ARC
(30,10),-3.28807 # DEPENDENCYPART_ARC
(30,11),-2.32911 # DEPENDENCYPART_ARC
(30,12),-2.76807 # DEPENDENCYPART_ARC
(30,13),-2.54329 # DEPENDENCYPART_ARC
(30,14),-1.01044 # DEPENDENCYPART_ARC
(30,15),-0.911483 # DEPENDENCYPART_ARC
(30,16),-3.77667 # DEPENDENCYPART_ARC
(30,17),-1.98361 # DEPENDENCYPART_ARC
(30,18),1.48152 # DEPENDENCYPART_ARC
(30,19),-1.79545 # DEPENDENCYPART_ARC
(30,20),-1.40873 # DEPENDENCYPART_ARC
(30,21),0.243002 # DEPENDENCYPART_ARC
(30,22),-0.988386 # DEPENDENCYPART_ARC
(30,23),-0.909216 # DEPENDENCYPART_ARC
(30,24),-1.07772 # DEPENDENCYPART_ARC
(30,25),-0.648065 # DEPENDENCYPART_ARC
(30,26),1.30423 # DEPENDENCYPART_ARC
(30,27),0.711711 # DEPENDENCYPART_ARC
(30,28),0.727937 # DEPENDENCYPART_ARC
(30,29),2.05346 # DEPENDENCYPART_ARC
