# _root_ At Donaldson , Lufkin & Jenrette Inc. , head equity trader Dudley Eppel said : `` I think the opening was constructive .
#goldHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
#predictedHeads=14,1,2,2,4,5,6,14,13,13,13,13,14,0,14,14,18,14,20,21,18,21,14,
(23,5),-2.0969 # DEPENDENCYPART_ARC
(23,6),-2.19086 # DEPENDENCYPART_ARC
(23,7),-2.32113 # DEPENDENCYPART_ARC
(23,8),-1.29185 # DEPENDENCYPART_ARC
(23,9),-1.96697 # DEPENDENCYPART_ARC
(23,10),-1.99165 # DEPENDENCYPART_ARC
(23,11),-2.026 # DEPENDENCYPART_ARC
(23,12),-1.9127 # DEPENDENCYPART_ARC
(23,13),-1.89529 # DEPENDENCYPART_ARC
(23,14),-1.07353 # DEPENDENCYPART_ARC
(23,15),-0.411841 # DEPENDENCYPART_ARC
(23,16),-1.17274 # DEPENDENCYPART_ARC
(23,17),-0.935301 # DEPENDENCYPART_ARC
(23,18),-1.61935 # DEPENDENCYPART_ARC
(23,19),-0.853871 # DEPENDENCYPART_ARC
(23,20),-1.3551 # DEPENDENCYPART_ARC
(23,21),-1.37939 # DEPENDENCYPART_ARC
(23,22),-1.09401 # DEPENDENCYPART_ARC
