# _root_ The average discount rate on new three-month Treasury bills was 7.37 % , the lowest since the average of 7.36 % at the auction on Oct. 17 , 1988 .
#goldHeads=4,4,4,10,4,9,9,9,5,0,12,10,12,15,12,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
#predictedHeads=4,4,4,10,4,9,9,9,5,0,12,10,10,15,10,15,18,16,18,21,19,18,24,22,24,25,26,26,26,10,
(17,14),-1.08069 # DEPENDENCYPART_ARC
(17,15),-1.02507 # DEPENDENCYPART_ARC
(17,16),-0.465428 # DEPENDENCYPART_ARC
(17,18),-0.0992402 # DEPENDENCYPART_ARC
(17,19),-0.713453 # DEPENDENCYPART_ARC
(17,20),-0.991185 # DEPENDENCYPART_ARC
(17,21),-1.78823 # DEPENDENCYPART_ARC
(17,22),-2.38467 # DEPENDENCYPART_ARC
(17,23),-2.77173 # DEPENDENCYPART_ARC
(17,24),-2.05131 # DEPENDENCYPART_ARC
(17,25),-2.59892 # DEPENDENCYPART_ARC
(17,26),-3.01044 # DEPENDENCYPART_ARC
(17,27),-2.63074 # DEPENDENCYPART_ARC
(17,28),-2.11287 # DEPENDENCYPART_ARC
(17,29),-3.24865 # DEPENDENCYPART_ARC
(17,30),-2.40033 # DEPENDENCYPART_ARC
(18,1),-4.54943 # DEPENDENCYPART_ARC
(18,2),-3.32415 # DEPENDENCYPART_ARC
(18,3),-4.25692 # DEPENDENCYPART_ARC
(18,4),-5.88065 # DEPENDENCYPART_ARC
(18,5),-1.74969 # DEPENDENCYPART_ARC
(18,6),-2.09829 # DEPENDENCYPART_ARC
(18,7),-2.62757 # DEPENDENCYPART_ARC
(18,8),-4.40036 # DEPENDENCYPART_ARC
(18,9),-2.19245 # DEPENDENCYPART_ARC
(18,10),-1.43739 # DEPENDENCYPART_ARC
(18,11),-1.89384 # DEPENDENCYPART_ARC
(18,12),-3.31337 # DEPENDENCYPART_ARC
(18,13),-0.659227 # DEPENDENCYPART_ARC
(18,14),-0.296783 # DEPENDENCYPART_ARC
(18,15),0.289422 # DEPENDENCYPART_ARC
(18,16),0.814396 # DEPENDENCYPART_ARC
(18,17),4.43453 # DEPENDENCYPART_ARC
(18,19),3.00741 # DEPENDENCYPART_ARC
(18,20),1.27448 # DEPENDENCYPART_ARC
(18,21),0.636839 # DEPENDENCYPART_ARC
(18,22),1.70554 # DEPENDENCYPART_ARC
(18,23),0.047645 # DEPENDENCYPART_ARC
(18,24),0.545741 # DEPENDENCYPART_ARC
(18,25),1.0752 # DEPENDENCYPART_ARC
(18,26),0.45082 # DEPENDENCYPART_ARC
(18,27),-0.628695 # DEPENDENCYPART_ARC
(18,28),0.765925 # DEPENDENCYPART_ARC
(18,29),-1.12296 # DEPENDENCYPART_ARC
(18,30),1.02498 # DEPENDENCYPART_ARC
(19,1),-3.34778 # DEPENDENCYPART_ARC
(19,2),-2.97239 # DEPENDENCYPART_ARC
(19,3),-3.46565 # DEPENDENCYPART_ARC
(19,4),-3.35057 # DEPENDENCYPART_ARC
(19,5),-2.23179 # DEPENDENCYPART_ARC
(19,6),-2.42244 # DEPENDENCYPART_ARC
(19,7),-2.36247 # DEPENDENCYPART_ARC
(19,8),-2.24902 # DEPENDENCYPART_ARC
(19,9),-2.25047 # DEPENDENCYPART_ARC
(19,10),-1.94249 # DEPENDENCYPART_ARC
(19,11),-1.63467 # DEPENDENCYPART_ARC
(19,12),-2.37045 # DEPENDENCYPART_ARC
(19,13),-1.55944 # DEPENDENCYPART_ARC
(19,14),-1.20733 # DEPENDENCYPART_ARC
(19,15),-1.3518 # DEPENDENCYPART_ARC
(19,16),-0.381239 # DEPENDENCYPART_ARC
(19,17),-0.572759 # DEPENDENCYPART_ARC
(19,18),0.0362928 # DEPENDENCYPART_ARC
(19,20),1.82054 # DEPENDENCYPART_ARC
(19,21),3.09836 # DEPENDENCYPART_ARC
(19,22),1.41388 # DEPENDENCYPART_ARC
(19,23),-1.06939 # DEPENDENCYPART_ARC
(19,24),0.82923 # DEPENDENCYPART_ARC
(19,25),0.678481 # DEPENDENCYPART_ARC
(19,26),-2.0358 # DEPENDENCYPART_ARC
(19,27),-0.76623 # DEPENDENCYPART_ARC
(19,28),0.396112 # DEPENDENCYPART_ARC
(19,29),-1.22058 # DEPENDENCYPART_ARC
(19,30),-0.265208 # DEPENDENCYPART_ARC
(20,1),-2.31415 # DEPENDENCYPART_ARC
(20,2),-2.83784 # DEPENDENCYPART_ARC
(20,3),-3.75083 # DEPENDENCYPART_ARC
(20,4),-3.5963 # DEPENDENCYPART_ARC
(20,5),-3.4673 # DEPENDENCYPART_ARC
(20,6),-2.41763 # DEPENDENCYPART_ARC
(20,7),-2.48087 # DEPENDENCYPART_ARC
(20,8),-2.64535 # DEPENDENCYPART_ARC
(20,9),-2.71193 # DEPENDENCYPART_ARC
(20,10),-2.51485 # DEPENDENCYPART_ARC
(20,11),-1.6304 # DEPENDENCYPART_ARC
(20,12),-2.64756 # DEPENDENCYPART_ARC
(20,13),-2.11966 # DEPENDENCYPART_ARC
(20,14),-0.8063 # DEPENDENCYPART_ARC
(20,15),-0.928982 # DEPENDENCYPART_ARC
(20,16),-1.02463 # DEPENDENCYPART_ARC
(20,17),-0.0169156 # DEPENDENCYPART_ARC
(20,18),-0.799482 # DEPENDENCYPART_ARC
(20,19),0.717221 # DEPENDENCYPART_ARC
(20,21),0.611613 # DEPENDENCYPART_ARC
(20,22),-0.673596 # DEPENDENCYPART_ARC
(20,23),-0.969569 # DEPENDENCYPART_ARC
(20,24),-0.661017 # DEPENDENCYPART_ARC
(20,25),-0.825061 # DEPENDENCYPART_ARC
(20,26),-0.898888 # DEPENDENCYPART_ARC
(20,27),-1.16648 # DEPENDENCYPART_ARC
(20,28),-0.580064 # DEPENDENCYPART_ARC
(20,29),-1.48414 # DEPENDENCYPART_ARC
(20,30),-0.74588 # DEPENDENCYPART_ARC
(21,1),-5.64694 # DEPENDENCYPART_ARC
(21,2),-3.33512 # DEPENDENCYPART_ARC
(21,3),-5.84906 # DEPENDENCYPART_ARC
(21,4),-7.96693 # DEPENDENCYPART_ARC
(21,5),-1.59537 # DEPENDENCYPART_ARC
(21,6),-2.21672 # DEPENDENCYPART_ARC
(21,7),-2.55591 # DEPENDENCYPART_ARC
(21,8),-6.80428 # DEPENDENCYPART_ARC
(21,9),-2.46887 # DEPENDENCYPART_ARC
(21,10),-1.40999 # DEPENDENCYPART_ARC
(21,11),-0.637005 # DEPENDENCYPART_ARC
(21,12),-4.00923 # DEPENDENCYPART_ARC
(21,13),-1.14385 # DEPENDENCYPART_ARC
(21,14),-1.2275 # DEPENDENCYPART_ARC
(21,15),-0.174218 # DEPENDENCYPART_ARC
(21,16),0.387354 # DEPENDENCYPART_ARC
(21,17),1.85272 # DEPENDENCYPART_ARC
(21,18),0.630693 # DEPENDENCYPART_ARC
(21,19),0.882443 # DEPENDENCYPART_ARC
(21,20),3.67867 # DEPENDENCYPART_ARC
(21,22),1.45627 # DEPENDENCYPART_ARC
(21,23),0.135644 # DEPENDENCYPART_ARC
(21,24),1.01897 # DEPENDENCYPART_ARC
(21,25),0.65688 # DEPENDENCYPART_ARC
(21,26),0.255046 # DEPENDENCYPART_ARC
(21,27),-0.303745 # DEPENDENCYPART_ARC
(21,28),1.78246 # DEPENDENCYPART_ARC
(21,29),-0.881689 # DEPENDENCYPART_ARC
(21,30),0.141561 # DEPENDENCYPART_ARC
(22,1),-3.27531 # DEPENDENCYPART_ARC
(22,2),-2.82412 # DEPENDENCYPART_ARC
(22,3),-3.47204 # DEPENDENCYPART_ARC
(22,4),-3.22688 # DEPENDENCYPART_ARC
(22,5),-2.05432 # DEPENDENCYPART_ARC
(22,6),-2.30947 # DEPENDENCYPART_ARC
(22,7),-2.1573 # DEPENDENCYPART_ARC
(22,8),-2.56307 # DEPENDENCYPART_ARC
(22,9),-2.45603 # DEPENDENCYPART_ARC
(22,10),-2.12248 # DEPENDENCYPART_ARC
(22,11),-1.79746 # DEPENDENCYPART_ARC
(22,12),-2.51014 # DEPENDENCYPART_ARC
(22,13),-1.2024 # DEPENDENCYPART_ARC
(22,14),-1.23955 # DEPENDENCYPART_ARC
(22,15),-1.48781 # DEPENDENCYPART_ARC
(22,16),-0.684281 # DEPENDENCYPART_ARC
(22,17),-0.816744 # DEPENDENCYPART_ARC
(22,18),-0.397781 # DEPENDENCYPART_ARC
(22,19),-0.158179 # DEPENDENCYPART_ARC
(22,20),-0.410085 # DEPENDENCYPART_ARC
(22,21),0.390875 # DEPENDENCYPART_ARC
(22,23),0.527653 # DEPENDENCYPART_ARC
(22,24),3.82752 # DEPENDENCYPART_ARC
(22,25),0.55266 # DEPENDENCYPART_ARC
(22,26),0.0319339 # DEPENDENCYPART_ARC
(22,27),0.0722025 # DEPENDENCYPART_ARC
(22,28),0.806982 # DEPENDENCYPART_ARC
(22,29),-0.985662 # DEPENDENCYPART_ARC
(22,30),-0.924013 # DEPENDENCYPART_ARC
(23,1),-4.46615 # DEPENDENCYPART_ARC
(23,2),-4.68299 # DEPENDENCYPART_ARC
(23,3),-5.0602 # DEPENDENCYPART_ARC
(23,4),-4.9537 # DEPENDENCYPART_ARC
(23,5),-3.86321 # DEPENDENCYPART_ARC
(23,6),-4.19898 # DEPENDENCYPART_ARC
(23,7),-4.09858 # DEPENDENCYPART_ARC
(23,8),-4.13675 # DEPENDENCYPART_ARC
(23,9),-4.09955 # DEPENDENCYPART_ARC
(23,10),-3.68775 # DEPENDENCYPART_ARC
(23,11),-3.37439 # DEPENDENCYPART_ARC
(23,12),-4.07977 # DEPENDENCYPART_ARC
(23,13),-3.35791 # DEPENDENCYPART_ARC
(23,14),-2.75899 # DEPENDENCYPART_ARC
(23,15),-2.76937 # DEPENDENCYPART_ARC
(23,16),-2.55796 # DEPENDENCYPART_ARC
(23,17),-2.33076 # DEPENDENCYPART_ARC
(23,18),-3.05839 # DEPENDENCYPART_ARC
(23,19),-2.11243 # DEPENDENCYPART_ARC
(23,20),-1.72865 # DEPENDENCYPART_ARC
(23,21),-2.46805 # DEPENDENCYPART_ARC
(23,22),-1.02346 # DEPENDENCYPART_ARC
(23,24),-0.0348518 # DEPENDENCYPART_ARC
(23,25),-1.31125 # DEPENDENCYPART_ARC
(23,26),-1.77361 # DEPENDENCYPART_ARC
(23,27),-1.51507 # DEPENDENCYPART_ARC
(23,28),-1.67007 # DEPENDENCYPART_ARC
(23,29),-2.28481 # DEPENDENCYPART_ARC
(23,30),-2.02748 # DEPENDENCYPART_ARC
(24,1),-6.77795 # DEPENDENCYPART_ARC
(24,2),-5.11848 # DEPENDENCYPART_ARC
(24,3),-6.74788 # DEPENDENCYPART_ARC
(24,4),-8.22213 # DEPENDENCYPART_ARC
(24,5),-2.38627 # DEPENDENCYPART_ARC
(24,6),-3.71925 # DEPENDENCYPART_ARC
(24,7),-4.17692 # DEPENDENCYPART_ARC
(24,8),-7.09022 # DEPENDENCYPART_ARC
(24,9),-3.24251 # DEPENDENCYPART_ARC
(24,10),-1.99863 # DEPENDENCYPART_ARC
(24,11),-3.87109 # DEPENDENCYPART_ARC
(24,12),-5.79005 # DEPENDENCYPART_ARC
(24,13),-2.16451 # DEPENDENCYPART_ARC
(24,14),-3.40193 # DEPENDENCYPART_ARC
(24,15),-1.61851 # DEPENDENCYPART_ARC
(24,16),-0.788278 # DEPENDENCYPART_ARC
(24,17),-0.360726 # DEPENDENCYPART_ARC
(24,18),-2.33074 # DEPENDENCYPART_ARC
(24,19),-0.459902 # DEPENDENCYPART_ARC
(24,20),-0.219413 # DEPENDENCYPART_ARC
(24,21),-0.409462 # DEPENDENCYPART_ARC
(24,22),0.941067 # DEPENDENCYPART_ARC
(24,23),4.91291 # DEPENDENCYPART_ARC
(24,25),2.67698 # DEPENDENCYPART_ARC
(24,26),1.06217 # DEPENDENCYPART_ARC
(24,27),0.466389 # DEPENDENCYPART_ARC
(24,28),1.05201 # DEPENDENCYPART_ARC
(24,29),-0.200787 # DEPENDENCYPART_ARC
(24,30),0.112156 # DEPENDENCYPART_ARC
(25,1),-3.29135 # DEPENDENCYPART_ARC
(25,2),-2.52425 # DEPENDENCYPART_ARC
(25,3),-3.67035 # DEPENDENCYPART_ARC
(25,4),-3.60987 # DEPENDENCYPART_ARC
(25,5),-2.44624 # DEPENDENCYPART_ARC
(25,6),-1.81184 # DEPENDENCYPART_ARC
(25,7),-1.79699 # DEPENDENCYPART_ARC
(25,8),-2.45097 # DEPENDENCYPART_ARC
(25,9),-2.37177 # DEPENDENCYPART_ARC
(25,10),-2.17475 # DEPENDENCYPART_ARC
(25,11),-1.94977 # DEPENDENCYPART_ARC
(25,12),-2.99054 # DEPENDENCYPART_ARC
(25,13),-1.79441 # DEPENDENCYPART_ARC
(25,14),-1.52245 # DEPENDENCYPART_ARC
(25,15),-1.41635 # DEPENDENCYPART_ARC
(25,16),-0.899 # DEPENDENCYPART_ARC
(25,17),-0.893895 # DEPENDENCYPART_ARC
(25,18),-0.745318 # DEPENDENCYPART_ARC
(25,19),-0.560443 # DEPENDENCYPART_ARC
(25,20),-0.702084 # DEPENDENCYPART_ARC
(25,21),-0.61521 # DEPENDENCYPART_ARC
(25,22),0.398427 # DEPENDENCYPART_ARC
(25,23),0.337081 # DEPENDENCYPART_ARC
(25,24),0.755229 # DEPENDENCYPART_ARC
(25,26),3.3347 # DEPENDENCYPART_ARC
(25,27),1.51455 # DEPENDENCYPART_ARC
(25,28),0.438699 # DEPENDENCYPART_ARC
(25,29),0.0364215 # DEPENDENCYPART_ARC
(25,30),-1.17443 # DEPENDENCYPART_ARC
(26,1),-8.03691 # DEPENDENCYPART_ARC
(26,2),-7.05973 # DEPENDENCYPART_ARC
(26,3),-7.38177 # DEPENDENCYPART_ARC
(26,4),-8.66056 # DEPENDENCYPART_ARC
(26,5),-5.03407 # DEPENDENCYPART_ARC
(26,6),-6.20374 # DEPENDENCYPART_ARC
(26,7),-6.50063 # DEPENDENCYPART_ARC
(26,8),-8.80644 # DEPENDENCYPART_ARC
(26,9),-5.41231 # DEPENDENCYPART_ARC
(26,10),-5.2951 # DEPENDENCYPART_ARC
(26,11),-4.63116 # DEPENDENCYPART_ARC
(26,12),-7.99739 # DEPENDENCYPART_ARC
(26,13),-5.45117 # DEPENDENCYPART_ARC
(26,14),-5.668 # DEPENDENCYPART_ARC
(26,15),-4.40579 # DEPENDENCYPART_ARC
(26,16),-3.33824 # DEPENDENCYPART_ARC
(26,17),-3.78875 # DEPENDENCYPART_ARC
(26,18),-5.27117 # DEPENDENCYPART_ARC
(26,19),-2.6481 # DEPENDENCYPART_ARC
(26,20),-2.58274 # DEPENDENCYPART_ARC
(26,21),-3.96178 # DEPENDENCYPART_ARC
(26,22),-2.36996 # DEPENDENCYPART_ARC
(26,23),-0.780386 # DEPENDENCYPART_ARC
(26,24),-2.42372 # DEPENDENCYPART_ARC
(26,25),-0.396789 # DEPENDENCYPART_ARC
(26,27),4.54328 # DEPENDENCYPART_ARC
(26,28),3.62531 # DEPENDENCYPART_ARC
(26,29),3.50367 # DEPENDENCYPART_ARC
(26,30),0.240811 # DEPENDENCYPART_ARC
(27,1),-2.30844 # DEPENDENCYPART_ARC
(27,2),-2.76179 # DEPENDENCYPART_ARC
(27,3),-4.13803 # DEPENDENCYPART_ARC
(27,4),-3.97898 # DEPENDENCYPART_ARC
(27,5),-4.40263 # DEPENDENCYPART_ARC
(27,6),-2.38816 # DEPENDENCYPART_ARC
(27,7),-2.59378 # DEPENDENCYPART_ARC
(27,8),-2.98497 # DEPENDENCYPART_ARC
(27,9),-2.83123 # DEPENDENCYPART_ARC
(27,10),-2.79232 # DEPENDENCYPART_ARC
(27,11),-2.79122 # DEPENDENCYPART_ARC
(27,12),-3.02754 # DEPENDENCYPART_ARC
(27,13),-2.44819 # DEPENDENCYPART_ARC
(27,14),-1.3437 # DEPENDENCYPART_ARC
(27,15),-1.72384 # DEPENDENCYPART_ARC
(27,16),-2.41359 # DEPENDENCYPART_ARC
(27,17),-0.663134 # DEPENDENCYPART_ARC
(27,18),-2.01645 # DEPENDENCYPART_ARC
(27,19),-1.34474 # DEPENDENCYPART_ARC
(27,20),-1.27743 # DEPENDENCYPART_ARC
(27,21),-1.63924 # DEPENDENCYPART_ARC
(27,22),-1.55918 # DEPENDENCYPART_ARC
(27,23),0.676808 # DEPENDENCYPART_ARC
(27,24),-0.606315 # DEPENDENCYPART_ARC
(27,25),-0.199067 # DEPENDENCYPART_ARC
(27,26),1.63071 # DEPENDENCYPART_ARC
(27,28),1.24513 # DEPENDENCYPART_ARC
(27,29),0.179858 # DEPENDENCYPART_ARC
(27,30),-0.187551 # DEPENDENCYPART_ARC
(28,1),-3.75443 # DEPENDENCYPART_ARC
(28,2),-4.08122 # DEPENDENCYPART_ARC
(28,3),-2.69546 # DEPENDENCYPART_ARC
(28,4),-2.80599 # DEPENDENCYPART_ARC
(28,5),-3.8011 # DEPENDENCYPART_ARC
(28,6),-3.6119 # DEPENDENCYPART_ARC
(28,7),-3.58575 # DEPENDENCYPART_ARC
(28,8),-3.66179 # DEPENDENCYPART_ARC
(28,9),-2.72463 # DEPENDENCYPART_ARC
(28,10),-2.68925 # DEPENDENCYPART_ARC
(28,11),-3.05943 # DEPENDENCYPART_ARC
(28,12),-0.826943 # DEPENDENCYPART_ARC
(28,13),-0.666368 # DEPENDENCYPART_ARC
(28,14),-2.45756 # DEPENDENCYPART_ARC
(28,15),-2.57694 # DEPENDENCYPART_ARC
(28,16),-2.40191 # DEPENDENCYPART_ARC
(28,17),-2.13366 # DEPENDENCYPART_ARC
(28,18),-1.77306 # DEPENDENCYPART_ARC
(28,19),-2.0094 # DEPENDENCYPART_ARC
(28,20),-2.14014 # DEPENDENCYPART_ARC
(28,21),-1.00495 # DEPENDENCYPART_ARC
(28,22),-1.60447 # DEPENDENCYPART_ARC
(28,23),-1.35282 # DEPENDENCYPART_ARC
(28,24),-1.57004 # DEPENDENCYPART_ARC
(28,25),-1.16988 # DEPENDENCYPART_ARC
(28,26),-1.64495 # DEPENDENCYPART_ARC
(28,27),-0.666742 # DEPENDENCYPART_ARC
(28,29),-0.216485 # DEPENDENCYPART_ARC
(28,30),-0.921817 # DEPENDENCYPART_ARC
(29,1),-2.81165 # DEPENDENCYPART_ARC
(29,2),-3.16128 # DEPENDENCYPART_ARC
(29,3),-4.67345 # DEPENDENCYPART_ARC
(29,4),-4.48097 # DEPENDENCYPART_ARC
(29,5),-4.84902 # DEPENDENCYPART_ARC
(29,6),-2.90524 # DEPENDENCYPART_ARC
(29,7),-2.99337 # DEPENDENCYPART_ARC
(29,8),-3.90705 # DEPENDENCYPART_ARC
(29,9),-3.50047 # DEPENDENCYPART_ARC
(29,10),-3.25824 # DEPENDENCYPART_ARC
(29,11),-3.54881 # DEPENDENCYPART_ARC
(29,12),-3.61333 # DEPENDENCYPART_ARC
(29,13),-2.91554 # DEPENDENCYPART_ARC
(29,14),-1.92564 # DEPENDENCYPART_ARC
(29,15),-2.15074 # DEPENDENCYPART_ARC
(29,16),-2.66262 # DEPENDENCYPART_ARC
(29,17),-1.62953 # DEPENDENCYPART_ARC
(29,18),-2.83601 # DEPENDENCYPART_ARC
(29,19),-1.47484 # DEPENDENCYPART_ARC
(29,20),-1.93004 # DEPENDENCYPART_ARC
(29,21),-2.33953 # DEPENDENCYPART_ARC
(29,22),-2.13341 # DEPENDENCYPART_ARC
(29,23),-0.422023 # DEPENDENCYPART_ARC
(29,24),-1.60063 # DEPENDENCYPART_ARC
(29,25),-1.22436 # DEPENDENCYPART_ARC
(29,26),-0.723927 # DEPENDENCYPART_ARC
(29,27),0.305029 # DEPENDENCYPART_ARC
(29,28),0.719116 # DEPENDENCYPART_ARC
(29,30),-0.177202 # DEPENDENCYPART_ARC
(30,1),-3.38166 # DEPENDENCYPART_ARC
(30,2),-3.80115 # DEPENDENCYPART_ARC
(30,3),-3.31045 # DEPENDENCYPART_ARC
(30,4),-3.59455 # DEPENDENCYPART_ARC
(30,5),-3.69192 # DEPENDENCYPART_ARC
(30,6),-3.50307 # DEPENDENCYPART_ARC
(30,7),-3.3957 # DEPENDENCYPART_ARC
(30,8),-3.1071 # DEPENDENCYPART_ARC
(30,9),-1.75559 # DEPENDENCYPART_ARC
(30,10),-2.28708 # DEPENDENCYPART_ARC
(30,11),-2.98514 # DEPENDENCYPART_ARC
(30,12),-2.22421 # DEPENDENCYPART_ARC
(30,13),-1.06572 # DEPENDENCYPART_ARC
(30,14),-2.09651 # DEPENDENCYPART_ARC
(30,15),-2.27357 # DEPENDENCYPART_ARC
(30,16),-2.46309 # DEPENDENCYPART_ARC
(30,17),-1.7753 # DEPENDENCYPART_ARC
(30,18),-2.18047 # DEPENDENCYPART_ARC
(30,19),-1.94676 # DEPENDENCYPART_ARC
(30,20),-2.10359 # DEPENDENCYPART_ARC
(30,21),-1.73232 # DEPENDENCYPART_ARC
(30,22),-1.65824 # DEPENDENCYPART_ARC
(30,23),-1.02007 # DEPENDENCYPART_ARC
(30,24),-1.80363 # DEPENDENCYPART_ARC
(30,25),-1.51921 # DEPENDENCYPART_ARC
(30,26),-1.41772 # DEPENDENCYPART_ARC
(30,27),-1.19706 # DEPENDENCYPART_ARC
(30,28),-0.58286 # DEPENDENCYPART_ARC
(30,29),-1.04449 # DEPENDENCYPART_ARC
