# _root_ A Fidelity spokesman says the 800-line , which already was operating but which many clients did n't know about , received about double the usual volume of calls over the weekend .
#goldHeads=3,3,4,0,6,21,6,10,10,6,10,10,19,15,16,12,16,16,18,6,4,23,26,26,26,21,26,27,21,31,29,4,
#predictedHeads=3,3,4,0,6,4,6,10,10,6,10,11,16,15,16,12,16,16,18,6,19,23,26,26,26,21,26,27,26,31,29,4,
(16,11),0.663931 # DEPENDENCYPART_ARC
(16,12),0.83337 # DEPENDENCYPART_ARC
(16,13),2.05786 # DEPENDENCYPART_ARC
(16,14),1.62049 # DEPENDENCYPART_ARC
(16,15),3.04507 # DEPENDENCYPART_ARC
(16,17),3.84357 # DEPENDENCYPART_ARC
(16,18),2.84843 # DEPENDENCYPART_ARC
(16,19),0.0268099 # DEPENDENCYPART_ARC
(16,20),1.95471 # DEPENDENCYPART_ARC
(16,21),1.33527 # DEPENDENCYPART_ARC
(16,22),-0.112095 # DEPENDENCYPART_ARC
(16,23),0.344378 # DEPENDENCYPART_ARC
(16,24),-1.21988 # DEPENDENCYPART_ARC
(16,25),-0.816503 # DEPENDENCYPART_ARC
(16,26),-0.901789 # DEPENDENCYPART_ARC
(16,27),-2.95025 # DEPENDENCYPART_ARC
(16,28),-2.90992 # DEPENDENCYPART_ARC
(16,29),-2.96534 # DEPENDENCYPART_ARC
(16,30),-1.86459 # DEPENDENCYPART_ARC
(16,31),-1.91337 # DEPENDENCYPART_ARC
(16,32),4.78451 # DEPENDENCYPART_ARC
(17,1),-1.58989 # DEPENDENCYPART_ARC
(17,2),-2.59335 # DEPENDENCYPART_ARC
(17,3),-2.82994 # DEPENDENCYPART_ARC
(17,4),-2.28401 # DEPENDENCYPART_ARC
(17,5),-1.34039 # DEPENDENCYPART_ARC
(17,6),-2.2211 # DEPENDENCYPART_ARC
(17,7),-1.25254 # DEPENDENCYPART_ARC
(17,8),-1.40491 # DEPENDENCYPART_ARC
(17,9),-1.22317 # DEPENDENCYPART_ARC
(17,10),-1.44328 # DEPENDENCYPART_ARC
(17,11),-1.37162 # DEPENDENCYPART_ARC
(17,12),-1.35872 # DEPENDENCYPART_ARC
(17,13),-0.582328 # DEPENDENCYPART_ARC
(17,14),-0.179105 # DEPENDENCYPART_ARC
(17,15),-0.555269 # DEPENDENCYPART_ARC
(17,16),0.00753444 # DEPENDENCYPART_ARC
(17,18),0.0825095 # DEPENDENCYPART_ARC
(17,19),-0.482835 # DEPENDENCYPART_ARC
(17,20),-0.378112 # DEPENDENCYPART_ARC
(17,21),-1.3585 # DEPENDENCYPART_ARC
(17,22),-2.17619 # DEPENDENCYPART_ARC
(17,23),-2.36116 # DEPENDENCYPART_ARC
(17,24),-2.15526 # DEPENDENCYPART_ARC
(17,25),-1.48397 # DEPENDENCYPART_ARC
(17,26),-2.39145 # DEPENDENCYPART_ARC
(17,27),-2.60327 # DEPENDENCYPART_ARC
(17,28),-2.3538 # DEPENDENCYPART_ARC
(17,29),-1.82742 # DEPENDENCYPART_ARC
(17,30),-2.66322 # DEPENDENCYPART_ARC
(17,31),-3.22464 # DEPENDENCYPART_ARC
(17,32),-1.41081 # DEPENDENCYPART_ARC
(18,1),-0.925683 # DEPENDENCYPART_ARC
(18,2),-1.23774 # DEPENDENCYPART_ARC
(18,3),-1.4462 # DEPENDENCYPART_ARC
(18,4),-1.29928 # DEPENDENCYPART_ARC
(18,5),-0.774549 # DEPENDENCYPART_ARC
(18,6),-1.37544 # DEPENDENCYPART_ARC
(18,7),-0.1176 # DEPENDENCYPART_ARC
(18,8),1.14667 # DEPENDENCYPART_ARC
(18,9),-0.415555 # DEPENDENCYPART_ARC
(18,10),-0.638718 # DEPENDENCYPART_ARC
(18,11),-0.254056 # DEPENDENCYPART_ARC
(18,12),-0.351736 # DEPENDENCYPART_ARC
(18,13),1.27744 # DEPENDENCYPART_ARC
(18,14),0.372149 # DEPENDENCYPART_ARC
(18,15),0.864328 # DEPENDENCYPART_ARC
(18,16),0.145666 # DEPENDENCYPART_ARC
(18,17),0.986027 # DEPENDENCYPART_ARC
(18,19),2.86819 # DEPENDENCYPART_ARC
(18,20),1.16236 # DEPENDENCYPART_ARC
(18,21),1.06105 # DEPENDENCYPART_ARC
(18,22),0.59292 # DEPENDENCYPART_ARC
(18,23),0.106736 # DEPENDENCYPART_ARC
(18,24),-1.02002 # DEPENDENCYPART_ARC
(18,25),-1.36302 # DEPENDENCYPART_ARC
(18,26),-0.680709 # DEPENDENCYPART_ARC
(18,27),0.165615 # DEPENDENCYPART_ARC
(18,28),-2.15194 # DEPENDENCYPART_ARC
(18,29),0.615702 # DEPENDENCYPART_ARC
(18,30),-1.80702 # DEPENDENCYPART_ARC
(18,31),-2.5539 # DEPENDENCYPART_ARC
(18,32),3.23208 # DEPENDENCYPART_ARC
(19,1),-1.4208 # DEPENDENCYPART_ARC
(19,2),-1.79832 # DEPENDENCYPART_ARC
(19,3),-2.16962 # DEPENDENCYPART_ARC
(19,4),-1.42318 # DEPENDENCYPART_ARC
(19,5),-0.972741 # DEPENDENCYPART_ARC
(19,6),-1.68239 # DEPENDENCYPART_ARC
(19,7),-1.13016 # DEPENDENCYPART_ARC
(19,8),0.307032 # DEPENDENCYPART_ARC
(19,9),-0.85177 # DEPENDENCYPART_ARC
(19,10),-0.620978 # DEPENDENCYPART_ARC
(19,11),-0.792656 # DEPENDENCYPART_ARC
(19,12),-0.305143 # DEPENDENCYPART_ARC
(19,13),1.08142 # DEPENDENCYPART_ARC
(19,14),-0.0125542 # DEPENDENCYPART_ARC
(19,15),-0.0155381 # DEPENDENCYPART_ARC
(19,16),0.275512 # DEPENDENCYPART_ARC
(19,17),0.487141 # DEPENDENCYPART_ARC
(19,18),1.62458 # DEPENDENCYPART_ARC
(19,20),1.75044 # DEPENDENCYPART_ARC
(19,21),1.43671 # DEPENDENCYPART_ARC
(19,22),0.432249 # DEPENDENCYPART_ARC
(19,23),0.271621 # DEPENDENCYPART_ARC
(19,24),-1.09699 # DEPENDENCYPART_ARC
(19,25),-0.184336 # DEPENDENCYPART_ARC
(19,26),0.747614 # DEPENDENCYPART_ARC
(19,27),0.924773 # DEPENDENCYPART_ARC
(19,28),-1.08935 # DEPENDENCYPART_ARC
(19,29),-0.174426 # DEPENDENCYPART_ARC
(19,30),-2.2723 # DEPENDENCYPART_ARC
(19,31),-2.27863 # DEPENDENCYPART_ARC
(19,32),0.481089 # DEPENDENCYPART_ARC
(20,1),-2.80396 # DEPENDENCYPART_ARC
(20,2),-3.23077 # DEPENDENCYPART_ARC
(20,3),-2.79584 # DEPENDENCYPART_ARC
(20,4),-2.69868 # DEPENDENCYPART_ARC
(20,5),-2.39573 # DEPENDENCYPART_ARC
(20,6),-2.64826 # DEPENDENCYPART_ARC
(20,7),-0.936857 # DEPENDENCYPART_ARC
(20,8),-1.84467 # DEPENDENCYPART_ARC
(20,9),-2.7323 # DEPENDENCYPART_ARC
(20,10),-1.75339 # DEPENDENCYPART_ARC
(20,11),-1.5714 # DEPENDENCYPART_ARC
(20,12),-2.17584 # DEPENDENCYPART_ARC
(20,13),-1.25783 # DEPENDENCYPART_ARC
(20,14),-1.65887 # DEPENDENCYPART_ARC
(20,15),-1.98334 # DEPENDENCYPART_ARC
(20,16),-1.44123 # DEPENDENCYPART_ARC
(20,17),-1.48433 # DEPENDENCYPART_ARC
(20,18),-1.1709 # DEPENDENCYPART_ARC
(20,19),-0.354223 # DEPENDENCYPART_ARC
(20,21),-0.0542612 # DEPENDENCYPART_ARC
(20,22),-0.926444 # DEPENDENCYPART_ARC
(20,23),-1.11917 # DEPENDENCYPART_ARC
(20,24),-1.56956 # DEPENDENCYPART_ARC
(20,25),-1.56154 # DEPENDENCYPART_ARC
(20,26),-2.17124 # DEPENDENCYPART_ARC
(20,27),-1.24851 # DEPENDENCYPART_ARC
(20,28),-2.22173 # DEPENDENCYPART_ARC
(20,29),-1.42878 # DEPENDENCYPART_ARC
(20,30),-2.15907 # DEPENDENCYPART_ARC
(20,31),-2.67589 # DEPENDENCYPART_ARC
(20,32),-1.62901 # DEPENDENCYPART_ARC
(21,1),-1.34358 # DEPENDENCYPART_ARC
(21,2),-0.738713 # DEPENDENCYPART_ARC
(21,3),-1.52069 # DEPENDENCYPART_ARC
(21,4),-1.02816 # DEPENDENCYPART_ARC
(21,5),-0.919702 # DEPENDENCYPART_ARC
(21,6),-1.31819 # DEPENDENCYPART_ARC
(21,7),-1.29881 # DEPENDENCYPART_ARC
(21,8),0.0351201 # DEPENDENCYPART_ARC
(21,9),-1.22901 # DEPENDENCYPART_ARC
(21,10),-0.300626 # DEPENDENCYPART_ARC
(21,11),0.0912096 # DEPENDENCYPART_ARC
(21,12),-0.613293 # DEPENDENCYPART_ARC
(21,13),0.673919 # DEPENDENCYPART_ARC
(21,14),0.343642 # DEPENDENCYPART_ARC
(21,15),0.194564 # DEPENDENCYPART_ARC
(21,16),-0.248504 # DEPENDENCYPART_ARC
(21,17),0.0669686 # DEPENDENCYPART_ARC
(21,18),0.400476 # DEPENDENCYPART_ARC
(21,19),0.81425 # DEPENDENCYPART_ARC
(21,20),1.46481 # DEPENDENCYPART_ARC
(21,22),2.03086 # DEPENDENCYPART_ARC
(21,23),1.66672 # DEPENDENCYPART_ARC
(21,24),0.0877641 # DEPENDENCYPART_ARC
(21,25),0.524087 # DEPENDENCYPART_ARC
(21,26),1.71318 # DEPENDENCYPART_ARC
(21,27),1.16491 # DEPENDENCYPART_ARC
(21,28),0.693431 # DEPENDENCYPART_ARC
(21,29),1.52411 # DEPENDENCYPART_ARC
(21,30),-0.55683 # DEPENDENCYPART_ARC
(21,31),-0.354637 # DEPENDENCYPART_ARC
(21,32),2.64128 # DEPENDENCYPART_ARC
(22,1),-1.65096 # DEPENDENCYPART_ARC
(22,2),-2.61938 # DEPENDENCYPART_ARC
(22,3),-3.02499 # DEPENDENCYPART_ARC
(22,4),-2.3479 # DEPENDENCYPART_ARC
(22,5),-1.34344 # DEPENDENCYPART_ARC
(22,6),-2.44941 # DEPENDENCYPART_ARC
(22,7),-1.46083 # DEPENDENCYPART_ARC
(22,8),-1.68897 # DEPENDENCYPART_ARC
(22,9),-1.09517 # DEPENDENCYPART_ARC
(22,10),-1.57364 # DEPENDENCYPART_ARC
(22,11),-1.64445 # DEPENDENCYPART_ARC
(22,12),-1.16776 # DEPENDENCYPART_ARC
(22,13),-0.912113 # DEPENDENCYPART_ARC
(22,14),-0.556323 # DEPENDENCYPART_ARC
(22,15),-1.11097 # DEPENDENCYPART_ARC
(22,16),-0.871514 # DEPENDENCYPART_ARC
(22,17),-0.109156 # DEPENDENCYPART_ARC
(22,18),-0.641816 # DEPENDENCYPART_ARC
(22,19),0.745452 # DEPENDENCYPART_ARC
(22,20),0.386522 # DEPENDENCYPART_ARC
(22,21),1.02386 # DEPENDENCYPART_ARC
(22,23),1.61288 # DEPENDENCYPART_ARC
(22,24),0.75545 # DEPENDENCYPART_ARC
(22,25),0.971272 # DEPENDENCYPART_ARC
(22,26),0.706947 # DEPENDENCYPART_ARC
(22,27),0.492823 # DEPENDENCYPART_ARC
(22,28),0.144143 # DEPENDENCYPART_ARC
(22,29),0.484708 # DEPENDENCYPART_ARC
(22,30),-0.509587 # DEPENDENCYPART_ARC
(22,31),-0.770887 # DEPENDENCYPART_ARC
(22,32),-0.118433 # DEPENDENCYPART_ARC
(23,1),-1.27908 # DEPENDENCYPART_ARC
(23,2),-2.42168 # DEPENDENCYPART_ARC
(23,3),-2.84669 # DEPENDENCYPART_ARC
(23,4),-2.03671 # DEPENDENCYPART_ARC
(23,5),-1.00058 # DEPENDENCYPART_ARC
(23,6),-2.22861 # DEPENDENCYPART_ARC
(23,7),-1.44279 # DEPENDENCYPART_ARC
(23,8),-1.41878 # DEPENDENCYPART_ARC
(23,9),-0.623339 # DEPENDENCYPART_ARC
(23,10),-1.16795 # DEPENDENCYPART_ARC
(23,11),-1.26792 # DEPENDENCYPART_ARC
(23,12),-0.589745 # DEPENDENCYPART_ARC
(23,13),-0.611718 # DEPENDENCYPART_ARC
(23,14),-0.126841 # DEPENDENCYPART_ARC
(23,15),-0.821899 # DEPENDENCYPART_ARC
(23,16),-0.53388 # DEPENDENCYPART_ARC
(23,17),0.396762 # DEPENDENCYPART_ARC
(23,18),-0.39097 # DEPENDENCYPART_ARC
(23,19),1.03084 # DEPENDENCYPART_ARC
(23,20),0.331409 # DEPENDENCYPART_ARC
(23,21),0.677371 # DEPENDENCYPART_ARC
(23,22),3.17429 # DEPENDENCYPART_ARC
(23,24),1.31044 # DEPENDENCYPART_ARC
(23,25),1.24184 # DEPENDENCYPART_ARC
(23,26),0.344704 # DEPENDENCYPART_ARC
(23,27),0.581832 # DEPENDENCYPART_ARC
(23,28),-0.246419 # DEPENDENCYPART_ARC
(23,29),0.861147 # DEPENDENCYPART_ARC
(23,30),-0.266247 # DEPENDENCYPART_ARC
(23,31),-1.0301 # DEPENDENCYPART_ARC
(23,32),-0.348579 # DEPENDENCYPART_ARC
(24,1),-3.98145 # DEPENDENCYPART_ARC
(24,2),-4.12082 # DEPENDENCYPART_ARC
(24,3),-4.41491 # DEPENDENCYPART_ARC
(24,4),-3.82788 # DEPENDENCYPART_ARC
(24,5),-3.347 # DEPENDENCYPART_ARC
(24,6),-3.9451 # DEPENDENCYPART_ARC
(24,7),-3.27656 # DEPENDENCYPART_ARC
(24,8),-2.50891 # DEPENDENCYPART_ARC
(24,9),-3.13786 # DEPENDENCYPART_ARC
(24,10),-3.05838 # DEPENDENCYPART_ARC
(24,11),-2.91282 # DEPENDENCYPART_ARC
(24,12),-3.3898 # DEPENDENCYPART_ARC
(24,13),-2.025 # DEPENDENCYPART_ARC
(24,14),-2.57068 # DEPENDENCYPART_ARC
(24,15),-2.67643 # DEPENDENCYPART_ARC
(24,16),-2.39626 # DEPENDENCYPART_ARC
(24,17),-1.96573 # DEPENDENCYPART_ARC
(24,18),-1.84226 # DEPENDENCYPART_ARC
(24,19),-1.48254 # DEPENDENCYPART_ARC
(24,20),-1.60181 # DEPENDENCYPART_ARC
(24,21),-1.51725 # DEPENDENCYPART_ARC
(24,22),-0.5835 # DEPENDENCYPART_ARC
(24,23),0.0981168 # DEPENDENCYPART_ARC
(24,25),-0.537116 # DEPENDENCYPART_ARC
(24,26),-1.11003 # DEPENDENCYPART_ARC
(24,27),-1.14646 # DEPENDENCYPART_ARC
(24,28),-1.67181 # DEPENDENCYPART_ARC
(24,29),-2.73047 # DEPENDENCYPART_ARC
(24,30),-2.5871 # DEPENDENCYPART_ARC
(24,31),-2.13899 # DEPENDENCYPART_ARC
(24,32),-1.84952 # DEPENDENCYPART_ARC
(25,1),-3.20251 # DEPENDENCYPART_ARC
(25,2),-3.82894 # DEPENDENCYPART_ARC
(25,3),-3.54692 # DEPENDENCYPART_ARC
(25,4),-3.33244 # DEPENDENCYPART_ARC
(25,5),-2.69369 # DEPENDENCYPART_ARC
(25,6),-3.30461 # DEPENDENCYPART_ARC
(25,7),-2.1185 # DEPENDENCYPART_ARC
(25,8),-1.98253 # DEPENDENCYPART_ARC
(25,9),-3.00868 # DEPENDENCYPART_ARC
(25,10),-3.08273 # DEPENDENCYPART_ARC
(25,11),-2.49748 # DEPENDENCYPART_ARC
(25,12),-2.64329 # DEPENDENCYPART_ARC
(25,13),-1.45526 # DEPENDENCYPART_ARC
(25,14),-1.57792 # DEPENDENCYPART_ARC
(25,15),-2.20773 # DEPENDENCYPART_ARC
(25,16),-2.31107 # DEPENDENCYPART_ARC
(25,17),-2.38107 # DEPENDENCYPART_ARC
(25,18),-1.49571 # DEPENDENCYPART_ARC
(25,19),0.479698 # DEPENDENCYPART_ARC
(25,20),-0.693079 # DEPENDENCYPART_ARC
(25,21),-1.12349 # DEPENDENCYPART_ARC
(25,22),0.766574 # DEPENDENCYPART_ARC
(25,23),0.388431 # DEPENDENCYPART_ARC
(25,24),1.96481 # DEPENDENCYPART_ARC
(25,26),0.672345 # DEPENDENCYPART_ARC
(25,27),0.0773487 # DEPENDENCYPART_ARC
(25,28),-0.533886 # DEPENDENCYPART_ARC
(25,29),-0.61487 # DEPENDENCYPART_ARC
(25,30),-1.932 # DEPENDENCYPART_ARC
(25,31),-1.52608 # DEPENDENCYPART_ARC
(25,32),-0.773042 # DEPENDENCYPART_ARC
(26,1),-4.65622 # DEPENDENCYPART_ARC
(26,2),-8.18751 # DEPENDENCYPART_ARC
(26,3),-6.32357 # DEPENDENCYPART_ARC
(26,4),-2.68834 # DEPENDENCYPART_ARC
(26,5),-3.718 # DEPENDENCYPART_ARC
(26,6),-4.95373 # DEPENDENCYPART_ARC
(26,7),-2.50726 # DEPENDENCYPART_ARC
(26,8),-1.96293 # DEPENDENCYPART_ARC
(26,9),-3.93986 # DEPENDENCYPART_ARC
(26,10),-1.16634 # DEPENDENCYPART_ARC
(26,11),-0.395328 # DEPENDENCYPART_ARC
(26,12),-1.43102 # DEPENDENCYPART_ARC
(26,13),-1.06684 # DEPENDENCYPART_ARC
(26,14),-1.39969 # DEPENDENCYPART_ARC
(26,15),-1.1402 # DEPENDENCYPART_ARC
(26,16),-0.83449 # DEPENDENCYPART_ARC
(26,17),-2.35206 # DEPENDENCYPART_ARC
(26,18),-0.940984 # DEPENDENCYPART_ARC
(26,19),1.13369 # DEPENDENCYPART_ARC
(26,20),-0.0872328 # DEPENDENCYPART_ARC
(26,21),0.0177743 # DEPENDENCYPART_ARC
(26,22),1.85819 # DEPENDENCYPART_ARC
(26,23),2.23089 # DEPENDENCYPART_ARC
(26,24),4.58991 # DEPENDENCYPART_ARC
(26,25),4.5623 # DEPENDENCYPART_ARC
(26,27),4.32505 # DEPENDENCYPART_ARC
(26,28),1.8824 # DEPENDENCYPART_ARC
(26,29),2.86275 # DEPENDENCYPART_ARC
(26,30),0.435753 # DEPENDENCYPART_ARC
(26,31),0.45157 # DEPENDENCYPART_ARC
(26,32),1.01646 # DEPENDENCYPART_ARC
(27,1),-4.05032 # DEPENDENCYPART_ARC
(27,2),-3.46323 # DEPENDENCYPART_ARC
(27,3),-4.60717 # DEPENDENCYPART_ARC
(27,4),-3.34913 # DEPENDENCYPART_ARC
(27,5),-3.45177 # DEPENDENCYPART_ARC
(27,6),-4.15564 # DEPENDENCYPART_ARC
(27,7),-3.48292 # DEPENDENCYPART_ARC
(27,8),-0.370977 # DEPENDENCYPART_ARC
(27,9),-2.30451 # DEPENDENCYPART_ARC
(27,10),-2.50606 # DEPENDENCYPART_ARC
(27,11),-2.74654 # DEPENDENCYPART_ARC
(27,12),-2.08868 # DEPENDENCYPART_ARC
(27,13),0.0233489 # DEPENDENCYPART_ARC
(27,14),-2.07109 # DEPENDENCYPART_ARC
(27,15),-2.48815 # DEPENDENCYPART_ARC
(27,16),-1.83139 # DEPENDENCYPART_ARC
(27,17),-1.56331 # DEPENDENCYPART_ARC
(27,18),-1.29034 # DEPENDENCYPART_ARC
(27,19),-0.831174 # DEPENDENCYPART_ARC
(27,20),-1.44902 # DEPENDENCYPART_ARC
(27,21),-1.00502 # DEPENDENCYPART_ARC
(27,22),-0.2464 # DEPENDENCYPART_ARC
(27,23),-0.481026 # DEPENDENCYPART_ARC
(27,24),-0.31617 # DEPENDENCYPART_ARC
(27,25),-0.640944 # DEPENDENCYPART_ARC
(27,26),-0.0441828 # DEPENDENCYPART_ARC
(27,28),3.66199 # DEPENDENCYPART_ARC
(27,29),-0.0793687 # DEPENDENCYPART_ARC
(27,30),-1.31535 # DEPENDENCYPART_ARC
(27,31),-0.176163 # DEPENDENCYPART_ARC
(27,32),-1.17941 # DEPENDENCYPART_ARC
(28,1),-6.41425 # DEPENDENCYPART_ARC
(28,2),-8.24422 # DEPENDENCYPART_ARC
(28,3),-5.82284 # DEPENDENCYPART_ARC
(28,4),-2.94356 # DEPENDENCYPART_ARC
(28,5),-5.18525 # DEPENDENCYPART_ARC
(28,6),-5.38683 # DEPENDENCYPART_ARC
(28,7),-3.09729 # DEPENDENCYPART_ARC
(28,8),-3.22655 # DEPENDENCYPART_ARC
(28,9),-3.97547 # DEPENDENCYPART_ARC
(28,10),-2.44085 # DEPENDENCYPART_ARC
(28,11),-2.56978 # DEPENDENCYPART_ARC
(28,12),-2.5025 # DEPENDENCYPART_ARC
(28,13),-2.31001 # DEPENDENCYPART_ARC
(28,14),-2.21043 # DEPENDENCYPART_ARC
(28,15),-3.60575 # DEPENDENCYPART_ARC
(28,16),-1.99858 # DEPENDENCYPART_ARC
(28,17),-2.62094 # DEPENDENCYPART_ARC
(28,18),-1.74688 # DEPENDENCYPART_ARC
(28,19),-1.12353 # DEPENDENCYPART_ARC
(28,20),-0.634375 # DEPENDENCYPART_ARC
(28,21),-1.11123 # DEPENDENCYPART_ARC
(28,22),-0.572053 # DEPENDENCYPART_ARC
(28,23),0.518964 # DEPENDENCYPART_ARC
(28,24),1.60893 # DEPENDENCYPART_ARC
(28,25),0.703748 # DEPENDENCYPART_ARC
(28,26),0.310298 # DEPENDENCYPART_ARC
(28,27),1.58192 # DEPENDENCYPART_ARC
(28,29),2.42406 # DEPENDENCYPART_ARC
(28,30),0.0852082 # DEPENDENCYPART_ARC
(28,31),0.315429 # DEPENDENCYPART_ARC
(28,32),0.422952 # DEPENDENCYPART_ARC
(29,1),-3.31015 # DEPENDENCYPART_ARC
(29,2),-3.61991 # DEPENDENCYPART_ARC
(29,3),-4.6799 # DEPENDENCYPART_ARC
(29,4),-3.10628 # DEPENDENCYPART_ARC
(29,5),-2.79923 # DEPENDENCYPART_ARC
(29,6),-4.16307 # DEPENDENCYPART_ARC
(29,7),-2.77106 # DEPENDENCYPART_ARC
(29,8),-1.15604 # DEPENDENCYPART_ARC
(29,9),-2.85881 # DEPENDENCYPART_ARC
(29,10),-2.39008 # DEPENDENCYPART_ARC
(29,11),-2.66426 # DEPENDENCYPART_ARC
(29,12),-1.90723 # DEPENDENCYPART_ARC
(29,13),-0.624002 # DEPENDENCYPART_ARC
(29,14),-1.75821 # DEPENDENCYPART_ARC
(29,15),-1.9994 # DEPENDENCYPART_ARC
(29,16),-1.66776 # DEPENDENCYPART_ARC
(29,17),-2.12747 # DEPENDENCYPART_ARC
(29,18),-1.39305 # DEPENDENCYPART_ARC
(29,19),-0.926283 # DEPENDENCYPART_ARC
(29,20),-1.19841 # DEPENDENCYPART_ARC
(29,21),-0.937759 # DEPENDENCYPART_ARC
(29,22),-0.959899 # DEPENDENCYPART_ARC
(29,23),-1.03489 # DEPENDENCYPART_ARC
(29,24),-0.117269 # DEPENDENCYPART_ARC
(29,25),-0.45727 # DEPENDENCYPART_ARC
(29,26),-0.411469 # DEPENDENCYPART_ARC
(29,27),0.0547183 # DEPENDENCYPART_ARC
(29,28),1.0683 # DEPENDENCYPART_ARC
(29,30),0.219586 # DEPENDENCYPART_ARC
(29,31),3.78852 # DEPENDENCYPART_ARC
(29,32),-0.705634 # DEPENDENCYPART_ARC
(30,1),-4.51727 # DEPENDENCYPART_ARC
(30,2),-4.66638 # DEPENDENCYPART_ARC
(30,3),-4.88979 # DEPENDENCYPART_ARC
(30,4),-4.23477 # DEPENDENCYPART_ARC
(30,5),-3.92053 # DEPENDENCYPART_ARC
(30,6),-4.74536 # DEPENDENCYPART_ARC
(30,7),-3.83783 # DEPENDENCYPART_ARC
(30,8),-2.95344 # DEPENDENCYPART_ARC
(30,9),-3.70696 # DEPENDENCYPART_ARC
(30,10),-3.60336 # DEPENDENCYPART_ARC
(30,11),-3.46845 # DEPENDENCYPART_ARC
(30,12),-3.85494 # DEPENDENCYPART_ARC
(30,13),-2.54766 # DEPENDENCYPART_ARC
(30,14),-3.22161 # DEPENDENCYPART_ARC
(30,15),-3.31674 # DEPENDENCYPART_ARC
(30,16),-2.95661 # DEPENDENCYPART_ARC
(30,17),-2.75805 # DEPENDENCYPART_ARC
(30,18),-2.60483 # DEPENDENCYPART_ARC
(30,19),-1.84778 # DEPENDENCYPART_ARC
(30,20),-2.45765 # DEPENDENCYPART_ARC
(30,21),-2.45669 # DEPENDENCYPART_ARC
(30,22),-2.20143 # DEPENDENCYPART_ARC
(30,23),-2.18182 # DEPENDENCYPART_ARC
(30,24),-1.49775 # DEPENDENCYPART_ARC
(30,25),-1.77836 # DEPENDENCYPART_ARC
(30,26),-1.95568 # DEPENDENCYPART_ARC
(30,27),-1.04086 # DEPENDENCYPART_ARC
(30,28),-1.33552 # DEPENDENCYPART_ARC
(30,29),0.264324 # DEPENDENCYPART_ARC
(30,31),0.121465 # DEPENDENCYPART_ARC
(30,32),-1.96983 # DEPENDENCYPART_ARC
(31,1),-7.61822 # DEPENDENCYPART_ARC
(31,2),-11.9558 # DEPENDENCYPART_ARC
(31,3),-9.70176 # DEPENDENCYPART_ARC
(31,4),-3.44296 # DEPENDENCYPART_ARC
(31,5),-8.30086 # DEPENDENCYPART_ARC
(31,6),-8.53238 # DEPENDENCYPART_ARC
(31,7),-3.85001 # DEPENDENCYPART_ARC
(31,8),-3.62503 # DEPENDENCYPART_ARC
(31,9),-6.07682 # DEPENDENCYPART_ARC
(31,10),-2.07522 # DEPENDENCYPART_ARC
(31,11),-1.92705 # DEPENDENCYPART_ARC
(31,12),-1.88792 # DEPENDENCYPART_ARC
(31,13),-2.63568 # DEPENDENCYPART_ARC
(31,14),-4.34105 # DEPENDENCYPART_ARC
(31,15),-2.84442 # DEPENDENCYPART_ARC
(31,16),-1.909 # DEPENDENCYPART_ARC
(31,17),-4.72804 # DEPENDENCYPART_ARC
(31,18),-2.63967 # DEPENDENCYPART_ARC
(31,19),-0.498316 # DEPENDENCYPART_ARC
(31,20),-1.50468 # DEPENDENCYPART_ARC
(31,21),-2.38841 # DEPENDENCYPART_ARC
(31,22),-1.11006 # DEPENDENCYPART_ARC
(31,23),-1.01724 # DEPENDENCYPART_ARC
(31,24),-1.53466 # DEPENDENCYPART_ARC
(31,25),-1.2781 # DEPENDENCYPART_ARC
(31,26),-2.27001 # DEPENDENCYPART_ARC
(31,27),-0.286714 # DEPENDENCYPART_ARC
(31,28),-0.274903 # DEPENDENCYPART_ARC
(31,29),1.06951 # DEPENDENCYPART_ARC
(31,30),4.81756 # DEPENDENCYPART_ARC
(31,32),-0.114625 # DEPENDENCYPART_ARC
(32,1),-4.21893 # DEPENDENCYPART_ARC
(32,2),-3.70904 # DEPENDENCYPART_ARC
(32,3),-2.54064 # DEPENDENCYPART_ARC
(32,4),-3.44435 # DEPENDENCYPART_ARC
(32,5),-3.06857 # DEPENDENCYPART_ARC
(32,6),-2.70003 # DEPENDENCYPART_ARC
(32,7),-1.76589 # DEPENDENCYPART_ARC
(32,8),-2.48118 # DEPENDENCYPART_ARC
(32,9),-2.50512 # DEPENDENCYPART_ARC
(32,10),-1.88274 # DEPENDENCYPART_ARC
(32,11),-1.85117 # DEPENDENCYPART_ARC
(32,12),-2.30528 # DEPENDENCYPART_ARC
(32,13),-1.91167 # DEPENDENCYPART_ARC
(32,14),-2.58143 # DEPENDENCYPART_ARC
(32,15),-2.06297 # DEPENDENCYPART_ARC
(32,16),-1.20937 # DEPENDENCYPART_ARC
(32,17),-1.70515 # DEPENDENCYPART_ARC
(32,18),-2.08961 # DEPENDENCYPART_ARC
(32,19),-2.06702 # DEPENDENCYPART_ARC
(32,20),-0.375815 # DEPENDENCYPART_ARC
(32,21),-1.41504 # DEPENDENCYPART_ARC
(32,22),-1.36857 # DEPENDENCYPART_ARC
(32,23),-1.28896 # DEPENDENCYPART_ARC
(32,24),-1.00759 # DEPENDENCYPART_ARC
(32,25),-1.46359 # DEPENDENCYPART_ARC
(32,26),-1.07714 # DEPENDENCYPART_ARC
(32,27),-1.518 # DEPENDENCYPART_ARC
(32,28),-1.20739 # DEPENDENCYPART_ARC
