# _root_ UAL , the takeover stock at the center of Friday 's 190.58-point market plunge , fell 56 7\/8 to 222 7\/8 on nearly 2.3 million shares .
#goldHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
#predictedHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
(19,13),-1.39034 # DEPENDENCYPART_ARC
(19,14),-1.24723 # DEPENDENCYPART_ARC
(19,15),-0.428127 # DEPENDENCYPART_ARC
(19,16),-0.344038 # DEPENDENCYPART_ARC
(19,17),0.0339937 # DEPENDENCYPART_ARC
(19,18),0.443111 # DEPENDENCYPART_ARC
(19,20),1.222 # DEPENDENCYPART_ARC
(19,21),2.8395 # DEPENDENCYPART_ARC
(19,22),0.394471 # DEPENDENCYPART_ARC
(19,23),-0.374506 # DEPENDENCYPART_ARC
(19,24),0.0369383 # DEPENDENCYPART_ARC
(19,25),-0.451096 # DEPENDENCYPART_ARC
(19,26),-0.864998 # DEPENDENCYPART_ARC
(19,27),-0.363889 # DEPENDENCYPART_ARC
(20,1),-3.05399 # DEPENDENCYPART_ARC
(20,2),-2.58392 # DEPENDENCYPART_ARC
(20,3),-1.83057 # DEPENDENCYPART_ARC
(20,4),-2.95671 # DEPENDENCYPART_ARC
(20,5),-2.84048 # DEPENDENCYPART_ARC
(20,6),-2.68736 # DEPENDENCYPART_ARC
(20,7),-1.27218 # DEPENDENCYPART_ARC
(20,8),-2.49902 # DEPENDENCYPART_ARC
(20,9),-0.878099 # DEPENDENCYPART_ARC
(20,10),-1.51795 # DEPENDENCYPART_ARC
(20,11),-1.93453 # DEPENDENCYPART_ARC
(20,12),-0.975046 # DEPENDENCYPART_ARC
(20,13),-1.81741 # DEPENDENCYPART_ARC
(20,14),-1.7149 # DEPENDENCYPART_ARC
(20,15),-0.446469 # DEPENDENCYPART_ARC
(20,16),-0.910069 # DEPENDENCYPART_ARC
(20,17),0.802172 # DEPENDENCYPART_ARC
(20,18),0.532954 # DEPENDENCYPART_ARC
(20,19),1.63662 # DEPENDENCYPART_ARC
(20,21),0.750521 # DEPENDENCYPART_ARC
(20,22),-0.195946 # DEPENDENCYPART_ARC
(20,23),-0.195187 # DEPENDENCYPART_ARC
(20,24),-0.508786 # DEPENDENCYPART_ARC
(20,25),-0.442699 # DEPENDENCYPART_ARC
(20,26),-0.890336 # DEPENDENCYPART_ARC
(20,27),-0.174388 # DEPENDENCYPART_ARC
(21,1),-2.13754 # DEPENDENCYPART_ARC
(21,2),-1.4709 # DEPENDENCYPART_ARC
(21,3),-0.404711 # DEPENDENCYPART_ARC
(21,4),-2.02833 # DEPENDENCYPART_ARC
(21,5),-1.92754 # DEPENDENCYPART_ARC
(21,6),-1.93481 # DEPENDENCYPART_ARC
(21,7),0.140677 # DEPENDENCYPART_ARC
(21,8),-1.58083 # DEPENDENCYPART_ARC
(21,9),0.0019623 # DEPENDENCYPART_ARC
(21,10),-0.75127 # DEPENDENCYPART_ARC
(21,11),-0.917867 # DEPENDENCYPART_ARC
(21,12),0.30425 # DEPENDENCYPART_ARC
(21,13),-0.926453 # DEPENDENCYPART_ARC
(21,14),-0.83105 # DEPENDENCYPART_ARC
(21,15),0.38201 # DEPENDENCYPART_ARC
(21,16),-0.064744 # DEPENDENCYPART_ARC
(21,17),2.06898 # DEPENDENCYPART_ARC
(21,18),0.69459 # DEPENDENCYPART_ARC
(21,19),2.27344 # DEPENDENCYPART_ARC
(21,20),3.87758 # DEPENDENCYPART_ARC
(21,22),1.548 # DEPENDENCYPART_ARC
(21,23),0.977031 # DEPENDENCYPART_ARC
(21,24),0.743865 # DEPENDENCYPART_ARC
(21,25),0.675577 # DEPENDENCYPART_ARC
(21,26),0.362061 # DEPENDENCYPART_ARC
(21,27),0.829119 # DEPENDENCYPART_ARC
(22,1),-3.54868 # DEPENDENCYPART_ARC
(22,2),-3.20661 # DEPENDENCYPART_ARC
(22,3),-2.87104 # DEPENDENCYPART_ARC
(22,4),-2.88271 # DEPENDENCYPART_ARC
(22,5),-3.25872 # DEPENDENCYPART_ARC
(22,6),-2.67599 # DEPENDENCYPART_ARC
(22,7),-2.50104 # DEPENDENCYPART_ARC
(22,8),-2.46145 # DEPENDENCYPART_ARC
(22,9),-2.18877 # DEPENDENCYPART_ARC
(22,10),-2.30064 # DEPENDENCYPART_ARC
(22,11),-1.73 # DEPENDENCYPART_ARC
(22,12),-1.36426 # DEPENDENCYPART_ARC
(22,13),-2.11863 # DEPENDENCYPART_ARC
(22,14),-2.36645 # DEPENDENCYPART_ARC
(22,15),-1.54574 # DEPENDENCYPART_ARC
(22,16),-1.28323 # DEPENDENCYPART_ARC
(22,17),-1.02292 # DEPENDENCYPART_ARC
(22,18),-0.967161 # DEPENDENCYPART_ARC
(22,19),-0.45975 # DEPENDENCYPART_ARC
(22,20),-0.707166 # DEPENDENCYPART_ARC
(22,21),-0.30018 # DEPENDENCYPART_ARC
(22,23),1.28847 # DEPENDENCYPART_ARC
(22,24),2.01568 # DEPENDENCYPART_ARC
(22,25),0.898074 # DEPENDENCYPART_ARC
(22,26),3.2477 # DEPENDENCYPART_ARC
(22,27),-0.400651 # DEPENDENCYPART_ARC
(23,1),-3.76122 # DEPENDENCYPART_ARC
(23,2),-2.97126 # DEPENDENCYPART_ARC
(23,3),-2.24896 # DEPENDENCYPART_ARC
(23,4),-3.52083 # DEPENDENCYPART_ARC
(23,5),-3.6742 # DEPENDENCYPART_ARC
(23,6),-2.60055 # DEPENDENCYPART_ARC
(23,7),-1.78823 # DEPENDENCYPART_ARC
(23,8),-3.02031 # DEPENDENCYPART_ARC
(23,9),-2.24494 # DEPENDENCYPART_ARC
(23,10),-2.73174 # DEPENDENCYPART_ARC
(23,11),-2.42913 # DEPENDENCYPART_ARC
(23,12),-1.88937 # DEPENDENCYPART_ARC
(23,13),-2.71501 # DEPENDENCYPART_ARC
(23,14),-2.62711 # DEPENDENCYPART_ARC
(23,15),-1.86379 # DEPENDENCYPART_ARC
(23,16),-1.8026 # DEPENDENCYPART_ARC
(23,17),-1.44102 # DEPENDENCYPART_ARC
(23,18),-1.21735 # DEPENDENCYPART_ARC
(23,19),-1.23191 # DEPENDENCYPART_ARC
(23,20),-0.838939 # DEPENDENCYPART_ARC
(23,21),-0.663824 # DEPENDENCYPART_ARC
(23,22),0.578094 # DEPENDENCYPART_ARC
(23,24),4.75538 # DEPENDENCYPART_ARC
(23,25),5.55068 # DEPENDENCYPART_ARC
(23,26),1.03659 # DEPENDENCYPART_ARC
(23,27),0.650856 # DEPENDENCYPART_ARC
(24,1),-4.63213 # DEPENDENCYPART_ARC
(24,2),-3.53659 # DEPENDENCYPART_ARC
(24,3),-3.26646 # DEPENDENCYPART_ARC
(24,4),-4.392 # DEPENDENCYPART_ARC
(24,5),-4.232 # DEPENDENCYPART_ARC
(24,6),-4.54258 # DEPENDENCYPART_ARC
(24,7),-2.68026 # DEPENDENCYPART_ARC
(24,8),-3.91963 # DEPENDENCYPART_ARC
(24,9),-2.42423 # DEPENDENCYPART_ARC
(24,10),-3.11552 # DEPENDENCYPART_ARC
(24,11),-3.31094 # DEPENDENCYPART_ARC
(24,12),-2.4853 # DEPENDENCYPART_ARC
(24,13),-3.41625 # DEPENDENCYPART_ARC
(24,14),-3.14226 # DEPENDENCYPART_ARC
(24,15),-1.83976 # DEPENDENCYPART_ARC
(24,16),-2.47648 # DEPENDENCYPART_ARC
(24,17),-1.31062 # DEPENDENCYPART_ARC
(24,18),-2.16648 # DEPENDENCYPART_ARC
(24,19),-1.41622 # DEPENDENCYPART_ARC
(24,20),-0.770431 # DEPENDENCYPART_ARC
(24,21),-1.28583 # DEPENDENCYPART_ARC
(24,22),-0.536327 # DEPENDENCYPART_ARC
(24,23),0.929507 # DEPENDENCYPART_ARC
(24,25),1.32654 # DEPENDENCYPART_ARC
(24,26),0.16939 # DEPENDENCYPART_ARC
(24,27),-0.284017 # DEPENDENCYPART_ARC
(25,1),-3.43979 # DEPENDENCYPART_ARC
(25,2),-2.6348 # DEPENDENCYPART_ARC
(25,3),-2.37906 # DEPENDENCYPART_ARC
(25,4),-3.51172 # DEPENDENCYPART_ARC
(25,5),-3.30273 # DEPENDENCYPART_ARC
(25,6),-3.33247 # DEPENDENCYPART_ARC
(25,7),-1.84502 # DEPENDENCYPART_ARC
(25,8),-2.93296 # DEPENDENCYPART_ARC
(25,9),-0.882899 # DEPENDENCYPART_ARC
(25,10),-1.79046 # DEPENDENCYPART_ARC
(25,11),-2.35676 # DEPENDENCYPART_ARC
(25,12),-1.29476 # DEPENDENCYPART_ARC
(25,13),-2.45698 # DEPENDENCYPART_ARC
(25,14),-2.39083 # DEPENDENCYPART_ARC
(25,15),-0.776415 # DEPENDENCYPART_ARC
(25,16),-1.2098 # DEPENDENCYPART_ARC
(25,17),0.720919 # DEPENDENCYPART_ARC
(25,18),-0.146425 # DEPENDENCYPART_ARC
(25,19),0.821496 # DEPENDENCYPART_ARC
(25,20),1.17563 # DEPENDENCYPART_ARC
(25,21),0.0324063 # DEPENDENCYPART_ARC
(25,22),0.727711 # DEPENDENCYPART_ARC
(25,23),1.25534 # DEPENDENCYPART_ARC
(25,24),2.74612 # DEPENDENCYPART_ARC
(25,26),0.138983 # DEPENDENCYPART_ARC
(25,27),-1.0062 # DEPENDENCYPART_ARC
(26,1),-5.35433 # DEPENDENCYPART_ARC
(26,2),-2.64523 # DEPENDENCYPART_ARC
(26,3),-5.69737 # DEPENDENCYPART_ARC
(26,4),-3.24696 # DEPENDENCYPART_ARC
(26,5),-5.49686 # DEPENDENCYPART_ARC
(26,6),-1.9292 # DEPENDENCYPART_ARC
(26,7),-2.7985 # DEPENDENCYPART_ARC
(26,8),-3.27844 # DEPENDENCYPART_ARC
(26,9),-0.614403 # DEPENDENCYPART_ARC
(26,10),-1.39515 # DEPENDENCYPART_ARC
(26,11),-0.617463 # DEPENDENCYPART_ARC
(26,12),-0.566118 # DEPENDENCYPART_ARC
(26,13),-2.62752 # DEPENDENCYPART_ARC
(26,14),-4.0342 # DEPENDENCYPART_ARC
(26,15),-1.86021 # DEPENDENCYPART_ARC
(26,16),-0.678654 # DEPENDENCYPART_ARC
(26,17),-1.41786 # DEPENDENCYPART_ARC
(26,18),-1.23364 # DEPENDENCYPART_ARC
(26,19),0.151628 # DEPENDENCYPART_ARC
(26,20),-0.81569 # DEPENDENCYPART_ARC
(26,21),0.551509 # DEPENDENCYPART_ARC
(26,22),0.889266 # DEPENDENCYPART_ARC
(26,23),3.52101 # DEPENDENCYPART_ARC
(26,24),2.37999 # DEPENDENCYPART_ARC
(26,25),3.55147 # DEPENDENCYPART_ARC
(26,27),0.348398 # DEPENDENCYPART_ARC
(27,1),-3.38021 # DEPENDENCYPART_ARC
(27,2),-2.07811 # DEPENDENCYPART_ARC
(27,3),-2.96641 # DEPENDENCYPART_ARC
(27,4),-3.49596 # DEPENDENCYPART_ARC
(27,5),-3.21471 # DEPENDENCYPART_ARC
(27,6),-3.11473 # DEPENDENCYPART_ARC
(27,7),-2.51649 # DEPENDENCYPART_ARC
(27,8),-3.18797 # DEPENDENCYPART_ARC
(27,9),-2.50832 # DEPENDENCYPART_ARC
(27,10),-2.51108 # DEPENDENCYPART_ARC
(27,11),-2.3478 # DEPENDENCYPART_ARC
(27,12),-2.38768 # DEPENDENCYPART_ARC
(27,13),-2.66932 # DEPENDENCYPART_ARC
(27,14),-2.6286 # DEPENDENCYPART_ARC
(27,15),-1.42155 # DEPENDENCYPART_ARC
(27,16),-1.21177 # DEPENDENCYPART_ARC
(27,17),-2.01152 # DEPENDENCYPART_ARC
(27,18),-1.94442 # DEPENDENCYPART_ARC
(27,19),-1.45268 # DEPENDENCYPART_ARC
(27,20),-1.71069 # DEPENDENCYPART_ARC
(27,21),-1.56906 # DEPENDENCYPART_ARC
(27,22),-1.44758 # DEPENDENCYPART_ARC
(27,23),-1.18295 # DEPENDENCYPART_ARC
(27,24),-1.08716 # DEPENDENCYPART_ARC
(27,25),-1.51107 # DEPENDENCYPART_ARC
(27,26),-1.51165 # DEPENDENCYPART_ARC
