# _root_ Burmah , which owns the Castrol brand of lubricant oils , reported a 17 % rise in net income to # 43.5 million ( $ 68.3 million ) in the first half .
#goldHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,16,32,32,29,12,
#predictedHeads=12,1,4,1,7,7,4,7,10,8,1,0,16,15,16,12,16,19,17,16,20,21,21,25,21,25,25,25,20,32,32,29,12,
(15,26),-1.06149 # DEPENDENCYPART_ARC
(15,27),-1.58324 # DEPENDENCYPART_ARC
(15,28),-0.81518 # DEPENDENCYPART_ARC
(15,29),-1.23391 # DEPENDENCYPART_ARC
(15,30),-1.60684 # DEPENDENCYPART_ARC
(15,31),-1.47986 # DEPENDENCYPART_ARC
(15,32),-1.00761 # DEPENDENCYPART_ARC
(15,33),0.131263 # DEPENDENCYPART_ARC
(16,1),-5.77764 # DEPENDENCYPART_ARC
(16,2),-1.49952 # DEPENDENCYPART_ARC
(16,3),-1.17243 # DEPENDENCYPART_ARC
(16,4),-1.33195 # DEPENDENCYPART_ARC
(16,5),-0.465256 # DEPENDENCYPART_ARC
(16,6),-0.924972 # DEPENDENCYPART_ARC
(16,7),-2.01858 # DEPENDENCYPART_ARC
(16,8),-0.285065 # DEPENDENCYPART_ARC
(16,9),0.46568 # DEPENDENCYPART_ARC
(16,10),0.170377 # DEPENDENCYPART_ARC
(16,11),0.0694013 # DEPENDENCYPART_ARC
(16,12),0.340373 # DEPENDENCYPART_ARC
(16,13),4.65009 # DEPENDENCYPART_ARC
(16,14),3.07976 # DEPENDENCYPART_ARC
(16,15),4.08083 # DEPENDENCYPART_ARC
(16,17),3.65971 # DEPENDENCYPART_ARC
(16,18),1.47945 # DEPENDENCYPART_ARC
(16,19),1.48028 # DEPENDENCYPART_ARC
(16,20),2.2793 # DEPENDENCYPART_ARC
(16,21),0.495339 # DEPENDENCYPART_ARC
(16,22),0.643665 # DEPENDENCYPART_ARC
(16,23),0.280875 # DEPENDENCYPART_ARC
(16,24),0.770732 # DEPENDENCYPART_ARC
(16,25),0.260902 # DEPENDENCYPART_ARC
(16,26),0.424517 # DEPENDENCYPART_ARC
(16,27),-0.0778109 # DEPENDENCYPART_ARC
(16,28),1.10797 # DEPENDENCYPART_ARC
(16,29),1.56123 # DEPENDENCYPART_ARC
(16,30),-0.497533 # DEPENDENCYPART_ARC
(16,31),-0.257996 # DEPENDENCYPART_ARC
(16,32),0.0864027 # DEPENDENCYPART_ARC
(16,33),0.913319 # DEPENDENCYPART_ARC
(17,1),-2.73825 # DEPENDENCYPART_ARC
(17,2),-2.16694 # DEPENDENCYPART_ARC
(17,3),-0.96519 # DEPENDENCYPART_ARC
(17,4),-1.90571 # DEPENDENCYPART_ARC
(17,5),-1.637 # DEPENDENCYPART_ARC
(17,6),-2.06394 # DEPENDENCYPART_ARC
(17,7),-1.80288 # DEPENDENCYPART_ARC
(17,8),-1.35652 # DEPENDENCYPART_ARC
(17,9),-1.15026 # DEPENDENCYPART_ARC
(17,10),-1.29957 # DEPENDENCYPART_ARC
(17,11),-0.896428 # DEPENDENCYPART_ARC
(17,12),-1.13298 # DEPENDENCYPART_ARC
(17,13),-0.274082 # DEPENDENCYPART_ARC
(17,14),0.00674151 # DEPENDENCYPART_ARC
(17,15),-0.526808 # DEPENDENCYPART_ARC
(17,16),0.0115211 # DEPENDENCYPART_ARC
(17,18),1.0481 # DEPENDENCYPART_ARC
(17,19),3.33677 # DEPENDENCYPART_ARC
(17,20),0.740744 # DEPENDENCYPART_ARC
(17,21),0.0420997 # DEPENDENCYPART_ARC
(17,22),0.0564879 # DEPENDENCYPART_ARC
(17,23),-0.308148 # DEPENDENCYPART_ARC
(17,24),-0.908701 # DEPENDENCYPART_ARC
(17,25),-2.6794 # DEPENDENCYPART_ARC
(17,26),-0.638682 # DEPENDENCYPART_ARC
(17,27),-0.696129 # DEPENDENCYPART_ARC
(17,28),-0.111865 # DEPENDENCYPART_ARC
(17,29),-1.50781 # DEPENDENCYPART_ARC
(17,30),-2.99958 # DEPENDENCYPART_ARC
(17,31),-1.13465 # DEPENDENCYPART_ARC
(17,32),-0.877003 # DEPENDENCYPART_ARC
(17,33),-2.19808 # DEPENDENCYPART_ARC
(18,1),-4.28592 # DEPENDENCYPART_ARC
(18,2),-3.17207 # DEPENDENCYPART_ARC
(18,3),-2.66522 # DEPENDENCYPART_ARC
(18,4),-3.59464 # DEPENDENCYPART_ARC
(18,5),-2.63807 # DEPENDENCYPART_ARC
(18,6),-2.97389 # DEPENDENCYPART_ARC
(18,7),-2.81062 # DEPENDENCYPART_ARC
(18,8),-2.93571 # DEPENDENCYPART_ARC
(18,9),-1.77933 # DEPENDENCYPART_ARC
(18,10),-2.95178 # DEPENDENCYPART_ARC
(18,11),-2.40645 # DEPENDENCYPART_ARC
(18,12),-2.78694 # DEPENDENCYPART_ARC
(18,13),-0.706148 # DEPENDENCYPART_ARC
(18,14),-1.03829 # DEPENDENCYPART_ARC
(18,15),-0.669581 # DEPENDENCYPART_ARC
(18,16),-1.08301 # DEPENDENCYPART_ARC
(18,17),-0.590363 # DEPENDENCYPART_ARC
(18,19),1.64971 # DEPENDENCYPART_ARC
(18,20),0.363271 # DEPENDENCYPART_ARC
(18,21),-0.0658198 # DEPENDENCYPART_ARC
(18,22),-0.171753 # DEPENDENCYPART_ARC
(18,23),0.00727009 # DEPENDENCYPART_ARC
(18,24),-1.35212 # DEPENDENCYPART_ARC
(18,25),-1.28262 # DEPENDENCYPART_ARC
(18,26),-1.08069 # DEPENDENCYPART_ARC
(18,27),-0.669526 # DEPENDENCYPART_ARC
(18,28),-0.322175 # DEPENDENCYPART_ARC
(18,29),0.225884 # DEPENDENCYPART_ARC
(18,30),-2.12653 # DEPENDENCYPART_ARC
(18,31),-1.33874 # DEPENDENCYPART_ARC
(18,32),-0.889248 # DEPENDENCYPART_ARC
(18,33),0.171387 # DEPENDENCYPART_ARC
(19,1),-7.74056 # DEPENDENCYPART_ARC
(19,2),-3.02255 # DEPENDENCYPART_ARC
(19,3),-2.33317 # DEPENDENCYPART_ARC
(19,4),-2.21557 # DEPENDENCYPART_ARC
(19,5),-3.03062 # DEPENDENCYPART_ARC
(19,6),-3.57397 # DEPENDENCYPART_ARC
(19,7),-3.79079 # DEPENDENCYPART_ARC
(19,8),-1.42844 # DEPENDENCYPART_ARC
(19,9),-0.878168 # DEPENDENCYPART_ARC
(19,10),-1.44679 # DEPENDENCYPART_ARC
(19,11),-1.90719 # DEPENDENCYPART_ARC
(19,12),-1.08837 # DEPENDENCYPART_ARC
(19,13),1.35605 # DEPENDENCYPART_ARC
(19,14),0.961872 # DEPENDENCYPART_ARC
(19,15),1.12185 # DEPENDENCYPART_ARC
(19,16),-0.168155 # DEPENDENCYPART_ARC
(19,17),0.708041 # DEPENDENCYPART_ARC
(19,18),4.18845 # DEPENDENCYPART_ARC
(19,20),1.19729 # DEPENDENCYPART_ARC
(19,21),0.483623 # DEPENDENCYPART_ARC
(19,22),0.688893 # DEPENDENCYPART_ARC
(19,23),0.150154 # DEPENDENCYPART_ARC
(19,24),-0.36214 # DEPENDENCYPART_ARC
(19,25),0.300582 # DEPENDENCYPART_ARC
(19,26),0.130263 # DEPENDENCYPART_ARC
(19,27),-0.541648 # DEPENDENCYPART_ARC
(19,28),0.100597 # DEPENDENCYPART_ARC
(19,29),1.85567 # DEPENDENCYPART_ARC
(19,30),-0.953971 # DEPENDENCYPART_ARC
(19,31),-0.931686 # DEPENDENCYPART_ARC
(19,32),0.199583 # DEPENDENCYPART_ARC
(19,33),-0.0543203 # DEPENDENCYPART_ARC
(20,1),-1.25341 # DEPENDENCYPART_ARC
(20,2),-1.28119 # DEPENDENCYPART_ARC
(20,3),-1.63628 # DEPENDENCYPART_ARC
(20,4),-1.80501 # DEPENDENCYPART_ARC
(20,5),-1.41086 # DEPENDENCYPART_ARC
(20,6),-0.758813 # DEPENDENCYPART_ARC
(20,7),-1.42603 # DEPENDENCYPART_ARC
(20,8),-1.45363 # DEPENDENCYPART_ARC
(20,9),-1.34399 # DEPENDENCYPART_ARC
(20,10),-0.924993 # DEPENDENCYPART_ARC
(20,11),-0.558325 # DEPENDENCYPART_ARC
(20,12),-0.766391 # DEPENDENCYPART_ARC
(20,13),-0.31948 # DEPENDENCYPART_ARC
(20,14),-0.356318 # DEPENDENCYPART_ARC
(20,15),0.142811 # DEPENDENCYPART_ARC
(20,16),0.175667 # DEPENDENCYPART_ARC
(20,17),0.879971 # DEPENDENCYPART_ARC
(20,18),0.249727 # DEPENDENCYPART_ARC
(20,19),0.551715 # DEPENDENCYPART_ARC
(20,21),3.06178 # DEPENDENCYPART_ARC
(20,22),1.63896 # DEPENDENCYPART_ARC
(20,23),0.917392 # DEPENDENCYPART_ARC
(20,24),0.436666 # DEPENDENCYPART_ARC
(20,25),0.664206 # DEPENDENCYPART_ARC
(20,26),-0.217164 # DEPENDENCYPART_ARC
(20,27),-0.38382 # DEPENDENCYPART_ARC
(20,28),1.0877 # DEPENDENCYPART_ARC
(20,29),1.98554 # DEPENDENCYPART_ARC
(20,30),-1.28889 # DEPENDENCYPART_ARC
(20,31),-0.552877 # DEPENDENCYPART_ARC
(20,32),-0.484492 # DEPENDENCYPART_ARC
(20,33),0.186222 # DEPENDENCYPART_ARC
(21,1),-1.96176 # DEPENDENCYPART_ARC
(21,2),-1.53518 # DEPENDENCYPART_ARC
(21,3),-1.35406 # DEPENDENCYPART_ARC
(21,4),-1.79405 # DEPENDENCYPART_ARC
(21,5),-1.32732 # DEPENDENCYPART_ARC
(21,6),-1.3777 # DEPENDENCYPART_ARC
(21,7),-1.52972 # DEPENDENCYPART_ARC
(21,8),-0.504093 # DEPENDENCYPART_ARC
(21,9),-0.914987 # DEPENDENCYPART_ARC
(21,10),-0.959166 # DEPENDENCYPART_ARC
(21,11),-0.606841 # DEPENDENCYPART_ARC
(21,12),-0.73449 # DEPENDENCYPART_ARC
(21,13),-0.24289 # DEPENDENCYPART_ARC
(21,14),-0.414634 # DEPENDENCYPART_ARC
(21,15),-0.434818 # DEPENDENCYPART_ARC
(21,16),-0.168674 # DEPENDENCYPART_ARC
(21,17),0.819148 # DEPENDENCYPART_ARC
(21,18),0.622892 # DEPENDENCYPART_ARC
(21,19),0.430536 # DEPENDENCYPART_ARC
(21,20),1.332 # DEPENDENCYPART_ARC
(21,22),4.81207 # DEPENDENCYPART_ARC
(21,23),3.69984 # DEPENDENCYPART_ARC
(21,24),0.889206 # DEPENDENCYPART_ARC
(21,25),2.30945 # DEPENDENCYPART_ARC
(21,26),2.33725 # DEPENDENCYPART_ARC
(21,27),1.86405 # DEPENDENCYPART_ARC
(21,28),0.9872 # DEPENDENCYPART_ARC
(21,29),1.56212 # DEPENDENCYPART_ARC
(21,30),0.845198 # DEPENDENCYPART_ARC
(21,31),0.371488 # DEPENDENCYPART_ARC
(21,32),0.91472 # DEPENDENCYPART_ARC
(21,33),1.60212 # DEPENDENCYPART_ARC
(22,1),-4.33208 # DEPENDENCYPART_ARC
(22,2),-3.95948 # DEPENDENCYPART_ARC
(22,3),-3.21956 # DEPENDENCYPART_ARC
(22,4),-3.69493 # DEPENDENCYPART_ARC
(22,5),-2.47152 # DEPENDENCYPART_ARC
(22,6),-3.48713 # DEPENDENCYPART_ARC
(22,7),-3.7695 # DEPENDENCYPART_ARC
(22,8),-2.65086 # DEPENDENCYPART_ARC
(22,9),-2.34101 # DEPENDENCYPART_ARC
(22,10),-3.11702 # DEPENDENCYPART_ARC
(22,11),-2.74481 # DEPENDENCYPART_ARC
(22,12),-2.69839 # DEPENDENCYPART_ARC
(22,13),-1.55831 # DEPENDENCYPART_ARC
(22,14),-1.99279 # DEPENDENCYPART_ARC
(22,15),-2.63615 # DEPENDENCYPART_ARC
(22,16),-2.4477 # DEPENDENCYPART_ARC
(22,17),-2.09615 # DEPENDENCYPART_ARC
(22,18),-0.776286 # DEPENDENCYPART_ARC
(22,19),-1.47413 # DEPENDENCYPART_ARC
(22,20),-0.666189 # DEPENDENCYPART_ARC
(22,21),0.376333 # DEPENDENCYPART_ARC
(22,23),1.74584 # DEPENDENCYPART_ARC
(22,24),-0.0517293 # DEPENDENCYPART_ARC
(22,25),0.565826 # DEPENDENCYPART_ARC
(22,26),-0.00172191 # DEPENDENCYPART_ARC
(22,27),0.126556 # DEPENDENCYPART_ARC
(22,28),0.737618 # DEPENDENCYPART_ARC
(22,29),0.275187 # DEPENDENCYPART_ARC
(22,30),-0.794091 # DEPENDENCYPART_ARC
(22,31),-0.620292 # DEPENDENCYPART_ARC
(22,32),-0.762546 # DEPENDENCYPART_ARC
(22,33),-0.0552819 # DEPENDENCYPART_ARC
(23,1),-2.97359 # DEPENDENCYPART_ARC
(23,2),-2.6143 # DEPENDENCYPART_ARC
(23,3),-1.92603 # DEPENDENCYPART_ARC
(23,4),-2.40033 # DEPENDENCYPART_ARC
(23,5),-1.31476 # DEPENDENCYPART_ARC
(23,6),-2.18868 # DEPENDENCYPART_ARC
(23,7),-2.60497 # DEPENDENCYPART_ARC
(23,8),-1.30084 # DEPENDENCYPART_ARC
(23,9),-1.02829 # DEPENDENCYPART_ARC
(23,10),-1.78995 # DEPENDENCYPART_ARC
(23,11),-1.43759 # DEPENDENCYPART_ARC
(23,12),-1.4914 # DEPENDENCYPART_ARC
(23,13),-0.217766 # DEPENDENCYPART_ARC
(23,14),-0.527687 # DEPENDENCYPART_ARC
(23,15),-1.46878 # DEPENDENCYPART_ARC
(23,16),-1.28393 # DEPENDENCYPART_ARC
(23,17),-0.753163 # DEPENDENCYPART_ARC
(23,18),0.47656 # DEPENDENCYPART_ARC
(23,19),-0.516042 # DEPENDENCYPART_ARC
(23,20),0.50295 # DEPENDENCYPART_ARC
(23,21),0.99699 # DEPENDENCYPART_ARC
(23,22),2.64247 # DEPENDENCYPART_ARC
(23,24),0.623697 # DEPENDENCYPART_ARC
(23,25),0.996572 # DEPENDENCYPART_ARC
(23,26),0.243218 # DEPENDENCYPART_ARC
(23,27),0.183595 # DEPENDENCYPART_ARC
(23,28),0.561212 # DEPENDENCYPART_ARC
(23,29),0.543591 # DEPENDENCYPART_ARC
(23,30),-0.602845 # DEPENDENCYPART_ARC
(23,31),-0.387808 # DEPENDENCYPART_ARC
(23,32),-0.178987 # DEPENDENCYPART_ARC
(23,33),-0.147454 # DEPENDENCYPART_ARC
(24,1),-3.31264 # DEPENDENCYPART_ARC
(24,2),-2.64526 # DEPENDENCYPART_ARC
(24,3),-2.5006 # DEPENDENCYPART_ARC
(24,4),-2.89207 # DEPENDENCYPART_ARC
(24,5),-2.42275 # DEPENDENCYPART_ARC
(24,6),-2.56264 # DEPENDENCYPART_ARC
(24,7),-2.91689 # DEPENDENCYPART_ARC
(24,8),-1.64393 # DEPENDENCYPART_ARC
(24,9),-2.37061 # DEPENDENCYPART_ARC
(24,10),-2.41182 # DEPENDENCYPART_ARC
(24,11),-1.78554 # DEPENDENCYPART_ARC
(24,12),-1.96892 # DEPENDENCYPART_ARC
(24,13),-1.59944 # DEPENDENCYPART_ARC
(24,14),-1.76869 # DEPENDENCYPART_ARC
(24,15),-1.95581 # DEPENDENCYPART_ARC
(24,16),-1.86057 # DEPENDENCYPART_ARC
(24,17),-0.760017 # DEPENDENCYPART_ARC
(24,18),-1.26075 # DEPENDENCYPART_ARC
(24,19),-1.34513 # DEPENDENCYPART_ARC
(24,20),-0.981966 # DEPENDENCYPART_ARC
(24,21),-0.312405 # DEPENDENCYPART_ARC
(24,22),-0.349338 # DEPENDENCYPART_ARC
(24,23),0.302753 # DEPENDENCYPART_ARC
(24,25),0.709934 # DEPENDENCYPART_ARC
(24,26),0.783285 # DEPENDENCYPART_ARC
(24,27),0.109625 # DEPENDENCYPART_ARC
(24,28),0.896703 # DEPENDENCYPART_ARC
(24,29),-0.496774 # DEPENDENCYPART_ARC
(24,30),-0.444355 # DEPENDENCYPART_ARC
(24,31),-0.762329 # DEPENDENCYPART_ARC
(24,32),-0.665241 # DEPENDENCYPART_ARC
(24,33),0.112534 # DEPENDENCYPART_ARC
(25,1),-3.85064 # DEPENDENCYPART_ARC
(25,2),-3.13458 # DEPENDENCYPART_ARC
(25,3),-2.30474 # DEPENDENCYPART_ARC
(25,4),-2.91879 # DEPENDENCYPART_ARC
(25,5),-2.16894 # DEPENDENCYPART_ARC
(25,6),-3.05893 # DEPENDENCYPART_ARC
(25,7),-2.65243 # DEPENDENCYPART_ARC
(25,8),-1.58136 # DEPENDENCYPART_ARC
(25,9),-2.43503 # DEPENDENCYPART_ARC
(25,10),-2.34818 # DEPENDENCYPART_ARC
(25,11),-2.16914 # DEPENDENCYPART_ARC
(25,12),-1.95252 # DEPENDENCYPART_ARC
(25,13),-0.733669 # DEPENDENCYPART_ARC
(25,14),-1.82497 # DEPENDENCYPART_ARC
(25,15),-1.82583 # DEPENDENCYPART_ARC
(25,16),-1.4337 # DEPENDENCYPART_ARC
(25,17),-0.997958 # DEPENDENCYPART_ARC
(25,18),-1.04631 # DEPENDENCYPART_ARC
(25,19),-0.9057 # DEPENDENCYPART_ARC
(25,20),-0.248048 # DEPENDENCYPART_ARC
(25,21),0.782586 # DEPENDENCYPART_ARC
(25,22),0.0220943 # DEPENDENCYPART_ARC
(25,23),0.430043 # DEPENDENCYPART_ARC
(25,24),2.85121 # DEPENDENCYPART_ARC
(25,26),4.87543 # DEPENDENCYPART_ARC
(25,27),4.525 # DEPENDENCYPART_ARC
(25,28),3.10781 # DEPENDENCYPART_ARC
(25,29),1.1008 # DEPENDENCYPART_ARC
(25,30),0.227506 # DEPENDENCYPART_ARC
(25,31),0.965682 # DEPENDENCYPART_ARC
(25,32),-0.534317 # DEPENDENCYPART_ARC
(25,33),0.0384112 # DEPENDENCYPART_ARC
(26,1),-5.16781 # DEPENDENCYPART_ARC
(26,2),-4.46729 # DEPENDENCYPART_ARC
(26,3),-4.12483 # DEPENDENCYPART_ARC
(26,4),-4.47917 # DEPENDENCYPART_ARC
(26,5),-3.75259 # DEPENDENCYPART_ARC
(26,6),-4.44577 # DEPENDENCYPART_ARC
(26,7),-4.6843 # DEPENDENCYPART_ARC
(26,8),-3.50043 # DEPENDENCYPART_ARC
(26,9),-3.27077 # DEPENDENCYPART_ARC
(26,10),-4.02534 # DEPENDENCYPART_ARC
(26,11),-3.25902 # DEPENDENCYPART_ARC
(26,12),-3.69728 # DEPENDENCYPART_ARC
(26,13),-2.86543 # DEPENDENCYPART_ARC
(26,14),-2.8529 # DEPENDENCYPART_ARC
(26,15),-3.77936 # DEPENDENCYPART_ARC
(26,16),-3.41628 # DEPENDENCYPART_ARC
(26,17),-3.36339 # DEPENDENCYPART_ARC
(26,18),-2.16905 # DEPENDENCYPART_ARC
(26,19),-3.11887 # DEPENDENCYPART_ARC
(26,20),-2.44107 # DEPENDENCYPART_ARC
(26,21),-1.97174 # DEPENDENCYPART_ARC
(26,22),-1.09187 # DEPENDENCYPART_ARC
(26,23),-1.43003 # DEPENDENCYPART_ARC
(26,24),-0.668103 # DEPENDENCYPART_ARC
(26,25),-0.715615 # DEPENDENCYPART_ARC
(26,27),1.83409 # DEPENDENCYPART_ARC
(26,28),0.373946 # DEPENDENCYPART_ARC
(26,29),-0.333331 # DEPENDENCYPART_ARC
(26,30),-1.33615 # DEPENDENCYPART_ARC
(26,31),-0.998172 # DEPENDENCYPART_ARC
(26,32),-0.992538 # DEPENDENCYPART_ARC
(26,33),-0.756292 # DEPENDENCYPART_ARC
(27,1),-3.62385 # DEPENDENCYPART_ARC
(27,2),-2.76226 # DEPENDENCYPART_ARC
(27,3),-2.44544 # DEPENDENCYPART_ARC
(27,4),-2.91878 # DEPENDENCYPART_ARC
(27,5),-2.1951 # DEPENDENCYPART_ARC
(27,6),-2.94743 # DEPENDENCYPART_ARC
(27,7),-3.26092 # DEPENDENCYPART_ARC
(27,8),-2.04349 # DEPENDENCYPART_ARC
(27,9),-1.56311 # DEPENDENCYPART_ARC
(27,10),-2.3735 # DEPENDENCYPART_ARC
(27,11),-1.66812 # DEPENDENCYPART_ARC
(27,12),-2.04837 # DEPENDENCYPART_ARC
(27,13),-1.13444 # DEPENDENCYPART_ARC
(27,14),-1.18863 # DEPENDENCYPART_ARC
(27,15),-2.26826 # DEPENDENCYPART_ARC
(27,16),-2.12135 # DEPENDENCYPART_ARC
(27,17),-1.60319 # DEPENDENCYPART_ARC
(27,18),-0.465721 # DEPENDENCYPART_ARC
(27,19),-1.65908 # DEPENDENCYPART_ARC
(27,20),-0.31601 # DEPENDENCYPART_ARC
(27,21),-0.660245 # DEPENDENCYPART_ARC
(27,22),0.850741 # DEPENDENCYPART_ARC
(27,23),0.0225859 # DEPENDENCYPART_ARC
(27,24),0.519713 # DEPENDENCYPART_ARC
(27,25),0.578143 # DEPENDENCYPART_ARC
(27,26),2.20768 # DEPENDENCYPART_ARC
(27,28),0.401689 # DEPENDENCYPART_ARC
(27,29),-0.793018 # DEPENDENCYPART_ARC
(27,30),-1.78784 # DEPENDENCYPART_ARC
(27,31),-1.47277 # DEPENDENCYPART_ARC
(27,32),-1.06643 # DEPENDENCYPART_ARC
(27,33),-1.41989 # DEPENDENCYPART_ARC
(28,1),-3.8987 # DEPENDENCYPART_ARC
(28,2),-3.22683 # DEPENDENCYPART_ARC
(28,3),-2.9418 # DEPENDENCYPART_ARC
(28,4),-3.37474 # DEPENDENCYPART_ARC
(28,5),-3.02445 # DEPENDENCYPART_ARC
(28,6),-3.40548 # DEPENDENCYPART_ARC
(28,7),-3.6298 # DEPENDENCYPART_ARC
(28,8),-2.61597 # DEPENDENCYPART_ARC
(28,9),-2.85167 # DEPENDENCYPART_ARC
(28,10),-2.83681 # DEPENDENCYPART_ARC
(28,11),-2.33241 # DEPENDENCYPART_ARC
(28,12),-2.49269 # DEPENDENCYPART_ARC
(28,13),-2.12676 # DEPENDENCYPART_ARC
(28,14),-2.63525 # DEPENDENCYPART_ARC
(28,15),-2.66012 # DEPENDENCYPART_ARC
(28,16),-2.57251 # DEPENDENCYPART_ARC
(28,17),-1.64909 # DEPENDENCYPART_ARC
(28,18),-1.79559 # DEPENDENCYPART_ARC
(28,19),-2.10867 # DEPENDENCYPART_ARC
(28,20),-1.64436 # DEPENDENCYPART_ARC
(28,21),-1.30862 # DEPENDENCYPART_ARC
(28,22),-1.64336 # DEPENDENCYPART_ARC
(28,23),-1.40485 # DEPENDENCYPART_ARC
(28,24),-0.248513 # DEPENDENCYPART_ARC
(28,25),-0.395298 # DEPENDENCYPART_ARC
(28,26),-0.701617 # DEPENDENCYPART_ARC
(28,27),-0.0600732 # DEPENDENCYPART_ARC
(28,29),-0.0126703 # DEPENDENCYPART_ARC
(28,30),-0.583724 # DEPENDENCYPART_ARC
(28,31),-0.613866 # DEPENDENCYPART_ARC
(28,32),-0.708175 # DEPENDENCYPART_ARC
(28,33),-0.783104 # DEPENDENCYPART_ARC
(29,1),-3.88285 # DEPENDENCYPART_ARC
(29,2),-3.1286 # DEPENDENCYPART_ARC
(29,3),-1.80941 # DEPENDENCYPART_ARC
(29,4),-2.87226 # DEPENDENCYPART_ARC
(29,5),-2.75405 # DEPENDENCYPART_ARC
(29,6),-3.33136 # DEPENDENCYPART_ARC
(29,7),-3.24219 # DEPENDENCYPART_ARC
(29,8),-3.30616 # DEPENDENCYPART_ARC
(29,9),-2.40432 # DEPENDENCYPART_ARC
(29,10),-2.47626 # DEPENDENCYPART_ARC
(29,11),-2.14885 # DEPENDENCYPART_ARC
(29,12),-2.24645 # DEPENDENCYPART_ARC
(29,13),-2.02219 # DEPENDENCYPART_ARC
(29,14),-1.32558 # DEPENDENCYPART_ARC
(29,15),-2.31826 # DEPENDENCYPART_ARC
(29,16),-2.00139 # DEPENDENCYPART_ARC
(29,17),-1.41321 # DEPENDENCYPART_ARC
(29,18),-1.66331 # DEPENDENCYPART_ARC
(29,19),-1.57463 # DEPENDENCYPART_ARC
(29,20),-0.735837 # DEPENDENCYPART_ARC
(29,21),-0.762781 # DEPENDENCYPART_ARC
(29,22),-0.319016 # DEPENDENCYPART_ARC
(29,23),-0.373931 # DEPENDENCYPART_ARC
(29,24),0.060495 # DEPENDENCYPART_ARC
(29,25),0.121583 # DEPENDENCYPART_ARC
(29,26),0.365899 # DEPENDENCYPART_ARC
(29,27),0.0654054 # DEPENDENCYPART_ARC
(29,28),0.337684 # DEPENDENCYPART_ARC
(29,30),0.532236 # DEPENDENCYPART_ARC
(29,31),1.83696 # DEPENDENCYPART_ARC
(29,32),3.85467 # DEPENDENCYPART_ARC
(29,33),-0.118499 # DEPENDENCYPART_ARC
(30,1),-5.72403 # DEPENDENCYPART_ARC
(30,2),-5.17903 # DEPENDENCYPART_ARC
(30,3),-4.41877 # DEPENDENCYPART_ARC
(30,4),-5.22036 # DEPENDENCYPART_ARC
(30,5),-4.73083 # DEPENDENCYPART_ARC
(30,6),-5.34039 # DEPENDENCYPART_ARC
(30,7),-5.60145 # DEPENDENCYPART_ARC
(30,8),-4.58482 # DEPENDENCYPART_ARC
(30,9),-4.79901 # DEPENDENCYPART_ARC
(30,10),-4.83834 # DEPENDENCYPART_ARC
(30,11),-4.34603 # DEPENDENCYPART_ARC
(30,12),-4.28298 # DEPENDENCYPART_ARC
(30,13),-4.02874 # DEPENDENCYPART_ARC
(30,14),-3.90501 # DEPENDENCYPART_ARC
(30,15),-4.55228 # DEPENDENCYPART_ARC
(30,16),-4.51612 # DEPENDENCYPART_ARC
(30,17),-3.6662 # DEPENDENCYPART_ARC
(30,18),-3.80867 # DEPENDENCYPART_ARC
(30,19),-4.1355 # DEPENDENCYPART_ARC
(30,20),-3.47417 # DEPENDENCYPART_ARC
(30,21),-3.11896 # DEPENDENCYPART_ARC
(30,22),-3.0528 # DEPENDENCYPART_ARC
(30,23),-2.92814 # DEPENDENCYPART_ARC
(30,24),-2.32442 # DEPENDENCYPART_ARC
(30,25),-2.45309 # DEPENDENCYPART_ARC
(30,26),-2.24637 # DEPENDENCYPART_ARC
(30,27),-1.92251 # DEPENDENCYPART_ARC
(30,28),-2.20907 # DEPENDENCYPART_ARC
(30,29),-1.57539 # DEPENDENCYPART_ARC
(30,31),-0.404116 # DEPENDENCYPART_ARC
(30,32),-0.960824 # DEPENDENCYPART_ARC
(30,33),-2.01976 # DEPENDENCYPART_ARC
(31,1),-5.40522 # DEPENDENCYPART_ARC
(31,2),-3.88305 # DEPENDENCYPART_ARC
(31,3),-3.11207 # DEPENDENCYPART_ARC
(31,4),-3.9111 # DEPENDENCYPART_ARC
(31,5),-2.88531 # DEPENDENCYPART_ARC
(31,6),-4.19389 # DEPENDENCYPART_ARC
(31,7),-3.4241 # DEPENDENCYPART_ARC
(31,8),-3.7201 # DEPENDENCYPART_ARC
(31,9),-2.81814 # DEPENDENCYPART_ARC
(31,10),-3.69797 # DEPENDENCYPART_ARC
(31,11),-3.31145 # DEPENDENCYPART_ARC
(31,12),-3.44673 # DEPENDENCYPART_ARC
(31,13),-0.0923305 # DEPENDENCYPART_ARC
(31,14),-1.75661 # DEPENDENCYPART_ARC
(31,15),-1.89441 # DEPENDENCYPART_ARC
(31,16),-2.53387 # DEPENDENCYPART_ARC
(31,17),-2.41494 # DEPENDENCYPART_ARC
(31,18),-1.81879 # DEPENDENCYPART_ARC
(31,19),-2.441 # DEPENDENCYPART_ARC
(31,20),-1.22101 # DEPENDENCYPART_ARC
(31,21),-1.57212 # DEPENDENCYPART_ARC
(31,22),-0.971823 # DEPENDENCYPART_ARC
(31,23),-1.31244 # DEPENDENCYPART_ARC
(31,24),-0.899911 # DEPENDENCYPART_ARC
(31,25),-0.83594 # DEPENDENCYPART_ARC
(31,26),-0.419613 # DEPENDENCYPART_ARC
