# _root_ By the market 's close , volume on the New York exchange totaled more than 416 million , the fourth highest on record .
#goldHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,17,20,17,20,20,22,13,
#predictedHeads=13,3,5,3,1,13,13,7,12,12,12,8,0,17,17,17,13,13,20,15,20,20,22,13,
(22,5),-3.47478 # DEPENDENCYPART_ARC
(22,6),-2.18493 # DEPENDENCYPART_ARC
(22,7),-2.76165 # DEPENDENCYPART_ARC
(22,8),-1.3626 # DEPENDENCYPART_ARC
(22,9),-1.65772 # DEPENDENCYPART_ARC
(22,10),-1.6395 # DEPENDENCYPART_ARC
(22,11),-1.83746 # DEPENDENCYPART_ARC
(22,12),-1.91483 # DEPENDENCYPART_ARC
(22,13),-1.14563 # DEPENDENCYPART_ARC
(22,14),-0.483281 # DEPENDENCYPART_ARC
(22,15),-0.240339 # DEPENDENCYPART_ARC
(22,16),-0.787059 # DEPENDENCYPART_ARC
(22,17),-0.769765 # DEPENDENCYPART_ARC
(22,18),-0.717907 # DEPENDENCYPART_ARC
(22,19),0.286894 # DEPENDENCYPART_ARC
(22,20),0.0239702 # DEPENDENCYPART_ARC
(22,21),0.365017 # DEPENDENCYPART_ARC
(22,23),4.64593 # DEPENDENCYPART_ARC
(22,24),0.355853 # DEPENDENCYPART_ARC
(23,1),-3.20531 # DEPENDENCYPART_ARC
(23,2),-6.55817 # DEPENDENCYPART_ARC
(23,3),-4.65431 # DEPENDENCYPART_ARC
(23,4),-3.14628 # DEPENDENCYPART_ARC
(23,5),-6.20792 # DEPENDENCYPART_ARC
(23,6),-2.89701 # DEPENDENCYPART_ARC
(23,7),-6.81099 # DEPENDENCYPART_ARC
(23,8),-2.38691 # DEPENDENCYPART_ARC
(23,9),-2.65433 # DEPENDENCYPART_ARC
(23,10),-3.89482 # DEPENDENCYPART_ARC
(23,11),-4.43646 # DEPENDENCYPART_ARC
(23,12),-4.32505 # DEPENDENCYPART_ARC
(23,13),-1.79958 # DEPENDENCYPART_ARC
(23,14),-2.13365 # DEPENDENCYPART_ARC
(23,15),-0.7105 # DEPENDENCYPART_ARC
(23,16),-2.09914 # DEPENDENCYPART_ARC
(23,17),-2.70479 # DEPENDENCYPART_ARC
(23,18),-0.797058 # DEPENDENCYPART_ARC
(23,19),0.99455 # DEPENDENCYPART_ARC
(23,20),1.03583 # DEPENDENCYPART_ARC
(23,21),0.414831 # DEPENDENCYPART_ARC
(23,22),1.24788 # DEPENDENCYPART_ARC
(23,24),-0.387585 # DEPENDENCYPART_ARC
(24,1),-3.64661 # DEPENDENCYPART_ARC
(24,2),-2.49065 # DEPENDENCYPART_ARC
(24,3),-2.92305 # DEPENDENCYPART_ARC
(24,4),-2.78345 # DEPENDENCYPART_ARC
(24,5),-2.23968 # DEPENDENCYPART_ARC
(24,6),-0.974176 # DEPENDENCYPART_ARC
(24,7),-2.17102 # DEPENDENCYPART_ARC
(24,8),-2.32664 # DEPENDENCYPART_ARC
(24,9),-1.80098 # DEPENDENCYPART_ARC
(24,10),-1.94959 # DEPENDENCYPART_ARC
(24,11),-1.86177 # DEPENDENCYPART_ARC
(24,12),-2.01083 # DEPENDENCYPART_ARC
(24,13),-1.06639 # DEPENDENCYPART_ARC
(24,14),-1.32745 # DEPENDENCYPART_ARC
(24,15),-1.56093 # DEPENDENCYPART_ARC
(24,16),-1.70551 # DEPENDENCYPART_ARC
(24,17),-1.51395 # DEPENDENCYPART_ARC
(24,18),0.247954 # DEPENDENCYPART_ARC
(24,19),-0.822893 # DEPENDENCYPART_ARC
(24,20),-1.19656 # DEPENDENCYPART_ARC
(24,21),-0.48008 # DEPENDENCYPART_ARC
(24,22),-1.3423 # DEPENDENCYPART_ARC
(24,23),-1.40496 # DEPENDENCYPART_ARC
