# _root_ Thomas G. Dahlen , Big Bear 's executive vice president , said the chain is still reviewing its product list to avoid such problems .
#goldHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
#predictedHeads=3,3,12,3,6,10,6,10,10,3,3,0,14,15,12,15,15,20,20,17,17,21,24,22,12,
(21,6),-0.536657 # DEPENDENCYPART_ARC
(21,7),-0.961759 # DEPENDENCYPART_ARC
(21,8),-1.44943 # DEPENDENCYPART_ARC
(21,9),-1.60214 # DEPENDENCYPART_ARC
(21,10),-0.975424 # DEPENDENCYPART_ARC
(21,11),-0.727575 # DEPENDENCYPART_ARC
(21,12),-0.491504 # DEPENDENCYPART_ARC
(21,13),-0.106906 # DEPENDENCYPART_ARC
(21,14),0.0229863 # DEPENDENCYPART_ARC
(21,15),-0.182813 # DEPENDENCYPART_ARC
(21,16),-0.39699 # DEPENDENCYPART_ARC
(21,17),-0.0614087 # DEPENDENCYPART_ARC
(21,18),1.12031 # DEPENDENCYPART_ARC
(21,19),0.520547 # DEPENDENCYPART_ARC
(21,20),1.20777 # DEPENDENCYPART_ARC
(21,22),3.68208 # DEPENDENCYPART_ARC
(21,23),0.814402 # DEPENDENCYPART_ARC
(21,24),1.24536 # DEPENDENCYPART_ARC
(21,25),0.0739341 # DEPENDENCYPART_ARC
(22,1),-2.24769 # DEPENDENCYPART_ARC
(22,2),-2.16847 # DEPENDENCYPART_ARC
(22,3),-2.16223 # DEPENDENCYPART_ARC
(22,4),-1.10159 # DEPENDENCYPART_ARC
(22,5),-1.79006 # DEPENDENCYPART_ARC
(22,6),-1.92359 # DEPENDENCYPART_ARC
(22,7),-1.99284 # DEPENDENCYPART_ARC
(22,8),-0.894709 # DEPENDENCYPART_ARC
(22,9),-1.51883 # DEPENDENCYPART_ARC
(22,10),-1.6959 # DEPENDENCYPART_ARC
(22,11),-1.03639 # DEPENDENCYPART_ARC
(22,12),-1.36537 # DEPENDENCYPART_ARC
(22,13),-0.684939 # DEPENDENCYPART_ARC
(22,14),-1.08961 # DEPENDENCYPART_ARC
(22,15),-0.831786 # DEPENDENCYPART_ARC
(22,16),-0.758043 # DEPENDENCYPART_ARC
(22,17),-0.504084 # DEPENDENCYPART_ARC
(22,18),0.293469 # DEPENDENCYPART_ARC
(22,19),0.296852 # DEPENDENCYPART_ARC
(22,20),0.024844 # DEPENDENCYPART_ARC
(22,21),0.813491 # DEPENDENCYPART_ARC
(22,23),1.6251 # DEPENDENCYPART_ARC
(22,24),3.80869 # DEPENDENCYPART_ARC
(22,25),0.378786 # DEPENDENCYPART_ARC
(23,1),-3.82833 # DEPENDENCYPART_ARC
(23,2),-4.11475 # DEPENDENCYPART_ARC
(23,3),-4.34919 # DEPENDENCYPART_ARC
(23,4),-3.19288 # DEPENDENCYPART_ARC
(23,5),-3.60319 # DEPENDENCYPART_ARC
(23,6),-4.10414 # DEPENDENCYPART_ARC
(23,7),-3.33119 # DEPENDENCYPART_ARC
(23,8),-2.82621 # DEPENDENCYPART_ARC
(23,9),-2.76602 # DEPENDENCYPART_ARC
(23,10),-2.85871 # DEPENDENCYPART_ARC
(23,11),-2.90994 # DEPENDENCYPART_ARC
(23,12),-3.19071 # DEPENDENCYPART_ARC
(23,13),-1.68862 # DEPENDENCYPART_ARC
(23,14),-1.99366 # DEPENDENCYPART_ARC
(23,15),-2.47287 # DEPENDENCYPART_ARC
(23,16),-2.80538 # DEPENDENCYPART_ARC
(23,17),-2.11746 # DEPENDENCYPART_ARC
(23,18),-0.802267 # DEPENDENCYPART_ARC
(23,19),-1.17924 # DEPENDENCYPART_ARC
(23,20),-1.06026 # DEPENDENCYPART_ARC
(23,21),-0.607639 # DEPENDENCYPART_ARC
(23,22),0.0797219 # DEPENDENCYPART_ARC
(23,24),0.452973 # DEPENDENCYPART_ARC
(23,25),-0.555786 # DEPENDENCYPART_ARC
(24,1),-3.02343 # DEPENDENCYPART_ARC
(24,2),-3.07722 # DEPENDENCYPART_ARC
(24,3),-4.10751 # DEPENDENCYPART_ARC
(24,4),-1.37641 # DEPENDENCYPART_ARC
(24,5),-1.51384 # DEPENDENCYPART_ARC
(24,6),-1.87381 # DEPENDENCYPART_ARC
(24,7),-1.63182 # DEPENDENCYPART_ARC
(24,8),-2.22347 # DEPENDENCYPART_ARC
(24,9),-1.38561 # DEPENDENCYPART_ARC
(24,10),-3.40932 # DEPENDENCYPART_ARC
(24,11),-1.64571 # DEPENDENCYPART_ARC
(24,12),-1.70124 # DEPENDENCYPART_ARC
(24,13),-1.53596 # DEPENDENCYPART_ARC
(24,14),-0.736478 # DEPENDENCYPART_ARC
(24,15),-0.732072 # DEPENDENCYPART_ARC
(24,16),-0.815887 # DEPENDENCYPART_ARC
(24,17),-0.593173 # DEPENDENCYPART_ARC
(24,18),1.461 # DEPENDENCYPART_ARC
(24,19),1.57166 # DEPENDENCYPART_ARC
(24,20),-0.501212 # DEPENDENCYPART_ARC
(24,21),0.200026 # DEPENDENCYPART_ARC
(24,22),1.20055 # DEPENDENCYPART_ARC
(24,23),4.70335 # DEPENDENCYPART_ARC
(24,25),0.359162 # DEPENDENCYPART_ARC
(25,1),-2.97228 # DEPENDENCYPART_ARC
(25,2),-3.05314 # DEPENDENCYPART_ARC
(25,3),-3.03883 # DEPENDENCYPART_ARC
(25,4),-1.46591 # DEPENDENCYPART_ARC
(25,5),-2.77385 # DEPENDENCYPART_ARC
(25,6),-2.70445 # DEPENDENCYPART_ARC
(25,7),-2.88375 # DEPENDENCYPART_ARC
(25,8),-2.76616 # DEPENDENCYPART_ARC
(25,9),-1.88588 # DEPENDENCYPART_ARC
(25,10),-1.94324 # DEPENDENCYPART_ARC
(25,11),-0.644108 # DEPENDENCYPART_ARC
(25,12),-1.14471 # DEPENDENCYPART_ARC
(25,13),-1.81822 # DEPENDENCYPART_ARC
(25,14),-1.83121 # DEPENDENCYPART_ARC
(25,15),-1.60786 # DEPENDENCYPART_ARC
(25,16),-1.812 # DEPENDENCYPART_ARC
(25,17),-1.17591 # DEPENDENCYPART_ARC
(25,18),-0.965466 # DEPENDENCYPART_ARC
(25,19),-1.37832 # DEPENDENCYPART_ARC
(25,20),-1.81939 # DEPENDENCYPART_ARC
(25,21),-1.48566 # DEPENDENCYPART_ARC
(25,22),-1.14513 # DEPENDENCYPART_ARC
(25,23),-1.65638 # DEPENDENCYPART_ARC
(25,24),-1.69161 # DEPENDENCYPART_ARC
