# _root_ `` When I want to buy , they run from you -- they keep changing their prices , '' Mr. Smith said .
#goldHeads=22,6,4,9,4,5,9,9,22,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
#predictedHeads=22,4,4,22,4,5,9,9,6,9,10,9,14,9,14,17,15,22,22,21,22,0,22,
(23,6),-2.74104 # DEPENDENCYPART_ARC
(23,7),-1.31115 # DEPENDENCYPART_ARC
(23,8),-2.1289 # DEPENDENCYPART_ARC
(23,9),-2.26827 # DEPENDENCYPART_ARC
(23,10),-2.08763 # DEPENDENCYPART_ARC
(23,11),-1.90218 # DEPENDENCYPART_ARC
(23,12),-1.13707 # DEPENDENCYPART_ARC
(23,13),-1.87643 # DEPENDENCYPART_ARC
(23,14),-1.95097 # DEPENDENCYPART_ARC
(23,15),-1.47687 # DEPENDENCYPART_ARC
(23,16),-1.15086 # DEPENDENCYPART_ARC
(23,17),-2.15618 # DEPENDENCYPART_ARC
(23,18),-1.11818 # DEPENDENCYPART_ARC
(23,19),-1.46874 # DEPENDENCYPART_ARC
(23,20),-1.24491 # DEPENDENCYPART_ARC
(23,21),-1.83932 # DEPENDENCYPART_ARC
(23,22),-0.970935 # DEPENDENCYPART_ARC
