# _root_ But then it suddenly burst upward 7.5 as Goldman , Sachs & Co. stepped in and bought almost every share offer , traders said .
#goldHeads=5,5,5,5,24,5,5,5,14,9,9,11,12,8,14,14,16,21,21,21,17,24,24,0,24,
#predictedHeads=5,5,5,5,24,5,6,5,8,9,9,11,12,12,14,14,16,17,21,21,17,24,24,0,24,
(21,6),-2.85551 # DEPENDENCYPART_ARC
(21,7),-2.43427 # DEPENDENCYPART_ARC
(21,8),-1.78076 # DEPENDENCYPART_ARC
(21,9),-3.87625 # DEPENDENCYPART_ARC
(21,10),-1.99446 # DEPENDENCYPART_ARC
(21,11),-2.42447 # DEPENDENCYPART_ARC
(21,12),-0.431229 # DEPENDENCYPART_ARC
(21,13),-1.98702 # DEPENDENCYPART_ARC
(21,14),-0.512115 # DEPENDENCYPART_ARC
(21,15),-0.422885 # DEPENDENCYPART_ARC
(21,16),0.0857155 # DEPENDENCYPART_ARC
(21,17),0.276379 # DEPENDENCYPART_ARC
(21,18),2.70717 # DEPENDENCYPART_ARC
(21,19),3.76006 # DEPENDENCYPART_ARC
(21,20),4.2909 # DEPENDENCYPART_ARC
(21,22),2.22615 # DEPENDENCYPART_ARC
(21,23),1.49047 # DEPENDENCYPART_ARC
(21,24),1.169 # DEPENDENCYPART_ARC
(21,25),0.79498 # DEPENDENCYPART_ARC
(22,1),-4.02175 # DEPENDENCYPART_ARC
(22,2),-4.32953 # DEPENDENCYPART_ARC
(22,3),-3.85012 # DEPENDENCYPART_ARC
(22,4),-4.04077 # DEPENDENCYPART_ARC
(22,5),-3.25353 # DEPENDENCYPART_ARC
(22,6),-3.87497 # DEPENDENCYPART_ARC
(22,7),-3.32923 # DEPENDENCYPART_ARC
(22,8),-3.02265 # DEPENDENCYPART_ARC
(22,9),-3.39924 # DEPENDENCYPART_ARC
(22,10),-1.74097 # DEPENDENCYPART_ARC
(22,11),-3.16866 # DEPENDENCYPART_ARC
(22,12),-2.98972 # DEPENDENCYPART_ARC
(22,13),-2.87317 # DEPENDENCYPART_ARC
(22,14),-2.42488 # DEPENDENCYPART_ARC
(22,15),-2.94999 # DEPENDENCYPART_ARC
(22,16),-2.5277 # DEPENDENCYPART_ARC
(22,17),-2.41648 # DEPENDENCYPART_ARC
(22,18),-2.4559 # DEPENDENCYPART_ARC
(22,19),-1.25206 # DEPENDENCYPART_ARC
(22,20),-2.19693 # DEPENDENCYPART_ARC
(22,21),-1.57175 # DEPENDENCYPART_ARC
(22,23),-0.666129 # DEPENDENCYPART_ARC
(22,24),-0.768035 # DEPENDENCYPART_ARC
(22,25),-1.30884 # DEPENDENCYPART_ARC
(23,1),-2.87319 # DEPENDENCYPART_ARC
(23,2),-4.83201 # DEPENDENCYPART_ARC
(23,3),-3.38878 # DEPENDENCYPART_ARC
(23,4),-4.14024 # DEPENDENCYPART_ARC
(23,5),-2.41438 # DEPENDENCYPART_ARC
(23,6),-3.22042 # DEPENDENCYPART_ARC
(23,7),-3.10881 # DEPENDENCYPART_ARC
(23,8),-1.90209 # DEPENDENCYPART_ARC
(23,9),-5.10649 # DEPENDENCYPART_ARC
(23,10),-2.47737 # DEPENDENCYPART_ARC
(23,11),-4.35052 # DEPENDENCYPART_ARC
(23,12),-1.78256 # DEPENDENCYPART_ARC
(23,13),-2.99312 # DEPENDENCYPART_ARC
(23,14),-1.58203 # DEPENDENCYPART_ARC
(23,15),-2.20957 # DEPENDENCYPART_ARC
(23,16),-1.44541 # DEPENDENCYPART_ARC
(23,17),-1.27192 # DEPENDENCYPART_ARC
(23,18),-0.0737098 # DEPENDENCYPART_ARC
(23,19),0.73615 # DEPENDENCYPART_ARC
(23,20),1.08817 # DEPENDENCYPART_ARC
(23,21),-0.0177142 # DEPENDENCYPART_ARC
(23,22),0.61112 # DEPENDENCYPART_ARC
(23,24),1.48382 # DEPENDENCYPART_ARC
(23,25),0.50288 # DEPENDENCYPART_ARC
(24,1),-0.805242 # DEPENDENCYPART_ARC
(24,2),0.584172 # DEPENDENCYPART_ARC
(24,3),-0.124609 # DEPENDENCYPART_ARC
(24,4),-0.098266 # DEPENDENCYPART_ARC
(24,5),0.819722 # DEPENDENCYPART_ARC
(24,6),-0.464489 # DEPENDENCYPART_ARC
(24,7),-0.363434 # DEPENDENCYPART_ARC
(24,8),-0.637314 # DEPENDENCYPART_ARC
(24,9),-0.944195 # DEPENDENCYPART_ARC
(24,10),0.805878 # DEPENDENCYPART_ARC
(24,11),-0.0469365 # DEPENDENCYPART_ARC
(24,12),-0.770661 # DEPENDENCYPART_ARC
(24,13),-1.55397 # DEPENDENCYPART_ARC
(24,14),1.16787 # DEPENDENCYPART_ARC
(24,15),-0.692248 # DEPENDENCYPART_ARC
(24,16),-0.105556 # DEPENDENCYPART_ARC
(24,17),1.31201 # DEPENDENCYPART_ARC
(24,18),0.978386 # DEPENDENCYPART_ARC
(24,19),0.140015 # DEPENDENCYPART_ARC
(24,20),0.958021 # DEPENDENCYPART_ARC
(24,21),0.816872 # DEPENDENCYPART_ARC
(24,22),3.99691 # DEPENDENCYPART_ARC
(24,23),4.10565 # DEPENDENCYPART_ARC
(24,25),7.25516 # DEPENDENCYPART_ARC
(25,1),-3.77553 # DEPENDENCYPART_ARC
(25,2),-3.13399 # DEPENDENCYPART_ARC
(25,3),-1.90618 # DEPENDENCYPART_ARC
(25,4),-3.29814 # DEPENDENCYPART_ARC
(25,5),-2.68041 # DEPENDENCYPART_ARC
(25,6),-3.08843 # DEPENDENCYPART_ARC
(25,7),-3.18154 # DEPENDENCYPART_ARC
(25,8),-2.35841 # DEPENDENCYPART_ARC
(25,9),-2.80869 # DEPENDENCYPART_ARC
(25,10),-1.89215 # DEPENDENCYPART_ARC
(25,11),-2.73094 # DEPENDENCYPART_ARC
(25,12),-2.37115 # DEPENDENCYPART_ARC
(25,13),-2.3918 # DEPENDENCYPART_ARC
(25,14),-1.50358 # DEPENDENCYPART_ARC
(25,15),-2.05634 # DEPENDENCYPART_ARC
(25,16),-2.23882 # DEPENDENCYPART_ARC
(25,17),-1.34959 # DEPENDENCYPART_ARC
(25,18),-1.61494 # DEPENDENCYPART_ARC
(25,19),-1.17118 # DEPENDENCYPART_ARC
(25,20),-2.0936 # DEPENDENCYPART_ARC
(25,21),-1.77886 # DEPENDENCYPART_ARC
(25,22),-0.32106 # DEPENDENCYPART_ARC
(25,23),-2.02226 # DEPENDENCYPART_ARC
(25,24),-0.970879 # DEPENDENCYPART_ARC
