# _root_ If she is nominated by President Bush and confirmed by the Senate , Dr. Novello would succeed C. Everett Koop , who rattled liberals and conservatives alike with his outspoken views on a range of health issues .
#goldHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,24,23,31,31,28,31,34,32,34,37,35,16,
#predictedHeads=16,3,1,3,4,7,5,4,8,9,12,10,16,15,16,0,16,20,20,17,20,23,20,23,24,25,23,23,31,31,28,31,34,32,34,37,35,3,
(13,23),-1.7752 # DEPENDENCYPART_ARC
(13,24),-2.534 # DEPENDENCYPART_ARC
(13,25),-2.11719 # DEPENDENCYPART_ARC
(13,26),-2.73728 # DEPENDENCYPART_ARC
(13,27),-2.59748 # DEPENDENCYPART_ARC
(13,28),-2.2866 # DEPENDENCYPART_ARC
(13,29),-3.06211 # DEPENDENCYPART_ARC
(13,30),-3.11505 # DEPENDENCYPART_ARC
(13,31),-3.32072 # DEPENDENCYPART_ARC
(13,32),-2.69579 # DEPENDENCYPART_ARC
(13,33),-3.31706 # DEPENDENCYPART_ARC
(13,34),-3.69584 # DEPENDENCYPART_ARC
(13,35),-2.95351 # DEPENDENCYPART_ARC
(13,36),-3.86292 # DEPENDENCYPART_ARC
(13,37),-3.89736 # DEPENDENCYPART_ARC
(13,38),-2.77898 # DEPENDENCYPART_ARC
(14,1),-4.18655 # DEPENDENCYPART_ARC
(14,2),-3.4327 # DEPENDENCYPART_ARC
(14,3),-4.36795 # DEPENDENCYPART_ARC
(14,4),-3.16374 # DEPENDENCYPART_ARC
(14,5),-3.91867 # DEPENDENCYPART_ARC
(14,6),-4.10912 # DEPENDENCYPART_ARC
(14,7),-5.09363 # DEPENDENCYPART_ARC
(14,8),-3.47393 # DEPENDENCYPART_ARC
(14,9),-2.26581 # DEPENDENCYPART_ARC
(14,10),-2.06028 # DEPENDENCYPART_ARC
(14,11),0.387032 # DEPENDENCYPART_ARC
(14,12),0.926681 # DEPENDENCYPART_ARC
(14,13),0.408526 # DEPENDENCYPART_ARC
(14,15),1.726 # DEPENDENCYPART_ARC
(14,16),-1.06787 # DEPENDENCYPART_ARC
(14,17),-1.49042 # DEPENDENCYPART_ARC
(14,18),-0.470947 # DEPENDENCYPART_ARC
(14,19),-0.12297 # DEPENDENCYPART_ARC
(14,20),-0.295146 # DEPENDENCYPART_ARC
(14,21),-0.45774 # DEPENDENCYPART_ARC
(14,22),-2.88578 # DEPENDENCYPART_ARC
(14,23),-0.968671 # DEPENDENCYPART_ARC
(14,24),-1.85725 # DEPENDENCYPART_ARC
(14,25),-2.63113 # DEPENDENCYPART_ARC
(14,26),-2.44143 # DEPENDENCYPART_ARC
(14,27),-2.49053 # DEPENDENCYPART_ARC
(14,28),-2.66964 # DEPENDENCYPART_ARC
(14,29),-3.14364 # DEPENDENCYPART_ARC
(14,30),-2.78154 # DEPENDENCYPART_ARC
(14,31),-2.92444 # DEPENDENCYPART_ARC
(14,32),-3.52805 # DEPENDENCYPART_ARC
(14,33),-3.05723 # DEPENDENCYPART_ARC
(14,34),-5.50925 # DEPENDENCYPART_ARC
(14,35),-4.74555 # DEPENDENCYPART_ARC
(14,36),-6.61791 # DEPENDENCYPART_ARC
(14,37),-4.37845 # DEPENDENCYPART_ARC
(14,38),-0.468455 # DEPENDENCYPART_ARC
(15,1),-3.29736 # DEPENDENCYPART_ARC
(15,2),-2.26552 # DEPENDENCYPART_ARC
(15,3),-3.49668 # DEPENDENCYPART_ARC
(15,4),-2.25419 # DEPENDENCYPART_ARC
(15,5),-2.83951 # DEPENDENCYPART_ARC
(15,6),-2.3143 # DEPENDENCYPART_ARC
(15,7),-3.81421 # DEPENDENCYPART_ARC
(15,8),-2.45348 # DEPENDENCYPART_ARC
(15,9),-1.53196 # DEPENDENCYPART_ARC
(15,10),-1.23306 # DEPENDENCYPART_ARC
(15,11),2.02995 # DEPENDENCYPART_ARC
(15,12),0.795989 # DEPENDENCYPART_ARC
(15,13),1.1793 # DEPENDENCYPART_ARC
(15,14),4.34605 # DEPENDENCYPART_ARC
(15,16),0.415192 # DEPENDENCYPART_ARC
(15,17),-0.174628 # DEPENDENCYPART_ARC
(15,18),0.101867 # DEPENDENCYPART_ARC
(15,19),0.241658 # DEPENDENCYPART_ARC
(15,20),0.570157 # DEPENDENCYPART_ARC
(15,21),1.03727 # DEPENDENCYPART_ARC
(15,22),-1.97255 # DEPENDENCYPART_ARC
(15,23),0.495435 # DEPENDENCYPART_ARC
(15,24),-0.938838 # DEPENDENCYPART_ARC
(15,25),-1.80259 # DEPENDENCYPART_ARC
(15,26),-1.47848 # DEPENDENCYPART_ARC
(15,27),-1.53446 # DEPENDENCYPART_ARC
(15,28),-1.49291 # DEPENDENCYPART_ARC
(15,29),-2.23221 # DEPENDENCYPART_ARC
(15,30),-1.87342 # DEPENDENCYPART_ARC
(15,31),-1.83378 # DEPENDENCYPART_ARC
(15,32),-2.29618 # DEPENDENCYPART_ARC
(15,33),-2.28913 # DEPENDENCYPART_ARC
(15,34),-4.43585 # DEPENDENCYPART_ARC
(15,35),-3.49359 # DEPENDENCYPART_ARC
(15,36),-5.50444 # DEPENDENCYPART_ARC
(15,37),-3.2534 # DEPENDENCYPART_ARC
(15,38),0.374739 # DEPENDENCYPART_ARC
(16,1),3.45056 # DEPENDENCYPART_ARC
(16,2),-0.488383 # DEPENDENCYPART_ARC
(16,3),-1.03679 # DEPENDENCYPART_ARC
(16,4),0.376569 # DEPENDENCYPART_ARC
(16,5),-0.538989 # DEPENDENCYPART_ARC
(16,6),0.720923 # DEPENDENCYPART_ARC
(16,7),2.02697 # DEPENDENCYPART_ARC
(16,8),-0.368812 # DEPENDENCYPART_ARC
(16,9),0.436001 # DEPENDENCYPART_ARC
(16,10),0.541354 # DEPENDENCYPART_ARC
(16,11),-0.261535 # DEPENDENCYPART_ARC
(16,12),0.954782 # DEPENDENCYPART_ARC
(16,13),3.14088 # DEPENDENCYPART_ARC
(16,14),2.00394 # DEPENDENCYPART_ARC
(16,15),2.69859 # DEPENDENCYPART_ARC
(16,17),4.40063 # DEPENDENCYPART_ARC
(16,18),1.4356 # DEPENDENCYPART_ARC
(16,19),1.14305 # DEPENDENCYPART_ARC
(16,20),1.0147 # DEPENDENCYPART_ARC
(16,21),0.818757 # DEPENDENCYPART_ARC
(16,22),-0.418654 # DEPENDENCYPART_ARC
(16,23),0.631787 # DEPENDENCYPART_ARC
(16,24),-0.298243 # DEPENDENCYPART_ARC
(16,25),0.98818 # DEPENDENCYPART_ARC
(16,26),-0.513133 # DEPENDENCYPART_ARC
(16,27),0.0311006 # DEPENDENCYPART_ARC
(16,28),0.294509 # DEPENDENCYPART_ARC
(16,29),-0.626302 # DEPENDENCYPART_ARC
(16,30),-0.887656 # DEPENDENCYPART_ARC
(16,31),-1.0908 # DEPENDENCYPART_ARC
(16,32),-0.275279 # DEPENDENCYPART_ARC
(16,33),-0.97061 # DEPENDENCYPART_ARC
(16,34),-1.12696 # DEPENDENCYPART_ARC
(16,35),-1.22174 # DEPENDENCYPART_ARC
(16,36),-1.08041 # DEPENDENCYPART_ARC
(16,37),-1.82374 # DEPENDENCYPART_ARC
(16,38),6.45271 # DEPENDENCYPART_ARC
(17,1),-0.418444 # DEPENDENCYPART_ARC
(17,2),-1.61481 # DEPENDENCYPART_ARC
(17,3),-1.58018 # DEPENDENCYPART_ARC
(17,4),-1.39382 # DEPENDENCYPART_ARC
(17,5),-1.36459 # DEPENDENCYPART_ARC
(17,6),-0.934789 # DEPENDENCYPART_ARC
(17,7),-0.897738 # DEPENDENCYPART_ARC
(17,8),-1.28322 # DEPENDENCYPART_ARC
(17,9),-0.84288 # DEPENDENCYPART_ARC
(17,10),-0.674937 # DEPENDENCYPART_ARC
(17,11),0.203307 # DEPENDENCYPART_ARC
(17,12),-0.330162 # DEPENDENCYPART_ARC
(17,13),0.292257 # DEPENDENCYPART_ARC
(17,14),0.300639 # DEPENDENCYPART_ARC
(17,15),-0.0610329 # DEPENDENCYPART_ARC
(17,16),0.717317 # DEPENDENCYPART_ARC
(17,18),2.57681 # DEPENDENCYPART_ARC
(17,19),2.73511 # DEPENDENCYPART_ARC
(17,20),2.80631 # DEPENDENCYPART_ARC
(17,21),1.67014 # DEPENDENCYPART_ARC
(17,22),-0.736028 # DEPENDENCYPART_ARC
(17,23),0.771298 # DEPENDENCYPART_ARC
(17,24),0.246298 # DEPENDENCYPART_ARC
(17,25),0.272253 # DEPENDENCYPART_ARC
(17,26),-0.387944 # DEPENDENCYPART_ARC
(17,27),0.548579 # DEPENDENCYPART_ARC
(17,28),1.19509 # DEPENDENCYPART_ARC
(17,29),-1.2082 # DEPENDENCYPART_ARC
(17,30),-0.135423 # DEPENDENCYPART_ARC
(17,31),-1.5867 # DEPENDENCYPART_ARC
(17,32),0.953322 # DEPENDENCYPART_ARC
(17,33),-1.55994 # DEPENDENCYPART_ARC
(17,34),-2.0515 # DEPENDENCYPART_ARC
(17,35),-0.479143 # DEPENDENCYPART_ARC
(17,36),-3.58565 # DEPENDENCYPART_ARC
(17,37),-3.9664 # DEPENDENCYPART_ARC
(17,38),1.19203 # DEPENDENCYPART_ARC
(18,1),-5.2692 # DEPENDENCYPART_ARC
(18,2),-4.09593 # DEPENDENCYPART_ARC
(18,3),-5.38255 # DEPENDENCYPART_ARC
(18,4),-3.94153 # DEPENDENCYPART_ARC
(18,5),-5.47761 # DEPENDENCYPART_ARC
(18,6),-6.28098 # DEPENDENCYPART_ARC
(18,7),-6.95462 # DEPENDENCYPART_ARC
(18,8),-4.43698 # DEPENDENCYPART_ARC
(18,9),-3.27665 # DEPENDENCYPART_ARC
(18,10),-3.92028 # DEPENDENCYPART_ARC
(18,11),-1.26282 # DEPENDENCYPART_ARC
(18,12),-2.32833 # DEPENDENCYPART_ARC
(18,13),-2.29124 # DEPENDENCYPART_ARC
(18,14),-0.479956 # DEPENDENCYPART_ARC
(18,15),-0.968671 # DEPENDENCYPART_ARC
(18,16),-1.44914 # DEPENDENCYPART_ARC
(18,17),-0.380484 # DEPENDENCYPART_ARC
(18,19),0.797397 # DEPENDENCYPART_ARC
(18,20),0.775212 # DEPENDENCYPART_ARC
(18,21),0.39034 # DEPENDENCYPART_ARC
(18,22),-2.28056 # DEPENDENCYPART_ARC
(18,23),-0.356923 # DEPENDENCYPART_ARC
(18,24),-1.67357 # DEPENDENCYPART_ARC
(18,25),-1.7987 # DEPENDENCYPART_ARC
(18,26),-2.14094 # DEPENDENCYPART_ARC
(18,27),-1.95986 # DEPENDENCYPART_ARC
(18,28),-2.07411 # DEPENDENCYPART_ARC
(18,29),-2.68719 # DEPENDENCYPART_ARC
(18,30),-2.47838 # DEPENDENCYPART_ARC
(18,31),-2.69977 # DEPENDENCYPART_ARC
(18,32),-3.17667 # DEPENDENCYPART_ARC
(18,33),-2.76653 # DEPENDENCYPART_ARC
(18,34),-4.93612 # DEPENDENCYPART_ARC
(18,35),-4.16916 # DEPENDENCYPART_ARC
(18,36),-5.97594 # DEPENDENCYPART_ARC
(18,37),-4.0602 # DEPENDENCYPART_ARC
(18,38),-0.617297 # DEPENDENCYPART_ARC
(19,1),-4.33434 # DEPENDENCYPART_ARC
(19,2),-2.84017 # DEPENDENCYPART_ARC
(19,3),-4.39477 # DEPENDENCYPART_ARC
(19,4),-2.66083 # DEPENDENCYPART_ARC
(19,5),-4.69426 # DEPENDENCYPART_ARC
(19,6),-4.27879 # DEPENDENCYPART_ARC
(19,7),-5.38349 # DEPENDENCYPART_ARC
(19,8),-3.62193 # DEPENDENCYPART_ARC
(19,9),-2.01491 # DEPENDENCYPART_ARC
(19,10),-2.99332 # DEPENDENCYPART_ARC
(19,11),0.21959 # DEPENDENCYPART_ARC
(19,12),-1.06132 # DEPENDENCYPART_ARC
(19,13),-1.32048 # DEPENDENCYPART_ARC
(19,14),1.33267 # DEPENDENCYPART_ARC
(19,15),0.267125 # DEPENDENCYPART_ARC
(19,16),-0.954229 # DEPENDENCYPART_ARC
(19,17),0.150368 # DEPENDENCYPART_ARC
(19,18),3.51618 # DEPENDENCYPART_ARC
(19,20),2.14032 # DEPENDENCYPART_ARC
(19,21),2.01228 # DEPENDENCYPART_ARC
(19,22),-1.0289 # DEPENDENCYPART_ARC
(19,23),1.19358 # DEPENDENCYPART_ARC
(19,24),-0.338167 # DEPENDENCYPART_ARC
(19,25),-0.507842 # DEPENDENCYPART_ARC
(19,26),-1.02415 # DEPENDENCYPART_ARC
(19,27),-0.883347 # DEPENDENCYPART_ARC
(19,28),-1.00998 # DEPENDENCYPART_ARC
(19,29),-1.52814 # DEPENDENCYPART_ARC
(19,30),-1.36479 # DEPENDENCYPART_ARC
(19,31),-1.47412 # DEPENDENCYPART_ARC
(19,32),-2.16133 # DEPENDENCYPART_ARC
(19,33),-1.86581 # DEPENDENCYPART_ARC
(19,34),-3.48592 # DEPENDENCYPART_ARC
(19,35),-3.18917 # DEPENDENCYPART_ARC
(19,36),-4.75048 # DEPENDENCYPART_ARC
(19,37),-2.8883 # DEPENDENCYPART_ARC
(19,38),0.571283 # DEPENDENCYPART_ARC
(20,1),-2.96121 # DEPENDENCYPART_ARC
(20,2),-1.27772 # DEPENDENCYPART_ARC
(20,3),-3.0892 # DEPENDENCYPART_ARC
(20,4),-1.04197 # DEPENDENCYPART_ARC
(20,5),-3.23996 # DEPENDENCYPART_ARC
(20,6),-2.53095 # DEPENDENCYPART_ARC
(20,7),-3.75056 # DEPENDENCYPART_ARC
(20,8),-2.147 # DEPENDENCYPART_ARC
(20,9),-0.725907 # DEPENDENCYPART_ARC
(20,10),-1.63757 # DEPENDENCYPART_ARC
(20,11),2.2058 # DEPENDENCYPART_ARC
(20,12),1.19341 # DEPENDENCYPART_ARC
(20,13),0.0339478 # DEPENDENCYPART_ARC
(20,14),2.79117 # DEPENDENCYPART_ARC
(20,15),1.78628 # DEPENDENCYPART_ARC
(20,16),0.236469 # DEPENDENCYPART_ARC
(20,17),1.07894 # DEPENDENCYPART_ARC
(20,18),4.93999 # DEPENDENCYPART_ARC
(20,19),4.39117 # DEPENDENCYPART_ARC
(20,21),3.59563 # DEPENDENCYPART_ARC
(20,22),0.45407 # DEPENDENCYPART_ARC
(20,23),2.7814 # DEPENDENCYPART_ARC
(20,24),0.960439 # DEPENDENCYPART_ARC
(20,25),0.598707 # DEPENDENCYPART_ARC
(20,26),0.0842981 # DEPENDENCYPART_ARC
(20,27),0.738038 # DEPENDENCYPART_ARC
(20,28),0.667323 # DEPENDENCYPART_ARC
(20,29),-0.248125 # DEPENDENCYPART_ARC
(20,30),0.0629253 # DEPENDENCYPART_ARC
(20,31),-0.42125 # DEPENDENCYPART_ARC
(20,32),-0.434996 # DEPENDENCYPART_ARC
(20,33),-0.709373 # DEPENDENCYPART_ARC
(20,34),-2.221 # DEPENDENCYPART_ARC
(20,35),-1.86258 # DEPENDENCYPART_ARC
(20,36),-3.53927 # DEPENDENCYPART_ARC
(20,37),-1.63963 # DEPENDENCYPART_ARC
(20,38),1.42355 # DEPENDENCYPART_ARC
(21,1),-2.84444 # DEPENDENCYPART_ARC
(21,2),-2.99656 # DEPENDENCYPART_ARC
(21,3),-2.6386 # DEPENDENCYPART_ARC
(21,4),-1.18927 # DEPENDENCYPART_ARC
(21,5),-2.36875 # DEPENDENCYPART_ARC
(21,6),-2.78647 # DEPENDENCYPART_ARC
(21,7),-2.74189 # DEPENDENCYPART_ARC
(21,8),-2.40015 # DEPENDENCYPART_ARC
(21,9),-0.970489 # DEPENDENCYPART_ARC
(21,10),-1.81908 # DEPENDENCYPART_ARC
(21,11),-1.44507 # DEPENDENCYPART_ARC
(21,12),-2.19644 # DEPENDENCYPART_ARC
(21,13),-0.624946 # DEPENDENCYPART_ARC
(21,14),-1.83927 # DEPENDENCYPART_ARC
(21,15),-1.73573 # DEPENDENCYPART_ARC
(21,16),-1.80762 # DEPENDENCYPART_ARC
(21,17),-1.29756 # DEPENDENCYPART_ARC
(21,18),-1.21499 # DEPENDENCYPART_ARC
(21,19),-1.35915 # DEPENDENCYPART_ARC
(21,20),-0.768122 # DEPENDENCYPART_ARC
(21,22),-0.639022 # DEPENDENCYPART_ARC
(21,23),-0.0626343 # DEPENDENCYPART_ARC
(21,24),-0.914623 # DEPENDENCYPART_ARC
(21,25),-1.03544 # DEPENDENCYPART_ARC
(21,26),-1.34439 # DEPENDENCYPART_ARC
(21,27),-1.40654 # DEPENDENCYPART_ARC
(21,28),-1.21614 # DEPENDENCYPART_ARC
(21,29),-2.02552 # DEPENDENCYPART_ARC
(21,30),-1.90686 # DEPENDENCYPART_ARC
(21,31),-2.1487 # DEPENDENCYPART_ARC
(21,32),-1.61768 # DEPENDENCYPART_ARC
(21,33),-2.23284 # DEPENDENCYPART_ARC
(21,34),-2.65523 # DEPENDENCYPART_ARC
(21,35),-1.79421 # DEPENDENCYPART_ARC
(21,36),-2.74768 # DEPENDENCYPART_ARC
(21,37),-2.77627 # DEPENDENCYPART_ARC
(21,38),-1.83592 # DEPENDENCYPART_ARC
(22,1),-3.19691 # DEPENDENCYPART_ARC
(22,2),-3.55167 # DEPENDENCYPART_ARC
(22,3),-3.21975 # DEPENDENCYPART_ARC
(22,4),-2.99506 # DEPENDENCYPART_ARC
(22,5),-2.70473 # DEPENDENCYPART_ARC
(22,6),-3.02035 # DEPENDENCYPART_ARC
(22,7),-2.95067 # DEPENDENCYPART_ARC
(22,8),-3.13884 # DEPENDENCYPART_ARC
(22,9),-2.48855 # DEPENDENCYPART_ARC
(22,10),-2.19928 # DEPENDENCYPART_ARC
(22,11),-2.27432 # DEPENDENCYPART_ARC
(22,12),-2.25488 # DEPENDENCYPART_ARC
(22,13),-1.9392 # DEPENDENCYPART_ARC
(22,14),-2.05269 # DEPENDENCYPART_ARC
(22,15),-1.93823 # DEPENDENCYPART_ARC
(22,16),-1.95468 # DEPENDENCYPART_ARC
(22,17),-1.6867 # DEPENDENCYPART_ARC
(22,18),-1.41413 # DEPENDENCYPART_ARC
(22,19),-1.10046 # DEPENDENCYPART_ARC
(22,20),-0.995557 # DEPENDENCYPART_ARC
(22,21),0.0664679 # DEPENDENCYPART_ARC
(22,23),0.334248 # DEPENDENCYPART_ARC
(22,24),-0.260834 # DEPENDENCYPART_ARC
(22,25),-0.338862 # DEPENDENCYPART_ARC
(22,26),-0.892056 # DEPENDENCYPART_ARC
(22,27),-1.07582 # DEPENDENCYPART_ARC
(22,28),-0.634188 # DEPENDENCYPART_ARC
(22,29),-1.76306 # DEPENDENCYPART_ARC
(22,30),-1.59703 # DEPENDENCYPART_ARC
(22,31),-1.6495 # DEPENDENCYPART_ARC
(22,32),-1.1143 # DEPENDENCYPART_ARC
(22,33),-2.04367 # DEPENDENCYPART_ARC
(22,34),-1.64912 # DEPENDENCYPART_ARC
(22,35),-1.50891 # DEPENDENCYPART_ARC
(22,36),-1.73912 # DEPENDENCYPART_ARC
(22,37),-2.25366 # DEPENDENCYPART_ARC
(22,38),-0.566282 # DEPENDENCYPART_ARC
(23,1),-1.00132 # DEPENDENCYPART_ARC
(23,2),-2.38461 # DEPENDENCYPART_ARC
(23,3),-2.72402 # DEPENDENCYPART_ARC
(23,4),-1.2064 # DEPENDENCYPART_ARC
(23,5),-2.26379 # DEPENDENCYPART_ARC
(23,6),-0.972384 # DEPENDENCYPART_ARC
(23,7),-1.51311 # DEPENDENCYPART_ARC
(23,8),-1.19895 # DEPENDENCYPART_ARC
(23,9),-0.977835 # DEPENDENCYPART_ARC
(23,10),-1.57349 # DEPENDENCYPART_ARC
(23,11),-2.87045 # DEPENDENCYPART_ARC
(23,12),-1.4044 # DEPENDENCYPART_ARC
(23,13),0.0595026 # DEPENDENCYPART_ARC
(23,14),-0.830691 # DEPENDENCYPART_ARC
(23,15),-0.896036 # DEPENDENCYPART_ARC
(23,16),-1.0603 # DEPENDENCYPART_ARC
(23,17),-1.09303 # DEPENDENCYPART_ARC
(23,18),-0.619495 # DEPENDENCYPART_ARC
(23,19),-0.483625 # DEPENDENCYPART_ARC
(23,20),-0.349836 # DEPENDENCYPART_ARC
(23,21),0.0722125 # DEPENDENCYPART_ARC
(23,22),3.82963 # DEPENDENCYPART_ARC
(23,24),3.21738 # DEPENDENCYPART_ARC
(23,25),2.03731 # DEPENDENCYPART_ARC
(23,26),1.59253 # DEPENDENCYPART_ARC
(23,27),1.75471 # DEPENDENCYPART_ARC
(23,28),2.07629 # DEPENDENCYPART_ARC
(23,29),-0.778014 # DEPENDENCYPART_ARC
(23,30),-0.123513 # DEPENDENCYPART_ARC
(23,31),0.43545 # DEPENDENCYPART_ARC
(23,32),1.42705 # DEPENDENCYPART_ARC
(23,33),-1.31201 # DEPENDENCYPART_ARC
(23,34),0.096505 # DEPENDENCYPART_ARC
(23,35),-0.387891 # DEPENDENCYPART_ARC
(23,36),-1.24695 # DEPENDENCYPART_ARC
(23,37),-1.31835 # DEPENDENCYPART_ARC
(23,38),3.2013 # DEPENDENCYPART_ARC
(24,1),-1.85245 # DEPENDENCYPART_ARC
(24,2),-3.08284 # DEPENDENCYPART_ARC
(24,3),-2.93075 # DEPENDENCYPART_ARC
(24,4),-3.05997 # DEPENDENCYPART_ARC
(24,5),-1.71897 # DEPENDENCYPART_ARC
(24,6),-3.71677 # DEPENDENCYPART_ARC
(24,7),-5.16914 # DEPENDENCYPART_ARC
(24,8),-1.47409 # DEPENDENCYPART_ARC
(24,9),-2.52697 # DEPENDENCYPART_ARC
(24,10),-1.24446 # DEPENDENCYPART_ARC
(24,11),-0.374968 # DEPENDENCYPART_ARC
(24,12),-2.74002 # DEPENDENCYPART_ARC
(24,13),-1.04771 # DEPENDENCYPART_ARC
(24,14),-1.19321 # DEPENDENCYPART_ARC
(24,15),-1.84565 # DEPENDENCYPART_ARC
(24,16),-1.65521 # DEPENDENCYPART_ARC
(24,17),-1.0396 # DEPENDENCYPART_ARC
(24,18),-0.176049 # DEPENDENCYPART_ARC
(24,19),-0.146956 # DEPENDENCYPART_ARC
(24,20),-0.793531 # DEPENDENCYPART_ARC
(24,21),-0.18465 # DEPENDENCYPART_ARC
(24,22),1.51152 # DEPENDENCYPART_ARC
(24,23),1.18647 # DEPENDENCYPART_ARC
(24,25),3.66775 # DEPENDENCYPART_ARC
(24,26),1.11055 # DEPENDENCYPART_ARC
(24,27),1.73451 # DEPENDENCYPART_ARC
(24,28),0.853764 # DEPENDENCYPART_ARC
(24,29),-0.232569 # DEPENDENCYPART_ARC
(24,30),0.643037 # DEPENDENCYPART_ARC
(24,31),0.16537 # DEPENDENCYPART_ARC
(24,32),1.43721 # DEPENDENCYPART_ARC
(24,33),-0.33215 # DEPENDENCYPART_ARC
(24,34),-0.0295147 # DEPENDENCYPART_ARC
(24,35),-0.967905 # DEPENDENCYPART_ARC
(24,36),-0.420722 # DEPENDENCYPART_ARC
(24,37),-1.03618 # DEPENDENCYPART_ARC
(24,38),1.30652 # DEPENDENCYPART_ARC
(25,1),-3.31953 # DEPENDENCYPART_ARC
(25,2),-3.37398 # DEPENDENCYPART_ARC
(25,3),-2.24405 # DEPENDENCYPART_ARC
(25,4),-2.98679 # DEPENDENCYPART_ARC
(25,5),-2.84533 # DEPENDENCYPART_ARC
(25,6),-1.71071 # DEPENDENCYPART_ARC
(25,7),-1.69629 # DEPENDENCYPART_ARC
(25,8),-2.76302 # DEPENDENCYPART_ARC
(25,9),-2.44343 # DEPENDENCYPART_ARC
(25,10),-2.27852 # DEPENDENCYPART_ARC
(25,11),-2.16647 # DEPENDENCYPART_ARC
(25,12),-1.3445 # DEPENDENCYPART_ARC
(25,13),-2.20978 # DEPENDENCYPART_ARC
(25,14),-1.15311 # DEPENDENCYPART_ARC
(25,15),-1.08438 # DEPENDENCYPART_ARC
(25,16),-1.85627 # DEPENDENCYPART_ARC
(25,17),-1.58387 # DEPENDENCYPART_ARC
(25,18),-0.652035 # DEPENDENCYPART_ARC
(25,19),-0.606199 # DEPENDENCYPART_ARC
(25,20),-0.568243 # DEPENDENCYPART_ARC
(25,21),-1.19658 # DEPENDENCYPART_ARC
(25,22),0.182009 # DEPENDENCYPART_ARC
(25,23),-0.382274 # DEPENDENCYPART_ARC
(25,24),0.0680395 # DEPENDENCYPART_ARC
(25,26),4.3488 # DEPENDENCYPART_ARC
(25,27),0.562135 # DEPENDENCYPART_ARC
(25,28),0.480431 # DEPENDENCYPART_ARC
(25,29),-0.788552 # DEPENDENCYPART_ARC
(25,30),-0.269574 # DEPENDENCYPART_ARC
(25,31),0.023037 # DEPENDENCYPART_ARC
(25,32),-0.485819 # DEPENDENCYPART_ARC
(25,33),-1.1454 # DEPENDENCYPART_ARC
(25,34),-1.56395 # DEPENDENCYPART_ARC
(25,35),-0.545726 # DEPENDENCYPART_ARC
(25,36),-3.14435 # DEPENDENCYPART_ARC
(25,37),-2.83515 # DEPENDENCYPART_ARC
(25,38),-0.169906 # DEPENDENCYPART_ARC
(26,1),-2.76456 # DEPENDENCYPART_ARC
(26,2),-4.33733 # DEPENDENCYPART_ARC
(26,3),-4.2539 # DEPENDENCYPART_ARC
(26,4),-4.22906 # DEPENDENCYPART_ARC
(26,5),-2.86707 # DEPENDENCYPART_ARC
(26,6),-5.55413 # DEPENDENCYPART_ARC
(26,7),-6.77474 # DEPENDENCYPART_ARC
(26,8),-2.60198 # DEPENDENCYPART_ARC
(26,9),-3.63572 # DEPENDENCYPART_ARC
(26,10),-2.22902 # DEPENDENCYPART_ARC
(26,11),-1.99236 # DEPENDENCYPART_ARC
(26,12),-4.53885 # DEPENDENCYPART_ARC
(26,13),-2.55167 # DEPENDENCYPART_ARC
(26,14),-3.3931 # DEPENDENCYPART_ARC
(26,15),-3.91878 # DEPENDENCYPART_ARC
(26,16),-2.8285 # DEPENDENCYPART_ARC
(26,17),-2.21324 # DEPENDENCYPART_ARC
(26,18),-1.96989 # DEPENDENCYPART_ARC
(26,19),-2.33031 # DEPENDENCYPART_ARC
(26,20),-3.1172 # DEPENDENCYPART_ARC
(26,21),-2.09443 # DEPENDENCYPART_ARC
(26,22),-0.480727 # DEPENDENCYPART_ARC
(26,23),-1.10842 # DEPENDENCYPART_ARC
(26,24),0.00201666 # DEPENDENCYPART_ARC
(26,25),0.0164905 # DEPENDENCYPART_ARC
(26,27),0.765626 # DEPENDENCYPART_ARC
(26,28),0.684286 # DEPENDENCYPART_ARC
(26,29),-0.546452 # DEPENDENCYPART_ARC
(26,30),0.131182 # DEPENDENCYPART_ARC
(26,31),-0.105609 # DEPENDENCYPART_ARC
(26,32),0.423269 # DEPENDENCYPART_ARC
(26,33),-0.910811 # DEPENDENCYPART_ARC
(26,34),-0.400432 # DEPENDENCYPART_ARC
(26,35),-1.27692 # DEPENDENCYPART_ARC
(26,36),-0.750798 # DEPENDENCYPART_ARC
(26,37),-1.44932 # DEPENDENCYPART_ARC
(26,38),0.628717 # DEPENDENCYPART_ARC
(27,1),-2.44992 # DEPENDENCYPART_ARC
(27,2),-2.88622 # DEPENDENCYPART_ARC
(27,3),-2.75765 # DEPENDENCYPART_ARC
(27,4),-2.43332 # DEPENDENCYPART_ARC
(27,5),-1.93513 # DEPENDENCYPART_ARC
(27,6),-2.61624 # DEPENDENCYPART_ARC
(27,7),-2.45615 # DEPENDENCYPART_ARC
(27,8),-2.37792 # DEPENDENCYPART_ARC
(27,9),-1.76567 # DEPENDENCYPART_ARC
(27,10),-1.3652 # DEPENDENCYPART_ARC
(27,11),-0.607618 # DEPENDENCYPART_ARC
(27,12),-1.8256 # DEPENDENCYPART_ARC
(27,13),-1.21958 # DEPENDENCYPART_ARC
(27,14),-1.61958 # DEPENDENCYPART_ARC
(27,15),-1.61409 # DEPENDENCYPART_ARC
(27,16),-1.25035 # DEPENDENCYPART_ARC
