# _root_ Consider Gap Inc. , whose latest ad campaign features black-and-white shots of Hollywood stars , artists and other well-known personalities modeling the retailer 's jeans and T-shirts .
#goldHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,14,14,16,19,20,17,14,23,25,23,21,25,26,1,
#predictedHeads=0,1,2,2,8,8,8,9,2,11,9,11,14,12,2,14,16,20,20,17,20,23,25,23,21,25,26,9,
(18,23),-0.180875 # DEPENDENCYPART_ARC
(18,24),0.0851484 # DEPENDENCYPART_ARC
(18,25),0.0985109 # DEPENDENCYPART_ARC
(18,26),-0.787204 # DEPENDENCYPART_ARC
(18,27),-0.296509 # DEPENDENCYPART_ARC
(18,28),-0.0691697 # DEPENDENCYPART_ARC
(19,1),-2.53896 # DEPENDENCYPART_ARC
(19,2),-2.19762 # DEPENDENCYPART_ARC
(19,3),-2.93477 # DEPENDENCYPART_ARC
(19,4),-1.89778 # DEPENDENCYPART_ARC
(19,5),-1.60744 # DEPENDENCYPART_ARC
(19,6),-1.87089 # DEPENDENCYPART_ARC
(19,7),-1.74238 # DEPENDENCYPART_ARC
(19,8),-1.80664 # DEPENDENCYPART_ARC
(19,9),-1.84168 # DEPENDENCYPART_ARC
(19,10),-0.617856 # DEPENDENCYPART_ARC
(19,11),-1.43225 # DEPENDENCYPART_ARC
(19,12),-1.09289 # DEPENDENCYPART_ARC
(19,13),-0.853806 # DEPENDENCYPART_ARC
(19,14),-0.960702 # DEPENDENCYPART_ARC
(19,15),-0.576666 # DEPENDENCYPART_ARC
(19,16),-0.197972 # DEPENDENCYPART_ARC
(19,17),0.0273315 # DEPENDENCYPART_ARC
(19,18),2.54973 # DEPENDENCYPART_ARC
(19,20),1.20992 # DEPENDENCYPART_ARC
(19,21),0.433316 # DEPENDENCYPART_ARC
(19,22),-0.699911 # DEPENDENCYPART_ARC
(19,23),-0.395905 # DEPENDENCYPART_ARC
(19,24),-0.207711 # DEPENDENCYPART_ARC
(19,25),-0.106778 # DEPENDENCYPART_ARC
(19,26),-0.574193 # DEPENDENCYPART_ARC
(19,27),-0.808496 # DEPENDENCYPART_ARC
(19,28),-0.0210105 # DEPENDENCYPART_ARC
(20,1),-2.35488 # DEPENDENCYPART_ARC
(20,2),-1.81005 # DEPENDENCYPART_ARC
(20,3),-3.03516 # DEPENDENCYPART_ARC
(20,4),-1.57291 # DEPENDENCYPART_ARC
(20,5),0.0842994 # DEPENDENCYPART_ARC
(20,6),-0.240922 # DEPENDENCYPART_ARC
(20,7),-0.634054 # DEPENDENCYPART_ARC
(20,8),-2.15754 # DEPENDENCYPART_ARC
(20,9),-1.27863 # DEPENDENCYPART_ARC
(20,10),0.244096 # DEPENDENCYPART_ARC
(20,11),-1.25671 # DEPENDENCYPART_ARC
(20,12),-0.822208 # DEPENDENCYPART_ARC
(20,13),0.542937 # DEPENDENCYPART_ARC
(20,14),-0.601174 # DEPENDENCYPART_ARC
(20,15),-0.659353 # DEPENDENCYPART_ARC
(20,16),0.275712 # DEPENDENCYPART_ARC
(20,17),-0.436918 # DEPENDENCYPART_ARC
(20,18),3.88559 # DEPENDENCYPART_ARC
(20,19),4.07582 # DEPENDENCYPART_ARC
(20,21),2.6664 # DEPENDENCYPART_ARC
(20,22),0.514635 # DEPENDENCYPART_ARC
(20,23),0.769637 # DEPENDENCYPART_ARC
(20,24),0.998049 # DEPENDENCYPART_ARC
(20,25),0.547652 # DEPENDENCYPART_ARC
(20,26),1.8922 # DEPENDENCYPART_ARC
(20,27),-0.611945 # DEPENDENCYPART_ARC
(20,28),0.709934 # DEPENDENCYPART_ARC
(21,1),-2.15723 # DEPENDENCYPART_ARC
(21,2),-1.43602 # DEPENDENCYPART_ARC
(21,3),-1.61382 # DEPENDENCYPART_ARC
(21,4),-1.30996 # DEPENDENCYPART_ARC
(21,5),-1.05533 # DEPENDENCYPART_ARC
(21,6),-0.854611 # DEPENDENCYPART_ARC
(21,7),-1.17116 # DEPENDENCYPART_ARC
(21,8),-1.14668 # DEPENDENCYPART_ARC
(21,9),-1.26575 # DEPENDENCYPART_ARC
(21,10),-1.14676 # DEPENDENCYPART_ARC
(21,11),0.227025 # DEPENDENCYPART_ARC
(21,12),-0.719599 # DEPENDENCYPART_ARC
(21,13),0.135922 # DEPENDENCYPART_ARC
(21,14),-0.0551592 # DEPENDENCYPART_ARC
(21,15),-0.202767 # DEPENDENCYPART_ARC
(21,16),0.624345 # DEPENDENCYPART_ARC
(21,17),-0.501062 # DEPENDENCYPART_ARC
(21,18),0.343279 # DEPENDENCYPART_ARC
(21,19),0.244377 # DEPENDENCYPART_ARC
(21,20),1.68312 # DEPENDENCYPART_ARC
(21,22),1.32415 # DEPENDENCYPART_ARC
(21,23),2.66462 # DEPENDENCYPART_ARC
(21,24),0.623415 # DEPENDENCYPART_ARC
(21,25),2.50392 # DEPENDENCYPART_ARC
(21,26),1.24611 # DEPENDENCYPART_ARC
(21,27),1.07382 # DEPENDENCYPART_ARC
(21,28),0.710217 # DEPENDENCYPART_ARC
(22,1),-3.59256 # DEPENDENCYPART_ARC
(22,2),-3.95202 # DEPENDENCYPART_ARC
(22,3),-3.82153 # DEPENDENCYPART_ARC
(22,4),-3.37564 # DEPENDENCYPART_ARC
(22,5),-3.01361 # DEPENDENCYPART_ARC
(22,6),-3.0747 # DEPENDENCYPART_ARC
(22,7),-3.72633 # DEPENDENCYPART_ARC
(22,8),-3.6573 # DEPENDENCYPART_ARC
(22,9),-3.06654 # DEPENDENCYPART_ARC
(22,10),-2.95666 # DEPENDENCYPART_ARC
(22,11),-3.0367 # DEPENDENCYPART_ARC
(22,12),-2.29195 # DEPENDENCYPART_ARC
(22,13),-2.63157 # DEPENDENCYPART_ARC
(22,14),-2.65028 # DEPENDENCYPART_ARC
(22,15),-2.27293 # DEPENDENCYPART_ARC
(22,16),-2.34249 # DEPENDENCYPART_ARC
(22,17),-2.49915 # DEPENDENCYPART_ARC
(22,18),-1.68783 # DEPENDENCYPART_ARC
(22,19),-1.34393 # DEPENDENCYPART_ARC
(22,20),-1.47928 # DEPENDENCYPART_ARC
(22,21),-0.513843 # DEPENDENCYPART_ARC
(22,23),-0.0528854 # DEPENDENCYPART_ARC
(22,24),-0.957055 # DEPENDENCYPART_ARC
(22,25),-1.30822 # DEPENDENCYPART_ARC
(22,26),-0.876527 # DEPENDENCYPART_ARC
(22,27),-1.7462 # DEPENDENCYPART_ARC
(22,28),-1.15376 # DEPENDENCYPART_ARC
(23,1),-3.6682 # DEPENDENCYPART_ARC
(23,2),-5.18534 # DEPENDENCYPART_ARC
(23,3),-5.18787 # DEPENDENCYPART_ARC
(23,4),-3.05355 # DEPENDENCYPART_ARC
(23,5),-0.91428 # DEPENDENCYPART_ARC
(23,6),-1.60522 # DEPENDENCYPART_ARC
(23,7),-2.62903 # DEPENDENCYPART_ARC
(23,8),-3.75385 # DEPENDENCYPART_ARC
(23,9),-2.51608 # DEPENDENCYPART_ARC
(23,10),-2.29116 # DEPENDENCYPART_ARC
(23,11),-2.64385 # DEPENDENCYPART_ARC
(23,12),-2.6286 # DEPENDENCYPART_ARC
(23,13),-1.71175 # DEPENDENCYPART_ARC
(23,14),-2.1267 # DEPENDENCYPART_ARC
(23,15),-1.97558 # DEPENDENCYPART_ARC
(23,16),-1.84975 # DEPENDENCYPART_ARC
(23,17),-1.6206 # DEPENDENCYPART_ARC
(23,18),0.238633 # DEPENDENCYPART_ARC
(23,19),0.219482 # DEPENDENCYPART_ARC
(23,20),-0.257221 # DEPENDENCYPART_ARC
(23,21),0.298357 # DEPENDENCYPART_ARC
(23,22),4.83653 # DEPENDENCYPART_ARC
(23,24),4.23088 # DEPENDENCYPART_ARC
(23,25),0.729285 # DEPENDENCYPART_ARC
(23,26),1.17127 # DEPENDENCYPART_ARC
(23,27),-0.188229 # DEPENDENCYPART_ARC
(23,28),-0.00324815 # DEPENDENCYPART_ARC
(24,1),-2.50999 # DEPENDENCYPART_ARC
(24,2),-2.98109 # DEPENDENCYPART_ARC
(24,3),-3.1286 # DEPENDENCYPART_ARC
(24,4),-3.296 # DEPENDENCYPART_ARC
(24,5),-2.1848 # DEPENDENCYPART_ARC
(24,6),-2.31526 # DEPENDENCYPART_ARC
(24,7),-3.32665 # DEPENDENCYPART_ARC
(24,8),-3.17043 # DEPENDENCYPART_ARC
(24,9),-2.18723 # DEPENDENCYPART_ARC
(24,10),-2.08276 # DEPENDENCYPART_ARC
(24,11),-2.12934 # DEPENDENCYPART_ARC
(24,12),-1.86793 # DEPENDENCYPART_ARC
(24,13),-1.8094 # DEPENDENCYPART_ARC
(24,14),-1.65199 # DEPENDENCYPART_ARC
(24,15),-1.62672 # DEPENDENCYPART_ARC
(24,16),-1.42444 # DEPENDENCYPART_ARC
(24,17),-1.5588 # DEPENDENCYPART_ARC
(24,18),-0.9934 # DEPENDENCYPART_ARC
(24,19),-0.726986 # DEPENDENCYPART_ARC
(24,20),-0.643913 # DEPENDENCYPART_ARC
(24,21),-0.0939027 # DEPENDENCYPART_ARC
(24,22),1.1048 # DEPENDENCYPART_ARC
(24,23),0.0693898 # DEPENDENCYPART_ARC
(24,25),-0.436553 # DEPENDENCYPART_ARC
(24,26),-0.231374 # DEPENDENCYPART_ARC
(24,27),-1.55703 # DEPENDENCYPART_ARC
(24,28),-1.39884 # DEPENDENCYPART_ARC
(25,1),-2.70932 # DEPENDENCYPART_ARC
(25,2),-2.025 # DEPENDENCYPART_ARC
(25,3),-2.92803 # DEPENDENCYPART_ARC
(25,4),-2.0208 # DEPENDENCYPART_ARC
(25,5),-0.351597 # DEPENDENCYPART_ARC
(25,6),-0.841013 # DEPENDENCYPART_ARC
(25,7),-1.32211 # DEPENDENCYPART_ARC
(25,8),-2.57754 # DEPENDENCYPART_ARC
(25,9),-1.34348 # DEPENDENCYPART_ARC
(25,10),-1.86661 # DEPENDENCYPART_ARC
(25,11),-1.46785 # DEPENDENCYPART_ARC
(25,12),-1.46726 # DEPENDENCYPART_ARC
(25,13),-0.0602084 # DEPENDENCYPART_ARC
(25,14),-0.604552 # DEPENDENCYPART_ARC
(25,15),-1.46125 # DEPENDENCYPART_ARC
(25,16),0.0459316 # DEPENDENCYPART_ARC
(25,17),-1.02568 # DEPENDENCYPART_ARC
(25,18),0.981129 # DEPENDENCYPART_ARC
(25,19),0.39611 # DEPENDENCYPART_ARC
(25,20),1.1588 # DEPENDENCYPART_ARC
(25,21),0.14102 # DEPENDENCYPART_ARC
(25,22),2.63658 # DEPENDENCYPART_ARC
(25,23),4.44621 # DEPENDENCYPART_ARC
(25,24),1.49059 # DEPENDENCYPART_ARC
(25,26),3.72147 # DEPENDENCYPART_ARC
(25,27),0.838823 # DEPENDENCYPART_ARC
(25,28),0.827395 # DEPENDENCYPART_ARC
(26,1),-3.21042 # DEPENDENCYPART_ARC
(26,2),-2.99052 # DEPENDENCYPART_ARC
(26,3),-2.92852 # DEPENDENCYPART_ARC
(26,4),-3.11386 # DEPENDENCYPART_ARC
(26,5),-2.52333 # DEPENDENCYPART_ARC
(26,6),-2.84064 # DEPENDENCYPART_ARC
(26,7),-2.41321 # DEPENDENCYPART_ARC
(26,8),-2.19361 # DEPENDENCYPART_ARC
(26,9),-2.27981 # DEPENDENCYPART_ARC
(26,10),-2.5353 # DEPENDENCYPART_ARC
(26,11),-2.22403 # DEPENDENCYPART_ARC
(26,12),-2.05173 # DEPENDENCYPART_ARC
(26,13),-1.60812 # DEPENDENCYPART_ARC
(26,14),-1.90423 # DEPENDENCYPART_ARC
(26,15),-2.1057 # DEPENDENCYPART_ARC
(26,16),-1.62026 # DEPENDENCYPART_ARC
(26,17),-1.95947 # DEPENDENCYPART_ARC
(26,18),-1.61289 # DEPENDENCYPART_ARC
(26,19),-1.46819 # DEPENDENCYPART_ARC
(26,20),-1.14839 # DEPENDENCYPART_ARC
(26,21),-0.562802 # DEPENDENCYPART_ARC
(26,22),-0.646515 # DEPENDENCYPART_ARC
(26,23),-0.262025 # DEPENDENCYPART_ARC
(26,24),-0.696758 # DEPENDENCYPART_ARC
(26,25),0.0507722 # DEPENDENCYPART_ARC
(26,27),4.16674 # DEPENDENCYPART_ARC
(26,28),0.237899 # DEPENDENCYPART_ARC
(27,1),-4.23246 # DEPENDENCYPART_ARC
(27,2),-4.093 # DEPENDENCYPART_ARC
(27,3),-5.2083 # DEPENDENCYPART_ARC
(27,4),-3.85641 # DEPENDENCYPART_ARC
(27,5),-1.80731 # DEPENDENCYPART_ARC
(27,6),-2.10022 # DEPENDENCYPART_ARC
(27,7),-2.84719 # DEPENDENCYPART_ARC
(27,8),-4.05924 # DEPENDENCYPART_ARC
(27,9),-2.91349 # DEPENDENCYPART_ARC
(27,10),-3.76608 # DEPENDENCYPART_ARC
(27,11),-3.51003 # DEPENDENCYPART_ARC
(27,12),-2.79916 # DEPENDENCYPART_ARC
(27,13),-2.13523 # DEPENDENCYPART_ARC
(27,14),-2.74583 # DEPENDENCYPART_ARC
(27,15),-3.29151 # DEPENDENCYPART_ARC
(27,16),-2.50376 # DEPENDENCYPART_ARC
(27,17),-2.51033 # DEPENDENCYPART_ARC
(27,18),-0.979107 # DEPENDENCYPART_ARC
(27,19),-1.52436 # DEPENDENCYPART_ARC
(27,20),-1.42452 # DEPENDENCYPART_ARC
(27,21),-1.64725 # DEPENDENCYPART_ARC
(27,22),0.29104 # DEPENDENCYPART_ARC
(27,23),1.84806 # DEPENDENCYPART_ARC
(27,24),-0.801773 # DEPENDENCYPART_ARC
(27,25),0.175242 # DEPENDENCYPART_ARC
(27,26),0.516542 # DEPENDENCYPART_ARC
(27,28),-0.122993 # DEPENDENCYPART_ARC
(28,1),-3.36509 # DEPENDENCYPART_ARC
(28,2),-3.58963 # DEPENDENCYPART_ARC
(28,3),-3.65965 # DEPENDENCYPART_ARC
(28,4),-1.6955 # DEPENDENCYPART_ARC
(28,5),-2.59298 # DEPENDENCYPART_ARC
(28,6),-2.85593 # DEPENDENCYPART_ARC
(28,7),-2.92548 # DEPENDENCYPART_ARC
(28,8),-2.88113 # DEPENDENCYPART_ARC
(28,9),-2.6652 # DEPENDENCYPART_ARC
(28,10),-2.77179 # DEPENDENCYPART_ARC
(28,11),-2.35385 # DEPENDENCYPART_ARC
(28,12),-2.36067 # DEPENDENCYPART_ARC
(28,13),-2.59688 # DEPENDENCYPART_ARC
(28,14),-2.21174 # DEPENDENCYPART_ARC
(28,15),-0.670837 # DEPENDENCYPART_ARC
(28,16),-2.03782 # DEPENDENCYPART_ARC
(28,17),-1.88068 # DEPENDENCYPART_ARC
(28,18),-1.94846 # DEPENDENCYPART_ARC
(28,19),-1.87961 # DEPENDENCYPART_ARC
(28,20),-1.69233 # DEPENDENCYPART_ARC
(28,21),-0.678934 # DEPENDENCYPART_ARC
(28,22),-0.886547 # DEPENDENCYPART_ARC
(28,23),-1.79694 # DEPENDENCYPART_ARC
(28,24),-1.29189 # DEPENDENCYPART_ARC
(28,25),-1.32026 # DEPENDENCYPART_ARC
(28,26),-1.11626 # DEPENDENCYPART_ARC
(28,27),-1.36177 # DEPENDENCYPART_ARC
