# _root_ The comparable lead times for the Commerce index , whose components include the stock market , are far shorter -- 10 months before recessions and only three months before recoveries .
#goldHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,17,22,23,22,28,28,25,28,29,17,
#predictedHeads=4,4,4,8,17,8,8,5,8,11,12,0,15,15,12,17,12,19,17,17,22,17,22,23,24,28,26,25,24,29,17,
(16,28),-3.32966 # DEPENDENCYPART_ARC
(16,29),-2.6339 # DEPENDENCYPART_ARC
(16,30),-3.49895 # DEPENDENCYPART_ARC
(16,31),-2.45997 # DEPENDENCYPART_ARC
(17,1),-1.52879 # DEPENDENCYPART_ARC
(17,2),-0.126682 # DEPENDENCYPART_ARC
(17,3),-0.730187 # DEPENDENCYPART_ARC
(17,4),-0.636789 # DEPENDENCYPART_ARC
(17,5),1.85872 # DEPENDENCYPART_ARC
(17,6),-1.27854 # DEPENDENCYPART_ARC
(17,7),0.165018 # DEPENDENCYPART_ARC
(17,8),-0.313716 # DEPENDENCYPART_ARC
(17,9),1.13312 # DEPENDENCYPART_ARC
(17,10),0.606617 # DEPENDENCYPART_ARC
(17,11),1.48723 # DEPENDENCYPART_ARC
(17,12),-0.204904 # DEPENDENCYPART_ARC
(17,13),0.152765 # DEPENDENCYPART_ARC
(17,14),1.46109 # DEPENDENCYPART_ARC
(17,15),0.447421 # DEPENDENCYPART_ARC
(17,16),2.16773 # DEPENDENCYPART_ARC
(17,18),2.39691 # DEPENDENCYPART_ARC
(17,19),2.18856 # DEPENDENCYPART_ARC
(17,20),1.88365 # DEPENDENCYPART_ARC
(17,21),0.434053 # DEPENDENCYPART_ARC
(17,22),1.99707 # DEPENDENCYPART_ARC
(17,23),0.969743 # DEPENDENCYPART_ARC
(17,24),-0.0789737 # DEPENDENCYPART_ARC
(17,25),1.07182 # DEPENDENCYPART_ARC
(17,26),0.807499 # DEPENDENCYPART_ARC
(17,27),-0.503884 # DEPENDENCYPART_ARC
(17,28),0.0863865 # DEPENDENCYPART_ARC
(17,29),0.41119 # DEPENDENCYPART_ARC
(17,30),-1.8141 # DEPENDENCYPART_ARC
(17,31),6.51252 # DEPENDENCYPART_ARC
(18,1),-1.8888 # DEPENDENCYPART_ARC
(18,2),-1.51101 # DEPENDENCYPART_ARC
(18,3),-2.92708 # DEPENDENCYPART_ARC
(18,4),-2.3411 # DEPENDENCYPART_ARC
(18,5),-1.64708 # DEPENDENCYPART_ARC
(18,6),-1.40731 # DEPENDENCYPART_ARC
(18,7),-2.0623 # DEPENDENCYPART_ARC
(18,8),-2.07045 # DEPENDENCYPART_ARC
(18,9),-1.23769 # DEPENDENCYPART_ARC
(18,10),-1.02564 # DEPENDENCYPART_ARC
(18,11),-1.41433 # DEPENDENCYPART_ARC
(18,12),-1.44337 # DEPENDENCYPART_ARC
(18,13),-0.496694 # DEPENDENCYPART_ARC
(18,14),-0.925126 # DEPENDENCYPART_ARC
(18,15),-0.945254 # DEPENDENCYPART_ARC
(18,16),0.0123708 # DEPENDENCYPART_ARC
(18,17),-0.0230349 # DEPENDENCYPART_ARC
(18,19),1.37867 # DEPENDENCYPART_ARC
(18,20),1.12939 # DEPENDENCYPART_ARC
(18,21),2.44608 # DEPENDENCYPART_ARC
(18,22),0.023034 # DEPENDENCYPART_ARC
(18,23),-0.401182 # DEPENDENCYPART_ARC
(18,24),-0.712447 # DEPENDENCYPART_ARC
(18,25),0.545753 # DEPENDENCYPART_ARC
(18,26),-0.496847 # DEPENDENCYPART_ARC
(18,27),-0.156344 # DEPENDENCYPART_ARC
(18,28),-1.26277 # DEPENDENCYPART_ARC
(18,29),-0.737799 # DEPENDENCYPART_ARC
(18,30),-1.55136 # DEPENDENCYPART_ARC
(18,31),-0.119301 # DEPENDENCYPART_ARC
(19,1),-0.749852 # DEPENDENCYPART_ARC
(19,2),-0.645598 # DEPENDENCYPART_ARC
(19,3),-1.77823 # DEPENDENCYPART_ARC
(19,4),-1.19227 # DEPENDENCYPART_ARC
(19,5),-0.775606 # DEPENDENCYPART_ARC
(19,6),-0.258275 # DEPENDENCYPART_ARC
(19,7),-1.03514 # DEPENDENCYPART_ARC
(19,8),-1.14213 # DEPENDENCYPART_ARC
(19,9),-0.303298 # DEPENDENCYPART_ARC
(19,10),-0.0176073 # DEPENDENCYPART_ARC
(19,11),-0.246077 # DEPENDENCYPART_ARC
(19,12),-0.565505 # DEPENDENCYPART_ARC
(19,13),0.952761 # DEPENDENCYPART_ARC
(19,14),0.182547 # DEPENDENCYPART_ARC
(19,15),0.263755 # DEPENDENCYPART_ARC
(19,16),1.05693 # DEPENDENCYPART_ARC
(19,17),0.497334 # DEPENDENCYPART_ARC
(19,18),3.63437 # DEPENDENCYPART_ARC
(19,20),1.77715 # DEPENDENCYPART_ARC
(19,21),1.13639 # DEPENDENCYPART_ARC
(19,22),0.0161448 # DEPENDENCYPART_ARC
(19,23),0.376036 # DEPENDENCYPART_ARC
(19,24),-0.422481 # DEPENDENCYPART_ARC
(19,25),1.21584 # DEPENDENCYPART_ARC
(19,26),-0.0827279 # DEPENDENCYPART_ARC
(19,27),-0.51423 # DEPENDENCYPART_ARC
(19,28),-1.12861 # DEPENDENCYPART_ARC
(19,29),-0.772442 # DEPENDENCYPART_ARC
(19,30),-1.36709 # DEPENDENCYPART_ARC
(19,31),0.0893887 # DEPENDENCYPART_ARC
(20,1),-2.97582 # DEPENDENCYPART_ARC
(20,2),-3.08164 # DEPENDENCYPART_ARC
(20,3),-3.55054 # DEPENDENCYPART_ARC
(20,4),-3.4385 # DEPENDENCYPART_ARC
(20,5),-2.28666 # DEPENDENCYPART_ARC
(20,6),-2.47275 # DEPENDENCYPART_ARC
(20,7),-2.21824 # DEPENDENCYPART_ARC
(20,8),-3.03126 # DEPENDENCYPART_ARC
(20,9),-1.65894 # DEPENDENCYPART_ARC
(20,10),-1.88838 # DEPENDENCYPART_ARC
(20,11),-2.69055 # DEPENDENCYPART_ARC
(20,12),-2.17795 # DEPENDENCYPART_ARC
(20,13),-1.53473 # DEPENDENCYPART_ARC
(20,14),-2.27524 # DEPENDENCYPART_ARC
(20,15),-2.1297 # DEPENDENCYPART_ARC
(20,16),-1.07593 # DEPENDENCYPART_ARC
(20,17),-1.45076 # DEPENDENCYPART_ARC
(20,18),-0.90309 # DEPENDENCYPART_ARC
(20,19),-0.222108 # DEPENDENCYPART_ARC
(20,21),-0.00485974 # DEPENDENCYPART_ARC
(20,22),-0.685274 # DEPENDENCYPART_ARC
(20,23),-0.763308 # DEPENDENCYPART_ARC
(20,24),-1.16714 # DEPENDENCYPART_ARC
(20,25),-0.707707 # DEPENDENCYPART_ARC
(20,26),-0.970379 # DEPENDENCYPART_ARC
(20,27),-1.88038 # DEPENDENCYPART_ARC
(20,28),-1.98909 # DEPENDENCYPART_ARC
(20,29),-1.51321 # DEPENDENCYPART_ARC
(20,30),-2.08335 # DEPENDENCYPART_ARC
(20,31),-0.503659 # DEPENDENCYPART_ARC
(21,1),-1.6563 # DEPENDENCYPART_ARC
(21,2),-1.85221 # DEPENDENCYPART_ARC
(21,3),-2.94222 # DEPENDENCYPART_ARC
(21,4),-2.06381 # DEPENDENCYPART_ARC
(21,5),-2.63476 # DEPENDENCYPART_ARC
(21,6),-1.30226 # DEPENDENCYPART_ARC
(21,7),-2.07357 # DEPENDENCYPART_ARC
(21,8),-2.42006 # DEPENDENCYPART_ARC
(21,9),-1.57001 # DEPENDENCYPART_ARC
(21,10),-1.15998 # DEPENDENCYPART_ARC
(21,11),-1.31779 # DEPENDENCYPART_ARC
(21,12),-1.5371 # DEPENDENCYPART_ARC
(21,13),-0.0990159 # DEPENDENCYPART_ARC
(21,14),-1.49656 # DEPENDENCYPART_ARC
(21,15),-1.43606 # DEPENDENCYPART_ARC
(21,16),-0.473228 # DEPENDENCYPART_ARC
(21,17),-0.759392 # DEPENDENCYPART_ARC
(21,18),0.270397 # DEPENDENCYPART_ARC
(21,19),1.28881 # DEPENDENCYPART_ARC
(21,20),1.22736 # DEPENDENCYPART_ARC
(21,22),0.661953 # DEPENDENCYPART_ARC
(21,23),-0.0426509 # DEPENDENCYPART_ARC
(21,24),-0.0210635 # DEPENDENCYPART_ARC
(21,25),0.199852 # DEPENDENCYPART_ARC
(21,26),-0.830305 # DEPENDENCYPART_ARC
(21,27),-1.05735 # DEPENDENCYPART_ARC
(21,28),-0.826432 # DEPENDENCYPART_ARC
(21,29),-0.611924 # DEPENDENCYPART_ARC
(21,30),-0.932125 # DEPENDENCYPART_ARC
(21,31),-0.575673 # DEPENDENCYPART_ARC
(22,1),-3.76861 # DEPENDENCYPART_ARC
(22,2),-3.01794 # DEPENDENCYPART_ARC
(22,3),-3.23034 # DEPENDENCYPART_ARC
(22,4),-2.74445 # DEPENDENCYPART_ARC
(22,5),-1.44829 # DEPENDENCYPART_ARC
(22,6),-1.70399 # DEPENDENCYPART_ARC
(22,7),-2.5958 # DEPENDENCYPART_ARC
(22,8),-3.45601 # DEPENDENCYPART_ARC
(22,9),-1.10412 # DEPENDENCYPART_ARC
(22,10),0.310801 # DEPENDENCYPART_ARC
(22,11),-1.90961 # DEPENDENCYPART_ARC
(22,12),-1.36723 # DEPENDENCYPART_ARC
(22,13),1.05184 # DEPENDENCYPART_ARC
(22,14),0.315109 # DEPENDENCYPART_ARC
(22,15),-1.9122 # DEPENDENCYPART_ARC
(22,16),-0.765529 # DEPENDENCYPART_ARC
(22,17),-0.370756 # DEPENDENCYPART_ARC
(22,18),2.12626 # DEPENDENCYPART_ARC
(22,19),1.48374 # DEPENDENCYPART_ARC
(22,20),1.28003 # DEPENDENCYPART_ARC
(22,21),3.61554 # DEPENDENCYPART_ARC
(22,23),1.31139 # DEPENDENCYPART_ARC
(22,24),0.422345 # DEPENDENCYPART_ARC
(22,25),1.0191 # DEPENDENCYPART_ARC
(22,26),0.0787514 # DEPENDENCYPART_ARC
(22,27),-0.316745 # DEPENDENCYPART_ARC
(22,28),-0.529702 # DEPENDENCYPART_ARC
(22,29),-0.223116 # DEPENDENCYPART_ARC
(22,30),-1.32451 # DEPENDENCYPART_ARC
(22,31),0.424223 # DEPENDENCYPART_ARC
(23,1),-2.66835 # DEPENDENCYPART_ARC
(23,2),-2.33002 # DEPENDENCYPART_ARC
(23,3),-3.20777 # DEPENDENCYPART_ARC
(23,4),-2.22334 # DEPENDENCYPART_ARC
(23,5),-2.39146 # DEPENDENCYPART_ARC
(23,6),-2.00236 # DEPENDENCYPART_ARC
(23,7),-2.2074 # DEPENDENCYPART_ARC
(23,8),-2.75348 # DEPENDENCYPART_ARC
(23,9),-1.92501 # DEPENDENCYPART_ARC
(23,10),-1.12199 # DEPENDENCYPART_ARC
(23,11),-1.08312 # DEPENDENCYPART_ARC
(23,12),-1.51298 # DEPENDENCYPART_ARC
(23,13),-0.792437 # DEPENDENCYPART_ARC
(23,14),-0.976471 # DEPENDENCYPART_ARC
(23,15),-1.60268 # DEPENDENCYPART_ARC
(23,16),-0.843515 # DEPENDENCYPART_ARC
(23,17),-0.822931 # DEPENDENCYPART_ARC
(23,18),0.335117 # DEPENDENCYPART_ARC
(23,19),-0.292225 # DEPENDENCYPART_ARC
(23,20),0.884879 # DEPENDENCYPART_ARC
(23,21),0.489377 # DEPENDENCYPART_ARC
(23,22),2.00081 # DEPENDENCYPART_ARC
(23,24),2.24343 # DEPENDENCYPART_ARC
(23,25),1.16886 # DEPENDENCYPART_ARC
(23,26),-0.125538 # DEPENDENCYPART_ARC
(23,27),-0.677106 # DEPENDENCYPART_ARC
(23,28),-0.21158 # DEPENDENCYPART_ARC
(23,29),-0.319376 # DEPENDENCYPART_ARC
(23,30),-2.10149 # DEPENDENCYPART_ARC
(23,31),-0.539151 # DEPENDENCYPART_ARC
(24,1),-5.62574 # DEPENDENCYPART_ARC
(24,2),-5.22789 # DEPENDENCYPART_ARC
(24,3),-4.17908 # DEPENDENCYPART_ARC
(24,4),-3.56314 # DEPENDENCYPART_ARC
(24,5),-2.74603 # DEPENDENCYPART_ARC
(24,6),-3.19311 # DEPENDENCYPART_ARC
(24,7),-3.73684 # DEPENDENCYPART_ARC
(24,8),-4.4927 # DEPENDENCYPART_ARC
(24,9),-2.02884 # DEPENDENCYPART_ARC
(24,10),-0.549297 # DEPENDENCYPART_ARC
(24,11),-2.86696 # DEPENDENCYPART_ARC
(24,12),-2.41582 # DEPENDENCYPART_ARC
(24,13),-1.42711 # DEPENDENCYPART_ARC
(24,14),-1.13709 # DEPENDENCYPART_ARC
(24,15),-2.8739 # DEPENDENCYPART_ARC
(24,16),-1.75567 # DEPENDENCYPART_ARC
(24,17),-1.45474 # DEPENDENCYPART_ARC
(24,18),-0.509349 # DEPENDENCYPART_ARC
(24,19),0.0239381 # DEPENDENCYPART_ARC
(24,20),-0.207663 # DEPENDENCYPART_ARC
(24,21),1.001 # DEPENDENCYPART_ARC
(24,22),0.827241 # DEPENDENCYPART_ARC
(24,23),1.0687 # DEPENDENCYPART_ARC
(24,25),1.69541 # DEPENDENCYPART_ARC
(24,26),0.687634 # DEPENDENCYPART_ARC
(24,27),0.584291 # DEPENDENCYPART_ARC
(24,28),0.72555 # DEPENDENCYPART_ARC
(24,29),1.43737 # DEPENDENCYPART_ARC
(24,30),-0.141532 # DEPENDENCYPART_ARC
(24,31),1.13059 # DEPENDENCYPART_ARC
(25,1),-2.89764 # DEPENDENCYPART_ARC
(25,2),-2.98388 # DEPENDENCYPART_ARC
(25,3),-2.48371 # DEPENDENCYPART_ARC
(25,4),-2.30507 # DEPENDENCYPART_ARC
(25,5),-2.17024 # DEPENDENCYPART_ARC
(25,6),-2.32028 # DEPENDENCYPART_ARC
(25,7),-1.47847 # DEPENDENCYPART_ARC
(25,8),-1.70405 # DEPENDENCYPART_ARC
(25,9),-2.296 # DEPENDENCYPART_ARC
(25,10),-1.58243 # DEPENDENCYPART_ARC
(25,11),-1.50706 # DEPENDENCYPART_ARC
(25,12),-1.49034 # DEPENDENCYPART_ARC
(25,13),-1.58169 # DEPENDENCYPART_ARC
(25,14),-1.3373 # DEPENDENCYPART_ARC
(25,15),-0.860346 # DEPENDENCYPART_ARC
(25,16),-1.59532 # DEPENDENCYPART_ARC
(25,17),-1.09314 # DEPENDENCYPART_ARC
(25,18),-1.53205 # DEPENDENCYPART_ARC
(25,19),-1.10406 # DEPENDENCYPART_ARC
(25,20),-0.674833 # DEPENDENCYPART_ARC
(25,21),-0.698013 # DEPENDENCYPART_ARC
(25,22),-0.200048 # DEPENDENCYPART_ARC
(25,23),-0.181575 # DEPENDENCYPART_ARC
(25,24),0.374918 # DEPENDENCYPART_ARC
(25,26),0.562206 # DEPENDENCYPART_ARC
(25,27),1.4984 # DEPENDENCYPART_ARC
(25,28),2.68868 # DEPENDENCYPART_ARC
(25,29),0.438179 # DEPENDENCYPART_ARC
(25,30),0.629327 # DEPENDENCYPART_ARC
(25,31),0.125074 # DEPENDENCYPART_ARC
(26,1),-3.03559 # DEPENDENCYPART_ARC
(26,2),-2.90011 # DEPENDENCYPART_ARC
(26,3),-4.73646 # DEPENDENCYPART_ARC
(26,4),-3.75788 # DEPENDENCYPART_ARC
(26,5),-3.33895 # DEPENDENCYPART_ARC
(26,6),-2.60075 # DEPENDENCYPART_ARC
(26,7),-3.59839 # DEPENDENCYPART_ARC
(26,8),-3.83539 # DEPENDENCYPART_ARC
(26,9),-2.5798 # DEPENDENCYPART_ARC
(26,10),-2.5722 # DEPENDENCYPART_ARC
(26,11),-2.96665 # DEPENDENCYPART_ARC
(26,12),-2.94502 # DEPENDENCYPART_ARC
(26,13),-1.90323 # DEPENDENCYPART_ARC
(26,14),-2.99306 # DEPENDENCYPART_ARC
(26,15),-3.21606 # DEPENDENCYPART_ARC
(26,16),-1.94523 # DEPENDENCYPART_ARC
(26,17),-2.46093 # DEPENDENCYPART_ARC
(26,18),-1.49833 # DEPENDENCYPART_ARC
(26,19),-1.93018 # DEPENDENCYPART_ARC
(26,20),-0.251055 # DEPENDENCYPART_ARC
(26,21),-1.51303 # DEPENDENCYPART_ARC
(26,22),-1.17477 # DEPENDENCYPART_ARC
(26,23),-1.09153 # DEPENDENCYPART_ARC
(26,24),-1.15366 # DEPENDENCYPART_ARC
(26,25),0.085453 # DEPENDENCYPART_ARC
(26,27),3.5985 # DEPENDENCYPART_ARC
(26,28),0.915598 # DEPENDENCYPART_ARC
(26,29),0.0232014 # DEPENDENCYPART_ARC
(26,30),-0.124705 # DEPENDENCYPART_ARC
(26,31),-0.663951 # DEPENDENCYPART_ARC
(27,1),-2.81431 # DEPENDENCYPART_ARC
(27,2),-2.84719 # DEPENDENCYPART_ARC
(27,3),-3.97619 # DEPENDENCYPART_ARC
(27,4),-3.32103 # DEPENDENCYPART_ARC
(27,5),-3.84531 # DEPENDENCYPART_ARC
(27,6),-2.40257 # DEPENDENCYPART_ARC
(27,7),-2.89193 # DEPENDENCYPART_ARC
(27,8),-3.25366 # DEPENDENCYPART_ARC
(27,9),-1.86659 # DEPENDENCYPART_ARC
(27,10),-1.91945 # DEPENDENCYPART_ARC
(27,11),-2.4058 # DEPENDENCYPART_ARC
(27,12),-2.2451 # DEPENDENCYPART_ARC
(27,13),-1.494 # DEPENDENCYPART_ARC
(27,14),-2.48106 # DEPENDENCYPART_ARC
(27,15),-2.49511 # DEPENDENCYPART_ARC
(27,16),-1.2105 # DEPENDENCYPART_ARC
(27,17),-1.7164 # DEPENDENCYPART_ARC
(27,18),-0.910895 # DEPENDENCYPART_ARC
(27,19),-1.03245 # DEPENDENCYPART_ARC
(27,20),-0.91786 # DEPENDENCYPART_ARC
(27,21),-0.336847 # DEPENDENCYPART_ARC
(27,22),-0.803995 # DEPENDENCYPART_ARC
(27,23),-0.234899 # DEPENDENCYPART_ARC
(27,24),-0.156977 # DEPENDENCYPART_ARC
(27,25),0.0651527 # DEPENDENCYPART_ARC
(27,26),2.10296 # DEPENDENCYPART_ARC
(27,28),0.45835 # DEPENDENCYPART_ARC
(27,29),-0.0937346 # DEPENDENCYPART_ARC
(27,30),-0.482912 # DEPENDENCYPART_ARC
(27,31),-0.936291 # DEPENDENCYPART_ARC
(28,1),-5.98813 # DEPENDENCYPART_ARC
(28,2),-4.91278 # DEPENDENCYPART_ARC
(28,3),-4.96101 # DEPENDENCYPART_ARC
(28,4),-4.42328 # DEPENDENCYPART_ARC
(28,5),-2.73158 # DEPENDENCYPART_ARC
(28,6),-4.02193 # DEPENDENCYPART_ARC
(28,7),-5.0517 # DEPENDENCYPART_ARC
(28,8),-5.21767 # DEPENDENCYPART_ARC
(28,9),-2.78747 # DEPENDENCYPART_ARC
(28,10),-0.538995 # DEPENDENCYPART_ARC
(28,11),-3.51298 # DEPENDENCYPART_ARC
(28,12),-2.45636 # DEPENDENCYPART_ARC
(28,13),-1.8051 # DEPENDENCYPART_ARC
(28,14),-2.07988 # DEPENDENCYPART_ARC
(28,15),-4.18948 # DEPENDENCYPART_ARC
(28,16),-2.7229 # DEPENDENCYPART_ARC
(28,17),-1.63698 # DEPENDENCYPART_ARC
(28,18),0.114738 # DEPENDENCYPART_ARC
(28,19),-0.741035 # DEPENDENCYPART_ARC
(28,20),-0.703971 # DEPENDENCYPART_ARC
(28,21),0.064075 # DEPENDENCYPART_ARC
(28,22),-1.0873 # DEPENDENCYPART_ARC
(28,23),-0.0510734 # DEPENDENCYPART_ARC
(28,24),-0.0508331 # DEPENDENCYPART_ARC
(28,25),-0.131838 # DEPENDENCYPART_ARC
(28,26),2.96183 # DEPENDENCYPART_ARC
(28,27),3.28577 # DEPENDENCYPART_ARC
(28,29),1.36002 # DEPENDENCYPART_ARC
(28,30),0.398247 # DEPENDENCYPART_ARC
(28,31),0.0985243 # DEPENDENCYPART_ARC
(29,1),-3.20508 # DEPENDENCYPART_ARC
(29,2),-2.48357 # DEPENDENCYPART_ARC
(29,3),-3.58616 # DEPENDENCYPART_ARC
(29,4),-2.79603 # DEPENDENCYPART_ARC
(29,5),-3.02567 # DEPENDENCYPART_ARC
(29,6),-2.67342 # DEPENDENCYPART_ARC
(29,7),-2.7298 # DEPENDENCYPART_ARC
(29,8),-3.18819 # DEPENDENCYPART_ARC
(29,9),-2.25507 # DEPENDENCYPART_ARC
(29,10),-1.55228 # DEPENDENCYPART_ARC
(29,11),-1.38402 # DEPENDENCYPART_ARC
(29,12),-1.93084 # DEPENDENCYPART_ARC
(29,13),-1.74488 # DEPENDENCYPART_ARC
(29,14),-1.5598 # DEPENDENCYPART_ARC
(29,15),-2.18183 # DEPENDENCYPART_ARC
(29,16),-1.27877 # DEPENDENCYPART_ARC
(29,17),-1.41294 # DEPENDENCYPART_ARC
(29,18),-0.383257 # DEPENDENCYPART_ARC
(29,19),-0.993352 # DEPENDENCYPART_ARC
(29,20),0.316576 # DEPENDENCYPART_ARC
(29,21),0.247052 # DEPENDENCYPART_ARC
(29,22),0.757222 # DEPENDENCYPART_ARC
(29,23),-0.120882 # DEPENDENCYPART_ARC
(29,24),0.554977 # DEPENDENCYPART_ARC
(29,25),0.0769368 # DEPENDENCYPART_ARC
(29,26),1.48306 # DEPENDENCYPART_ARC
(29,27),0.435922 # DEPENDENCYPART_ARC
(29,28),2.21953 # DEPENDENCYPART_ARC
(29,30),2.68248 # DEPENDENCYPART_ARC
(29,31),-0.689549 # DEPENDENCYPART_ARC
(30,1),-7.81385 # DEPENDENCYPART_ARC
(30,2),-6.91829 # DEPENDENCYPART_ARC
(30,3),-5.73187 # DEPENDENCYPART_ARC
(30,4),-4.91225 # DEPENDENCYPART_ARC
(30,5),-3.22602 # DEPENDENCYPART_ARC
(30,6),-5.50148 # DEPENDENCYPART_ARC
(30,7),-6.04266 # DEPENDENCYPART_ARC
(30,8),-5.87211 # DEPENDENCYPART_ARC
(30,9),-3.17555 # DEPENDENCYPART_ARC
(30,10),-1.21516 # DEPENDENCYPART_ARC
(30,11),-4.30643 # DEPENDENCYPART_ARC
(30,12),-2.92297 # DEPENDENCYPART_ARC
(30,13),-3.71608 # DEPENDENCYPART_ARC
(30,14),-3.14474 # DEPENDENCYPART_ARC
(30,15),-4.78918 # DEPENDENCYPART_ARC
(30,16),-3.10414 # DEPENDENCYPART_ARC
(30,17),-2.19182 # DEPENDENCYPART_ARC
(30,18),-1.9334 # DEPENDENCYPART_ARC
(30,19),-1.94922 # DEPENDENCYPART_ARC
(30,20),-1.41011 # DEPENDENCYPART_ARC
(30,21),-1.39797 # DEPENDENCYPART_ARC
(30,22),-2.07432 # DEPENDENCYPART_ARC
(30,23),-1.18786 # DEPENDENCYPART_ARC
(30,24),-1.32158 # DEPENDENCYPART_ARC
(30,25),-1.06628 # DEPENDENCYPART_ARC
(30,26),1.10323 # DEPENDENCYPART_ARC
(30,27),0.781176 # DEPENDENCYPART_ARC
(30,28),0.787643 # DEPENDENCYPART_ARC
(30,29),1.23929 # DEPENDENCYPART_ARC
(30,31),0.449809 # DEPENDENCYPART_ARC
(31,1),-3.42143 # DEPENDENCYPART_ARC
(31,2),-3.97563 # DEPENDENCYPART_ARC
(31,3),-3.14384 # DEPENDENCYPART_ARC
(31,4),-2.76572 # DEPENDENCYPART_ARC
(31,5),-4.04725 # DEPENDENCYPART_ARC
(31,6),-3.09536 # DEPENDENCYPART_ARC
(31,7),-3.59478 # DEPENDENCYPART_ARC
(31,8),-3.00935 # DEPENDENCYPART_ARC
(31,9),-1.47545 # DEPENDENCYPART_ARC
(31,10),-2.38771 # DEPENDENCYPART_ARC
(31,11),-2.23795 # DEPENDENCYPART_ARC
(31,12),-2.33908 # DEPENDENCYPART_ARC
(31,13),-2.3491 # DEPENDENCYPART_ARC
(31,14),-2.52264 # DEPENDENCYPART_ARC
(31,15),-2.37487 # DEPENDENCYPART_ARC
(31,16),-1.06037 # DEPENDENCYPART_ARC
(31,17),-2.21321 # DEPENDENCYPART_ARC
(31,18),-1.89578 # DEPENDENCYPART_ARC
(31,19),-1.67217 # DEPENDENCYPART_ARC
(31,20),0.505001 # DEPENDENCYPART_ARC
(31,21),-2.14301 # DEPENDENCYPART_ARC
(31,22),-1.47853 # DEPENDENCYPART_ARC
(31,23),-1.53638 # DEPENDENCYPART_ARC
(31,24),-1.41026 # DEPENDENCYPART_ARC
(31,25),-1.57863 # DEPENDENCYPART_ARC
(31,26),-1.4617 # DEPENDENCYPART_ARC
(31,27),-1.56255 # DEPENDENCYPART_ARC
(31,28),-1.26929 # DEPENDENCYPART_ARC
(31,29),-1.39737 # DEPENDENCYPART_ARC
(31,30),-1.51457 # DEPENDENCYPART_ARC
