# _root_ `` We went down 3\/4 point in 10 minutes right before lunch , then after lunch we went up 3\/4 point in 12 minutes , '' he said .
#goldHeads=3,3,28,3,6,4,3,9,7,11,3,11,3,18,18,15,18,3,18,21,19,18,24,22,3,3,28,0,28,
#predictedHeads=28,3,28,3,6,4,3,9,7,11,3,11,3,15,3,15,18,15,18,21,19,18,24,22,28,28,28,0,28,
(18,4),0.0113345 # DEPENDENCYPART_ARC
(18,5),-0.626278 # DEPENDENCYPART_ARC
(18,6),-0.497807 # DEPENDENCYPART_ARC
(18,7),-0.121678 # DEPENDENCYPART_ARC
(18,8),-0.697526 # DEPENDENCYPART_ARC
(18,9),-0.508403 # DEPENDENCYPART_ARC
(18,10),0.338915 # DEPENDENCYPART_ARC
(18,11),0.674477 # DEPENDENCYPART_ARC
(18,12),0.288609 # DEPENDENCYPART_ARC
(18,13),1.81666 # DEPENDENCYPART_ARC
(18,14),1.44004 # DEPENDENCYPART_ARC
(18,15),1.37485 # DEPENDENCYPART_ARC
(18,16),1.14209 # DEPENDENCYPART_ARC
(18,17),4.04722 # DEPENDENCYPART_ARC
(18,19),2.85005 # DEPENDENCYPART_ARC
(18,20),0.993045 # DEPENDENCYPART_ARC
(18,21),1.87441 # DEPENDENCYPART_ARC
(18,22),3.66657 # DEPENDENCYPART_ARC
(18,23),-0.0354985 # DEPENDENCYPART_ARC
(18,24),0.925607 # DEPENDENCYPART_ARC
(18,25),2.66736 # DEPENDENCYPART_ARC
(18,26),1.52154 # DEPENDENCYPART_ARC
(18,27),-0.222325 # DEPENDENCYPART_ARC
(18,28),0.307588 # DEPENDENCYPART_ARC
(18,29),3.36103 # DEPENDENCYPART_ARC
(19,1),-2.29863 # DEPENDENCYPART_ARC
(19,2),-2.65052 # DEPENDENCYPART_ARC
(19,3),-2.31276 # DEPENDENCYPART_ARC
(19,4),-0.581041 # DEPENDENCYPART_ARC
(19,5),-1.7095 # DEPENDENCYPART_ARC
(19,6),-2.25398 # DEPENDENCYPART_ARC
(19,7),-1.81311 # DEPENDENCYPART_ARC
(19,8),-1.55871 # DEPENDENCYPART_ARC
(19,9),-1.49466 # DEPENDENCYPART_ARC
(19,10),-0.616988 # DEPENDENCYPART_ARC
(19,11),-1.10395 # DEPENDENCYPART_ARC
(19,12),-1.56847 # DEPENDENCYPART_ARC
(19,13),-1.10698 # DEPENDENCYPART_ARC
(19,14),-0.0537661 # DEPENDENCYPART_ARC
(19,15),-0.713874 # DEPENDENCYPART_ARC
(19,16),-0.615575 # DEPENDENCYPART_ARC
(19,17),0.0690713 # DEPENDENCYPART_ARC
(19,18),0.273211 # DEPENDENCYPART_ARC
(19,20),2.40345 # DEPENDENCYPART_ARC
(19,21),2.98329 # DEPENDENCYPART_ARC
(19,22),1.43968 # DEPENDENCYPART_ARC
(19,23),1.16553 # DEPENDENCYPART_ARC
(19,24),0.831182 # DEPENDENCYPART_ARC
(19,25),0.719933 # DEPENDENCYPART_ARC
(19,26),0.138126 # DEPENDENCYPART_ARC
(19,27),-0.377446 # DEPENDENCYPART_ARC
(19,28),-0.991633 # DEPENDENCYPART_ARC
(19,29),0.164417 # DEPENDENCYPART_ARC
(20,1),-3.23044 # DEPENDENCYPART_ARC
(20,2),-3.53509 # DEPENDENCYPART_ARC
(20,3),-3.26324 # DEPENDENCYPART_ARC
(20,4),-3.29877 # DEPENDENCYPART_ARC
(20,5),-3.00532 # DEPENDENCYPART_ARC
(20,6),-3.34786 # DEPENDENCYPART_ARC
(20,7),-2.92384 # DEPENDENCYPART_ARC
(20,8),-2.22043 # DEPENDENCYPART_ARC
(20,9),-2.61902 # DEPENDENCYPART_ARC
(20,10),-2.3635 # DEPENDENCYPART_ARC
(20,11),-2.07664 # DEPENDENCYPART_ARC
(20,12),-2.60256 # DEPENDENCYPART_ARC
(20,13),-2.0395 # DEPENDENCYPART_ARC
(20,14),-1.98503 # DEPENDENCYPART_ARC
(20,15),-1.37718 # DEPENDENCYPART_ARC
(20,16),-1.52283 # DEPENDENCYPART_ARC
(20,17),-1.18724 # DEPENDENCYPART_ARC
(20,18),-0.707129 # DEPENDENCYPART_ARC
(20,19),0.483306 # DEPENDENCYPART_ARC
(20,21),0.0551257 # DEPENDENCYPART_ARC
(20,22),-0.558843 # DEPENDENCYPART_ARC
(20,23),-0.912938 # DEPENDENCYPART_ARC
(20,24),-1.02659 # DEPENDENCYPART_ARC
(20,25),-0.577894 # DEPENDENCYPART_ARC
(20,26),-0.485045 # DEPENDENCYPART_ARC
(20,27),-1.55314 # DEPENDENCYPART_ARC
(20,28),-1.2179 # DEPENDENCYPART_ARC
(20,29),-1.0664 # DEPENDENCYPART_ARC
(21,1),-1.69147 # DEPENDENCYPART_ARC
(21,2),-2.03794 # DEPENDENCYPART_ARC
(21,3),-1.9041 # DEPENDENCYPART_ARC
(21,4),-3.75208 # DEPENDENCYPART_ARC
(21,5),-1.45659 # DEPENDENCYPART_ARC
(21,6),-3.7671 # DEPENDENCYPART_ARC
(21,7),-2.22987 # DEPENDENCYPART_ARC
(21,8),-2.17231 # DEPENDENCYPART_ARC
(21,9),-1.17322 # DEPENDENCYPART_ARC
(21,10),-2.06188 # DEPENDENCYPART_ARC
(21,11),-0.552612 # DEPENDENCYPART_ARC
(21,12),-1.33139 # DEPENDENCYPART_ARC
(21,13),-0.893312 # DEPENDENCYPART_ARC
(21,14),-0.589443 # DEPENDENCYPART_ARC
(21,15),0.0048858 # DEPENDENCYPART_ARC
(21,16),1.06185 # DEPENDENCYPART_ARC
(21,17),0.694032 # DEPENDENCYPART_ARC
(21,18),0.552059 # DEPENDENCYPART_ARC
(21,19),2.24726 # DEPENDENCYPART_ARC
(21,20),3.39982 # DEPENDENCYPART_ARC
(21,22),2.50375 # DEPENDENCYPART_ARC
(21,23),1.37114 # DEPENDENCYPART_ARC
(21,24),1.25006 # DEPENDENCYPART_ARC
(21,25),1.45534 # DEPENDENCYPART_ARC
(21,26),1.05477 # DEPENDENCYPART_ARC
(21,27),0.0954788 # DEPENDENCYPART_ARC
(21,28),0.977668 # DEPENDENCYPART_ARC
(21,29),0.930266 # DEPENDENCYPART_ARC
(22,1),-2.15595 # DEPENDENCYPART_ARC
(22,2),-2.94777 # DEPENDENCYPART_ARC
(22,3),-2.38146 # DEPENDENCYPART_ARC
(22,4),-2.04385 # DEPENDENCYPART_ARC
(22,5),-1.64319 # DEPENDENCYPART_ARC
(22,6),-2.36983 # DEPENDENCYPART_ARC
(22,7),-2.02652 # DEPENDENCYPART_ARC
(22,8),-1.0869 # DEPENDENCYPART_ARC
(22,9),-1.99346 # DEPENDENCYPART_ARC
(22,10),-1.12633 # DEPENDENCYPART_ARC
(22,11),-1.40755 # DEPENDENCYPART_ARC
(22,12),-1.95945 # DEPENDENCYPART_ARC
(22,13),-0.911793 # DEPENDENCYPART_ARC
(22,14),-0.925901 # DEPENDENCYPART_ARC
(22,15),-0.47871 # DEPENDENCYPART_ARC
(22,16),-1.11523 # DEPENDENCYPART_ARC
(22,17),-1.03076 # DEPENDENCYPART_ARC
(22,18),-0.706736 # DEPENDENCYPART_ARC
(22,19),-0.0475318 # DEPENDENCYPART_ARC
(22,20),-0.00605817 # DEPENDENCYPART_ARC
(22,21),0.379383 # DEPENDENCYPART_ARC
(22,23),1.55614 # DEPENDENCYPART_ARC
(22,24),3.67087 # DEPENDENCYPART_ARC
(22,25),0.350763 # DEPENDENCYPART_ARC
(22,26),0.309864 # DEPENDENCYPART_ARC
(22,27),-1.01986 # DEPENDENCYPART_ARC
(22,28),-1.37996 # DEPENDENCYPART_ARC
(22,29),-0.59151 # DEPENDENCYPART_ARC
(23,1),-3.54009 # DEPENDENCYPART_ARC
(23,2),-4.05013 # DEPENDENCYPART_ARC
(23,3),-3.84981 # DEPENDENCYPART_ARC
(23,4),-3.70463 # DEPENDENCYPART_ARC
(23,5),-3.27955 # DEPENDENCYPART_ARC
(23,6),-3.94881 # DEPENDENCYPART_ARC
(23,7),-3.71597 # DEPENDENCYPART_ARC
(23,8),-2.04527 # DEPENDENCYPART_ARC
(23,9),-3.18523 # DEPENDENCYPART_ARC
(23,10),-2.89849 # DEPENDENCYPART_ARC
(23,11),-2.54127 # DEPENDENCYPART_ARC
(23,12),-3.38653 # DEPENDENCYPART_ARC
(23,13),-2.57422 # DEPENDENCYPART_ARC
(23,14),-2.43396 # DEPENDENCYPART_ARC
(23,15),-2.08289 # DEPENDENCYPART_ARC
(23,16),-2.60554 # DEPENDENCYPART_ARC
(23,17),-2.39236 # DEPENDENCYPART_ARC
(23,18),-1.92897 # DEPENDENCYPART_ARC
(23,19),-1.21972 # DEPENDENCYPART_ARC
(23,20),-0.368965 # DEPENDENCYPART_ARC
(23,21),-1.0866 # DEPENDENCYPART_ARC
(23,22),0.038079 # DEPENDENCYPART_ARC
(23,24),0.303046 # DEPENDENCYPART_ARC
(23,25),-0.107162 # DEPENDENCYPART_ARC
(23,26),0.0632356 # DEPENDENCYPART_ARC
(23,27),-1.23436 # DEPENDENCYPART_ARC
(23,28),-0.720675 # DEPENDENCYPART_ARC
(23,29),-0.762701 # DEPENDENCYPART_ARC
(24,1),-2.60206 # DEPENDENCYPART_ARC
(24,2),-2.00529 # DEPENDENCYPART_ARC
(24,3),-1.97512 # DEPENDENCYPART_ARC
(24,4),-3.56558 # DEPENDENCYPART_ARC
(24,5),-3.2777 # DEPENDENCYPART_ARC
(24,6),-4.3351 # DEPENDENCYPART_ARC
(24,7),-1.8578 # DEPENDENCYPART_ARC
(24,8),-1.60167 # DEPENDENCYPART_ARC
(24,9),-2.32137 # DEPENDENCYPART_ARC
(24,10),-2.70607 # DEPENDENCYPART_ARC
(24,11),-1.08397 # DEPENDENCYPART_ARC
(24,12),-2.00488 # DEPENDENCYPART_ARC
(24,13),-1.34173 # DEPENDENCYPART_ARC
(24,14),-1.5803 # DEPENDENCYPART_ARC
(24,15),-0.490827 # DEPENDENCYPART_ARC
(24,16),-0.00406851 # DEPENDENCYPART_ARC
(24,17),-0.204362 # DEPENDENCYPART_ARC
(24,18),-0.373529 # DEPENDENCYPART_ARC
(24,19),1.54896 # DEPENDENCYPART_ARC
(24,20),1.34471 # DEPENDENCYPART_ARC
(24,21),0.492221 # DEPENDENCYPART_ARC
(24,22),0.901611 # DEPENDENCYPART_ARC
(24,23),4.07687 # DEPENDENCYPART_ARC
(24,25),1.54565 # DEPENDENCYPART_ARC
(24,26),1.54103 # DEPENDENCYPART_ARC
(24,27),0.433979 # DEPENDENCYPART_ARC
(24,28),1.02187 # DEPENDENCYPART_ARC
(24,29),0.477347 # DEPENDENCYPART_ARC
(25,1),-3.14088 # DEPENDENCYPART_ARC
(25,2),-3.61023 # DEPENDENCYPART_ARC
(25,3),-3.19277 # DEPENDENCYPART_ARC
(25,4),-3.74004 # DEPENDENCYPART_ARC
(25,5),-3.18843 # DEPENDENCYPART_ARC
(25,6),-2.54608 # DEPENDENCYPART_ARC
(25,7),-2.81096 # DEPENDENCYPART_ARC
(25,8),-2.83448 # DEPENDENCYPART_ARC
(25,9),-2.71506 # DEPENDENCYPART_ARC
(25,10),-3.10618 # DEPENDENCYPART_ARC
(25,11),-2.35014 # DEPENDENCYPART_ARC
(25,12),-2.14906 # DEPENDENCYPART_ARC
(25,13),-0.477247 # DEPENDENCYPART_ARC
(25,14),-2.68727 # DEPENDENCYPART_ARC
(25,15),-1.88898 # DEPENDENCYPART_ARC
(25,16),-1.78966 # DEPENDENCYPART_ARC
(25,17),-2.0458 # DEPENDENCYPART_ARC
(25,18),-1.56028 # DEPENDENCYPART_ARC
(25,19),-2.09491 # DEPENDENCYPART_ARC
(25,20),-1.57587 # DEPENDENCYPART_ARC
(25,21),-1.27116 # DEPENDENCYPART_ARC
(25,22),-1.01654 # DEPENDENCYPART_ARC
(25,23),-1.1152 # DEPENDENCYPART_ARC
(25,24),-0.989925 # DEPENDENCYPART_ARC
(25,26),0.446304 # DEPENDENCYPART_ARC
(25,27),-0.680457 # DEPENDENCYPART_ARC
(25,28),-0.490124 # DEPENDENCYPART_ARC
(25,29),-0.867928 # DEPENDENCYPART_ARC
(26,1),-0.411659 # DEPENDENCYPART_ARC
(26,2),-3.66995 # DEPENDENCYPART_ARC
(26,3),-3.43446 # DEPENDENCYPART_ARC
(26,4),-3.60004 # DEPENDENCYPART_ARC
(26,5),-3.26673 # DEPENDENCYPART_ARC
(26,6),-3.63276 # DEPENDENCYPART_ARC
(26,7),-2.92394 # DEPENDENCYPART_ARC
(26,8),-2.89035 # DEPENDENCYPART_ARC
(26,9),-2.71469 # DEPENDENCYPART_ARC
(26,10),-3.07632 # DEPENDENCYPART_ARC
(26,11),-2.47363 # DEPENDENCYPART_ARC
(26,12),-3.00164 # DEPENDENCYPART_ARC
(26,13),-1.84808 # DEPENDENCYPART_ARC
(26,14),-2.64742 # DEPENDENCYPART_ARC
(26,15),-1.99335 # DEPENDENCYPART_ARC
(26,16),-2.40893 # DEPENDENCYPART_ARC
(26,17),-2.09153 # DEPENDENCYPART_ARC
(26,18),-1.83719 # DEPENDENCYPART_ARC
(26,19),-2.06552 # DEPENDENCYPART_ARC
(26,20),-1.57375 # DEPENDENCYPART_ARC
(26,21),-1.75401 # DEPENDENCYPART_ARC
(26,22),-1.07725 # DEPENDENCYPART_ARC
(26,23),-0.795009 # DEPENDENCYPART_ARC
(26,24),-1.0684 # DEPENDENCYPART_ARC
(26,25),0.263637 # DEPENDENCYPART_ARC
(26,27),-0.0354696 # DEPENDENCYPART_ARC
(26,28),-0.0801752 # DEPENDENCYPART_ARC
(26,29),-0.520204 # DEPENDENCYPART_ARC
(27,1),-3.37107 # DEPENDENCYPART_ARC
(27,2),-3.34835 # DEPENDENCYPART_ARC
(27,3),-2.90719 # DEPENDENCYPART_ARC
(27,4),-3.61814 # DEPENDENCYPART_ARC
(27,5),-2.93874 # DEPENDENCYPART_ARC
(27,6),-3.70793 # DEPENDENCYPART_ARC
(27,7),-2.68408 # DEPENDENCYPART_ARC
(27,8),-2.69328 # DEPENDENCYPART_ARC
(27,9),-2.97865 # DEPENDENCYPART_ARC
(27,10),-2.97179 # DEPENDENCYPART_ARC
(27,11),-2.22676 # DEPENDENCYPART_ARC
(27,12),-3.00841 # DEPENDENCYPART_ARC
(27,13),-1.13687 # DEPENDENCYPART_ARC
(27,14),-2.51215 # DEPENDENCYPART_ARC
(27,15),-1.76562 # DEPENDENCYPART_ARC
(27,16),-2.54772 # DEPENDENCYPART_ARC
(27,17),-1.87386 # DEPENDENCYPART_ARC
(27,18),-1.36384 # DEPENDENCYPART_ARC
(27,19),-1.97402 # DEPENDENCYPART_ARC
(27,20),-1.34945 # DEPENDENCYPART_ARC
(27,21),-1.76192 # DEPENDENCYPART_ARC
(27,22),-0.941704 # DEPENDENCYPART_ARC
(27,23),-0.709502 # DEPENDENCYPART_ARC
(27,24),-0.921079 # DEPENDENCYPART_ARC
(27,25),0.698948 # DEPENDENCYPART_ARC
(27,26),0.00192981 # DEPENDENCYPART_ARC
(27,28),1.28557 # DEPENDENCYPART_ARC
(27,29),-0.280189 # DEPENDENCYPART_ARC
(28,1),3.98607 # DEPENDENCYPART_ARC
(28,2),-0.584212 # DEPENDENCYPART_ARC
(28,3),0.948456 # DEPENDENCYPART_ARC
(28,4),-1.80111 # DEPENDENCYPART_ARC
(28,5),-1.99393 # DEPENDENCYPART_ARC
(28,6),-3.97347 # DEPENDENCYPART_ARC
(28,7),-2.81391 # DEPENDENCYPART_ARC
(28,8),-2.02323 # DEPENDENCYPART_ARC
(28,9),-4.25105 # DEPENDENCYPART_ARC
(28,10),-1.2713 # DEPENDENCYPART_ARC
(28,11),-2.11299 # DEPENDENCYPART_ARC
(28,12),-2.74396 # DEPENDENCYPART_ARC
(28,13),-0.583714 # DEPENDENCYPART_ARC
(28,14),0.489972 # DEPENDENCYPART_ARC
(28,15),-0.344497 # DEPENDENCYPART_ARC
(28,16),-1.32966 # DEPENDENCYPART_ARC
(28,17),0.774117 # DEPENDENCYPART_ARC
(28,18),1.53382 # DEPENDENCYPART_ARC
(28,19),-0.364444 # DEPENDENCYPART_ARC
(28,20),-0.23902 # DEPENDENCYPART_ARC
(28,21),-1.35368 # DEPENDENCYPART_ARC
(28,22),-0.197013 # DEPENDENCYPART_ARC
(28,23),0.0435168 # DEPENDENCYPART_ARC
(28,24),-1.24845 # DEPENDENCYPART_ARC
(28,25),3.82785 # DEPENDENCYPART_ARC
(28,26),3.76822 # DEPENDENCYPART_ARC
(28,27),4.16465 # DEPENDENCYPART_ARC
(28,29),7.11753 # DEPENDENCYPART_ARC
(29,1),-3.47712 # DEPENDENCYPART_ARC
(29,2),-2.85423 # DEPENDENCYPART_ARC
(29,3),-2.7806 # DEPENDENCYPART_ARC
(29,4),-3.3253 # DEPENDENCYPART_ARC
(29,5),-3.95281 # DEPENDENCYPART_ARC
(29,6),-3.38291 # DEPENDENCYPART_ARC
(29,7),-3.55698 # DEPENDENCYPART_ARC
(29,8),-3.60695 # DEPENDENCYPART_ARC
(29,9),-2.62216 # DEPENDENCYPART_ARC
(29,10),-2.70568 # DEPENDENCYPART_ARC
(29,11),-3.08134 # DEPENDENCYPART_ARC
(29,12),-2.64555 # DEPENDENCYPART_ARC
(29,13),-1.528 # DEPENDENCYPART_ARC
(29,14),-2.14775 # DEPENDENCYPART_ARC
(29,15),-2.62801 # DEPENDENCYPART_ARC
(29,16),-2.52508 # DEPENDENCYPART_ARC
(29,17),-1.87227 # DEPENDENCYPART_ARC
(29,18),-1.69474 # DEPENDENCYPART_ARC
(29,19),-1.99254 # DEPENDENCYPART_ARC
(29,20),-2.27486 # DEPENDENCYPART_ARC
(29,21),-2.18315 # DEPENDENCYPART_ARC
(29,22),-1.64768 # DEPENDENCYPART_ARC
(29,23),-1.91132 # DEPENDENCYPART_ARC
(29,24),-2.2214 # DEPENDENCYPART_ARC
(29,25),-0.612937 # DEPENDENCYPART_ARC
(29,26),-1.12938 # DEPENDENCYPART_ARC
(29,27),-0.925655 # DEPENDENCYPART_ARC
(29,28),-1.00176 # DEPENDENCYPART_ARC
