# _root_ Slated for market by the end of the year , the paper `` could have been introduced a long time ago but the market was n't there then , '' says an Agfa spokesman .
#goldHeads=14,1,2,1,6,4,6,9,7,1,12,14,14,31,14,15,16,20,20,21,17,14,24,25,22,25,25,25,14,14,0,34,34,31,31,
#predictedHeads=14,1,2,1,6,4,6,9,7,14,12,14,14,31,14,15,16,20,20,17,17,14,24,25,22,25,25,25,31,31,0,34,34,31,31,
(14,30),2.87505 # DEPENDENCYPART_ARC
(14,31),0.442073 # DEPENDENCYPART_ARC
(14,32),-1.26086 # DEPENDENCYPART_ARC
(14,33),-1.0758 # DEPENDENCYPART_ARC
(14,34),-1.18349 # DEPENDENCYPART_ARC
(14,35),4.62175 # DEPENDENCYPART_ARC
(15,1),-2.06979 # DEPENDENCYPART_ARC
(15,2),-2.01569 # DEPENDENCYPART_ARC
(15,3),-0.439935 # DEPENDENCYPART_ARC
(15,4),-1.62017 # DEPENDENCYPART_ARC
(15,5),-0.201366 # DEPENDENCYPART_ARC
(15,6),-0.505308 # DEPENDENCYPART_ARC
(15,7),-1.32935 # DEPENDENCYPART_ARC
(15,8),-0.19609 # DEPENDENCYPART_ARC
(15,9),-0.665407 # DEPENDENCYPART_ARC
(15,10),-0.265145 # DEPENDENCYPART_ARC
(15,11),0.277278 # DEPENDENCYPART_ARC
(15,12),0.246686 # DEPENDENCYPART_ARC
(15,13),0.41296 # DEPENDENCYPART_ARC
(15,14),0.792956 # DEPENDENCYPART_ARC
(15,16),4.65985 # DEPENDENCYPART_ARC
(15,17),2.45686 # DEPENDENCYPART_ARC
(15,18),-0.794922 # DEPENDENCYPART_ARC
(15,19),-0.634167 # DEPENDENCYPART_ARC
(15,20),0.241677 # DEPENDENCYPART_ARC
(15,21),0.15518 # DEPENDENCYPART_ARC
(15,22),0.975773 # DEPENDENCYPART_ARC
(15,23),-1.57263 # DEPENDENCYPART_ARC
(15,24),-1.83362 # DEPENDENCYPART_ARC
(15,25),0.303887 # DEPENDENCYPART_ARC
(15,26),-0.539484 # DEPENDENCYPART_ARC
(15,27),-0.929009 # DEPENDENCYPART_ARC
(15,28),-0.167144 # DEPENDENCYPART_ARC
(15,29),-0.830504 # DEPENDENCYPART_ARC
(15,30),0.422044 # DEPENDENCYPART_ARC
(15,31),-2.05026 # DEPENDENCYPART_ARC
(15,32),-2.10814 # DEPENDENCYPART_ARC
(15,33),-1.08374 # DEPENDENCYPART_ARC
(15,34),-5.03331 # DEPENDENCYPART_ARC
(15,35),2.22896 # DEPENDENCYPART_ARC
(16,1),-1.54526 # DEPENDENCYPART_ARC
(16,2),-1.24762 # DEPENDENCYPART_ARC
(16,3),-0.919313 # DEPENDENCYPART_ARC
(16,4),-0.538862 # DEPENDENCYPART_ARC
(16,5),-0.84987 # DEPENDENCYPART_ARC
(16,6),-0.737604 # DEPENDENCYPART_ARC
(16,7),-0.485774 # DEPENDENCYPART_ARC
(16,8),-0.341827 # DEPENDENCYPART_ARC
(16,9),-0.932729 # DEPENDENCYPART_ARC
(16,10),0.18349 # DEPENDENCYPART_ARC
(16,11),0.109331 # DEPENDENCYPART_ARC
(16,12),0.148177 # DEPENDENCYPART_ARC
(16,13),0.762745 # DEPENDENCYPART_ARC
(16,14),0.0666106 # DEPENDENCYPART_ARC
(16,15),0.614202 # DEPENDENCYPART_ARC
(16,17),4.01299 # DEPENDENCYPART_ARC
(16,18),0.165527 # DEPENDENCYPART_ARC
(16,19),0.597433 # DEPENDENCYPART_ARC
(16,20),1.1617 # DEPENDENCYPART_ARC
(16,21),0.776263 # DEPENDENCYPART_ARC
(16,22),0.050339 # DEPENDENCYPART_ARC
(16,23),-0.769331 # DEPENDENCYPART_ARC
(16,24),-0.447109 # DEPENDENCYPART_ARC
(16,25),-0.186945 # DEPENDENCYPART_ARC
(16,26),-0.338524 # DEPENDENCYPART_ARC
(16,27),-0.213434 # DEPENDENCYPART_ARC
(16,28),-0.0208681 # DEPENDENCYPART_ARC
(16,29),-0.300793 # DEPENDENCYPART_ARC
(16,30),0.0912325 # DEPENDENCYPART_ARC
(16,31),-1.2504 # DEPENDENCYPART_ARC
(16,32),-1.58402 # DEPENDENCYPART_ARC
(16,33),-1.72633 # DEPENDENCYPART_ARC
(16,34),-1.89203 # DEPENDENCYPART_ARC
(16,35),0.980202 # DEPENDENCYPART_ARC
(17,1),-1.52985 # DEPENDENCYPART_ARC
(17,2),-1.67987 # DEPENDENCYPART_ARC
(17,3),-1.05066 # DEPENDENCYPART_ARC
(17,4),-0.808701 # DEPENDENCYPART_ARC
(17,5),-0.70526 # DEPENDENCYPART_ARC
(17,6),-0.855484 # DEPENDENCYPART_ARC
(17,7),-0.562944 # DEPENDENCYPART_ARC
(17,8),-0.193504 # DEPENDENCYPART_ARC
(17,9),-0.94769 # DEPENDENCYPART_ARC
(17,10),-0.0714198 # DEPENDENCYPART_ARC
(17,11),0.198677 # DEPENDENCYPART_ARC
(17,12),0.00197168 # DEPENDENCYPART_ARC
(17,13),0.540792 # DEPENDENCYPART_ARC
(17,14),0.0800169 # DEPENDENCYPART_ARC
(17,15),0.0566948 # DEPENDENCYPART_ARC
(17,16),0.929242 # DEPENDENCYPART_ARC
(17,18),0.78154 # DEPENDENCYPART_ARC
(17,19),1.15866 # DEPENDENCYPART_ARC
(17,20),2.48574 # DEPENDENCYPART_ARC
(17,21),2.10122 # DEPENDENCYPART_ARC
(17,22),0.764414 # DEPENDENCYPART_ARC
(17,23),-0.420827 # DEPENDENCYPART_ARC
(17,24),0.640424 # DEPENDENCYPART_ARC
(17,25),0.699276 # DEPENDENCYPART_ARC
(17,26),0.559684 # DEPENDENCYPART_ARC
(17,27),0.456914 # DEPENDENCYPART_ARC
(17,28),0.663119 # DEPENDENCYPART_ARC
(17,29),1.00415 # DEPENDENCYPART_ARC
(17,30),0.609962 # DEPENDENCYPART_ARC
(17,31),-1.06138 # DEPENDENCYPART_ARC
(17,32),-1.28576 # DEPENDENCYPART_ARC
(17,33),-1.1228 # DEPENDENCYPART_ARC
(17,34),-0.556404 # DEPENDENCYPART_ARC
(17,35),1.53246 # DEPENDENCYPART_ARC
(18,1),-2.62768 # DEPENDENCYPART_ARC
(18,2),-1.95778 # DEPENDENCYPART_ARC
(18,3),-2.88047 # DEPENDENCYPART_ARC
(18,4),-1.9656 # DEPENDENCYPART_ARC
(18,5),-1.38038 # DEPENDENCYPART_ARC
(18,6),-2.57434 # DEPENDENCYPART_ARC
(18,7),-1.68256 # DEPENDENCYPART_ARC
(18,8),-0.866016 # DEPENDENCYPART_ARC
(18,9),-2.09194 # DEPENDENCYPART_ARC
(18,10),-1.66192 # DEPENDENCYPART_ARC
(18,11),-0.632055 # DEPENDENCYPART_ARC
(18,12),-1.70246 # DEPENDENCYPART_ARC
(18,13),-1.26369 # DEPENDENCYPART_ARC
(18,14),-1.21488 # DEPENDENCYPART_ARC
(18,15),-0.348848 # DEPENDENCYPART_ARC
(18,16),-0.513715 # DEPENDENCYPART_ARC
(18,17),0.165826 # DEPENDENCYPART_ARC
(18,19),0.66337 # DEPENDENCYPART_ARC
(18,20),0.251145 # DEPENDENCYPART_ARC
(18,21),-0.227799 # DEPENDENCYPART_ARC
(18,22),0.275935 # DEPENDENCYPART_ARC
(18,23),-1.348 # DEPENDENCYPART_ARC
(18,24),-0.733438 # DEPENDENCYPART_ARC
(18,25),-0.331407 # DEPENDENCYPART_ARC
(18,26),-1.04132 # DEPENDENCYPART_ARC
(18,27),-1.12652 # DEPENDENCYPART_ARC
(18,28),-1.19281 # DEPENDENCYPART_ARC
(18,29),-1.31442 # DEPENDENCYPART_ARC
(18,30),-0.683654 # DEPENDENCYPART_ARC
(18,31),-1.85522 # DEPENDENCYPART_ARC
(18,32),-2.40149 # DEPENDENCYPART_ARC
(18,33),-2.01101 # DEPENDENCYPART_ARC
(18,34),-1.9183 # DEPENDENCYPART_ARC
(18,35),-1.43032 # DEPENDENCYPART_ARC
(19,1),-3.02991 # DEPENDENCYPART_ARC
(19,2),-2.95447 # DEPENDENCYPART_ARC
(19,3),-1.9491 # DEPENDENCYPART_ARC
(19,4),-2.51401 # DEPENDENCYPART_ARC
(19,5),-1.96603 # DEPENDENCYPART_ARC
(19,6),-2.29586 # DEPENDENCYPART_ARC
(19,7),-1.68824 # DEPENDENCYPART_ARC
(19,8),-1.49484 # DEPENDENCYPART_ARC
(19,9),-1.99183 # DEPENDENCYPART_ARC
(19,10),-2.17761 # DEPENDENCYPART_ARC
(19,11),-0.884288 # DEPENDENCYPART_ARC
(19,12),-1.69903 # DEPENDENCYPART_ARC
(19,13),-0.862988 # DEPENDENCYPART_ARC
(19,14),-1.7264 # DEPENDENCYPART_ARC
(19,15),-1.09641 # DEPENDENCYPART_ARC
(19,16),-0.930261 # DEPENDENCYPART_ARC
(19,17),-0.4827 # DEPENDENCYPART_ARC
(19,18),1.48325 # DEPENDENCYPART_ARC
(19,20),1.06729 # DEPENDENCYPART_ARC
(19,21),-0.386419 # DEPENDENCYPART_ARC
(19,22),0.142226 # DEPENDENCYPART_ARC
(19,23),-1.18023 # DEPENDENCYPART_ARC
(19,24),-0.90416 # DEPENDENCYPART_ARC
(19,25),-0.12396 # DEPENDENCYPART_ARC
(19,26),-1.1536 # DEPENDENCYPART_ARC
(19,27),-1.15545 # DEPENDENCYPART_ARC
(19,28),-1.13167 # DEPENDENCYPART_ARC
(19,29),-0.693173 # DEPENDENCYPART_ARC
(19,30),-0.997724 # DEPENDENCYPART_ARC
(19,31),-1.15576 # DEPENDENCYPART_ARC
(19,32),-2.29107 # DEPENDENCYPART_ARC
(19,33),-1.98906 # DEPENDENCYPART_ARC
(19,34),-2.25526 # DEPENDENCYPART_ARC
(19,35),-0.748749 # DEPENDENCYPART_ARC
(20,1),-3.92541 # DEPENDENCYPART_ARC
(20,2),-0.924261 # DEPENDENCYPART_ARC
(20,3),-6.8138 # DEPENDENCYPART_ARC
(20,4),-1.03025 # DEPENDENCYPART_ARC
(20,5),-4.82849 # DEPENDENCYPART_ARC
(20,6),-4.42863 # DEPENDENCYPART_ARC
(20,7),-1.24505 # DEPENDENCYPART_ARC
(20,8),-1.92558 # DEPENDENCYPART_ARC
(20,9),-4.19645 # DEPENDENCYPART_ARC
(20,10),-0.899956 # DEPENDENCYPART_ARC
(20,11),0.0734801 # DEPENDENCYPART_ARC
(20,12),-1.82797 # DEPENDENCYPART_ARC
(20,13),0.106725 # DEPENDENCYPART_ARC
(20,14),-1.0077 # DEPENDENCYPART_ARC
(20,15),-0.506948 # DEPENDENCYPART_ARC
(20,16),0.345407 # DEPENDENCYPART_ARC
(20,17),0.700322 # DEPENDENCYPART_ARC
(20,18),4.83213 # DEPENDENCYPART_ARC
(20,19),4.37127 # DEPENDENCYPART_ARC
(20,21),1.31961 # DEPENDENCYPART_ARC
(20,22),1.2161 # DEPENDENCYPART_ARC
(20,23),-0.0954532 # DEPENDENCYPART_ARC
(20,24),0.187169 # DEPENDENCYPART_ARC
(20,25),0.930119 # DEPENDENCYPART_ARC
(20,26),-0.125214 # DEPENDENCYPART_ARC
(20,27),0.229313 # DEPENDENCYPART_ARC
(20,28),0.259094 # DEPENDENCYPART_ARC
(20,29),-0.0426423 # DEPENDENCYPART_ARC
(20,30),1.11127 # DEPENDENCYPART_ARC
(20,31),-1.05134 # DEPENDENCYPART_ARC
(20,32),-1.16833 # DEPENDENCYPART_ARC
(20,33),-2.13184 # DEPENDENCYPART_ARC
(20,34),-1.7157 # DEPENDENCYPART_ARC
(20,35),2.88349 # DEPENDENCYPART_ARC
(21,1),-1.72371 # DEPENDENCYPART_ARC
(21,2),-2.43939 # DEPENDENCYPART_ARC
(21,3),-3.23728 # DEPENDENCYPART_ARC
(21,4),-1.93536 # DEPENDENCYPART_ARC
(21,5),-0.901841 # DEPENDENCYPART_ARC
(21,6),-2.1476 # DEPENDENCYPART_ARC
(21,7),-1.51808 # DEPENDENCYPART_ARC
(21,8),-0.654467 # DEPENDENCYPART_ARC
(21,9),-0.625775 # DEPENDENCYPART_ARC
(21,10),-0.762351 # DEPENDENCYPART_ARC
(21,11),-0.201593 # DEPENDENCYPART_ARC
(21,12),-0.394893 # DEPENDENCYPART_ARC
(21,13),-0.517291 # DEPENDENCYPART_ARC
(21,14),-0.502605 # DEPENDENCYPART_ARC
(21,15),-0.328329 # DEPENDENCYPART_ARC
(21,16),-0.245887 # DEPENDENCYPART_ARC
(21,17),-0.0441876 # DEPENDENCYPART_ARC
(21,18),1.13194 # DEPENDENCYPART_ARC
(21,19),1.26237 # DEPENDENCYPART_ARC
(21,20),1.70888 # DEPENDENCYPART_ARC
(21,22),0.301649 # DEPENDENCYPART_ARC
(21,23),0.0654916 # DEPENDENCYPART_ARC
(21,24),0.271694 # DEPENDENCYPART_ARC
(21,25),0.593053 # DEPENDENCYPART_ARC
(21,26),-0.649776 # DEPENDENCYPART_ARC
(21,27),-0.742914 # DEPENDENCYPART_ARC
(21,28),-0.408041 # DEPENDENCYPART_ARC
(21,29),-0.229589 # DEPENDENCYPART_ARC
(21,30),0.0557861 # DEPENDENCYPART_ARC
(21,31),-1.12616 # DEPENDENCYPART_ARC
(21,32),-1.7498 # DEPENDENCYPART_ARC
(21,33),-1.89434 # DEPENDENCYPART_ARC
(21,34),-1.73361 # DEPENDENCYPART_ARC
(21,35),1.16126 # DEPENDENCYPART_ARC
(22,1),-3.61673 # DEPENDENCYPART_ARC
(22,2),-3.01259 # DEPENDENCYPART_ARC
(22,3),-3.77054 # DEPENDENCYPART_ARC
(22,4),-2.77312 # DEPENDENCYPART_ARC
(22,5),-3.11746 # DEPENDENCYPART_ARC
(22,6),-3.45918 # DEPENDENCYPART_ARC
(22,7),-2.52705 # DEPENDENCYPART_ARC
(22,8),-2.83593 # DEPENDENCYPART_ARC
(22,9),-2.99549 # DEPENDENCYPART_ARC
(22,10),-2.94734 # DEPENDENCYPART_ARC
(22,11),-2.48977 # DEPENDENCYPART_ARC
(22,12),-2.54468 # DEPENDENCYPART_ARC
(22,13),-2.53028 # DEPENDENCYPART_ARC
(22,14),-2.42411 # DEPENDENCYPART_ARC
(22,15),-2.10986 # DEPENDENCYPART_ARC
(22,16),-2.00201 # DEPENDENCYPART_ARC
(22,17),-2.0557 # DEPENDENCYPART_ARC
(22,18),-1.29456 # DEPENDENCYPART_ARC
(22,19),-1.2568 # DEPENDENCYPART_ARC
(22,20),-1.51378 # DEPENDENCYPART_ARC
(22,21),-0.769109 # DEPENDENCYPART_ARC
(22,23),1.39832 # DEPENDENCYPART_ARC
(22,24),1.17073 # DEPENDENCYPART_ARC
(22,25),3.11576 # DEPENDENCYPART_ARC
(22,26),0.798756 # DEPENDENCYPART_ARC
(22,27),0.579499 # DEPENDENCYPART_ARC
(22,28),0.721406 # DEPENDENCYPART_ARC
(22,29),0.527154 # DEPENDENCYPART_ARC
(22,30),0.774813 # DEPENDENCYPART_ARC
(22,31),1.59631 # DEPENDENCYPART_ARC
(22,32),-0.945454 # DEPENDENCYPART_ARC
(22,33),-2.3517 # DEPENDENCYPART_ARC
(22,34),-0.972577 # DEPENDENCYPART_ARC
(22,35),0.949533 # DEPENDENCYPART_ARC
(23,1),-4.75987 # DEPENDENCYPART_ARC
(23,2),-4.53775 # DEPENDENCYPART_ARC
(23,3),-5.15452 # DEPENDENCYPART_ARC
(23,4),-4.34638 # DEPENDENCYPART_ARC
(23,5),-3.98944 # DEPENDENCYPART_ARC
(23,6),-4.79542 # DEPENDENCYPART_ARC
(23,7),-4.05603 # DEPENDENCYPART_ARC
(23,8),-3.69192 # DEPENDENCYPART_ARC
(23,9),-4.51206 # DEPENDENCYPART_ARC
(23,10),-3.77397 # DEPENDENCYPART_ARC
(23,11),-3.39485 # DEPENDENCYPART_ARC
(23,12),-4.15812 # DEPENDENCYPART_ARC
(23,13),-3.74432 # DEPENDENCYPART_ARC
(23,14),-3.66674 # DEPENDENCYPART_ARC
(23,15),-3.09863 # DEPENDENCYPART_ARC
(23,16),-3.23488 # DEPENDENCYPART_ARC
(23,17),-3.11432 # DEPENDENCYPART_ARC
(23,18),-2.26961 # DEPENDENCYPART_ARC
(23,19),-2.56923 # DEPENDENCYPART_ARC
(23,20),-2.56812 # DEPENDENCYPART_ARC
(23,21),-1.85695 # DEPENDENCYPART_ARC
(23,22),-1.66726 # DEPENDENCYPART_ARC
(23,24),-0.135829 # DEPENDENCYPART_ARC
(23,25),-0.181798 # DEPENDENCYPART_ARC
(23,26),-1.6037 # DEPENDENCYPART_ARC
(23,27),-1.88025 # DEPENDENCYPART_ARC
(23,28),-2.02064 # DEPENDENCYPART_ARC
(23,29),-1.82634 # DEPENDENCYPART_ARC
(23,30),-1.34995 # DEPENDENCYPART_ARC
(23,31),-1.85993 # DEPENDENCYPART_ARC
(23,32),-2.93509 # DEPENDENCYPART_ARC
(23,33),-2.8312 # DEPENDENCYPART_ARC
(23,34),-2.65031 # DEPENDENCYPART_ARC
(23,35),-2.3148 # DEPENDENCYPART_ARC
(24,1),-5.40625 # DEPENDENCYPART_ARC
(24,2),-2.52543 # DEPENDENCYPART_ARC
(24,3),-8.15314 # DEPENDENCYPART_ARC
(24,4),-2.20448 # DEPENDENCYPART_ARC
(24,5),-5.36596 # DEPENDENCYPART_ARC
(24,6),-4.89935 # DEPENDENCYPART_ARC
(24,7),-2.3434 # DEPENDENCYPART_ARC
(24,8),-3.07878 # DEPENDENCYPART_ARC
(24,9),-5.19994 # DEPENDENCYPART_ARC
(24,10),-2.42292 # DEPENDENCYPART_ARC
(24,11),-2.21074 # DEPENDENCYPART_ARC
(24,12),-2.78284 # DEPENDENCYPART_ARC
(24,13),-1.33546 # DEPENDENCYPART_ARC
(24,14),-1.8548 # DEPENDENCYPART_ARC
(24,15),-1.77359 # DEPENDENCYPART_ARC
(24,16),-1.5435 # DEPENDENCYPART_ARC
(24,17),-1.39803 # DEPENDENCYPART_ARC
(24,18),1.02326 # DEPENDENCYPART_ARC
(24,19),0.838623 # DEPENDENCYPART_ARC
(24,20),-0.633689 # DEPENDENCYPART_ARC
(24,21),-0.250663 # DEPENDENCYPART_ARC
(24,22),0.381697 # DEPENDENCYPART_ARC
(24,23),4.70138 # DEPENDENCYPART_ARC
(24,25),0.231913 # DEPENDENCYPART_ARC
(24,26),-0.879535 # DEPENDENCYPART_ARC
(24,27),-0.557036 # DEPENDENCYPART_ARC
(24,28),-0.731158 # DEPENDENCYPART_ARC
(24,29),-0.489498 # DEPENDENCYPART_ARC
(24,30),0.0624222 # DEPENDENCYPART_ARC
(24,31),-0.953787 # DEPENDENCYPART_ARC
(24,32),-1.77968 # DEPENDENCYPART_ARC
(24,33),-2.19859 # DEPENDENCYPART_ARC
(24,34),-2.12 # DEPENDENCYPART_ARC
(24,35),0.348413 # DEPENDENCYPART_ARC
(25,1),0.264548 # DEPENDENCYPART_ARC
(25,2),-0.643833 # DEPENDENCYPART_ARC
(25,3),-0.3437 # DEPENDENCYPART_ARC
(25,4),-0.0372097 # DEPENDENCYPART_ARC
(25,5),-2.73553 # DEPENDENCYPART_ARC
(25,6),-0.426046 # DEPENDENCYPART_ARC
(25,7),-2.16069 # DEPENDENCYPART_ARC
(25,8),-2.23675 # DEPENDENCYPART_ARC
(25,9),0.670129 # DEPENDENCYPART_ARC
(25,10),2.06484 # DEPENDENCYPART_ARC
(25,11),-1.27786 # DEPENDENCYPART_ARC
(25,12),1.49485 # DEPENDENCYPART_ARC
(25,13),0.519389 # DEPENDENCYPART_ARC
(25,14),0.354501 # DEPENDENCYPART_ARC
(25,15),-0.0867954 # DEPENDENCYPART_ARC
(25,16),0.527005 # DEPENDENCYPART_ARC
(25,17),0.81261 # DEPENDENCYPART_ARC
(25,18),0.335808 # DEPENDENCYPART_ARC
(25,19),0.426835 # DEPENDENCYPART_ARC
(25,20),1.6287 # DEPENDENCYPART_ARC
(25,21),1.05665 # DEPENDENCYPART_ARC
(25,22),1.52477 # DEPENDENCYPART_ARC
(25,23),1.08245 # DEPENDENCYPART_ARC
(25,24),3.53365 # DEPENDENCYPART_ARC
(25,26),4.04018 # DEPENDENCYPART_ARC
(25,27),2.3389 # DEPENDENCYPART_ARC
(25,28),2.19266 # DEPENDENCYPART_ARC
(25,29),2.16698 # DEPENDENCYPART_ARC
(25,30),1.94547 # DEPENDENCYPART_ARC
(25,31),0.994078 # DEPENDENCYPART_ARC
(25,32),-0.539968 # DEPENDENCYPART_ARC
(25,33),-0.715408 # DEPENDENCYPART_ARC
(25,34),1.21596 # DEPENDENCYPART_ARC
(25,35),3.25832 # DEPENDENCYPART_ARC
(26,1),-3.00864 # DEPENDENCYPART_ARC
(26,2),-3.59678 # DEPENDENCYPART_ARC
(26,3),-3.96276 # DEPENDENCYPART_ARC
(26,4),-3.11249 # DEPENDENCYPART_ARC
(26,5),-2.17498 # DEPENDENCYPART_ARC
(26,6),-3.27942 # DEPENDENCYPART_ARC
(26,7),-2.64688 # DEPENDENCYPART_ARC
(26,8),-1.89537 # DEPENDENCYPART_ARC
(26,9),-2.77971 # DEPENDENCYPART_ARC
(26,10),-1.55899 # DEPENDENCYPART_ARC
(26,11),-1.73184 # DEPENDENCYPART_ARC
(26,12),-2.58528 # DEPENDENCYPART_ARC
(26,13),-1.83202 # DEPENDENCYPART_ARC
(26,14),-1.73705 # DEPENDENCYPART_ARC
(26,15),-1.88072 # DEPENDENCYPART_ARC
(26,16),-1.44789 # DEPENDENCYPART_ARC
(26,17),-1.42087 # DEPENDENCYPART_ARC
(26,18),-0.51508 # DEPENDENCYPART_ARC
(26,19),-0.576954 # DEPENDENCYPART_ARC
(26,20),-1.53209 # DEPENDENCYPART_ARC
(26,21),-0.897641 # DEPENDENCYPART_ARC
(26,22),-0.881766 # DEPENDENCYPART_ARC
(26,23),0.261608 # DEPENDENCYPART_ARC
(26,24),-0.532341 # DEPENDENCYPART_ARC
(26,25),0.0645104 # DEPENDENCYPART_ARC
(26,27),0.652597 # DEPENDENCYPART_ARC
(26,28),0.584761 # DEPENDENCYPART_ARC
(26,29),0.505047 # DEPENDENCYPART_ARC
(26,30),0.129858 # DEPENDENCYPART_ARC
(26,31),-0.0435843 # DEPENDENCYPART_ARC
(26,32),-0.975745 # DEPENDENCYPART_ARC
(26,33),-1.36388 # DEPENDENCYPART_ARC
(26,34),-1.13885 # DEPENDENCYPART_ARC
(26,35),-0.197332 # DEPENDENCYPART_ARC
(27,1),-3.29681 # DEPENDENCYPART_ARC
(27,2),-3.55435 # DEPENDENCYPART_ARC
(27,3),-4.42934 # DEPENDENCYPART_ARC
(27,4),-3.30211 # DEPENDENCYPART_ARC
(27,5),-2.36944 # DEPENDENCYPART_ARC
(27,6),-3.83372 # DEPENDENCYPART_ARC
(27,7),-2.74972 # DEPENDENCYPART_ARC
(27,8),-2.2062 # DEPENDENCYPART_ARC
(27,9),-3.24381 # DEPENDENCYPART_ARC
(27,10),-1.85887 # DEPENDENCYPART_ARC
(27,11),-2.00008 # DEPENDENCYPART_ARC
(27,12),-3.01007 # DEPENDENCYPART_ARC
(27,13),-2.18186 # DEPENDENCYPART_ARC
(27,14),-2.13407 # DEPENDENCYPART_ARC
(27,15),-2.09638 # DEPENDENCYPART_ARC
(27,16),-1.69213 # DEPENDENCYPART_ARC
(27,17),-1.62918 # DEPENDENCYPART_ARC
(27,18),-0.781576 # DEPENDENCYPART_ARC
(27,19),-0.813492 # DEPENDENCYPART_ARC
(27,20),-2.00537 # DEPENDENCYPART_ARC
(27,21),-1.28902 # DEPENDENCYPART_ARC
(27,22),-1.11227 # DEPENDENCYPART_ARC
(27,23),-0.245449 # DEPENDENCYPART_ARC
(27,24),-1.03914 # DEPENDENCYPART_ARC
(27,25),-0.719451 # DEPENDENCYPART_ARC
(27,26),0.741573 # DEPENDENCYPART_ARC
(27,28),1.84056 # DEPENDENCYPART_ARC
(27,29),0.301341 # DEPENDENCYPART_ARC
(27,30),0.478359 # DEPENDENCYPART_ARC
(27,31),0.263598 # DEPENDENCYPART_ARC
(27,32),-0.631235 # DEPENDENCYPART_ARC
(27,33),-1.11835 # DEPENDENCYPART_ARC
(27,34),-0.98899 # DEPENDENCYPART_ARC
(27,35),-0.396529 # DEPENDENCYPART_ARC
(28,1),-3.39982 # DEPENDENCYPART_ARC
(28,2),-4.04856 # DEPENDENCYPART_ARC
(28,3),-4.38504 # DEPENDENCYPART_ARC
(28,4),-3.5556 # DEPENDENCYPART_ARC
(28,5),-2.65849 # DEPENDENCYPART_ARC
(28,6),-3.70244 # DEPENDENCYPART_ARC
(28,7),-3.10927 # DEPENDENCYPART_ARC
(28,8),-2.41354 # DEPENDENCYPART_ARC
(28,9),-3.33291 # DEPENDENCYPART_ARC
(28,10),-1.76784 # DEPENDENCYPART_ARC
(28,11),-2.16012 # DEPENDENCYPART_ARC
(28,12),-2.94202 # DEPENDENCYPART_ARC
(28,13),-2.22777 # DEPENDENCYPART_ARC
(28,14),-2.34986 # DEPENDENCYPART_ARC
(28,15),-2.20381 # DEPENDENCYPART_ARC
(28,16),-1.89509 # DEPENDENCYPART_ARC
(28,17),-1.82143 # DEPENDENCYPART_ARC
(28,18),-0.932089 # DEPENDENCYPART_ARC
(28,19),-0.754316 # DEPENDENCYPART_ARC
(28,20),-1.94853 # DEPENDENCYPART_ARC
(28,21),-1.61406 # DEPENDENCYPART_ARC
(28,22),-0.978899 # DEPENDENCYPART_ARC
(28,23),-0.533727 # DEPENDENCYPART_ARC
(28,24),-1.18367 # DEPENDENCYPART_ARC
(28,25),-0.996628 # DEPENDENCYPART_ARC
(28,26),-0.120213 # DEPENDENCYPART_ARC
(28,27),-0.0362822 # DEPENDENCYPART_ARC
(28,29),0.223461 # DEPENDENCYPART_ARC
(28,30),-0.0744208 # DEPENDENCYPART_ARC
(28,31),-0.0360424 # DEPENDENCYPART_ARC
(28,32),-1.11701 # DEPENDENCYPART_ARC
(28,33),-1.27466 # DEPENDENCYPART_ARC
(28,34),-1.81589 # DEPENDENCYPART_ARC
(28,35),-0.60015 # DEPENDENCYPART_ARC
(29,1),-3.07454 # DEPENDENCYPART_ARC
(29,2),-4.4387 # DEPENDENCYPART_ARC
(29,3),-3.87994 # DEPENDENCYPART_ARC
(29,4),-4.21815 # DEPENDENCYPART_ARC
(29,5),-4.04377 # DEPENDENCYPART_ARC
(29,6),-3.8959 # DEPENDENCYPART_ARC
(29,7),-3.87661 # DEPENDENCYPART_ARC
(29,8),-3.68609 # DEPENDENCYPART_ARC
(29,9),-3.64745 # DEPENDENCYPART_ARC
(29,10),-1.45114 # DEPENDENCYPART_ARC
(29,11),-3.23889 # DEPENDENCYPART_ARC
(29,12),-3.47658 # DEPENDENCYPART_ARC
(29,13),-2.95928 # DEPENDENCYPART_ARC
(29,14),-3.37164 # DEPENDENCYPART_ARC
(29,15),-3.11423 # DEPENDENCYPART_ARC
(29,16),-2.41615 # DEPENDENCYPART_ARC
(29,17),-2.34074 # DEPENDENCYPART_ARC
(29,18),-2.55809 # DEPENDENCYPART_ARC
(29,19),-2.70629 # DEPENDENCYPART_ARC
(29,20),-2.89177 # DEPENDENCYPART_ARC
(29,21),-3.07353 # DEPENDENCYPART_ARC
(29,22),-2.59495 # DEPENDENCYPART_ARC
(29,23),-1.77753 # DEPENDENCYPART_ARC
(29,24),-2.62518 # DEPENDENCYPART_ARC
(29,25),-2.12322 # DEPENDENCYPART_ARC
(29,26),-2.12737 # DEPENDENCYPART_ARC
(29,27),-1.95661 # DEPENDENCYPART_ARC
(29,28),-1.39944 # DEPENDENCYPART_ARC
(29,30),0.0754963 # DEPENDENCYPART_ARC
(29,31),-0.328317 # DEPENDENCYPART_ARC
(29,32),-1.27693 # DEPENDENCYPART_ARC
(29,33),-1.14533 # DEPENDENCYPART_ARC
