# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(14,15),2.54465 # DEPENDENCYPART_ARC
(14,16),1.04694 # DEPENDENCYPART_ARC
(14,17),1.42285 # DEPENDENCYPART_ARC
(14,18),0.551761 # DEPENDENCYPART_ARC
(14,19),0.660403 # DEPENDENCYPART_ARC
(14,20),-0.336583 # DEPENDENCYPART_ARC
(14,21),-0.106898 # DEPENDENCYPART_ARC
(14,22),-0.940051 # DEPENDENCYPART_ARC
(14,23),0.30599 # DEPENDENCYPART_ARC
(14,24),-1.25732 # DEPENDENCYPART_ARC
(14,25),-0.296743 # DEPENDENCYPART_ARC
(14,26),-1.05531 # DEPENDENCYPART_ARC
(14,27),0.0167845 # DEPENDENCYPART_ARC
(14,28),-1.00664 # DEPENDENCYPART_ARC
(14,29),-1.05287 # DEPENDENCYPART_ARC
(14,30),-1.24455 # DEPENDENCYPART_ARC
(14,31),0.64539 # DEPENDENCYPART_ARC
(14,32),-1.28559 # DEPENDENCYPART_ARC
(14,33),-2.73452 # DEPENDENCYPART_ARC
(14,34),-2.46519 # DEPENDENCYPART_ARC
(14,35),-2.75281 # DEPENDENCYPART_ARC
(14,36),-0.291569 # DEPENDENCYPART_ARC
(15,1),-1.94111 # DEPENDENCYPART_ARC
(15,2),-2.70641 # DEPENDENCYPART_ARC
(15,3),-3.13831 # DEPENDENCYPART_ARC
(15,4),-2.10822 # DEPENDENCYPART_ARC
(15,5),-1.66922 # DEPENDENCYPART_ARC
(15,6),-1.76668 # DEPENDENCYPART_ARC
(15,7),-1.59193 # DEPENDENCYPART_ARC
(15,8),-1.42545 # DEPENDENCYPART_ARC
(15,9),-0.942181 # DEPENDENCYPART_ARC
(15,10),-1.50889 # DEPENDENCYPART_ARC
(15,11),-0.86036 # DEPENDENCYPART_ARC
(15,12),-0.158355 # DEPENDENCYPART_ARC
(15,13),-0.5908 # DEPENDENCYPART_ARC
(15,14),-0.302699 # DEPENDENCYPART_ARC
(15,16),3.1509 # DEPENDENCYPART_ARC
(15,17),0.68356 # DEPENDENCYPART_ARC
(15,18),-0.317189 # DEPENDENCYPART_ARC
(15,19),-0.167295 # DEPENDENCYPART_ARC
(15,20),-1.19312 # DEPENDENCYPART_ARC
(15,21),-1.696 # DEPENDENCYPART_ARC
(15,22),-0.734038 # DEPENDENCYPART_ARC
(15,23),-0.939585 # DEPENDENCYPART_ARC
(15,24),-2.61771 # DEPENDENCYPART_ARC
(15,25),-1.87144 # DEPENDENCYPART_ARC
(15,26),-0.408642 # DEPENDENCYPART_ARC
(15,27),-0.641446 # DEPENDENCYPART_ARC
(15,28),-3.60471 # DEPENDENCYPART_ARC
(15,29),-1.94314 # DEPENDENCYPART_ARC
(15,30),-2.65533 # DEPENDENCYPART_ARC
(15,31),-1.63392 # DEPENDENCYPART_ARC
(15,32),-4.26702 # DEPENDENCYPART_ARC
(15,33),-6.30381 # DEPENDENCYPART_ARC
(15,34),-3.00741 # DEPENDENCYPART_ARC
(15,35),-4.85515 # DEPENDENCYPART_ARC
(15,36),-1.05593 # DEPENDENCYPART_ARC
(16,1),-3.7815 # DEPENDENCYPART_ARC
(16,2),-2.93115 # DEPENDENCYPART_ARC
(16,3),-2.81489 # DEPENDENCYPART_ARC
(16,4),-2.3844 # DEPENDENCYPART_ARC
(16,5),-1.96839 # DEPENDENCYPART_ARC
(16,6),-1.72211 # DEPENDENCYPART_ARC
(16,7),-1.75668 # DEPENDENCYPART_ARC
(16,8),-2.00289 # DEPENDENCYPART_ARC
(16,9),-1.5624 # DEPENDENCYPART_ARC
(16,10),-1.51128 # DEPENDENCYPART_ARC
(16,11),-0.933193 # DEPENDENCYPART_ARC
(16,12),0.660817 # DEPENDENCYPART_ARC
(16,13),0.45327 # DEPENDENCYPART_ARC
(16,14),-0.37671 # DEPENDENCYPART_ARC
(16,15),0.192275 # DEPENDENCYPART_ARC
(16,17),1.00597 # DEPENDENCYPART_ARC
(16,18),0.378098 # DEPENDENCYPART_ARC
(16,19),0.778174 # DEPENDENCYPART_ARC
(16,20),0.107621 # DEPENDENCYPART_ARC
(16,21),-0.124152 # DEPENDENCYPART_ARC
(16,22),-0.337038 # DEPENDENCYPART_ARC
(16,23),-0.189463 # DEPENDENCYPART_ARC
(16,24),-0.761973 # DEPENDENCYPART_ARC
(16,25),0.432578 # DEPENDENCYPART_ARC
(16,26),-0.723726 # DEPENDENCYPART_ARC
(16,27),-0.439126 # DEPENDENCYPART_ARC
(16,28),-1.2417 # DEPENDENCYPART_ARC
(16,29),-1.12326 # DEPENDENCYPART_ARC
(16,30),-0.460746 # DEPENDENCYPART_ARC
(16,31),-0.603079 # DEPENDENCYPART_ARC
(16,32),-1.61557 # DEPENDENCYPART_ARC
(16,33),-1.37371 # DEPENDENCYPART_ARC
(16,34),-0.688653 # DEPENDENCYPART_ARC
(16,35),-1.39066 # DEPENDENCYPART_ARC
(16,36),-0.440045 # DEPENDENCYPART_ARC
(17,1),-2.44138 # DEPENDENCYPART_ARC
(17,2),-1.80474 # DEPENDENCYPART_ARC
(17,3),-1.78915 # DEPENDENCYPART_ARC
(17,4),-0.117676 # DEPENDENCYPART_ARC
(17,5),-2.3211 # DEPENDENCYPART_ARC
(17,6),-2.23649 # DEPENDENCYPART_ARC
(17,7),-1.52673 # DEPENDENCYPART_ARC
(17,8),-1.19963 # DEPENDENCYPART_ARC
(17,9),-1.57723 # DEPENDENCYPART_ARC
(17,10),-1.74821 # DEPENDENCYPART_ARC
(17,11),-0.720321 # DEPENDENCYPART_ARC
(17,12),-0.873892 # DEPENDENCYPART_ARC
(17,13),-1.11596 # DEPENDENCYPART_ARC
(17,14),-0.741075 # DEPENDENCYPART_ARC
(17,15),-0.754582 # DEPENDENCYPART_ARC
(17,16),-0.199384 # DEPENDENCYPART_ARC
(17,18),-0.0400464 # DEPENDENCYPART_ARC
(17,19),-0.022616 # DEPENDENCYPART_ARC
(17,20),-1.00847 # DEPENDENCYPART_ARC
(17,21),-1.2796 # DEPENDENCYPART_ARC
(17,22),-1.46794 # DEPENDENCYPART_ARC
(17,23),-1.09041 # DEPENDENCYPART_ARC
(17,24),-1.80023 # DEPENDENCYPART_ARC
(17,25),-1.723 # DEPENDENCYPART_ARC
(17,26),-2.06545 # DEPENDENCYPART_ARC
(17,27),-1.3545 # DEPENDENCYPART_ARC
(17,28),-2.05915 # DEPENDENCYPART_ARC
(17,29),-2.28988 # DEPENDENCYPART_ARC
(17,30),-2.58764 # DEPENDENCYPART_ARC
(17,31),-1.81009 # DEPENDENCYPART_ARC
(17,32),-2.45857 # DEPENDENCYPART_ARC
(17,33),-2.90618 # DEPENDENCYPART_ARC
(17,34),-2.57374 # DEPENDENCYPART_ARC
(17,35),-3.12949 # DEPENDENCYPART_ARC
(17,36),-2.20889 # DEPENDENCYPART_ARC
(18,1),-1.86133 # DEPENDENCYPART_ARC
(18,2),-1.91383 # DEPENDENCYPART_ARC
(18,3),-1.51246 # DEPENDENCYPART_ARC
(18,4),-2.22356 # DEPENDENCYPART_ARC
(18,5),-1.0725 # DEPENDENCYPART_ARC
(18,6),-1.18608 # DEPENDENCYPART_ARC
(18,7),-0.267923 # DEPENDENCYPART_ARC
(18,8),-1.05854 # DEPENDENCYPART_ARC
(18,9),-1.1077 # DEPENDENCYPART_ARC
(18,10),-0.968945 # DEPENDENCYPART_ARC
(18,11),-1.18369 # DEPENDENCYPART_ARC
(18,12),-0.674691 # DEPENDENCYPART_ARC
(18,13),-0.90393 # DEPENDENCYPART_ARC
(18,14),-0.380955 # DEPENDENCYPART_ARC
(18,15),-0.0314066 # DEPENDENCYPART_ARC
(18,16),-0.528662 # DEPENDENCYPART_ARC
(18,17),-0.045073 # DEPENDENCYPART_ARC
(18,19),3.64813 # DEPENDENCYPART_ARC
(18,20),0.81629 # DEPENDENCYPART_ARC
(18,21),-0.126951 # DEPENDENCYPART_ARC
(18,22),-0.44754 # DEPENDENCYPART_ARC
(18,23),-0.220879 # DEPENDENCYPART_ARC
(18,24),-1.39347 # DEPENDENCYPART_ARC
(18,25),-1.34998 # DEPENDENCYPART_ARC
(18,26),-0.881892 # DEPENDENCYPART_ARC
(18,27),0.161294 # DEPENDENCYPART_ARC
(18,28),-2.45206 # DEPENDENCYPART_ARC
(18,29),-1.77624 # DEPENDENCYPART_ARC
(18,30),-2.53616 # DEPENDENCYPART_ARC
(18,31),-0.248874 # DEPENDENCYPART_ARC
(18,32),-2.96335 # DEPENDENCYPART_ARC
(18,33),-3.96706 # DEPENDENCYPART_ARC
(18,34),-2.78115 # DEPENDENCYPART_ARC
(18,35),-3.10915 # DEPENDENCYPART_ARC
(18,36),-0.644779 # DEPENDENCYPART_ARC
(19,1),0.0447638 # DEPENDENCYPART_ARC
(19,2),-1.05452 # DEPENDENCYPART_ARC
(19,3),-1.76852 # DEPENDENCYPART_ARC
(19,4),0.36044 # DEPENDENCYPART_ARC
(19,5),-0.756626 # DEPENDENCYPART_ARC
(19,6),-0.357404 # DEPENDENCYPART_ARC
(19,7),-1.582 # DEPENDENCYPART_ARC
(19,8),-0.452117 # DEPENDENCYPART_ARC
(19,9),-0.58423 # DEPENDENCYPART_ARC
(19,10),-1.03511 # DEPENDENCYPART_ARC
(19,11),-0.607815 # DEPENDENCYPART_ARC
(19,12),-0.337738 # DEPENDENCYPART_ARC
(19,13),-0.637048 # DEPENDENCYPART_ARC
(19,14),-0.298277 # DEPENDENCYPART_ARC
(19,15),-0.35096 # DEPENDENCYPART_ARC
(19,16),-0.360027 # DEPENDENCYPART_ARC
(19,17),-0.058263 # DEPENDENCYPART_ARC
(19,18),0.53939 # DEPENDENCYPART_ARC
(19,20),2.58188 # DEPENDENCYPART_ARC
(19,21),1.17376 # DEPENDENCYPART_ARC
(19,22),0.74232 # DEPENDENCYPART_ARC
(19,23),2.72306 # DEPENDENCYPART_ARC
(19,24),0.579176 # DEPENDENCYPART_ARC
(19,25),0.274257 # DEPENDENCYPART_ARC
(19,26),1.13435 # DEPENDENCYPART_ARC
(19,27),2.76235 # DEPENDENCYPART_ARC
(19,28),-0.721642 # DEPENDENCYPART_ARC
(19,29),-0.068881 # DEPENDENCYPART_ARC
(19,30),0.493749 # DEPENDENCYPART_ARC
(19,31),2.46764 # DEPENDENCYPART_ARC
(19,32),-1.12393 # DEPENDENCYPART_ARC
(19,33),-1.48459 # DEPENDENCYPART_ARC
(19,34),-0.656779 # DEPENDENCYPART_ARC
(19,35),-1.18911 # DEPENDENCYPART_ARC
(19,36),3.7289 # DEPENDENCYPART_ARC
(20,1),-3.94153 # DEPENDENCYPART_ARC
(20,2),-2.51578 # DEPENDENCYPART_ARC
(20,3),-2.91428 # DEPENDENCYPART_ARC
(20,4),-2.442 # DEPENDENCYPART_ARC
(20,5),-2.77621 # DEPENDENCYPART_ARC
(20,6),-2.7109 # DEPENDENCYPART_ARC
(20,7),-1.96664 # DEPENDENCYPART_ARC
(20,8),-2.1213 # DEPENDENCYPART_ARC
(20,9),-2.02368 # DEPENDENCYPART_ARC
(20,10),-1.65881 # DEPENDENCYPART_ARC
(20,11),-1.32587 # DEPENDENCYPART_ARC
(20,12),-0.340618 # DEPENDENCYPART_ARC
(20,13),-1.20913 # DEPENDENCYPART_ARC
(20,14),-0.849588 # DEPENDENCYPART_ARC
(20,15),-0.0612573 # DEPENDENCYPART_ARC
(20,16),-0.400267 # DEPENDENCYPART_ARC
(20,17),0.0153558 # DEPENDENCYPART_ARC
(20,18),0.351231 # DEPENDENCYPART_ARC
(20,19),0.876926 # DEPENDENCYPART_ARC
(20,21),4.35625 # DEPENDENCYPART_ARC
(20,22),3.98875 # DEPENDENCYPART_ARC
(20,23),2.71728 # DEPENDENCYPART_ARC
(20,24),1.31954 # DEPENDENCYPART_ARC
(20,25),0.650034 # DEPENDENCYPART_ARC
(20,26),0.612513 # DEPENDENCYPART_ARC
(20,27),0.961062 # DEPENDENCYPART_ARC
(20,28),-0.0670015 # DEPENDENCYPART_ARC
(20,29),0.456012 # DEPENDENCYPART_ARC
(20,30),0.137216 # DEPENDENCYPART_ARC
(20,31),-0.149275 # DEPENDENCYPART_ARC
(20,32),-0.794361 # DEPENDENCYPART_ARC
(20,33),-0.795004 # DEPENDENCYPART_ARC
(20,34),-0.576921 # DEPENDENCYPART_ARC
(20,35),-1.09013 # DEPENDENCYPART_ARC
(20,36),0.0185389 # DEPENDENCYPART_ARC
(21,1),-5.55982 # DEPENDENCYPART_ARC
(21,2),-4.74739 # DEPENDENCYPART_ARC
(21,3),-4.65139 # DEPENDENCYPART_ARC
(21,4),-3.6984 # DEPENDENCYPART_ARC
(21,5),-3.91377 # DEPENDENCYPART_ARC
(21,6),-3.85169 # DEPENDENCYPART_ARC
(21,7),-3.68658 # DEPENDENCYPART_ARC
(21,8),-3.99768 # DEPENDENCYPART_ARC
(21,9),-3.55614 # DEPENDENCYPART_ARC
(21,10),-3.36011 # DEPENDENCYPART_ARC
(21,11),-2.93742 # DEPENDENCYPART_ARC
(21,12),-2.00188 # DEPENDENCYPART_ARC
(21,13),-2.35036 # DEPENDENCYPART_ARC
(21,14),-3.16897 # DEPENDENCYPART_ARC
(21,15),-2.67353 # DEPENDENCYPART_ARC
(21,16),-1.50528 # DEPENDENCYPART_ARC
(21,17),-1.37737 # DEPENDENCYPART_ARC
(21,18),-2.3299 # DEPENDENCYPART_ARC
(21,19),-1.39944 # DEPENDENCYPART_ARC
(21,20),-0.665911 # DEPENDENCYPART_ARC
(21,22),1.41893 # DEPENDENCYPART_ARC
(21,23),-1.17054 # DEPENDENCYPART_ARC
(21,24),-0.836141 # DEPENDENCYPART_ARC
(21,25),-0.258823 # DEPENDENCYPART_ARC
(21,26),-1.24811 # DEPENDENCYPART_ARC
(21,27),-1.00383 # DEPENDENCYPART_ARC
(21,28),-1.61908 # DEPENDENCYPART_ARC
(21,29),-1.49298 # DEPENDENCYPART_ARC
(21,30),-1.48526 # DEPENDENCYPART_ARC
(21,31),-1.39784 # DEPENDENCYPART_ARC
(21,32),-2.161 # DEPENDENCYPART_ARC
(21,33),-1.94179 # DEPENDENCYPART_ARC
(21,34),-1.3325 # DEPENDENCYPART_ARC
(21,35),-2.05636 # DEPENDENCYPART_ARC
(21,36),-1.27755 # DEPENDENCYPART_ARC
(22,1),-3.98229 # DEPENDENCYPART_ARC
(22,2),-3.10979 # DEPENDENCYPART_ARC
(22,3),-3.03806 # DEPENDENCYPART_ARC
(22,4),-1.78985 # DEPENDENCYPART_ARC
(22,5),-2.21751 # DEPENDENCYPART_ARC
(22,6),-2.16801 # DEPENDENCYPART_ARC
(22,7),-1.9618 # DEPENDENCYPART_ARC
(22,8),-2.37297 # DEPENDENCYPART_ARC
(22,9),-1.84709 # DEPENDENCYPART_ARC
(22,10),-1.62752 # DEPENDENCYPART_ARC
(22,11),-1.2005 # DEPENDENCYPART_ARC
(22,12),0.0251778 # DEPENDENCYPART_ARC
(22,13),-0.390656 # DEPENDENCYPART_ARC
(22,14),-1.5548 # DEPENDENCYPART_ARC
(22,15),-0.610252 # DEPENDENCYPART_ARC
(22,16),0.211834 # DEPENDENCYPART_ARC
(22,17),0.349949 # DEPENDENCYPART_ARC
(22,18),-0.728667 # DEPENDENCYPART_ARC
(22,19),-0.00156481 # DEPENDENCYPART_ARC
(22,20),0.529627 # DEPENDENCYPART_ARC
(22,21),1.91809 # DEPENDENCYPART_ARC
(22,23),0.13509 # DEPENDENCYPART_ARC
(22,24),0.874273 # DEPENDENCYPART_ARC
(22,25),0.538905 # DEPENDENCYPART_ARC
(22,26),0.108202 # DEPENDENCYPART_ARC
(22,27),-0.0474252 # DEPENDENCYPART_ARC
(22,28),-0.969799 # DEPENDENCYPART_ARC
(22,29),-0.695632 # DEPENDENCYPART_ARC
(22,30),-0.0743146 # DEPENDENCYPART_ARC
(22,31),-0.39076 # DEPENDENCYPART_ARC
(22,32),-1.42232 # DEPENDENCYPART_ARC
(22,33),-0.412578 # DEPENDENCYPART_ARC
(22,34),-0.730234 # DEPENDENCYPART_ARC
(22,35),-0.610405 # DEPENDENCYPART_ARC
(22,36),-0.908885 # DEPENDENCYPART_ARC
(23,1),-3.22057 # DEPENDENCYPART_ARC
(23,2),-3.80282 # DEPENDENCYPART_ARC
(23,3),-4.00506 # DEPENDENCYPART_ARC
(23,4),-2.22406 # DEPENDENCYPART_ARC
(23,5),-2.75624 # DEPENDENCYPART_ARC
(23,6),-2.85488 # DEPENDENCYPART_ARC
(23,7),-2.53278 # DEPENDENCYPART_ARC
(23,8),-2.73062 # DEPENDENCYPART_ARC
(23,9),-2.35575 # DEPENDENCYPART_ARC
(23,10),-2.18319 # DEPENDENCYPART_ARC
(23,11),-1.80386 # DEPENDENCYPART_ARC
(23,12),-2.00954 # DEPENDENCYPART_ARC
(23,13),-1.47759 # DEPENDENCYPART_ARC
(23,14),-1.88957 # DEPENDENCYPART_ARC
(23,15),-1.03721 # DEPENDENCYPART_ARC
(23,16),-1.10631 # DEPENDENCYPART_ARC
(23,17),-0.433829 # DEPENDENCYPART_ARC
(23,18),-0.79245 # DEPENDENCYPART_ARC
(23,19),-0.942499 # DEPENDENCYPART_ARC
(23,20),-0.175956 # DEPENDENCYPART_ARC
(23,21),-0.387861 # DEPENDENCYPART_ARC
(23,22),-0.191744 # DEPENDENCYPART_ARC
(23,24),2.82934 # DEPENDENCYPART_ARC
(23,25),0.842351 # DEPENDENCYPART_ARC
(23,26),3.0769 # DEPENDENCYPART_ARC
(23,27),0.562372 # DEPENDENCYPART_ARC
(23,28),-1.69052 # DEPENDENCYPART_ARC
(23,29),-0.116127 # DEPENDENCYPART_ARC
(23,30),0.641159 # DEPENDENCYPART_ARC
(23,31),-0.108646 # DEPENDENCYPART_ARC
(23,32),-2.46156 # DEPENDENCYPART_ARC
(23,33),-4.18391 # DEPENDENCYPART_ARC
(23,34),-1.61964 # DEPENDENCYPART_ARC
(23,35),-2.76757 # DEPENDENCYPART_ARC
(23,36),-1.4498 # DEPENDENCYPART_ARC
(24,1),-4.60774 # DEPENDENCYPART_ARC
(24,2),-5.20805 # DEPENDENCYPART_ARC
(24,3),-7.255 # DEPENDENCYPART_ARC
(24,4),-3.5466 # DEPENDENCYPART_ARC
(24,5),-5.96169 # DEPENDENCYPART_ARC
(24,6),-7.01612 # DEPENDENCYPART_ARC
(24,7),-3.13338 # DEPENDENCYPART_ARC
(24,8),-4.21427 # DEPENDENCYPART_ARC
(24,9),-3.51979 # DEPENDENCYPART_ARC
(24,10),-3.05807 # DEPENDENCYPART_ARC
(24,11),-2.31862 # DEPENDENCYPART_ARC
(24,12),-0.585745 # DEPENDENCYPART_ARC
(24,13),-0.956157 # DEPENDENCYPART_ARC
(24,14),-3.5956 # DEPENDENCYPART_ARC
(24,15),-1.6262 # DEPENDENCYPART_ARC
(24,16),-1.72648 # DEPENDENCYPART_ARC
(24,17),-1.76071 # DEPENDENCYPART_ARC
(24,18),-2.02677 # DEPENDENCYPART_ARC
(24,19),-1.17304 # DEPENDENCYPART_ARC
(24,20),-0.462632 # DEPENDENCYPART_ARC
(24,21),0.284051 # DEPENDENCYPART_ARC
(24,22),-0.0876246 # DEPENDENCYPART_ARC
(24,23),1.35118 # DEPENDENCYPART_ARC
(24,25),3.60031 # DEPENDENCYPART_ARC
(24,26),-0.24664 # DEPENDENCYPART_ARC
(24,27),-0.324839 # DEPENDENCYPART_ARC
(24,28),-1.51547 # DEPENDENCYPART_ARC
(24,29),-0.990836 # DEPENDENCYPART_ARC
(24,30),-0.993772 # DEPENDENCYPART_ARC
(24,31),-1.44978 # DEPENDENCYPART_ARC
(24,32),-1.77234 # DEPENDENCYPART_ARC
(24,33),-2.07742 # DEPENDENCYPART_ARC
(24,34),-0.461591 # DEPENDENCYPART_ARC
(24,35),-2.06488 # DEPENDENCYPART_ARC
(24,36),-1.77496 # DEPENDENCYPART_ARC
(25,1),-4.00423 # DEPENDENCYPART_ARC
(25,2),-4.35956 # DEPENDENCYPART_ARC
(25,3),-4.08838 # DEPENDENCYPART_ARC
(25,4),-3.1428 # DEPENDENCYPART_ARC
(25,5),-2.69357 # DEPENDENCYPART_ARC
(25,6),-2.64396 # DEPENDENCYPART_ARC
(25,7),-2.45719 # DEPENDENCYPART_ARC
(25,8),-3.22052 # DEPENDENCYPART_ARC
(25,9),-2.24034 # DEPENDENCYPART_ARC
(25,10),-1.73118 # DEPENDENCYPART_ARC
(25,11),-1.54761 # DEPENDENCYPART_ARC
(25,12),-1.53382 # DEPENDENCYPART_ARC
(25,13),-1.73318 # DEPENDENCYPART_ARC
(25,14),-2.45645 # DEPENDENCYPART_ARC
(25,15),-1.09744 # DEPENDENCYPART_ARC
(25,16),-1.39926 # DEPENDENCYPART_ARC
(25,17),-1.32765 # DEPENDENCYPART_ARC
(25,18),-1.51417 # DEPENDENCYPART_ARC
(25,19),-0.995222 # DEPENDENCYPART_ARC
(25,20),-0.481679 # DEPENDENCYPART_ARC
(25,21),-0.462603 # DEPENDENCYPART_ARC
(25,22),-0.12305 # DEPENDENCYPART_ARC
(25,23),0.0815706 # DEPENDENCYPART_ARC
(25,24),0.305731 # DEPENDENCYPART_ARC
(25,26),-0.416006 # DEPENDENCYPART_ARC
(25,27),-1.0403 # DEPENDENCYPART_ARC
(25,28),-1.45993 # DEPENDENCYPART_ARC
(25,29),-1.72672 # DEPENDENCYPART_ARC
(25,30),-1.59937 # DEPENDENCYPART_ARC
(25,31),-1.29845 # DEPENDENCYPART_ARC
(25,32),-1.85545 # DEPENDENCYPART_ARC
(25,33),-2.01641 # DEPENDENCYPART_ARC
(25,34),-1.82959 # DEPENDENCYPART_ARC
(25,35),-2.27074 # DEPENDENCYPART_ARC
(25,36),-1.73711 # DEPENDENCYPART_ARC
(26,1),-3.69142 # DEPENDENCYPART_ARC
(26,2),-3.98605 # DEPENDENCYPART_ARC
(26,3),-6.32765 # DEPENDENCYPART_ARC
(26,4),-2.4604 # DEPENDENCYPART_ARC
(26,5),-5.58937 # DEPENDENCYPART_ARC
(26,6),-6.09008 # DEPENDENCYPART_ARC
(26,7),-2.1743 # DEPENDENCYPART_ARC
(26,8),-2.70507 # DEPENDENCYPART_ARC
(26,9),-1.59847 # DEPENDENCYPART_ARC
(26,10),-2.04727 # DEPENDENCYPART_ARC
(26,11),-1.3988 # DEPENDENCYPART_ARC
(26,12),0.0420059 # DEPENDENCYPART_ARC
(26,13),-0.496655 # DEPENDENCYPART_ARC
(26,14),-2.49992 # DEPENDENCYPART_ARC
(26,15),-1.09723 # DEPENDENCYPART_ARC
(26,16),-0.944656 # DEPENDENCYPART_ARC
(26,17),-0.754446 # DEPENDENCYPART_ARC
(26,18),-1.28509 # DEPENDENCYPART_ARC
(26,19),-0.302364 # DEPENDENCYPART_ARC
(26,20),0.235156 # DEPENDENCYPART_ARC
(26,21),0.775271 # DEPENDENCYPART_ARC
(26,22),0.298868 # DEPENDENCYPART_ARC
(26,23),1.10546 # DEPENDENCYPART_ARC
(26,24),5.08785 # DEPENDENCYPART_ARC
(26,25),1.87493 # DEPENDENCYPART_ARC
(26,27),2.52713 # DEPENDENCYPART_ARC
(26,28),-0.22473 # DEPENDENCYPART_ARC
(26,29),0.0383911 # DEPENDENCYPART_ARC
(26,30),0.558793 # DEPENDENCYPART_ARC
(26,31),0.381597 # DEPENDENCYPART_ARC
(26,32),-0.670375 # DEPENDENCYPART_ARC
(26,33),-0.259609 # DEPENDENCYPART_ARC
(26,34),-0.233656 # DEPENDENCYPART_ARC
(26,35),-0.173567 # DEPENDENCYPART_ARC
(26,36),-0.0837542 # DEPENDENCYPART_ARC
(27,1),-2.97543 # DEPENDENCYPART_ARC
(27,2),-4.51261 # DEPENDENCYPART_ARC
(27,3),-5.1426 # DEPENDENCYPART_ARC
(27,4),-3.26633 # DEPENDENCYPART_ARC
(27,5),-3.59268 # DEPENDENCYPART_ARC
(27,6),-3.73607 # DEPENDENCYPART_ARC
(27,7),-3.32769 # DEPENDENCYPART_ARC
(27,8),-3.42239 # DEPENDENCYPART_ARC
(27,9),-3.00968 # DEPENDENCYPART_ARC
(27,10),-2.82763 # DEPENDENCYPART_ARC
(27,11),-2.32604 # DEPENDENCYPART_ARC
(27,12),-2.48432 # DEPENDENCYPART_ARC
(27,13),-2.51763 # DEPENDENCYPART_ARC
(27,14),-2.8961 # DEPENDENCYPART_ARC
(27,15),-1.70192 # DEPENDENCYPART_ARC
(27,16),-1.91827 # DEPENDENCYPART_ARC
(27,17),-1.36692 # DEPENDENCYPART_ARC
(27,18),-1.74518 # DEPENDENCYPART_ARC
(27,19),-1.64311 # DEPENDENCYPART_ARC
(27,20),-1.48844 # DEPENDENCYPART_ARC
(27,21),-1.17708 # DEPENDENCYPART_ARC
(27,22),-1.25763 # DEPENDENCYPART_ARC
(27,23),0.0636227 # DEPENDENCYPART_ARC
(27,24),-1.00599 # DEPENDENCYPART_ARC
(27,25),-0.264135 # DEPENDENCYPART_ARC
(27,26),-0.544501 # DEPENDENCYPART_ARC
(27,28),0.446012 # DEPENDENCYPART_ARC
(27,29),1.7783 # DEPENDENCYPART_ARC
(27,30),4.03756 # DEPENDENCYPART_ARC
(27,31),0.38895 # DEPENDENCYPART_ARC
(27,32),-1.4202 # DEPENDENCYPART_ARC
(27,33),-1.95579 # DEPENDENCYPART_ARC
(27,34),-0.865263 # DEPENDENCYPART_ARC
(27,35),0.289713 # DEPENDENCYPART_ARC
(27,36),-0.939598 # DEPENDENCYPART_ARC
(28,1),-5.62768 # DEPENDENCYPART_ARC
(28,2),-5.75324 # DEPENDENCYPART_ARC
(28,3),-5.62039 # DEPENDENCYPART_ARC
(28,4),-4.82489 # DEPENDENCYPART_ARC
(28,5),-5.17026 # DEPENDENCYPART_ARC
(28,6),-4.94368 # DEPENDENCYPART_ARC
(28,7),-4.5436 # DEPENDENCYPART_ARC
(28,8),-5.05014 # DEPENDENCYPART_ARC
(28,9),-4.63252 # DEPENDENCYPART_ARC
(28,10),-4.30142 # DEPENDENCYPART_ARC
(28,11),-4.17758 # DEPENDENCYPART_ARC
(28,12),-3.87458 # DEPENDENCYPART_ARC
(28,13),-4.04037 # DEPENDENCYPART_ARC
(28,14),-4.44541 # DEPENDENCYPART_ARC
(28,15),-3.3986 # DEPENDENCYPART_ARC
(28,16),-3.31671 # DEPENDENCYPART_ARC
(28,17),-3.45018 # DEPENDENCYPART_ARC
(28,18),-3.87129 # DEPENDENCYPART_ARC
(28,19),-3.29915 # DEPENDENCYPART_ARC
(28,20),-3.00767 # DEPENDENCYPART_ARC
(28,21),-2.7946 # DEPENDENCYPART_ARC
(28,22),-2.5761 # DEPENDENCYPART_ARC
(28,23),-2.49309 # DEPENDENCYPART_ARC
(28,24),-2.80304 # DEPENDENCYPART_ARC
(28,25),-2.19376 # DEPENDENCYPART_ARC
(28,26),-2.48567 # DEPENDENCYPART_ARC
(28,27),-1.62937 # DEPENDENCYPART_ARC
(28,29),-0.146699 # DEPENDENCYPART_ARC
(28,30),-0.906796 # DEPENDENCYPART_ARC
(28,31),-1.43975 # DEPENDENCYPART_ARC
(28,32),-2.35415 # DEPENDENCYPART_ARC
(28,33),-1.43047 # DEPENDENCYPART_ARC
(28,34),-2.34792 # DEPENDENCYPART_ARC
(28,35),-1.89088 # DEPENDENCYPART_ARC
(28,36),-2.1376 # DEPENDENCYPART_ARC
