# _root_ Brokers said that as the news spread that Wall Street was moving up , traders who had called to place sell orders changed their line in mid-conversation , ordering buys instead .
#goldHeads=2,0,2,23,6,7,4,6,10,11,8,11,12,23,23,17,15,17,18,19,22,20,3,25,23,23,26,23,23,29,29,2,
#predictedHeads=2,0,2,7,6,7,3,7,10,11,8,11,12,23,12,17,15,17,18,19,22,20,20,25,23,23,26,23,23,29,29,2,
(16,11),-1.40919 # DEPENDENCYPART_ARC
(16,12),-0.996948 # DEPENDENCYPART_ARC
(16,13),-0.365372 # DEPENDENCYPART_ARC
(16,14),-0.27543 # DEPENDENCYPART_ARC
(16,15),-0.104625 # DEPENDENCYPART_ARC
(16,17),0.551053 # DEPENDENCYPART_ARC
(16,18),0.0463175 # DEPENDENCYPART_ARC
(16,19),-0.241943 # DEPENDENCYPART_ARC
(16,20),-0.739264 # DEPENDENCYPART_ARC
(16,21),-0.600946 # DEPENDENCYPART_ARC
(16,22),-1.04113 # DEPENDENCYPART_ARC
(16,23),-0.962599 # DEPENDENCYPART_ARC
(16,24),-1.63994 # DEPENDENCYPART_ARC
(16,25),-1.02676 # DEPENDENCYPART_ARC
(16,26),-0.779165 # DEPENDENCYPART_ARC
(16,27),-1.08326 # DEPENDENCYPART_ARC
(16,28),-0.997802 # DEPENDENCYPART_ARC
(16,29),-0.890026 # DEPENDENCYPART_ARC
(16,30),-1.90856 # DEPENDENCYPART_ARC
(16,31),-1.70562 # DEPENDENCYPART_ARC
(16,32),-0.618931 # DEPENDENCYPART_ARC
(17,1),-1.75638 # DEPENDENCYPART_ARC
(17,2),-2.88969 # DEPENDENCYPART_ARC
(17,3),-2.3487 # DEPENDENCYPART_ARC
(17,4),-1.35688 # DEPENDENCYPART_ARC
(17,5),-2.29572 # DEPENDENCYPART_ARC
(17,6),-1.79309 # DEPENDENCYPART_ARC
(17,7),-1.30423 # DEPENDENCYPART_ARC
(17,8),-0.965955 # DEPENDENCYPART_ARC
(17,9),-1.90506 # DEPENDENCYPART_ARC
(17,10),-1.13666 # DEPENDENCYPART_ARC
(17,11),-0.543307 # DEPENDENCYPART_ARC
(17,12),-0.906065 # DEPENDENCYPART_ARC
(17,13),-0.543445 # DEPENDENCYPART_ARC
(17,14),1.06185 # DEPENDENCYPART_ARC
(17,15),1.01438 # DEPENDENCYPART_ARC
(17,16),3.67542 # DEPENDENCYPART_ARC
(17,18),4.42324 # DEPENDENCYPART_ARC
(17,19),1.71153 # DEPENDENCYPART_ARC
(17,20),0.818448 # DEPENDENCYPART_ARC
(17,21),0.233541 # DEPENDENCYPART_ARC
(17,22),1.04287 # DEPENDENCYPART_ARC
(17,23),0.827673 # DEPENDENCYPART_ARC
(17,24),-1.13548 # DEPENDENCYPART_ARC
(17,25),-1.13796 # DEPENDENCYPART_ARC
(17,26),-0.143627 # DEPENDENCYPART_ARC
(17,27),-1.92603 # DEPENDENCYPART_ARC
(17,28),0.279145 # DEPENDENCYPART_ARC
(17,29),0.0533873 # DEPENDENCYPART_ARC
(17,30),-1.59835 # DEPENDENCYPART_ARC
(17,31),-1.25815 # DEPENDENCYPART_ARC
(17,32),2.402 # DEPENDENCYPART_ARC
(18,1),-1.4636 # DEPENDENCYPART_ARC
(18,2),-1.9588 # DEPENDENCYPART_ARC
(18,3),-0.167035 # DEPENDENCYPART_ARC
(18,4),-1.93565 # DEPENDENCYPART_ARC
(18,5),-1.31347 # DEPENDENCYPART_ARC
(18,6),-1.31064 # DEPENDENCYPART_ARC
(18,7),-1.11137 # DEPENDENCYPART_ARC
(18,8),0.968476 # DEPENDENCYPART_ARC
(18,9),-0.918485 # DEPENDENCYPART_ARC
(18,10),-0.975498 # DEPENDENCYPART_ARC
(18,11),-0.842124 # DEPENDENCYPART_ARC
(18,12),-0.218951 # DEPENDENCYPART_ARC
(18,13),-0.804594 # DEPENDENCYPART_ARC
(18,14),0.00648484 # DEPENDENCYPART_ARC
(18,15),0.243735 # DEPENDENCYPART_ARC
(18,16),1.4584 # DEPENDENCYPART_ARC
(18,17),0.336021 # DEPENDENCYPART_ARC
(18,19),3.77007 # DEPENDENCYPART_ARC
(18,20),1.71088 # DEPENDENCYPART_ARC
(18,21),1.6586 # DEPENDENCYPART_ARC
(18,22),1.72371 # DEPENDENCYPART_ARC
(18,23),0.928785 # DEPENDENCYPART_ARC
(18,24),-0.367645 # DEPENDENCYPART_ARC
(18,25),0.513274 # DEPENDENCYPART_ARC
(18,26),1.09839 # DEPENDENCYPART_ARC
(18,27),-0.250874 # DEPENDENCYPART_ARC
(18,28),1.93929 # DEPENDENCYPART_ARC
(18,29),1.48651 # DEPENDENCYPART_ARC
(18,30),-0.754661 # DEPENDENCYPART_ARC
(18,31),-0.874155 # DEPENDENCYPART_ARC
(18,32),1.03819 # DEPENDENCYPART_ARC
(19,1),-2.84236 # DEPENDENCYPART_ARC
(19,2),-2.65098 # DEPENDENCYPART_ARC
(19,3),-1.62242 # DEPENDENCYPART_ARC
(19,4),-2.1677 # DEPENDENCYPART_ARC
(19,5),-2.08741 # DEPENDENCYPART_ARC
(19,6),-2.58232 # DEPENDENCYPART_ARC
(19,7),-2.09183 # DEPENDENCYPART_ARC
(19,8),-1.27339 # DEPENDENCYPART_ARC
(19,9),-1.63505 # DEPENDENCYPART_ARC
(19,10),-1.61017 # DEPENDENCYPART_ARC
(19,11),-1.59088 # DEPENDENCYPART_ARC
(19,12),-1.60328 # DEPENDENCYPART_ARC
(19,13),-1.87706 # DEPENDENCYPART_ARC
(19,14),-1.1299 # DEPENDENCYPART_ARC
(19,15),-1.00902 # DEPENDENCYPART_ARC
(19,16),0.832123 # DEPENDENCYPART_ARC
(19,17),-0.683205 # DEPENDENCYPART_ARC
(19,18),-0.394269 # DEPENDENCYPART_ARC
(19,20),2.95227 # DEPENDENCYPART_ARC
(19,21),0.83672 # DEPENDENCYPART_ARC
(19,22),0.790972 # DEPENDENCYPART_ARC
(19,23),0.0336307 # DEPENDENCYPART_ARC
(19,24),-1.1795 # DEPENDENCYPART_ARC
(19,25),-1.75258 # DEPENDENCYPART_ARC
(19,26),0.332133 # DEPENDENCYPART_ARC
(19,27),-2.20165 # DEPENDENCYPART_ARC
(19,28),0.236612 # DEPENDENCYPART_ARC
(19,29),-0.782317 # DEPENDENCYPART_ARC
(19,30),-3.59324 # DEPENDENCYPART_ARC
(19,31),-0.774687 # DEPENDENCYPART_ARC
(19,32),-0.298534 # DEPENDENCYPART_ARC
(20,1),-1.43663 # DEPENDENCYPART_ARC
(20,2),-2.0185 # DEPENDENCYPART_ARC
(20,3),-0.289044 # DEPENDENCYPART_ARC
(20,4),-1.41831 # DEPENDENCYPART_ARC
(20,5),-1.66962 # DEPENDENCYPART_ARC
(20,6),-2.04541 # DEPENDENCYPART_ARC
(20,7),-1.52673 # DEPENDENCYPART_ARC
(20,8),0.310609 # DEPENDENCYPART_ARC
(20,9),-1.29487 # DEPENDENCYPART_ARC
(20,10),-1.27436 # DEPENDENCYPART_ARC
(20,11),-1.15042 # DEPENDENCYPART_ARC
(20,12),-0.817829 # DEPENDENCYPART_ARC
(20,13),-0.621233 # DEPENDENCYPART_ARC
(20,14),-0.467046 # DEPENDENCYPART_ARC
(20,15),-0.0401461 # DEPENDENCYPART_ARC
(20,16),1.33013 # DEPENDENCYPART_ARC
(20,17),-0.255087 # DEPENDENCYPART_ARC
(20,18),0.0756936 # DEPENDENCYPART_ARC
(20,19),1.13991 # DEPENDENCYPART_ARC
(20,21),2.96689 # DEPENDENCYPART_ARC
(20,22),3.55333 # DEPENDENCYPART_ARC
(20,23),1.98441 # DEPENDENCYPART_ARC
(20,24),-0.237926 # DEPENDENCYPART_ARC
(20,25),1.50572 # DEPENDENCYPART_ARC
(20,26),2.23868 # DEPENDENCYPART_ARC
(20,27),0.107637 # DEPENDENCYPART_ARC
(20,28),2.13064 # DEPENDENCYPART_ARC
(20,29),1.00546 # DEPENDENCYPART_ARC
(20,30),-0.786071 # DEPENDENCYPART_ARC
(20,31),0.150513 # DEPENDENCYPART_ARC
(20,32),1.25785 # DEPENDENCYPART_ARC
(21,1),-6.01108 # DEPENDENCYPART_ARC
(21,2),-4.586 # DEPENDENCYPART_ARC
(21,3),-4.13532 # DEPENDENCYPART_ARC
(21,4),-3.60101 # DEPENDENCYPART_ARC
(21,5),-5.6183 # DEPENDENCYPART_ARC
(21,6),-7.49031 # DEPENDENCYPART_ARC
(21,7),-3.78278 # DEPENDENCYPART_ARC
(21,8),-2.68477 # DEPENDENCYPART_ARC
(21,9),-5.28458 # DEPENDENCYPART_ARC
(21,10),-6.08793 # DEPENDENCYPART_ARC
(21,11),-2.83048 # DEPENDENCYPART_ARC
(21,12),-2.63774 # DEPENDENCYPART_ARC
(21,13),-4.30715 # DEPENDENCYPART_ARC
(21,14),-3.33176 # DEPENDENCYPART_ARC
(21,15),-2.90083 # DEPENDENCYPART_ARC
(21,16),-1.28451 # DEPENDENCYPART_ARC
(21,17),-2.24162 # DEPENDENCYPART_ARC
(21,18),-1.47499 # DEPENDENCYPART_ARC
(21,19),-1.52147 # DEPENDENCYPART_ARC
(21,20),-0.136999 # DEPENDENCYPART_ARC
(21,22),1.12826 # DEPENDENCYPART_ARC
(21,23),0.567442 # DEPENDENCYPART_ARC
(21,24),-1.2569 # DEPENDENCYPART_ARC
(21,25),-1.12996 # DEPENDENCYPART_ARC
(21,26),-0.596688 # DEPENDENCYPART_ARC
(21,27),-1.39428 # DEPENDENCYPART_ARC
(21,28),-1.34783 # DEPENDENCYPART_ARC
(21,29),-0.841357 # DEPENDENCYPART_ARC
(21,30),-1.17262 # DEPENDENCYPART_ARC
(21,31),-1.43696 # DEPENDENCYPART_ARC
(21,32),-0.447897 # DEPENDENCYPART_ARC
(22,1),-4.70139 # DEPENDENCYPART_ARC
(22,2),-2.3985 # DEPENDENCYPART_ARC
(22,3),-2.4496 # DEPENDENCYPART_ARC
(22,4),-1.75323 # DEPENDENCYPART_ARC
(22,5),-4.66411 # DEPENDENCYPART_ARC
(22,6),-4.3139 # DEPENDENCYPART_ARC
(22,7),-1.60115 # DEPENDENCYPART_ARC
(22,8),-2.00888 # DEPENDENCYPART_ARC
(22,9),-1.96217 # DEPENDENCYPART_ARC
(22,10),-3.61712 # DEPENDENCYPART_ARC
(22,11),-1.46197 # DEPENDENCYPART_ARC
(22,12),-0.850593 # DEPENDENCYPART_ARC
(22,13),-2.24343 # DEPENDENCYPART_ARC
(22,14),-1.24297 # DEPENDENCYPART_ARC
(22,15),-0.836231 # DEPENDENCYPART_ARC
(22,16),0.114304 # DEPENDENCYPART_ARC
(22,17),-0.408859 # DEPENDENCYPART_ARC
(22,18),0.287831 # DEPENDENCYPART_ARC
(22,19),0.20705 # DEPENDENCYPART_ARC
(22,20),1.78445 # DEPENDENCYPART_ARC
(22,21),4.90635 # DEPENDENCYPART_ARC
(22,23),1.06401 # DEPENDENCYPART_ARC
(22,24),-0.260916 # DEPENDENCYPART_ARC
(22,25),-0.0716523 # DEPENDENCYPART_ARC
(22,26),-0.101431 # DEPENDENCYPART_ARC
(22,27),-0.280966 # DEPENDENCYPART_ARC
(22,28),0.328745 # DEPENDENCYPART_ARC
(22,29),-0.00407525 # DEPENDENCYPART_ARC
(22,30),-1.14627 # DEPENDENCYPART_ARC
(22,31),-0.587824 # DEPENDENCYPART_ARC
(22,32),0.196673 # DEPENDENCYPART_ARC
(23,1),0.164943 # DEPENDENCYPART_ARC
(23,2),-1.66946 # DEPENDENCYPART_ARC
(23,3),-1.8565 # DEPENDENCYPART_ARC
(23,4),0.460807 # DEPENDENCYPART_ARC
(23,5),-1.62066 # DEPENDENCYPART_ARC
(23,6),-0.476029 # DEPENDENCYPART_ARC
(23,7),0.147873 # DEPENDENCYPART_ARC
(23,8),-0.352155 # DEPENDENCYPART_ARC
(23,9),-0.985065 # DEPENDENCYPART_ARC
(23,10),-0.0582014 # DEPENDENCYPART_ARC
(23,11),0.891804 # DEPENDENCYPART_ARC
(23,12),0.715055 # DEPENDENCYPART_ARC
(23,13),0.33102 # DEPENDENCYPART_ARC
(23,14),2.49387 # DEPENDENCYPART_ARC
(23,15),2.24104 # DEPENDENCYPART_ARC
(23,16),1.96088 # DEPENDENCYPART_ARC
(23,17),0.541553 # DEPENDENCYPART_ARC
(23,18),0.41202 # DEPENDENCYPART_ARC
(23,19),0.762957 # DEPENDENCYPART_ARC
(23,20),1.05575 # DEPENDENCYPART_ARC
(23,21),1.52967 # DEPENDENCYPART_ARC
(23,22),3.13496 # DEPENDENCYPART_ARC
(23,24),1.34351 # DEPENDENCYPART_ARC
(23,25),3.01864 # DEPENDENCYPART_ARC
(23,26),2.871 # DEPENDENCYPART_ARC
(23,27),1.15805 # DEPENDENCYPART_ARC
(23,28),2.64013 # DEPENDENCYPART_ARC
(23,29),2.33058 # DEPENDENCYPART_ARC
(23,30),0.172953 # DEPENDENCYPART_ARC
(23,31),1.14422 # DEPENDENCYPART_ARC
(23,32),3.45115 # DEPENDENCYPART_ARC
(24,1),-3.81305 # DEPENDENCYPART_ARC
(24,2),-3.43359 # DEPENDENCYPART_ARC
(24,3),-3.31417 # DEPENDENCYPART_ARC
(24,4),-3.18671 # DEPENDENCYPART_ARC
(24,5),-2.97828 # DEPENDENCYPART_ARC
(24,6),-3.28327 # DEPENDENCYPART_ARC
(24,7),-3.00125 # DEPENDENCYPART_ARC
(24,8),-2.72806 # DEPENDENCYPART_ARC
(24,9),-2.79878 # DEPENDENCYPART_ARC
(24,10),-2.72598 # DEPENDENCYPART_ARC
(24,11),-2.56661 # DEPENDENCYPART_ARC
(24,12),-2.53944 # DEPENDENCYPART_ARC
(24,13),-2.71017 # DEPENDENCYPART_ARC
(24,14),-2.0377 # DEPENDENCYPART_ARC
(24,15),-2.10271 # DEPENDENCYPART_ARC
(24,16),-1.34976 # DEPENDENCYPART_ARC
(24,17),-1.93165 # DEPENDENCYPART_ARC
(24,18),-1.8077 # DEPENDENCYPART_ARC
(24,19),-1.78605 # DEPENDENCYPART_ARC
(24,20),-1.5704 # DEPENDENCYPART_ARC
(24,21),-1.02673 # DEPENDENCYPART_ARC
(24,22),-0.903736 # DEPENDENCYPART_ARC
(24,23),-0.429955 # DEPENDENCYPART_ARC
(24,25),0.502907 # DEPENDENCYPART_ARC
(24,26),-0.157359 # DEPENDENCYPART_ARC
(24,27),-0.592269 # DEPENDENCYPART_ARC
(24,28),-0.369245 # DEPENDENCYPART_ARC
(24,29),-0.902322 # DEPENDENCYPART_ARC
(24,30),-0.866462 # DEPENDENCYPART_ARC
(24,31),-1.17564 # DEPENDENCYPART_ARC
(24,32),-0.955768 # DEPENDENCYPART_ARC
(25,1),-4.88963 # DEPENDENCYPART_ARC
(25,2),-3.51192 # DEPENDENCYPART_ARC
(25,3),-4.0896 # DEPENDENCYPART_ARC
(25,4),-3.52024 # DEPENDENCYPART_ARC
(25,5),-4.73937 # DEPENDENCYPART_ARC
(25,6),-6.56538 # DEPENDENCYPART_ARC
(25,7),-2.51683 # DEPENDENCYPART_ARC
(25,8),-2.561 # DEPENDENCYPART_ARC
(25,9),-5.19866 # DEPENDENCYPART_ARC
(25,10),-6.04473 # DEPENDENCYPART_ARC
(25,11),-1.78372 # DEPENDENCYPART_ARC
(25,12),-1.70214 # DEPENDENCYPART_ARC
(25,13),-3.68331 # DEPENDENCYPART_ARC
(25,14),-2.50372 # DEPENDENCYPART_ARC
(25,15),-1.43961 # DEPENDENCYPART_ARC
(25,16),-0.858148 # DEPENDENCYPART_ARC
(25,17),-1.38103 # DEPENDENCYPART_ARC
(25,18),-1.12176 # DEPENDENCYPART_ARC
(25,19),-1.95245 # DEPENDENCYPART_ARC
(25,20),-0.698049 # DEPENDENCYPART_ARC
(25,21),0.903416 # DEPENDENCYPART_ARC
(25,22),-0.04232 # DEPENDENCYPART_ARC
(25,23),-0.0122527 # DEPENDENCYPART_ARC
(25,24),4.39907 # DEPENDENCYPART_ARC
(25,26),2.44904 # DEPENDENCYPART_ARC
(25,27),1.23968 # DEPENDENCYPART_ARC
(25,28),1.66475 # DEPENDENCYPART_ARC
(25,29),0.378604 # DEPENDENCYPART_ARC
(25,30),0.121917 # DEPENDENCYPART_ARC
(25,31),0.338063 # DEPENDENCYPART_ARC
(25,32),0.393111 # DEPENDENCYPART_ARC
(26,1),-2.42063 # DEPENDENCYPART_ARC
(26,2),-2.6315 # DEPENDENCYPART_ARC
(26,3),-0.775832 # DEPENDENCYPART_ARC
(26,4),-2.36168 # DEPENDENCYPART_ARC
(26,5),-2.07464 # DEPENDENCYPART_ARC
(26,6),-2.49082 # DEPENDENCYPART_ARC
(26,7),-1.41344 # DEPENDENCYPART_ARC
(26,8),-0.23559 # DEPENDENCYPART_ARC
(26,9),-2.00838 # DEPENDENCYPART_ARC
(26,10),-2.14018 # DEPENDENCYPART_ARC
(26,11),-1.66583 # DEPENDENCYPART_ARC
(26,12),-1.91769 # DEPENDENCYPART_ARC
(26,13),-1.76732 # DEPENDENCYPART_ARC
(26,14),-1.38952 # DEPENDENCYPART_ARC
(26,15),-0.921821 # DEPENDENCYPART_ARC
(26,16),0.510405 # DEPENDENCYPART_ARC
(26,17),-0.681829 # DEPENDENCYPART_ARC
(26,18),-0.541138 # DEPENDENCYPART_ARC
(26,19),-0.564347 # DEPENDENCYPART_ARC
(26,20),-0.438886 # DEPENDENCYPART_ARC
(26,21),-0.474217 # DEPENDENCYPART_ARC
(26,22),-0.212657 # DEPENDENCYPART_ARC
(26,23),0.0648395 # DEPENDENCYPART_ARC
(26,24),1.01068 # DEPENDENCYPART_ARC
(26,25),0.60664 # DEPENDENCYPART_ARC
(26,27),4.26425 # DEPENDENCYPART_ARC
(26,28),0.52511 # DEPENDENCYPART_ARC
(26,29),-0.170724 # DEPENDENCYPART_ARC
(26,30),0.1496 # DEPENDENCYPART_ARC
(26,31),-0.117016 # DEPENDENCYPART_ARC
(26,32),-0.64489 # DEPENDENCYPART_ARC
(27,1),-5.82467 # DEPENDENCYPART_ARC
(27,2),-4.38182 # DEPENDENCYPART_ARC
(27,3),-5.43219 # DEPENDENCYPART_ARC
(27,4),-4.58712 # DEPENDENCYPART_ARC
(27,5),-6.55135 # DEPENDENCYPART_ARC
(27,6),-8.09435 # DEPENDENCYPART_ARC
(27,7),-3.58533 # DEPENDENCYPART_ARC
(27,8),-3.70086 # DEPENDENCYPART_ARC
(27,9),-6.45031 # DEPENDENCYPART_ARC
(27,10),-7.30026 # DEPENDENCYPART_ARC
(27,11),-2.62842 # DEPENDENCYPART_ARC
(27,12),-2.55172 # DEPENDENCYPART_ARC
(27,13),-4.68396 # DEPENDENCYPART_ARC
(27,14),-3.2057 # DEPENDENCYPART_ARC
(27,15),-2.6224 # DEPENDENCYPART_ARC
(27,16),-2.17751 # DEPENDENCYPART_ARC
(27,17),-2.35964 # DEPENDENCYPART_ARC
(27,18),-2.3066 # DEPENDENCYPART_ARC
(27,19),-3.10023 # DEPENDENCYPART_ARC
(27,20),-1.93646 # DEPENDENCYPART_ARC
(27,21),-1.46998 # DEPENDENCYPART_ARC
(27,22),-1.32341 # DEPENDENCYPART_ARC
(27,23),-1.56412 # DEPENDENCYPART_ARC
(27,24),1.02498 # DEPENDENCYPART_ARC
(27,25),-0.0529112 # DEPENDENCYPART_ARC
(27,26),0.96253 # DEPENDENCYPART_ARC
(27,28),0.772656 # DEPENDENCYPART_ARC
(27,29),0.425899 # DEPENDENCYPART_ARC
(27,30),0.246901 # DEPENDENCYPART_ARC
(27,31),-0.35795 # DEPENDENCYPART_ARC
(27,32),-0.464627 # DEPENDENCYPART_ARC
(28,1),-3.79928 # DEPENDENCYPART_ARC
(28,2),-3.53651 # DEPENDENCYPART_ARC
(28,3),-3.78993 # DEPENDENCYPART_ARC
(28,4),-3.80508 # DEPENDENCYPART_ARC
(28,5),-3.49885 # DEPENDENCYPART_ARC
(28,6),-3.67183 # DEPENDENCYPART_ARC
(28,7),-3.08764 # DEPENDENCYPART_ARC
(28,8),-3.23375 # DEPENDENCYPART_ARC
(28,9),-3.51196 # DEPENDENCYPART_ARC
(28,10),-3.38832 # DEPENDENCYPART_ARC
(28,11),-2.64372 # DEPENDENCYPART_ARC
(28,12),-2.24074 # DEPENDENCYPART_ARC
(28,13),-3.35438 # DEPENDENCYPART_ARC
(28,14),-1.1286 # DEPENDENCYPART_ARC
(28,15),-2.65329 # DEPENDENCYPART_ARC
(28,16),-1.8138 # DEPENDENCYPART_ARC
(28,17),-2.08375 # DEPENDENCYPART_ARC
(28,18),-1.64007 # DEPENDENCYPART_ARC
(28,19),-1.95835 # DEPENDENCYPART_ARC
(28,20),-2.06508 # DEPENDENCYPART_ARC
(28,21),-1.83408 # DEPENDENCYPART_ARC
(28,22),-1.82684 # DEPENDENCYPART_ARC
(28,23),-2.00383 # DEPENDENCYPART_ARC
(28,24),-0.992946 # DEPENDENCYPART_ARC
(28,25),-1.28848 # DEPENDENCYPART_ARC
(28,26),-1.31703 # DEPENDENCYPART_ARC
(28,27),-1.00243 # DEPENDENCYPART_ARC
(28,29),-0.0590566 # DEPENDENCYPART_ARC
(28,30),-0.721335 # DEPENDENCYPART_ARC
(28,31),-1.12896 # DEPENDENCYPART_ARC
(28,32),-1.06189 # DEPENDENCYPART_ARC
(29,1),-3.58351 # DEPENDENCYPART_ARC
(29,2),-1.78804 # DEPENDENCYPART_ARC
(29,3),-2.16331 # DEPENDENCYPART_ARC
(29,4),-3.09803 # DEPENDENCYPART_ARC
(29,5),-2.62248 # DEPENDENCYPART_ARC
(29,6),-3.43431 # DEPENDENCYPART_ARC
(29,7),-2.23973 # DEPENDENCYPART_ARC
(29,8),-1.46338 # DEPENDENCYPART_ARC
(29,9),-1.83708 # DEPENDENCYPART_ARC
(29,10),-2.08632 # DEPENDENCYPART_ARC
(29,11),-1.81034 # DEPENDENCYPART_ARC
(29,12),-2.14436 # DEPENDENCYPART_ARC
(29,13),-3.042 # DEPENDENCYPART_ARC
(29,14),-1.77923 # DEPENDENCYPART_ARC
(29,15),-1.79107 # DEPENDENCYPART_ARC
(29,16),-0.325632 # DEPENDENCYPART_ARC
(29,17),-1.52412 # DEPENDENCYPART_ARC
(29,18),-1.33778 # DEPENDENCYPART_ARC
(29,19),-1.5552 # DEPENDENCYPART_ARC
(29,20),-1.47497 # DEPENDENCYPART_ARC
(29,21),-1.05053 # DEPENDENCYPART_ARC
(29,22),-0.754399 # DEPENDENCYPART_ARC
(29,23),-0.943482 # DEPENDENCYPART_ARC
(29,24),0.0738104 # DEPENDENCYPART_ARC
(29,25),-0.294255 # DEPENDENCYPART_ARC
(29,26),0.265383 # DEPENDENCYPART_ARC
(29,27),-0.364817 # DEPENDENCYPART_ARC
(29,28),0.217445 # DEPENDENCYPART_ARC
(29,30),3.50663 # DEPENDENCYPART_ARC
(29,31),1.98824 # DEPENDENCYPART_ARC
(29,32),0.856044 # DEPENDENCYPART_ARC
(30,1),-6.39718 # DEPENDENCYPART_ARC
(30,2),-3.49047 # DEPENDENCYPART_ARC
(30,3),-3.49685 # DEPENDENCYPART_ARC
(30,4),-1.95452 # DEPENDENCYPART_ARC
(30,5),-7.37383 # DEPENDENCYPART_ARC
(30,6),-6.79775 # DEPENDENCYPART_ARC
(30,7),-2.83796 # DEPENDENCYPART_ARC
(30,8),-3.16633 # DEPENDENCYPART_ARC
(30,9),-5.28677 # DEPENDENCYPART_ARC
(30,10),-6.5589 # DEPENDENCYPART_ARC
(30,11),-2.54366 # DEPENDENCYPART_ARC
(30,12),-2.73934 # DEPENDENCYPART_ARC
(30,13),-4.78107 # DEPENDENCYPART_ARC
(30,14),-2.47154 # DEPENDENCYPART_ARC
(30,15),-3.16181 # DEPENDENCYPART_ARC
(30,16),-1.36527 # DEPENDENCYPART_ARC
(30,17),-1.96526 # DEPENDENCYPART_ARC
(30,18),-2.03954 # DEPENDENCYPART_ARC
(30,19),-2.08919 # DEPENDENCYPART_ARC
(30,20),-1.21612 # DEPENDENCYPART_ARC
(30,21),-0.650939 # DEPENDENCYPART_ARC
(30,22),-1.9062 # DEPENDENCYPART_ARC
(30,23),-1.28164 # DEPENDENCYPART_ARC
(30,24),1.06016 # DEPENDENCYPART_ARC
(30,25),-0.631461 # DEPENDENCYPART_ARC
(30,26),-0.523666 # DEPENDENCYPART_ARC
(30,27),0.65634 # DEPENDENCYPART_ARC
(30,28),0.277976 # DEPENDENCYPART_ARC
(30,29),1.85465 # DEPENDENCYPART_ARC
(30,31),1.17325 # DEPENDENCYPART_ARC
(30,32),0.459073 # DEPENDENCYPART_ARC
(31,1),-3.40134 # DEPENDENCYPART_ARC
(31,2),-3.38352 # DEPENDENCYPART_ARC
(31,3),-2.93069 # DEPENDENCYPART_ARC
(31,4),-3.0985 # DEPENDENCYPART_ARC
(31,5),-1.97587 # DEPENDENCYPART_ARC
(31,6),-3.43176 # DEPENDENCYPART_ARC
(31,7),-3.01866 # DEPENDENCYPART_ARC
(31,8),-2.63639 # DEPENDENCYPART_ARC
(31,9),-3.02922 # DEPENDENCYPART_ARC
(31,10),-3.06736 # DEPENDENCYPART_ARC
(31,11),-2.59958 # DEPENDENCYPART_ARC
(31,12),-2.63429 # DEPENDENCYPART_ARC
(31,13),-2.19881 # DEPENDENCYPART_ARC
(31,14),-2.00866 # DEPENDENCYPART_ARC
(31,15),-2.03102 # DEPENDENCYPART_ARC
(31,16),-0.999739 # DEPENDENCYPART_ARC
(31,17),-1.94181 # DEPENDENCYPART_ARC
(31,18),-1.59288 # DEPENDENCYPART_ARC
(31,19),-1.67059 # DEPENDENCYPART_ARC
(31,20),-1.63956 # DEPENDENCYPART_ARC
(31,21),-1.74658 # DEPENDENCYPART_ARC
(31,22),-1.62636 # DEPENDENCYPART_ARC
(31,23),-1.27409 # DEPENDENCYPART_ARC
(31,24),-0.713945 # DEPENDENCYPART_ARC
(31,25),-1.15986 # DEPENDENCYPART_ARC
(31,26),-0.953836 # DEPENDENCYPART_ARC
(31,27),-0.798464 # DEPENDENCYPART_ARC
(31,28),-0.0872831 # DEPENDENCYPART_ARC
(31,29),-0.203858 # DEPENDENCYPART_ARC
(31,30),0.632347 # DEPENDENCYPART_ARC
(31,32),0.45936 # DEPENDENCYPART_ARC
(32,1),-3.71942 # DEPENDENCYPART_ARC
(32,2),-2.69794 # DEPENDENCYPART_ARC
(32,3),-3.90811 # DEPENDENCYPART_ARC
(32,4),-3.28645 # DEPENDENCYPART_ARC
(32,5),-3.31201 # DEPENDENCYPART_ARC
(32,6),-3.10624 # DEPENDENCYPART_ARC
(32,7),-2.54828 # DEPENDENCYPART_ARC
(32,8),-3.47337 # DEPENDENCYPART_ARC
(32,9),-3.28252 # DEPENDENCYPART_ARC
(32,10),-3.20162 # DEPENDENCYPART_ARC
(32,11),-2.24337 # DEPENDENCYPART_ARC
(32,12),-2.01828 # DEPENDENCYPART_ARC
(32,13),-2.51036 # DEPENDENCYPART_ARC
(32,14),-1.19716 # DEPENDENCYPART_ARC
(32,15),-2.45436 # DEPENDENCYPART_ARC
(32,16),-1.59369 # DEPENDENCYPART_ARC
(32,17),-1.47548 # DEPENDENCYPART_ARC
(32,18),-1.89899 # DEPENDENCYPART_ARC
(32,19),-2.03299 # DEPENDENCYPART_ARC
(32,20),-2.0302 # DEPENDENCYPART_ARC
(32,21),-1.71376 # DEPENDENCYPART_ARC
(32,22),-1.94259 # DEPENDENCYPART_ARC
(32,23),-1.29355 # DEPENDENCYPART_ARC
(32,24),-1.09507 # DEPENDENCYPART_ARC
(32,25),-1.27278 # DEPENDENCYPART_ARC
(32,26),-1.4649 # DEPENDENCYPART_ARC
(32,27),-1.50778 # DEPENDENCYPART_ARC
(32,28),-0.272635 # DEPENDENCYPART_ARC
(32,29),-0.86118 # DEPENDENCYPART_ARC
