# _root_ In London , a midday rally left the market 's major index off 3.2 % , and Tokyo 's leading stock index fell only 1.8 % in surprisingly lackluster trading .
#goldHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
#predictedHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
(16,27),-1.5174 # DEPENDENCYPART_ARC
(16,28),-2.05849 # DEPENDENCYPART_ARC
(16,29),-2.38021 # DEPENDENCYPART_ARC
(16,30),-2.51942 # DEPENDENCYPART_ARC
(16,31),-1.71838 # DEPENDENCYPART_ARC
(17,1),-1.65849 # DEPENDENCYPART_ARC
(17,2),-0.976491 # DEPENDENCYPART_ARC
(17,3),-1.9994 # DEPENDENCYPART_ARC
(17,4),-1.5665 # DEPENDENCYPART_ARC
(17,5),-1.45179 # DEPENDENCYPART_ARC
(17,6),-1.1966 # DEPENDENCYPART_ARC
(17,7),-0.348302 # DEPENDENCYPART_ARC
(17,8),-0.9068 # DEPENDENCYPART_ARC
(17,9),-0.802119 # DEPENDENCYPART_ARC
(17,10),-1.0135 # DEPENDENCYPART_ARC
(17,11),-0.860131 # DEPENDENCYPART_ARC
(17,12),-0.423985 # DEPENDENCYPART_ARC
(17,13),-0.168935 # DEPENDENCYPART_ARC
(17,14),-0.256791 # DEPENDENCYPART_ARC
(17,15),0.282769 # DEPENDENCYPART_ARC
(17,16),0.020031 # DEPENDENCYPART_ARC
(17,18),1.83176 # DEPENDENCYPART_ARC
(17,19),0.851357 # DEPENDENCYPART_ARC
(17,20),0.637538 # DEPENDENCYPART_ARC
(17,21),0.332692 # DEPENDENCYPART_ARC
(17,22),0.998205 # DEPENDENCYPART_ARC
(17,23),2.08726 # DEPENDENCYPART_ARC
(17,24),-1.17141 # DEPENDENCYPART_ARC
(17,25),-1.26317 # DEPENDENCYPART_ARC
(17,26),-1.35795 # DEPENDENCYPART_ARC
(17,27),-0.361017 # DEPENDENCYPART_ARC
(17,28),-1.25257 # DEPENDENCYPART_ARC
(17,29),-2.02538 # DEPENDENCYPART_ARC
(17,30),-0.927387 # DEPENDENCYPART_ARC
(17,31),-0.537521 # DEPENDENCYPART_ARC
(18,1),-3.91659 # DEPENDENCYPART_ARC
(18,2),-6.02015 # DEPENDENCYPART_ARC
(18,3),-3.50436 # DEPENDENCYPART_ARC
(18,4),-3.52141 # DEPENDENCYPART_ARC
(18,5),-2.80167 # DEPENDENCYPART_ARC
(18,6),-3.86422 # DEPENDENCYPART_ARC
(18,7),-3.6641 # DEPENDENCYPART_ARC
(18,8),-1.68479 # DEPENDENCYPART_ARC
(18,9),-2.09704 # DEPENDENCYPART_ARC
(18,10),-2.86072 # DEPENDENCYPART_ARC
(18,11),-2.1558 # DEPENDENCYPART_ARC
(18,12),-3.41423 # DEPENDENCYPART_ARC
(18,13),-1.34272 # DEPENDENCYPART_ARC
(18,14),-0.707418 # DEPENDENCYPART_ARC
(18,15),-1.99109 # DEPENDENCYPART_ARC
(18,16),-0.589011 # DEPENDENCYPART_ARC
(18,17),-0.416433 # DEPENDENCYPART_ARC
(18,19),4.25509 # DEPENDENCYPART_ARC
(18,20),0.759082 # DEPENDENCYPART_ARC
(18,21),0.681799 # DEPENDENCYPART_ARC
(18,22),-0.312701 # DEPENDENCYPART_ARC
(18,23),-0.0372965 # DEPENDENCYPART_ARC
(18,24),-0.376493 # DEPENDENCYPART_ARC
(18,25),-0.447526 # DEPENDENCYPART_ARC
(18,26),-2.10168 # DEPENDENCYPART_ARC
(18,27),-0.619712 # DEPENDENCYPART_ARC
(18,28),-0.531317 # DEPENDENCYPART_ARC
(18,29),-3.32446 # DEPENDENCYPART_ARC
(18,30),-3.68282 # DEPENDENCYPART_ARC
(18,31),-0.0878334 # DEPENDENCYPART_ARC
(19,1),-3.24044 # DEPENDENCYPART_ARC
(19,2),-2.48355 # DEPENDENCYPART_ARC
(19,3),-2.16361 # DEPENDENCYPART_ARC
(19,4),-1.97459 # DEPENDENCYPART_ARC
(19,5),-3.04734 # DEPENDENCYPART_ARC
(19,6),-2.80978 # DEPENDENCYPART_ARC
(19,7),-1.93683 # DEPENDENCYPART_ARC
(19,8),-1.18415 # DEPENDENCYPART_ARC
(19,9),-2.25176 # DEPENDENCYPART_ARC
(19,10),-1.19675 # DEPENDENCYPART_ARC
(19,11),-1.24819 # DEPENDENCYPART_ARC
(19,12),-1.82416 # DEPENDENCYPART_ARC
(19,13),-0.940753 # DEPENDENCYPART_ARC
(19,14),-0.784642 # DEPENDENCYPART_ARC
(19,15),-0.984602 # DEPENDENCYPART_ARC
(19,16),-0.234708 # DEPENDENCYPART_ARC
(19,17),-0.273704 # DEPENDENCYPART_ARC
(19,18),1.03586 # DEPENDENCYPART_ARC
(19,20),0.0621406 # DEPENDENCYPART_ARC
(19,21),-0.83085 # DEPENDENCYPART_ARC
(19,22),-1.31295 # DEPENDENCYPART_ARC
(19,23),-0.902616 # DEPENDENCYPART_ARC
(19,24),-1.5287 # DEPENDENCYPART_ARC
(19,25),-2.16672 # DEPENDENCYPART_ARC
(19,26),-2.13879 # DEPENDENCYPART_ARC
(19,27),-2.35467 # DEPENDENCYPART_ARC
(19,28),-1.96782 # DEPENDENCYPART_ARC
(19,29),-2.28931 # DEPENDENCYPART_ARC
(19,30),-2.40927 # DEPENDENCYPART_ARC
(19,31),-2.18867 # DEPENDENCYPART_ARC
(20,1),-1.98922 # DEPENDENCYPART_ARC
(20,2),0.02616 # DEPENDENCYPART_ARC
(20,3),-0.668761 # DEPENDENCYPART_ARC
(20,4),-1.10551 # DEPENDENCYPART_ARC
(20,5),-0.387782 # DEPENDENCYPART_ARC
(20,6),-0.749571 # DEPENDENCYPART_ARC
(20,7),-0.522633 # DEPENDENCYPART_ARC
(20,8),-0.0842104 # DEPENDENCYPART_ARC
(20,9),-0.130665 # DEPENDENCYPART_ARC
(20,10),-0.0596469 # DEPENDENCYPART_ARC
(20,11),-0.462407 # DEPENDENCYPART_ARC
(20,12),0.146121 # DEPENDENCYPART_ARC
(20,13),0.15455 # DEPENDENCYPART_ARC
(20,14),0.0363516 # DEPENDENCYPART_ARC
(20,15),0.475885 # DEPENDENCYPART_ARC
(20,16),0.495546 # DEPENDENCYPART_ARC
(20,17),0.262912 # DEPENDENCYPART_ARC
(20,18),1.61001 # DEPENDENCYPART_ARC
(20,19),1.8219 # DEPENDENCYPART_ARC
(20,21),1.09516 # DEPENDENCYPART_ARC
(20,22),1.64274 # DEPENDENCYPART_ARC
(20,23),0.174582 # DEPENDENCYPART_ARC
(20,24),-0.608026 # DEPENDENCYPART_ARC
(20,25),-0.794267 # DEPENDENCYPART_ARC
(20,26),-0.401763 # DEPENDENCYPART_ARC
(20,27),0.0371068 # DEPENDENCYPART_ARC
(20,28),-1.01366 # DEPENDENCYPART_ARC
(20,29),-2.05692 # DEPENDENCYPART_ARC
(20,30),-2.05531 # DEPENDENCYPART_ARC
(20,31),0.176956 # DEPENDENCYPART_ARC
(21,1),-3.48993 # DEPENDENCYPART_ARC
(21,2),-5.99608 # DEPENDENCYPART_ARC
(21,3),-3.44872 # DEPENDENCYPART_ARC
(21,4),-4.49301 # DEPENDENCYPART_ARC
(21,5),-2.24101 # DEPENDENCYPART_ARC
(21,6),-3.57165 # DEPENDENCYPART_ARC
(21,7),-2.98756 # DEPENDENCYPART_ARC
(21,8),-3.24763 # DEPENDENCYPART_ARC
(21,9),-0.249439 # DEPENDENCYPART_ARC
(21,10),-1.75645 # DEPENDENCYPART_ARC
(21,11),-0.886275 # DEPENDENCYPART_ARC
(21,12),-1.988 # DEPENDENCYPART_ARC
(21,13),-1.6887 # DEPENDENCYPART_ARC
(21,14),-0.26372 # DEPENDENCYPART_ARC
(21,15),-0.981841 # DEPENDENCYPART_ARC
(21,16),-0.949189 # DEPENDENCYPART_ARC
(21,17),-1.32221 # DEPENDENCYPART_ARC
(21,18),2.63879 # DEPENDENCYPART_ARC
(21,19),0.723538 # DEPENDENCYPART_ARC
(21,20),1.68248 # DEPENDENCYPART_ARC
(21,22),0.749071 # DEPENDENCYPART_ARC
(21,23),-0.0299273 # DEPENDENCYPART_ARC
(21,24),-1.06439 # DEPENDENCYPART_ARC
(21,25),-0.680604 # DEPENDENCYPART_ARC
(21,26),-1.52564 # DEPENDENCYPART_ARC
(21,27),-0.963151 # DEPENDENCYPART_ARC
(21,28),-1.13179 # DEPENDENCYPART_ARC
(21,29),-1.61499 # DEPENDENCYPART_ARC
(21,30),-2.11973 # DEPENDENCYPART_ARC
(21,31),-0.0787898 # DEPENDENCYPART_ARC
(22,1),-2.46009 # DEPENDENCYPART_ARC
(22,2),-4.23745 # DEPENDENCYPART_ARC
(22,3),-1.67654 # DEPENDENCYPART_ARC
(22,4),-1.5728 # DEPENDENCYPART_ARC
(22,5),-0.00762253 # DEPENDENCYPART_ARC
(22,6),-1.83963 # DEPENDENCYPART_ARC
(22,7),-1.42769 # DEPENDENCYPART_ARC
(22,8),-1.05802 # DEPENDENCYPART_ARC
(22,9),2.04551 # DEPENDENCYPART_ARC
(22,10),0.0569845 # DEPENDENCYPART_ARC
(22,11),1.09725 # DEPENDENCYPART_ARC
(22,12),-0.35689 # DEPENDENCYPART_ARC
(22,13),-0.330551 # DEPENDENCYPART_ARC
(22,14),1.52292 # DEPENDENCYPART_ARC
(22,15),0.633554 # DEPENDENCYPART_ARC
(22,16),0.116777 # DEPENDENCYPART_ARC
(22,17),0.226595 # DEPENDENCYPART_ARC
(22,18),4.96807 # DEPENDENCYPART_ARC
(22,19),2.10689 # DEPENDENCYPART_ARC
(22,20),3.89622 # DEPENDENCYPART_ARC
(22,21),5.19993 # DEPENDENCYPART_ARC
(22,23),0.939811 # DEPENDENCYPART_ARC
(22,24),-0.105929 # DEPENDENCYPART_ARC
(22,25),0.0817693 # DEPENDENCYPART_ARC
(22,26),-0.499454 # DEPENDENCYPART_ARC
(22,27),-0.296318 # DEPENDENCYPART_ARC
(22,28),-0.363445 # DEPENDENCYPART_ARC
(22,29),-0.474301 # DEPENDENCYPART_ARC
(22,30),-1.3007 # DEPENDENCYPART_ARC
(22,31),0.997 # DEPENDENCYPART_ARC
(23,1),2.0881 # DEPENDENCYPART_ARC
(23,2),0.939342 # DEPENDENCYPART_ARC
(23,3),2.71578 # DEPENDENCYPART_ARC
(23,4),-1.87384 # DEPENDENCYPART_ARC
(23,5),0.482986 # DEPENDENCYPART_ARC
(23,6),0.0399551 # DEPENDENCYPART_ARC
(23,7),0.717306 # DEPENDENCYPART_ARC
(23,8),-2.10863 # DEPENDENCYPART_ARC
(23,9),0.874228 # DEPENDENCYPART_ARC
(23,10),-0.775834 # DEPENDENCYPART_ARC
(23,11),0.454207 # DEPENDENCYPART_ARC
(23,12),1.3962 # DEPENDENCYPART_ARC
(23,13),0.924677 # DEPENDENCYPART_ARC
(23,14),-0.303919 # DEPENDENCYPART_ARC
(23,15),0.411607 # DEPENDENCYPART_ARC
(23,16),0.629464 # DEPENDENCYPART_ARC
(23,17),0.00599952 # DEPENDENCYPART_ARC
(23,18),1.509 # DEPENDENCYPART_ARC
(23,19),0.354856 # DEPENDENCYPART_ARC
(23,20),1.19971 # DEPENDENCYPART_ARC
(23,21),1.39831 # DEPENDENCYPART_ARC
(23,22),2.25663 # DEPENDENCYPART_ARC
(23,24),1.94639 # DEPENDENCYPART_ARC
(23,25),1.20749 # DEPENDENCYPART_ARC
(23,26),2.33103 # DEPENDENCYPART_ARC
(23,27),2.70187 # DEPENDENCYPART_ARC
(23,28),1.33853 # DEPENDENCYPART_ARC
(23,29),1.35182 # DEPENDENCYPART_ARC
(23,30),0.575753 # DEPENDENCYPART_ARC
(23,31),4.93252 # DEPENDENCYPART_ARC
(24,1),-3.64607 # DEPENDENCYPART_ARC
(24,2),-3.46536 # DEPENDENCYPART_ARC
(24,3),-2.27596 # DEPENDENCYPART_ARC
(24,4),-2.01966 # DEPENDENCYPART_ARC
(24,5),-3.03269 # DEPENDENCYPART_ARC
(24,6),-3.17279 # DEPENDENCYPART_ARC
(24,7),-2.6895 # DEPENDENCYPART_ARC
(24,8),-1.59407 # DEPENDENCYPART_ARC
(24,9),-2.64396 # DEPENDENCYPART_ARC
(24,10),-2.37152 # DEPENDENCYPART_ARC
(24,11),-1.35944 # DEPENDENCYPART_ARC
(24,12),-2.46765 # DEPENDENCYPART_ARC
(24,13),-1.82871 # DEPENDENCYPART_ARC
(24,14),-1.75644 # DEPENDENCYPART_ARC
(24,15),-1.4731 # DEPENDENCYPART_ARC
(24,16),-1.08488 # DEPENDENCYPART_ARC
(24,17),-1.60987 # DEPENDENCYPART_ARC
(24,18),-1.49681 # DEPENDENCYPART_ARC
(24,19),-1.34399 # DEPENDENCYPART_ARC
(24,20),-1.36689 # DEPENDENCYPART_ARC
(24,21),-0.947741 # DEPENDENCYPART_ARC
(24,22),-0.954108 # DEPENDENCYPART_ARC
(24,23),-0.114124 # DEPENDENCYPART_ARC
(24,25),3.9944 # DEPENDENCYPART_ARC
(24,26),1.32063 # DEPENDENCYPART_ARC
(24,27),0.17776 # DEPENDENCYPART_ARC
(24,28),0.776449 # DEPENDENCYPART_ARC
(24,29),0.153529 # DEPENDENCYPART_ARC
(24,30),-0.513637 # DEPENDENCYPART_ARC
(24,31),-0.0717598 # DEPENDENCYPART_ARC
(25,1),-4.68224 # DEPENDENCYPART_ARC
(25,2),-3.14972 # DEPENDENCYPART_ARC
(25,3),-2.52956 # DEPENDENCYPART_ARC
(25,4),-2.33966 # DEPENDENCYPART_ARC
(25,5),-3.29363 # DEPENDENCYPART_ARC
(25,6),-3.17359 # DEPENDENCYPART_ARC
(25,7),-2.64636 # DEPENDENCYPART_ARC
(25,8),-1.74507 # DEPENDENCYPART_ARC
(25,9),-2.82428 # DEPENDENCYPART_ARC
(25,10),-2.46727 # DEPENDENCYPART_ARC
(25,11),-1.71407 # DEPENDENCYPART_ARC
(25,12),-2.44599 # DEPENDENCYPART_ARC
(25,13),-1.73083 # DEPENDENCYPART_ARC
(25,14),-1.17048 # DEPENDENCYPART_ARC
(25,15),-2.08829 # DEPENDENCYPART_ARC
(25,16),-1.29338 # DEPENDENCYPART_ARC
(25,17),-2.24486 # DEPENDENCYPART_ARC
(25,18),-0.933174 # DEPENDENCYPART_ARC
(25,19),-1.36435 # DEPENDENCYPART_ARC
(25,20),-0.940014 # DEPENDENCYPART_ARC
(25,21),-0.798669 # DEPENDENCYPART_ARC
(25,22),-0.405702 # DEPENDENCYPART_ARC
(25,23),-0.0178907 # DEPENDENCYPART_ARC
(25,24),1.59559 # DEPENDENCYPART_ARC
(25,26),0.800105 # DEPENDENCYPART_ARC
(25,27),0.0393105 # DEPENDENCYPART_ARC
(25,28),-0.296067 # DEPENDENCYPART_ARC
(25,29),-0.158804 # DEPENDENCYPART_ARC
(25,30),-0.999678 # DEPENDENCYPART_ARC
(25,31),-0.325587 # DEPENDENCYPART_ARC
(26,1),-3.99937 # DEPENDENCYPART_ARC
(26,2),-9.46588 # DEPENDENCYPART_ARC
(26,3),-3.74915 # DEPENDENCYPART_ARC
(26,4),-4.43173 # DEPENDENCYPART_ARC
(26,5),-4.50771 # DEPENDENCYPART_ARC
(26,6),-5.98112 # DEPENDENCYPART_ARC
(26,7),-3.1277 # DEPENDENCYPART_ARC
(26,8),-4.06436 # DEPENDENCYPART_ARC
(26,9),-1.82343 # DEPENDENCYPART_ARC
(26,10),-1.40975 # DEPENDENCYPART_ARC
(26,11),-1.26091 # DEPENDENCYPART_ARC
(26,12),-3.86036 # DEPENDENCYPART_ARC
(26,13),-2.04124 # DEPENDENCYPART_ARC
(26,14),0.373725 # DEPENDENCYPART_ARC
(26,15),-2.38981 # DEPENDENCYPART_ARC
(26,16),-1.38616 # DEPENDENCYPART_ARC
(26,17),-1.71924 # DEPENDENCYPART_ARC
(26,18),-0.385767 # DEPENDENCYPART_ARC
(26,19),-0.370102 # DEPENDENCYPART_ARC
(26,20),0.548723 # DEPENDENCYPART_ARC
(26,21),0.810945 # DEPENDENCYPART_ARC
(26,22),-0.716718 # DEPENDENCYPART_ARC
(26,23),0.0427398 # DEPENDENCYPART_ARC
(26,24),4.12879 # DEPENDENCYPART_ARC
(26,25),3.80481 # DEPENDENCYPART_ARC
(26,27),1.07285 # DEPENDENCYPART_ARC
(26,28),0.639955 # DEPENDENCYPART_ARC
(26,29),0.749017 # DEPENDENCYPART_ARC
(26,30),-0.233936 # DEPENDENCYPART_ARC
(26,31),0.318504 # DEPENDENCYPART_ARC
(27,1),-4.18589 # DEPENDENCYPART_ARC
(27,2),-3.96335 # DEPENDENCYPART_ARC
(27,3),-3.33816 # DEPENDENCYPART_ARC
(27,4),-2.85563 # DEPENDENCYPART_ARC
(27,5),-3.17231 # DEPENDENCYPART_ARC
(27,6),-3.60941 # DEPENDENCYPART_ARC
(27,7),-3.20131 # DEPENDENCYPART_ARC
(27,8),-2.43757 # DEPENDENCYPART_ARC
(27,9),-2.46929 # DEPENDENCYPART_ARC
(27,10),-2.25618 # DEPENDENCYPART_ARC
(27,11),-2.47198 # DEPENDENCYPART_ARC
(27,12),-2.51827 # DEPENDENCYPART_ARC
(27,13),-2.13459 # DEPENDENCYPART_ARC
(27,14),-1.81586 # DEPENDENCYPART_ARC
(27,15),-2.71993 # DEPENDENCYPART_ARC
(27,16),-1.58154 # DEPENDENCYPART_ARC
(27,17),-1.67633 # DEPENDENCYPART_ARC
(27,18),-1.74576 # DEPENDENCYPART_ARC
(27,19),-1.14148 # DEPENDENCYPART_ARC
(27,20),-1.59014 # DEPENDENCYPART_ARC
(27,21),-1.24979 # DEPENDENCYPART_ARC
(27,22),-1.30771 # DEPENDENCYPART_ARC
(27,23),-1.05392 # DEPENDENCYPART_ARC
(27,24),0.691815 # DEPENDENCYPART_ARC
(27,25),-0.300839 # DEPENDENCYPART_ARC
(27,26),0.209689 # DEPENDENCYPART_ARC
(27,28),0.778112 # DEPENDENCYPART_ARC
(27,29),2.30157 # DEPENDENCYPART_ARC
(27,30),3.28115 # DEPENDENCYPART_ARC
(27,31),-1.6339 # DEPENDENCYPART_ARC
(28,1),-4.90155 # DEPENDENCYPART_ARC
(28,2),-4.68457 # DEPENDENCYPART_ARC
(28,3),-3.46727 # DEPENDENCYPART_ARC
(28,4),-3.2325 # DEPENDENCYPART_ARC
(28,5),-4.49398 # DEPENDENCYPART_ARC
(28,6),-4.59204 # DEPENDENCYPART_ARC
(28,7),-3.86496 # DEPENDENCYPART_ARC
(28,8),-2.7652 # DEPENDENCYPART_ARC
(28,9),-3.90954 # DEPENDENCYPART_ARC
(28,10),-3.5009 # DEPENDENCYPART_ARC
(28,11),-2.67854 # DEPENDENCYPART_ARC
(28,12),-3.77027 # DEPENDENCYPART_ARC
(28,13),-2.93582 # DEPENDENCYPART_ARC
(28,14),-3.12929 # DEPENDENCYPART_ARC
(28,15),-2.77619 # DEPENDENCYPART_ARC
(28,16),-2.36222 # DEPENDENCYPART_ARC
(28,17),-2.91978 # DEPENDENCYPART_ARC
(28,18),-2.73346 # DEPENDENCYPART_ARC
(28,19),-2.5427 # DEPENDENCYPART_ARC
(28,20),-2.56784 # DEPENDENCYPART_ARC
(28,21),-2.69798 # DEPENDENCYPART_ARC
(28,22),-2.70255 # DEPENDENCYPART_ARC
(28,23),-2.38284 # DEPENDENCYPART_ARC
(28,24),-1.14781 # DEPENDENCYPART_ARC
(28,25),-1.37289 # DEPENDENCYPART_ARC
(28,26),-1.35171 # DEPENDENCYPART_ARC
(28,27),0.19269 # DEPENDENCYPART_ARC
(28,29),1.3624 # DEPENDENCYPART_ARC
(28,30),0.946892 # DEPENDENCYPART_ARC
(28,31),-0.33974 # DEPENDENCYPART_ARC
(29,1),-5.36937 # DEPENDENCYPART_ARC
(29,2),-9.24741 # DEPENDENCYPART_ARC
(29,3),-4.87709 # DEPENDENCYPART_ARC
(29,4),-5.89085 # DEPENDENCYPART_ARC
(29,5),-5.50854 # DEPENDENCYPART_ARC
(29,6),-6.65251 # DEPENDENCYPART_ARC
(29,7),-4.73325 # DEPENDENCYPART_ARC
(29,8),-5.99505 # DEPENDENCYPART_ARC
(29,9),-3.29719 # DEPENDENCYPART_ARC
(29,10),-3.00491 # DEPENDENCYPART_ARC
(29,11),-3.05211 # DEPENDENCYPART_ARC
(29,12),-4.84806 # DEPENDENCYPART_ARC
(29,13),-3.64703 # DEPENDENCYPART_ARC
(29,14),-2.13941 # DEPENDENCYPART_ARC
(29,15),-3.70347 # DEPENDENCYPART_ARC
(29,16),-3.06023 # DEPENDENCYPART_ARC
(29,17),-3.11234 # DEPENDENCYPART_ARC
(29,18),-1.94956 # DEPENDENCYPART_ARC
(29,19),-1.87691 # DEPENDENCYPART_ARC
(29,20),-1.48603 # DEPENDENCYPART_ARC
(29,21),-1.93265 # DEPENDENCYPART_ARC
(29,22),-3.14261 # DEPENDENCYPART_ARC
(29,23),-2.12401 # DEPENDENCYPART_ARC
(29,24),0.143065 # DEPENDENCYPART_ARC
(29,25),0.0181548 # DEPENDENCYPART_ARC
(29,26),-0.870912 # DEPENDENCYPART_ARC
(29,27),-0.256087 # DEPENDENCYPART_ARC
(29,28),1.33925 # DEPENDENCYPART_ARC
(29,30),1.1141 # DEPENDENCYPART_ARC
(29,31),-0.547797 # DEPENDENCYPART_ARC
(30,1),-4.24555 # DEPENDENCYPART_ARC
(30,2),-7.50047 # DEPENDENCYPART_ARC
(30,3),-3.73874 # DEPENDENCYPART_ARC
(30,4),-4.68118 # DEPENDENCYPART_ARC
(30,5),-3.42315 # DEPENDENCYPART_ARC
(30,6),-5.21984 # DEPENDENCYPART_ARC
(30,7),-3.20138 # DEPENDENCYPART_ARC
(30,8),-5.16388 # DEPENDENCYPART_ARC
(30,9),-1.25707 # DEPENDENCYPART_ARC
(30,10),-1.61372 # DEPENDENCYPART_ARC
(30,11),-0.683848 # DEPENDENCYPART_ARC
(30,12),-3.15427 # DEPENDENCYPART_ARC
(30,13),-2.52654 # DEPENDENCYPART_ARC
(30,14),-1.19841 # DEPENDENCYPART_ARC
(30,15),-1.98263 # DEPENDENCYPART_ARC
(30,16),-1.96411 # DEPENDENCYPART_ARC
(30,17),-1.53029 # DEPENDENCYPART_ARC
(30,18),0.401329 # DEPENDENCYPART_ARC
(30,19),-0.508649 # DEPENDENCYPART_ARC
(30,20),0.730108 # DEPENDENCYPART_ARC
(30,21),0.597448 # DEPENDENCYPART_ARC
(30,22),-1.28351 # DEPENDENCYPART_ARC
(30,23),-0.493827 # DEPENDENCYPART_ARC
(30,24),0.952028 # DEPENDENCYPART_ARC
(30,25),1.03376 # DEPENDENCYPART_ARC
(30,26),0.699494 # DEPENDENCYPART_ARC
(30,27),0.69198 # DEPENDENCYPART_ARC
(30,28),2.16039 # DEPENDENCYPART_ARC
(30,29),4.5312 # DEPENDENCYPART_ARC
(30,31),0.408364 # DEPENDENCYPART_ARC
(31,1),-4.468 # DEPENDENCYPART_ARC
(31,2),-3.15016 # DEPENDENCYPART_ARC
(31,3),-1.52743 # DEPENDENCYPART_ARC
(31,4),-3.29412 # DEPENDENCYPART_ARC
(31,5),-2.46587 # DEPENDENCYPART_ARC
(31,6),-2.2683 # DEPENDENCYPART_ARC
(31,7),-1.79035 # DEPENDENCYPART_ARC
(31,8),-2.56879 # DEPENDENCYPART_ARC
(31,9),-2.33949 # DEPENDENCYPART_ARC
(31,10),-2.77577 # DEPENDENCYPART_ARC
(31,11),-2.6338 # DEPENDENCYPART_ARC
(31,12),-1.73849 # DEPENDENCYPART_ARC
(31,13),-2.47906 # DEPENDENCYPART_ARC
(31,14),-2.45348 # DEPENDENCYPART_ARC
(31,15),-1.33423 # DEPENDENCYPART_ARC
(31,16),-0.771911 # DEPENDENCYPART_ARC
(31,17),-1.83539 # DEPENDENCYPART_ARC
(31,18),-1.55868 # DEPENDENCYPART_ARC
(31,19),-1.75312 # DEPENDENCYPART_ARC
(31,20),-0.663499 # DEPENDENCYPART_ARC
(31,21),-0.958626 # DEPENDENCYPART_ARC
(31,22),-1.07917 # DEPENDENCYPART_ARC
(31,23),-0.614917 # DEPENDENCYPART_ARC
(31,24),-1.35294 # DEPENDENCYPART_ARC
(31,25),-1.25681 # DEPENDENCYPART_ARC
(31,26),-0.931235 # DEPENDENCYPART_ARC
(31,27),-1.11269 # DEPENDENCYPART_ARC
(31,28),-0.716289 # DEPENDENCYPART_ARC
(31,29),-1.32508 # DEPENDENCYPART_ARC
(31,30),-1.50119 # DEPENDENCYPART_ARC
