# _root_ Mr. Jarrell , former top economist at the Securities and Exchange Commission , teaches at the University of Rochester 's Simon Business School .
#goldHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,17,23,17,18,17,23,23,15,14,
#predictedHeads=2,14,2,6,6,2,6,9,7,9,12,10,2,0,14,23,23,17,23,17,23,23,15,14,
(22,4),-1.67158 # DEPENDENCYPART_ARC
(22,5),-3.29038 # DEPENDENCYPART_ARC
(22,6),-5.30236 # DEPENDENCYPART_ARC
(22,7),-4.36159 # DEPENDENCYPART_ARC
(22,8),-2.09779 # DEPENDENCYPART_ARC
(22,9),-5.056 # DEPENDENCYPART_ARC
(22,10),-3.63541 # DEPENDENCYPART_ARC
(22,11),-2.39258 # DEPENDENCYPART_ARC
(22,12),-3.20844 # DEPENDENCYPART_ARC
(22,13),-2.10861 # DEPENDENCYPART_ARC
(22,14),-2.06294 # DEPENDENCYPART_ARC
(22,15),-2.27413 # DEPENDENCYPART_ARC
(22,16),0.816456 # DEPENDENCYPART_ARC
(22,17),1.63636 # DEPENDENCYPART_ARC
(22,18),-0.802305 # DEPENDENCYPART_ARC
(22,19),3.43034 # DEPENDENCYPART_ARC
(22,20),0.465204 # DEPENDENCYPART_ARC
(22,21),2.87264 # DEPENDENCYPART_ARC
(22,23),1.68869 # DEPENDENCYPART_ARC
(22,24),-0.338741 # DEPENDENCYPART_ARC
(23,1),-5.16552 # DEPENDENCYPART_ARC
(23,2),-5.27231 # DEPENDENCYPART_ARC
(23,3),-1.77203 # DEPENDENCYPART_ARC
(23,4),-1.50727 # DEPENDENCYPART_ARC
(23,5),-2.49257 # DEPENDENCYPART_ARC
(23,6),-3.89316 # DEPENDENCYPART_ARC
(23,7),-3.19226 # DEPENDENCYPART_ARC
(23,8),0.613772 # DEPENDENCYPART_ARC
(23,9),-2.88252 # DEPENDENCYPART_ARC
(23,10),-2.55943 # DEPENDENCYPART_ARC
(23,11),-0.196662 # DEPENDENCYPART_ARC
(23,12),-1.73598 # DEPENDENCYPART_ARC
(23,13),-0.78471 # DEPENDENCYPART_ARC
(23,14),-1.22322 # DEPENDENCYPART_ARC
(23,15),-1.19726 # DEPENDENCYPART_ARC
(23,16),3.16568 # DEPENDENCYPART_ARC
(23,17),4.42032 # DEPENDENCYPART_ARC
(23,18),0.636241 # DEPENDENCYPART_ARC
(23,19),4.57545 # DEPENDENCYPART_ARC
(23,20),1.37418 # DEPENDENCYPART_ARC
(23,21),4.01573 # DEPENDENCYPART_ARC
(23,22),4.18612 # DEPENDENCYPART_ARC
(23,24),0.870059 # DEPENDENCYPART_ARC
(24,1),-2.55725 # DEPENDENCYPART_ARC
(24,2),-2.84418 # DEPENDENCYPART_ARC
(24,3),-2.20073 # DEPENDENCYPART_ARC
(24,4),-2.76742 # DEPENDENCYPART_ARC
(24,5),-2.62894 # DEPENDENCYPART_ARC
(24,6),-1.97356 # DEPENDENCYPART_ARC
(24,7),-1.9067 # DEPENDENCYPART_ARC
(24,8),-1.8935 # DEPENDENCYPART_ARC
(24,9),-1.95929 # DEPENDENCYPART_ARC
(24,10),-1.59543 # DEPENDENCYPART_ARC
(24,11),-1.58164 # DEPENDENCYPART_ARC
(24,12),-1.82859 # DEPENDENCYPART_ARC
(24,13),-0.817993 # DEPENDENCYPART_ARC
(24,14),-0.749417 # DEPENDENCYPART_ARC
(24,15),-1.15509 # DEPENDENCYPART_ARC
(24,16),-0.942257 # DEPENDENCYPART_ARC
(24,17),-1.16798 # DEPENDENCYPART_ARC
(24,18),-0.732184 # DEPENDENCYPART_ARC
(24,19),-1.28968 # DEPENDENCYPART_ARC
(24,20),-1.04889 # DEPENDENCYPART_ARC
(24,21),-0.659002 # DEPENDENCYPART_ARC
(24,22),-1.16608 # DEPENDENCYPART_ARC
(24,23),-1.09863 # DEPENDENCYPART_ARC
