# _root_ The carnage on the Chicago Board Options Exchange , the nation 's major options market , was heavy after the trading in S&P 100 stock-index options was halted Friday .
#goldHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,26,26,26,22,19,27,28,17,
#predictedHeads=2,17,2,8,8,8,8,3,8,11,15,11,15,15,8,8,0,17,17,21,27,21,22,26,26,22,19,27,28,17,
(17,14),0.136367 # DEPENDENCYPART_ARC
(17,15),1.25625 # DEPENDENCYPART_ARC
(17,16),1.76793 # DEPENDENCYPART_ARC
(17,18),3.55084 # DEPENDENCYPART_ARC
(17,19),2.3163 # DEPENDENCYPART_ARC
(17,20),-0.105608 # DEPENDENCYPART_ARC
(17,21),1.41466 # DEPENDENCYPART_ARC
(17,22),2.154 # DEPENDENCYPART_ARC
(17,23),-0.0425539 # DEPENDENCYPART_ARC
(17,24),0.0976074 # DEPENDENCYPART_ARC
(17,25),-0.334309 # DEPENDENCYPART_ARC
(17,26),-0.942641 # DEPENDENCYPART_ARC
(17,27),1.20427 # DEPENDENCYPART_ARC
(17,28),0.878771 # DEPENDENCYPART_ARC
(17,29),0.29271 # DEPENDENCYPART_ARC
(17,30),5.782 # DEPENDENCYPART_ARC
(18,1),-1.14386 # DEPENDENCYPART_ARC
(18,2),-2.04808 # DEPENDENCYPART_ARC
(18,3),-1.25307 # DEPENDENCYPART_ARC
(18,4),-0.715689 # DEPENDENCYPART_ARC
(18,5),-1.21569 # DEPENDENCYPART_ARC
(18,6),-1.74935 # DEPENDENCYPART_ARC
(18,7),-1.76151 # DEPENDENCYPART_ARC
(18,8),-1.9383 # DEPENDENCYPART_ARC
(18,9),-1.03802 # DEPENDENCYPART_ARC
(18,10),0.101299 # DEPENDENCYPART_ARC
(18,11),-0.812987 # DEPENDENCYPART_ARC
(18,12),-0.822373 # DEPENDENCYPART_ARC
(18,13),0.417445 # DEPENDENCYPART_ARC
(18,14),-0.421528 # DEPENDENCYPART_ARC
(18,15),0.201272 # DEPENDENCYPART_ARC
(18,16),0.594499 # DEPENDENCYPART_ARC
(18,17),0.381587 # DEPENDENCYPART_ARC
(18,19),1.81179 # DEPENDENCYPART_ARC
(18,20),0.174423 # DEPENDENCYPART_ARC
(18,21),0.432213 # DEPENDENCYPART_ARC
(18,22),0.155212 # DEPENDENCYPART_ARC
(18,23),0.00729543 # DEPENDENCYPART_ARC
(18,24),-0.661447 # DEPENDENCYPART_ARC
(18,25),-0.236147 # DEPENDENCYPART_ARC
(18,26),-0.405821 # DEPENDENCYPART_ARC
(18,27),0.292779 # DEPENDENCYPART_ARC
(18,28),-0.122776 # DEPENDENCYPART_ARC
(18,29),-1.25418 # DEPENDENCYPART_ARC
(18,30),0.705669 # DEPENDENCYPART_ARC
(19,1),-1.97477 # DEPENDENCYPART_ARC
(19,2),-2.38049 # DEPENDENCYPART_ARC
(19,3),-2.36383 # DEPENDENCYPART_ARC
(19,4),-1.61352 # DEPENDENCYPART_ARC
(19,5),-1.7026 # DEPENDENCYPART_ARC
(19,6),-1.8329 # DEPENDENCYPART_ARC
(19,7),-1.6917 # DEPENDENCYPART_ARC
(19,8),-1.73668 # DEPENDENCYPART_ARC
(19,9),-1.37948 # DEPENDENCYPART_ARC
(19,10),-0.532781 # DEPENDENCYPART_ARC
(19,11),-0.880439 # DEPENDENCYPART_ARC
(19,12),-0.327585 # DEPENDENCYPART_ARC
(19,13),-0.160479 # DEPENDENCYPART_ARC
(19,14),0.0498732 # DEPENDENCYPART_ARC
(19,15),-0.739019 # DEPENDENCYPART_ARC
(19,16),-0.0560459 # DEPENDENCYPART_ARC
(19,17),-0.0600857 # DEPENDENCYPART_ARC
(19,18),0.825958 # DEPENDENCYPART_ARC
(19,20),0.777396 # DEPENDENCYPART_ARC
(19,21),2.64661 # DEPENDENCYPART_ARC
(19,22),0.421512 # DEPENDENCYPART_ARC
(19,23),-0.810829 # DEPENDENCYPART_ARC
(19,24),-0.548081 # DEPENDENCYPART_ARC
(19,25),-0.32754 # DEPENDENCYPART_ARC
(19,26),0.227668 # DEPENDENCYPART_ARC
(19,27),1.90798 # DEPENDENCYPART_ARC
(19,28),0.397313 # DEPENDENCYPART_ARC
(19,29),-3.15582 # DEPENDENCYPART_ARC
(19,30),1.0288 # DEPENDENCYPART_ARC
(20,1),-3.90455 # DEPENDENCYPART_ARC
(20,2),-4.52688 # DEPENDENCYPART_ARC
(20,3),-3.87523 # DEPENDENCYPART_ARC
(20,4),-3.45007 # DEPENDENCYPART_ARC
(20,5),-3.88559 # DEPENDENCYPART_ARC
(20,6),-3.81635 # DEPENDENCYPART_ARC
(20,7),-3.65789 # DEPENDENCYPART_ARC
(20,8),-3.58706 # DEPENDENCYPART_ARC
(20,9),-3.20491 # DEPENDENCYPART_ARC
(20,10),-2.55812 # DEPENDENCYPART_ARC
(20,11),-3.44325 # DEPENDENCYPART_ARC
(20,12),-2.98217 # DEPENDENCYPART_ARC
(20,13),-2.7843 # DEPENDENCYPART_ARC
(20,14),-2.84132 # DEPENDENCYPART_ARC
(20,15),-2.7931 # DEPENDENCYPART_ARC
(20,16),-2.14328 # DEPENDENCYPART_ARC
(20,17),-2.10046 # DEPENDENCYPART_ARC
(20,18),-1.74066 # DEPENDENCYPART_ARC
(20,19),-0.62321 # DEPENDENCYPART_ARC
(20,21),-0.0554389 # DEPENDENCYPART_ARC
(20,22),-1.31908 # DEPENDENCYPART_ARC
(20,23),-1.78274 # DEPENDENCYPART_ARC
(20,24),-1.40346 # DEPENDENCYPART_ARC
(20,25),-1.91999 # DEPENDENCYPART_ARC
(20,26),-2.27549 # DEPENDENCYPART_ARC
(20,27),-2.11122 # DEPENDENCYPART_ARC
(20,28),-2.06478 # DEPENDENCYPART_ARC
(20,29),-2.84969 # DEPENDENCYPART_ARC
(20,30),-2.03984 # DEPENDENCYPART_ARC
(21,1),-7.41797 # DEPENDENCYPART_ARC
(21,2),-6.42124 # DEPENDENCYPART_ARC
(21,3),-3.07973 # DEPENDENCYPART_ARC
(21,4),-5.13972 # DEPENDENCYPART_ARC
(21,5),-3.46201 # DEPENDENCYPART_ARC
(21,6),-4.27331 # DEPENDENCYPART_ARC
(21,7),-4.98668 # DEPENDENCYPART_ARC
(21,8),-6.17311 # DEPENDENCYPART_ARC
(21,9),-2.04246 # DEPENDENCYPART_ARC
(21,10),-3.77536 # DEPENDENCYPART_ARC
(21,11),-0.762004 # DEPENDENCYPART_ARC
(21,12),-1.15092 # DEPENDENCYPART_ARC
(21,13),-1.16153 # DEPENDENCYPART_ARC
(21,14),-0.58683 # DEPENDENCYPART_ARC
(21,15),-3.23269 # DEPENDENCYPART_ARC
(21,16),-0.799765 # DEPENDENCYPART_ARC
(21,17),-0.157349 # DEPENDENCYPART_ARC
(21,18),0.188973 # DEPENDENCYPART_ARC
(21,19),0.760625 # DEPENDENCYPART_ARC
(21,20),4.54433 # DEPENDENCYPART_ARC
(21,22),2.72856 # DEPENDENCYPART_ARC
(21,23),0.688181 # DEPENDENCYPART_ARC
(21,24),0.0830756 # DEPENDENCYPART_ARC
(21,25),0.188453 # DEPENDENCYPART_ARC
(21,26),-0.287004 # DEPENDENCYPART_ARC
(21,27),0.114375 # DEPENDENCYPART_ARC
(21,28),0.27106 # DEPENDENCYPART_ARC
(21,29),-0.727462 # DEPENDENCYPART_ARC
(21,30),0.15534 # DEPENDENCYPART_ARC
(22,1),-2.68096 # DEPENDENCYPART_ARC
(22,2),-3.0488 # DEPENDENCYPART_ARC
(22,3),-3.24206 # DEPENDENCYPART_ARC
(22,4),-2.17213 # DEPENDENCYPART_ARC
(22,5),-2.6315 # DEPENDENCYPART_ARC
(22,6),-2.87035 # DEPENDENCYPART_ARC
(22,7),-2.72097 # DEPENDENCYPART_ARC
(22,8),-2.76108 # DEPENDENCYPART_ARC
(22,9),-2.04861 # DEPENDENCYPART_ARC
(22,10),-1.74541 # DEPENDENCYPART_ARC
(22,11),-2.26366 # DEPENDENCYPART_ARC
(22,12),-1.24638 # DEPENDENCYPART_ARC
(22,13),-1.1694 # DEPENDENCYPART_ARC
(22,14),-0.981973 # DEPENDENCYPART_ARC
(22,15),-1.91945 # DEPENDENCYPART_ARC
(22,16),-0.898107 # DEPENDENCYPART_ARC
(22,17),-1.13934 # DEPENDENCYPART_ARC
(22,18),-0.692425 # DEPENDENCYPART_ARC
(22,19),-0.0334772 # DEPENDENCYPART_ARC
(22,20),0.0539206 # DEPENDENCYPART_ARC
(22,21),0.497398 # DEPENDENCYPART_ARC
(22,23),3.61135 # DEPENDENCYPART_ARC
(22,24),0.903323 # DEPENDENCYPART_ARC
(22,25),0.424262 # DEPENDENCYPART_ARC
(22,26),2.82231 # DEPENDENCYPART_ARC
(22,27),-0.312815 # DEPENDENCYPART_ARC
(22,28),-0.317824 # DEPENDENCYPART_ARC
(22,29),-1.05326 # DEPENDENCYPART_ARC
(22,30),0.195292 # DEPENDENCYPART_ARC
(23,1),-6.92168 # DEPENDENCYPART_ARC
(23,2),-7.22456 # DEPENDENCYPART_ARC
(23,3),-5.20272 # DEPENDENCYPART_ARC
(23,4),-5.45673 # DEPENDENCYPART_ARC
(23,5),-6.47053 # DEPENDENCYPART_ARC
(23,6),-6.64319 # DEPENDENCYPART_ARC
(23,7),-7.00557 # DEPENDENCYPART_ARC
(23,8),-7.45026 # DEPENDENCYPART_ARC
(23,9),-3.48611 # DEPENDENCYPART_ARC
(23,10),-4.52416 # DEPENDENCYPART_ARC
(23,11),-4.25651 # DEPENDENCYPART_ARC
(23,12),-4.00486 # DEPENDENCYPART_ARC
(23,13),-3.70631 # DEPENDENCYPART_ARC
(23,14),-3.5056 # DEPENDENCYPART_ARC
(23,15),-5.32652 # DEPENDENCYPART_ARC
(23,16),-3.24304 # DEPENDENCYPART_ARC
(23,17),-3.31785 # DEPENDENCYPART_ARC
(23,18),-2.42409 # DEPENDENCYPART_ARC
(23,19),-1.9426 # DEPENDENCYPART_ARC
(23,20),-0.237522 # DEPENDENCYPART_ARC
(23,21),-2.19234 # DEPENDENCYPART_ARC
(23,22),-0.129725 # DEPENDENCYPART_ARC
(23,24),2.31768 # DEPENDENCYPART_ARC
(23,25),0.765909 # DEPENDENCYPART_ARC
(23,26),0.0712491 # DEPENDENCYPART_ARC
(23,27),-0.282224 # DEPENDENCYPART_ARC
(23,28),-0.643424 # DEPENDENCYPART_ARC
(23,29),-1.10539 # DEPENDENCYPART_ARC
(23,30),-0.623776 # DEPENDENCYPART_ARC
(24,1),-3.32351 # DEPENDENCYPART_ARC
(24,2),-4.03619 # DEPENDENCYPART_ARC
(24,3),-4.49821 # DEPENDENCYPART_ARC
(24,4),-2.92149 # DEPENDENCYPART_ARC
(24,5),-3.26019 # DEPENDENCYPART_ARC
(24,6),-3.20471 # DEPENDENCYPART_ARC
(24,7),-3.0697 # DEPENDENCYPART_ARC
(24,8),-3.0188 # DEPENDENCYPART_ARC
(24,9),-2.96655 # DEPENDENCYPART_ARC
(24,10),-1.63627 # DEPENDENCYPART_ARC
(24,11),-2.89196 # DEPENDENCYPART_ARC
(24,12),-2.51057 # DEPENDENCYPART_ARC
(24,13),-1.93482 # DEPENDENCYPART_ARC
(24,14),-2.08568 # DEPENDENCYPART_ARC
(24,15),-2.37013 # DEPENDENCYPART_ARC
(24,16),-2.23007 # DEPENDENCYPART_ARC
(24,17),-1.74011 # DEPENDENCYPART_ARC
(24,18),-1.24103 # DEPENDENCYPART_ARC
(24,19),-1.17438 # DEPENDENCYPART_ARC
(24,20),-0.0534723 # DEPENDENCYPART_ARC
(24,21),-0.852004 # DEPENDENCYPART_ARC
(24,22),-0.00668853 # DEPENDENCYPART_ARC
(24,23),1.06639 # DEPENDENCYPART_ARC
(24,25),0.544228 # DEPENDENCYPART_ARC
(24,26),-0.430587 # DEPENDENCYPART_ARC
(24,27),-0.571332 # DEPENDENCYPART_ARC
(24,28),-0.738793 # DEPENDENCYPART_ARC
(24,29),-1.20441 # DEPENDENCYPART_ARC
(24,30),-1.19427 # DEPENDENCYPART_ARC
(25,1),-3.01598 # DEPENDENCYPART_ARC
(25,2),-2.97661 # DEPENDENCYPART_ARC
(25,3),-2.70569 # DEPENDENCYPART_ARC
(25,4),-2.37597 # DEPENDENCYPART_ARC
(25,5),-2.45893 # DEPENDENCYPART_ARC
(25,6),-2.96874 # DEPENDENCYPART_ARC
(25,7),-2.94451 # DEPENDENCYPART_ARC
(25,8),-3.36223 # DEPENDENCYPART_ARC
(25,9),-2.23837 # DEPENDENCYPART_ARC
(25,10),-1.93691 # DEPENDENCYPART_ARC
(25,11),-1.86858 # DEPENDENCYPART_ARC
(25,12),-2.13723 # DEPENDENCYPART_ARC
(25,13),-1.62024 # DEPENDENCYPART_ARC
(25,14),-2.09236 # DEPENDENCYPART_ARC
(25,15),-1.18166 # DEPENDENCYPART_ARC
(25,16),-1.39303 # DEPENDENCYPART_ARC
(25,17),-2.00216 # DEPENDENCYPART_ARC
(25,18),-0.804629 # DEPENDENCYPART_ARC
(25,19),-0.86855 # DEPENDENCYPART_ARC
(25,20),0.340378 # DEPENDENCYPART_ARC
(25,21),-0.215701 # DEPENDENCYPART_ARC
(25,22),-0.304114 # DEPENDENCYPART_ARC
(25,23),0.662466 # DEPENDENCYPART_ARC
(25,24),1.48501 # DEPENDENCYPART_ARC
(25,26),0.721029 # DEPENDENCYPART_ARC
(25,27),0.246252 # DEPENDENCYPART_ARC
(25,28),-0.208279 # DEPENDENCYPART_ARC
(25,29),-0.950187 # DEPENDENCYPART_ARC
(25,30),-0.392612 # DEPENDENCYPART_ARC
(26,1),-5.52207 # DEPENDENCYPART_ARC
(26,2),-5.12417 # DEPENDENCYPART_ARC
(26,3),-2.52728 # DEPENDENCYPART_ARC
(26,4),-3.36981 # DEPENDENCYPART_ARC
(26,5),-2.38068 # DEPENDENCYPART_ARC
(26,6),-2.2109 # DEPENDENCYPART_ARC
(26,7),-2.12546 # DEPENDENCYPART_ARC
(26,8),-3.49006 # DEPENDENCYPART_ARC
(26,9),-1.44835 # DEPENDENCYPART_ARC
(26,10),-3.12004 # DEPENDENCYPART_ARC
(26,11),-0.23941 # DEPENDENCYPART_ARC
(26,12),-1.45583 # DEPENDENCYPART_ARC
(26,13),-1.31404 # DEPENDENCYPART_ARC
(26,14),-1.96234 # DEPENDENCYPART_ARC
(26,15),-3.52372 # DEPENDENCYPART_ARC
(26,16),-1.33462 # DEPENDENCYPART_ARC
(26,17),-0.819042 # DEPENDENCYPART_ARC
(26,18),-1.27991 # DEPENDENCYPART_ARC
(26,19),-0.353281 # DEPENDENCYPART_ARC
(26,20),1.37965 # DEPENDENCYPART_ARC
(26,21),-0.63879 # DEPENDENCYPART_ARC
(26,22),-0.447652 # DEPENDENCYPART_ARC
(26,23),2.92464 # DEPENDENCYPART_ARC
(26,24),3.13287 # DEPENDENCYPART_ARC
(26,25),4.25915 # DEPENDENCYPART_ARC
(26,27),0.879839 # DEPENDENCYPART_ARC
(26,28),0.834079 # DEPENDENCYPART_ARC
(26,29),0.263406 # DEPENDENCYPART_ARC
(26,30),0.0701569 # DEPENDENCYPART_ARC
(27,1),-4.48411 # DEPENDENCYPART_ARC
(27,2),0.6922 # DEPENDENCYPART_ARC
(27,3),-0.306092 # DEPENDENCYPART_ARC
(27,4),-4.19338 # DEPENDENCYPART_ARC
(27,5),-0.323544 # DEPENDENCYPART_ARC
(27,6),-0.412833 # DEPENDENCYPART_ARC
(27,7),-1.56384 # DEPENDENCYPART_ARC
(27,8),-0.458019 # DEPENDENCYPART_ARC
(27,9),1.91322 # DEPENDENCYPART_ARC
(27,10),-2.01281 # DEPENDENCYPART_ARC
(27,11),1.04448 # DEPENDENCYPART_ARC
(27,12),-1.47078 # DEPENDENCYPART_ARC
(27,13),0.311772 # DEPENDENCYPART_ARC
(27,14),-2.24072 # DEPENDENCYPART_ARC
(27,15),0.359198 # DEPENDENCYPART_ARC
(27,16),0.835875 # DEPENDENCYPART_ARC
(27,17),0.0611623 # DEPENDENCYPART_ARC
(27,18),0.907052 # DEPENDENCYPART_ARC
(27,19),0.300452 # DEPENDENCYPART_ARC
(27,20),-0.0900991 # DEPENDENCYPART_ARC
(27,21),2.83031 # DEPENDENCYPART_ARC
(27,22),0.983219 # DEPENDENCYPART_ARC
(27,23),0.820977 # DEPENDENCYPART_ARC
(27,24),1.11587 # DEPENDENCYPART_ARC
(27,25),1.1592 # DEPENDENCYPART_ARC
(27,26),1.64892 # DEPENDENCYPART_ARC
(27,28),3.69697 # DEPENDENCYPART_ARC
(27,29),1.10061 # DEPENDENCYPART_ARC
(27,30),3.38423 # DEPENDENCYPART_ARC
(28,1),-1.69649 # DEPENDENCYPART_ARC
(28,2),-1.65658 # DEPENDENCYPART_ARC
(28,3),-1.69017 # DEPENDENCYPART_ARC
(28,4),-1.49095 # DEPENDENCYPART_ARC
(28,5),-0.539804 # DEPENDENCYPART_ARC
(28,6),-0.528268 # DEPENDENCYPART_ARC
(28,7),-0.807836 # DEPENDENCYPART_ARC
(28,8),-0.805019 # DEPENDENCYPART_ARC
(28,9),0.125714 # DEPENDENCYPART_ARC
(28,10),-0.79845 # DEPENDENCYPART_ARC
(28,11),-0.722331 # DEPENDENCYPART_ARC
(28,12),-1.30261 # DEPENDENCYPART_ARC
(28,13),-0.308933 # DEPENDENCYPART_ARC
(28,14),-0.507134 # DEPENDENCYPART_ARC
(28,15),-0.88918 # DEPENDENCYPART_ARC
(28,16),0.235385 # DEPENDENCYPART_ARC
(28,17),-0.287197 # DEPENDENCYPART_ARC
(28,18),0.188246 # DEPENDENCYPART_ARC
(28,19),-0.165821 # DEPENDENCYPART_ARC
(28,20),0.230814 # DEPENDENCYPART_ARC
(28,21),0.153831 # DEPENDENCYPART_ARC
(28,22),0.855224 # DEPENDENCYPART_ARC
(28,23),0.189541 # DEPENDENCYPART_ARC
(28,24),0.0676895 # DEPENDENCYPART_ARC
(28,25),0.938609 # DEPENDENCYPART_ARC
(28,26),0.622954 # DEPENDENCYPART_ARC
(28,27),0.682138 # DEPENDENCYPART_ARC
(28,29),2.89627 # DEPENDENCYPART_ARC
(28,30),0.925975 # DEPENDENCYPART_ARC
(29,1),-7.17759 # DEPENDENCYPART_ARC
(29,2),-6.5409 # DEPENDENCYPART_ARC
(29,3),-4.8996 # DEPENDENCYPART_ARC
(29,4),-5.59038 # DEPENDENCYPART_ARC
(29,5),-8.10369 # DEPENDENCYPART_ARC
(29,6),-8.02062 # DEPENDENCYPART_ARC
(29,7),-8.13434 # DEPENDENCYPART_ARC
(29,8),-8.68041 # DEPENDENCYPART_ARC
(29,9),-2.79574 # DEPENDENCYPART_ARC
(29,10),-4.33269 # DEPENDENCYPART_ARC
(29,11),-3.50301 # DEPENDENCYPART_ARC
(29,12),-3.55539 # DEPENDENCYPART_ARC
(29,13),-3.53284 # DEPENDENCYPART_ARC
(29,14),-3.55967 # DEPENDENCYPART_ARC
(29,15),-5.26427 # DEPENDENCYPART_ARC
(29,16),-2.85475 # DEPENDENCYPART_ARC
(29,17),-3.34227 # DEPENDENCYPART_ARC
(29,18),-2.72185 # DEPENDENCYPART_ARC
(29,19),-2.06185 # DEPENDENCYPART_ARC
(29,20),-1.11819 # DEPENDENCYPART_ARC
(29,21),-3.03983 # DEPENDENCYPART_ARC
(29,22),-1.75987 # DEPENDENCYPART_ARC
(29,23),-1.65875 # DEPENDENCYPART_ARC
(29,24),-0.295504 # DEPENDENCYPART_ARC
(29,25),0.506915 # DEPENDENCYPART_ARC
(29,26),-0.713281 # DEPENDENCYPART_ARC
(29,27),-0.626455 # DEPENDENCYPART_ARC
(29,28),0.865119 # DEPENDENCYPART_ARC
(29,30),1.17279 # DEPENDENCYPART_ARC
(30,1),-3.03621 # DEPENDENCYPART_ARC
(30,2),-3.27209 # DEPENDENCYPART_ARC
(30,3),-3.25211 # DEPENDENCYPART_ARC
(30,4),-2.82964 # DEPENDENCYPART_ARC
(30,5),-2.76302 # DEPENDENCYPART_ARC
(30,6),-2.85486 # DEPENDENCYPART_ARC
(30,7),-2.81507 # DEPENDENCYPART_ARC
(30,8),-2.92108 # DEPENDENCYPART_ARC
(30,9),-1.25796 # DEPENDENCYPART_ARC
(30,10),-2.20294 # DEPENDENCYPART_ARC
(30,11),-2.59985 # DEPENDENCYPART_ARC
(30,12),-2.26816 # DEPENDENCYPART_ARC
(30,13),-2.30179 # DEPENDENCYPART_ARC
(30,14),-1.89286 # DEPENDENCYPART_ARC
(30,15),-1.9298 # DEPENDENCYPART_ARC
(30,16),-1.03505 # DEPENDENCYPART_ARC
(30,17),-1.28962 # DEPENDENCYPART_ARC
(30,18),-1.7941 # DEPENDENCYPART_ARC
(30,19),-1.46881 # DEPENDENCYPART_ARC
(30,20),-0.995356 # DEPENDENCYPART_ARC
(30,21),-1.69867 # DEPENDENCYPART_ARC
(30,22),-1.06448 # DEPENDENCYPART_ARC
(30,23),-1.17777 # DEPENDENCYPART_ARC
(30,24),-1.23765 # DEPENDENCYPART_ARC
(30,25),-1.2944 # DEPENDENCYPART_ARC
(30,26),-1.37889 # DEPENDENCYPART_ARC
(30,27),-0.660347 # DEPENDENCYPART_ARC
(30,28),-0.749201 # DEPENDENCYPART_ARC
(30,29),-0.720998 # DEPENDENCYPART_ARC
