# _root_ `` Markets in this region are n't so geared to leveraged buy-outs , and their economies generally are in good shape , but there 's no doubt that Asia is still following America 's lead . ''
#goldHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
#predictedHeads=6,6,2,5,3,0,6,9,6,9,12,10,6,6,16,18,18,14,18,21,19,18,18,25,23,27,25,27,30,28,30,30,35,33,32,6,6,
(14,1),-1.79742 # DEPENDENCYPART_ARC
(14,2),-1.31981 # DEPENDENCYPART_ARC
(14,3),-1.21302 # DEPENDENCYPART_ARC
(14,4),-1.07389 # DEPENDENCYPART_ARC
(14,5),-0.820213 # DEPENDENCYPART_ARC
(14,6),-0.511826 # DEPENDENCYPART_ARC
(14,7),-1.45422 # DEPENDENCYPART_ARC
(14,8),-1.31294 # DEPENDENCYPART_ARC
(14,9),-0.999873 # DEPENDENCYPART_ARC
(14,10),-0.64652 # DEPENDENCYPART_ARC
(14,11),-0.41518 # DEPENDENCYPART_ARC
(14,12),-0.212257 # DEPENDENCYPART_ARC
(14,13),0.0413466 # DEPENDENCYPART_ARC
(14,15),0.85618 # DEPENDENCYPART_ARC
(14,16),1.77284 # DEPENDENCYPART_ARC
(14,17),0.164368 # DEPENDENCYPART_ARC
(14,18),3.16404 # DEPENDENCYPART_ARC
(14,19),0.541918 # DEPENDENCYPART_ARC
(14,20),-0.729045 # DEPENDENCYPART_ARC
(14,21),-0.0247746 # DEPENDENCYPART_ARC
(14,22),0.378881 # DEPENDENCYPART_ARC
(14,23),0.0169703 # DEPENDENCYPART_ARC
(14,24),-1.4007 # DEPENDENCYPART_ARC
(14,25),1.49283 # DEPENDENCYPART_ARC
(14,26),-1.5293 # DEPENDENCYPART_ARC
(14,27),-3.37019 # DEPENDENCYPART_ARC
(14,28),-3.09613 # DEPENDENCYPART_ARC
(14,29),-4.69084 # DEPENDENCYPART_ARC
(14,30),1.27395 # DEPENDENCYPART_ARC
(14,31),-1.21441 # DEPENDENCYPART_ARC
(14,32),-1.70119 # DEPENDENCYPART_ARC
(14,33),-4.65568 # DEPENDENCYPART_ARC
(14,34),-2.63665 # DEPENDENCYPART_ARC
(14,35),-3.44999 # DEPENDENCYPART_ARC
(14,36),-0.588252 # DEPENDENCYPART_ARC
(14,37),-0.955464 # DEPENDENCYPART_ARC
(15,1),-3.3818 # DEPENDENCYPART_ARC
(15,2),-3.42347 # DEPENDENCYPART_ARC
(15,3),-3.16088 # DEPENDENCYPART_ARC
(15,4),-3.00608 # DEPENDENCYPART_ARC
(15,5),-3.17631 # DEPENDENCYPART_ARC
(15,6),-3.1287 # DEPENDENCYPART_ARC
(15,7),-3.21163 # DEPENDENCYPART_ARC
(15,8),-3.06693 # DEPENDENCYPART_ARC
(15,9),-2.65881 # DEPENDENCYPART_ARC
(15,10),-2.63716 # DEPENDENCYPART_ARC
(15,11),-2.37613 # DEPENDENCYPART_ARC
(15,12),-1.8757 # DEPENDENCYPART_ARC
(15,13),-1.50068 # DEPENDENCYPART_ARC
(15,14),-1.04021 # DEPENDENCYPART_ARC
(15,16),1.10597 # DEPENDENCYPART_ARC
(15,17),-0.0888174 # DEPENDENCYPART_ARC
(15,18),-0.0557418 # DEPENDENCYPART_ARC
(15,19),-0.498247 # DEPENDENCYPART_ARC
(15,20),-0.80414 # DEPENDENCYPART_ARC
(15,21),-1.19774 # DEPENDENCYPART_ARC
(15,22),-0.403371 # DEPENDENCYPART_ARC
(15,23),-0.421234 # DEPENDENCYPART_ARC
(15,24),-1.48721 # DEPENDENCYPART_ARC
(15,25),-0.994491 # DEPENDENCYPART_ARC
(15,26),-1.81635 # DEPENDENCYPART_ARC
(15,27),-1.7891 # DEPENDENCYPART_ARC
(15,28),-2.02801 # DEPENDENCYPART_ARC
(15,29),-2.13452 # DEPENDENCYPART_ARC
(15,30),-1.48562 # DEPENDENCYPART_ARC
(15,31),-1.95734 # DEPENDENCYPART_ARC
(15,32),-1.82383 # DEPENDENCYPART_ARC
(15,33),-2.54736 # DEPENDENCYPART_ARC
(15,34),-2.50502 # DEPENDENCYPART_ARC
(15,35),-2.55804 # DEPENDENCYPART_ARC
(15,36),-1.68915 # DEPENDENCYPART_ARC
(15,37),-1.66884 # DEPENDENCYPART_ARC
(16,1),-2.99034 # DEPENDENCYPART_ARC
(16,2),-3.62908 # DEPENDENCYPART_ARC
(16,3),-1.91156 # DEPENDENCYPART_ARC
(16,4),-2.43948 # DEPENDENCYPART_ARC
(16,5),-2.59539 # DEPENDENCYPART_ARC
(16,6),-1.80323 # DEPENDENCYPART_ARC
(16,7),-1.63462 # DEPENDENCYPART_ARC
(16,8),-1.40767 # DEPENDENCYPART_ARC
(16,9),-0.847594 # DEPENDENCYPART_ARC
(16,10),-1.33979 # DEPENDENCYPART_ARC
(16,11),0.165512 # DEPENDENCYPART_ARC
(16,12),-0.54861 # DEPENDENCYPART_ARC
(16,13),-0.901296 # DEPENDENCYPART_ARC
(16,14),-0.0816771 # DEPENDENCYPART_ARC
(16,15),4.0969 # DEPENDENCYPART_ARC
(16,17),0.797544 # DEPENDENCYPART_ARC
(16,18),0.456396 # DEPENDENCYPART_ARC
(16,19),-0.0873353 # DEPENDENCYPART_ARC
(16,20),-0.248833 # DEPENDENCYPART_ARC
(16,21),-0.1499 # DEPENDENCYPART_ARC
(16,22),-0.180785 # DEPENDENCYPART_ARC
(16,23),-0.516867 # DEPENDENCYPART_ARC
(16,24),-0.771157 # DEPENDENCYPART_ARC
(16,25),-1.11701 # DEPENDENCYPART_ARC
(16,26),-1.17175 # DEPENDENCYPART_ARC
(16,27),-1.72724 # DEPENDENCYPART_ARC
(16,28),-1.26897 # DEPENDENCYPART_ARC
(16,29),-1.30491 # DEPENDENCYPART_ARC
(16,30),-1.67405 # DEPENDENCYPART_ARC
(16,31),-1.63302 # DEPENDENCYPART_ARC
(16,32),-1.03656 # DEPENDENCYPART_ARC
(16,33),-1.54972 # DEPENDENCYPART_ARC
(16,34),-1.89508 # DEPENDENCYPART_ARC
(16,35),-2.22137 # DEPENDENCYPART_ARC
(16,36),0.375973 # DEPENDENCYPART_ARC
(16,37),-0.960809 # DEPENDENCYPART_ARC
(17,1),-2.13104 # DEPENDENCYPART_ARC
(17,2),-2.15126 # DEPENDENCYPART_ARC
(17,3),-1.88617 # DEPENDENCYPART_ARC
(17,4),-1.52807 # DEPENDENCYPART_ARC
(17,5),-2.41043 # DEPENDENCYPART_ARC
(17,6),-1.85706 # DEPENDENCYPART_ARC
(17,7),-1.34325 # DEPENDENCYPART_ARC
(17,8),-1.30731 # DEPENDENCYPART_ARC
(17,9),-1.23234 # DEPENDENCYPART_ARC
(17,10),-1.10711 # DEPENDENCYPART_ARC
(17,11),-0.948951 # DEPENDENCYPART_ARC
(17,12),-1.22905 # DEPENDENCYPART_ARC
(17,13),-0.165297 # DEPENDENCYPART_ARC
(17,14),-0.726624 # DEPENDENCYPART_ARC
(17,15),0.441431 # DEPENDENCYPART_ARC
(17,16),0.155519 # DEPENDENCYPART_ARC
(17,18),0.256831 # DEPENDENCYPART_ARC
(17,19),-0.51539 # DEPENDENCYPART_ARC
(17,20),-0.74245 # DEPENDENCYPART_ARC
(17,21),-1.06049 # DEPENDENCYPART_ARC
(17,22),-0.814321 # DEPENDENCYPART_ARC
(17,23),-0.695207 # DEPENDENCYPART_ARC
(17,24),-1.98428 # DEPENDENCYPART_ARC
(17,25),-1.36178 # DEPENDENCYPART_ARC
(17,26),-1.88292 # DEPENDENCYPART_ARC
(17,27),-2.62347 # DEPENDENCYPART_ARC
(17,28),-2.14098 # DEPENDENCYPART_ARC
(17,29),-2.72057 # DEPENDENCYPART_ARC
(17,30),-2.05313 # DEPENDENCYPART_ARC
(17,31),-2.44778 # DEPENDENCYPART_ARC
(17,32),-1.99442 # DEPENDENCYPART_ARC
(17,33),-3.11099 # DEPENDENCYPART_ARC
(17,34),-2.92313 # DEPENDENCYPART_ARC
(17,35),-3.45334 # DEPENDENCYPART_ARC
(17,36),-0.421891 # DEPENDENCYPART_ARC
(17,37),-1.86997 # DEPENDENCYPART_ARC
(18,1),1.50684 # DEPENDENCYPART_ARC
(18,2),0.512585 # DEPENDENCYPART_ARC
(18,3),-0.252936 # DEPENDENCYPART_ARC
(18,4),-0.543802 # DEPENDENCYPART_ARC
(18,5),-0.286097 # DEPENDENCYPART_ARC
(18,6),0.0171034 # DEPENDENCYPART_ARC
(18,7),0.63062 # DEPENDENCYPART_ARC
(18,8),0.503981 # DEPENDENCYPART_ARC
(18,9),0.315261 # DEPENDENCYPART_ARC
(18,10),0.625766 # DEPENDENCYPART_ARC
(18,11),0.68765 # DEPENDENCYPART_ARC
(18,12),1.29681 # DEPENDENCYPART_ARC
(18,13),1.00548 # DEPENDENCYPART_ARC
(18,14),0.241647 # DEPENDENCYPART_ARC
(18,15),1.54533 # DEPENDENCYPART_ARC
(18,16),2.58122 # DEPENDENCYPART_ARC
(18,17),2.49037 # DEPENDENCYPART_ARC
(18,19),3.52512 # DEPENDENCYPART_ARC
(18,20),1.50204 # DEPENDENCYPART_ARC
(18,21),1.3071 # DEPENDENCYPART_ARC
(18,22),2.97047 # DEPENDENCYPART_ARC
(18,23),2.43992 # DEPENDENCYPART_ARC
(18,24),-0.191883 # DEPENDENCYPART_ARC
(18,25),0.601 # DEPENDENCYPART_ARC
(18,26),-0.257698 # DEPENDENCYPART_ARC
(18,27),-0.772702 # DEPENDENCYPART_ARC
(18,28),-1.54532 # DEPENDENCYPART_ARC
(18,29),-0.895126 # DEPENDENCYPART_ARC
(18,30),-0.768192 # DEPENDENCYPART_ARC
(18,31),0.20479 # DEPENDENCYPART_ARC
(18,32),-0.0561922 # DEPENDENCYPART_ARC
(18,33),-1.38372 # DEPENDENCYPART_ARC
(18,34),-1.00041 # DEPENDENCYPART_ARC
(18,35),-1.26503 # DEPENDENCYPART_ARC
(18,36),4.42764 # DEPENDENCYPART_ARC
(18,37),2.99436 # DEPENDENCYPART_ARC
(19,1),-2.21025 # DEPENDENCYPART_ARC
(19,2),-2.15337 # DEPENDENCYPART_ARC
(19,3),-2.30698 # DEPENDENCYPART_ARC
(19,4),-2.91031 # DEPENDENCYPART_ARC
(19,5),-2.94166 # DEPENDENCYPART_ARC
(19,6),-2.39019 # DEPENDENCYPART_ARC
(19,7),-2.47513 # DEPENDENCYPART_ARC
(19,8),-2.77021 # DEPENDENCYPART_ARC
(19,9),-1.63238 # DEPENDENCYPART_ARC
(19,10),-1.3913 # DEPENDENCYPART_ARC
(19,11),-1.42602 # DEPENDENCYPART_ARC
(19,12),-1.33351 # DEPENDENCYPART_ARC
(19,13),-0.906825 # DEPENDENCYPART_ARC
(19,14),-0.961952 # DEPENDENCYPART_ARC
(19,15),-0.401476 # DEPENDENCYPART_ARC
(19,16),-0.684429 # DEPENDENCYPART_ARC
(19,17),-0.203486 # DEPENDENCYPART_ARC
(19,18),-0.22999 # DEPENDENCYPART_ARC
(19,20),1.66518 # DEPENDENCYPART_ARC
(19,21),3.93958 # DEPENDENCYPART_ARC
(19,22),1.36673 # DEPENDENCYPART_ARC
(19,23),0.755612 # DEPENDENCYPART_ARC
(19,24),-0.00415213 # DEPENDENCYPART_ARC
(19,25),0.542261 # DEPENDENCYPART_ARC
(19,26),-0.818143 # DEPENDENCYPART_ARC
(19,27),-1.4111 # DEPENDENCYPART_ARC
(19,28),-1.9891 # DEPENDENCYPART_ARC
(19,29),-2.23496 # DEPENDENCYPART_ARC
(19,30),-3.20652 # DEPENDENCYPART_ARC
(19,31),-1.06938 # DEPENDENCYPART_ARC
(19,32),-2.38596 # DEPENDENCYPART_ARC
(19,33),-4.5914 # DEPENDENCYPART_ARC
(19,34),-1.34412 # DEPENDENCYPART_ARC
(19,35),-3.71206 # DEPENDENCYPART_ARC
(19,36),1.33174 # DEPENDENCYPART_ARC
(19,37),-0.562548 # DEPENDENCYPART_ARC
(20,1),-3.38522 # DEPENDENCYPART_ARC
(20,2),-3.70473 # DEPENDENCYPART_ARC
(20,3),-3.15238 # DEPENDENCYPART_ARC
(20,4),-3.29684 # DEPENDENCYPART_ARC
(20,5),-3.28821 # DEPENDENCYPART_ARC
(20,6),-3.64644 # DEPENDENCYPART_ARC
(20,7),-4.04131 # DEPENDENCYPART_ARC
(20,8),-2.52123 # DEPENDENCYPART_ARC
(20,9),-2.84068 # DEPENDENCYPART_ARC
(20,10),-1.65231 # DEPENDENCYPART_ARC
(20,11),-2.53739 # DEPENDENCYPART_ARC
(20,12),-2.53153 # DEPENDENCYPART_ARC
(20,13),-1.73893 # DEPENDENCYPART_ARC
(20,14),-2.40613 # DEPENDENCYPART_ARC
(20,15),-0.779314 # DEPENDENCYPART_ARC
(20,16),-1.57475 # DEPENDENCYPART_ARC
(20,17),-0.621396 # DEPENDENCYPART_ARC
(20,18),-1.47324 # DEPENDENCYPART_ARC
(20,19),-0.0960302 # DEPENDENCYPART_ARC
(20,21),1.06162 # DEPENDENCYPART_ARC
(20,22),-1.04606 # DEPENDENCYPART_ARC
(20,23),-0.481145 # DEPENDENCYPART_ARC
(20,24),-1.31432 # DEPENDENCYPART_ARC
(20,25),-0.623158 # DEPENDENCYPART_ARC
(20,26),-1.88583 # DEPENDENCYPART_ARC
(20,27),-1.54122 # DEPENDENCYPART_ARC
(20,28),-2.00154 # DEPENDENCYPART_ARC
(20,29),-1.8823 # DEPENDENCYPART_ARC
(20,30),-1.4346 # DEPENDENCYPART_ARC
(20,31),-1.90281 # DEPENDENCYPART_ARC
(20,32),-1.67581 # DEPENDENCYPART_ARC
(20,33),-2.27991 # DEPENDENCYPART_ARC
(20,34),-2.00296 # DEPENDENCYPART_ARC
(20,35),-2.16224 # DEPENDENCYPART_ARC
(20,36),-0.0286902 # DEPENDENCYPART_ARC
(20,37),-2.30651 # DEPENDENCYPART_ARC
(21,1),-2.92921 # DEPENDENCYPART_ARC
(21,2),-2.90434 # DEPENDENCYPART_ARC
(21,3),-3.05255 # DEPENDENCYPART_ARC
(21,4),-2.1493 # DEPENDENCYPART_ARC
(21,5),-3.31204 # DEPENDENCYPART_ARC
(21,6),-2.16342 # DEPENDENCYPART_ARC
(21,7),-3.37139 # DEPENDENCYPART_ARC
(21,8),-3.29067 # DEPENDENCYPART_ARC
(21,9),-1.89224 # DEPENDENCYPART_ARC
(21,10),-2.35375 # DEPENDENCYPART_ARC
(21,11),-0.952097 # DEPENDENCYPART_ARC
(21,12),-1.32402 # DEPENDENCYPART_ARC
(21,13),-1.59953 # DEPENDENCYPART_ARC
(21,14),-1.42607 # DEPENDENCYPART_ARC
(21,15),0.616798 # DEPENDENCYPART_ARC
(21,16),0.21208 # DEPENDENCYPART_ARC
(21,17),-0.146006 # DEPENDENCYPART_ARC
(21,18),-0.222257 # DEPENDENCYPART_ARC
(21,19),0.971098 # DEPENDENCYPART_ARC
(21,20),3.97606 # DEPENDENCYPART_ARC
(21,22),1.23189 # DEPENDENCYPART_ARC
(21,23),0.756966 # DEPENDENCYPART_ARC
(21,24),-0.222524 # DEPENDENCYPART_ARC
(21,25),-0.221905 # DEPENDENCYPART_ARC
(21,26),-0.688344 # DEPENDENCYPART_ARC
(21,27),-0.816579 # DEPENDENCYPART_ARC
(21,28),-0.465086 # DEPENDENCYPART_ARC
(21,29),-1.20036 # DEPENDENCYPART_ARC
(21,30),-0.632599 # DEPENDENCYPART_ARC
(21,31),-1.07981 # DEPENDENCYPART_ARC
(21,32),-0.95133 # DEPENDENCYPART_ARC
(21,33),-1.60151 # DEPENDENCYPART_ARC
(21,34),-1.12243 # DEPENDENCYPART_ARC
(21,35),-1.46326 # DEPENDENCYPART_ARC
(21,36),0.847245 # DEPENDENCYPART_ARC
(21,37),-0.604546 # DEPENDENCYPART_ARC
(22,1),-2.76076 # DEPENDENCYPART_ARC
(22,2),-3.0247 # DEPENDENCYPART_ARC
(22,3),-2.9309 # DEPENDENCYPART_ARC
(22,4),-2.58294 # DEPENDENCYPART_ARC
(22,5),-2.77283 # DEPENDENCYPART_ARC
(22,6),-2.82217 # DEPENDENCYPART_ARC
(22,7),-3.06684 # DEPENDENCYPART_ARC
(22,8),-3.01463 # DEPENDENCYPART_ARC
(22,9),-1.89164 # DEPENDENCYPART_ARC
(22,10),-1.73302 # DEPENDENCYPART_ARC
(22,11),-1.69774 # DEPENDENCYPART_ARC
(22,12),-2.13923 # DEPENDENCYPART_ARC
(22,13),-0.678174 # DEPENDENCYPART_ARC
(22,14),-2.10119 # DEPENDENCYPART_ARC
(22,15),-1.13258 # DEPENDENCYPART_ARC
(22,16),-1.55266 # DEPENDENCYPART_ARC
(22,17),-1.98304 # DEPENDENCYPART_ARC
(22,18),-1.84296 # DEPENDENCYPART_ARC
(22,19),-1.03082 # DEPENDENCYPART_ARC
(22,20),-1.16253 # DEPENDENCYPART_ARC
(22,21),-0.863667 # DEPENDENCYPART_ARC
(22,23),-0.0472506 # DEPENDENCYPART_ARC
(22,24),-0.871757 # DEPENDENCYPART_ARC
(22,25),-0.67867 # DEPENDENCYPART_ARC
(22,26),-1.53043 # DEPENDENCYPART_ARC
(22,27),-1.6752 # DEPENDENCYPART_ARC
(22,28),-1.53725 # DEPENDENCYPART_ARC
(22,29),-1.7863 # DEPENDENCYPART_ARC
(22,30),-1.48895 # DEPENDENCYPART_ARC
(22,31),-1.91397 # DEPENDENCYPART_ARC
(22,32),-1.83455 # DEPENDENCYPART_ARC
(22,33),-2.24214 # DEPENDENCYPART_ARC
(22,34),-2.3214 # DEPENDENCYPART_ARC
(22,35),-2.75618 # DEPENDENCYPART_ARC
(22,36),-1.80129 # DEPENDENCYPART_ARC
(22,37),-1.64848 # DEPENDENCYPART_ARC
(23,1),-2.93273 # DEPENDENCYPART_ARC
(23,2),-2.81372 # DEPENDENCYPART_ARC
(23,3),-2.43576 # DEPENDENCYPART_ARC
(23,4),-2.56902 # DEPENDENCYPART_ARC
(23,5),-2.64206 # DEPENDENCYPART_ARC
(23,6),-1.93873 # DEPENDENCYPART_ARC
(23,7),-2.70327 # DEPENDENCYPART_ARC
(23,8),-2.60335 # DEPENDENCYPART_ARC
(23,9),-2.13738 # DEPENDENCYPART_ARC
(23,10),-1.86381 # DEPENDENCYPART_ARC
(23,11),-1.89881 # DEPENDENCYPART_ARC
(23,12),-1.73465 # DEPENDENCYPART_ARC
(23,13),-2.11357 # DEPENDENCYPART_ARC
(23,14),-1.85493 # DEPENDENCYPART_ARC
(23,15),-0.943033 # DEPENDENCYPART_ARC
(23,16),-1.10555 # DEPENDENCYPART_ARC
(23,17),-1.55786 # DEPENDENCYPART_ARC
(23,18),-1.27339 # DEPENDENCYPART_ARC
(23,19),-0.670591 # DEPENDENCYPART_ARC
(23,20),-0.49377 # DEPENDENCYPART_ARC
(23,21),-0.486352 # DEPENDENCYPART_ARC
(23,22),-0.400065 # DEPENDENCYPART_ARC
(23,24),0.440512 # DEPENDENCYPART_ARC
(23,25),3.52569 # DEPENDENCYPART_ARC
(23,26),-0.471045 # DEPENDENCYPART_ARC
(23,27),-0.875558 # DEPENDENCYPART_ARC
(23,28),-0.788113 # DEPENDENCYPART_ARC
(23,29),-2.15034 # DEPENDENCYPART_ARC
(23,30),1.75567 # DEPENDENCYPART_ARC
(23,31),-1.02637 # DEPENDENCYPART_ARC
(23,32),-1.01568 # DEPENDENCYPART_ARC
(23,33),-2.56035 # DEPENDENCYPART_ARC
(23,34),-2.30645 # DEPENDENCYPART_ARC
(23,35),-2.20468 # DEPENDENCYPART_ARC
(23,36),0.988688 # DEPENDENCYPART_ARC
(23,37),0.572278 # DEPENDENCYPART_ARC
(24,1),-4.11915 # DEPENDENCYPART_ARC
(24,2),-3.91571 # DEPENDENCYPART_ARC
(24,3),-3.58771 # DEPENDENCYPART_ARC
(24,4),-3.4053 # DEPENDENCYPART_ARC
(24,5),-3.79725 # DEPENDENCYPART_ARC
(24,6),-3.41422 # DEPENDENCYPART_ARC
(24,7),-3.61349 # DEPENDENCYPART_ARC
(24,8),-3.51772 # DEPENDENCYPART_ARC
(24,9),-3.06364 # DEPENDENCYPART_ARC
(24,10),-2.97101 # DEPENDENCYPART_ARC
(24,11),-2.82286 # DEPENDENCYPART_ARC
(24,12),-2.82947 # DEPENDENCYPART_ARC
(24,13),-2.49343 # DEPENDENCYPART_ARC
(24,14),-3.04348 # DEPENDENCYPART_ARC
(24,15),-1.97975 # DEPENDENCYPART_ARC
(24,16),-2.34127 # DEPENDENCYPART_ARC
(24,17),-2.49172 # DEPENDENCYPART_ARC
(24,18),-2.21435 # DEPENDENCYPART_ARC
(24,19),-1.79831 # DEPENDENCYPART_ARC
(24,20),-1.47987 # DEPENDENCYPART_ARC
(24,21),-1.38676 # DEPENDENCYPART_ARC
(24,22),-0.998915 # DEPENDENCYPART_ARC
(24,23),-0.676615 # DEPENDENCYPART_ARC
(24,25),0.586017 # DEPENDENCYPART_ARC
(24,26),-0.434099 # DEPENDENCYPART_ARC
(24,27),-0.31624 # DEPENDENCYPART_ARC
(24,28),-1.12817 # DEPENDENCYPART_ARC
(24,29),-0.731863 # DEPENDENCYPART_ARC
(24,30),-0.880103 # DEPENDENCYPART_ARC
(24,31),-1.17856 # DEPENDENCYPART_ARC
(24,32),-1.04923 # DEPENDENCYPART_ARC
(24,33),-1.48988 # DEPENDENCYPART_ARC
(24,34),-2.03864 # DEPENDENCYPART_ARC
(24,35),-1.5277 # DEPENDENCYPART_ARC
(24,36),-1.00542 # DEPENDENCYPART_ARC
(24,37),-1.01103 # DEPENDENCYPART_ARC
(25,1),-0.599931 # DEPENDENCYPART_ARC
(25,2),-2.49362 # DEPENDENCYPART_ARC
(25,3),-1.36799 # DEPENDENCYPART_ARC
(25,4),-2.02618 # DEPENDENCYPART_ARC
(25,5),-1.98325 # DEPENDENCYPART_ARC
(25,6),-0.912367 # DEPENDENCYPART_ARC
(25,7),-0.537085 # DEPENDENCYPART_ARC
(25,8),-0.652757 # DEPENDENCYPART_ARC
(25,9),-0.672889 # DEPENDENCYPART_ARC
(25,10),-1.19713 # DEPENDENCYPART_ARC
(25,11),-0.537168 # DEPENDENCYPART_ARC
(25,12),-1.57225 # DEPENDENCYPART_ARC
(25,13),-0.974162 # DEPENDENCYPART_ARC
(25,14),-0.746153 # DEPENDENCYPART_ARC
(25,15),-0.300167 # DEPENDENCYPART_ARC
(25,16),-0.945878 # DEPENDENCYPART_ARC
(25,17),0.170407 # DEPENDENCYPART_ARC
(25,18),-0.126266 # DEPENDENCYPART_ARC
(25,19),0.864392 # DEPENDENCYPART_ARC
(25,20),-0.00601992 # DEPENDENCYPART_ARC
(25,21),-0.544397 # DEPENDENCYPART_ARC
(25,22),0.393568 # DEPENDENCYPART_ARC
(25,23),1.24496 # DEPENDENCYPART_ARC
(25,24),3.65196 # DEPENDENCYPART_ARC
(25,26),1.70001 # DEPENDENCYPART_ARC
(25,27),3.46153 # DEPENDENCYPART_ARC
(25,28),1.32597 # DEPENDENCYPART_ARC
(25,29),1.08007 # DEPENDENCYPART_ARC
(25,30),2.03407 # DEPENDENCYPART_ARC
(25,31),1.23206 # DEPENDENCYPART_ARC
(25,32),1.06721 # DEPENDENCYPART_ARC
(25,33),-0.177306 # DEPENDENCYPART_ARC
(25,34),0.18938 # DEPENDENCYPART_ARC
(25,35),1.27267 # DEPENDENCYPART_ARC
(25,36),3.03657 # DEPENDENCYPART_ARC
(25,37),2.81472 # DEPENDENCYPART_ARC
(26,1),-3.48539 # DEPENDENCYPART_ARC
(26,2),-3.7763 # DEPENDENCYPART_ARC
(26,3),-3.06551 # DEPENDENCYPART_ARC
(26,4),-2.92806 # DEPENDENCYPART_ARC
(26,5),-3.71979 # DEPENDENCYPART_ARC
(26,6),-3.06713 # DEPENDENCYPART_ARC
(26,7),-2.83222 # DEPENDENCYPART_ARC
(26,8),-2.80586 # DEPENDENCYPART_ARC
(26,9),-2.63033 # DEPENDENCYPART_ARC
(26,10),-2.47245 # DEPENDENCYPART_ARC
(26,11),-2.43507 # DEPENDENCYPART_ARC
(26,12),-2.59566 # DEPENDENCYPART_ARC
(26,13),-2.08968 # DEPENDENCYPART_ARC
(26,14),-2.5223 # DEPENDENCYPART_ARC
(26,15),-1.54199 # DEPENDENCYPART_ARC
(26,16),-2.02698 # DEPENDENCYPART_ARC
(26,17),-1.82993 # DEPENDENCYPART_ARC
(26,18),-1.8664 # DEPENDENCYPART_ARC
(26,19),-1.10891 # DEPENDENCYPART_ARC
(26,20),-1.38338 # DEPENDENCYPART_ARC
(26,21),-1.53329 # DEPENDENCYPART_ARC
(26,22),-0.873169 # DEPENDENCYPART_ARC
(26,23),-1.21218 # DEPENDENCYPART_ARC
(26,24),0.0715249 # DEPENDENCYPART_ARC
(26,25),-0.0469571 # DEPENDENCYPART_ARC
(26,27),1.41712 # DEPENDENCYPART_ARC
(26,28),-0.149982 # DEPENDENCYPART_ARC
(26,29),0.0923433 # DEPENDENCYPART_ARC
(26,30),0.737002 # DEPENDENCYPART_ARC
(26,31),-0.171648 # DEPENDENCYPART_ARC
(26,32),0.155862 # DEPENDENCYPART_ARC
(26,33),-0.674648 # DEPENDENCYPART_ARC
(26,34),-0.886696 # DEPENDENCYPART_ARC
(26,35),-0.504088 # DEPENDENCYPART_ARC
(26,36),-0.0807376 # DEPENDENCYPART_ARC
(26,37),-0.217608 # DEPENDENCYPART_ARC
(27,1),-3.59487 # DEPENDENCYPART_ARC
(27,2),-3.69975 # DEPENDENCYPART_ARC
(27,3),-3.25815 # DEPENDENCYPART_ARC
(27,4),-4.97051 # DEPENDENCYPART_ARC
(27,5),-5.42541 # DEPENDENCYPART_ARC
(27,6),-3.05637 # DEPENDENCYPART_ARC
(27,7),-4.54718 # DEPENDENCYPART_ARC
(27,8),-4.68104 # DEPENDENCYPART_ARC
(27,9),-2.98308 # DEPENDENCYPART_ARC
(27,10),-2.97419 # DEPENDENCYPART_ARC
(27,11),-2.33201 # DEPENDENCYPART_ARC
(27,12),-2.47062 # DEPENDENCYPART_ARC
(27,13),-1.83255 # DEPENDENCYPART_ARC
(27,14),-1.58644 # DEPENDENCYPART_ARC
(27,15),-1.18022 # DEPENDENCYPART_ARC
(27,16),-1.5074 # DEPENDENCYPART_ARC
(27,17),-2.53355 # DEPENDENCYPART_ARC
(27,18),-1.63809 # DEPENDENCYPART_ARC
(27,19),-0.307441 # DEPENDENCYPART_ARC
(27,20),-0.224429 # DEPENDENCYPART_ARC
(27,21),-1.97972 # DEPENDENCYPART_ARC
(27,22),-0.0700252 # DEPENDENCYPART_ARC
(27,23),-0.471199 # DEPENDENCYPART_ARC
(27,24),1.18328 # DEPENDENCYPART_ARC
(27,25),0.506591 # DEPENDENCYPART_ARC
(27,26),4.30175 # DEPENDENCYPART_ARC
(27,28),1.40151 # DEPENDENCYPART_ARC
(27,29),0.991262 # DEPENDENCYPART_ARC
(27,30),2.49523 # DEPENDENCYPART_ARC
(27,31),0.588272 # DEPENDENCYPART_ARC
(27,32),0.73488 # DEPENDENCYPART_ARC
(27,33),0.253259 # DEPENDENCYPART_ARC
(27,34),1.4101 # DEPENDENCYPART_ARC
(27,35),-0.141048 # DEPENDENCYPART_ARC
(27,36),2.06635 # DEPENDENCYPART_ARC
(27,37),0.232794 # DEPENDENCYPART_ARC
(28,1),-3.10957 # DEPENDENCYPART_ARC
(28,2),-4.22891 # DEPENDENCYPART_ARC
(28,3),-3.06744 # DEPENDENCYPART_ARC
(28,4),-3.50268 # DEPENDENCYPART_ARC
(28,5),-4.33605 # DEPENDENCYPART_ARC
(28,6),-3.29215 # DEPENDENCYPART_ARC
(28,7),-3.07407 # DEPENDENCYPART_ARC
(28,8),-3.13075 # DEPENDENCYPART_ARC
