# _root_ `` That secrecy leads to a proposal like the one from Ways and Means , which seems to me sort of draconian , '' he said .
#goldHeads=26,3,4,26,4,7,5,7,10,8,10,11,12,13,10,17,10,17,18,21,17,21,26,26,26,0,26,
#predictedHeads=26,3,4,26,4,7,5,7,10,8,10,11,12,13,12,17,7,17,18,18,20,21,26,26,26,0,26,
(19,16),-0.382457 # DEPENDENCYPART_ARC
(19,17),-1.28396 # DEPENDENCYPART_ARC
(19,18),-0.468439 # DEPENDENCYPART_ARC
(19,20),0.421909 # DEPENDENCYPART_ARC
(19,21),0.0275932 # DEPENDENCYPART_ARC
(19,22),-0.740808 # DEPENDENCYPART_ARC
(19,23),-0.113423 # DEPENDENCYPART_ARC
(19,24),-0.507996 # DEPENDENCYPART_ARC
(19,25),-0.582053 # DEPENDENCYPART_ARC
(19,26),-0.606832 # DEPENDENCYPART_ARC
(19,27),-0.633926 # DEPENDENCYPART_ARC
(20,1),-3.02101 # DEPENDENCYPART_ARC
(20,2),-7.08128 # DEPENDENCYPART_ARC
(20,3),-6.0813 # DEPENDENCYPART_ARC
(20,4),-2.64178 # DEPENDENCYPART_ARC
(20,5),-2.7517 # DEPENDENCYPART_ARC
(20,6),-2.17385 # DEPENDENCYPART_ARC
(20,7),-4.65956 # DEPENDENCYPART_ARC
(20,8),-1.09412 # DEPENDENCYPART_ARC
(20,9),-0.699247 # DEPENDENCYPART_ARC
(20,10),-1.13742 # DEPENDENCYPART_ARC
(20,11),-0.763136 # DEPENDENCYPART_ARC
(20,12),-1.1871 # DEPENDENCYPART_ARC
(20,13),-1.39368 # DEPENDENCYPART_ARC
(20,14),-1.3259 # DEPENDENCYPART_ARC
(20,15),-0.67766 # DEPENDENCYPART_ARC
(20,16),0.428783 # DEPENDENCYPART_ARC
(20,17),-0.15031 # DEPENDENCYPART_ARC
(20,18),0.471772 # DEPENDENCYPART_ARC
(20,19),2.05052 # DEPENDENCYPART_ARC
(20,21),3.0111 # DEPENDENCYPART_ARC
(20,22),0.942327 # DEPENDENCYPART_ARC
(20,23),0.818438 # DEPENDENCYPART_ARC
(20,24),0.959153 # DEPENDENCYPART_ARC
(20,25),0.131634 # DEPENDENCYPART_ARC
(20,26),0.930826 # DEPENDENCYPART_ARC
(20,27),0.751369 # DEPENDENCYPART_ARC
(21,1),-1.28049 # DEPENDENCYPART_ARC
(21,2),-1.9369 # DEPENDENCYPART_ARC
(21,3),-2.3181 # DEPENDENCYPART_ARC
(21,4),-1.86595 # DEPENDENCYPART_ARC
(21,5),-1.68559 # DEPENDENCYPART_ARC
(21,6),-2.2239 # DEPENDENCYPART_ARC
(21,7),-1.79935 # DEPENDENCYPART_ARC
(21,8),-1.22313 # DEPENDENCYPART_ARC
(21,9),-1.78757 # DEPENDENCYPART_ARC
(21,10),-1.33408 # DEPENDENCYPART_ARC
(21,11),-0.52685 # DEPENDENCYPART_ARC
(21,12),-0.647669 # DEPENDENCYPART_ARC
(21,13),-1.16587 # DEPENDENCYPART_ARC
(21,14),-0.672562 # DEPENDENCYPART_ARC
(21,15),-0.621998 # DEPENDENCYPART_ARC
(21,16),0.7959 # DEPENDENCYPART_ARC
(21,17),-0.0747887 # DEPENDENCYPART_ARC
(21,18),0.0306978 # DEPENDENCYPART_ARC
(21,19),0.29949 # DEPENDENCYPART_ARC
(21,20),2.26701 # DEPENDENCYPART_ARC
(21,22),1.70473 # DEPENDENCYPART_ARC
(21,23),0.413813 # DEPENDENCYPART_ARC
(21,24),0.459733 # DEPENDENCYPART_ARC
(21,25),0.113142 # DEPENDENCYPART_ARC
(21,26),-0.609926 # DEPENDENCYPART_ARC
(21,27),0.605934 # DEPENDENCYPART_ARC
(22,1),-2.60567 # DEPENDENCYPART_ARC
(22,2),-2.76536 # DEPENDENCYPART_ARC
(22,3),-2.44613 # DEPENDENCYPART_ARC
(22,4),-2.81701 # DEPENDENCYPART_ARC
(22,5),-1.06463 # DEPENDENCYPART_ARC
(22,6),-0.9034 # DEPENDENCYPART_ARC
(22,7),-2.12731 # DEPENDENCYPART_ARC
(22,8),-1.73312 # DEPENDENCYPART_ARC
(22,9),-1.11902 # DEPENDENCYPART_ARC
(22,10),-1.68726 # DEPENDENCYPART_ARC
(22,11),-1.29327 # DEPENDENCYPART_ARC
(22,12),-1.4307 # DEPENDENCYPART_ARC
(22,13),-2.00783 # DEPENDENCYPART_ARC
(22,14),-1.52862 # DEPENDENCYPART_ARC
(22,15),-0.8642 # DEPENDENCYPART_ARC
(22,16),-0.23144 # DEPENDENCYPART_ARC
(22,17),-1.22511 # DEPENDENCYPART_ARC
(22,18),-0.280927 # DEPENDENCYPART_ARC
(22,19),-0.589162 # DEPENDENCYPART_ARC
(22,20),0.356195 # DEPENDENCYPART_ARC
(22,21),1.04694 # DEPENDENCYPART_ARC
(22,23),1.13325 # DEPENDENCYPART_ARC
(22,24),1.12794 # DEPENDENCYPART_ARC
(22,25),0.316832 # DEPENDENCYPART_ARC
(22,26),0.253717 # DEPENDENCYPART_ARC
(22,27),0.0673013 # DEPENDENCYPART_ARC
(23,1),-2.82127 # DEPENDENCYPART_ARC
(23,2),-3.07064 # DEPENDENCYPART_ARC
(23,3),-2.72722 # DEPENDENCYPART_ARC
(23,4),-2.95399 # DEPENDENCYPART_ARC
(23,5),-2.29646 # DEPENDENCYPART_ARC
(23,6),-2.55021 # DEPENDENCYPART_ARC
(23,7),-2.40547 # DEPENDENCYPART_ARC
(23,8),-2.42617 # DEPENDENCYPART_ARC
(23,9),-2.29177 # DEPENDENCYPART_ARC
(23,10),-2.4217 # DEPENDENCYPART_ARC
(23,11),-2.10322 # DEPENDENCYPART_ARC
(23,12),-2.51859 # DEPENDENCYPART_ARC
(23,13),-2.3243 # DEPENDENCYPART_ARC
(23,14),-2.30998 # DEPENDENCYPART_ARC
(23,15),-0.847934 # DEPENDENCYPART_ARC
(23,16),-1.20483 # DEPENDENCYPART_ARC
(23,17),-1.56556 # DEPENDENCYPART_ARC
(23,18),-1.6249 # DEPENDENCYPART_ARC
(23,19),-1.50383 # DEPENDENCYPART_ARC
(23,20),-0.978967 # DEPENDENCYPART_ARC
(23,21),-1.05225 # DEPENDENCYPART_ARC
(23,22),-0.623666 # DEPENDENCYPART_ARC
(23,24),0.493452 # DEPENDENCYPART_ARC
(23,25),-0.633309 # DEPENDENCYPART_ARC
(23,26),-0.439532 # DEPENDENCYPART_ARC
(23,27),-0.82078 # DEPENDENCYPART_ARC
(24,1),-1.00926 # DEPENDENCYPART_ARC
(24,2),-3.17083 # DEPENDENCYPART_ARC
(24,3),-3.83762 # DEPENDENCYPART_ARC
(24,4),-2.67383 # DEPENDENCYPART_ARC
(24,5),-2.85402 # DEPENDENCYPART_ARC
(24,6),-2.52967 # DEPENDENCYPART_ARC
(24,7),-3.26454 # DEPENDENCYPART_ARC
(24,8),-2.50814 # DEPENDENCYPART_ARC
(24,9),-1.99166 # DEPENDENCYPART_ARC
(24,10),-2.56184 # DEPENDENCYPART_ARC
(24,11),-2.14237 # DEPENDENCYPART_ARC
(24,12),-2.49447 # DEPENDENCYPART_ARC
(24,13),-2.32298 # DEPENDENCYPART_ARC
(24,14),-2.13868 # DEPENDENCYPART_ARC
(24,15),-1.5543 # DEPENDENCYPART_ARC
(24,16),-1.3568 # DEPENDENCYPART_ARC
(24,17),-1.44718 # DEPENDENCYPART_ARC
(24,18),-1.50091 # DEPENDENCYPART_ARC
(24,19),-1.51457 # DEPENDENCYPART_ARC
(24,20),-1.51223 # DEPENDENCYPART_ARC
(24,21),-0.704933 # DEPENDENCYPART_ARC
(24,22),-1.07964 # DEPENDENCYPART_ARC
(24,23),0.284292 # DEPENDENCYPART_ARC
(24,25),-0.0224485 # DEPENDENCYPART_ARC
(24,26),-0.0671541 # DEPENDENCYPART_ARC
(24,27),-0.507183 # DEPENDENCYPART_ARC
(25,1),-3.20047 # DEPENDENCYPART_ARC
(25,2),-2.81414 # DEPENDENCYPART_ARC
(25,3),-3.76359 # DEPENDENCYPART_ARC
(25,4),-2.86822 # DEPENDENCYPART_ARC
(25,5),-2.81646 # DEPENDENCYPART_ARC
(25,6),-2.16451 # DEPENDENCYPART_ARC
(25,7),-3.2508 # DEPENDENCYPART_ARC
(25,8),-2.30721 # DEPENDENCYPART_ARC
(25,9),-1.89669 # DEPENDENCYPART_ARC
(25,10),-2.29942 # DEPENDENCYPART_ARC
(25,11),-2.01236 # DEPENDENCYPART_ARC
(25,12),-2.27143 # DEPENDENCYPART_ARC
(25,13),-1.99553 # DEPENDENCYPART_ARC
(25,14),-2.12038 # DEPENDENCYPART_ARC
(25,15),-0.6589 # DEPENDENCYPART_ARC
(25,16),-0.848884 # DEPENDENCYPART_ARC
(25,17),-1.55199 # DEPENDENCYPART_ARC
(25,18),-1.44473 # DEPENDENCYPART_ARC
(25,19),-1.41184 # DEPENDENCYPART_ARC
(25,20),-1.50517 # DEPENDENCYPART_ARC
(25,21),-0.727539 # DEPENDENCYPART_ARC
(25,22),-0.338976 # DEPENDENCYPART_ARC
(25,23),0.696046 # DEPENDENCYPART_ARC
(25,24),0.00192981 # DEPENDENCYPART_ARC
(25,26),1.28557 # DEPENDENCYPART_ARC
(25,27),-0.280189 # DEPENDENCYPART_ARC
(26,1),4.26205 # DEPENDENCYPART_ARC
(26,2),-5.02082 # DEPENDENCYPART_ARC
(26,3),-2.41412 # DEPENDENCYPART_ARC
(26,4),0.549512 # DEPENDENCYPART_ARC
(26,5),-2.28407 # DEPENDENCYPART_ARC
(26,6),-2.43402 # DEPENDENCYPART_ARC
(26,7),-1.60278 # DEPENDENCYPART_ARC
(26,8),-1.94881 # DEPENDENCYPART_ARC
(26,9),-2.59446 # DEPENDENCYPART_ARC
(26,10),-0.244203 # DEPENDENCYPART_ARC
(26,11),-1.0302 # DEPENDENCYPART_ARC
(26,12),-0.239225 # DEPENDENCYPART_ARC
(26,13),-0.501943 # DEPENDENCYPART_ARC
(26,14),-0.125259 # DEPENDENCYPART_ARC
(26,15),0.198206 # DEPENDENCYPART_ARC
(26,16),0.176153 # DEPENDENCYPART_ARC
(26,17),0.585804 # DEPENDENCYPART_ARC
(26,18),-0.682569 # DEPENDENCYPART_ARC
(26,19),-0.124108 # DEPENDENCYPART_ARC
(26,20),-0.701443 # DEPENDENCYPART_ARC
(26,21),-1.25759 # DEPENDENCYPART_ARC
(26,22),0.421172 # DEPENDENCYPART_ARC
(26,23),3.28166 # DEPENDENCYPART_ARC
(26,24),3.76822 # DEPENDENCYPART_ARC
(26,25),4.16465 # DEPENDENCYPART_ARC
(26,27),7.11753 # DEPENDENCYPART_ARC
(27,1),-3.28972 # DEPENDENCYPART_ARC
(27,2),-3.36075 # DEPENDENCYPART_ARC
(27,3),-3.60692 # DEPENDENCYPART_ARC
(27,4),-3.32329 # DEPENDENCYPART_ARC
(27,5),-3.19929 # DEPENDENCYPART_ARC
(27,6),-3.21964 # DEPENDENCYPART_ARC
(27,7),-3.28062 # DEPENDENCYPART_ARC
(27,8),-3.04508 # DEPENDENCYPART_ARC
(27,9),-2.5983 # DEPENDENCYPART_ARC
(27,10),-3.04908 # DEPENDENCYPART_ARC
(27,11),-2.59969 # DEPENDENCYPART_ARC
(27,12),-2.72295 # DEPENDENCYPART_ARC
(27,13),-2.27608 # DEPENDENCYPART_ARC
(27,14),-2.52547 # DEPENDENCYPART_ARC
(27,15),-1.02043 # DEPENDENCYPART_ARC
(27,16),-1.54253 # DEPENDENCYPART_ARC
(27,17),-1.7866 # DEPENDENCYPART_ARC
(27,18),-1.92367 # DEPENDENCYPART_ARC
(27,19),-1.5515 # DEPENDENCYPART_ARC
(27,20),-1.97056 # DEPENDENCYPART_ARC
(27,21),-1.50476 # DEPENDENCYPART_ARC
(27,22),-1.95235 # DEPENDENCYPART_ARC
(27,23),-0.586377 # DEPENDENCYPART_ARC
(27,24),-1.12938 # DEPENDENCYPART_ARC
(27,25),-0.925655 # DEPENDENCYPART_ARC
(27,26),-1.00176 # DEPENDENCYPART_ARC
