# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,6,6,9,10,11,12,12,6,5,16,17,20,18,24,23,24,0,24,
(21,6),-2.72172 # DEPENDENCYPART_ARC
(21,7),-2.53715 # DEPENDENCYPART_ARC
(21,8),-2.14249 # DEPENDENCYPART_ARC
(21,9),-2.32601 # DEPENDENCYPART_ARC
(21,10),-2.19335 # DEPENDENCYPART_ARC
(21,11),-2.01883 # DEPENDENCYPART_ARC
(21,12),-1.92584 # DEPENDENCYPART_ARC
(21,13),-2.05584 # DEPENDENCYPART_ARC
(21,14),-1.91114 # DEPENDENCYPART_ARC
(21,15),-1.80353 # DEPENDENCYPART_ARC
(21,16),-2.09396 # DEPENDENCYPART_ARC
(21,17),-1.84832 # DEPENDENCYPART_ARC
(21,18),-1.26727 # DEPENDENCYPART_ARC
(21,19),-0.729914 # DEPENDENCYPART_ARC
(21,20),-0.929579 # DEPENDENCYPART_ARC
(21,22),0.275038 # DEPENDENCYPART_ARC
(21,23),-0.434506 # DEPENDENCYPART_ARC
(21,24),-0.511469 # DEPENDENCYPART_ARC
(21,25),-0.906643 # DEPENDENCYPART_ARC
(22,1),-4.92846 # DEPENDENCYPART_ARC
(22,2),-4.99513 # DEPENDENCYPART_ARC
(22,3),-5.87428 # DEPENDENCYPART_ARC
(22,4),-7.51725 # DEPENDENCYPART_ARC
(22,5),-5.16215 # DEPENDENCYPART_ARC
(22,6),-4.57389 # DEPENDENCYPART_ARC
(22,7),-4.86604 # DEPENDENCYPART_ARC
(22,8),-3.55937 # DEPENDENCYPART_ARC
(22,9),-3.82998 # DEPENDENCYPART_ARC
(22,10),-5.00597 # DEPENDENCYPART_ARC
(22,11),-3.50376 # DEPENDENCYPART_ARC
(22,12),-3.27604 # DEPENDENCYPART_ARC
(22,13),-2.84895 # DEPENDENCYPART_ARC
(22,14),-3.49617 # DEPENDENCYPART_ARC
(22,15),-3.36505 # DEPENDENCYPART_ARC
(22,16),-3.87068 # DEPENDENCYPART_ARC
(22,17),-2.98785 # DEPENDENCYPART_ARC
(22,18),-2.19567 # DEPENDENCYPART_ARC
(22,19),-1.09905 # DEPENDENCYPART_ARC
(22,20),-2.11057 # DEPENDENCYPART_ARC
(22,21),-1.0392 # DEPENDENCYPART_ARC
(22,23),1.64801 # DEPENDENCYPART_ARC
(22,24),-1.20952 # DEPENDENCYPART_ARC
(22,25),-1.32432 # DEPENDENCYPART_ARC
(23,1),-3.71804 # DEPENDENCYPART_ARC
(23,2),-3.93743 # DEPENDENCYPART_ARC
(23,3),-3.55589 # DEPENDENCYPART_ARC
(23,4),-5.37926 # DEPENDENCYPART_ARC
(23,5),-3.82715 # DEPENDENCYPART_ARC
(23,6),-3.21098 # DEPENDENCYPART_ARC
(23,7),-3.22889 # DEPENDENCYPART_ARC
(23,8),-2.23577 # DEPENDENCYPART_ARC
(23,9),-2.70073 # DEPENDENCYPART_ARC
(23,10),-3.73834 # DEPENDENCYPART_ARC
(23,11),-2.2476 # DEPENDENCYPART_ARC
(23,12),-2.14588 # DEPENDENCYPART_ARC
(23,13),-1.63902 # DEPENDENCYPART_ARC
(23,14),-2.30809 # DEPENDENCYPART_ARC
(23,15),-1.93033 # DEPENDENCYPART_ARC
(23,16),-2.5256 # DEPENDENCYPART_ARC
(23,17),-2.1849 # DEPENDENCYPART_ARC
(23,18),-0.991935 # DEPENDENCYPART_ARC
(23,19),0.282947 # DEPENDENCYPART_ARC
(23,20),-1.48465 # DEPENDENCYPART_ARC
(23,21),1.11082 # DEPENDENCYPART_ARC
(23,22),5.12035 # DEPENDENCYPART_ARC
(23,24),0.490922 # DEPENDENCYPART_ARC
(23,25),-0.213747 # DEPENDENCYPART_ARC
(24,1),-1.68259 # DEPENDENCYPART_ARC
(24,2),-1.96587 # DEPENDENCYPART_ARC
(24,3),-0.686142 # DEPENDENCYPART_ARC
(24,4),-0.903638 # DEPENDENCYPART_ARC
(24,5),1.17107 # DEPENDENCYPART_ARC
(24,6),0.740055 # DEPENDENCYPART_ARC
(24,7),-1.38625 # DEPENDENCYPART_ARC
(24,8),0.842894 # DEPENDENCYPART_ARC
(24,9),-1.05561 # DEPENDENCYPART_ARC
(24,10),-0.947563 # DEPENDENCYPART_ARC
(24,11),-3.62793 # DEPENDENCYPART_ARC
(24,12),-0.982218 # DEPENDENCYPART_ARC
(24,13),-0.539042 # DEPENDENCYPART_ARC
(24,14),-0.543402 # DEPENDENCYPART_ARC
(24,15),1.21318 # DEPENDENCYPART_ARC
(24,16),-0.0248733 # DEPENDENCYPART_ARC
(24,17),1.43159 # DEPENDENCYPART_ARC
(24,18),0.965936 # DEPENDENCYPART_ARC
(24,19),-0.0297241 # DEPENDENCYPART_ARC
(24,20),0.943204 # DEPENDENCYPART_ARC
(24,21),4.50312 # DEPENDENCYPART_ARC
(24,22),1.85258 # DEPENDENCYPART_ARC
(24,23),3.00182 # DEPENDENCYPART_ARC
(24,25),8.15144 # DEPENDENCYPART_ARC
(25,1),-3.95761 # DEPENDENCYPART_ARC
(25,2),-3.76406 # DEPENDENCYPART_ARC
(25,3),-2.63455 # DEPENDENCYPART_ARC
(25,4),-3.49696 # DEPENDENCYPART_ARC
(25,5),-2.881 # DEPENDENCYPART_ARC
(25,6),-3.22924 # DEPENDENCYPART_ARC
(25,7),-2.46856 # DEPENDENCYPART_ARC
(25,8),-2.4282 # DEPENDENCYPART_ARC
(25,9),-2.92996 # DEPENDENCYPART_ARC
(25,10),-2.70964 # DEPENDENCYPART_ARC
(25,11),-2.47988 # DEPENDENCYPART_ARC
(25,12),-2.66579 # DEPENDENCYPART_ARC
(25,13),-2.53908 # DEPENDENCYPART_ARC
(25,14),-2.44572 # DEPENDENCYPART_ARC
(25,15),-2.03295 # DEPENDENCYPART_ARC
(25,16),-1.97026 # DEPENDENCYPART_ARC
(25,17),-1.56233 # DEPENDENCYPART_ARC
(25,18),-1.74177 # DEPENDENCYPART_ARC
(25,19),-1.26814 # DEPENDENCYPART_ARC
(25,20),-2.08052 # DEPENDENCYPART_ARC
(25,21),-0.962222 # DEPENDENCYPART_ARC
(25,22),-1.33473 # DEPENDENCYPART_ARC
(25,23),-1.83932 # DEPENDENCYPART_ARC
(25,24),-0.970935 # DEPENDENCYPART_ARC
