# _root_ Hughes Aircraft Co. , a unit of General Motors Corp. , said it agreed to purchase the Electro-Optics Technology division of Perkin-Elmer Corp .
#goldHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
#predictedHeads=2,12,2,2,6,2,6,9,7,9,2,0,14,12,14,15,20,20,20,16,20,21,22,12,
(22,3),-7.48167 # DEPENDENCYPART_ARC
(22,4),-4.64886 # DEPENDENCYPART_ARC
(22,5),-4.24297 # DEPENDENCYPART_ARC
(22,6),-6.10413 # DEPENDENCYPART_ARC
(22,7),-3.74584 # DEPENDENCYPART_ARC
(22,8),-4.8109 # DEPENDENCYPART_ARC
(22,9),-5.62179 # DEPENDENCYPART_ARC
(22,10),-5.27626 # DEPENDENCYPART_ARC
(22,11),-3.25106 # DEPENDENCYPART_ARC
(22,12),-2.83278 # DEPENDENCYPART_ARC
(22,13),-2.44545 # DEPENDENCYPART_ARC
(22,14),-2.42198 # DEPENDENCYPART_ARC
(22,15),-2.80687 # DEPENDENCYPART_ARC
(22,16),-1.94418 # DEPENDENCYPART_ARC
(22,17),0.520084 # DEPENDENCYPART_ARC
(22,18),0.63862 # DEPENDENCYPART_ARC
(22,19),0.0969707 # DEPENDENCYPART_ARC
(22,20),-0.70651 # DEPENDENCYPART_ARC
(22,21),0.313693 # DEPENDENCYPART_ARC
(22,23),3.49087 # DEPENDENCYPART_ARC
(22,24),0.0704193 # DEPENDENCYPART_ARC
(23,1),-6.05298 # DEPENDENCYPART_ARC
(23,2),-7.12254 # DEPENDENCYPART_ARC
(23,3),-7.16377 # DEPENDENCYPART_ARC
(23,4),-4.69921 # DEPENDENCYPART_ARC
(23,5),-4.50708 # DEPENDENCYPART_ARC
(23,6),-6.71634 # DEPENDENCYPART_ARC
(23,7),-3.94436 # DEPENDENCYPART_ARC
(23,8),-4.50709 # DEPENDENCYPART_ARC
(23,9),-5.21981 # DEPENDENCYPART_ARC
(23,10),-5.37765 # DEPENDENCYPART_ARC
(23,11),-3.35667 # DEPENDENCYPART_ARC
(23,12),-3.59379 # DEPENDENCYPART_ARC
(23,13),-2.75914 # DEPENDENCYPART_ARC
(23,14),-2.78271 # DEPENDENCYPART_ARC
(23,15),-3.34433 # DEPENDENCYPART_ARC
(23,16),-2.37315 # DEPENDENCYPART_ARC
(23,17),0.0271007 # DEPENDENCYPART_ARC
(23,18),0.410076 # DEPENDENCYPART_ARC
(23,19),-0.579358 # DEPENDENCYPART_ARC
(23,20),-1.23286 # DEPENDENCYPART_ARC
(23,21),-0.43025 # DEPENDENCYPART_ARC
(23,22),2.48828 # DEPENDENCYPART_ARC
(23,24),1.06757 # DEPENDENCYPART_ARC
(24,1),-2.44533 # DEPENDENCYPART_ARC
(24,2),-2.46745 # DEPENDENCYPART_ARC
(24,3),-2.77259 # DEPENDENCYPART_ARC
(24,4),-2.21273 # DEPENDENCYPART_ARC
(24,5),-2.59126 # DEPENDENCYPART_ARC
(24,6),-2.29926 # DEPENDENCYPART_ARC
(24,7),-2.06754 # DEPENDENCYPART_ARC
(24,8),-1.92012 # DEPENDENCYPART_ARC
(24,9),-1.87429 # DEPENDENCYPART_ARC
(24,10),-2.119 # DEPENDENCYPART_ARC
(24,11),-1.40523 # DEPENDENCYPART_ARC
(24,12),-1.26427 # DEPENDENCYPART_ARC
(24,13),-0.475802 # DEPENDENCYPART_ARC
(24,14),-1.23531 # DEPENDENCYPART_ARC
(24,15),-1.60569 # DEPENDENCYPART_ARC
(24,16),-1.44729 # DEPENDENCYPART_ARC
(24,17),-0.880861 # DEPENDENCYPART_ARC
(24,18),-0.951954 # DEPENDENCYPART_ARC
(24,19),-1.27941 # DEPENDENCYPART_ARC
(24,20),-1.1829 # DEPENDENCYPART_ARC
(24,21),-0.734425 # DEPENDENCYPART_ARC
(24,22),-1.27799 # DEPENDENCYPART_ARC
(24,23),-1.1939 # DEPENDENCYPART_ARC
