# _root_ Una altra de les novetats d' aquest any ha estat l' excés d' oferta per a Roma , Londres i París , destins per als quals ha estat possible trobar bitllet fins a última hora .
#goldHeads=3,1,10,5,3,3,8,6,10,0,12,10,12,13,12,15,16,17,17,17,17,23,17,28,24,25,28,23,28,28,30,30,32,35,33,10,
#predictedHeads=2,10,2,5,3,5,8,6,10,0,12,10,12,13,10,15,16,17,17,17,17,23,17,23,24,25,28,23,28,28,30,30,32,35,33,10,
(14,15),1.24187 # DEPENDENCYPART_ARC
(14,16),0.711184 # DEPENDENCYPART_ARC
(14,17),0.441535 # DEPENDENCYPART_ARC
(14,18),0.541784 # DEPENDENCYPART_ARC
(14,19),0.748706 # DEPENDENCYPART_ARC
(14,20),1.71585 # DEPENDENCYPART_ARC
(14,21),1.21148 # DEPENDENCYPART_ARC
(14,22),0.485358 # DEPENDENCYPART_ARC
(14,23),1.15027 # DEPENDENCYPART_ARC
(14,24),0.198417 # DEPENDENCYPART_ARC
(14,25),-1.60872 # DEPENDENCYPART_ARC
(14,26),-1.18695 # DEPENDENCYPART_ARC
(14,27),-1.22428 # DEPENDENCYPART_ARC
(14,28),-1.34037 # DEPENDENCYPART_ARC
(14,29),-0.424667 # DEPENDENCYPART_ARC
(14,30),-2.45227 # DEPENDENCYPART_ARC
(14,31),-1.55037 # DEPENDENCYPART_ARC
(14,32),-1.53767 # DEPENDENCYPART_ARC
(14,33),-2.4209 # DEPENDENCYPART_ARC
(14,34),-0.97199 # DEPENDENCYPART_ARC
(14,35),-2.30198 # DEPENDENCYPART_ARC
(14,36),-0.485096 # DEPENDENCYPART_ARC
(15,1),-2.03867 # DEPENDENCYPART_ARC
(15,2),-2.11148 # DEPENDENCYPART_ARC
(15,3),-2.53948 # DEPENDENCYPART_ARC
(15,4),-1.6463 # DEPENDENCYPART_ARC
(15,5),-2.34217 # DEPENDENCYPART_ARC
(15,6),-1.89865 # DEPENDENCYPART_ARC
(15,7),-1.86876 # DEPENDENCYPART_ARC
(15,8),-2.19804 # DEPENDENCYPART_ARC
(15,9),-0.868447 # DEPENDENCYPART_ARC
(15,10),-1.63931 # DEPENDENCYPART_ARC
(15,11),-0.858093 # DEPENDENCYPART_ARC
(15,12),-1.28644 # DEPENDENCYPART_ARC
(15,13),0.0435067 # DEPENDENCYPART_ARC
(15,14),0.631378 # DEPENDENCYPART_ARC
(15,16),4.30272 # DEPENDENCYPART_ARC
(15,17),3.21385 # DEPENDENCYPART_ARC
(15,18),0.938358 # DEPENDENCYPART_ARC
(15,19),-0.282378 # DEPENDENCYPART_ARC
(15,20),0.746972 # DEPENDENCYPART_ARC
(15,21),-2.74832 # DEPENDENCYPART_ARC
(15,22),-0.203972 # DEPENDENCYPART_ARC
(15,23),-4.20813 # DEPENDENCYPART_ARC
(15,24),0.0171028 # DEPENDENCYPART_ARC
(15,25),0.139406 # DEPENDENCYPART_ARC
(15,26),-1.56673 # DEPENDENCYPART_ARC
(15,27),-2.04535 # DEPENDENCYPART_ARC
(15,28),-1.51525 # DEPENDENCYPART_ARC
(15,29),-2.88583 # DEPENDENCYPART_ARC
(15,30),-2.80818 # DEPENDENCYPART_ARC
(15,31),-8.59579 # DEPENDENCYPART_ARC
(15,32),-2.31316 # DEPENDENCYPART_ARC
(15,33),-2.01701 # DEPENDENCYPART_ARC
(15,34),-3.98136 # DEPENDENCYPART_ARC
(15,35),-8.49654 # DEPENDENCYPART_ARC
(15,36),-0.0629965 # DEPENDENCYPART_ARC
(16,1),-3.22967 # DEPENDENCYPART_ARC
(16,2),-3.51132 # DEPENDENCYPART_ARC
(16,3),-4.4054 # DEPENDENCYPART_ARC
(16,4),-2.72908 # DEPENDENCYPART_ARC
(16,5),-3.47819 # DEPENDENCYPART_ARC
(16,6),-3.38496 # DEPENDENCYPART_ARC
(16,7),-3.02964 # DEPENDENCYPART_ARC
(16,8),-3.32001 # DEPENDENCYPART_ARC
(16,9),-1.75768 # DEPENDENCYPART_ARC
(16,10),-2.4009 # DEPENDENCYPART_ARC
(16,11),-2.20948 # DEPENDENCYPART_ARC
(16,12),-2.5306 # DEPENDENCYPART_ARC
(16,13),-1.50956 # DEPENDENCYPART_ARC
(16,14),-1.43108 # DEPENDENCYPART_ARC
(16,15),0.879013 # DEPENDENCYPART_ARC
(16,17),5.20784 # DEPENDENCYPART_ARC
(16,18),0.638508 # DEPENDENCYPART_ARC
(16,19),-0.210803 # DEPENDENCYPART_ARC
(16,20),0.0735814 # DEPENDENCYPART_ARC
(16,21),-2.49411 # DEPENDENCYPART_ARC
(16,22),0.0541522 # DEPENDENCYPART_ARC
(16,23),-4.72776 # DEPENDENCYPART_ARC
(16,24),-2.74683 # DEPENDENCYPART_ARC
(16,25),-0.0814725 # DEPENDENCYPART_ARC
(16,26),-1.96928 # DEPENDENCYPART_ARC
(16,27),-2.11895 # DEPENDENCYPART_ARC
(16,28),-1.42853 # DEPENDENCYPART_ARC
(16,29),-3.29242 # DEPENDENCYPART_ARC
(16,30),-3.23884 # DEPENDENCYPART_ARC
(16,31),-9.01526 # DEPENDENCYPART_ARC
(16,32),-1.37103 # DEPENDENCYPART_ARC
(16,33),0.126926 # DEPENDENCYPART_ARC
(16,34),-4.0484 # DEPENDENCYPART_ARC
(16,35),-8.53505 # DEPENDENCYPART_ARC
(16,36),-0.325229 # DEPENDENCYPART_ARC
(17,1),-5.55528 # DEPENDENCYPART_ARC
(17,2),-3.78931 # DEPENDENCYPART_ARC
(17,3),-3.4684 # DEPENDENCYPART_ARC
(17,4),-5.50487 # DEPENDENCYPART_ARC
(17,5),-4.13279 # DEPENDENCYPART_ARC
(17,6),-2.58152 # DEPENDENCYPART_ARC
(17,7),-4.29796 # DEPENDENCYPART_ARC
(17,8),-3.73792 # DEPENDENCYPART_ARC
(17,9),-3.78717 # DEPENDENCYPART_ARC
(17,10),-2.82516 # DEPENDENCYPART_ARC
(17,11),-2.02156 # DEPENDENCYPART_ARC
(17,12),-2.96132 # DEPENDENCYPART_ARC
(17,13),-1.77343 # DEPENDENCYPART_ARC
(17,14),-1.52378 # DEPENDENCYPART_ARC
(17,15),-0.590589 # DEPENDENCYPART_ARC
(17,16),-0.366788 # DEPENDENCYPART_ARC
(17,18),1.92175 # DEPENDENCYPART_ARC
(17,19),2.5575 # DEPENDENCYPART_ARC
(17,20),3.46078 # DEPENDENCYPART_ARC
(17,21),2.93399 # DEPENDENCYPART_ARC
(17,22),1.93603 # DEPENDENCYPART_ARC
(17,23),1.8666 # DEPENDENCYPART_ARC
(17,24),-0.569792 # DEPENDENCYPART_ARC
(17,25),-1.60137 # DEPENDENCYPART_ARC
(17,26),-0.584781 # DEPENDENCYPART_ARC
(17,27),-0.174274 # DEPENDENCYPART_ARC
(17,28),-0.459856 # DEPENDENCYPART_ARC
(17,29),-0.73366 # DEPENDENCYPART_ARC
(17,30),-1.47702 # DEPENDENCYPART_ARC
(17,31),-0.908514 # DEPENDENCYPART_ARC
(17,32),-2.2658 # DEPENDENCYPART_ARC
(17,33),-2.98456 # DEPENDENCYPART_ARC
(17,34),-1.32346 # DEPENDENCYPART_ARC
(17,35),-1.5037 # DEPENDENCYPART_ARC
(17,36),0.0594611 # DEPENDENCYPART_ARC
(18,1),-3.94854 # DEPENDENCYPART_ARC
(18,2),-3.52148 # DEPENDENCYPART_ARC
(18,3),-3.4766 # DEPENDENCYPART_ARC
(18,4),-3.88539 # DEPENDENCYPART_ARC
(18,5),-4.16932 # DEPENDENCYPART_ARC
(18,6),-3.15879 # DEPENDENCYPART_ARC
(18,7),-3.78871 # DEPENDENCYPART_ARC
(18,8),-3.91263 # DEPENDENCYPART_ARC
(18,9),-3.66659 # DEPENDENCYPART_ARC
(18,10),-3.38262 # DEPENDENCYPART_ARC
(18,11),-3.22346 # DEPENDENCYPART_ARC
(18,12),-3.40553 # DEPENDENCYPART_ARC
(18,13),-2.29559 # DEPENDENCYPART_ARC
(18,14),-3.02411 # DEPENDENCYPART_ARC
(18,15),-1.80268 # DEPENDENCYPART_ARC
(18,16),-1.60066 # DEPENDENCYPART_ARC
(18,17),-1.58405 # DEPENDENCYPART_ARC
(18,19),-1.36062 # DEPENDENCYPART_ARC
(18,20),-1.70403 # DEPENDENCYPART_ARC
(18,21),-2.19564 # DEPENDENCYPART_ARC
(18,22),-1.96292 # DEPENDENCYPART_ARC
(18,23),-2.56353 # DEPENDENCYPART_ARC
(18,24),-2.20516 # DEPENDENCYPART_ARC
(18,25),-2.20907 # DEPENDENCYPART_ARC
(18,26),-2.73792 # DEPENDENCYPART_ARC
(18,27),-2.17081 # DEPENDENCYPART_ARC
(18,28),-2.60463 # DEPENDENCYPART_ARC
(18,29),-2.93338 # DEPENDENCYPART_ARC
(18,30),-2.70703 # DEPENDENCYPART_ARC
(18,31),-3.2358 # DEPENDENCYPART_ARC
(18,32),-2.92195 # DEPENDENCYPART_ARC
(18,33),-3.01941 # DEPENDENCYPART_ARC
(18,34),-3.12206 # DEPENDENCYPART_ARC
(18,35),-3.44633 # DEPENDENCYPART_ARC
(18,36),-2.89427 # DEPENDENCYPART_ARC
(19,1),-5.06499 # DEPENDENCYPART_ARC
(19,2),-2.63463 # DEPENDENCYPART_ARC
(19,3),-1.89993 # DEPENDENCYPART_ARC
(19,4),-5.3844 # DEPENDENCYPART_ARC
(19,5),-2.50675 # DEPENDENCYPART_ARC
(19,6),-0.931942 # DEPENDENCYPART_ARC
(19,7),-4.48083 # DEPENDENCYPART_ARC
(19,8),-2.36875 # DEPENDENCYPART_ARC
(19,9),-2.47013 # DEPENDENCYPART_ARC
(19,10),-1.68652 # DEPENDENCYPART_ARC
(19,11),-2.34133 # DEPENDENCYPART_ARC
(19,12),-1.46037 # DEPENDENCYPART_ARC
(19,13),-0.363141 # DEPENDENCYPART_ARC
(19,14),-0.319857 # DEPENDENCYPART_ARC
(19,15),0.297624 # DEPENDENCYPART_ARC
(19,16),0.0695712 # DEPENDENCYPART_ARC
(19,17),0.705233 # DEPENDENCYPART_ARC
(19,18),1.18235 # DEPENDENCYPART_ARC
(19,20),2.69101 # DEPENDENCYPART_ARC
(19,21),2.42445 # DEPENDENCYPART_ARC
(19,22),1.61034 # DEPENDENCYPART_ARC
(19,23),1.32867 # DEPENDENCYPART_ARC
(19,24),0.28276 # DEPENDENCYPART_ARC
(19,25),-0.982099 # DEPENDENCYPART_ARC
(19,26),0.456277 # DEPENDENCYPART_ARC
(19,27),0.293568 # DEPENDENCYPART_ARC
(19,28),0.126666 # DEPENDENCYPART_ARC
(19,29),-0.456084 # DEPENDENCYPART_ARC
(19,30),-1.0619 # DEPENDENCYPART_ARC
(19,31),-1.11335 # DEPENDENCYPART_ARC
(19,32),-1.67573 # DEPENDENCYPART_ARC
(19,33),-2.03544 # DEPENDENCYPART_ARC
(19,34),-1.17057 # DEPENDENCYPART_ARC
(19,35),-1.86312 # DEPENDENCYPART_ARC
(19,36),1.04272 # DEPENDENCYPART_ARC
(20,1),-4.19278 # DEPENDENCYPART_ARC
(20,2),-3.6895 # DEPENDENCYPART_ARC
(20,3),-3.47069 # DEPENDENCYPART_ARC
(20,4),-4.05897 # DEPENDENCYPART_ARC
(20,5),-4.20883 # DEPENDENCYPART_ARC
(20,6),-3.53558 # DEPENDENCYPART_ARC
(20,7),-3.98281 # DEPENDENCYPART_ARC
(20,8),-4.11024 # DEPENDENCYPART_ARC
(20,9),-3.835 # DEPENDENCYPART_ARC
(20,10),-3.5437 # DEPENDENCYPART_ARC
(20,11),-3.49473 # DEPENDENCYPART_ARC
(20,12),-3.56061 # DEPENDENCYPART_ARC
(20,13),-2.66335 # DEPENDENCYPART_ARC
(20,14),-3.35646 # DEPENDENCYPART_ARC
(20,15),-2.26007 # DEPENDENCYPART_ARC
(20,16),-2.05189 # DEPENDENCYPART_ARC
(20,17),-2.78606 # DEPENDENCYPART_ARC
(20,18),-1.49085 # DEPENDENCYPART_ARC
(20,19),-1.46102 # DEPENDENCYPART_ARC
(20,21),-0.190721 # DEPENDENCYPART_ARC
(20,22),-1.44523 # DEPENDENCYPART_ARC
(20,23),-2.48995 # DEPENDENCYPART_ARC
(20,24),-2.63398 # DEPENDENCYPART_ARC
(20,25),-2.67921 # DEPENDENCYPART_ARC
(20,26),-2.70537 # DEPENDENCYPART_ARC
(20,27),-2.41016 # DEPENDENCYPART_ARC
(20,28),-3.18205 # DEPENDENCYPART_ARC
(20,29),-3.4156 # DEPENDENCYPART_ARC
(20,30),-3.24241 # DEPENDENCYPART_ARC
(20,31),-4.15263 # DEPENDENCYPART_ARC
(20,32),-3.72434 # DEPENDENCYPART_ARC
(20,33),-3.46984 # DEPENDENCYPART_ARC
(20,34),-3.65533 # DEPENDENCYPART_ARC
(20,35),-4.2843 # DEPENDENCYPART_ARC
(20,36),-2.46254 # DEPENDENCYPART_ARC
(21,1),-5.94198 # DEPENDENCYPART_ARC
(21,2),-3.33782 # DEPENDENCYPART_ARC
(21,3),-3.25953 # DEPENDENCYPART_ARC
(21,4),-6.45192 # DEPENDENCYPART_ARC
(21,5),-3.5993 # DEPENDENCYPART_ARC
(21,6),-2.23257 # DEPENDENCYPART_ARC
(21,7),-5.56503 # DEPENDENCYPART_ARC
(21,8),-3.37929 # DEPENDENCYPART_ARC
(21,9),-3.08068 # DEPENDENCYPART_ARC
(21,10),-2.04044 # DEPENDENCYPART_ARC
(21,11),-3.57125 # DEPENDENCYPART_ARC
(21,12),-2.69804 # DEPENDENCYPART_ARC
(21,13),-1.77467 # DEPENDENCYPART_ARC
(21,14),-1.50987 # DEPENDENCYPART_ARC
(21,15),-1.1285 # DEPENDENCYPART_ARC
(21,16),-1.67287 # DEPENDENCYPART_ARC
(21,17),-1.0135 # DEPENDENCYPART_ARC
(21,18),-0.677331 # DEPENDENCYPART_ARC
(21,19),-0.673877 # DEPENDENCYPART_ARC
(21,20),0.182106 # DEPENDENCYPART_ARC
(21,22),1.57552 # DEPENDENCYPART_ARC
(21,23),1.63107 # DEPENDENCYPART_ARC
(21,24),-0.291949 # DEPENDENCYPART_ARC
(21,25),-1.49354 # DEPENDENCYPART_ARC
(21,26),-0.580489 # DEPENDENCYPART_ARC
(21,27),0.267135 # DEPENDENCYPART_ARC
(21,28),-0.0639234 # DEPENDENCYPART_ARC
(21,29),-1.28395 # DEPENDENCYPART_ARC
(21,30),-1.23709 # DEPENDENCYPART_ARC
(21,31),-1.58828 # DEPENDENCYPART_ARC
(21,32),-2.68767 # DEPENDENCYPART_ARC
(21,33),-2.81048 # DEPENDENCYPART_ARC
(21,34),-1.90344 # DEPENDENCYPART_ARC
(21,35),-2.36938 # DEPENDENCYPART_ARC
(21,36),0.332055 # DEPENDENCYPART_ARC
(22,1),-3.8122 # DEPENDENCYPART_ARC
(22,2),-3.26681 # DEPENDENCYPART_ARC
(22,3),-3.4009 # DEPENDENCYPART_ARC
(22,4),-3.672 # DEPENDENCYPART_ARC
(22,5),-3.95218 # DEPENDENCYPART_ARC
(22,6),-3.00671 # DEPENDENCYPART_ARC
(22,7),-3.5024 # DEPENDENCYPART_ARC
(22,8),-3.8795 # DEPENDENCYPART_ARC
(22,9),-3.4639 # DEPENDENCYPART_ARC
(22,10),-3.2476 # DEPENDENCYPART_ARC
(22,11),-3.19274 # DEPENDENCYPART_ARC
(22,12),-3.32888 # DEPENDENCYPART_ARC
(22,13),-2.38886 # DEPENDENCYPART_ARC
(22,14),-3.15058 # DEPENDENCYPART_ARC
(22,15),-2.18248 # DEPENDENCYPART_ARC
(22,16),-2.08881 # DEPENDENCYPART_ARC
(22,17),-2.97182 # DEPENDENCYPART_ARC
(22,18),-1.58905 # DEPENDENCYPART_ARC
(22,19),-2.36777 # DEPENDENCYPART_ARC
(22,20),-1.33094 # DEPENDENCYPART_ARC
(22,21),-1.39943 # DEPENDENCYPART_ARC
(22,23),-1.17283 # DEPENDENCYPART_ARC
(22,24),-2.0931 # DEPENDENCYPART_ARC
(22,25),-2.04649 # DEPENDENCYPART_ARC
(22,26),-2.54775 # DEPENDENCYPART_ARC
(22,27),-2.08167 # DEPENDENCYPART_ARC
(22,28),-2.41036 # DEPENDENCYPART_ARC
(22,29),-2.85332 # DEPENDENCYPART_ARC
(22,30),-2.61556 # DEPENDENCYPART_ARC
(22,31),-3.13231 # DEPENDENCYPART_ARC
(22,32),-2.90286 # DEPENDENCYPART_ARC
(22,33),-2.96815 # DEPENDENCYPART_ARC
(22,34),-3.06179 # DEPENDENCYPART_ARC
(22,35),-3.38258 # DEPENDENCYPART_ARC
(22,36),-2.53927 # DEPENDENCYPART_ARC
(23,1),-5.20742 # DEPENDENCYPART_ARC
(23,2),-3.65419 # DEPENDENCYPART_ARC
(23,3),-1.90457 # DEPENDENCYPART_ARC
(23,4),-5.71911 # DEPENDENCYPART_ARC
(23,5),-2.36509 # DEPENDENCYPART_ARC
(23,6),-0.925067 # DEPENDENCYPART_ARC
(23,7),-4.22067 # DEPENDENCYPART_ARC
(23,8),-2.47171 # DEPENDENCYPART_ARC
(23,9),-0.771897 # DEPENDENCYPART_ARC
(23,10),-1.97481 # DEPENDENCYPART_ARC
(23,11),-3.54008 # DEPENDENCYPART_ARC
(23,12),-1.87813 # DEPENDENCYPART_ARC
(23,13),-0.674665 # DEPENDENCYPART_ARC
(23,14),-0.969719 # DEPENDENCYPART_ARC
(23,15),0.05084 # DEPENDENCYPART_ARC
(23,16),-0.58099 # DEPENDENCYPART_ARC
(23,17),-0.400021 # DEPENDENCYPART_ARC
(23,18),0.356444 # DEPENDENCYPART_ARC
(23,19),-0.426714 # DEPENDENCYPART_ARC
(23,20),0.209587 # DEPENDENCYPART_ARC
(23,21),0.373313 # DEPENDENCYPART_ARC
(23,22),3.01973 # DEPENDENCYPART_ARC
(23,24),2.59777 # DEPENDENCYPART_ARC
(23,25),-0.186823 # DEPENDENCYPART_ARC
(23,26),0.935966 # DEPENDENCYPART_ARC
(23,27),1.50297 # DEPENDENCYPART_ARC
(23,28),1.52808 # DEPENDENCYPART_ARC
(23,29),-1.32731 # DEPENDENCYPART_ARC
(23,30),-0.37248 # DEPENDENCYPART_ARC
(23,31),-1.72631 # DEPENDENCYPART_ARC
(23,32),-0.773022 # DEPENDENCYPART_ARC
(23,33),-0.916515 # DEPENDENCYPART_ARC
(23,34),-3.95226 # DEPENDENCYPART_ARC
(23,35),-2.75187 # DEPENDENCYPART_ARC
(23,36),1.00904 # DEPENDENCYPART_ARC
(24,1),-2.86381 # DEPENDENCYPART_ARC
(24,2),-2.59356 # DEPENDENCYPART_ARC
(24,3),-3.63662 # DEPENDENCYPART_ARC
(24,4),-2.22366 # DEPENDENCYPART_ARC
(24,5),-3.19725 # DEPENDENCYPART_ARC
(24,6),-2.75915 # DEPENDENCYPART_ARC
(24,7),-2.62796 # DEPENDENCYPART_ARC
(24,8),-3.1101 # DEPENDENCYPART_ARC
(24,9),-1.67604 # DEPENDENCYPART_ARC
(24,10),-2.53206 # DEPENDENCYPART_ARC
(24,11),-2.37771 # DEPENDENCYPART_ARC
(24,12),-2.68753 # DEPENDENCYPART_ARC
(24,13),-1.77936 # DEPENDENCYPART_ARC
(24,14),-1.99144 # DEPENDENCYPART_ARC
(24,15),-1.42223 # DEPENDENCYPART_ARC
(24,16),-1.74859 # DEPENDENCYPART_ARC
(24,17),-2.04883 # DEPENDENCYPART_ARC
(24,18),-0.822844 # DEPENDENCYPART_ARC
(24,19),-1.77899 # DEPENDENCYPART_ARC
(24,20),-0.818644 # DEPENDENCYPART_ARC
(24,21),-1.59036 # DEPENDENCYPART_ARC
(24,22),0.863418 # DEPENDENCYPART_ARC
(24,23),-0.0674774 # DEPENDENCYPART_ARC
(24,25),3.5727 # DEPENDENCYPART_ARC
(24,26),3.23157 # DEPENDENCYPART_ARC
(24,27),1.04052 # DEPENDENCYPART_ARC
(24,28),1.32573 # DEPENDENCYPART_ARC
(24,29),-0.82856 # DEPENDENCYPART_ARC
(24,30),-0.569046 # DEPENDENCYPART_ARC
(24,31),-1.78693 # DEPENDENCYPART_ARC
(24,32),-1.38329 # DEPENDENCYPART_ARC
(24,33),0.162914 # DEPENDENCYPART_ARC
(24,34),-2.26701 # DEPENDENCYPART_ARC
(24,35),-1.71232 # DEPENDENCYPART_ARC
(24,36),-0.329458 # DEPENDENCYPART_ARC
(25,1),-4.20532 # DEPENDENCYPART_ARC
(25,2),-4.6793 # DEPENDENCYPART_ARC
(25,3),-6.25847 # DEPENDENCYPART_ARC
(25,4),-3.53649 # DEPENDENCYPART_ARC
(25,5),-4.96489 # DEPENDENCYPART_ARC
(25,6),-5.20662 # DEPENDENCYPART_ARC
(25,7),-3.74288 # DEPENDENCYPART_ARC
(25,8),-5.4268 # DEPENDENCYPART_ARC
(25,9),-3.8855 # DEPENDENCYPART_ARC
(25,10),-4.85795 # DEPENDENCYPART_ARC
(25,11),-4.30539 # DEPENDENCYPART_ARC
(25,12),-5.02348 # DEPENDENCYPART_ARC
(25,13),-4.00477 # DEPENDENCYPART_ARC
(25,14),-4.11598 # DEPENDENCYPART_ARC
(25,15),-3.33901 # DEPENDENCYPART_ARC
(25,16),-4.12234 # DEPENDENCYPART_ARC
(25,17),-4.11373 # DEPENDENCYPART_ARC
(25,18),-3.2671 # DEPENDENCYPART_ARC
(25,19),-3.75548 # DEPENDENCYPART_ARC
(25,20),-3.04656 # DEPENDENCYPART_ARC
(25,21),-3.7742 # DEPENDENCYPART_ARC
(25,22),-1.98915 # DEPENDENCYPART_ARC
(25,23),-3.13849 # DEPENDENCYPART_ARC
(25,24),-0.113545 # DEPENDENCYPART_ARC
(25,26),4.75133 # DEPENDENCYPART_ARC
(25,27),1.42681 # DEPENDENCYPART_ARC
(25,28),0.571024 # DEPENDENCYPART_ARC
(25,29),-2.1501 # DEPENDENCYPART_ARC
(25,30),-0.887822 # DEPENDENCYPART_ARC
(25,31),-2.30329 # DEPENDENCYPART_ARC
(25,32),-2.17747 # DEPENDENCYPART_ARC
(25,33),-0.772329 # DEPENDENCYPART_ARC
(25,34),-4.50743 # DEPENDENCYPART_ARC
(25,35),-3.01676 # DEPENDENCYPART_ARC
(25,36),-1.54842 # DEPENDENCYPART_ARC
(26,1),-3.89355 # DEPENDENCYPART_ARC
(26,2),-3.34724 # DEPENDENCYPART_ARC
(26,3),-2.07779 # DEPENDENCYPART_ARC
(26,4),-2.53755 # DEPENDENCYPART_ARC
(26,5),-3.50351 # DEPENDENCYPART_ARC
(26,6),-1.75129 # DEPENDENCYPART_ARC
(26,7),-2.72931 # DEPENDENCYPART_ARC
(26,8),-3.88822 # DEPENDENCYPART_ARC
(26,9),-2.1956 # DEPENDENCYPART_ARC
(26,10),-3.07442 # DEPENDENCYPART_ARC
(26,11),-3.03698 # DEPENDENCYPART_ARC
(26,12),-3.57665 # DEPENDENCYPART_ARC
(26,13),-1.75836 # DEPENDENCYPART_ARC
(26,14),-3.31464 # DEPENDENCYPART_ARC
(26,15),-1.44271 # DEPENDENCYPART_ARC
(26,16),-1.50672 # DEPENDENCYPART_ARC
(26,17),-2.7998 # DEPENDENCYPART_ARC
(26,18),-1.94056 # DEPENDENCYPART_ARC
(26,19),-2.53817 # DEPENDENCYPART_ARC
(26,20),-1.65367 # DEPENDENCYPART_ARC
(26,21),-2.64013 # DEPENDENCYPART_ARC
(26,22),-1.46866 # DEPENDENCYPART_ARC
(26,23),-1.90799 # DEPENDENCYPART_ARC
(26,24),0.0243387 # DEPENDENCYPART_ARC
(26,25),1.09786 # DEPENDENCYPART_ARC
(26,27),-0.0338031 # DEPENDENCYPART_ARC
(26,28),-1.07619 # DEPENDENCYPART_ARC
(26,29),-2.55636 # DEPENDENCYPART_ARC
(26,30),-2.12324 # DEPENDENCYPART_ARC
(26,31),-2.79175 # DEPENDENCYPART_ARC
(26,32),-2.22789 # DEPENDENCYPART_ARC
(26,33),-2.28222 # DEPENDENCYPART_ARC
(26,34),-3.42358 # DEPENDENCYPART_ARC
(26,35),-2.83044 # DEPENDENCYPART_ARC
(26,36),-1.75525 # DEPENDENCYPART_ARC
(27,1),-4.14269 # DEPENDENCYPART_ARC
(27,2),-3.35768 # DEPENDENCYPART_ARC
(27,3),-4.69868 # DEPENDENCYPART_ARC
(27,4),-4.79095 # DEPENDENCYPART_ARC
(27,5),-3.80358 # DEPENDENCYPART_ARC
(27,6),-3.18324 # DEPENDENCYPART_ARC
(27,7),-4.11633 # DEPENDENCYPART_ARC
(27,8),-4.01432 # DEPENDENCYPART_ARC
(27,9),-2.00437 # DEPENDENCYPART_ARC
(27,10),-3.35667 # DEPENDENCYPART_ARC
(27,11),-3.53956 # DEPENDENCYPART_ARC
(27,12),-2.4141 # DEPENDENCYPART_ARC
(27,13),-2.54736 # DEPENDENCYPART_ARC
(27,14),-1.92019 # DEPENDENCYPART_ARC
(27,15),-1.8892 # DEPENDENCYPART_ARC
(27,16),-1.83619 # DEPENDENCYPART_ARC
(27,17),-2.60497 # DEPENDENCYPART_ARC
(27,18),-3.61891 # DEPENDENCYPART_ARC
(27,19),-2.22804 # DEPENDENCYPART_ARC
(27,20),-2.1766 # DEPENDENCYPART_ARC
(27,21),-2.14701 # DEPENDENCYPART_ARC
(27,22),-1.19456 # DEPENDENCYPART_ARC
(27,23),-2.13343 # DEPENDENCYPART_ARC
(27,24),-0.300463 # DEPENDENCYPART_ARC
(27,25),0.550068 # DEPENDENCYPART_ARC
(27,26),0.114801 # DEPENDENCYPART_ARC
(27,28),0.0573825 # DEPENDENCYPART_ARC
(27,29),-0.303211 # DEPENDENCYPART_ARC
(27,30),-1.39608 # DEPENDENCYPART_ARC
(27,31),-1.12979 # DEPENDENCYPART_ARC
(27,32),-1.04901 # DEPENDENCYPART_ARC
(27,33),-1.81 # DEPENDENCYPART_ARC
(27,34),-3.27564 # DEPENDENCYPART_ARC
(27,35),-1.95017 # DEPENDENCYPART_ARC
(27,36),0.194261 # DEPENDENCYPART_ARC
(28,1),0.652056 # DEPENDENCYPART_ARC
(28,2),-0.407454 # DEPENDENCYPART_ARC
(28,3),-2.96602 # DEPENDENCYPART_ARC
(28,4),-1.2892 # DEPENDENCYPART_ARC
(28,5),0.558591 # DEPENDENCYPART_ARC
(28,6),-2.22717 # DEPENDENCYPART_ARC
(28,7),-0.560779 # DEPENDENCYPART_ARC
(28,8),-0.065015 # DEPENDENCYPART_ARC
(28,9),-1.34117 # DEPENDENCYPART_ARC
(28,10),-3.51369 # DEPENDENCYPART_ARC
(28,11),0.0306675 # DEPENDENCYPART_ARC
(28,12),1.07119 # DEPENDENCYPART_ARC
(28,13),-1.04587 # DEPENDENCYPART_ARC
(28,14),0.638174 # DEPENDENCYPART_ARC
(28,15),0.843342 # DEPENDENCYPART_ARC
(28,16),0.576418 # DEPENDENCYPART_ARC
(28,17),0.436608 # DEPENDENCYPART_ARC
(28,18),-1.90029 # DEPENDENCYPART_ARC
(28,19),0.890054 # DEPENDENCYPART_ARC
(28,20),0.199526 # DEPENDENCYPART_ARC
(28,21),0.700722 # DEPENDENCYPART_ARC
(28,22),0.682493 # DEPENDENCYPART_ARC
(28,23),1.0656 # DEPENDENCYPART_ARC
(28,24),1.19282 # DEPENDENCYPART_ARC
(28,25),2.00963 # DEPENDENCYPART_ARC
(28,26),2.23742 # DEPENDENCYPART_ARC
(28,27),6.22786 # DEPENDENCYPART_ARC
(28,29),2.54126 # DEPENDENCYPART_ARC
(28,30),2.12763 # DEPENDENCYPART_ARC
(28,31),1.36773 # DEPENDENCYPART_ARC
(28,32),1.30219 # DEPENDENCYPART_ARC
(28,33),-0.0092782 # DEPENDENCYPART_ARC
(28,34),-1.30835 # DEPENDENCYPART_ARC
(28,35),0.573183 # DEPENDENCYPART_ARC
(28,36),2.4133 # DEPENDENCYPART_ARC
(29,1),-2.84329 # DEPENDENCYPART_ARC
