# _root_ Una altra de les marques de tabac negre , Gitanes , fixarà el_seu preu en 310 pessetes tant en la varietat amb filtre com sense filtre .
#goldHeads=2,12,2,5,3,5,6,7,10,2,10,0,14,12,12,17,15,19,12,21,19,21,22,19,19,25,12,
#predictedHeads=2,12,2,5,3,5,6,7,10,5,10,0,14,12,12,17,15,19,12,21,19,21,22,19,19,25,12,
(19,14),-1.42135 # DEPENDENCYPART_ARC
(19,15),0.0187493 # DEPENDENCYPART_ARC
(19,16),-0.307563 # DEPENDENCYPART_ARC
(19,17),0.0986482 # DEPENDENCYPART_ARC
(19,18),1.9256 # DEPENDENCYPART_ARC
(19,20),2.08898 # DEPENDENCYPART_ARC
(19,21),5.60567 # DEPENDENCYPART_ARC
(19,22),1.55302 # DEPENDENCYPART_ARC
(19,23),2.10126 # DEPENDENCYPART_ARC
(19,24),3.22889 # DEPENDENCYPART_ARC
(19,25),2.45096 # DEPENDENCYPART_ARC
(19,26),-0.152383 # DEPENDENCYPART_ARC
(19,27),1.94621 # DEPENDENCYPART_ARC
(20,1),-4.05307 # DEPENDENCYPART_ARC
(20,2),-3.5513 # DEPENDENCYPART_ARC
(20,3),-3.78591 # DEPENDENCYPART_ARC
(20,4),-4.20325 # DEPENDENCYPART_ARC
(20,5),-4.06823 # DEPENDENCYPART_ARC
(20,6),-3.72968 # DEPENDENCYPART_ARC
(20,7),-3.99815 # DEPENDENCYPART_ARC
(20,8),-3.59255 # DEPENDENCYPART_ARC
(20,9),-2.98382 # DEPENDENCYPART_ARC
(20,10),-3.22281 # DEPENDENCYPART_ARC
(20,11),-2.87085 # DEPENDENCYPART_ARC
(20,12),-3.80255 # DEPENDENCYPART_ARC
(20,13),-2.93732 # DEPENDENCYPART_ARC
(20,14),-3.04888 # DEPENDENCYPART_ARC
(20,15),-2.04208 # DEPENDENCYPART_ARC
(20,16),-1.64936 # DEPENDENCYPART_ARC
(20,17),-1.47871 # DEPENDENCYPART_ARC
(20,18),-1.04954 # DEPENDENCYPART_ARC
(20,19),0.448307 # DEPENDENCYPART_ARC
(20,21),3.65301 # DEPENDENCYPART_ARC
(20,22),0.632531 # DEPENDENCYPART_ARC
(20,23),-0.97391 # DEPENDENCYPART_ARC
(20,24),-0.891061 # DEPENDENCYPART_ARC
(20,25),-1.05929 # DEPENDENCYPART_ARC
(20,26),-2.38792 # DEPENDENCYPART_ARC
(20,27),-1.92777 # DEPENDENCYPART_ARC
(21,1),-4.14919 # DEPENDENCYPART_ARC
(21,2),-3.28515 # DEPENDENCYPART_ARC
(21,3),-2.4134 # DEPENDENCYPART_ARC
(21,4),-3.99496 # DEPENDENCYPART_ARC
(21,5),-2.13988 # DEPENDENCYPART_ARC
(21,6),-2.5 # DEPENDENCYPART_ARC
(21,7),-2.13433 # DEPENDENCYPART_ARC
(21,8),-3.21779 # DEPENDENCYPART_ARC
(21,9),-1.14775 # DEPENDENCYPART_ARC
(21,10),-2.63218 # DEPENDENCYPART_ARC
(21,11),-0.421804 # DEPENDENCYPART_ARC
(21,12),-1.47168 # DEPENDENCYPART_ARC
(21,13),0.118464 # DEPENDENCYPART_ARC
(21,14),-1.74585 # DEPENDENCYPART_ARC
(21,15),-0.560942 # DEPENDENCYPART_ARC
(21,16),-0.115836 # DEPENDENCYPART_ARC
(21,17),-0.511017 # DEPENDENCYPART_ARC
(21,18),1.03301 # DEPENDENCYPART_ARC
(21,19),0.866787 # DEPENDENCYPART_ARC
(21,20),5.01241 # DEPENDENCYPART_ARC
(21,22),2.73909 # DEPENDENCYPART_ARC
(21,23),0.986754 # DEPENDENCYPART_ARC
(21,24),0.164784 # DEPENDENCYPART_ARC
(21,25),-0.163426 # DEPENDENCYPART_ARC
(21,26),-0.44326 # DEPENDENCYPART_ARC
(21,27),1.32072 # DEPENDENCYPART_ARC
(22,1),-2.70163 # DEPENDENCYPART_ARC
(22,2),-2.44694 # DEPENDENCYPART_ARC
(22,3),-3.1437 # DEPENDENCYPART_ARC
(22,4),-2.06397 # DEPENDENCYPART_ARC
(22,5),-2.77632 # DEPENDENCYPART_ARC
(22,6),-2.75629 # DEPENDENCYPART_ARC
(22,7),-2.5622 # DEPENDENCYPART_ARC
(22,8),-2.15671 # DEPENDENCYPART_ARC
(22,9),-1.47349 # DEPENDENCYPART_ARC
(22,10),-2.73579 # DEPENDENCYPART_ARC
(22,11),-1.03494 # DEPENDENCYPART_ARC
(22,12),-0.738691 # DEPENDENCYPART_ARC
(22,13),-2.36092 # DEPENDENCYPART_ARC
(22,14),-1.79888 # DEPENDENCYPART_ARC
(22,15),-1.00849 # DEPENDENCYPART_ARC
(22,16),-1.03824 # DEPENDENCYPART_ARC
(22,17),-0.966893 # DEPENDENCYPART_ARC
(22,18),-0.0924755 # DEPENDENCYPART_ARC
(22,19),-0.0331606 # DEPENDENCYPART_ARC
(22,20),0.973209 # DEPENDENCYPART_ARC
(22,21),0.638543 # DEPENDENCYPART_ARC
(22,23),4.54291 # DEPENDENCYPART_ARC
(22,24),2.1988 # DEPENDENCYPART_ARC
(22,25),2.07301 # DEPENDENCYPART_ARC
(22,26),0.986137 # DEPENDENCYPART_ARC
(22,27),0.144613 # DEPENDENCYPART_ARC
(23,1),-5.61295 # DEPENDENCYPART_ARC
(23,2),-4.52036 # DEPENDENCYPART_ARC
(23,3),-2.84194 # DEPENDENCYPART_ARC
(23,4),-6.56249 # DEPENDENCYPART_ARC
(23,5),-3.97886 # DEPENDENCYPART_ARC
(23,6),-2.55437 # DEPENDENCYPART_ARC
(23,7),-2.82389 # DEPENDENCYPART_ARC
(23,8),-3.18399 # DEPENDENCYPART_ARC
(23,9),-2.85192 # DEPENDENCYPART_ARC
(23,10),-3.1712 # DEPENDENCYPART_ARC
(23,11),-2.46067 # DEPENDENCYPART_ARC
(23,12),-2.44336 # DEPENDENCYPART_ARC
(23,13),-1.08524 # DEPENDENCYPART_ARC
(23,14),-2.67593 # DEPENDENCYPART_ARC
(23,15),-1.01965 # DEPENDENCYPART_ARC
(23,16),-1.29122 # DEPENDENCYPART_ARC
(23,17),-1.86833 # DEPENDENCYPART_ARC
(23,18),-0.513684 # DEPENDENCYPART_ARC
(23,19),-0.454552 # DEPENDENCYPART_ARC
(23,20),1.35331 # DEPENDENCYPART_ARC
(23,21),-0.80709 # DEPENDENCYPART_ARC
(23,22),1.17746 # DEPENDENCYPART_ARC
(23,24),-0.0579366 # DEPENDENCYPART_ARC
(23,25),-0.759261 # DEPENDENCYPART_ARC
(23,26),-0.116872 # DEPENDENCYPART_ARC
(23,27),-0.219775 # DEPENDENCYPART_ARC
(24,1),-2.65013 # DEPENDENCYPART_ARC
(24,2),-2.02653 # DEPENDENCYPART_ARC
(24,3),-2.17404 # DEPENDENCYPART_ARC
(24,4),-2.38437 # DEPENDENCYPART_ARC
(24,5),-2.91501 # DEPENDENCYPART_ARC
(24,6),-1.92138 # DEPENDENCYPART_ARC
(24,7),-2.76618 # DEPENDENCYPART_ARC
(24,8),-2.1965 # DEPENDENCYPART_ARC
(24,9),-0.837519 # DEPENDENCYPART_ARC
(24,10),-2.60177 # DEPENDENCYPART_ARC
(24,11),-0.734481 # DEPENDENCYPART_ARC
(24,12),-1.88839 # DEPENDENCYPART_ARC
(24,13),-1.91915 # DEPENDENCYPART_ARC
(24,14),-1.98789 # DEPENDENCYPART_ARC
(24,15),-0.921211 # DEPENDENCYPART_ARC
(24,16),-1.26067 # DEPENDENCYPART_ARC
(24,17),-1.19792 # DEPENDENCYPART_ARC
(24,18),-1.19396 # DEPENDENCYPART_ARC
(24,19),-0.488794 # DEPENDENCYPART_ARC
(24,20),-0.767874 # DEPENDENCYPART_ARC
(24,21),-1.08525 # DEPENDENCYPART_ARC
(24,22),0.237979 # DEPENDENCYPART_ARC
(24,23),0.28616 # DEPENDENCYPART_ARC
(24,25),1.09696 # DEPENDENCYPART_ARC
(24,26),2.4973 # DEPENDENCYPART_ARC
(24,27),0.99925 # DEPENDENCYPART_ARC
(25,1),-1.59597 # DEPENDENCYPART_ARC
(25,2),-1.4032 # DEPENDENCYPART_ARC
(25,3),-2.56243 # DEPENDENCYPART_ARC
(25,4),-0.889571 # DEPENDENCYPART_ARC
(25,5),-1.58051 # DEPENDENCYPART_ARC
(25,6),-1.83819 # DEPENDENCYPART_ARC
(25,7),-1.61522 # DEPENDENCYPART_ARC
(25,8),-0.879708 # DEPENDENCYPART_ARC
(25,9),-0.447772 # DEPENDENCYPART_ARC
(25,10),-1.58625 # DEPENDENCYPART_ARC
(25,11),-0.0846846 # DEPENDENCYPART_ARC
(25,12),0.453968 # DEPENDENCYPART_ARC
(25,13),-1.14605 # DEPENDENCYPART_ARC
(25,14),-0.790733 # DEPENDENCYPART_ARC
(25,15),-0.148946 # DEPENDENCYPART_ARC
(25,16),-0.0417293 # DEPENDENCYPART_ARC
(25,17),0.040686 # DEPENDENCYPART_ARC
(25,18),0.655817 # DEPENDENCYPART_ARC
(25,19),0.168189 # DEPENDENCYPART_ARC
(25,20),1.04034 # DEPENDENCYPART_ARC
(25,21),0.231949 # DEPENDENCYPART_ARC
(25,22),1.04365 # DEPENDENCYPART_ARC
(25,23),0.962669 # DEPENDENCYPART_ARC
(25,24),2.18339 # DEPENDENCYPART_ARC
(25,26),4.94203 # DEPENDENCYPART_ARC
(25,27),1.33782 # DEPENDENCYPART_ARC
(26,1),-6.90174 # DEPENDENCYPART_ARC
(26,2),-5.7156 # DEPENDENCYPART_ARC
(26,3),-4.6423 # DEPENDENCYPART_ARC
(26,4),-8.26966 # DEPENDENCYPART_ARC
(26,5),-5.51378 # DEPENDENCYPART_ARC
(26,6),-4.22336 # DEPENDENCYPART_ARC
(26,7),-3.80838 # DEPENDENCYPART_ARC
(26,8),-4.53661 # DEPENDENCYPART_ARC
(26,9),-3.22575 # DEPENDENCYPART_ARC
(26,10),-4.29482 # DEPENDENCYPART_ARC
(26,11),-3.15462 # DEPENDENCYPART_ARC
(26,12),-3.53615 # DEPENDENCYPART_ARC
(26,13),-2.72584 # DEPENDENCYPART_ARC
(26,14),-4.18187 # DEPENDENCYPART_ARC
(26,15),-3.06042 # DEPENDENCYPART_ARC
(26,16),-2.73903 # DEPENDENCYPART_ARC
(26,17),-3.65041 # DEPENDENCYPART_ARC
(26,18),-2.74376 # DEPENDENCYPART_ARC
(26,19),-2.58957 # DEPENDENCYPART_ARC
(26,20),-1.27132 # DEPENDENCYPART_ARC
(26,21),-3.28858 # DEPENDENCYPART_ARC
(26,22),-2.25663 # DEPENDENCYPART_ARC
(26,23),-1.81351 # DEPENDENCYPART_ARC
(26,24),-1.1295 # DEPENDENCYPART_ARC
(26,25),-0.103118 # DEPENDENCYPART_ARC
(26,27),-0.761361 # DEPENDENCYPART_ARC
(27,1),-4.87159 # DEPENDENCYPART_ARC
(27,2),-4.32511 # DEPENDENCYPART_ARC
(27,3),-4.18764 # DEPENDENCYPART_ARC
(27,4),-4.67387 # DEPENDENCYPART_ARC
(27,5),-4.91708 # DEPENDENCYPART_ARC
(27,6),-4.09402 # DEPENDENCYPART_ARC
(27,7),-4.58425 # DEPENDENCYPART_ARC
(27,8),-4.0142 # DEPENDENCYPART_ARC
(27,9),-3.81889 # DEPENDENCYPART_ARC
(27,10),-4.67509 # DEPENDENCYPART_ARC
(27,11),-3.74727 # DEPENDENCYPART_ARC
(27,12),-4.17588 # DEPENDENCYPART_ARC
(27,13),-4.23072 # DEPENDENCYPART_ARC
(27,14),-4.35538 # DEPENDENCYPART_ARC
(27,15),-3.30396 # DEPENDENCYPART_ARC
(27,16),-3.75393 # DEPENDENCYPART_ARC
(27,17),-3.6338 # DEPENDENCYPART_ARC
(27,18),-3.78856 # DEPENDENCYPART_ARC
(27,19),-3.06838 # DEPENDENCYPART_ARC
(27,20),-3.83127 # DEPENDENCYPART_ARC
(27,21),-3.87846 # DEPENDENCYPART_ARC
(27,22),-2.79952 # DEPENDENCYPART_ARC
(27,23),-3.50296 # DEPENDENCYPART_ARC
(27,24),-2.4625 # DEPENDENCYPART_ARC
(27,25),-2.12844 # DEPENDENCYPART_ARC
(27,26),-2.15054 # DEPENDENCYPART_ARC
