# _root_ Més de 200 grups de cristians de base promouen la celebració d' un sínode alternatiu , l' Assemblea_del_Poble_de_Déu , que se celebrarà del 4 al 7_d'_octubre a la Universitat_Protestant_de_Teologia_de_Roma .
#goldHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,18,22,22,11,24,22,24,24,22,29,27,9,
#predictedHeads=2,4,2,9,4,5,6,7,0,11,9,11,14,12,14,18,18,14,22,22,22,18,24,22,24,25,22,29,27,9,
(20,17),-2.28516 # DEPENDENCYPART_ARC
(20,22),0.178337 # DEPENDENCYPART_ARC
(20,23),-1.7145 # DEPENDENCYPART_ARC
(20,25),-2.31484 # DEPENDENCYPART_ARC
(20,27),-2.3989 # DEPENDENCYPART_ARC
(20,28),-3.47305 # DEPENDENCYPART_ARC
(22,1),-2.35099 # DEPENDENCYPART_ARC
(22,2),-5.00547 # DEPENDENCYPART_ARC
(22,3),-1.70273 # DEPENDENCYPART_ARC
(22,4),-0.444333 # DEPENDENCYPART_ARC
(22,5),-4.47771 # DEPENDENCYPART_ARC
(22,6),-0.828468 # DEPENDENCYPART_ARC
(22,7),-3.90888 # DEPENDENCYPART_ARC
(22,8),-0.644848 # DEPENDENCYPART_ARC
(22,9),0.0934157 # DEPENDENCYPART_ARC
(22,10),-1.77951 # DEPENDENCYPART_ARC
(22,11),0.521901 # DEPENDENCYPART_ARC
(22,12),-1.90624 # DEPENDENCYPART_ARC
(22,14),0.578785 # DEPENDENCYPART_ARC
(22,15),-1.18424 # DEPENDENCYPART_ARC
(22,16),0.0554411 # DEPENDENCYPART_ARC
(22,17),-0.856104 # DEPENDENCYPART_ARC
(22,18),0.308999 # DEPENDENCYPART_ARC
(22,19),2.28902 # DEPENDENCYPART_ARC
(22,20),3.928 # DEPENDENCYPART_ARC
(22,21),4.77854 # DEPENDENCYPART_ARC
(22,23),1.49344 # DEPENDENCYPART_ARC
(22,24),2.19168 # DEPENDENCYPART_ARC
(22,25),1.5634 # DEPENDENCYPART_ARC
(22,26),1.37991 # DEPENDENCYPART_ARC
(22,27),1.96072 # DEPENDENCYPART_ARC
(22,28),-3.04419 # DEPENDENCYPART_ARC
(22,29),1.74929 # DEPENDENCYPART_ARC
(22,30),2.99008 # DEPENDENCYPART_ARC
(23,1),-3.49921 # DEPENDENCYPART_ARC
(23,2),-4.02963 # DEPENDENCYPART_ARC
(23,3),-2.73999 # DEPENDENCYPART_ARC
(23,4),-5.32881 # DEPENDENCYPART_ARC
(23,5),-3.55936 # DEPENDENCYPART_ARC
(23,6),-5.07425 # DEPENDENCYPART_ARC
(23,7),-3.2239 # DEPENDENCYPART_ARC
(23,8),-3.24908 # DEPENDENCYPART_ARC
(23,9),-4.06519 # DEPENDENCYPART_ARC
(23,10),-2.55646 # DEPENDENCYPART_ARC
(23,11),-3.23989 # DEPENDENCYPART_ARC
(23,12),-2.55234 # DEPENDENCYPART_ARC
(23,13),-2.66316 # DEPENDENCYPART_ARC
(23,14),-3.89587 # DEPENDENCYPART_ARC
(23,15),-2.76138 # DEPENDENCYPART_ARC
(23,16),-2.58345 # DEPENDENCYPART_ARC
(23,17),-2.49843 # DEPENDENCYPART_ARC
(23,18),-3.00293 # DEPENDENCYPART_ARC
(23,19),-2.37313 # DEPENDENCYPART_ARC
(23,20),-2.43575 # DEPENDENCYPART_ARC
(23,21),-1.36479 # DEPENDENCYPART_ARC
(23,22),-1.40287 # DEPENDENCYPART_ARC
(23,24),2.87211 # DEPENDENCYPART_ARC
(23,25),0.0322981 # DEPENDENCYPART_ARC
(23,26),0.367284 # DEPENDENCYPART_ARC
(23,27),-1.47474 # DEPENDENCYPART_ARC
(23,28),-3.1913 # DEPENDENCYPART_ARC
(23,29),-0.598342 # DEPENDENCYPART_ARC
(23,30),-1.40723 # DEPENDENCYPART_ARC
(24,1),-1.46786 # DEPENDENCYPART_ARC
(24,2),-2.16766 # DEPENDENCYPART_ARC
(24,4),-2.87747 # DEPENDENCYPART_ARC
(24,5),-2.0671 # DEPENDENCYPART_ARC
(24,6),-2.80505 # DEPENDENCYPART_ARC
(24,7),-1.88846 # DEPENDENCYPART_ARC
(24,8),-2.55453 # DEPENDENCYPART_ARC
(24,9),-2.08066 # DEPENDENCYPART_ARC
(24,10),-1.61961 # DEPENDENCYPART_ARC
(24,11),-2.39893 # DEPENDENCYPART_ARC
(24,12),-1.3092 # DEPENDENCYPART_ARC
(24,13),-1.32512 # DEPENDENCYPART_ARC
(24,14),-1.94607 # DEPENDENCYPART_ARC
(24,15),-1.37682 # DEPENDENCYPART_ARC
(24,16),-0.415249 # DEPENDENCYPART_ARC
(24,17),-0.845075 # DEPENDENCYPART_ARC
(24,18),-1.57862 # DEPENDENCYPART_ARC
(24,19),-0.164535 # DEPENDENCYPART_ARC
(24,20),0.0145583 # DEPENDENCYPART_ARC
(24,22),0.378796 # DEPENDENCYPART_ARC
(24,23),3.26792 # DEPENDENCYPART_ARC
(24,25),3.2235 # DEPENDENCYPART_ARC
(24,26),1.82046 # DEPENDENCYPART_ARC
(24,27),0.756326 # DEPENDENCYPART_ARC
(24,28),-0.42974 # DEPENDENCYPART_ARC
(24,29),-0.0284528 # DEPENDENCYPART_ARC
(24,30),0.805324 # DEPENDENCYPART_ARC
(25,1),-2.38212 # DEPENDENCYPART_ARC
(25,2),-3.92381 # DEPENDENCYPART_ARC
(25,3),-1.93726 # DEPENDENCYPART_ARC
(25,4),-4.78427 # DEPENDENCYPART_ARC
(25,5),-3.39557 # DEPENDENCYPART_ARC
(25,6),-4.33931 # DEPENDENCYPART_ARC
(25,7),-3.14255 # DEPENDENCYPART_ARC
(25,8),-2.54491 # DEPENDENCYPART_ARC
(25,9),-3.03271 # DEPENDENCYPART_ARC
(25,10),-1.91505 # DEPENDENCYPART_ARC
(25,11),-2.53207 # DEPENDENCYPART_ARC
(25,12),-2.00998 # DEPENDENCYPART_ARC
(25,13),-2.15217 # DEPENDENCYPART_ARC
(25,14),-3.20818 # DEPENDENCYPART_ARC
(25,15),-1.8333 # DEPENDENCYPART_ARC
(25,16),-1.36034 # DEPENDENCYPART_ARC
(25,17),-1.98975 # DEPENDENCYPART_ARC
(25,18),-2.39655 # DEPENDENCYPART_ARC
(25,19),-0.924325 # DEPENDENCYPART_ARC
(25,20),-1.95421 # DEPENDENCYPART_ARC
(25,21),-1.18224 # DEPENDENCYPART_ARC
(25,22),-1.48316 # DEPENDENCYPART_ARC
(25,23),-0.239769 # DEPENDENCYPART_ARC
(25,24),0.168475 # DEPENDENCYPART_ARC
(25,26),2.14747 # DEPENDENCYPART_ARC
(25,27),0.00687877 # DEPENDENCYPART_ARC
(25,28),-2.75247 # DEPENDENCYPART_ARC
(25,29),0.180576 # DEPENDENCYPART_ARC
(25,30),-0.959057 # DEPENDENCYPART_ARC
(26,1),-3.26061 # DEPENDENCYPART_ARC
(26,2),-3.40783 # DEPENDENCYPART_ARC
(26,4),-4.81381 # DEPENDENCYPART_ARC
(26,5),-3.46937 # DEPENDENCYPART_ARC
(26,6),-4.45455 # DEPENDENCYPART_ARC
(26,7),-3.2041 # DEPENDENCYPART_ARC
(26,8),-4.35797 # DEPENDENCYPART_ARC
(26,9),-3.82193 # DEPENDENCYPART_ARC
(26,10),-3.34256 # DEPENDENCYPART_ARC
(26,11),-4.06644 # DEPENDENCYPART_ARC
(26,12),-2.84206 # DEPENDENCYPART_ARC
(26,13),-3.10153 # DEPENDENCYPART_ARC
(26,14),-3.8638 # DEPENDENCYPART_ARC
(26,15),-3.22562 # DEPENDENCYPART_ARC
(26,16),-2.31676 # DEPENDENCYPART_ARC
(26,17),-2.75084 # DEPENDENCYPART_ARC
(26,18),-3.41594 # DEPENDENCYPART_ARC
(26,19),-2.24361 # DEPENDENCYPART_ARC
(26,20),-2.13527 # DEPENDENCYPART_ARC
(26,22),-2.4119 # DEPENDENCYPART_ARC
(26,23),0.0356501 # DEPENDENCYPART_ARC
(26,24),-1.084 # DEPENDENCYPART_ARC
(26,25),0.563672 # DEPENDENCYPART_ARC
(26,27),0.97855 # DEPENDENCYPART_ARC
(26,28),-0.280348 # DEPENDENCYPART_ARC
(26,29),-0.429294 # DEPENDENCYPART_ARC
(26,30),0.29182 # DEPENDENCYPART_ARC
(27,1),-2.63325 # DEPENDENCYPART_ARC
(27,2),-4.73457 # DEPENDENCYPART_ARC
(27,3),-1.98698 # DEPENDENCYPART_ARC
(27,4),-3.93387 # DEPENDENCYPART_ARC
(27,5),-4.21518 # DEPENDENCYPART_ARC
(27,6),-3.76427 # DEPENDENCYPART_ARC
(27,7),-3.58039 # DEPENDENCYPART_ARC
(27,8),-2.99912 # DEPENDENCYPART_ARC
(27,9),-1.25062 # DEPENDENCYPART_ARC
(27,10),-2.41409 # DEPENDENCYPART_ARC
(27,11),-2.97669 # DEPENDENCYPART_ARC
(27,12),-2.57084 # DEPENDENCYPART_ARC
(27,13),-2.33311 # DEPENDENCYPART_ARC
(27,14),-2.90917 # DEPENDENCYPART_ARC
(27,15),-2.13349 # DEPENDENCYPART_ARC
(27,16),-1.32129 # DEPENDENCYPART_ARC
(27,17),-2.3327 # DEPENDENCYPART_ARC
(27,18),-2.75051 # DEPENDENCYPART_ARC
(27,19),-1.09884 # DEPENDENCYPART_ARC
(27,20),-1.70893 # DEPENDENCYPART_ARC
(27,21),-1.52447 # DEPENDENCYPART_ARC
(27,22),-0.764348 # DEPENDENCYPART_ARC
(27,23),-0.154676 # DEPENDENCYPART_ARC
(27,24),-1.0924 # DEPENDENCYPART_ARC
(27,25),0.357141 # DEPENDENCYPART_ARC
(27,26),0.147042 # DEPENDENCYPART_ARC
(27,28),-0.380075 # DEPENDENCYPART_ARC
(27,29),4.14017 # DEPENDENCYPART_ARC
(27,30),-0.161112 # DEPENDENCYPART_ARC
(28,1),-1.00934 # DEPENDENCYPART_ARC
(28,2),-3.97932 # DEPENDENCYPART_ARC
(28,3),-2.7387 # DEPENDENCYPART_ARC
(28,4),-3.95995 # DEPENDENCYPART_ARC
(28,5),-4.40676 # DEPENDENCYPART_ARC
(28,6),-3.83429 # DEPENDENCYPART_ARC
(28,7),-4.25048 # DEPENDENCYPART_ARC
(28,8),-3.14767 # DEPENDENCYPART_ARC
(28,10),-4.14368 # DEPENDENCYPART_ARC
(28,11),-2.95881 # DEPENDENCYPART_ARC
(28,12),-3.10537 # DEPENDENCYPART_ARC
(28,13),-3.9823 # DEPENDENCYPART_ARC
(28,14),-3.18408 # DEPENDENCYPART_ARC
(28,15),-3.13798 # DEPENDENCYPART_ARC
(28,17),-4.29302 # DEPENDENCYPART_ARC
(28,18),-2.54901 # DEPENDENCYPART_ARC
(28,20),-3.03509 # DEPENDENCYPART_ARC
(28,23),-1.11029 # DEPENDENCYPART_ARC
(28,24),-1.78165 # DEPENDENCYPART_ARC
(28,25),-0.727521 # DEPENDENCYPART_ARC
(28,26),-1.04321 # DEPENDENCYPART_ARC
(28,27),0.013688 # DEPENDENCYPART_ARC
(28,29),0.106533 # DEPENDENCYPART_ARC
(29,1),-4.74395 # DEPENDENCYPART_ARC
(29,2),-2.86604 # DEPENDENCYPART_ARC
(29,3),-5.10885 # DEPENDENCYPART_ARC
(29,4),-3.53126 # DEPENDENCYPART_ARC
(29,5),-2.87892 # DEPENDENCYPART_ARC
(29,6),-2.75562 # DEPENDENCYPART_ARC
(29,7),-2.64612 # DEPENDENCYPART_ARC
(29,8),-2.75329 # DEPENDENCYPART_ARC
(29,9),-2.78183 # DEPENDENCYPART_ARC
(29,10),-5.04479 # DEPENDENCYPART_ARC
(29,11),-3.23045 # DEPENDENCYPART_ARC
(29,12),-1.77653 # DEPENDENCYPART_ARC
(29,13),-3.49272 # DEPENDENCYPART_ARC
(29,14),-2.91845 # DEPENDENCYPART_ARC
(29,15),-3.86755 # DEPENDENCYPART_ARC
(29,16),-1.85551 # DEPENDENCYPART_ARC
(29,17),-3.70666 # DEPENDENCYPART_ARC
(29,18),-2.85122 # DEPENDENCYPART_ARC
(29,19),-1.86743 # DEPENDENCYPART_ARC
(29,20),-1.80886 # DEPENDENCYPART_ARC
(29,22),-2.09391 # DEPENDENCYPART_ARC
(29,23),-1.08909 # DEPENDENCYPART_ARC
(29,24),-0.993945 # DEPENDENCYPART_ARC
(29,25),-0.645606 # DEPENDENCYPART_ARC
(29,26),-0.491948 # DEPENDENCYPART_ARC
(29,27),0.374976 # DEPENDENCYPART_ARC
(29,28),4.10817 # DEPENDENCYPART_ARC
(29,30),0.334559 # DEPENDENCYPART_ARC
(30,24),-2.43391 # DEPENDENCYPART_ARC
(30,26),-2.24634 # DEPENDENCYPART_ARC
