# _root_ En_funció_d' aquesta Diagnosi s' elaborarà el Pla_d'_Acció_Local_per_a_la_Sostenibilitat , configurat per un conjunt d' accions a emprendre , consensuades amb la ciutadania i els agents socials i econòmics locals .
#goldHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,18,15,18,14,18,21,19,21,24,21,24,25,25,24,5,
#predictedHeads=5,3,1,5,0,7,5,9,7,9,12,10,12,13,12,15,18,16,18,21,19,21,24,21,24,25,25,24,5,
(23,24),-0.538109 # DEPENDENCYPART_ARC
(23,25),-0.266763 # DEPENDENCYPART_ARC
(23,26),-1.07949 # DEPENDENCYPART_ARC
(23,27),-0.939684 # DEPENDENCYPART_ARC
(23,28),-1.57471 # DEPENDENCYPART_ARC
(24,1),-2.68665 # DEPENDENCYPART_ARC
(24,2),-5.64866 # DEPENDENCYPART_ARC
(24,3),-3.62319 # DEPENDENCYPART_ARC
(24,5),-2.05041 # DEPENDENCYPART_ARC
(24,6),-6.59849 # DEPENDENCYPART_ARC
(24,7),-3.35208 # DEPENDENCYPART_ARC
(24,8),-2.13887 # DEPENDENCYPART_ARC
(24,9),-3.63534 # DEPENDENCYPART_ARC
(24,10),-1.78878 # DEPENDENCYPART_ARC
(24,11),-2.44517 # DEPENDENCYPART_ARC
(24,12),-2.94416 # DEPENDENCYPART_ARC
(24,13),-1.47061 # DEPENDENCYPART_ARC
(24,14),-1.23753 # DEPENDENCYPART_ARC
(24,15),-1.42425 # DEPENDENCYPART_ARC
(24,16),-1.22512 # DEPENDENCYPART_ARC
(24,17),-0.496886 # DEPENDENCYPART_ARC
(24,18),-0.747686 # DEPENDENCYPART_ARC
(24,19),-0.447028 # DEPENDENCYPART_ARC
(24,20),1.65028 # DEPENDENCYPART_ARC
(24,21),-1.28847 # DEPENDENCYPART_ARC
(24,22),0.291298 # DEPENDENCYPART_ARC
(24,23),4.61407 # DEPENDENCYPART_ARC
(24,25),4.60106 # DEPENDENCYPART_ARC
(24,26),1.90877 # DEPENDENCYPART_ARC
(24,27),1.6866 # DEPENDENCYPART_ARC
(24,28),3.06472 # DEPENDENCYPART_ARC
(24,29),1.44382 # DEPENDENCYPART_ARC
(25,1),-3.52943 # DEPENDENCYPART_ARC
(25,2),-3.0912 # DEPENDENCYPART_ARC
(25,3),-4.0709 # DEPENDENCYPART_ARC
(25,5),-2.92976 # DEPENDENCYPART_ARC
(25,6),-2.66406 # DEPENDENCYPART_ARC
(25,7),-3.75589 # DEPENDENCYPART_ARC
(25,8),-3.09278 # DEPENDENCYPART_ARC
(25,9),-3.03959 # DEPENDENCYPART_ARC
(25,10),-2.72506 # DEPENDENCYPART_ARC
(25,11),-2.99359 # DEPENDENCYPART_ARC
(25,12),-3.34501 # DEPENDENCYPART_ARC
(25,13),-1.6906 # DEPENDENCYPART_ARC
(25,14),-2.54192 # DEPENDENCYPART_ARC
(25,15),-1.62223 # DEPENDENCYPART_ARC
(25,16),-2.82151 # DEPENDENCYPART_ARC
(25,17),-1.51203 # DEPENDENCYPART_ARC
(25,18),-0.0910769 # DEPENDENCYPART_ARC
(25,19),-0.687213 # DEPENDENCYPART_ARC
(25,20),-0.55721 # DEPENDENCYPART_ARC
(25,21),-1.1417 # DEPENDENCYPART_ARC
(25,22),-0.746912 # DEPENDENCYPART_ARC
(25,23),0.610638 # DEPENDENCYPART_ARC
(25,24),-0.321251 # DEPENDENCYPART_ARC
(25,26),3.41448 # DEPENDENCYPART_ARC
(25,27),3.91595 # DEPENDENCYPART_ARC
(25,28),1.77867 # DEPENDENCYPART_ARC
(25,29),0.367246 # DEPENDENCYPART_ARC
(26,3),-4.08759 # DEPENDENCYPART_ARC
(26,7),-3.85324 # DEPENDENCYPART_ARC
(26,8),-3.63048 # DEPENDENCYPART_ARC
(26,17),-2.81027 # DEPENDENCYPART_ARC
(27,1),-2.93686 # DEPENDENCYPART_ARC
(27,2),-2.51628 # DEPENDENCYPART_ARC
(27,3),-3.38311 # DEPENDENCYPART_ARC
(27,5),-1.83337 # DEPENDENCYPART_ARC
(27,6),-1.62126 # DEPENDENCYPART_ARC
(27,7),-2.95063 # DEPENDENCYPART_ARC
(27,8),-2.03788 # DEPENDENCYPART_ARC
(27,9),-2.02137 # DEPENDENCYPART_ARC
(27,10),-2.14686 # DEPENDENCYPART_ARC
(27,11),-1.88037 # DEPENDENCYPART_ARC
(27,12),-2.31549 # DEPENDENCYPART_ARC
(27,13),-0.660599 # DEPENDENCYPART_ARC
(27,14),-1.88938 # DEPENDENCYPART_ARC
(27,15),-1.09337 # DEPENDENCYPART_ARC
(27,16),-2.16665 # DEPENDENCYPART_ARC
(27,17),-0.662318 # DEPENDENCYPART_ARC
(27,18),0.249771 # DEPENDENCYPART_ARC
(27,19),-0.00948479 # DEPENDENCYPART_ARC
(27,20),-0.685466 # DEPENDENCYPART_ARC
(27,21),-0.753224 # DEPENDENCYPART_ARC
(27,22),-0.562691 # DEPENDENCYPART_ARC
(27,23),-0.0279383 # DEPENDENCYPART_ARC
(27,24),-1.04966 # DEPENDENCYPART_ARC
(27,25),0.951006 # DEPENDENCYPART_ARC
(27,26),1.08798 # DEPENDENCYPART_ARC
(27,28),1.07514 # DEPENDENCYPART_ARC
(27,29),-1.03623 # DEPENDENCYPART_ARC
(28,1),-3.05881 # DEPENDENCYPART_ARC
(28,2),-2.74774 # DEPENDENCYPART_ARC
(28,3),-3.64488 # DEPENDENCYPART_ARC
(28,5),-2.51101 # DEPENDENCYPART_ARC
(28,6),-2.37894 # DEPENDENCYPART_ARC
(28,7),-3.36369 # DEPENDENCYPART_ARC
(28,8),-2.16868 # DEPENDENCYPART_ARC
(28,9),-2.91256 # DEPENDENCYPART_ARC
(28,10),-2.38279 # DEPENDENCYPART_ARC
(28,11),-2.50139 # DEPENDENCYPART_ARC
(28,12),-2.81421 # DEPENDENCYPART_ARC
(28,13),-1.06467 # DEPENDENCYPART_ARC
(28,14),-2.04955 # DEPENDENCYPART_ARC
(28,15),-1.49634 # DEPENDENCYPART_ARC
(28,16),-2.47504 # DEPENDENCYPART_ARC
(28,17),-0.837133 # DEPENDENCYPART_ARC
(28,18),-0.00931195 # DEPENDENCYPART_ARC
(28,19),-0.157107 # DEPENDENCYPART_ARC
(28,20),-0.949717 # DEPENDENCYPART_ARC
(28,21),-1.14072 # DEPENDENCYPART_ARC
(28,22),-0.803204 # DEPENDENCYPART_ARC
(28,23),-0.405483 # DEPENDENCYPART_ARC
(28,24),-1.46347 # DEPENDENCYPART_ARC
(28,25),-0.5654 # DEPENDENCYPART_ARC
(28,26),0.249858 # DEPENDENCYPART_ARC
(28,27),0.368555 # DEPENDENCYPART_ARC
(28,29),-0.56809 # DEPENDENCYPART_ARC
(29,22),-1.47242 # DEPENDENCYPART_ARC
(29,26),-1.00139 # DEPENDENCYPART_ARC
