# _root_ Mentre viu a sota de les branques o de les pedres dels jardins públics , com passa al Palau_de_Pedralbes de Barcelona , no hi ha tantes queixes : " Els problemes comencen a aparèixer quan s' acosten a les cases " .
#goldHeads=2,25,2,3,4,7,5,5,5,11,9,5,12,13,17,17,2,17,18,19,20,2,25,25,0,27,25,34,34,31,34,34,34,25,37,37,34,37,40,38,34,25,
#predictedHeads=2,0,2,3,4,7,5,5,5,11,9,11,12,13,17,17,2,17,18,19,20,17,25,25,17,27,25,34,34,31,34,34,34,17,37,37,34,37,40,38,37,34,
(12,8),-0.922095 # DEPENDENCYPART_ARC
(12,9),-0.720808 # DEPENDENCYPART_ARC
(12,10),1.38549 # DEPENDENCYPART_ARC
(12,11),0.120276 # DEPENDENCYPART_ARC
(12,13),4.91463 # DEPENDENCYPART_ARC
(12,14),0.449797 # DEPENDENCYPART_ARC
(12,15),0.669806 # DEPENDENCYPART_ARC
(12,16),-0.440639 # DEPENDENCYPART_ARC
(12,17),-1.08024 # DEPENDENCYPART_ARC
(12,18),-1.69561 # DEPENDENCYPART_ARC
(12,19),-2.45119 # DEPENDENCYPART_ARC
(12,20),-1.21133 # DEPENDENCYPART_ARC
(12,21),-3.18726 # DEPENDENCYPART_ARC
(12,22),-0.645097 # DEPENDENCYPART_ARC
(12,23),-1.99093 # DEPENDENCYPART_ARC
(12,24),-7.57337 # DEPENDENCYPART_ARC
(12,25),-2.1401 # DEPENDENCYPART_ARC
(12,26),-3.44412 # DEPENDENCYPART_ARC
(12,27),-6.8099 # DEPENDENCYPART_ARC
(12,28),-2.08077 # DEPENDENCYPART_ARC
(12,29),-2.03891 # DEPENDENCYPART_ARC
(12,30),-3.31628 # DEPENDENCYPART_ARC
(12,31),-9.40432 # DEPENDENCYPART_ARC
(12,32),-3.84003 # DEPENDENCYPART_ARC
(12,33),-4.54826 # DEPENDENCYPART_ARC
(12,34),-3.69972 # DEPENDENCYPART_ARC
(12,35),-2.71689 # DEPENDENCYPART_ARC
(12,36),-7.10236 # DEPENDENCYPART_ARC
(12,37),-3.44646 # DEPENDENCYPART_ARC
(12,38),-4.96135 # DEPENDENCYPART_ARC
(12,39),-3.97343 # DEPENDENCYPART_ARC
(12,40),-13.4652 # DEPENDENCYPART_ARC
(12,41),-3.09748 # DEPENDENCYPART_ARC
(12,42),-0.802658 # DEPENDENCYPART_ARC
(13,1),-1.53231 # DEPENDENCYPART_ARC
(13,2),-0.623941 # DEPENDENCYPART_ARC
(13,3),-1.54377 # DEPENDENCYPART_ARC
(13,4),-1.74131 # DEPENDENCYPART_ARC
(13,5),-0.897976 # DEPENDENCYPART_ARC
(13,6),-0.812038 # DEPENDENCYPART_ARC
(13,7),-2.1275 # DEPENDENCYPART_ARC
(13,8),-1.33415 # DEPENDENCYPART_ARC
(13,9),-0.19909 # DEPENDENCYPART_ARC
(13,10),1.44968 # DEPENDENCYPART_ARC
(13,11),-0.684544 # DEPENDENCYPART_ARC
(13,12),0.993427 # DEPENDENCYPART_ARC
(13,14),4.61569 # DEPENDENCYPART_ARC
(13,15),0.802685 # DEPENDENCYPART_ARC
(13,16),0.526069 # DEPENDENCYPART_ARC
(13,17),0.40598 # DEPENDENCYPART_ARC
(13,18),-0.999713 # DEPENDENCYPART_ARC
(13,19),-1.04268 # DEPENDENCYPART_ARC
(13,20),0.300996 # DEPENDENCYPART_ARC
(13,21),-1.38697 # DEPENDENCYPART_ARC
(13,22),-0.832591 # DEPENDENCYPART_ARC
(13,23),-0.723024 # DEPENDENCYPART_ARC
(13,24),-1.96109 # DEPENDENCYPART_ARC
(13,25),-1.22997 # DEPENDENCYPART_ARC
(13,26),-2.04972 # DEPENDENCYPART_ARC
(13,27),-1.06451 # DEPENDENCYPART_ARC
(13,28),-1.37552 # DEPENDENCYPART_ARC
(13,29),-0.570643 # DEPENDENCYPART_ARC
(13,30),-1.56646 # DEPENDENCYPART_ARC
(13,31),-1.41912 # DEPENDENCYPART_ARC
(13,32),-1.07678 # DEPENDENCYPART_ARC
(13,33),-2.62553 # DEPENDENCYPART_ARC
(13,34),-2.20607 # DEPENDENCYPART_ARC
(13,35),-3.06604 # DEPENDENCYPART_ARC
(13,36),-2.63778 # DEPENDENCYPART_ARC
(13,37),-2.89639 # DEPENDENCYPART_ARC
(13,38),-3.68064 # DEPENDENCYPART_ARC
(13,39),-3.43559 # DEPENDENCYPART_ARC
(13,40),-3.41148 # DEPENDENCYPART_ARC
(13,41),-2.25768 # DEPENDENCYPART_ARC
(13,42),0.336896 # DEPENDENCYPART_ARC
(14,1),-2.14885 # DEPENDENCYPART_ARC
(14,2),-2.01634 # DEPENDENCYPART_ARC
(14,3),-1.86049 # DEPENDENCYPART_ARC
(14,4),-2.01458 # DEPENDENCYPART_ARC
(14,5),-0.990023 # DEPENDENCYPART_ARC
(14,6),-1.30333 # DEPENDENCYPART_ARC
(14,7),-1.85518 # DEPENDENCYPART_ARC
(14,8),-1.33115 # DEPENDENCYPART_ARC
(14,9),-0.342752 # DEPENDENCYPART_ARC
(14,10),-0.242918 # DEPENDENCYPART_ARC
(14,11),-1.01644 # DEPENDENCYPART_ARC
(14,12),-0.558404 # DEPENDENCYPART_ARC
(14,13),-0.0130937 # DEPENDENCYPART_ARC
(14,15),0.34155 # DEPENDENCYPART_ARC
(14,16),-0.0599083 # DEPENDENCYPART_ARC
(14,17),-0.858939 # DEPENDENCYPART_ARC
(14,18),-1.2766 # DEPENDENCYPART_ARC
(14,19),-0.988267 # DEPENDENCYPART_ARC
(14,20),-1.81112 # DEPENDENCYPART_ARC
(14,21),-1.13589 # DEPENDENCYPART_ARC
(14,22),-1.24668 # DEPENDENCYPART_ARC
(14,23),-1.89066 # DEPENDENCYPART_ARC
(14,24),-2.94818 # DEPENDENCYPART_ARC
(14,25),-2.34436 # DEPENDENCYPART_ARC
(14,26),-3.1885 # DEPENDENCYPART_ARC
(14,27),-2.24561 # DEPENDENCYPART_ARC
(14,28),-1.98046 # DEPENDENCYPART_ARC
(14,29),-2.52255 # DEPENDENCYPART_ARC
(14,30),-3.10642 # DEPENDENCYPART_ARC
(14,31),-2.776 # DEPENDENCYPART_ARC
(14,32),-2.96504 # DEPENDENCYPART_ARC
(14,33),-4.19164 # DEPENDENCYPART_ARC
(14,34),-3.40396 # DEPENDENCYPART_ARC
(14,35),-2.25174 # DEPENDENCYPART_ARC
(14,36),-2.8328 # DEPENDENCYPART_ARC
(14,37),-3.18615 # DEPENDENCYPART_ARC
(14,38),-5.20947 # DEPENDENCYPART_ARC
(14,39),-3.81875 # DEPENDENCYPART_ARC
(14,40),-3.17314 # DEPENDENCYPART_ARC
(14,41),-4.21651 # DEPENDENCYPART_ARC
(14,42),-2.67453 # DEPENDENCYPART_ARC
(15,1),-1.88226 # DEPENDENCYPART_ARC
(15,2),-2.42024 # DEPENDENCYPART_ARC
(15,3),-1.70214 # DEPENDENCYPART_ARC
(15,4),-2.1344 # DEPENDENCYPART_ARC
(15,5),-1.668 # DEPENDENCYPART_ARC
(15,6),-2.23019 # DEPENDENCYPART_ARC
(15,7),-2.19137 # DEPENDENCYPART_ARC
(15,8),-1.49033 # DEPENDENCYPART_ARC
(15,9),-1.49043 # DEPENDENCYPART_ARC
(15,10),-1.63113 # DEPENDENCYPART_ARC
(15,11),-1.90033 # DEPENDENCYPART_ARC
(15,12),-0.78985 # DEPENDENCYPART_ARC
(15,13),-1.11199 # DEPENDENCYPART_ARC
(15,14),0.208656 # DEPENDENCYPART_ARC
(15,16),-0.245914 # DEPENDENCYPART_ARC
(15,17),-0.895977 # DEPENDENCYPART_ARC
(15,18),-1.70104 # DEPENDENCYPART_ARC
(15,19),-1.71955 # DEPENDENCYPART_ARC
(15,20),-1.95115 # DEPENDENCYPART_ARC
(15,21),-1.95165 # DEPENDENCYPART_ARC
(15,22),-1.49537 # DEPENDENCYPART_ARC
(15,23),-2.13555 # DEPENDENCYPART_ARC
(15,24),-2.29312 # DEPENDENCYPART_ARC
(15,25),-1.78853 # DEPENDENCYPART_ARC
(15,26),-2.59233 # DEPENDENCYPART_ARC
(15,27),-2.16418 # DEPENDENCYPART_ARC
(15,28),-1.56724 # DEPENDENCYPART_ARC
(15,29),-1.65592 # DEPENDENCYPART_ARC
(15,30),-2.75483 # DEPENDENCYPART_ARC
(15,31),-2.17028 # DEPENDENCYPART_ARC
(15,32),-2.00016 # DEPENDENCYPART_ARC
(15,33),-2.41302 # DEPENDENCYPART_ARC
(15,34),-2.19604 # DEPENDENCYPART_ARC
(15,35),-1.45704 # DEPENDENCYPART_ARC
(15,36),-2.70917 # DEPENDENCYPART_ARC
(15,37),-2.247 # DEPENDENCYPART_ARC
(15,38),-2.67687 # DEPENDENCYPART_ARC
(15,39),-3.12044 # DEPENDENCYPART_ARC
(15,40),-2.54544 # DEPENDENCYPART_ARC
(15,41),-2.44178 # DEPENDENCYPART_ARC
(15,42),-2.73588 # DEPENDENCYPART_ARC
(16,1),-1.48116 # DEPENDENCYPART_ARC
(16,2),-2.35734 # DEPENDENCYPART_ARC
(16,3),-1.72974 # DEPENDENCYPART_ARC
(16,4),-1.80522 # DEPENDENCYPART_ARC
(16,5),-1.62077 # DEPENDENCYPART_ARC
(16,6),-2.08675 # DEPENDENCYPART_ARC
(16,7),-2.48159 # DEPENDENCYPART_ARC
(16,8),-1.21159 # DEPENDENCYPART_ARC
(16,9),-1.34189 # DEPENDENCYPART_ARC
(16,10),-2.0031 # DEPENDENCYPART_ARC
(16,11),-2.16371 # DEPENDENCYPART_ARC
(16,12),-0.847334 # DEPENDENCYPART_ARC
(16,13),-1.6053 # DEPENDENCYPART_ARC
(16,14),-0.872027 # DEPENDENCYPART_ARC
(16,15),1.57877 # DEPENDENCYPART_ARC
(16,17),2.39927 # DEPENDENCYPART_ARC
(16,18),0.764816 # DEPENDENCYPART_ARC
(16,19),0.989596 # DEPENDENCYPART_ARC
(16,20),-0.149086 # DEPENDENCYPART_ARC
(16,21),0.452333 # DEPENDENCYPART_ARC
(16,22),0.719703 # DEPENDENCYPART_ARC
(16,23),-1.19024 # DEPENDENCYPART_ARC
(16,24),-0.454617 # DEPENDENCYPART_ARC
(16,25),-0.903444 # DEPENDENCYPART_ARC
(16,26),-1.82628 # DEPENDENCYPART_ARC
(16,27),-1.13047 # DEPENDENCYPART_ARC
(16,28),0.401053 # DEPENDENCYPART_ARC
(16,29),-0.797071 # DEPENDENCYPART_ARC
(16,30),-1.94731 # DEPENDENCYPART_ARC
(16,31),-2.53682 # DEPENDENCYPART_ARC
(16,32),-1.80873 # DEPENDENCYPART_ARC
(16,33),-1.10415 # DEPENDENCYPART_ARC
(16,34),-2.3824 # DEPENDENCYPART_ARC
(16,35),-0.282328 # DEPENDENCYPART_ARC
(16,36),-0.904215 # DEPENDENCYPART_ARC
(16,37),-2.17433 # DEPENDENCYPART_ARC
(16,38),-1.48326 # DEPENDENCYPART_ARC
(16,39),-2.2781 # DEPENDENCYPART_ARC
(16,40),-3.42426 # DEPENDENCYPART_ARC
(16,41),-1.41634 # DEPENDENCYPART_ARC
(16,42),1.61491 # DEPENDENCYPART_ARC
(17,1),0.592518 # DEPENDENCYPART_ARC
(17,2),0.611948 # DEPENDENCYPART_ARC
(17,3),-0.220675 # DEPENDENCYPART_ARC
(17,4),-1.63106 # DEPENDENCYPART_ARC
(17,5),-1.25358 # DEPENDENCYPART_ARC
(17,6),-1.72826 # DEPENDENCYPART_ARC
(17,7),-0.75147 # DEPENDENCYPART_ARC
(17,8),-1.44703 # DEPENDENCYPART_ARC
(17,9),-0.363789 # DEPENDENCYPART_ARC
(17,10),-1.31469 # DEPENDENCYPART_ARC
(17,11),-0.367506 # DEPENDENCYPART_ARC
(17,12),-1.1291 # DEPENDENCYPART_ARC
(17,13),-0.775791 # DEPENDENCYPART_ARC
(17,14),-0.531012 # DEPENDENCYPART_ARC
(17,15),2.89828 # DEPENDENCYPART_ARC
(17,16),3.72502 # DEPENDENCYPART_ARC
(17,18),3.64537 # DEPENDENCYPART_ARC
(17,19),2.4003 # DEPENDENCYPART_ARC
(17,20),0.988985 # DEPENDENCYPART_ARC
(17,21),0.406847 # DEPENDENCYPART_ARC
(17,22),0.940777 # DEPENDENCYPART_ARC
(17,23),0.278786 # DEPENDENCYPART_ARC
(17,24),-0.9814 # DEPENDENCYPART_ARC
(17,25),2.35693 # DEPENDENCYPART_ARC
(17,26),-3.05348 # DEPENDENCYPART_ARC
(17,27),0.283013 # DEPENDENCYPART_ARC
(17,28),-0.103289 # DEPENDENCYPART_ARC
(17,29),0.653135 # DEPENDENCYPART_ARC
(17,30),-3.59682 # DEPENDENCYPART_ARC
(17,31),-0.789261 # DEPENDENCYPART_ARC
(17,32),1.344 # DEPENDENCYPART_ARC
(17,33),0.530797 # DEPENDENCYPART_ARC
(17,34),0.0960387 # DEPENDENCYPART_ARC
(17,35),-2.18232 # DEPENDENCYPART_ARC
(17,36),-1.07464 # DEPENDENCYPART_ARC
(17,37),0.725025 # DEPENDENCYPART_ARC
(17,38),-1.78758 # DEPENDENCYPART_ARC
(17,39),-3.40888 # DEPENDENCYPART_ARC
(17,40),-2.51725 # DEPENDENCYPART_ARC
(17,41),0.413236 # DEPENDENCYPART_ARC
(17,42),4.37223 # DEPENDENCYPART_ARC
(18,1),-1.87237 # DEPENDENCYPART_ARC
(18,2),-3.42931 # DEPENDENCYPART_ARC
(18,3),-3.53256 # DEPENDENCYPART_ARC
(18,4),-2.55761 # DEPENDENCYPART_ARC
(18,5),-2.9836 # DEPENDENCYPART_ARC
(18,6),-2.29833 # DEPENDENCYPART_ARC
(18,7),-3.77319 # DEPENDENCYPART_ARC
(18,8),-1.75511 # DEPENDENCYPART_ARC
(18,9),-2.68787 # DEPENDENCYPART_ARC
(18,10),-2.10549 # DEPENDENCYPART_ARC
(18,11),-3.59852 # DEPENDENCYPART_ARC
(18,12),-3.12204 # DEPENDENCYPART_ARC
(18,13),-3.98593 # DEPENDENCYPART_ARC
(18,14),-2.41293 # DEPENDENCYPART_ARC
(18,15),-1.47508 # DEPENDENCYPART_ARC
(18,16),-0.485855 # DEPENDENCYPART_ARC
(18,17),-0.902759 # DEPENDENCYPART_ARC
(18,19),4.50336 # DEPENDENCYPART_ARC
(18,20),0.183467 # DEPENDENCYPART_ARC
(18,21),1.70183 # DEPENDENCYPART_ARC
(18,22),0.391824 # DEPENDENCYPART_ARC
(18,23),-1.35119 # DEPENDENCYPART_ARC
(18,24),-6.93713 # DEPENDENCYPART_ARC
(18,25),-0.718823 # DEPENDENCYPART_ARC
(18,26),-3.73614 # DEPENDENCYPART_ARC
(18,27),-5.25619 # DEPENDENCYPART_ARC
(18,28),-1.54423 # DEPENDENCYPART_ARC
(18,29),-1.71804 # DEPENDENCYPART_ARC
(18,30),-3.73226 # DEPENDENCYPART_ARC
(18,31),-7.97656 # DEPENDENCYPART_ARC
(18,32),-3.40608 # DEPENDENCYPART_ARC
(18,33),-2.38201 # DEPENDENCYPART_ARC
(18,34),-3.6484 # DEPENDENCYPART_ARC
(18,35),-2.31729 # DEPENDENCYPART_ARC
(18,36),-6.44611 # DEPENDENCYPART_ARC
(18,37),-4.08978 # DEPENDENCYPART_ARC
(18,38),-2.7969 # DEPENDENCYPART_ARC
(18,39),-4.18246 # DEPENDENCYPART_ARC
(18,40),-11.7904 # DEPENDENCYPART_ARC
(18,41),-3.06196 # DEPENDENCYPART_ARC
(18,42),-0.978466 # DEPENDENCYPART_ARC
(19,1),-3.11718 # DEPENDENCYPART_ARC
(19,2),-3.55631 # DEPENDENCYPART_ARC
(19,3),-3.98959 # DEPENDENCYPART_ARC
(19,4),-3.51136 # DEPENDENCYPART_ARC
(19,5),-3.22259 # DEPENDENCYPART_ARC
(19,6),-4.79389 # DEPENDENCYPART_ARC
(19,7),-3.94456 # DEPENDENCYPART_ARC
(19,8),-2.9972 # DEPENDENCYPART_ARC
(19,9),-2.79757 # DEPENDENCYPART_ARC
(19,10),-3.63064 # DEPENDENCYPART_ARC
(19,11),-3.5402 # DEPENDENCYPART_ARC
(19,12),-2.89796 # DEPENDENCYPART_ARC
(19,13),-2.78397 # DEPENDENCYPART_ARC
(19,14),-3.63382 # DEPENDENCYPART_ARC
(19,15),-2.81074 # DEPENDENCYPART_ARC
(19,16),-1.75032 # DEPENDENCYPART_ARC
(19,17),-1.64763 # DEPENDENCYPART_ARC
(19,18),-0.286015 # DEPENDENCYPART_ARC
(19,20),3.10383 # DEPENDENCYPART_ARC
(19,21),1.52769 # DEPENDENCYPART_ARC
(19,22),0.404138 # DEPENDENCYPART_ARC
(19,23),0.128971 # DEPENDENCYPART_ARC
(19,24),0.0695275 # DEPENDENCYPART_ARC
(19,25),1.27563 # DEPENDENCYPART_ARC
(19,26),-1.4527 # DEPENDENCYPART_ARC
(19,27),-0.356874 # DEPENDENCYPART_ARC
(19,28),-0.780446 # DEPENDENCYPART_ARC
(19,29),0.0879737 # DEPENDENCYPART_ARC
(19,30),-1.76112 # DEPENDENCYPART_ARC
(19,31),-0.690925 # DEPENDENCYPART_ARC
(19,32),-0.449936 # DEPENDENCYPART_ARC
(19,33),-1.8403 # DEPENDENCYPART_ARC
(19,34),-0.417079 # DEPENDENCYPART_ARC
(19,35),-1.91047 # DEPENDENCYPART_ARC
(19,36),-1.71466 # DEPENDENCYPART_ARC
(19,37),-2.15616 # DEPENDENCYPART_ARC
(19,38),-2.81841 # DEPENDENCYPART_ARC
(19,39),-2.72585 # DEPENDENCYPART_ARC
(19,40),-2.39424 # DEPENDENCYPART_ARC
(19,41),-1.63291 # DEPENDENCYPART_ARC
(19,42),0.576997 # DEPENDENCYPART_ARC
(20,1),-1.38183 # DEPENDENCYPART_ARC
(20,2),-1.52827 # DEPENDENCYPART_ARC
(20,3),-2.84104 # DEPENDENCYPART_ARC
(20,4),-1.86273 # DEPENDENCYPART_ARC
(20,5),-1.91618 # DEPENDENCYPART_ARC
(20,6),-1.10579 # DEPENDENCYPART_ARC
(20,7),-1.95933 # DEPENDENCYPART_ARC
(20,8),-1.13935 # DEPENDENCYPART_ARC
(20,9),-1.87231 # DEPENDENCYPART_ARC
(20,10),-0.877064 # DEPENDENCYPART_ARC
(20,11),-1.99829 # DEPENDENCYPART_ARC
(20,12),-1.81119 # DEPENDENCYPART_ARC
(20,13),-1.75996 # DEPENDENCYPART_ARC
(20,14),-1.46025 # DEPENDENCYPART_ARC
(20,15),-1.24752 # DEPENDENCYPART_ARC
(20,16),-0.486328 # DEPENDENCYPART_ARC
(20,17),0.207499 # DEPENDENCYPART_ARC
(20,18),0.268182 # DEPENDENCYPART_ARC
(20,19),0.791252 # DEPENDENCYPART_ARC
(20,21),4.12776 # DEPENDENCYPART_ARC
(20,22),0.237589 # DEPENDENCYPART_ARC
(20,23),-1.44027 # DEPENDENCYPART_ARC
(20,24),-1.43244 # DEPENDENCYPART_ARC
(20,25),0.020842 # DEPENDENCYPART_ARC
(20,26),-2.71471 # DEPENDENCYPART_ARC
(20,27),-2.59419 # DEPENDENCYPART_ARC
(20,28),-1.48836 # DEPENDENCYPART_ARC
(20,29),-1.8124 # DEPENDENCYPART_ARC
(20,30),-3.11828 # DEPENDENCYPART_ARC
(20,31),-5.50103 # DEPENDENCYPART_ARC
(20,32),-2.59906 # DEPENDENCYPART_ARC
(20,33),-3.33468 # DEPENDENCYPART_ARC
(20,34),-2.65875 # DEPENDENCYPART_ARC
(20,35),-2.32952 # DEPENDENCYPART_ARC
(20,36),-5.4528 # DEPENDENCYPART_ARC
(20,37),-3.19313 # DEPENDENCYPART_ARC
(20,38),-4.13685 # DEPENDENCYPART_ARC
(20,39),-3.34121 # DEPENDENCYPART_ARC
(20,40),-9.02263 # DEPENDENCYPART_ARC
(20,41),-3.00981 # DEPENDENCYPART_ARC
(20,42),-1.27511 # DEPENDENCYPART_ARC
(21,1),-1.41642 # DEPENDENCYPART_ARC
(21,2),-1.99905 # DEPENDENCYPART_ARC
(21,3),-2.96545 # DEPENDENCYPART_ARC
(21,4),-2.41506 # DEPENDENCYPART_ARC
(21,5),-2.35299 # DEPENDENCYPART_ARC
(21,6),-3.83754 # DEPENDENCYPART_ARC
(21,7),-2.6541 # DEPENDENCYPART_ARC
(21,8),-1.68619 # DEPENDENCYPART_ARC
(21,9),-1.9154 # DEPENDENCYPART_ARC
(21,10),-2.89062 # DEPENDENCYPART_ARC
(21,11),-2.20112 # DEPENDENCYPART_ARC
(21,12),-1.6761 # DEPENDENCYPART_ARC
(21,13),-1.12972 # DEPENDENCYPART_ARC
(21,14),-2.32225 # DEPENDENCYPART_ARC
(21,15),-1.32603 # DEPENDENCYPART_ARC
(21,16),-0.589748 # DEPENDENCYPART_ARC
(21,17),-1.08441 # DEPENDENCYPART_ARC
(21,18),-0.327807 # DEPENDENCYPART_ARC
(21,19),0.725873 # DEPENDENCYPART_ARC
(21,20),1.35262 # DEPENDENCYPART_ARC
(21,22),-0.0849241 # DEPENDENCYPART_ARC
(21,23),-0.582144 # DEPENDENCYPART_ARC
(21,24),-0.659283 # DEPENDENCYPART_ARC
(21,25),0.559974 # DEPENDENCYPART_ARC
(21,26),-1.92742 # DEPENDENCYPART_ARC
(21,27),-0.663707 # DEPENDENCYPART_ARC
(21,28),-1.29872 # DEPENDENCYPART_ARC
(21,29),-0.478682 # DEPENDENCYPART_ARC
(21,30),-2.34402 # DEPENDENCYPART_ARC
(21,31),-1.28358 # DEPENDENCYPART_ARC
(21,32),-0.921044 # DEPENDENCYPART_ARC
(21,33),-3.08598 # DEPENDENCYPART_ARC
(21,34),-1.06843 # DEPENDENCYPART_ARC
(21,35),-2.63085 # DEPENDENCYPART_ARC
(21,36),-2.80971 # DEPENDENCYPART_ARC
(21,37),-3.12334 # DEPENDENCYPART_ARC
(21,38),-3.89133 # DEPENDENCYPART_ARC
(21,39),-3.248 # DEPENDENCYPART_ARC
(21,40),-2.44269 # DEPENDENCYPART_ARC
(21,41),-2.23415 # DEPENDENCYPART_ARC
(21,42),-0.204501 # DEPENDENCYPART_ARC
(22,1),-2.63351 # DEPENDENCYPART_ARC
(22,2),-3.31576 # DEPENDENCYPART_ARC
(22,3),-2.72677 # DEPENDENCYPART_ARC
(22,4),-3.07677 # DEPENDENCYPART_ARC
(22,5),-2.87273 # DEPENDENCYPART_ARC
(22,6),-3.21574 # DEPENDENCYPART_ARC
(22,7),-3.35383 # DEPENDENCYPART_ARC
(22,8),-2.5391 # DEPENDENCYPART_ARC
(22,9),-2.83566 # DEPENDENCYPART_ARC
(22,10),-3.26615 # DEPENDENCYPART_ARC
(22,11),-3.43918 # DEPENDENCYPART_ARC
(22,12),-2.40181 # DEPENDENCYPART_ARC
(22,13),-3.12996 # DEPENDENCYPART_ARC
(22,14),-2.33654 # DEPENDENCYPART_ARC
(22,15),-2.08398 # DEPENDENCYPART_ARC
(22,16),-2.15834 # DEPENDENCYPART_ARC
(22,17),-2.60243 # DEPENDENCYPART_ARC
(22,18),-1.59303 # DEPENDENCYPART_ARC
(22,19),-2.23559 # DEPENDENCYPART_ARC
(22,20),-1.1565 # DEPENDENCYPART_ARC
(22,21),-1.06847 # DEPENDENCYPART_ARC
(22,23),-1.1454 # DEPENDENCYPART_ARC
(22,24),-1.42755 # DEPENDENCYPART_ARC
(22,25),-1.32863 # DEPENDENCYPART_ARC
(22,26),-2.68048 # DEPENDENCYPART_ARC
(22,27),-2.26592 # DEPENDENCYPART_ARC
(22,28),-1.47457 # DEPENDENCYPART_ARC
(22,29),-1.58488 # DEPENDENCYPART_ARC
(22,30),-2.96667 # DEPENDENCYPART_ARC
(22,31),-2.32987 # DEPENDENCYPART_ARC
(22,32),-2.16344 # DEPENDENCYPART_ARC
(22,33),-2.55479 # DEPENDENCYPART_ARC
(22,34),-2.27471 # DEPENDENCYPART_ARC
(22,35),-1.63602 # DEPENDENCYPART_ARC
(22,36),-2.83718 # DEPENDENCYPART_ARC
(22,37),-2.4712 # DEPENDENCYPART_ARC
(22,38),-2.68147 # DEPENDENCYPART_ARC
(22,39),-3.12419 # DEPENDENCYPART_ARC
(22,40),-2.68397 # DEPENDENCYPART_ARC
(22,41),-2.28742 # DEPENDENCYPART_ARC
(22,42),-2.40204 # DEPENDENCYPART_ARC
(23,1),-2.54079 # DEPENDENCYPART_ARC
(23,2),-3.64989 # DEPENDENCYPART_ARC
(23,3),-2.36768 # DEPENDENCYPART_ARC
(23,4),-3.10735 # DEPENDENCYPART_ARC
(23,5),-3.14198 # DEPENDENCYPART_ARC
(23,6),-3.41126 # DEPENDENCYPART_ARC
(23,7),-4.26651 # DEPENDENCYPART_ARC
(23,8),-2.40985 # DEPENDENCYPART_ARC
(23,9),-3.18666 # DEPENDENCYPART_ARC
(23,10),-3.44275 # DEPENDENCYPART_ARC
(23,11),-4.21455 # DEPENDENCYPART_ARC
(23,12),-2.75409 # DEPENDENCYPART_ARC
(23,13),-3.81361 # DEPENDENCYPART_ARC
(23,14),-2.16794 # DEPENDENCYPART_ARC
(23,15),-2.77288 # DEPENDENCYPART_ARC
(23,16),-2.21536 # DEPENDENCYPART_ARC
(23,17),-2.68413 # DEPENDENCYPART_ARC
(23,18),-1.94473 # DEPENDENCYPART_ARC
(23,19),-2.68775 # DEPENDENCYPART_ARC
(23,20),-1.57025 # DEPENDENCYPART_ARC
(23,21),-1.94749 # DEPENDENCYPART_ARC
(23,22),-0.148493 # DEPENDENCYPART_ARC
(23,24),-0.413634 # DEPENDENCYPART_ARC
(23,25),-0.63587 # DEPENDENCYPART_ARC
(23,26),-2.24702 # DEPENDENCYPART_ARC
(23,27),-1.81151 # DEPENDENCYPART_ARC
(23,28),-1.42345 # DEPENDENCYPART_ARC
(23,29),-1.40287 # DEPENDENCYPART_ARC
(23,30),-2.91874 # DEPENDENCYPART_ARC
(23,31),-2.85725 # DEPENDENCYPART_ARC
(23,32),-2.01948 # DEPENDENCYPART_ARC
(23,33),-3.64399 # DEPENDENCYPART_ARC
(23,34),-2.74023 # DEPENDENCYPART_ARC
(23,35),-2.51608 # DEPENDENCYPART_ARC
(23,36),-2.56593 # DEPENDENCYPART_ARC
(23,37),-2.83112 # DEPENDENCYPART_ARC
(23,38),-3.72763 # DEPENDENCYPART_ARC
(23,39),-3.18517 # DEPENDENCYPART_ARC
(23,40),-2.91036 # DEPENDENCYPART_ARC
(23,41),-1.75406 # DEPENDENCYPART_ARC
(23,42),-0.404967 # DEPENDENCYPART_ARC
(24,1),-1.88543 # DEPENDENCYPART_ARC
(24,2),-2.91365 # DEPENDENCYPART_ARC
(24,3),-2.9063 # DEPENDENCYPART_ARC
(24,4),-1.89724 # DEPENDENCYPART_ARC
(24,5),-1.90585 # DEPENDENCYPART_ARC
(24,6),-3.91952 # DEPENDENCYPART_ARC
(24,7),-3.11081 # DEPENDENCYPART_ARC
(24,8),-1.83826 # DEPENDENCYPART_ARC
(24,9),-1.83594 # DEPENDENCYPART_ARC
(24,10),-3.53142 # DEPENDENCYPART_ARC
(24,11),-3.17942 # DEPENDENCYPART_ARC
(24,12),-2.52975 # DEPENDENCYPART_ARC
(24,13),-3.09866 # DEPENDENCYPART_ARC
(24,14),-2.77471 # DEPENDENCYPART_ARC
(24,15),-1.58213 # DEPENDENCYPART_ARC
(24,16),-1.24352 # DEPENDENCYPART_ARC
(24,17),-2.14295 # DEPENDENCYPART_ARC
(24,18),-2.95622 # DEPENDENCYPART_ARC
(24,19),-1.93963 # DEPENDENCYPART_ARC
(24,20),-1.15138 # DEPENDENCYPART_ARC
(24,21),-1.4721 # DEPENDENCYPART_ARC
(24,22),0.122883 # DEPENDENCYPART_ARC
(24,23),0.86539 # DEPENDENCYPART_ARC
(24,25),-0.156278 # DEPENDENCYPART_ARC
(24,26),-0.105016 # DEPENDENCYPART_ARC
