# _root_ Un_cop llicenciat , es va dedicar durant molts anys a l' ensenyament de la llengua i la literatura a Barcelona , Vila-real -Fpa- Plana_Baixa -Fpt- i Terrassa .
#goldHeads=2,6,2,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,6,19,20,20,24,22,24,20,20,6,
#predictedHeads=2,6,6,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,18,19,22,12,24,12,24,15,20,6,
(18,21),0.713591 # DEPENDENCYPART_ARC
(18,22),1.68516 # DEPENDENCYPART_ARC
(18,23),0.00752424 # DEPENDENCYPART_ARC
(18,24),1.51882 # DEPENDENCYPART_ARC
(18,25),0.55865 # DEPENDENCYPART_ARC
(18,26),1.86929 # DEPENDENCYPART_ARC
(18,27),0.877344 # DEPENDENCYPART_ARC
(18,28),0.591822 # DEPENDENCYPART_ARC
(19,1),-1.99075 # DEPENDENCYPART_ARC
(19,2),-1.95091 # DEPENDENCYPART_ARC
(19,3),-2.22163 # DEPENDENCYPART_ARC
(19,4),-1.55692 # DEPENDENCYPART_ARC
(19,5),-0.738478 # DEPENDENCYPART_ARC
(19,6),-0.755032 # DEPENDENCYPART_ARC
(19,7),-2.34056 # DEPENDENCYPART_ARC
(19,8),-1.53239 # DEPENDENCYPART_ARC
(19,9),-1.85641 # DEPENDENCYPART_ARC
(19,10),-2.2332 # DEPENDENCYPART_ARC
(19,11),-1.57702 # DEPENDENCYPART_ARC
(19,12),-1.48478 # DEPENDENCYPART_ARC
(19,13),-1.22914 # DEPENDENCYPART_ARC
(19,14),-0.312401 # DEPENDENCYPART_ARC
(19,15),-0.773808 # DEPENDENCYPART_ARC
(19,16),-0.447847 # DEPENDENCYPART_ARC
(19,17),0.848002 # DEPENDENCYPART_ARC
(19,18),0.627791 # DEPENDENCYPART_ARC
(19,20),4.21888 # DEPENDENCYPART_ARC
(19,21),0.702617 # DEPENDENCYPART_ARC
(19,22),0.193698 # DEPENDENCYPART_ARC
(19,23),-0.619022 # DEPENDENCYPART_ARC
(19,24),-2.34684 # DEPENDENCYPART_ARC
(19,25),-0.736874 # DEPENDENCYPART_ARC
(19,26),-0.094098 # DEPENDENCYPART_ARC
(19,27),-6.15398 # DEPENDENCYPART_ARC
(19,28),-0.861439 # DEPENDENCYPART_ARC
(20,1),-3.77311 # DEPENDENCYPART_ARC
(20,2),-5.19742 # DEPENDENCYPART_ARC
(20,3),-3.71686 # DEPENDENCYPART_ARC
(20,4),-3.14247 # DEPENDENCYPART_ARC
(20,5),-3.31223 # DEPENDENCYPART_ARC
(20,6),-2.95841 # DEPENDENCYPART_ARC
(20,7),-3.67984 # DEPENDENCYPART_ARC
(20,8),-4.08871 # DEPENDENCYPART_ARC
(20,9),-3.84483 # DEPENDENCYPART_ARC
(20,10),-2.65436 # DEPENDENCYPART_ARC
(20,11),-3.2185 # DEPENDENCYPART_ARC
(20,12),-3.31032 # DEPENDENCYPART_ARC
(20,13),-2.07452 # DEPENDENCYPART_ARC
(20,14),-1.31029 # DEPENDENCYPART_ARC
(20,15),-2.85008 # DEPENDENCYPART_ARC
(20,16),-1.78303 # DEPENDENCYPART_ARC
(20,17),0.489918 # DEPENDENCYPART_ARC
(20,18),-1.61297 # DEPENDENCYPART_ARC
(20,19),-0.121738 # DEPENDENCYPART_ARC
(20,21),1.91246 # DEPENDENCYPART_ARC
(20,22),1.86531 # DEPENDENCYPART_ARC
(20,23),1.75288 # DEPENDENCYPART_ARC
(20,24),1.64393 # DEPENDENCYPART_ARC
(20,25),0.309736 # DEPENDENCYPART_ARC
(20,26),2.85855 # DEPENDENCYPART_ARC
(20,27),2.89544 # DEPENDENCYPART_ARC
(20,28),0.408716 # DEPENDENCYPART_ARC
(21,1),-3.45359 # DEPENDENCYPART_ARC
(21,2),-3.02665 # DEPENDENCYPART_ARC
(21,3),-3.09542 # DEPENDENCYPART_ARC
(21,4),-3.243 # DEPENDENCYPART_ARC
(21,5),-3.58564 # DEPENDENCYPART_ARC
(21,6),-3.34345 # DEPENDENCYPART_ARC
(21,7),-2.73363 # DEPENDENCYPART_ARC
(21,8),-3.30588 # DEPENDENCYPART_ARC
(21,9),-3.56685 # DEPENDENCYPART_ARC
(21,10),-2.59665 # DEPENDENCYPART_ARC
(21,11),-3.06855 # DEPENDENCYPART_ARC
(21,12),-3.38613 # DEPENDENCYPART_ARC
(21,13),-2.44378 # DEPENDENCYPART_ARC
(21,14),-2.93832 # DEPENDENCYPART_ARC
(21,15),-3.05713 # DEPENDENCYPART_ARC
(21,16),-2.26349 # DEPENDENCYPART_ARC
(21,17),-2.29496 # DEPENDENCYPART_ARC
(21,18),-2.69758 # DEPENDENCYPART_ARC
(21,19),-1.47554 # DEPENDENCYPART_ARC
(21,20),-1.45892 # DEPENDENCYPART_ARC
(21,22),-1.24202 # DEPENDENCYPART_ARC
(21,23),-1.84234 # DEPENDENCYPART_ARC
(21,24),-2.31667 # DEPENDENCYPART_ARC
(21,25),-1.85276 # DEPENDENCYPART_ARC
(21,26),-1.58179 # DEPENDENCYPART_ARC
(21,27),-2.36254 # DEPENDENCYPART_ARC
(21,28),-1.66392 # DEPENDENCYPART_ARC
(22,1),-3.42771 # DEPENDENCYPART_ARC
(22,2),-4.01541 # DEPENDENCYPART_ARC
(22,3),-3.02808 # DEPENDENCYPART_ARC
(22,4),-2.53588 # DEPENDENCYPART_ARC
(22,5),-2.69266 # DEPENDENCYPART_ARC
(22,6),-2.30147 # DEPENDENCYPART_ARC
(22,7),-2.71755 # DEPENDENCYPART_ARC
(22,8),-4.45251 # DEPENDENCYPART_ARC
(22,9),-2.97479 # DEPENDENCYPART_ARC
(22,10),-1.91579 # DEPENDENCYPART_ARC
(22,11),-3.85012 # DEPENDENCYPART_ARC
(22,12),-2.45068 # DEPENDENCYPART_ARC
(22,13),-1.47999 # DEPENDENCYPART_ARC
(22,14),-1.86413 # DEPENDENCYPART_ARC
(22,15),-2.22441 # DEPENDENCYPART_ARC
(22,16),-1.2314 # DEPENDENCYPART_ARC
(22,17),-0.527534 # DEPENDENCYPART_ARC
(22,18),-1.65423 # DEPENDENCYPART_ARC
(22,19),-0.70227 # DEPENDENCYPART_ARC
(22,20),0.734306 # DEPENDENCYPART_ARC
(22,21),2.18733 # DEPENDENCYPART_ARC
(22,23),1.80735 # DEPENDENCYPART_ARC
(22,24),2.05948 # DEPENDENCYPART_ARC
(22,25),2.37771 # DEPENDENCYPART_ARC
(22,26),2.71904 # DEPENDENCYPART_ARC
(22,27),2.33339 # DEPENDENCYPART_ARC
(22,28),1.6105 # DEPENDENCYPART_ARC
(23,1),-3.60339 # DEPENDENCYPART_ARC
(23,2),-3.46614 # DEPENDENCYPART_ARC
(23,3),-3.15493 # DEPENDENCYPART_ARC
(23,4),-3.36967 # DEPENDENCYPART_ARC
(23,5),-3.77811 # DEPENDENCYPART_ARC
(23,6),-3.52397 # DEPENDENCYPART_ARC
(23,7),-2.7595 # DEPENDENCYPART_ARC
(23,8),-3.39923 # DEPENDENCYPART_ARC
(23,9),-3.64292 # DEPENDENCYPART_ARC
(23,10),-2.67624 # DEPENDENCYPART_ARC
(23,11),-3.35635 # DEPENDENCYPART_ARC
(23,12),-3.52013 # DEPENDENCYPART_ARC
(23,13),-2.51236 # DEPENDENCYPART_ARC
(23,14),-3.21163 # DEPENDENCYPART_ARC
(23,15),-3.23838 # DEPENDENCYPART_ARC
(23,16),-2.46408 # DEPENDENCYPART_ARC
(23,17),-3.10761 # DEPENDENCYPART_ARC
(23,18),-3.20358 # DEPENDENCYPART_ARC
(23,19),-2.00648 # DEPENDENCYPART_ARC
(23,20),-2.74781 # DEPENDENCYPART_ARC
(23,21),-1.49096 # DEPENDENCYPART_ARC
(23,22),-1.50088 # DEPENDENCYPART_ARC
(23,24),-0.58635 # DEPENDENCYPART_ARC
(23,25),-1.1766 # DEPENDENCYPART_ARC
(23,26),-0.549289 # DEPENDENCYPART_ARC
(23,27),-1.55453 # DEPENDENCYPART_ARC
(23,28),-1.01449 # DEPENDENCYPART_ARC
(24,1),-2.39736 # DEPENDENCYPART_ARC
(24,2),-2.90307 # DEPENDENCYPART_ARC
(24,3),-2.13938 # DEPENDENCYPART_ARC
(24,4),-1.37862 # DEPENDENCYPART_ARC
(24,5),-1.60799 # DEPENDENCYPART_ARC
(24,6),-1.27451 # DEPENDENCYPART_ARC
(24,7),-1.78282 # DEPENDENCYPART_ARC
(24,8),-3.9208 # DEPENDENCYPART_ARC
(24,9),-1.73951 # DEPENDENCYPART_ARC
(24,10),-0.91254 # DEPENDENCYPART_ARC
(24,11),-3.48475 # DEPENDENCYPART_ARC
(24,12),-1.47231 # DEPENDENCYPART_ARC
(24,13),-0.619196 # DEPENDENCYPART_ARC
(24,14),-1.50667 # DEPENDENCYPART_ARC
(24,15),-1.16635 # DEPENDENCYPART_ARC
(24,16),-0.10711 # DEPENDENCYPART_ARC
(24,17),-1.00872 # DEPENDENCYPART_ARC
(24,18),-0.756245 # DEPENDENCYPART_ARC
(24,19),-0.073378 # DEPENDENCYPART_ARC
(24,20),0.991787 # DEPENDENCYPART_ARC
(24,21),1.25681 # DEPENDENCYPART_ARC
(24,22),0.894596 # DEPENDENCYPART_ARC
(24,23),4.69431 # DEPENDENCYPART_ARC
(24,25),3.98009 # DEPENDENCYPART_ARC
(24,26),1.8421 # DEPENDENCYPART_ARC
(24,27),1.7729 # DEPENDENCYPART_ARC
(24,28),0.912514 # DEPENDENCYPART_ARC
(25,1),-3.40319 # DEPENDENCYPART_ARC
(25,2),-3.15701 # DEPENDENCYPART_ARC
(25,3),-3.11403 # DEPENDENCYPART_ARC
(25,4),-3.23625 # DEPENDENCYPART_ARC
(25,5),-3.50199 # DEPENDENCYPART_ARC
(25,6),-3.33781 # DEPENDENCYPART_ARC
(25,7),-2.60435 # DEPENDENCYPART_ARC
(25,8),-3.2182 # DEPENDENCYPART_ARC
(25,9),-3.42508 # DEPENDENCYPART_ARC
(25,10),-2.41993 # DEPENDENCYPART_ARC
(25,11),-3.17678 # DEPENDENCYPART_ARC
(25,12),-3.33173 # DEPENDENCYPART_ARC
(25,13),-2.43218 # DEPENDENCYPART_ARC
(25,14),-3.0801 # DEPENDENCYPART_ARC
(25,15),-3.06977 # DEPENDENCYPART_ARC
(25,16),-2.37515 # DEPENDENCYPART_ARC
(25,17),-2.98964 # DEPENDENCYPART_ARC
(25,18),-3.10838 # DEPENDENCYPART_ARC
(25,19),-2.06535 # DEPENDENCYPART_ARC
(25,20),-2.96873 # DEPENDENCYPART_ARC
(25,21),-1.82957 # DEPENDENCYPART_ARC
(25,22),-2.48774 # DEPENDENCYPART_ARC
(25,23),-1.36331 # DEPENDENCYPART_ARC
(25,24),-1.25909 # DEPENDENCYPART_ARC
(25,26),0.0412728 # DEPENDENCYPART_ARC
(25,27),-0.41235 # DEPENDENCYPART_ARC
(25,28),-0.202599 # DEPENDENCYPART_ARC
(26,1),-3.865 # DEPENDENCYPART_ARC
(26,2),-4.15478 # DEPENDENCYPART_ARC
(26,3),-4.0691 # DEPENDENCYPART_ARC
(26,4),-3.71452 # DEPENDENCYPART_ARC
(26,5),-4.15883 # DEPENDENCYPART_ARC
(26,6),-3.86262 # DEPENDENCYPART_ARC
(26,7),-3.29869 # DEPENDENCYPART_ARC
(26,8),-3.82913 # DEPENDENCYPART_ARC
(26,9),-4.09022 # DEPENDENCYPART_ARC
(26,10),-3.16046 # DEPENDENCYPART_ARC
(26,11),-3.65059 # DEPENDENCYPART_ARC
(26,12),-3.9931 # DEPENDENCYPART_ARC
(26,13),-3.02873 # DEPENDENCYPART_ARC
(26,14),-3.59876 # DEPENDENCYPART_ARC
(26,15),-3.86707 # DEPENDENCYPART_ARC
(26,16),-2.69922 # DEPENDENCYPART_ARC
(26,17),-3.586 # DEPENDENCYPART_ARC
(26,18),-3.71061 # DEPENDENCYPART_ARC
(26,19),-2.66469 # DEPENDENCYPART_ARC
(26,20),-3.52749 # DEPENDENCYPART_ARC
(26,21),-2.54852 # DEPENDENCYPART_ARC
(26,22),-3.18705 # DEPENDENCYPART_ARC
(26,23),-1.95692 # DEPENDENCYPART_ARC
(26,24),-2.41297 # DEPENDENCYPART_ARC
(26,25),-0.0108518 # DEPENDENCYPART_ARC
(26,27),-0.578126 # DEPENDENCYPART_ARC
(26,28),-1.00866 # DEPENDENCYPART_ARC
(27,1),-3.66099 # DEPENDENCYPART_ARC
(27,2),-4.17079 # DEPENDENCYPART_ARC
(27,3),-2.88479 # DEPENDENCYPART_ARC
(27,4),-2.32058 # DEPENDENCYPART_ARC
(27,5),-2.61108 # DEPENDENCYPART_ARC
(27,6),-2.2752 # DEPENDENCYPART_ARC
(27,7),-3.02746 # DEPENDENCYPART_ARC
(27,8),-5.46522 # DEPENDENCYPART_ARC
(27,9),-2.75492 # DEPENDENCYPART_ARC
(27,10),-2.06038 # DEPENDENCYPART_ARC
(27,11),-5.21104 # DEPENDENCYPART_ARC
(27,12),-2.34242 # DEPENDENCYPART_ARC
(27,13),-1.86724 # DEPENDENCYPART_ARC
(27,14),-3.47556 # DEPENDENCYPART_ARC
(27,15),-2.09746 # DEPENDENCYPART_ARC
(27,16),-1.01798 # DEPENDENCYPART_ARC
(27,17),-2.83993 # DEPENDENCYPART_ARC
(27,18),-1.9433 # DEPENDENCYPART_ARC
(27,19),-1.34116 # DEPENDENCYPART_ARC
(27,20),-0.794962 # DEPENDENCYPART_ARC
(27,21),-0.623317 # DEPENDENCYPART_ARC
(27,22),-1.27104 # DEPENDENCYPART_ARC
(27,23),0.563611 # DEPENDENCYPART_ARC
(27,24),-0.815302 # DEPENDENCYPART_ARC
(27,25),0.618588 # DEPENDENCYPART_ARC
(27,26),0.434273 # DEPENDENCYPART_ARC
(27,28),0.901243 # DEPENDENCYPART_ARC
(28,1),-4.27179 # DEPENDENCYPART_ARC
(28,2),-4.08718 # DEPENDENCYPART_ARC
(28,3),-3.99805 # DEPENDENCYPART_ARC
(28,4),-4.00199 # DEPENDENCYPART_ARC
(28,5),-4.39122 # DEPENDENCYPART_ARC
(28,6),-4.216 # DEPENDENCYPART_ARC
(28,7),-3.51233 # DEPENDENCYPART_ARC
(28,8),-4.0497 # DEPENDENCYPART_ARC
(28,9),-4.25838 # DEPENDENCYPART_ARC
(28,10),-3.32755 # DEPENDENCYPART_ARC
(28,11),-3.99027 # DEPENDENCYPART_ARC
(28,12),-4.159 # DEPENDENCYPART_ARC
(28,13),-3.22599 # DEPENDENCYPART_ARC
(28,14),-3.94885 # DEPENDENCYPART_ARC
(28,15),-4.05523 # DEPENDENCYPART_ARC
(28,16),-3.17356 # DEPENDENCYPART_ARC
(28,17),-4.02587 # DEPENDENCYPART_ARC
(28,18),-4.01238 # DEPENDENCYPART_ARC
(28,19),-3.10493 # DEPENDENCYPART_ARC
(28,20),-3.96694 # DEPENDENCYPART_ARC
(28,21),-2.92304 # DEPENDENCYPART_ARC
(28,22),-3.78877 # DEPENDENCYPART_ARC
(28,23),-2.91617 # DEPENDENCYPART_ARC
(28,24),-3.49965 # DEPENDENCYPART_ARC
(28,25),-2.42526 # DEPENDENCYPART_ARC
(28,26),-2.10164 # DEPENDENCYPART_ARC
(28,27),-2.18614 # DEPENDENCYPART_ARC
