# _root_ Mentrestant , a l' interior del que ha de ser el pou d' extracció més modern amb què compta Iberpotash , tot està a punt per a rebre la maquinària de tecnologia alemanya .
#goldHeads=23,3,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,12,19,3,23,0,23,24,23,26,27,30,28,30,31,32,23,
#predictedHeads=10,1,23,5,3,5,10,10,10,6,12,10,12,13,16,12,19,17,12,19,23,23,0,23,24,23,26,27,30,28,30,31,32,19,
(17,4),-3.31131 # DEPENDENCYPART_ARC
(17,5),-3.2772 # DEPENDENCYPART_ARC
(17,6),-3.01991 # DEPENDENCYPART_ARC
(17,7),-2.8385 # DEPENDENCYPART_ARC
(17,8),-2.26512 # DEPENDENCYPART_ARC
(17,9),-2.7644 # DEPENDENCYPART_ARC
(17,10),-1.8812 # DEPENDENCYPART_ARC
(17,11),-2.55819 # DEPENDENCYPART_ARC
(17,12),-2.44053 # DEPENDENCYPART_ARC
(17,13),-1.36408 # DEPENDENCYPART_ARC
(17,14),-1.57049 # DEPENDENCYPART_ARC
(17,15),-0.585463 # DEPENDENCYPART_ARC
(17,16),-0.495641 # DEPENDENCYPART_ARC
(17,18),4.65609 # DEPENDENCYPART_ARC
(17,19),1.7089 # DEPENDENCYPART_ARC
(17,20),-0.55534 # DEPENDENCYPART_ARC
(17,21),-1.13341 # DEPENDENCYPART_ARC
(17,22),-2.09761 # DEPENDENCYPART_ARC
(17,23),-0.453161 # DEPENDENCYPART_ARC
(17,24),-1.11194 # DEPENDENCYPART_ARC
(17,25),-4.2159 # DEPENDENCYPART_ARC
(17,26),-1.62439 # DEPENDENCYPART_ARC
(17,27),0.144362 # DEPENDENCYPART_ARC
(17,28),-0.750753 # DEPENDENCYPART_ARC
(17,29),-4.02947 # DEPENDENCYPART_ARC
(17,30),-4.94838 # DEPENDENCYPART_ARC
(17,31),-3.34913 # DEPENDENCYPART_ARC
(17,32),-5.99499 # DEPENDENCYPART_ARC
(17,33),-3.06724 # DEPENDENCYPART_ARC
(17,34),-0.988972 # DEPENDENCYPART_ARC
(18,3),-2.33262 # DEPENDENCYPART_ARC
(18,4),-4.15737 # DEPENDENCYPART_ARC
(18,5),-4.05614 # DEPENDENCYPART_ARC
(18,6),-3.10486 # DEPENDENCYPART_ARC
(18,9),-1.96884 # DEPENDENCYPART_ARC
(18,10),-2.81434 # DEPENDENCYPART_ARC
(18,11),-3.98517 # DEPENDENCYPART_ARC
(18,12),-3.33829 # DEPENDENCYPART_ARC
(18,13),-1.54802 # DEPENDENCYPART_ARC
(18,14),-2.87365 # DEPENDENCYPART_ARC
(18,16),-1.95053 # DEPENDENCYPART_ARC
(18,17),0.432075 # DEPENDENCYPART_ARC
(18,19),0.66997 # DEPENDENCYPART_ARC
(18,23),-0.703436 # DEPENDENCYPART_ARC
(18,24),-1.97382 # DEPENDENCYPART_ARC
(18,25),-2.5196 # DEPENDENCYPART_ARC
(18,26),-2.20691 # DEPENDENCYPART_ARC
(18,27),-2.31982 # DEPENDENCYPART_ARC
(18,28),-2.07038 # DEPENDENCYPART_ARC
(18,29),-3.1739 # DEPENDENCYPART_ARC
(18,30),-2.74836 # DEPENDENCYPART_ARC
(18,31),-2.54432 # DEPENDENCYPART_ARC
(18,32),-2.67973 # DEPENDENCYPART_ARC
(18,33),-1.72399 # DEPENDENCYPART_ARC
(19,1),0.598332 # DEPENDENCYPART_ARC
(19,2),-0.357129 # DEPENDENCYPART_ARC
(19,3),0.821417 # DEPENDENCYPART_ARC
(19,4),-3.04496 # DEPENDENCYPART_ARC
(19,5),0.164269 # DEPENDENCYPART_ARC
(19,6),-0.899521 # DEPENDENCYPART_ARC
(19,7),0.916156 # DEPENDENCYPART_ARC
(19,8),0.71767 # DEPENDENCYPART_ARC
(19,9),-0.74766 # DEPENDENCYPART_ARC
(19,10),-0.0406798 # DEPENDENCYPART_ARC
(19,11),-1.12927 # DEPENDENCYPART_ARC
(19,12),0.805808 # DEPENDENCYPART_ARC
(19,13),-0.182837 # DEPENDENCYPART_ARC
(19,14),0.531484 # DEPENDENCYPART_ARC
(19,15),-0.123966 # DEPENDENCYPART_ARC
(19,16),-0.0629902 # DEPENDENCYPART_ARC
(19,17),2.54394 # DEPENDENCYPART_ARC
(19,18),2.71137 # DEPENDENCYPART_ARC
(19,20),3.97495 # DEPENDENCYPART_ARC
(19,21),1.30215 # DEPENDENCYPART_ARC
(19,22),-0.390376 # DEPENDENCYPART_ARC
(19,23),1.62417 # DEPENDENCYPART_ARC
(19,24),0.984251 # DEPENDENCYPART_ARC
(19,25),-0.890663 # DEPENDENCYPART_ARC
(19,26),-0.0921276 # DEPENDENCYPART_ARC
(19,27),-0.383621 # DEPENDENCYPART_ARC
(19,28),0.325011 # DEPENDENCYPART_ARC
(19,29),-4.00018 # DEPENDENCYPART_ARC
(19,30),-0.666207 # DEPENDENCYPART_ARC
(19,31),-1.35175 # DEPENDENCYPART_ARC
(19,32),-1.22864 # DEPENDENCYPART_ARC
(19,33),-1.26693 # DEPENDENCYPART_ARC
(19,34),3.98053 # DEPENDENCYPART_ARC
(20,1),-3.17088 # DEPENDENCYPART_ARC
(20,2),-2.73647 # DEPENDENCYPART_ARC
(20,3),-2.10705 # DEPENDENCYPART_ARC
(20,4),-5.42821 # DEPENDENCYPART_ARC
(20,5),-3.3162 # DEPENDENCYPART_ARC
(20,6),-1.19225 # DEPENDENCYPART_ARC
(20,7),-2.06652 # DEPENDENCYPART_ARC
(20,8),-3.99756 # DEPENDENCYPART_ARC
(20,9),-1.54732 # DEPENDENCYPART_ARC
(20,10),-2.44645 # DEPENDENCYPART_ARC
(20,11),-3.74397 # DEPENDENCYPART_ARC
(20,12),-2.47233 # DEPENDENCYPART_ARC
(20,13),-1.14346 # DEPENDENCYPART_ARC
(20,14),-1.30106 # DEPENDENCYPART_ARC
(20,15),-0.794424 # DEPENDENCYPART_ARC
(20,16),-2.21681 # DEPENDENCYPART_ARC
(20,17),-0.100082 # DEPENDENCYPART_ARC
(20,18),-0.0141945 # DEPENDENCYPART_ARC
(20,19),-0.363673 # DEPENDENCYPART_ARC
(20,21),0.534194 # DEPENDENCYPART_ARC
(20,22),0.726391 # DEPENDENCYPART_ARC
(20,23),1.93914 # DEPENDENCYPART_ARC
(20,24),-0.944471 # DEPENDENCYPART_ARC
(20,25),-0.112554 # DEPENDENCYPART_ARC
(20,26),-0.712317 # DEPENDENCYPART_ARC
(20,27),-1.29947 # DEPENDENCYPART_ARC
(20,28),0.764341 # DEPENDENCYPART_ARC
(20,29),-1.99493 # DEPENDENCYPART_ARC
(20,30),-0.767421 # DEPENDENCYPART_ARC
(20,31),-1.99824 # DEPENDENCYPART_ARC
(20,32),-1.50174 # DEPENDENCYPART_ARC
(20,33),-0.320792 # DEPENDENCYPART_ARC
(20,34),0.882085 # DEPENDENCYPART_ARC
(21,2),-2.53118 # DEPENDENCYPART_ARC
(21,5),-4.12684 # DEPENDENCYPART_ARC
(21,12),-3.61594 # DEPENDENCYPART_ARC
(21,14),-3.25398 # DEPENDENCYPART_ARC
(21,16),-2.54686 # DEPENDENCYPART_ARC
(21,25),-2.34046 # DEPENDENCYPART_ARC
(21,30),-2.76279 # DEPENDENCYPART_ARC
(21,32),-2.79542 # DEPENDENCYPART_ARC
(21,33),-2.7345 # DEPENDENCYPART_ARC
(22,1),-2.2334 # DEPENDENCYPART_ARC
(22,2),-2.08476 # DEPENDENCYPART_ARC
(22,3),-1.82222 # DEPENDENCYPART_ARC
(22,4),-2.03205 # DEPENDENCYPART_ARC
(22,5),-2.49631 # DEPENDENCYPART_ARC
(22,6),-1.35757 # DEPENDENCYPART_ARC
(22,8),-2.11186 # DEPENDENCYPART_ARC
(22,9),-1.49383 # DEPENDENCYPART_ARC
(22,10),-2.28253 # DEPENDENCYPART_ARC
(22,11),-1.97755 # DEPENDENCYPART_ARC
(22,12),-2.13548 # DEPENDENCYPART_ARC
(22,13),-1.17337 # DEPENDENCYPART_ARC
(22,14),-2.20255 # DEPENDENCYPART_ARC
(22,15),-1.28082 # DEPENDENCYPART_ARC
(22,16),-1.66245 # DEPENDENCYPART_ARC
(22,17),-0.728018 # DEPENDENCYPART_ARC
(22,19),-0.652914 # DEPENDENCYPART_ARC
(22,20),-0.486916 # DEPENDENCYPART_ARC
(22,21),1.20993 # DEPENDENCYPART_ARC
(22,23),1.33836 # DEPENDENCYPART_ARC
(22,24),-0.202617 # DEPENDENCYPART_ARC
(22,25),-0.290373 # DEPENDENCYPART_ARC
(22,26),-0.829816 # DEPENDENCYPART_ARC
(22,27),-0.776295 # DEPENDENCYPART_ARC
(22,28),-0.899716 # DEPENDENCYPART_ARC
(22,29),-2.47734 # DEPENDENCYPART_ARC
(22,30),-1.49552 # DEPENDENCYPART_ARC
(22,31),-1.4136 # DEPENDENCYPART_ARC
(22,32),-1.53681 # DEPENDENCYPART_ARC
(22,33),-1.80994 # DEPENDENCYPART_ARC
(22,34),0.457431 # DEPENDENCYPART_ARC
(23,1),-0.0070519 # DEPENDENCYPART_ARC
(23,2),-0.378778 # DEPENDENCYPART_ARC
(23,3),0.773366 # DEPENDENCYPART_ARC
(23,4),-3.49355 # DEPENDENCYPART_ARC
(23,5),0.457932 # DEPENDENCYPART_ARC
(23,6),-1.1352 # DEPENDENCYPART_ARC
(23,7),0.372284 # DEPENDENCYPART_ARC
(23,8),-0.223509 # DEPENDENCYPART_ARC
(23,9),-1.45762 # DEPENDENCYPART_ARC
(23,10),-0.357423 # DEPENDENCYPART_ARC
(23,11),-1.7451 # DEPENDENCYPART_ARC
(23,12),1.36846 # DEPENDENCYPART_ARC
(23,13),-1.12149 # DEPENDENCYPART_ARC
(23,14),0.727229 # DEPENDENCYPART_ARC
(23,15),-1.01323 # DEPENDENCYPART_ARC
(23,16),-0.155399 # DEPENDENCYPART_ARC
(23,17),1.64584 # DEPENDENCYPART_ARC
(23,18),0.49914 # DEPENDENCYPART_ARC
(23,19),0.988149 # DEPENDENCYPART_ARC
(23,20),0.895254 # DEPENDENCYPART_ARC
(23,21),2.71551 # DEPENDENCYPART_ARC
(23,22),3.7273 # DEPENDENCYPART_ARC
(23,24),3.61031 # DEPENDENCYPART_ARC
(23,25),2.25773 # DEPENDENCYPART_ARC
(23,26),1.73209 # DEPENDENCYPART_ARC
(23,27),1.0258 # DEPENDENCYPART_ARC
(23,28),0.379882 # DEPENDENCYPART_ARC
(23,29),-3.42923 # DEPENDENCYPART_ARC
(23,30),0.917471 # DEPENDENCYPART_ARC
(23,31),-0.46099 # DEPENDENCYPART_ARC
(23,32),-0.464672 # DEPENDENCYPART_ARC
(23,33),-0.484715 # DEPENDENCYPART_ARC
(23,34),3.06667 # DEPENDENCYPART_ARC
(24,1),-2.2403 # DEPENDENCYPART_ARC
(24,2),-3.12066 # DEPENDENCYPART_ARC
(24,3),-4.13018 # DEPENDENCYPART_ARC
(24,4),-2.55714 # DEPENDENCYPART_ARC
(24,5),-2.85348 # DEPENDENCYPART_ARC
(24,6),-3.13445 # DEPENDENCYPART_ARC
(24,7),-2.27924 # DEPENDENCYPART_ARC
(24,8),-1.69015 # DEPENDENCYPART_ARC
(24,9),-3.12216 # DEPENDENCYPART_ARC
(24,10),-1.27936 # DEPENDENCYPART_ARC
(24,11),-2.3293 # DEPENDENCYPART_ARC
(24,12),-2.3145 # DEPENDENCYPART_ARC
(24,13),-2.4994 # DEPENDENCYPART_ARC
(24,14),-1.8372 # DEPENDENCYPART_ARC
(24,15),-1.63485 # DEPENDENCYPART_ARC
(24,16),-1.74743 # DEPENDENCYPART_ARC
(24,17),-1.37022 # DEPENDENCYPART_ARC
(24,18),-1.76098 # DEPENDENCYPART_ARC
(24,19),-0.658324 # DEPENDENCYPART_ARC
(24,20),-1.61195 # DEPENDENCYPART_ARC
(24,21),-0.549491 # DEPENDENCYPART_ARC
(24,22),-0.803598 # DEPENDENCYPART_ARC
(24,23),1.0726 # DEPENDENCYPART_ARC
(24,25),3.68356 # DEPENDENCYPART_ARC
(24,26),-0.801119 # DEPENDENCYPART_ARC
(24,27),0.974307 # DEPENDENCYPART_ARC
(24,28),0.151342 # DEPENDENCYPART_ARC
(24,29),-3.63485 # DEPENDENCYPART_ARC
(24,30),-1.05722 # DEPENDENCYPART_ARC
(24,31),-2.37392 # DEPENDENCYPART_ARC
(24,32),-1.432 # DEPENDENCYPART_ARC
(24,33),-3.01697 # DEPENDENCYPART_ARC
(24,34),-1.24133 # DEPENDENCYPART_ARC
(25,1),-4.00075 # DEPENDENCYPART_ARC
(25,2),-3.34726 # DEPENDENCYPART_ARC
(25,3),-2.85912 # DEPENDENCYPART_ARC
(25,4),-6.65781 # DEPENDENCYPART_ARC
(25,5),-3.63808 # DEPENDENCYPART_ARC
(25,6),-1.86579 # DEPENDENCYPART_ARC
(25,7),-2.89089 # DEPENDENCYPART_ARC
(25,8),-4.07631 # DEPENDENCYPART_ARC
(25,9),-2.01031 # DEPENDENCYPART_ARC
(25,10),-3.4155 # DEPENDENCYPART_ARC
(25,11),-5.17396 # DEPENDENCYPART_ARC
(25,12),-3.06958 # DEPENDENCYPART_ARC
(25,13),-1.63046 # DEPENDENCYPART_ARC
(25,14),-2.31023 # DEPENDENCYPART_ARC
(25,15),-1.97161 # DEPENDENCYPART_ARC
(25,16),-2.55829 # DEPENDENCYPART_ARC
(25,17),-0.569165 # DEPENDENCYPART_ARC
(25,18),-2.10221 # DEPENDENCYPART_ARC
(25,19),-2.357 # DEPENDENCYPART_ARC
(25,20),-2.14445 # DEPENDENCYPART_ARC
(25,21),-1.57176 # DEPENDENCYPART_ARC
(25,22),-1.48137 # DEPENDENCYPART_ARC
(25,23),-0.666608 # DEPENDENCYPART_ARC
(25,24),0.645246 # DEPENDENCYPART_ARC
(25,26),1.35339 # DEPENDENCYPART_ARC
(25,27),0.187639 # DEPENDENCYPART_ARC
(25,28),1.24412 # DEPENDENCYPART_ARC
(25,29),-2.49658 # DEPENDENCYPART_ARC
(25,30),-1.16289 # DEPENDENCYPART_ARC
(25,31),0.334884 # DEPENDENCYPART_ARC
(25,32),-1.67716 # DEPENDENCYPART_ARC
(25,33),-0.94418 # DEPENDENCYPART_ARC
(25,34),-0.39782 # DEPENDENCYPART_ARC
(26,1),-2.86078 # DEPENDENCYPART_ARC
(26,2),-2.60063 # DEPENDENCYPART_ARC
(26,3),-3.99927 # DEPENDENCYPART_ARC
(26,4),-3.37433 # DEPENDENCYPART_ARC
(26,5),-3.67391 # DEPENDENCYPART_ARC
(26,6),-3.22106 # DEPENDENCYPART_ARC
(26,7),-2.9835 # DEPENDENCYPART_ARC
(26,8),-2.72758 # DEPENDENCYPART_ARC
(26,9),-3.21863 # DEPENDENCYPART_ARC
(26,10),-2.2318 # DEPENDENCYPART_ARC
(26,11),-2.85494 # DEPENDENCYPART_ARC
(26,12),-2.986 # DEPENDENCYPART_ARC
(26,13),-2.65914 # DEPENDENCYPART_ARC
(26,14),-2.37324 # DEPENDENCYPART_ARC
(26,15),-1.98385 # DEPENDENCYPART_ARC
(26,16),-2.15092 # DEPENDENCYPART_ARC
(26,17),-1.94635 # DEPENDENCYPART_ARC
(26,18),-2.21615 # DEPENDENCYPART_ARC
(26,19),-1.31538 # DEPENDENCYPART_ARC
(26,20),-2.37338 # DEPENDENCYPART_ARC
(26,21),-0.967444 # DEPENDENCYPART_ARC
(26,22),-1.91882 # DEPENDENCYPART_ARC
(26,23),-0.472607 # DEPENDENCYPART_ARC
(26,24),-0.202605 # DEPENDENCYPART_ARC
(26,25),0.306917 # DEPENDENCYPART_ARC
(26,27),3.75389 # DEPENDENCYPART_ARC
(26,28),2.56086 # DEPENDENCYPART_ARC
(26,29),-2.914 # DEPENDENCYPART_ARC
(26,30),0.347084 # DEPENDENCYPART_ARC
(26,31),-1.37807 # DEPENDENCYPART_ARC
(26,32),-1.9976 # DEPENDENCYPART_ARC
(26,33),-2.09146 # DEPENDENCYPART_ARC
(26,34),-0.837116 # DEPENDENCYPART_ARC
(27,1),-4.34442 # DEPENDENCYPART_ARC
(27,2),-5.47132 # DEPENDENCYPART_ARC
(27,3),-6.63214 # DEPENDENCYPART_ARC
(27,4),-5.20358 # DEPENDENCYPART_ARC
(27,5),-5.62962 # DEPENDENCYPART_ARC
(27,6),-5.85486 # DEPENDENCYPART_ARC
(27,7),-4.60564 # DEPENDENCYPART_ARC
(27,8),-3.48539 # DEPENDENCYPART_ARC
(27,9),-5.77023 # DEPENDENCYPART_ARC
(27,10),-3.37657 # DEPENDENCYPART_ARC
(27,11),-4.83926 # DEPENDENCYPART_ARC
(27,12),-4.85702 # DEPENDENCYPART_ARC
(27,13),-5.16497 # DEPENDENCYPART_ARC
(27,14),-4.45194 # DEPENDENCYPART_ARC
(27,15),-3.57481 # DEPENDENCYPART_ARC
(27,16),-4.19502 # DEPENDENCYPART_ARC
(27,17),-4.02047 # DEPENDENCYPART_ARC
(27,18),-4.1404 # DEPENDENCYPART_ARC
(27,19),-2.71874 # DEPENDENCYPART_ARC
(27,20),-4.36311 # DEPENDENCYPART_ARC
(27,21),-3.11959 # DEPENDENCYPART_ARC
(27,22),-3.91106 # DEPENDENCYPART_ARC
(27,23),-2.19378 # DEPENDENCYPART_ARC
(27,24),-2.34145 # DEPENDENCYPART_ARC
(27,25),-2.51788 # DEPENDENCYPART_ARC
(27,26),0.202789 # DEPENDENCYPART_ARC
(27,28),4.17831 # DEPENDENCYPART_ARC
(27,29),-1.28575 # DEPENDENCYPART_ARC
(27,30),0.775602 # DEPENDENCYPART_ARC
(27,31),-1.21442 # DEPENDENCYPART_ARC
(27,32),-0.318889 # DEPENDENCYPART_ARC
(27,33),-1.45133 # DEPENDENCYPART_ARC
(27,34),-0.203415 # DEPENDENCYPART_ARC
(28,1),-1.34599 # DEPENDENCYPART_ARC
(28,2),-3.9696 # DEPENDENCYPART_ARC
(28,3),-2.08807 # DEPENDENCYPART_ARC
(28,4),-4.60335 # DEPENDENCYPART_ARC
(28,5),-1.79478 # DEPENDENCYPART_ARC
(28,6),-4.4001 # DEPENDENCYPART_ARC
(28,7),-1.29045 # DEPENDENCYPART_ARC
(28,8),0.14474 # DEPENDENCYPART_ARC
(28,9),-3.08547 # DEPENDENCYPART_ARC
(28,10),-0.983622 # DEPENDENCYPART_ARC
(28,11),-2.56705 # DEPENDENCYPART_ARC
(28,12),-0.569103 # DEPENDENCYPART_ARC
(28,13),-3.00427 # DEPENDENCYPART_ARC
(28,14),-0.951195 # DEPENDENCYPART_ARC
(28,15),-3.23326 # DEPENDENCYPART_ARC
(28,16),-1.35201 # DEPENDENCYPART_ARC
(28,17),-0.989766 # DEPENDENCYPART_ARC
(28,18),-0.690747 # DEPENDENCYPART_ARC
(28,19),-1.19228 # DEPENDENCYPART_ARC
(28,20),-0.366786 # DEPENDENCYPART_ARC
(28,21),-0.306857 # DEPENDENCYPART_ARC
(28,22),0.396779 # DEPENDENCYPART_ARC
(28,23),1.30593 # DEPENDENCYPART_ARC
(28,24),0.960594 # DEPENDENCYPART_ARC
(28,25),0.651143 # DEPENDENCYPART_ARC
(28,26),0.323879 # DEPENDENCYPART_ARC
(28,27),1.87814 # DEPENDENCYPART_ARC
(28,29),-1.03727 # DEPENDENCYPART_ARC
(28,30),3.47904 # DEPENDENCYPART_ARC
(28,31),1.0858 # DEPENDENCYPART_ARC
(28,32),1.5116 # DEPENDENCYPART_ARC
(28,33),0.134934 # DEPENDENCYPART_ARC
(28,34),2.0598 # DEPENDENCYPART_ARC
(29,1),-4.50802 # DEPENDENCYPART_ARC
(29,3),-4.90247 # DEPENDENCYPART_ARC
(29,4),-6.69712 # DEPENDENCYPART_ARC
(29,5),-4.1651 # DEPENDENCYPART_ARC
(29,6),-3.60076 # DEPENDENCYPART_ARC
(29,7),-4.19573 # DEPENDENCYPART_ARC
(29,9),-4.55917 # DEPENDENCYPART_ARC
(29,11),-5.34089 # DEPENDENCYPART_ARC
(29,12),-3.86286 # DEPENDENCYPART_ARC
(29,13),-3.94817 # DEPENDENCYPART_ARC
(29,14),-3.61331 # DEPENDENCYPART_ARC
(29,15),-1.85258 # DEPENDENCYPART_ARC
(29,16),-3.8957 # DEPENDENCYPART_ARC
(29,17),-3.66042 # DEPENDENCYPART_ARC
(29,18),-3.89131 # DEPENDENCYPART_ARC
(29,20),-3.18322 # DEPENDENCYPART_ARC
(29,22),-3.16828 # DEPENDENCYPART_ARC
(29,24),-2.82766 # DEPENDENCYPART_ARC
(29,25),-2.58467 # DEPENDENCYPART_ARC
(29,26),-2.04794 # DEPENDENCYPART_ARC
(29,27),-1.72039 # DEPENDENCYPART_ARC
(29,30),2.44239 # DEPENDENCYPART_ARC
(29,31),0.860941 # DEPENDENCYPART_ARC
(29,32),-1.03973 # DEPENDENCYPART_ARC
(29,33),-1.78974 # DEPENDENCYPART_ARC
(30,1),-4.0561 # DEPENDENCYPART_ARC
(30,2),-3.27397 # DEPENDENCYPART_ARC
(30,3),-3.28389 # DEPENDENCYPART_ARC
(30,4),-7.77057 # DEPENDENCYPART_ARC
(30,5),-3.73485 # DEPENDENCYPART_ARC
(30,6),-2.21602 # DEPENDENCYPART_ARC
(30,7),-2.31333 # DEPENDENCYPART_ARC
(30,8),-4.09009 # DEPENDENCYPART_ARC
(30,9),-2.69841 # DEPENDENCYPART_ARC
(30,10),-2.62725 # DEPENDENCYPART_ARC
(30,11),-7.62497 # DEPENDENCYPART_ARC
(30,12),-3.10581 # DEPENDENCYPART_ARC
(30,13),-2.30837 # DEPENDENCYPART_ARC
(30,14),-1.94768 # DEPENDENCYPART_ARC
(30,15),-2.39298 # DEPENDENCYPART_ARC
(30,16),-3.53774 # DEPENDENCYPART_ARC
(30,17),-1.35111 # DEPENDENCYPART_ARC
(30,18),-1.98684 # DEPENDENCYPART_ARC
(30,19),-2.46922 # DEPENDENCYPART_ARC
(30,20),-2.45319 # DEPENDENCYPART_ARC
(30,21),-1.66297 # DEPENDENCYPART_ARC
(30,22),-2.63804 # DEPENDENCYPART_ARC
(30,23),-1.93524 # DEPENDENCYPART_ARC
(30,24),-1.71743 # DEPENDENCYPART_ARC
(30,25),-1.3513 # DEPENDENCYPART_ARC
(30,26),-0.897787 # DEPENDENCYPART_ARC
(30,27),-0.859203 # DEPENDENCYPART_ARC
(30,28),0.578932 # DEPENDENCYPART_ARC
(30,29),4.29551 # DEPENDENCYPART_ARC
(30,31),3.21272 # DEPENDENCYPART_ARC
(30,32),0.669947 # DEPENDENCYPART_ARC
(30,33),2.22964 # DEPENDENCYPART_ARC
(30,34),0.655151 # DEPENDENCYPART_ARC
(31,1),-3.16783 # DEPENDENCYPART_ARC
(31,2),-4.47713 # DEPENDENCYPART_ARC
(31,3),-4.61908 # DEPENDENCYPART_ARC
(31,4),-3.65266 # DEPENDENCYPART_ARC
(31,5),-3.85239 # DEPENDENCYPART_ARC
(31,6),-3.69648 # DEPENDENCYPART_ARC
(31,7),-3.79869 # DEPENDENCYPART_ARC
(31,8),-3.82743 # DEPENDENCYPART_ARC
(31,9),-3.84772 # DEPENDENCYPART_ARC
(31,10),-3.39071 # DEPENDENCYPART_ARC
(31,11),-3.48692 # DEPENDENCYPART_ARC
(31,12),-3.31475 # DEPENDENCYPART_ARC
(31,13),-3.23135 # DEPENDENCYPART_ARC
(31,14),-2.84363 # DEPENDENCYPART_ARC
(31,15),-1.85697 # DEPENDENCYPART_ARC
(31,16),-2.80274 # DEPENDENCYPART_ARC
(31,17),-2.62999 # DEPENDENCYPART_ARC
(31,18),-2.64685 # DEPENDENCYPART_ARC
(31,19),-2.37635 # DEPENDENCYPART_ARC
(31,20),-2.96618 # DEPENDENCYPART_ARC
(31,21),-2.04283 # DEPENDENCYPART_ARC
(31,22),-2.75478 # DEPENDENCYPART_ARC
(31,23),-2.06828 # DEPENDENCYPART_ARC
(31,24),-2.05257 # DEPENDENCYPART_ARC
(31,25),-1.88627 # DEPENDENCYPART_ARC
(31,26),-0.992415 # DEPENDENCYPART_ARC
(31,27),-1.32515 # DEPENDENCYPART_ARC
(31,28),-0.415528 # DEPENDENCYPART_ARC
(31,29),0.700325 # DEPENDENCYPART_ARC
(31,30),0.488803 # DEPENDENCYPART_ARC
(31,32),4.5183 # DEPENDENCYPART_ARC
(31,33),1.0412 # DEPENDENCYPART_ARC
(31,34),-0.19344 # DEPENDENCYPART_ARC
(32,1),-4.15044 # DEPENDENCYPART_ARC
(32,2),-3.27725 # DEPENDENCYPART_ARC
(32,3),-3.14704 # DEPENDENCYPART_ARC
(32,4),-8.47235 # DEPENDENCYPART_ARC
(32,5),-3.63038 # DEPENDENCYPART_ARC
(32,6),-2.03299 # DEPENDENCYPART_ARC
(32,7),-2.5883 # DEPENDENCYPART_ARC
(32,8),-4.53934 # DEPENDENCYPART_ARC
(32,9),-2.54647 # DEPENDENCYPART_ARC
(32,10),-3.28546 # DEPENDENCYPART_ARC
(32,11),-8.32921 # DEPENDENCYPART_ARC
(32,12),-2.96569 # DEPENDENCYPART_ARC
(32,13),-1.8331 # DEPENDENCYPART_ARC
(32,14),-1.8855 # DEPENDENCYPART_ARC
(32,15),-2.78705 # DEPENDENCYPART_ARC
(32,16),-3.25758 # DEPENDENCYPART_ARC
(32,17),-1.20453 # DEPENDENCYPART_ARC
(32,18),-2.08779 # DEPENDENCYPART_ARC
(32,19),-2.90019 # DEPENDENCYPART_ARC
(32,20),-2.34883 # DEPENDENCYPART_ARC
(32,21),-1.85816 # DEPENDENCYPART_ARC
(32,22),-2.71881 # DEPENDENCYPART_ARC
(32,23),-2.46215 # DEPENDENCYPART_ARC
(32,24),-1.80138 # DEPENDENCYPART_ARC
(32,25),-1.43341 # DEPENDENCYPART_ARC
(32,26),-0.912998 # DEPENDENCYPART_ARC
(32,27),-1.12589 # DEPENDENCYPART_ARC
(32,28),-0.915351 # DEPENDENCYPART_ARC
(32,29),2.47138 # DEPENDENCYPART_ARC
(32,30),0.435258 # DEPENDENCYPART_ARC
(32,31),1.38541 # DEPENDENCYPART_ARC
(32,33),3.75803 # DEPENDENCYPART_ARC
(32,34),-0.308953 # DEPENDENCYPART_ARC
(33,1),-5.7325 # DEPENDENCYPART_ARC
(33,2),-5.18159 # DEPENDENCYPART_ARC
(33,3),-5.06225 # DEPENDENCYPART_ARC
(33,4),-3.44616 # DEPENDENCYPART_ARC
(33,5),-4.61172 # DEPENDENCYPART_ARC
(33,6),-3.89195 # DEPENDENCYPART_ARC
(33,7),-2.42511 # DEPENDENCYPART_ARC
(33,8),-3.99689 # DEPENDENCYPART_ARC
(33,9),-4.09151 # DEPENDENCYPART_ARC
(33,10),-3.57249 # DEPENDENCYPART_ARC
(33,11),-3.04288 # DEPENDENCYPART_ARC
(33,12),-4.2458 # DEPENDENCYPART_ARC
(33,13),-3.63634 # DEPENDENCYPART_ARC
(33,14),-3.4831 # DEPENDENCYPART_ARC
(33,15),-3.59107 # DEPENDENCYPART_ARC
(33,16),-4.53901 # DEPENDENCYPART_ARC
(33,17),-3.43493 # DEPENDENCYPART_ARC
(33,18),-2.33308 # DEPENDENCYPART_ARC
(33,19),-3.52772 # DEPENDENCYPART_ARC
(33,20),-3.39111 # DEPENDENCYPART_ARC
(33,21),-2.45712 # DEPENDENCYPART_ARC
(33,22),-2.98877 # DEPENDENCYPART_ARC
(33,23),-3.12943 # DEPENDENCYPART_ARC
(33,24),-2.72025 # DEPENDENCYPART_ARC
(33,25),-2.93649 # DEPENDENCYPART_ARC
(33,26),-2.20332 # DEPENDENCYPART_ARC
(33,27),-2.09102 # DEPENDENCYPART_ARC
(33,28),-2.08192 # DEPENDENCYPART_ARC
(33,29),-0.315602 # DEPENDENCYPART_ARC
(33,30),-1.26177 # DEPENDENCYPART_ARC
(33,31),-0.148338 # DEPENDENCYPART_ARC
