# _root_ " Per això és bo que tinguin totes les facilitats , com el sistema informàtic i els models que han de fer_servir en català " , ha dit .
#goldHeads=4,4,2,28,4,7,4,9,10,7,12,10,14,12,14,14,18,14,22,22,22,18,14,23,12,12,28,0,28,
#predictedHeads=4,4,2,28,4,7,4,9,10,7,12,7,14,12,14,14,18,22,22,22,22,7,22,23,4,22,28,0,4,
(24,2),-4.21864 # DEPENDENCYPART_ARC
(24,3),-4.33202 # DEPENDENCYPART_ARC
(24,4),-4.18053 # DEPENDENCYPART_ARC
(24,5),-4.20357 # DEPENDENCYPART_ARC
(24,6),-1.95441 # DEPENDENCYPART_ARC
(24,7),-4.6357 # DEPENDENCYPART_ARC
(24,8),-7.48258 # DEPENDENCYPART_ARC
(24,9),-6.99409 # DEPENDENCYPART_ARC
(24,10),-5.01443 # DEPENDENCYPART_ARC
(24,11),-3.95129 # DEPENDENCYPART_ARC
(24,12),-3.15465 # DEPENDENCYPART_ARC
(24,13),-5.35758 # DEPENDENCYPART_ARC
(24,14),-4.07184 # DEPENDENCYPART_ARC
(24,15),-3.20392 # DEPENDENCYPART_ARC
(24,16),-2.69535 # DEPENDENCYPART_ARC
(24,17),-4.74511 # DEPENDENCYPART_ARC
(24,18),-4.15304 # DEPENDENCYPART_ARC
(24,19),-2.04927 # DEPENDENCYPART_ARC
(24,20),-4.37619 # DEPENDENCYPART_ARC
(24,21),-2.0546 # DEPENDENCYPART_ARC
(24,22),-1.92444 # DEPENDENCYPART_ARC
(24,23),-0.310325 # DEPENDENCYPART_ARC
(24,25),0.0272485 # DEPENDENCYPART_ARC
(24,26),-0.993188 # DEPENDENCYPART_ARC
(24,27),-0.461209 # DEPENDENCYPART_ARC
(24,28),-0.759002 # DEPENDENCYPART_ARC
(24,29),-1.55862 # DEPENDENCYPART_ARC
(26,5),-2.66495 # DEPENDENCYPART_ARC
(26,10),-3.05699 # DEPENDENCYPART_ARC
(26,11),-1.6194 # DEPENDENCYPART_ARC
(26,14),-2.80114 # DEPENDENCYPART_ARC
(26,15),-2.187 # DEPENDENCYPART_ARC
(26,18),-2.76286 # DEPENDENCYPART_ARC
(26,24),-1.42115 # DEPENDENCYPART_ARC
(27,1),-4.88055 # DEPENDENCYPART_ARC
(27,2),-2.23599 # DEPENDENCYPART_ARC
(27,4),-2.23671 # DEPENDENCYPART_ARC
(27,5),-3.65335 # DEPENDENCYPART_ARC
(27,6),-1.97955 # DEPENDENCYPART_ARC
(27,7),-3.19794 # DEPENDENCYPART_ARC
(27,8),-4.59165 # DEPENDENCYPART_ARC
(27,9),-5.00298 # DEPENDENCYPART_ARC
(27,10),-4.13717 # DEPENDENCYPART_ARC
(27,11),-3.55483 # DEPENDENCYPART_ARC
(27,12),-3.4094 # DEPENDENCYPART_ARC
(27,13),-4.99177 # DEPENDENCYPART_ARC
(27,14),-2.98129 # DEPENDENCYPART_ARC
(27,15),-2.75265 # DEPENDENCYPART_ARC
(27,16),-2.91858 # DEPENDENCYPART_ARC
(27,17),-4.50306 # DEPENDENCYPART_ARC
(27,18),-2.81482 # DEPENDENCYPART_ARC
(27,19),-0.518334 # DEPENDENCYPART_ARC
(27,20),-0.837471 # DEPENDENCYPART_ARC
(27,21),-2.535 # DEPENDENCYPART_ARC
(27,22),-1.70065 # DEPENDENCYPART_ARC
(27,23),-0.833558 # DEPENDENCYPART_ARC
(27,24),-1.47555 # DEPENDENCYPART_ARC
(27,25),-1.18578 # DEPENDENCYPART_ARC
(27,26),-1.57826 # DEPENDENCYPART_ARC
(27,28),0.783198 # DEPENDENCYPART_ARC
(27,29),1.27836 # DEPENDENCYPART_ARC
(28,1),-2.67048 # DEPENDENCYPART_ARC
(28,2),-0.546306 # DEPENDENCYPART_ARC
(28,3),-3.32259 # DEPENDENCYPART_ARC
(28,4),2.4129 # DEPENDENCYPART_ARC
(28,5),-2.10515 # DEPENDENCYPART_ARC
(28,6),-0.231403 # DEPENDENCYPART_ARC
(28,7),0.323684 # DEPENDENCYPART_ARC
(28,9),-2.30872 # DEPENDENCYPART_ARC
(28,10),-2.15149 # DEPENDENCYPART_ARC
(28,11),-0.758181 # DEPENDENCYPART_ARC
(28,12),-1.71773 # DEPENDENCYPART_ARC
(28,13),-2.20668 # DEPENDENCYPART_ARC
(28,14),-0.394504 # DEPENDENCYPART_ARC
(28,15),-1.1086 # DEPENDENCYPART_ARC
(28,16),-1.46461 # DEPENDENCYPART_ARC
(28,17),-1.29732 # DEPENDENCYPART_ARC
(28,18),0.926444 # DEPENDENCYPART_ARC
(28,19),1.28614 # DEPENDENCYPART_ARC
(28,20),2.53649 # DEPENDENCYPART_ARC
(28,21),0.275788 # DEPENDENCYPART_ARC
(28,22),0.853771 # DEPENDENCYPART_ARC
(28,23),1.33765 # DEPENDENCYPART_ARC
(28,24),0.0269544 # DEPENDENCYPART_ARC
(28,25),0.536431 # DEPENDENCYPART_ARC
(28,26),0.525674 # DEPENDENCYPART_ARC
(28,27),6.68896 # DEPENDENCYPART_ARC
(28,29),5.01525 # DEPENDENCYPART_ARC
(29,16),-3.0829 # DEPENDENCYPART_ARC
