# _root_ Heather_Mills , l' exmodel de 34 anys que dijous que ve es casarà amb Paul_McCartney , ha muntat un comiat de soltera amb tota mena de luxes .
#goldHeads=18,4,4,1,4,7,5,13,13,11,9,13,4,13,14,4,18,0,20,18,20,21,20,27,24,24,23,18,
#predictedHeads=18,4,4,1,4,7,5,13,13,11,4,13,4,13,14,13,18,0,20,18,20,21,18,25,23,25,26,18,
(18,22),1.7351 # DEPENDENCYPART_ARC
(18,23),2.1974 # DEPENDENCYPART_ARC
(18,24),-2.17393 # DEPENDENCYPART_ARC
(18,25),1.32288 # DEPENDENCYPART_ARC
(18,26),0.151935 # DEPENDENCYPART_ARC
(18,27),1.13287 # DEPENDENCYPART_ARC
(18,28),4.29349 # DEPENDENCYPART_ARC
(19,1),-3.91047 # DEPENDENCYPART_ARC
(19,2),-3.07999 # DEPENDENCYPART_ARC
(19,3),-5.22386 # DEPENDENCYPART_ARC
(19,4),-4.17557 # DEPENDENCYPART_ARC
(19,5),-3.0369 # DEPENDENCYPART_ARC
(19,6),-2.89781 # DEPENDENCYPART_ARC
(19,7),-4.22497 # DEPENDENCYPART_ARC
(19,8),-3.79588 # DEPENDENCYPART_ARC
(19,9),-2.97356 # DEPENDENCYPART_ARC
(19,10),-3.7242 # DEPENDENCYPART_ARC
(19,11),-4.13337 # DEPENDENCYPART_ARC
(19,12),-3.01187 # DEPENDENCYPART_ARC
(19,13),-4.05977 # DEPENDENCYPART_ARC
(19,14),-1.9883 # DEPENDENCYPART_ARC
(19,15),-2.52511 # DEPENDENCYPART_ARC
(19,16),-1.89103 # DEPENDENCYPART_ARC
(19,17),-2.38194 # DEPENDENCYPART_ARC
(19,18),-2.18638 # DEPENDENCYPART_ARC
(19,20),3.34963 # DEPENDENCYPART_ARC
(19,21),2.19704 # DEPENDENCYPART_ARC
(19,22),0.485071 # DEPENDENCYPART_ARC
(19,23),-0.868621 # DEPENDENCYPART_ARC
(19,24),0.647497 # DEPENDENCYPART_ARC
(19,25),-0.608116 # DEPENDENCYPART_ARC
(19,26),-0.776457 # DEPENDENCYPART_ARC
(19,27),-2.42789 # DEPENDENCYPART_ARC
(19,28),-2.30397 # DEPENDENCYPART_ARC
(20,1),-2.5777 # DEPENDENCYPART_ARC
(20,2),-1.6078 # DEPENDENCYPART_ARC
(20,3),-4.22759 # DEPENDENCYPART_ARC
(20,4),-2.27202 # DEPENDENCYPART_ARC
(20,5),0.0351611 # DEPENDENCYPART_ARC
(20,6),-1.49747 # DEPENDENCYPART_ARC
(20,7),-2.4271 # DEPENDENCYPART_ARC
(20,8),-0.598428 # DEPENDENCYPART_ARC
(20,9),-1.63155 # DEPENDENCYPART_ARC
(20,10),-0.139726 # DEPENDENCYPART_ARC
(20,11),-1.62311 # DEPENDENCYPART_ARC
(20,12),-1.02634 # DEPENDENCYPART_ARC
(20,13),-1.4053 # DEPENDENCYPART_ARC
(20,14),-0.432788 # DEPENDENCYPART_ARC
(20,15),-0.915852 # DEPENDENCYPART_ARC
(20,16),0.245088 # DEPENDENCYPART_ARC
(20,17),-0.228475 # DEPENDENCYPART_ARC
(20,18),-0.245893 # DEPENDENCYPART_ARC
(20,19),4.35047 # DEPENDENCYPART_ARC
(20,21),3.85209 # DEPENDENCYPART_ARC
(20,22),1.29165 # DEPENDENCYPART_ARC
(20,23),2.0223 # DEPENDENCYPART_ARC
(20,24),-1.26516 # DEPENDENCYPART_ARC
(20,25),1.32806 # DEPENDENCYPART_ARC
(20,26),1.60803 # DEPENDENCYPART_ARC
(20,27),0.637914 # DEPENDENCYPART_ARC
(20,28),1.28317 # DEPENDENCYPART_ARC
(21,1),-3.47122 # DEPENDENCYPART_ARC
(21,2),-3.58597 # DEPENDENCYPART_ARC
(21,3),-2.59499 # DEPENDENCYPART_ARC
(21,4),-2.74635 # DEPENDENCYPART_ARC
(21,5),-2.5987 # DEPENDENCYPART_ARC
(21,6),-1.8158 # DEPENDENCYPART_ARC
(21,7),-2.94142 # DEPENDENCYPART_ARC
(21,8),-1.9756 # DEPENDENCYPART_ARC
(21,9),-2.04589 # DEPENDENCYPART_ARC
(21,10),-1.87424 # DEPENDENCYPART_ARC
(21,11),-1.76453 # DEPENDENCYPART_ARC
(21,12),-1.7577 # DEPENDENCYPART_ARC
(21,13),-1.93895 # DEPENDENCYPART_ARC
(21,14),-1.94012 # DEPENDENCYPART_ARC
(21,15),-2.07088 # DEPENDENCYPART_ARC
(21,16),-1.26354 # DEPENDENCYPART_ARC
(21,17),-0.600793 # DEPENDENCYPART_ARC
(21,18),-1.05586 # DEPENDENCYPART_ARC
(21,19),0.528865 # DEPENDENCYPART_ARC
(21,20),0.366505 # DEPENDENCYPART_ARC
(21,22),4.35224 # DEPENDENCYPART_ARC
(21,23),-0.0296392 # DEPENDENCYPART_ARC
(21,24),-1.98311 # DEPENDENCYPART_ARC
(21,25),0.590422 # DEPENDENCYPART_ARC
(21,26),-0.0162803 # DEPENDENCYPART_ARC
(21,27),-0.654128 # DEPENDENCYPART_ARC
(21,28),-0.470977 # DEPENDENCYPART_ARC
(22,1),-2.86556 # DEPENDENCYPART_ARC
(22,2),-1.89835 # DEPENDENCYPART_ARC
(22,3),-5.3192 # DEPENDENCYPART_ARC
(22,4),-2.00204 # DEPENDENCYPART_ARC
(22,5),-0.623251 # DEPENDENCYPART_ARC
(22,6),-1.83488 # DEPENDENCYPART_ARC
(22,7),-2.0226 # DEPENDENCYPART_ARC
(22,8),-0.785991 # DEPENDENCYPART_ARC
(22,9),-1.77517 # DEPENDENCYPART_ARC
(22,10),-0.511007 # DEPENDENCYPART_ARC
(22,11),-2.20326 # DEPENDENCYPART_ARC
(22,12),-1.44528 # DEPENDENCYPART_ARC
(22,13),-2.1976 # DEPENDENCYPART_ARC
(22,14),-1.47384 # DEPENDENCYPART_ARC
(22,15),-1.13497 # DEPENDENCYPART_ARC
(22,16),-0.492338 # DEPENDENCYPART_ARC
(22,17),-1.21823 # DEPENDENCYPART_ARC
(22,18),-1.14653 # DEPENDENCYPART_ARC
(22,19),2.1318 # DEPENDENCYPART_ARC
(22,20),0.254412 # DEPENDENCYPART_ARC
(22,21),1.48671 # DEPENDENCYPART_ARC
(22,23),1.55359 # DEPENDENCYPART_ARC
(22,24),-0.516338 # DEPENDENCYPART_ARC
(22,25),0.591024 # DEPENDENCYPART_ARC
(22,26),1.67455 # DEPENDENCYPART_ARC
(22,27),0.239297 # DEPENDENCYPART_ARC
(22,28),-0.085022 # DEPENDENCYPART_ARC
(23,1),-3.71448 # DEPENDENCYPART_ARC
(23,2),-3.11327 # DEPENDENCYPART_ARC
(23,3),-2.60665 # DEPENDENCYPART_ARC
(23,4),-2.991 # DEPENDENCYPART_ARC
(23,5),-2.79238 # DEPENDENCYPART_ARC
(23,6),-1.21189 # DEPENDENCYPART_ARC
(23,7),-2.90663 # DEPENDENCYPART_ARC
(23,8),-1.61611 # DEPENDENCYPART_ARC
(23,9),-1.79196 # DEPENDENCYPART_ARC
(23,10),-1.60884 # DEPENDENCYPART_ARC
(23,11),-1.13137 # DEPENDENCYPART_ARC
(23,12),-1.46427 # DEPENDENCYPART_ARC
(23,13),-1.48615 # DEPENDENCYPART_ARC
(23,14),-1.87649 # DEPENDENCYPART_ARC
(23,15),-2.22263 # DEPENDENCYPART_ARC
(23,16),-0.72265 # DEPENDENCYPART_ARC
(23,17),-0.459183 # DEPENDENCYPART_ARC
(23,18),-1.29988 # DEPENDENCYPART_ARC
(23,19),-0.617283 # DEPENDENCYPART_ARC
(23,20),-1.19903 # DEPENDENCYPART_ARC
(23,21),0.204885 # DEPENDENCYPART_ARC
(23,22),0.738192 # DEPENDENCYPART_ARC
(23,24),0.20802 # DEPENDENCYPART_ARC
(23,25),5.10601 # DEPENDENCYPART_ARC
(23,26),0.0266678 # DEPENDENCYPART_ARC
(23,27),2.12121 # DEPENDENCYPART_ARC
(23,28),-0.141543 # DEPENDENCYPART_ARC
(24,1),-4.2666 # DEPENDENCYPART_ARC
(24,2),-3.59026 # DEPENDENCYPART_ARC
(24,3),-5.75758 # DEPENDENCYPART_ARC
(24,4),-4.27868 # DEPENDENCYPART_ARC
(24,5),-4.11018 # DEPENDENCYPART_ARC
(24,6),-3.1174 # DEPENDENCYPART_ARC
(24,7),-4.43461 # DEPENDENCYPART_ARC
(24,8),-3.84122 # DEPENDENCYPART_ARC
(24,9),-3.38668 # DEPENDENCYPART_ARC
(24,10),-3.81567 # DEPENDENCYPART_ARC
(24,11),-4.27545 # DEPENDENCYPART_ARC
(24,12),-3.3186 # DEPENDENCYPART_ARC
(24,13),-4.35922 # DEPENDENCYPART_ARC
(24,14),-3.27762 # DEPENDENCYPART_ARC
(24,15),-3.31599 # DEPENDENCYPART_ARC
(24,16),-2.72774 # DEPENDENCYPART_ARC
(24,17),-3.58782 # DEPENDENCYPART_ARC
(24,18),-3.78722 # DEPENDENCYPART_ARC
(24,19),-2.32772 # DEPENDENCYPART_ARC
(24,20),-2.74356 # DEPENDENCYPART_ARC
(24,21),-1.85851 # DEPENDENCYPART_ARC
(24,22),-1.73641 # DEPENDENCYPART_ARC
(24,23),-0.501012 # DEPENDENCYPART_ARC
(24,25),2.62176 # DEPENDENCYPART_ARC
(24,26),0.203052 # DEPENDENCYPART_ARC
(24,27),-2.62291 # DEPENDENCYPART_ARC
(24,28),-2.024 # DEPENDENCYPART_ARC
(25,1),-3.14837 # DEPENDENCYPART_ARC
(25,2),-2.35737 # DEPENDENCYPART_ARC
(25,3),-6.38274 # DEPENDENCYPART_ARC
(25,4),-2.34909 # DEPENDENCYPART_ARC
(25,5),-1.00408 # DEPENDENCYPART_ARC
(25,6),-2.526 # DEPENDENCYPART_ARC
(25,7),-2.38045 # DEPENDENCYPART_ARC
(25,8),-0.919846 # DEPENDENCYPART_ARC
(25,9),-2.05425 # DEPENDENCYPART_ARC
(25,10),-0.543432 # DEPENDENCYPART_ARC
(25,11),-2.14769 # DEPENDENCYPART_ARC
(25,12),-1.61826 # DEPENDENCYPART_ARC
(25,13),-2.18783 # DEPENDENCYPART_ARC
(25,14),-1.86033 # DEPENDENCYPART_ARC
(25,15),-1.51903 # DEPENDENCYPART_ARC
(25,16),-0.741 # DEPENDENCYPART_ARC
(25,17),-1.16413 # DEPENDENCYPART_ARC
(25,18),-1.24131 # DEPENDENCYPART_ARC
(25,19),0.0655785 # DEPENDENCYPART_ARC
(25,20),-1.0392 # DEPENDENCYPART_ARC
(25,21),-0.516052 # DEPENDENCYPART_ARC
(25,22),0.546021 # DEPENDENCYPART_ARC
(25,23),0.70995 # DEPENDENCYPART_ARC
(25,24),4.40199 # DEPENDENCYPART_ARC
(25,26),2.99804 # DEPENDENCYPART_ARC
(25,27),0.502914 # DEPENDENCYPART_ARC
(25,28),0.352009 # DEPENDENCYPART_ARC
(26,1),-3.86145 # DEPENDENCYPART_ARC
(26,2),-4.07912 # DEPENDENCYPART_ARC
(26,3),-2.80395 # DEPENDENCYPART_ARC
(26,4),-3.03333 # DEPENDENCYPART_ARC
(26,5),-3.18916 # DEPENDENCYPART_ARC
(26,6),-1.53861 # DEPENDENCYPART_ARC
(26,7),-3.01769 # DEPENDENCYPART_ARC
(26,8),-1.95634 # DEPENDENCYPART_ARC
(26,9),-1.9003 # DEPENDENCYPART_ARC
(26,10),-1.81691 # DEPENDENCYPART_ARC
(26,11),-1.94056 # DEPENDENCYPART_ARC
(26,12),-1.64785 # DEPENDENCYPART_ARC
(26,13),-2.1924 # DEPENDENCYPART_ARC
(26,14),-2.55158 # DEPENDENCYPART_ARC
(26,15),-2.40876 # DEPENDENCYPART_ARC
(26,16),-1.66764 # DEPENDENCYPART_ARC
(26,17),-1.18062 # DEPENDENCYPART_ARC
(26,18),-1.75632 # DEPENDENCYPART_ARC
(26,19),-1.46422 # DEPENDENCYPART_ARC
(26,20),-1.50521 # DEPENDENCYPART_ARC
(26,21),-0.885422 # DEPENDENCYPART_ARC
(26,22),-0.724761 # DEPENDENCYPART_ARC
(26,23),-0.169973 # DEPENDENCYPART_ARC
(26,24),1.17107 # DEPENDENCYPART_ARC
(26,25),0.777133 # DEPENDENCYPART_ARC
(26,27),4.53089 # DEPENDENCYPART_ARC
(26,28),-0.284423 # DEPENDENCYPART_ARC
(27,1),-3.28795 # DEPENDENCYPART_ARC
(27,2),-2.85281 # DEPENDENCYPART_ARC
(27,3),-7.76143 # DEPENDENCYPART_ARC
(27,4),-3.71139 # DEPENDENCYPART_ARC
(27,5),-1.2041 # DEPENDENCYPART_ARC
(27,6),-3.08732 # DEPENDENCYPART_ARC
(27,7),-2.2647 # DEPENDENCYPART_ARC
(27,8),-1.41345 # DEPENDENCYPART_ARC
(27,9),-2.31307 # DEPENDENCYPART_ARC
(27,10),-1.06476 # DEPENDENCYPART_ARC
(27,11),-1.43047 # DEPENDENCYPART_ARC
(27,12),-1.9245 # DEPENDENCYPART_ARC
(27,13),-1.44698 # DEPENDENCYPART_ARC
(27,14),-1.99742 # DEPENDENCYPART_ARC
(27,15),-1.48458 # DEPENDENCYPART_ARC
(27,16),-1.54524 # DEPENDENCYPART_ARC
(27,17),-0.465284 # DEPENDENCYPART_ARC
(27,18),-1.89444 # DEPENDENCYPART_ARC
(27,19),0.712011 # DEPENDENCYPART_ARC
(27,20),-1.89267 # DEPENDENCYPART_ARC
(27,21),-0.480452 # DEPENDENCYPART_ARC
(27,22),-0.919435 # DEPENDENCYPART_ARC
(27,23),0.0270961 # DEPENDENCYPART_ARC
(27,24),1.53153 # DEPENDENCYPART_ARC
(27,25),-0.511178 # DEPENDENCYPART_ARC
(27,26),1.91356 # DEPENDENCYPART_ARC
(27,28),-0.459868 # DEPENDENCYPART_ARC
(28,1),-5.36598 # DEPENDENCYPART_ARC
(28,2),-4.46633 # DEPENDENCYPART_ARC
(28,3),-5.00665 # DEPENDENCYPART_ARC
(28,4),-5.19885 # DEPENDENCYPART_ARC
(28,5),-4.34111 # DEPENDENCYPART_ARC
(28,6),-4.4684 # DEPENDENCYPART_ARC
(28,7),-5.04735 # DEPENDENCYPART_ARC
(28,8),-4.2341 # DEPENDENCYPART_ARC
(28,9),-4.27411 # DEPENDENCYPART_ARC
(28,10),-4.25939 # DEPENDENCYPART_ARC
(28,11),-4.69427 # DEPENDENCYPART_ARC
(28,12),-4.16453 # DEPENDENCYPART_ARC
(28,13),-4.44441 # DEPENDENCYPART_ARC
(28,14),-3.71321 # DEPENDENCYPART_ARC
(28,15),-4.6585 # DEPENDENCYPART_ARC
(28,16),-3.66574 # DEPENDENCYPART_ARC
(28,17),-4.3156 # DEPENDENCYPART_ARC
(28,18),-4.06061 # DEPENDENCYPART_ARC
(28,19),-3.99965 # DEPENDENCYPART_ARC
(28,20),-4.04809 # DEPENDENCYPART_ARC
(28,21),-3.06861 # DEPENDENCYPART_ARC
(28,22),-3.81442 # DEPENDENCYPART_ARC
(28,23),-2.80444 # DEPENDENCYPART_ARC
(28,24),-3.0279 # DEPENDENCYPART_ARC
(28,25),-3.3353 # DEPENDENCYPART_ARC
(28,26),-2.14725 # DEPENDENCYPART_ARC
(28,27),-2.15054 # DEPENDENCYPART_ARC
