# _root_ La velocitat màxima calculada és d' entre 30 i 60 quilòmetres per hora , de_forma_que el trajecte entre la frontera i Escaldes-Engordany podria fer -se entre 22 i 29 minuts , incloent -hi la durada de les parades .
#goldHeads=2,5,2,2,0,5,8,11,8,8,6,11,12,24,24,17,24,17,20,18,20,20,24,5,24,24,30,27,27,26,32,24,32,35,32,35,38,36,5,
#predictedHeads=2,5,2,2,0,5,8,11,8,8,6,11,12,5,24,17,24,17,20,18,20,20,24,5,24,27,30,27,27,24,32,24,32,35,32,35,38,36,5,
(13,7),-1.77987 # DEPENDENCYPART_ARC
(13,8),-0.876317 # DEPENDENCYPART_ARC
(13,9),-1.72236 # DEPENDENCYPART_ARC
(13,10),-1.58413 # DEPENDENCYPART_ARC
(13,11),-1.2162 # DEPENDENCYPART_ARC
(13,12),0.029834 # DEPENDENCYPART_ARC
(13,14),0.0764222 # DEPENDENCYPART_ARC
(13,15),0.389667 # DEPENDENCYPART_ARC
(13,16),-1.93145 # DEPENDENCYPART_ARC
(13,17),-1.08088 # DEPENDENCYPART_ARC
(13,18),-0.267277 # DEPENDENCYPART_ARC
(13,19),-1.88905 # DEPENDENCYPART_ARC
(13,20),-0.394725 # DEPENDENCYPART_ARC
(13,21),1.86104 # DEPENDENCYPART_ARC
(13,22),0.327564 # DEPENDENCYPART_ARC
(13,23),-1.54722 # DEPENDENCYPART_ARC
(13,24),-2.65935 # DEPENDENCYPART_ARC
(13,25),-2.18842 # DEPENDENCYPART_ARC
(13,26),-2.19145 # DEPENDENCYPART_ARC
(13,27),-2.44166 # DEPENDENCYPART_ARC
(13,28),-2.33592 # DEPENDENCYPART_ARC
(13,29),-2.44045 # DEPENDENCYPART_ARC
(13,30),-3.46384 # DEPENDENCYPART_ARC
(13,31),-3.06399 # DEPENDENCYPART_ARC
(13,32),-3.83791 # DEPENDENCYPART_ARC
(13,33),-5.19827 # DEPENDENCYPART_ARC
(13,34),-3.40234 # DEPENDENCYPART_ARC
(13,35),-3.25255 # DEPENDENCYPART_ARC
(13,36),-4.39581 # DEPENDENCYPART_ARC
(13,37),-4.24571 # DEPENDENCYPART_ARC
(13,38),-2.8004 # DEPENDENCYPART_ARC
(13,39),0.589786 # DEPENDENCYPART_ARC
(14,1),-3.14787 # DEPENDENCYPART_ARC
(14,2),-3.20444 # DEPENDENCYPART_ARC
(14,3),-2.42104 # DEPENDENCYPART_ARC
(14,4),-2.36375 # DEPENDENCYPART_ARC
(14,5),-2.81078 # DEPENDENCYPART_ARC
(14,6),-1.9154 # DEPENDENCYPART_ARC
(14,7),-1.84582 # DEPENDENCYPART_ARC
(14,8),-2.18549 # DEPENDENCYPART_ARC
(14,9),-1.90431 # DEPENDENCYPART_ARC
(14,10),-1.9805 # DEPENDENCYPART_ARC
(14,11),-2.2628 # DEPENDENCYPART_ARC
(14,12),-1.11169 # DEPENDENCYPART_ARC
(14,13),-1.12132 # DEPENDENCYPART_ARC
(14,15),-0.968989 # DEPENDENCYPART_ARC
(14,16),-2.20304 # DEPENDENCYPART_ARC
(14,17),-1.99688 # DEPENDENCYPART_ARC
(14,18),-2.16937 # DEPENDENCYPART_ARC
(14,19),-2.80309 # DEPENDENCYPART_ARC
(14,20),-2.3614 # DEPENDENCYPART_ARC
(14,21),-1.15234 # DEPENDENCYPART_ARC
(14,22),-2.33009 # DEPENDENCYPART_ARC
(14,23),-1.91625 # DEPENDENCYPART_ARC
(14,24),-2.3601 # DEPENDENCYPART_ARC
(14,25),-2.91552 # DEPENDENCYPART_ARC
(14,26),-2.65848 # DEPENDENCYPART_ARC
(14,27),-2.11194 # DEPENDENCYPART_ARC
(14,28),-1.85588 # DEPENDENCYPART_ARC
(14,29),-2.042 # DEPENDENCYPART_ARC
(14,30),-2.76166 # DEPENDENCYPART_ARC
(14,31),-2.64147 # DEPENDENCYPART_ARC
(14,32),-2.55081 # DEPENDENCYPART_ARC
(14,33),-3.09318 # DEPENDENCYPART_ARC
(14,34),-3.40471 # DEPENDENCYPART_ARC
(14,35),-2.92062 # DEPENDENCYPART_ARC
(14,36),-2.9442 # DEPENDENCYPART_ARC
(14,37),-3.54978 # DEPENDENCYPART_ARC
(14,38),-3.09612 # DEPENDENCYPART_ARC
(14,39),-2.85147 # DEPENDENCYPART_ARC
(15,1),-2.60415 # DEPENDENCYPART_ARC
(15,2),-2.73935 # DEPENDENCYPART_ARC
(15,3),-2.44144 # DEPENDENCYPART_ARC
(15,4),-2.42566 # DEPENDENCYPART_ARC
(15,5),-2.15265 # DEPENDENCYPART_ARC
(15,6),-1.46273 # DEPENDENCYPART_ARC
(15,7),-1.24025 # DEPENDENCYPART_ARC
(15,8),-1.61435 # DEPENDENCYPART_ARC
(15,9),-1.23254 # DEPENDENCYPART_ARC
(15,10),-1.49385 # DEPENDENCYPART_ARC
(15,11),-1.83164 # DEPENDENCYPART_ARC
(15,12),-0.558293 # DEPENDENCYPART_ARC
(15,13),-1.11922 # DEPENDENCYPART_ARC
(15,14),1.32532 # DEPENDENCYPART_ARC
(15,16),-0.747469 # DEPENDENCYPART_ARC
(15,17),0.255279 # DEPENDENCYPART_ARC
(15,18),-0.178606 # DEPENDENCYPART_ARC
(15,19),-1.86494 # DEPENDENCYPART_ARC
(15,20),-1.00935 # DEPENDENCYPART_ARC
(15,21),0.194786 # DEPENDENCYPART_ARC
(15,22),-1.9476 # DEPENDENCYPART_ARC
(15,23),-0.614316 # DEPENDENCYPART_ARC
(15,24),-1.37805 # DEPENDENCYPART_ARC
(15,25),-1.74433 # DEPENDENCYPART_ARC
(15,26),-1.26663 # DEPENDENCYPART_ARC
(15,27),-1.62866 # DEPENDENCYPART_ARC
(15,28),-0.378517 # DEPENDENCYPART_ARC
(15,29),-1.56008 # DEPENDENCYPART_ARC
(15,30),-2.6756 # DEPENDENCYPART_ARC
(15,31),0.0769991 # DEPENDENCYPART_ARC
(15,32),-1.47325 # DEPENDENCYPART_ARC
(15,33),-1.87595 # DEPENDENCYPART_ARC
(15,34),-2.78949 # DEPENDENCYPART_ARC
(15,35),-3.73411 # DEPENDENCYPART_ARC
(15,36),-2.30289 # DEPENDENCYPART_ARC
(15,37),-2.82385 # DEPENDENCYPART_ARC
(15,38),-3.85047 # DEPENDENCYPART_ARC
(15,39),0.148996 # DEPENDENCYPART_ARC
(16,1),-2.34993 # DEPENDENCYPART_ARC
(16,2),-2.91389 # DEPENDENCYPART_ARC
(16,3),-2.55435 # DEPENDENCYPART_ARC
(16,4),-3.02504 # DEPENDENCYPART_ARC
(16,5),-2.74321 # DEPENDENCYPART_ARC
(16,6),-0.874207 # DEPENDENCYPART_ARC
(16,7),-0.568827 # DEPENDENCYPART_ARC
(16,8),-1.03095 # DEPENDENCYPART_ARC
(16,9),-1.19596 # DEPENDENCYPART_ARC
(16,10),-1.0583 # DEPENDENCYPART_ARC
(16,11),-2.08589 # DEPENDENCYPART_ARC
(16,12),-0.587682 # DEPENDENCYPART_ARC
(16,13),-1.53003 # DEPENDENCYPART_ARC
(16,14),-0.174316 # DEPENDENCYPART_ARC
(16,15),0.582384 # DEPENDENCYPART_ARC
(16,17),1.1959 # DEPENDENCYPART_ARC
(16,18),-0.165207 # DEPENDENCYPART_ARC
(16,19),-0.000978456 # DEPENDENCYPART_ARC
(16,20),-1.8136 # DEPENDENCYPART_ARC
(16,21),-1.17065 # DEPENDENCYPART_ARC
(16,22),-2.60468 # DEPENDENCYPART_ARC
(16,23),-2.38308 # DEPENDENCYPART_ARC
(16,24),-2.30885 # DEPENDENCYPART_ARC
(16,25),-2.4886 # DEPENDENCYPART_ARC
(16,26),-2.94352 # DEPENDENCYPART_ARC
(16,27),-2.43087 # DEPENDENCYPART_ARC
(16,28),-2.20974 # DEPENDENCYPART_ARC
(16,29),-2.17052 # DEPENDENCYPART_ARC
(16,30),-4.07889 # DEPENDENCYPART_ARC
(16,31),-2.96368 # DEPENDENCYPART_ARC
(16,32),-2.69316 # DEPENDENCYPART_ARC
(16,33),-3.9313 # DEPENDENCYPART_ARC
(16,34),-4.31575 # DEPENDENCYPART_ARC
(16,35),-3.53718 # DEPENDENCYPART_ARC
(16,36),-3.93008 # DEPENDENCYPART_ARC
(16,37),-4.29156 # DEPENDENCYPART_ARC
(16,38),-4.92036 # DEPENDENCYPART_ARC
(16,39),-3.41191 # DEPENDENCYPART_ARC
(17,1),-2.68789 # DEPENDENCYPART_ARC
(17,2),-2.48916 # DEPENDENCYPART_ARC
(17,3),-2.1429 # DEPENDENCYPART_ARC
(17,4),-2.21167 # DEPENDENCYPART_ARC
(17,5),-0.619629 # DEPENDENCYPART_ARC
(17,6),-0.248691 # DEPENDENCYPART_ARC
(17,7),-0.39904 # DEPENDENCYPART_ARC
(17,8),-0.507397 # DEPENDENCYPART_ARC
(17,9),-0.715355 # DEPENDENCYPART_ARC
(17,10),-1.1315 # DEPENDENCYPART_ARC
(17,11),-1.57557 # DEPENDENCYPART_ARC
(17,12),-0.492541 # DEPENDENCYPART_ARC
(17,13),-0.809562 # DEPENDENCYPART_ARC
(17,14),0.195228 # DEPENDENCYPART_ARC
(17,15),0.56008 # DEPENDENCYPART_ARC
(17,16),4.64211 # DEPENDENCYPART_ARC
(17,18),1.75872 # DEPENDENCYPART_ARC
(17,19),-1.12383 # DEPENDENCYPART_ARC
(17,20),1.03785 # DEPENDENCYPART_ARC
(17,21),1.43966 # DEPENDENCYPART_ARC
(17,22),1.10729 # DEPENDENCYPART_ARC
(17,23),-0.572603 # DEPENDENCYPART_ARC
(17,24),-0.92161 # DEPENDENCYPART_ARC
(17,25),-0.659457 # DEPENDENCYPART_ARC
(17,26),-0.319232 # DEPENDENCYPART_ARC
(17,27),-1.45706 # DEPENDENCYPART_ARC
(17,28),-1.42297 # DEPENDENCYPART_ARC
(17,29),-1.41603 # DEPENDENCYPART_ARC
(17,30),-1.64063 # DEPENDENCYPART_ARC
(17,31),-0.821403 # DEPENDENCYPART_ARC
(17,32),-2.67423 # DEPENDENCYPART_ARC
(17,33),-3.45371 # DEPENDENCYPART_ARC
(17,34),-3.05342 # DEPENDENCYPART_ARC
(17,35),-1.50271 # DEPENDENCYPART_ARC
(17,36),-2.26858 # DEPENDENCYPART_ARC
(17,37),-3.92988 # DEPENDENCYPART_ARC
(17,38),-1.87473 # DEPENDENCYPART_ARC
(17,39),1.72859 # DEPENDENCYPART_ARC
(18,1),-2.21828 # DEPENDENCYPART_ARC
(18,2),-2.80732 # DEPENDENCYPART_ARC
(18,3),-2.02644 # DEPENDENCYPART_ARC
(18,4),-2.01705 # DEPENDENCYPART_ARC
(18,5),-1.03987 # DEPENDENCYPART_ARC
(18,6),-2.12693 # DEPENDENCYPART_ARC
(18,7),-1.73854 # DEPENDENCYPART_ARC
(18,8),-1.32692 # DEPENDENCYPART_ARC
(18,9),-1.49507 # DEPENDENCYPART_ARC
(18,10),-1.42247 # DEPENDENCYPART_ARC
(18,11),-2.56651 # DEPENDENCYPART_ARC
(18,12),-1.52653 # DEPENDENCYPART_ARC
(18,13),-1.88651 # DEPENDENCYPART_ARC
(18,14),-0.312241 # DEPENDENCYPART_ARC
(18,15),-0.357498 # DEPENDENCYPART_ARC
(18,16),0.192231 # DEPENDENCYPART_ARC
(18,17),-0.529986 # DEPENDENCYPART_ARC
(18,19),-0.263551 # DEPENDENCYPART_ARC
(18,20),4.15269 # DEPENDENCYPART_ARC
(18,21),0.667046 # DEPENDENCYPART_ARC
(18,22),0.471772 # DEPENDENCYPART_ARC
(18,23),-1.12164 # DEPENDENCYPART_ARC
(18,24),-1.36106 # DEPENDENCYPART_ARC
(18,25),-3.05044 # DEPENDENCYPART_ARC
(18,26),-0.967699 # DEPENDENCYPART_ARC
(18,27),-2.13792 # DEPENDENCYPART_ARC
(18,28),-0.220788 # DEPENDENCYPART_ARC
(18,29),-2.24761 # DEPENDENCYPART_ARC
(18,30),-2.99974 # DEPENDENCYPART_ARC
(18,31),-1.38877 # DEPENDENCYPART_ARC
(18,32),-1.96534 # DEPENDENCYPART_ARC
(18,33),-3.43076 # DEPENDENCYPART_ARC
(18,34),-2.70472 # DEPENDENCYPART_ARC
(18,35),-6.20995 # DEPENDENCYPART_ARC
(18,36),-3.31558 # DEPENDENCYPART_ARC
(18,37),-2.96605 # DEPENDENCYPART_ARC
(18,38),-6.77531 # DEPENDENCYPART_ARC
(18,39),-0.332247 # DEPENDENCYPART_ARC
(19,1),-3.1178 # DEPENDENCYPART_ARC
(19,2),-3.11806 # DEPENDENCYPART_ARC
(19,3),-2.43923 # DEPENDENCYPART_ARC
(19,4),-2.70863 # DEPENDENCYPART_ARC
(19,5),-2.92185 # DEPENDENCYPART_ARC
(19,6),-1.85167 # DEPENDENCYPART_ARC
(19,7),-1.36093 # DEPENDENCYPART_ARC
(19,8),-1.52805 # DEPENDENCYPART_ARC
(19,9),-1.73923 # DEPENDENCYPART_ARC
(19,10),-1.59185 # DEPENDENCYPART_ARC
(19,11),-2.64698 # DEPENDENCYPART_ARC
(19,12),-1.87311 # DEPENDENCYPART_ARC
(19,13),-2.29864 # DEPENDENCYPART_ARC
(19,14),-1.48874 # DEPENDENCYPART_ARC
(19,15),-1.30969 # DEPENDENCYPART_ARC
(19,16),-0.774299 # DEPENDENCYPART_ARC
(19,17),-1.17362 # DEPENDENCYPART_ARC
(19,18),0.311533 # DEPENDENCYPART_ARC
(19,20),1.83725 # DEPENDENCYPART_ARC
(19,21),-0.232351 # DEPENDENCYPART_ARC
(19,22),-0.869125 # DEPENDENCYPART_ARC
(19,23),-1.49878 # DEPENDENCYPART_ARC
(19,24),-1.58373 # DEPENDENCYPART_ARC
(19,25),-2.1934 # DEPENDENCYPART_ARC
(19,26),-2.53641 # DEPENDENCYPART_ARC
(19,27),-1.88653 # DEPENDENCYPART_ARC
(19,28),-1.87475 # DEPENDENCYPART_ARC
(19,29),-1.39005 # DEPENDENCYPART_ARC
(19,30),-3.71083 # DEPENDENCYPART_ARC
(19,31),-2.92409 # DEPENDENCYPART_ARC
(19,32),-2.45842 # DEPENDENCYPART_ARC
(19,33),-3.68098 # DEPENDENCYPART_ARC
(19,34),-2.16833 # DEPENDENCYPART_ARC
(19,35),-1.94311 # DEPENDENCYPART_ARC
(19,36),-3.31213 # DEPENDENCYPART_ARC
(19,37),-1.31284 # DEPENDENCYPART_ARC
(19,38),-4.10795 # DEPENDENCYPART_ARC
(19,39),-3.34488 # DEPENDENCYPART_ARC
(20,1),-3.87385 # DEPENDENCYPART_ARC
(20,2),-2.78056 # DEPENDENCYPART_ARC
(20,3),-2.2529 # DEPENDENCYPART_ARC
(20,4),-2.35575 # DEPENDENCYPART_ARC
(20,5),-1.23289 # DEPENDENCYPART_ARC
(20,6),-1.23499 # DEPENDENCYPART_ARC
(20,7),-1.71475 # DEPENDENCYPART_ARC
(20,8),-1.54166 # DEPENDENCYPART_ARC
(20,9),-1.26028 # DEPENDENCYPART_ARC
(20,10),-2.31237 # DEPENDENCYPART_ARC
(20,11),-1.9131 # DEPENDENCYPART_ARC
(20,12),-1.38148 # DEPENDENCYPART_ARC
(20,13),-1.30353 # DEPENDENCYPART_ARC
(20,14),-1.40174 # DEPENDENCYPART_ARC
(20,15),-0.699017 # DEPENDENCYPART_ARC
(20,16),-0.0740227 # DEPENDENCYPART_ARC
(20,17),-1.21478 # DEPENDENCYPART_ARC
(20,18),1.13882 # DEPENDENCYPART_ARC
(20,19),4.64404 # DEPENDENCYPART_ARC
(20,21),3.61528 # DEPENDENCYPART_ARC
(20,22),3.23704 # DEPENDENCYPART_ARC
(20,23),1.64747 # DEPENDENCYPART_ARC
(20,24),0.272439 # DEPENDENCYPART_ARC
(20,25),0.299604 # DEPENDENCYPART_ARC
(20,26),0.739036 # DEPENDENCYPART_ARC
(20,27),-0.689002 # DEPENDENCYPART_ARC
(20,28),-0.672072 # DEPENDENCYPART_ARC
(20,29),-0.929097 # DEPENDENCYPART_ARC
(20,30),-0.400856 # DEPENDENCYPART_ARC
(20,31),-0.48139 # DEPENDENCYPART_ARC
(20,32),-1.20269 # DEPENDENCYPART_ARC
(20,33),-3.05348 # DEPENDENCYPART_ARC
(20,34),-1.30083 # DEPENDENCYPART_ARC
(20,35),-0.237516 # DEPENDENCYPART_ARC
(20,36),-0.543617 # DEPENDENCYPART_ARC
(20,37),-2.08139 # DEPENDENCYPART_ARC
(20,38),0.111768 # DEPENDENCYPART_ARC
(20,39),2.25882 # DEPENDENCYPART_ARC
(21,1),-3.93197 # DEPENDENCYPART_ARC
(21,2),-4.18451 # DEPENDENCYPART_ARC
(21,3),-3.85795 # DEPENDENCYPART_ARC
(21,4),-3.76778 # DEPENDENCYPART_ARC
(21,5),-3.63658 # DEPENDENCYPART_ARC
(21,6),-3.04439 # DEPENDENCYPART_ARC
(21,7),-2.91899 # DEPENDENCYPART_ARC
(21,8),-3.19839 # DEPENDENCYPART_ARC
(21,9),-2.80212 # DEPENDENCYPART_ARC
(21,10),-3.26372 # DEPENDENCYPART_ARC
(21,11),-3.6775 # DEPENDENCYPART_ARC
(21,12),-2.74222 # DEPENDENCYPART_ARC
(21,13),-3.57666 # DEPENDENCYPART_ARC
(21,14),-2.53198 # DEPENDENCYPART_ARC
(21,15),-2.47678 # DEPENDENCYPART_ARC
(21,16),-2.71798 # DEPENDENCYPART_ARC
(21,17),-3.0651 # DEPENDENCYPART_ARC
(21,18),-1.73772 # DEPENDENCYPART_ARC
(21,19),-1.40537 # DEPENDENCYPART_ARC
(21,20),-1.49957 # DEPENDENCYPART_ARC
(21,22),-0.853421 # DEPENDENCYPART_ARC
(21,23),-1.35538 # DEPENDENCYPART_ARC
(21,24),-2.33726 # DEPENDENCYPART_ARC
(21,25),-3.00379 # DEPENDENCYPART_ARC
(21,26),-2.90973 # DEPENDENCYPART_ARC
(21,27),-3.34484 # DEPENDENCYPART_ARC
(21,28),-1.82487 # DEPENDENCYPART_ARC
(21,29),-3.36872 # DEPENDENCYPART_ARC
(21,30),-3.78386 # DEPENDENCYPART_ARC
(21,31),-2.12333 # DEPENDENCYPART_ARC
(21,32),-3.30946 # DEPENDENCYPART_ARC
(21,33),-3.54668 # DEPENDENCYPART_ARC
(21,34),-4.42294 # DEPENDENCYPART_ARC
(21,35),-4.77909 # DEPENDENCYPART_ARC
(21,36),-4.17718 # DEPENDENCYPART_ARC
(21,37),-4.41488 # DEPENDENCYPART_ARC
(21,38),-5.08964 # DEPENDENCYPART_ARC
(21,39),-2.00053 # DEPENDENCYPART_ARC
(22,1),-4.88191 # DEPENDENCYPART_ARC
(22,2),-2.86241 # DEPENDENCYPART_ARC
(22,3),-3.33273 # DEPENDENCYPART_ARC
(22,4),-3.35467 # DEPENDENCYPART_ARC
(22,5),-1.77934 # DEPENDENCYPART_ARC
(22,6),-1.24828 # DEPENDENCYPART_ARC
(22,7),-1.57058 # DEPENDENCYPART_ARC
(22,8),-1.74726 # DEPENDENCYPART_ARC
(22,9),-1.30292 # DEPENDENCYPART_ARC
(22,10),-2.39162 # DEPENDENCYPART_ARC
(22,11),-1.91864 # DEPENDENCYPART_ARC
(22,12),-1.21807 # DEPENDENCYPART_ARC
(22,13),-1.62625 # DEPENDENCYPART_ARC
(22,14),-1.61952 # DEPENDENCYPART_ARC
(22,15),-0.881206 # DEPENDENCYPART_ARC
(22,16),-1.57544 # DEPENDENCYPART_ARC
(22,17),-1.36107 # DEPENDENCYPART_ARC
(22,18),0.140782 # DEPENDENCYPART_ARC
(22,19),1.55256 # DEPENDENCYPART_ARC
(22,20),-0.103909 # DEPENDENCYPART_ARC
(22,21),0.992133 # DEPENDENCYPART_ARC
(22,23),-0.41186 # DEPENDENCYPART_ARC
(22,24),-1.69656 # DEPENDENCYPART_ARC
(22,25),-1.7076 # DEPENDENCYPART_ARC
(22,26),-2.29534 # DEPENDENCYPART_ARC
(22,27),-2.04722 # DEPENDENCYPART_ARC
(22,28),-1.96275 # DEPENDENCYPART_ARC
(22,29),-2.4211 # DEPENDENCYPART_ARC
(22,30),-1.97452 # DEPENDENCYPART_ARC
(22,31),-1.863 # DEPENDENCYPART_ARC
(22,32),-3.5614 # DEPENDENCYPART_ARC
(22,33),-2.68269 # DEPENDENCYPART_ARC
(22,34),-3.36048 # DEPENDENCYPART_ARC
(22,35),-2.4655 # DEPENDENCYPART_ARC
(22,36),-3.58834 # DEPENDENCYPART_ARC
(22,37),-3.62203 # DEPENDENCYPART_ARC
(22,38),-2.22615 # DEPENDENCYPART_ARC
(22,39),0.411383 # DEPENDENCYPART_ARC
(23,1),-3.55332 # DEPENDENCYPART_ARC
(23,2),-2.7737 # DEPENDENCYPART_ARC
(23,3),-2.45535 # DEPENDENCYPART_ARC
(23,4),-2.06829 # DEPENDENCYPART_ARC
(23,5),-2.82065 # DEPENDENCYPART_ARC
(23,6),-3.47044 # DEPENDENCYPART_ARC
(23,7),-3.34821 # DEPENDENCYPART_ARC
(23,8),-2.47361 # DEPENDENCYPART_ARC
(23,9),-1.91965 # DEPENDENCYPART_ARC
(23,10),-2.2378 # DEPENDENCYPART_ARC
(23,11),-2.31996 # DEPENDENCYPART_ARC
(23,12),-1.78972 # DEPENDENCYPART_ARC
(23,13),-2.52996 # DEPENDENCYPART_ARC
(23,14),-1.6788 # DEPENDENCYPART_ARC
(23,15),-0.145844 # DEPENDENCYPART_ARC
(23,16),-2.50728 # DEPENDENCYPART_ARC
(23,17),-0.106208 # DEPENDENCYPART_ARC
(23,18),-1.3884 # DEPENDENCYPART_ARC
(23,19),-0.929929 # DEPENDENCYPART_ARC
(23,20),0.393602 # DEPENDENCYPART_ARC
(23,21),-0.853575 # DEPENDENCYPART_ARC
(23,22),0.67937 # DEPENDENCYPART_ARC
(23,24),1.5305 # DEPENDENCYPART_ARC
(23,25),0.0827021 # DEPENDENCYPART_ARC
(23,26),-1.05313 # DEPENDENCYPART_ARC
(23,27),-1.62462 # DEPENDENCYPART_ARC
(23,28),-0.202613 # DEPENDENCYPART_ARC
(23,29),-1.88624 # DEPENDENCYPART_ARC
(23,30),-1.39117 # DEPENDENCYPART_ARC
(23,31),0.0826141 # DEPENDENCYPART_ARC
(23,32),0.11169 # DEPENDENCYPART_ARC
(23,33),-2.63075 # DEPENDENCYPART_ARC
(23,34),-4.30521 # DEPENDENCYPART_ARC
(23,35),-2.19686 # DEPENDENCYPART_ARC
(23,36),-2.3031 # DEPENDENCYPART_ARC
(23,37),-4.33281 # DEPENDENCYPART_ARC
(23,38),-2.13391 # DEPENDENCYPART_ARC
(23,39),3.89386 # DEPENDENCYPART_ARC
(24,1),-1.60334 # DEPENDENCYPART_ARC
(24,2),-0.600631 # DEPENDENCYPART_ARC
(24,3),-0.560842 # DEPENDENCYPART_ARC
(24,4),-0.199831 # DEPENDENCYPART_ARC
(24,5),-1.26117 # DEPENDENCYPART_ARC
(24,6),-1.07239 # DEPENDENCYPART_ARC
(24,7),-1.52904 # DEPENDENCYPART_ARC
(24,8),-0.701919 # DEPENDENCYPART_ARC
(24,9),0.00814201 # DEPENDENCYPART_ARC
(24,10),-0.360997 # DEPENDENCYPART_ARC
(24,11),-0.225462 # DEPENDENCYPART_ARC
(24,12),0.330967 # DEPENDENCYPART_ARC
(24,13),-0.807475 # DEPENDENCYPART_ARC
(24,14),1.34522 # DEPENDENCYPART_ARC
(24,15),1.51055 # DEPENDENCYPART_ARC
(24,16),-0.374119 # DEPENDENCYPART_ARC
(24,17),1.35555 # DEPENDENCYPART_ARC
(24,18),0.618447 # DEPENDENCYPART_ARC
(24,19),0.795057 # DEPENDENCYPART_ARC
(24,20),1.85073 # DEPENDENCYPART_ARC
(24,21),0.522077 # DEPENDENCYPART_ARC
(24,22),2.39145 # DEPENDENCYPART_ARC
(24,23),4.56297 # DEPENDENCYPART_ARC
(24,25),2.89301 # DEPENDENCYPART_ARC
(24,26),2.25612 # DEPENDENCYPART_ARC
(24,27),0.650865 # DEPENDENCYPART_ARC
(24,28),1.23916 # DEPENDENCYPART_ARC
(24,29),0.661205 # DEPENDENCYPART_ARC
(24,30),1.40714 # DEPENDENCYPART_ARC
(24,31),1.26512 # DEPENDENCYPART_ARC
(24,32),2.18844 # DEPENDENCYPART_ARC
(24,33),1.51759 # DEPENDENCYPART_ARC
(24,34),-2.17666 # DEPENDENCYPART_ARC
(24,35),0.46911 # DEPENDENCYPART_ARC
(24,36),-0.397124 # DEPENDENCYPART_ARC
(24,37),-1.98172 # DEPENDENCYPART_ARC
(24,38),0.605973 # DEPENDENCYPART_ARC
(24,39),4.78453 # DEPENDENCYPART_ARC
(25,1),-3.37622 # DEPENDENCYPART_ARC
(25,2),-2.03889 # DEPENDENCYPART_ARC
(25,3),-1.81419 # DEPENDENCYPART_ARC
(25,4),-1.83322 # DEPENDENCYPART_ARC
(25,5),-1.35118 # DEPENDENCYPART_ARC
(25,6),-0.779545 # DEPENDENCYPART_ARC
(25,7),-1.27264 # DEPENDENCYPART_ARC
(25,8),-0.667547 # DEPENDENCYPART_ARC
(25,9),-0.880394 # DEPENDENCYPART_ARC
(25,10),-0.742972 # DEPENDENCYPART_ARC
(25,11),-1.65101 # DEPENDENCYPART_ARC
(25,12),-0.883754 # DEPENDENCYPART_ARC
(25,13),-1.56988 # DEPENDENCYPART_ARC
(25,14),-0.742074 # DEPENDENCYPART_ARC
(25,15),-0.533176 # DEPENDENCYPART_ARC
(25,16),-1.63089 # DEPENDENCYPART_ARC
(25,17),-1.23493 # DEPENDENCYPART_ARC
(25,18),-0.119686 # DEPENDENCYPART_ARC
(25,19),-0.949729 # DEPENDENCYPART_ARC
(25,20),-1.02658 # DEPENDENCYPART_ARC
(25,21),-0.157617 # DEPENDENCYPART_ARC
(25,22),-0.690526 # DEPENDENCYPART_ARC
(25,23),0.244537 # DEPENDENCYPART_ARC
(25,24),1.14569 # DEPENDENCYPART_ARC
(25,26),0.260563 # DEPENDENCYPART_ARC
(25,27),-0.161439 # DEPENDENCYPART_ARC
(25,28),0.157448 # DEPENDENCYPART_ARC
(25,29),-0.392295 # DEPENDENCYPART_ARC
(25,30),-0.0124996 # DEPENDENCYPART_ARC
(25,31),-0.0117009 # DEPENDENCYPART_ARC
(25,32),-1.04544 # DEPENDENCYPART_ARC
(25,33),-1.77813 # DEPENDENCYPART_ARC
(25,34),-2.2363 # DEPENDENCYPART_ARC
(25,35),-1.323 # DEPENDENCYPART_ARC
(25,36),-2.65667 # DEPENDENCYPART_ARC
(25,37),-2.85372 # DEPENDENCYPART_ARC
(25,38),-1.46157 # DEPENDENCYPART_ARC
(25,39),0.0894045 # DEPENDENCYPART_ARC
(26,1),-2.55681 # DEPENDENCYPART_ARC
(26,2),-3.00783 # DEPENDENCYPART_ARC
(26,3),-2.34113 # DEPENDENCYPART_ARC
(26,4),-2.26594 # DEPENDENCYPART_ARC
(26,5),-1.56542 # DEPENDENCYPART_ARC
(26,6),-2.87526 # DEPENDENCYPART_ARC
(26,7),-2.3771 # DEPENDENCYPART_ARC
(26,8),-1.4042 # DEPENDENCYPART_ARC
(26,9),-1.68009 # DEPENDENCYPART_ARC
(26,10),-1.45409 # DEPENDENCYPART_ARC
(26,11),-2.56098 # DEPENDENCYPART_ARC
(26,12),-2.69301 # DEPENDENCYPART_ARC
(26,13),-2.18512 # DEPENDENCYPART_ARC
(26,14),-2.49288 # DEPENDENCYPART_ARC
(26,15),-1.11191 # DEPENDENCYPART_ARC
(26,16),-1.78237 # DEPENDENCYPART_ARC
(26,17),-2.02905 # DEPENDENCYPART_ARC
(26,18),-1.63211 # DEPENDENCYPART_ARC
(26,19),-1.06518 # DEPENDENCYPART_ARC
(26,20),-1.46982 # DEPENDENCYPART_ARC
(26,21),-1.32664 # DEPENDENCYPART_ARC
(26,22),-1.76151 # DEPENDENCYPART_ARC
