# _root_ El diari també informa que l' executiu i la top , que fa poc va despatxar el_seu festeig amb el playboy Tim_Jeffries , van passar la nit de Cap_d'_Any al Palast-Hotel de Saint_Moritz .
#goldHeads=2,4,4,0,25,7,25,7,10,7,16,16,14,16,16,10,18,16,16,21,19,21,16,25,4,27,25,27,28,25,30,31,32,4,
#predictedHeads=2,4,4,0,16,7,4,7,10,7,4,16,4,16,16,4,18,16,16,21,19,21,16,25,21,27,25,27,28,25,30,31,32,4,
(15,7),-1.29262 # DEPENDENCYPART_ARC
(15,8),-2.18688 # DEPENDENCYPART_ARC
(15,9),-2.62333 # DEPENDENCYPART_ARC
(15,10),-1.20627 # DEPENDENCYPART_ARC
(15,11),-0.177953 # DEPENDENCYPART_ARC
(15,12),1.08414 # DEPENDENCYPART_ARC
(15,13),0.10554 # DEPENDENCYPART_ARC
(15,14),0.169343 # DEPENDENCYPART_ARC
(15,16),1.12221 # DEPENDENCYPART_ARC
(15,17),-2.63177 # DEPENDENCYPART_ARC
(15,18),0.0221926 # DEPENDENCYPART_ARC
(15,19),0.218366 # DEPENDENCYPART_ARC
(15,20),-4.45267 # DEPENDENCYPART_ARC
(15,21),-0.866727 # DEPENDENCYPART_ARC
(15,22),-1.16554 # DEPENDENCYPART_ARC
(15,23),-0.394854 # DEPENDENCYPART_ARC
(15,24),-1.59314 # DEPENDENCYPART_ARC
(15,25),-2.13147 # DEPENDENCYPART_ARC
(15,26),-4.65513 # DEPENDENCYPART_ARC
(15,27),-1.40178 # DEPENDENCYPART_ARC
(15,28),-2.80733 # DEPENDENCYPART_ARC
(15,29),-2.32461 # DEPENDENCYPART_ARC
(15,30),-1.49904 # DEPENDENCYPART_ARC
(15,31),-2.44421 # DEPENDENCYPART_ARC
(15,32),-3.01578 # DEPENDENCYPART_ARC
(15,33),-2.58808 # DEPENDENCYPART_ARC
(15,34),0.206571 # DEPENDENCYPART_ARC
(16,1),-1.74472 # DEPENDENCYPART_ARC
(16,2),-0.590953 # DEPENDENCYPART_ARC
(16,3),-0.372591 # DEPENDENCYPART_ARC
(16,4),-1.06562 # DEPENDENCYPART_ARC
(16,5),3.04686 # DEPENDENCYPART_ARC
(16,6),-0.926704 # DEPENDENCYPART_ARC
(16,7),0.461462 # DEPENDENCYPART_ARC
(16,8),-0.157081 # DEPENDENCYPART_ARC
(16,9),-0.13255 # DEPENDENCYPART_ARC
(16,10),1.09008 # DEPENDENCYPART_ARC
(16,11),1.50654 # DEPENDENCYPART_ARC
(16,12),3.8599 # DEPENDENCYPART_ARC
(16,13),1.2973 # DEPENDENCYPART_ARC
(16,14),2.24779 # DEPENDENCYPART_ARC
(16,15),5.79652 # DEPENDENCYPART_ARC
(16,17),-0.704781 # DEPENDENCYPART_ARC
(16,18),3.37776 # DEPENDENCYPART_ARC
(16,19),2.32209 # DEPENDENCYPART_ARC
(16,20),-2.28073 # DEPENDENCYPART_ARC
(16,21),1.45483 # DEPENDENCYPART_ARC
(16,22),0.819554 # DEPENDENCYPART_ARC
(16,23),1.2426 # DEPENDENCYPART_ARC
(16,24),1.1699 # DEPENDENCYPART_ARC
(16,25),0.355554 # DEPENDENCYPART_ARC
(16,26),-3.20135 # DEPENDENCYPART_ARC
(16,27),0.379748 # DEPENDENCYPART_ARC
(16,28),-1.17078 # DEPENDENCYPART_ARC
(16,29),-0.723942 # DEPENDENCYPART_ARC
(16,30),0.355232 # DEPENDENCYPART_ARC
(16,31),-0.848627 # DEPENDENCYPART_ARC
(16,32),-1.58776 # DEPENDENCYPART_ARC
(16,33),-0.684613 # DEPENDENCYPART_ARC
(16,34),2.01418 # DEPENDENCYPART_ARC
(17,1),-3.02845 # DEPENDENCYPART_ARC
(17,2),-3.54658 # DEPENDENCYPART_ARC
(17,3),-3.38851 # DEPENDENCYPART_ARC
(17,4),-3.83006 # DEPENDENCYPART_ARC
(17,5),-2.72718 # DEPENDENCYPART_ARC
(17,6),-3.91537 # DEPENDENCYPART_ARC
(17,7),-3.20357 # DEPENDENCYPART_ARC
(17,8),-2.69605 # DEPENDENCYPART_ARC
(17,9),-2.41705 # DEPENDENCYPART_ARC
(17,10),-4.05567 # DEPENDENCYPART_ARC
(17,11),-2.51276 # DEPENDENCYPART_ARC
(17,12),-3.08245 # DEPENDENCYPART_ARC
(17,13),-2.28382 # DEPENDENCYPART_ARC
(17,14),-1.29149 # DEPENDENCYPART_ARC
(17,15),-1.74505 # DEPENDENCYPART_ARC
(17,16),-1.11673 # DEPENDENCYPART_ARC
(17,18),2.06178 # DEPENDENCYPART_ARC
(17,19),-0.55564 # DEPENDENCYPART_ARC
(17,20),0.498067 # DEPENDENCYPART_ARC
(17,21),-1.42951 # DEPENDENCYPART_ARC
(17,22),-1.65779 # DEPENDENCYPART_ARC
(17,23),-1.61893 # DEPENDENCYPART_ARC
(17,24),-2.8817 # DEPENDENCYPART_ARC
(17,25),-2.13852 # DEPENDENCYPART_ARC
(17,26),-2.0386 # DEPENDENCYPART_ARC
(17,27),-1.93868 # DEPENDENCYPART_ARC
(17,28),-2.61863 # DEPENDENCYPART_ARC
(17,29),-2.78276 # DEPENDENCYPART_ARC
(17,30),-4.40966 # DEPENDENCYPART_ARC
(17,31),-2.96359 # DEPENDENCYPART_ARC
(17,32),-3.35453 # DEPENDENCYPART_ARC
(17,33),-3.85631 # DEPENDENCYPART_ARC
(17,34),-2.94863 # DEPENDENCYPART_ARC
(18,1),-5.45488 # DEPENDENCYPART_ARC
(18,2),-2.78184 # DEPENDENCYPART_ARC
(18,3),-0.912259 # DEPENDENCYPART_ARC
(18,4),-1.64067 # DEPENDENCYPART_ARC
(18,5),0.0383663 # DEPENDENCYPART_ARC
(18,6),-3.0189 # DEPENDENCYPART_ARC
(18,7),-2.4647 # DEPENDENCYPART_ARC
(18,8),-0.840228 # DEPENDENCYPART_ARC
(18,9),-2.2603 # DEPENDENCYPART_ARC
(18,10),-2.54361 # DEPENDENCYPART_ARC
(18,11),-0.680918 # DEPENDENCYPART_ARC
(18,12),0.0364455 # DEPENDENCYPART_ARC
(18,13),-0.403233 # DEPENDENCYPART_ARC
(18,14),0.541535 # DEPENDENCYPART_ARC
(18,15),-0.702333 # DEPENDENCYPART_ARC
(18,16),0.21926 # DEPENDENCYPART_ARC
(18,17),4.6808 # DEPENDENCYPART_ARC
(18,19),1.86669 # DEPENDENCYPART_ARC
(18,20),-0.724062 # DEPENDENCYPART_ARC
(18,21),0.973943 # DEPENDENCYPART_ARC
(18,22),1.60654 # DEPENDENCYPART_ARC
(18,23),0.246034 # DEPENDENCYPART_ARC
(18,24),-0.128299 # DEPENDENCYPART_ARC
(18,25),-0.132117 # DEPENDENCYPART_ARC
(18,26),-2.76555 # DEPENDENCYPART_ARC
(18,27),-0.620897 # DEPENDENCYPART_ARC
(18,28),-0.140851 # DEPENDENCYPART_ARC
(18,29),-1.24883 # DEPENDENCYPART_ARC
(18,30),-0.664875 # DEPENDENCYPART_ARC
(18,31),-1.36022 # DEPENDENCYPART_ARC
(18,32),-1.29729 # DEPENDENCYPART_ARC
(18,33),-1.24197 # DEPENDENCYPART_ARC
(18,34),-0.279925 # DEPENDENCYPART_ARC
(19,1),-2.46774 # DEPENDENCYPART_ARC
(19,2),-2.74498 # DEPENDENCYPART_ARC
(19,3),-1.88616 # DEPENDENCYPART_ARC
(19,4),-0.922644 # DEPENDENCYPART_ARC
(19,5),0.11417 # DEPENDENCYPART_ARC
(19,6),-2.32772 # DEPENDENCYPART_ARC
(19,7),-2.51494 # DEPENDENCYPART_ARC
(19,8),-1.02641 # DEPENDENCYPART_ARC
(19,9),-1.6558 # DEPENDENCYPART_ARC
(19,10),-2.84196 # DEPENDENCYPART_ARC
(19,11),-1.35483 # DEPENDENCYPART_ARC
(19,12),-1.2481 # DEPENDENCYPART_ARC
(19,13),-0.10348 # DEPENDENCYPART_ARC
(19,14),-1.06882 # DEPENDENCYPART_ARC
(19,15),-0.448681 # DEPENDENCYPART_ARC
(19,16),-0.457307 # DEPENDENCYPART_ARC
(19,17),-0.158359 # DEPENDENCYPART_ARC
(19,18),-0.156895 # DEPENDENCYPART_ARC
(19,20),-0.118978 # DEPENDENCYPART_ARC
(19,21),4.65093 # DEPENDENCYPART_ARC
(19,22),0.913079 # DEPENDENCYPART_ARC
(19,23),0.230809 # DEPENDENCYPART_ARC
(19,24),-0.32747 # DEPENDENCYPART_ARC
(19,25),-0.685415 # DEPENDENCYPART_ARC
(19,26),-2.49959 # DEPENDENCYPART_ARC
(19,27),-3.05902 # DEPENDENCYPART_ARC
(19,28),-2.73769 # DEPENDENCYPART_ARC
(19,29),-5.28803 # DEPENDENCYPART_ARC
(19,30),-2.6867 # DEPENDENCYPART_ARC
(19,31),-6.29539 # DEPENDENCYPART_ARC
(19,32),-3.35746 # DEPENDENCYPART_ARC
(19,33),-7.14972 # DEPENDENCYPART_ARC
(19,34),-1.005 # DEPENDENCYPART_ARC
(20,1),-3.93565 # DEPENDENCYPART_ARC
(20,2),-4.16491 # DEPENDENCYPART_ARC
(20,3),-3.80523 # DEPENDENCYPART_ARC
(20,4),-4.49065 # DEPENDENCYPART_ARC
(20,5),-2.91604 # DEPENDENCYPART_ARC
(20,6),-4.16302 # DEPENDENCYPART_ARC
(20,7),-3.92423 # DEPENDENCYPART_ARC
(20,8),-2.90241 # DEPENDENCYPART_ARC
(20,9),-3.57144 # DEPENDENCYPART_ARC
(20,10),-4.30496 # DEPENDENCYPART_ARC
(20,11),-2.88795 # DEPENDENCYPART_ARC
(20,12),-3.61865 # DEPENDENCYPART_ARC
(20,13),-3.18971 # DEPENDENCYPART_ARC
(20,14),-2.2959 # DEPENDENCYPART_ARC
(20,15),-3.39672 # DEPENDENCYPART_ARC
(20,16),-2.92646 # DEPENDENCYPART_ARC
(20,17),-1.41829 # DEPENDENCYPART_ARC
(20,18),-1.78721 # DEPENDENCYPART_ARC
(20,19),-0.183407 # DEPENDENCYPART_ARC
(20,21),0.792196 # DEPENDENCYPART_ARC
(20,22),-0.991861 # DEPENDENCYPART_ARC
(20,23),-1.97353 # DEPENDENCYPART_ARC
(20,24),-2.67038 # DEPENDENCYPART_ARC
(20,25),-2.33424 # DEPENDENCYPART_ARC
(20,26),-2.79415 # DEPENDENCYPART_ARC
(20,27),-2.41179 # DEPENDENCYPART_ARC
(20,28),-2.62244 # DEPENDENCYPART_ARC
(20,29),-3.32705 # DEPENDENCYPART_ARC
(20,30),-3.88845 # DEPENDENCYPART_ARC
(20,31),-3.58954 # DEPENDENCYPART_ARC
(20,32),-3.45468 # DEPENDENCYPART_ARC
(20,33),-4.64546 # DEPENDENCYPART_ARC
(20,34),-3.87316 # DEPENDENCYPART_ARC
(21,1),-6.81596 # DEPENDENCYPART_ARC
(21,2),-3.03767 # DEPENDENCYPART_ARC
(21,3),-1.39014 # DEPENDENCYPART_ARC
(21,4),-1.85247 # DEPENDENCYPART_ARC
(21,5),0.157876 # DEPENDENCYPART_ARC
(21,6),-4.11441 # DEPENDENCYPART_ARC
(21,7),-2.78456 # DEPENDENCYPART_ARC
(21,8),-0.946162 # DEPENDENCYPART_ARC
(21,9),-3.22344 # DEPENDENCYPART_ARC
(21,10),-2.9548 # DEPENDENCYPART_ARC
(21,11),-1.20811 # DEPENDENCYPART_ARC
(21,12),-0.377021 # DEPENDENCYPART_ARC
(21,13),-0.814248 # DEPENDENCYPART_ARC
(21,14),-0.440232 # DEPENDENCYPART_ARC
(21,15),-1.33903 # DEPENDENCYPART_ARC
(21,16),-1.20818 # DEPENDENCYPART_ARC
(21,17),1.82129 # DEPENDENCYPART_ARC
(21,18),-0.843009 # DEPENDENCYPART_ARC
(21,19),0.918238 # DEPENDENCYPART_ARC
(21,20),4.66232 # DEPENDENCYPART_ARC
(21,22),3.50514 # DEPENDENCYPART_ARC
(21,23),0.77602 # DEPENDENCYPART_ARC
(21,24),0.965755 # DEPENDENCYPART_ARC
(21,25),0.733289 # DEPENDENCYPART_ARC
(21,26),-1.8808 # DEPENDENCYPART_ARC
(21,27),-0.211038 # DEPENDENCYPART_ARC
(21,28),0.757863 # DEPENDENCYPART_ARC
(21,29),-0.495457 # DEPENDENCYPART_ARC
(21,30),-0.304737 # DEPENDENCYPART_ARC
(21,31),-0.559818 # DEPENDENCYPART_ARC
(21,32),-0.414133 # DEPENDENCYPART_ARC
(21,33),-0.706244 # DEPENDENCYPART_ARC
(21,34),0.500176 # DEPENDENCYPART_ARC
(22,1),-7.92779 # DEPENDENCYPART_ARC
(22,2),-2.5664 # DEPENDENCYPART_ARC
(22,3),-1.45271 # DEPENDENCYPART_ARC
(22,4),-1.81122 # DEPENDENCYPART_ARC
(22,5),0.340714 # DEPENDENCYPART_ARC
(22,6),-5.37889 # DEPENDENCYPART_ARC
(22,7),-2.28158 # DEPENDENCYPART_ARC
(22,8),-0.891698 # DEPENDENCYPART_ARC
(22,9),-4.15013 # DEPENDENCYPART_ARC
(22,10),-2.19181 # DEPENDENCYPART_ARC
(22,11),-0.94521 # DEPENDENCYPART_ARC
(22,12),0.0780374 # DEPENDENCYPART_ARC
(22,13),-1.04926 # DEPENDENCYPART_ARC
(22,14),-0.440708 # DEPENDENCYPART_ARC
(22,15),-1.32194 # DEPENDENCYPART_ARC
(22,16),-0.608319 # DEPENDENCYPART_ARC
(22,17),0.142778 # DEPENDENCYPART_ARC
(22,18),-0.722492 # DEPENDENCYPART_ARC
(22,19),0.538279 # DEPENDENCYPART_ARC
(22,20),2.603 # DEPENDENCYPART_ARC
(22,21),1.24773 # DEPENDENCYPART_ARC
(22,23),0.695996 # DEPENDENCYPART_ARC
(22,24),-0.104847 # DEPENDENCYPART_ARC
(22,25),-0.394433 # DEPENDENCYPART_ARC
(22,26),-1.68912 # DEPENDENCYPART_ARC
(22,27),-0.956618 # DEPENDENCYPART_ARC
(22,28),-1.06234 # DEPENDENCYPART_ARC
(22,29),-1.03572 # DEPENDENCYPART_ARC
(22,30),-2.17392 # DEPENDENCYPART_ARC
(22,31),-1.14099 # DEPENDENCYPART_ARC
(22,32),-2.15672 # DEPENDENCYPART_ARC
(22,33),-0.782409 # DEPENDENCYPART_ARC
(22,34),-0.0760551 # DEPENDENCYPART_ARC
(23,1),-3.90878 # DEPENDENCYPART_ARC
(23,2),-4.26341 # DEPENDENCYPART_ARC
(23,3),-3.52877 # DEPENDENCYPART_ARC
(23,4),-3.8152 # DEPENDENCYPART_ARC
(23,5),-3.01855 # DEPENDENCYPART_ARC
(23,6),-3.71093 # DEPENDENCYPART_ARC
(23,7),-4.03867 # DEPENDENCYPART_ARC
(23,8),-2.99189 # DEPENDENCYPART_ARC
(23,9),-3.83556 # DEPENDENCYPART_ARC
(23,10),-4.13323 # DEPENDENCYPART_ARC
(23,11),-2.98252 # DEPENDENCYPART_ARC
(23,12),-3.33414 # DEPENDENCYPART_ARC
(23,13),-3.49722 # DEPENDENCYPART_ARC
(23,14),-3.30333 # DEPENDENCYPART_ARC
(23,15),-3.36705 # DEPENDENCYPART_ARC
(23,16),-3.13738 # DEPENDENCYPART_ARC
(23,17),-2.95081 # DEPENDENCYPART_ARC
(23,18),-3.11091 # DEPENDENCYPART_ARC
(23,19),-1.88957 # DEPENDENCYPART_ARC
(23,20),-1.99506 # DEPENDENCYPART_ARC
(23,21),-2.21126 # DEPENDENCYPART_ARC
(23,22),-1.38397 # DEPENDENCYPART_ARC
(23,24),-0.888762 # DEPENDENCYPART_ARC
(23,25),-1.97253 # DEPENDENCYPART_ARC
(23,26),-2.81997 # DEPENDENCYPART_ARC
(23,27),-2.42915 # DEPENDENCYPART_ARC
(23,28),-2.64147 # DEPENDENCYPART_ARC
(23,29),-2.6209 # DEPENDENCYPART_ARC
(23,30),-2.55295 # DEPENDENCYPART_ARC
(23,31),-2.81044 # DEPENDENCYPART_ARC
(23,32),-2.57536 # DEPENDENCYPART_ARC
(23,33),-2.93751 # DEPENDENCYPART_ARC
(23,34),-2.18018 # DEPENDENCYPART_ARC
(24,1),-6.79725 # DEPENDENCYPART_ARC
(24,2),-4.25052 # DEPENDENCYPART_ARC
(24,3),-4.46207 # DEPENDENCYPART_ARC
(24,4),-2.49253 # DEPENDENCYPART_ARC
(24,5),1.48019 # DEPENDENCYPART_ARC
(24,6),-6.15284 # DEPENDENCYPART_ARC
(24,7),-2.5381 # DEPENDENCYPART_ARC
(24,8),-2.64035 # DEPENDENCYPART_ARC
(24,9),-4.71078 # DEPENDENCYPART_ARC
(24,10),-2.07034 # DEPENDENCYPART_ARC
(24,11),-3.13461 # DEPENDENCYPART_ARC
(24,12),0.251539 # DEPENDENCYPART_ARC
(24,13),-2.14788 # DEPENDENCYPART_ARC
(24,14),-2.42163 # DEPENDENCYPART_ARC
(24,15),-1.17747 # DEPENDENCYPART_ARC
(24,16),-2.32513 # DEPENDENCYPART_ARC
(24,17),-4.59467 # DEPENDENCYPART_ARC
(24,18),-1.74833 # DEPENDENCYPART_ARC
(24,19),-1.93093 # DEPENDENCYPART_ARC
(24,20),-2.55053 # DEPENDENCYPART_ARC
(24,21),-1.24586 # DEPENDENCYPART_ARC
(24,22),-1.03051 # DEPENDENCYPART_ARC
(24,23),-1.16942 # DEPENDENCYPART_ARC
(24,25),1.45649 # DEPENDENCYPART_ARC
(24,26),-3.68073 # DEPENDENCYPART_ARC
(24,27),-0.204397 # DEPENDENCYPART_ARC
(24,28),-1.03953 # DEPENDENCYPART_ARC
(24,29),-1.10841 # DEPENDENCYPART_ARC
(24,30),-0.025468 # DEPENDENCYPART_ARC
(24,31),-1.62413 # DEPENDENCYPART_ARC
(24,32),-1.51149 # DEPENDENCYPART_ARC
(24,33),-1.69879 # DEPENDENCYPART_ARC
(24,34),1.82864 # DEPENDENCYPART_ARC
(25,1),-2.69744 # DEPENDENCYPART_ARC
(25,2),-1.18766 # DEPENDENCYPART_ARC
(25,3),-0.986507 # DEPENDENCYPART_ARC
(25,4),-1.7972 # DEPENDENCYPART_ARC
(25,5),1.49424 # DEPENDENCYPART_ARC
(25,6),-1.96995 # DEPENDENCYPART_ARC
(25,7),-0.161762 # DEPENDENCYPART_ARC
(25,8),-1.72572 # DEPENDENCYPART_ARC
(25,9),-1.00677 # DEPENDENCYPART_ARC
(25,10),0.380327 # DEPENDENCYPART_ARC
(25,11),-0.829677 # DEPENDENCYPART_ARC
(25,12),2.47687 # DEPENDENCYPART_ARC
(25,13),-0.404642 # DEPENDENCYPART_ARC
(25,14),0.414686 # DEPENDENCYPART_ARC
(25,15),0.565474 # DEPENDENCYPART_ARC
(25,16),-0.513353 # DEPENDENCYPART_ARC
(25,17),-0.189939 # DEPENDENCYPART_ARC
(25,18),1.56044 # DEPENDENCYPART_ARC
(25,19),0.969535 # DEPENDENCYPART_ARC
(25,20),0.357899 # DEPENDENCYPART_ARC
(25,21),1.88277 # DEPENDENCYPART_ARC
(25,22),0.995977 # DEPENDENCYPART_ARC
(25,23),0.561152 # DEPENDENCYPART_ARC
(25,24),6.59844 # DEPENDENCYPART_ARC
(25,26),-0.528156 # DEPENDENCYPART_ARC
(25,27),3.80532 # DEPENDENCYPART_ARC
(25,28),1.27434 # DEPENDENCYPART_ARC
(25,29),1.08264 # DEPENDENCYPART_ARC
(25,30),2.84496 # DEPENDENCYPART_ARC
(25,31),0.501524 # DEPENDENCYPART_ARC
(25,32),0.80976 # DEPENDENCYPART_ARC
(25,33),0.534412 # DEPENDENCYPART_ARC
(25,34),3.81781 # DEPENDENCYPART_ARC
(26,1),-4.97629 # DEPENDENCYPART_ARC
(26,2),-4.80017 # DEPENDENCYPART_ARC
(26,3),-5.12531 # DEPENDENCYPART_ARC
(26,4),-4.77778 # DEPENDENCYPART_ARC
(26,5),-3.22158 # DEPENDENCYPART_ARC
(26,6),-4.68945 # DEPENDENCYPART_ARC
(26,7),-4.34617 # DEPENDENCYPART_ARC
(26,8),-3.22677 # DEPENDENCYPART_ARC
(26,9),-3.73692 # DEPENDENCYPART_ARC
(26,10),-4.81083 # DEPENDENCYPART_ARC
(26,11),-3.12757 # DEPENDENCYPART_ARC
(26,12),-3.75495 # DEPENDENCYPART_ARC
(26,13),-3.92177 # DEPENDENCYPART_ARC
(26,14),-3.73576 # DEPENDENCYPART_ARC
(26,15),-4.30385 # DEPENDENCYPART_ARC
(26,16),-4.04781 # DEPENDENCYPART_ARC
(26,17),-3.41013 # DEPENDENCYPART_ARC
(26,18),-3.5998 # DEPENDENCYPART_ARC
(26,19),-2.92898 # DEPENDENCYPART_ARC
(26,20),-2.72148 # DEPENDENCYPART_ARC
(26,21),-3.29955 # DEPENDENCYPART_ARC
(26,22),-2.56359 # DEPENDENCYPART_ARC
(26,23),-1.96678 # DEPENDENCYPART_ARC
(26,24),-2.10061 # DEPENDENCYPART_ARC
(26,25),-1.14384 # DEPENDENCYPART_ARC
(26,27),2.89421 # DEPENDENCYPART_ARC
(26,28),1.45456 # DEPENDENCYPART_ARC
(26,29),-0.474911 # DEPENDENCYPART_ARC
(26,30),-0.844031 # DEPENDENCYPART_ARC
(26,31),-1.01411 # DEPENDENCYPART_ARC
(26,32),-0.7731 # DEPENDENCYPART_ARC
(26,33),-2.6324 # DEPENDENCYPART_ARC
(26,34),-2.29304 # DEPENDENCYPART_ARC
(27,1),-10.0588 # DEPENDENCYPART_ARC
(27,2),-3.60959 # DEPENDENCYPART_ARC
(27,3),-1.837 # DEPENDENCYPART_ARC
(27,4),-2.3 # DEPENDENCYPART_ARC
(27,5),-0.0898196 # DEPENDENCYPART_ARC
(27,6),-6.70905 # DEPENDENCYPART_ARC
(27,7),-2.92994 # DEPENDENCYPART_ARC
(27,8),-1.10068 # DEPENDENCYPART_ARC
(27,9),-5.10832 # DEPENDENCYPART_ARC
(27,10),-3.01825 # DEPENDENCYPART_ARC
(27,11),-1.60994 # DEPENDENCYPART_ARC
(27,12),-0.0734286 # DEPENDENCYPART_ARC
(27,13),-1.80106 # DEPENDENCYPART_ARC
(27,14),-1.05263 # DEPENDENCYPART_ARC
(27,15),-2.18151 # DEPENDENCYPART_ARC
(27,16),-1.68815 # DEPENDENCYPART_ARC
(27,17),-2.15575 # DEPENDENCYPART_ARC
(27,18),-2.08749 # DEPENDENCYPART_ARC
(27,19),-1.29331 # DEPENDENCYPART_ARC
(27,20),-2.221 # DEPENDENCYPART_ARC
(27,21),-1.71517 # DEPENDENCYPART_ARC
(27,22),-1.56857 # DEPENDENCYPART_ARC
(27,23),-0.109981 # DEPENDENCYPART_ARC
(27,24),-0.711627 # DEPENDENCYPART_ARC
(27,25),0.515599 # DEPENDENCYPART_ARC
(27,26),4.91629 # DEPENDENCYPART_ARC
(27,28),3.13157 # DEPENDENCYPART_ARC
(27,29),0.49016 # DEPENDENCYPART_ARC
(27,30),0.805206 # DEPENDENCYPART_ARC
(27,31),-0.0814064 # DEPENDENCYPART_ARC
(27,32),0.980725 # DEPENDENCYPART_ARC
(27,33),-0.151292 # DEPENDENCYPART_ARC
(27,34),0.526472 # DEPENDENCYPART_ARC
(28,1),-3.62043 # DEPENDENCYPART_ARC
(28,2),-3.56952 # DEPENDENCYPART_ARC
(28,3),-3.21179 # DEPENDENCYPART_ARC
(28,4),-2.66787 # DEPENDENCYPART_ARC
(28,5),-1.11269 # DEPENDENCYPART_ARC
(28,6),-3.01148 # DEPENDENCYPART_ARC
(28,7),-3.20138 # DEPENDENCYPART_ARC
(28,8),-2.23629 # DEPENDENCYPART_ARC
(28,9),-2.43677 # DEPENDENCYPART_ARC
(28,10),-3.40198 # DEPENDENCYPART_ARC
(28,11),-3.32569 # DEPENDENCYPART_ARC
(28,12),-1.76279 # DEPENDENCYPART_ARC
(28,13),-0.74697 # DEPENDENCYPART_ARC
(28,14),-2.46492 # DEPENDENCYPART_ARC
(28,15),-2.2985 # DEPENDENCYPART_ARC
(28,16),-2.38414 # DEPENDENCYPART_ARC
(28,17),-2.84217 # DEPENDENCYPART_ARC
(28,18),-2.46416 # DEPENDENCYPART_ARC
(28,19),-2.42869 # DEPENDENCYPART_ARC
(28,20),-1.91573 # DEPENDENCYPART_ARC
(28,21),-2.27135 # DEPENDENCYPART_ARC
(28,22),-2.33102 # DEPENDENCYPART_ARC
(28,23),-1.34966 # DEPENDENCYPART_ARC
(28,24),-0.6841 # DEPENDENCYPART_ARC
(28,25),-0.576673 # DEPENDENCYPART_ARC
(28,26),0.927508 # DEPENDENCYPART_ARC
(28,27),0.48355 # DEPENDENCYPART_ARC
(28,29),3.64937 # DEPENDENCYPART_ARC
(28,30),-0.352131 # DEPENDENCYPART_ARC
(28,31),0.698591 # DEPENDENCYPART_ARC
(28,32),-0.0620418 # DEPENDENCYPART_ARC
(28,33),-0.412667 # DEPENDENCYPART_ARC
(28,34),-0.538794 # DEPENDENCYPART_ARC
(29,1),-10.8299 # DEPENDENCYPART_ARC
(29,2),-3.4097 # DEPENDENCYPART_ARC
(29,3),-2.44713 # DEPENDENCYPART_ARC
(29,4),-2.67946 # DEPENDENCYPART_ARC
(29,5),-0.0577418 # DEPENDENCYPART_ARC
(29,6),-7.29212 # DEPENDENCYPART_ARC
(29,7),-2.95442 # DEPENDENCYPART_ARC
(29,8),-1.17962 # DEPENDENCYPART_ARC
(29,9),-5.83798 # DEPENDENCYPART_ARC
(29,10),-2.91535 # DEPENDENCYPART_ARC
(29,11),-1.92198 # DEPENDENCYPART_ARC
(29,12),-0.742938 # DEPENDENCYPART_ARC
(29,13),-2.3957 # DEPENDENCYPART_ARC
(29,14),-1.43851 # DEPENDENCYPART_ARC
(29,15),-2.54595 # DEPENDENCYPART_ARC
(29,16),-2.15262 # DEPENDENCYPART_ARC
(29,17),-3.4914 # DEPENDENCYPART_ARC
(29,18),-2.18885 # DEPENDENCYPART_ARC
(29,19),-1.18978 # DEPENDENCYPART_ARC
(29,20),-3.46352 # DEPENDENCYPART_ARC
(29,21),-1.65486 # DEPENDENCYPART_ARC
(29,22),-1.62945 # DEPENDENCYPART_ARC
(29,23),-0.684281 # DEPENDENCYPART_ARC
(29,24),-1.39049 # DEPENDENCYPART_ARC
(29,25),-0.947947 # DEPENDENCYPART_ARC
(29,26),2.36991 # DEPENDENCYPART_ARC
(29,27),0.152789 # DEPENDENCYPART_ARC
(29,28),1.58666 # DEPENDENCYPART_ARC
(29,30),0.897708 # DEPENDENCYPART_ARC
(29,31),0.704449 # DEPENDENCYPART_ARC
(29,32),1.25675 # DEPENDENCYPART_ARC
(29,33),0.285944 # DEPENDENCYPART_ARC
(29,34),-0.453364 # DEPENDENCYPART_ARC
(30,1),-3.58942 # DEPENDENCYPART_ARC
(30,2),-4.86397 # DEPENDENCYPART_ARC
(30,3),-2.6312 # DEPENDENCYPART_ARC
(30,4),-3.47569 # DEPENDENCYPART_ARC
(30,5),-0.688018 # DEPENDENCYPART_ARC
(30,6),-3.10553 # DEPENDENCYPART_ARC
(30,7),-4.3474 # DEPENDENCYPART_ARC
(30,8),-1.9101 # DEPENDENCYPART_ARC
(30,9),-2.48344 # DEPENDENCYPART_ARC
(30,10),-4.3438 # DEPENDENCYPART_ARC
(30,11),-2.85094 # DEPENDENCYPART_ARC
(30,12),-2.07043 # DEPENDENCYPART_ARC
(30,13),-2.34944 # DEPENDENCYPART_ARC
(30,14),-2.16989 # DEPENDENCYPART_ARC
(30,15),-3.22259 # DEPENDENCYPART_ARC
(30,16),-2.55705 # DEPENDENCYPART_ARC
(30,17),-2.93522 # DEPENDENCYPART_ARC
(30,18),-3.56957 # DEPENDENCYPART_ARC
(30,19),-2.82947 # DEPENDENCYPART_ARC
(30,20),-2.21043 # DEPENDENCYPART_ARC
(30,21),-3.30119 # DEPENDENCYPART_ARC
(30,22),-2.86213 # DEPENDENCYPART_ARC
(30,23),-1.19754 # DEPENDENCYPART_ARC
(30,24),-2.73399 # DEPENDENCYPART_ARC
