# _root_ ' Carpe_Diem ' és un homenatge a la vida : ' aprofita el temps al màxim , que la vida sigui extraordinària , que cada moment sigui únic ' .
#goldHeads=2,4,2,0,6,4,6,9,7,12,12,6,14,12,12,15,12,21,20,21,12,21,12,27,26,27,12,27,12,4,
#predictedHeads=2,4,2,12,6,4,6,9,7,12,12,0,14,12,12,15,12,21,20,21,12,21,27,27,26,27,21,27,27,12,
(25,20),-1.96252 # DEPENDENCYPART_ARC
(25,22),-0.858074 # DEPENDENCYPART_ARC
(25,26),1.21205 # DEPENDENCYPART_ARC
(25,28),-1.65327 # DEPENDENCYPART_ARC
(25,29),-0.737752 # DEPENDENCYPART_ARC
(26,1),-5.50358 # DEPENDENCYPART_ARC
(26,2),-3.92917 # DEPENDENCYPART_ARC
(26,3),-4.38499 # DEPENDENCYPART_ARC
(26,4),-2.41311 # DEPENDENCYPART_ARC
(26,5),-5.69247 # DEPENDENCYPART_ARC
(26,6),-3.16977 # DEPENDENCYPART_ARC
(26,7),-2.61148 # DEPENDENCYPART_ARC
(26,8),-5.19347 # DEPENDENCYPART_ARC
(26,9),-3.34703 # DEPENDENCYPART_ARC
(26,10),-2.49622 # DEPENDENCYPART_ARC
(26,11),-2.35887 # DEPENDENCYPART_ARC
(26,12),-1.85726 # DEPENDENCYPART_ARC
(26,13),-4.71743 # DEPENDENCYPART_ARC
(26,14),-2.43791 # DEPENDENCYPART_ARC
(26,15),-2.48092 # DEPENDENCYPART_ARC
(26,16),-2.18918 # DEPENDENCYPART_ARC
(26,17),-2.12521 # DEPENDENCYPART_ARC
(26,18),-0.220181 # DEPENDENCYPART_ARC
(26,19),-1.48004 # DEPENDENCYPART_ARC
(26,20),-2.07707 # DEPENDENCYPART_ARC
(26,21),-2.20508 # DEPENDENCYPART_ARC
(26,22),-0.949296 # DEPENDENCYPART_ARC
(26,23),-0.920187 # DEPENDENCYPART_ARC
(26,24),1.20114 # DEPENDENCYPART_ARC
(26,25),3.85253 # DEPENDENCYPART_ARC
(26,27),-0.216551 # DEPENDENCYPART_ARC
(26,28),-0.720271 # DEPENDENCYPART_ARC
(26,29),-1.15225 # DEPENDENCYPART_ARC
(26,30),-1.93676 # DEPENDENCYPART_ARC
(27,1),-2.26451 # DEPENDENCYPART_ARC
(27,2),-3.44908 # DEPENDENCYPART_ARC
(27,3),-3.06849 # DEPENDENCYPART_ARC
(27,4),-0.238955 # DEPENDENCYPART_ARC
(27,5),-3.26711 # DEPENDENCYPART_ARC
(27,6),-1.67462 # DEPENDENCYPART_ARC
(27,7),-4.00771 # DEPENDENCYPART_ARC
(27,8),-2.737 # DEPENDENCYPART_ARC
(27,9),-2.32688 # DEPENDENCYPART_ARC
(27,10),1.12415 # DEPENDENCYPART_ARC
(27,11),-0.890888 # DEPENDENCYPART_ARC
(27,12),-0.413023 # DEPENDENCYPART_ARC
(27,13),-2.30117 # DEPENDENCYPART_ARC
(27,14),-0.13059 # DEPENDENCYPART_ARC
(27,15),-1.4717 # DEPENDENCYPART_ARC
(27,16),-1.68457 # DEPENDENCYPART_ARC
(27,17),0.00668899 # DEPENDENCYPART_ARC
(27,18),2.20607 # DEPENDENCYPART_ARC
(27,19),-1.61956 # DEPENDENCYPART_ARC
(27,20),0.518511 # DEPENDENCYPART_ARC
(27,21),0.179448 # DEPENDENCYPART_ARC
(27,22),-0.78864 # DEPENDENCYPART_ARC
(27,23),2.09631 # DEPENDENCYPART_ARC
(27,24),4.10437 # DEPENDENCYPART_ARC
(27,25),1.24608 # DEPENDENCYPART_ARC
(27,26),3.32858 # DEPENDENCYPART_ARC
(27,28),3.26494 # DEPENDENCYPART_ARC
(27,29),1.82231 # DEPENDENCYPART_ARC
(27,30),3.26241 # DEPENDENCYPART_ARC
(28,1),-5.5203 # DEPENDENCYPART_ARC
(28,2),-4.59112 # DEPENDENCYPART_ARC
(28,3),-5.08697 # DEPENDENCYPART_ARC
(28,4),-3.57901 # DEPENDENCYPART_ARC
(28,5),-3.83278 # DEPENDENCYPART_ARC
(28,6),-4.22301 # DEPENDENCYPART_ARC
(28,7),-4.37671 # DEPENDENCYPART_ARC
(28,8),-3.47458 # DEPENDENCYPART_ARC
(28,9),-3.72915 # DEPENDENCYPART_ARC
(28,10),-3.63275 # DEPENDENCYPART_ARC
(28,11),-3.85906 # DEPENDENCYPART_ARC
(28,12),-3.17658 # DEPENDENCYPART_ARC
(28,13),-2.60758 # DEPENDENCYPART_ARC
(28,14),-3.47638 # DEPENDENCYPART_ARC
(28,15),-2.69908 # DEPENDENCYPART_ARC
(28,16),-3.23243 # DEPENDENCYPART_ARC
(28,17),-3.11911 # DEPENDENCYPART_ARC
(28,18),-1.14958 # DEPENDENCYPART_ARC
(28,19),-2.2637 # DEPENDENCYPART_ARC
(28,20),-2.49536 # DEPENDENCYPART_ARC
(28,21),-3.31976 # DEPENDENCYPART_ARC
(28,22),-2.25111 # DEPENDENCYPART_ARC
(28,23),-2.17755 # DEPENDENCYPART_ARC
(28,24),-0.538065 # DEPENDENCYPART_ARC
(28,25),-0.727588 # DEPENDENCYPART_ARC
(28,26),-0.949468 # DEPENDENCYPART_ARC
(28,27),-0.693217 # DEPENDENCYPART_ARC
(28,29),1.17227 # DEPENDENCYPART_ARC
(28,30),-0.640364 # DEPENDENCYPART_ARC
