# _root_ Volent potser calmar les ansietats dels diputats , Putin va subratllar que Moscou pretén augmentar " l' eficàcia del seu poder de dissuasió " , encara_que no incrementant " quantitativament " el nombre de caps nuclears .
#goldHeads=11,1,1,5,3,5,6,1,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,18,28,28,28,15,30,28,30,33,28,33,34,35,11,
#predictedHeads=3,3,11,5,3,5,6,7,11,11,0,14,14,11,14,18,18,15,18,21,19,21,22,14,28,28,28,15,30,28,30,33,28,33,34,35,14,
(13,35),-2.9915 # DEPENDENCYPART_ARC
(13,36),-3.01327 # DEPENDENCYPART_ARC
(13,37),-0.439836 # DEPENDENCYPART_ARC
(14,1),-0.357434 # DEPENDENCYPART_ARC
(14,2),-0.880642 # DEPENDENCYPART_ARC
(14,3),-0.717064 # DEPENDENCYPART_ARC
(14,4),-2.04245 # DEPENDENCYPART_ARC
(14,5),0.242998 # DEPENDENCYPART_ARC
(14,6),-1.82755 # DEPENDENCYPART_ARC
(14,7),-1.00337 # DEPENDENCYPART_ARC
(14,8),-1.89504 # DEPENDENCYPART_ARC
(14,9),0.123816 # DEPENDENCYPART_ARC
(14,10),1.62691 # DEPENDENCYPART_ARC
(14,11),0.116897 # DEPENDENCYPART_ARC
(14,12),4.3904 # DEPENDENCYPART_ARC
(14,13),2.2844 # DEPENDENCYPART_ARC
(14,15),3.96622 # DEPENDENCYPART_ARC
(14,16),1.13143 # DEPENDENCYPART_ARC
(14,17),-1.32711 # DEPENDENCYPART_ARC
(14,18),1.15279 # DEPENDENCYPART_ARC
(14,19),-0.404983 # DEPENDENCYPART_ARC
(14,20),-2.19055 # DEPENDENCYPART_ARC
(14,21),0.260767 # DEPENDENCYPART_ARC
(14,22),-0.382839 # DEPENDENCYPART_ARC
(14,23),-0.335078 # DEPENDENCYPART_ARC
(14,24),1.25368 # DEPENDENCYPART_ARC
(14,25),1.59492 # DEPENDENCYPART_ARC
(14,26),-0.50949 # DEPENDENCYPART_ARC
(14,27),-1.35924 # DEPENDENCYPART_ARC
(14,28),0.863971 # DEPENDENCYPART_ARC
(14,29),-1.15735 # DEPENDENCYPART_ARC
(14,30),-0.912537 # DEPENDENCYPART_ARC
(14,31),-1.97629 # DEPENDENCYPART_ARC
(14,32),-3.55174 # DEPENDENCYPART_ARC
(14,33),-3.15345 # DEPENDENCYPART_ARC
(14,34),-2.63614 # DEPENDENCYPART_ARC
(14,35),-3.42877 # DEPENDENCYPART_ARC
(14,36),-1.00796 # DEPENDENCYPART_ARC
(14,37),4.8675 # DEPENDENCYPART_ARC
(15,1),-2.13333 # DEPENDENCYPART_ARC
(15,2),-2.15597 # DEPENDENCYPART_ARC
(15,3),-2.27625 # DEPENDENCYPART_ARC
(15,4),-2.69872 # DEPENDENCYPART_ARC
(15,5),-0.817621 # DEPENDENCYPART_ARC
(15,6),-3.54891 # DEPENDENCYPART_ARC
(15,7),-2.42894 # DEPENDENCYPART_ARC
(15,8),-3.44115 # DEPENDENCYPART_ARC
(15,9),-0.877575 # DEPENDENCYPART_ARC
(15,10),0.530543 # DEPENDENCYPART_ARC
(15,11),-1.04213 # DEPENDENCYPART_ARC
(15,12),2.44311 # DEPENDENCYPART_ARC
(15,13),0.424744 # DEPENDENCYPART_ARC
(15,14),2.76026 # DEPENDENCYPART_ARC
(15,16),1.48655 # DEPENDENCYPART_ARC
(15,17),-0.549885 # DEPENDENCYPART_ARC
(15,18),2.60512 # DEPENDENCYPART_ARC
(15,19),0.838638 # DEPENDENCYPART_ARC
(15,20),-1.69057 # DEPENDENCYPART_ARC
(15,21),1.56698 # DEPENDENCYPART_ARC
(15,22),0.163349 # DEPENDENCYPART_ARC
(15,23),0.306031 # DEPENDENCYPART_ARC
(15,24),1.1536 # DEPENDENCYPART_ARC
(15,25),0.629861 # DEPENDENCYPART_ARC
(15,26),-0.782776 # DEPENDENCYPART_ARC
(15,27),-1.80144 # DEPENDENCYPART_ARC
(15,28),1.31033 # DEPENDENCYPART_ARC
(15,29),-1.19683 # DEPENDENCYPART_ARC
(15,30),-1.07083 # DEPENDENCYPART_ARC
(15,31),-1.47338 # DEPENDENCYPART_ARC
(15,32),-2.84539 # DEPENDENCYPART_ARC
(15,33),-2.18062 # DEPENDENCYPART_ARC
(15,34),-2.57836 # DEPENDENCYPART_ARC
(15,35),-2.60829 # DEPENDENCYPART_ARC
(15,36),-0.713708 # DEPENDENCYPART_ARC
(15,37),3.28876 # DEPENDENCYPART_ARC
(16,1),-4.34878 # DEPENDENCYPART_ARC
(16,2),-4.06527 # DEPENDENCYPART_ARC
(16,3),-4.39672 # DEPENDENCYPART_ARC
(16,4),-4.33177 # DEPENDENCYPART_ARC
(16,5),-4.3708 # DEPENDENCYPART_ARC
(16,6),-3.38087 # DEPENDENCYPART_ARC
(16,7),-4.24604 # DEPENDENCYPART_ARC
(16,8),-3.3236 # DEPENDENCYPART_ARC
(16,9),-3.97861 # DEPENDENCYPART_ARC
(16,10),-3.98013 # DEPENDENCYPART_ARC
(16,11),-3.78659 # DEPENDENCYPART_ARC
(16,12),-2.81163 # DEPENDENCYPART_ARC
(16,13),-3.21815 # DEPENDENCYPART_ARC
(16,14),-2.64041 # DEPENDENCYPART_ARC
(16,15),-1.7429 # DEPENDENCYPART_ARC
(16,17),-0.89888 # DEPENDENCYPART_ARC
(16,18),-0.871055 # DEPENDENCYPART_ARC
(16,19),-1.29437 # DEPENDENCYPART_ARC
(16,20),-2.00122 # DEPENDENCYPART_ARC
(16,21),-1.5856 # DEPENDENCYPART_ARC
(16,22),-1.45617 # DEPENDENCYPART_ARC
(16,23),-1.77568 # DEPENDENCYPART_ARC
(16,24),-0.606159 # DEPENDENCYPART_ARC
(16,25),-0.912282 # DEPENDENCYPART_ARC
(16,26),-0.585649 # DEPENDENCYPART_ARC
(16,27),-1.76301 # DEPENDENCYPART_ARC
(16,28),-1.42627 # DEPENDENCYPART_ARC
(16,29),-1.28818 # DEPENDENCYPART_ARC
(16,30),-2.28703 # DEPENDENCYPART_ARC
(16,31),-1.33183 # DEPENDENCYPART_ARC
(16,32),-2.88202 # DEPENDENCYPART_ARC
(16,33),-2.13545 # DEPENDENCYPART_ARC
(16,34),-2.18856 # DEPENDENCYPART_ARC
(16,35),-2.3258 # DEPENDENCYPART_ARC
(16,36),-2.37412 # DEPENDENCYPART_ARC
(16,37),-1.81982 # DEPENDENCYPART_ARC
(17,1),-2.99022 # DEPENDENCYPART_ARC
(17,2),-2.8223 # DEPENDENCYPART_ARC
(17,3),-3.60618 # DEPENDENCYPART_ARC
(17,4),-3.37009 # DEPENDENCYPART_ARC
(17,5),-3.60175 # DEPENDENCYPART_ARC
(17,6),-2.77031 # DEPENDENCYPART_ARC
(17,7),-3.2888 # DEPENDENCYPART_ARC
(17,8),-2.08364 # DEPENDENCYPART_ARC
(17,9),-2.45005 # DEPENDENCYPART_ARC
(17,10),-1.79525 # DEPENDENCYPART_ARC
(17,11),-2.62911 # DEPENDENCYPART_ARC
(17,12),-1.58145 # DEPENDENCYPART_ARC
(17,13),-1.71393 # DEPENDENCYPART_ARC
(17,14),-0.709044 # DEPENDENCYPART_ARC
(17,15),-0.939561 # DEPENDENCYPART_ARC
(17,16),0.694425 # DEPENDENCYPART_ARC
(17,18),1.56035 # DEPENDENCYPART_ARC
(17,19),-0.598007 # DEPENDENCYPART_ARC
(17,20),0.483849 # DEPENDENCYPART_ARC
(17,21),-1.52811 # DEPENDENCYPART_ARC
(17,22),-0.924622 # DEPENDENCYPART_ARC
(17,23),-2.48628 # DEPENDENCYPART_ARC
(17,24),-1.95522 # DEPENDENCYPART_ARC
(17,25),-2.25607 # DEPENDENCYPART_ARC
(17,26),-1.77978 # DEPENDENCYPART_ARC
(17,27),-2.06373 # DEPENDENCYPART_ARC
(17,28),-2.17341 # DEPENDENCYPART_ARC
(17,29),-2.34539 # DEPENDENCYPART_ARC
(17,30),-2.69811 # DEPENDENCYPART_ARC
(17,31),-2.20504 # DEPENDENCYPART_ARC
(17,32),-4.13082 # DEPENDENCYPART_ARC
(17,33),-3.68176 # DEPENDENCYPART_ARC
(17,34),-3.35269 # DEPENDENCYPART_ARC
(17,35),-4.77902 # DEPENDENCYPART_ARC
(17,36),-3.82998 # DEPENDENCYPART_ARC
(17,37),-3.10916 # DEPENDENCYPART_ARC
(18,1),-2.16736 # DEPENDENCYPART_ARC
(18,2),-1.44552 # DEPENDENCYPART_ARC
(18,3),-1.93964 # DEPENDENCYPART_ARC
(18,4),-4.47606 # DEPENDENCYPART_ARC
(18,5),-1.81419 # DEPENDENCYPART_ARC
(18,6),-1.30809 # DEPENDENCYPART_ARC
(18,7),-2.01859 # DEPENDENCYPART_ARC
(18,8),-0.82976 # DEPENDENCYPART_ARC
(18,9),-1.88228 # DEPENDENCYPART_ARC
(18,10),-1.85059 # DEPENDENCYPART_ARC
(18,11),-1.36127 # DEPENDENCYPART_ARC
(18,12),0.376226 # DEPENDENCYPART_ARC
(18,13),-1.12015 # DEPENDENCYPART_ARC
(18,14),-1.18667 # DEPENDENCYPART_ARC
(18,15),-0.178907 # DEPENDENCYPART_ARC
(18,16),2.08586 # DEPENDENCYPART_ARC
(18,17),4.65733 # DEPENDENCYPART_ARC
(18,19),3.27199 # DEPENDENCYPART_ARC
(18,20),1.78789 # DEPENDENCYPART_ARC
(18,21),1.53716 # DEPENDENCYPART_ARC
(18,22),2.3504 # DEPENDENCYPART_ARC
(18,23),1.00582 # DEPENDENCYPART_ARC
(18,24),1.24774 # DEPENDENCYPART_ARC
(18,25),0.572168 # DEPENDENCYPART_ARC
(18,26),0.443674 # DEPENDENCYPART_ARC
(18,27),-0.624083 # DEPENDENCYPART_ARC
(18,28),0.224782 # DEPENDENCYPART_ARC
(18,29),-0.614978 # DEPENDENCYPART_ARC
(18,30),-0.915755 # DEPENDENCYPART_ARC
(18,31),-0.314075 # DEPENDENCYPART_ARC
(18,32),-2.56189 # DEPENDENCYPART_ARC
(18,33),-2.17494 # DEPENDENCYPART_ARC
(18,34),-2.10494 # DEPENDENCYPART_ARC
(18,35),-1.82018 # DEPENDENCYPART_ARC
(18,36),-1.81891 # DEPENDENCYPART_ARC
(18,37),1.16023 # DEPENDENCYPART_ARC
(19,1),-2.01742 # DEPENDENCYPART_ARC
(19,2),-2.24956 # DEPENDENCYPART_ARC
(19,3),-2.70479 # DEPENDENCYPART_ARC
(19,4),-2.36518 # DEPENDENCYPART_ARC
(19,5),-3.90175 # DEPENDENCYPART_ARC
(19,6),-3.71734 # DEPENDENCYPART_ARC
(19,7),-4.20439 # DEPENDENCYPART_ARC
(19,8),-2.52645 # DEPENDENCYPART_ARC
(19,9),-2.73216 # DEPENDENCYPART_ARC
(19,10),-2.84798 # DEPENDENCYPART_ARC
(19,11),-2.33752 # DEPENDENCYPART_ARC
(19,12),-0.320094 # DEPENDENCYPART_ARC
(19,13),-2.22691 # DEPENDENCYPART_ARC
(19,14),-1.96015 # DEPENDENCYPART_ARC
(19,15),-1.32091 # DEPENDENCYPART_ARC
(19,16),-0.349209 # DEPENDENCYPART_ARC
(19,17),0.44099 # DEPENDENCYPART_ARC
(19,18),0.119958 # DEPENDENCYPART_ARC
(19,20),0.405196 # DEPENDENCYPART_ARC
(19,21),4.4814 # DEPENDENCYPART_ARC
(19,22),0.139336 # DEPENDENCYPART_ARC
(19,23),0.918678 # DEPENDENCYPART_ARC
(19,24),0.149389 # DEPENDENCYPART_ARC
(19,25),0.507413 # DEPENDENCYPART_ARC
(19,26),-0.226972 # DEPENDENCYPART_ARC
(19,27),-1.09532 # DEPENDENCYPART_ARC
(19,28),-0.710352 # DEPENDENCYPART_ARC
(19,29),-1.60357 # DEPENDENCYPART_ARC
(19,30),-1.05432 # DEPENDENCYPART_ARC
(19,31),-2.02294 # DEPENDENCYPART_ARC
(19,32),-2.38482 # DEPENDENCYPART_ARC
(19,33),-4.91274 # DEPENDENCYPART_ARC
(19,34),-1.49484 # DEPENDENCYPART_ARC
(19,35),-7.05556 # DEPENDENCYPART_ARC
(19,36),-3.11376 # DEPENDENCYPART_ARC
(19,37),-0.218471 # DEPENDENCYPART_ARC
(20,1),-2.96995 # DEPENDENCYPART_ARC
(20,2),-2.51804 # DEPENDENCYPART_ARC
(20,3),-3.50736 # DEPENDENCYPART_ARC
(20,4),-3.05512 # DEPENDENCYPART_ARC
(20,5),-2.99177 # DEPENDENCYPART_ARC
(20,6),-2.8193 # DEPENDENCYPART_ARC
(20,7),-2.67533 # DEPENDENCYPART_ARC
(20,8),-1.79271 # DEPENDENCYPART_ARC
(20,9),-2.4728 # DEPENDENCYPART_ARC
(20,10),-2.61671 # DEPENDENCYPART_ARC
(20,11),-2.73175 # DEPENDENCYPART_ARC
(20,12),-1.55424 # DEPENDENCYPART_ARC
(20,13),-1.90703 # DEPENDENCYPART_ARC
(20,14),-2.06417 # DEPENDENCYPART_ARC
(20,15),-1.83325 # DEPENDENCYPART_ARC
(20,16),-0.377199 # DEPENDENCYPART_ARC
(20,17),-1.2347 # DEPENDENCYPART_ARC
(20,18),-0.706085 # DEPENDENCYPART_ARC
(20,19),0.253835 # DEPENDENCYPART_ARC
(20,21),2.38402 # DEPENDENCYPART_ARC
(20,22),0.423779 # DEPENDENCYPART_ARC
(20,23),-1.11706 # DEPENDENCYPART_ARC
(20,24),-0.920593 # DEPENDENCYPART_ARC
(20,25),-1.29016 # DEPENDENCYPART_ARC
(20,26),-1.3482 # DEPENDENCYPART_ARC
(20,27),-1.74229 # DEPENDENCYPART_ARC
(20,28),-1.82687 # DEPENDENCYPART_ARC
(20,29),-1.51331 # DEPENDENCYPART_ARC
(20,30),-2.36085 # DEPENDENCYPART_ARC
(20,31),-1.38503 # DEPENDENCYPART_ARC
(20,32),-2.66536 # DEPENDENCYPART_ARC
(20,33),-2.92428 # DEPENDENCYPART_ARC
(20,34),-2.9778 # DEPENDENCYPART_ARC
(20,35),-4.90103 # DEPENDENCYPART_ARC
(20,36),-3.89623 # DEPENDENCYPART_ARC
(20,37),-1.89743 # DEPENDENCYPART_ARC
(21,1),-4.21021 # DEPENDENCYPART_ARC
(21,2),-2.75637 # DEPENDENCYPART_ARC
(21,3),-4.07948 # DEPENDENCYPART_ARC
(21,4),-7.49731 # DEPENDENCYPART_ARC
(21,5),-3.80246 # DEPENDENCYPART_ARC
(21,6),-2.66272 # DEPENDENCYPART_ARC
(21,7),-3.59055 # DEPENDENCYPART_ARC
(21,8),-2.01404 # DEPENDENCYPART_ARC
(21,9),-3.15737 # DEPENDENCYPART_ARC
(21,10),-3.66992 # DEPENDENCYPART_ARC
(21,11),-3.437 # DEPENDENCYPART_ARC
(21,12),-1.16801 # DEPENDENCYPART_ARC
(21,13),-2.62595 # DEPENDENCYPART_ARC
(21,14),-2.96199 # DEPENDENCYPART_ARC
(21,15),-2.57635 # DEPENDENCYPART_ARC
(21,16),-0.616434 # DEPENDENCYPART_ARC
(21,17),0.340485 # DEPENDENCYPART_ARC
(21,18),-2.01153 # DEPENDENCYPART_ARC
(21,19),-0.465877 # DEPENDENCYPART_ARC
(21,20),3.55805 # DEPENDENCYPART_ARC
(21,22),2.8457 # DEPENDENCYPART_ARC
(21,23),0.61376 # DEPENDENCYPART_ARC
(21,24),0.527276 # DEPENDENCYPART_ARC
(21,25),-0.0442882 # DEPENDENCYPART_ARC
(21,26),-0.261247 # DEPENDENCYPART_ARC
(21,27),-1.50157 # DEPENDENCYPART_ARC
(21,28),-0.557479 # DEPENDENCYPART_ARC
(21,29),-1.24396 # DEPENDENCYPART_ARC
(21,30),-1.6726 # DEPENDENCYPART_ARC
(21,31),-0.919872 # DEPENDENCYPART_ARC
(21,32),-2.82516 # DEPENDENCYPART_ARC
(21,33),-1.8258 # DEPENDENCYPART_ARC
(21,34),-2.31318 # DEPENDENCYPART_ARC
(21,35),-1.72073 # DEPENDENCYPART_ARC
(21,36),-2.76981 # DEPENDENCYPART_ARC
(21,37),0.229029 # DEPENDENCYPART_ARC
(22,1),-1.1057 # DEPENDENCYPART_ARC
(22,2),-1.29952 # DEPENDENCYPART_ARC
(22,3),-1.50778 # DEPENDENCYPART_ARC
(22,4),-0.705701 # DEPENDENCYPART_ARC
(22,5),-1.52206 # DEPENDENCYPART_ARC
(22,6),-2.14528 # DEPENDENCYPART_ARC
(22,7),-1.47695 # DEPENDENCYPART_ARC
(22,8),-1.63331 # DEPENDENCYPART_ARC
(22,9),-1.43043 # DEPENDENCYPART_ARC
(22,10),-0.589234 # DEPENDENCYPART_ARC
(22,11),-0.86319 # DEPENDENCYPART_ARC
(22,12),0.803682 # DEPENDENCYPART_ARC
(22,13),-0.988573 # DEPENDENCYPART_ARC
(22,14),0.266375 # DEPENDENCYPART_ARC
(22,15),0.0307534 # DEPENDENCYPART_ARC
(22,16),0.880112 # DEPENDENCYPART_ARC
(22,17),0.569633 # DEPENDENCYPART_ARC
(22,18),0.365467 # DEPENDENCYPART_ARC
(22,19),1.2638 # DEPENDENCYPART_ARC
(22,20),1.70782 # DEPENDENCYPART_ARC
(22,21),1.86766 # DEPENDENCYPART_ARC
(22,23),4.59017 # DEPENDENCYPART_ARC
(22,24),0.243621 # DEPENDENCYPART_ARC
(22,25),0.627282 # DEPENDENCYPART_ARC
(22,26),-0.0700554 # DEPENDENCYPART_ARC
(22,27),-1.53256 # DEPENDENCYPART_ARC
(22,28),0.22068 # DEPENDENCYPART_ARC
(22,29),-2.10959 # DEPENDENCYPART_ARC
(22,30),-1.41325 # DEPENDENCYPART_ARC
(22,31),-2.59972 # DEPENDENCYPART_ARC
(22,32),-3.02749 # DEPENDENCYPART_ARC
(22,33),-3.81345 # DEPENDENCYPART_ARC
(22,34),-2.35701 # DEPENDENCYPART_ARC
(22,35),-4.56209 # DEPENDENCYPART_ARC
(22,36),-2.65921 # DEPENDENCYPART_ARC
(22,37),-1.37256 # DEPENDENCYPART_ARC
(23,1),-2.40991 # DEPENDENCYPART_ARC
(23,2),-2.30941 # DEPENDENCYPART_ARC
(23,3),-2.15789 # DEPENDENCYPART_ARC
(23,4),-5.70702 # DEPENDENCYPART_ARC
(23,5),-2.20918 # DEPENDENCYPART_ARC
(23,6),-1.46591 # DEPENDENCYPART_ARC
(23,7),-1.65454 # DEPENDENCYPART_ARC
(23,8),-1.53939 # DEPENDENCYPART_ARC
(23,9),-2.14242 # DEPENDENCYPART_ARC
(23,10),-2.11784 # DEPENDENCYPART_ARC
(23,11),-1.75926 # DEPENDENCYPART_ARC
(23,12),-0.148289 # DEPENDENCYPART_ARC
(23,13),-1.37313 # DEPENDENCYPART_ARC
(23,14),-1.56623 # DEPENDENCYPART_ARC
(23,15),-0.831237 # DEPENDENCYPART_ARC
(23,16),0.286563 # DEPENDENCYPART_ARC
(23,17),-0.299478 # DEPENDENCYPART_ARC
(23,18),-0.693859 # DEPENDENCYPART_ARC
(23,19),-0.31277 # DEPENDENCYPART_ARC
(23,20),2.44643 # DEPENDENCYPART_ARC
(23,21),0.144233 # DEPENDENCYPART_ARC
(23,22),1.64392 # DEPENDENCYPART_ARC
(23,24),0.394787 # DEPENDENCYPART_ARC
(23,25),-0.625359 # DEPENDENCYPART_ARC
(23,26),-0.30721 # DEPENDENCYPART_ARC
(23,27),-1.39168 # DEPENDENCYPART_ARC
(23,28),-0.37692 # DEPENDENCYPART_ARC
(23,29),-1.4884 # DEPENDENCYPART_ARC
(23,30),-1.66021 # DEPENDENCYPART_ARC
(23,31),-1.22045 # DEPENDENCYPART_ARC
(23,32),-2.81656 # DEPENDENCYPART_ARC
(23,33),-2.82486 # DEPENDENCYPART_ARC
(23,34),-2.10242 # DEPENDENCYPART_ARC
(23,35),-2.19785 # DEPENDENCYPART_ARC
(23,36),-1.98907 # DEPENDENCYPART_ARC
(23,37),-0.306241 # DEPENDENCYPART_ARC
(24,1),-3.89006 # DEPENDENCYPART_ARC
(24,2),-3.55897 # DEPENDENCYPART_ARC
(24,3),-3.9356 # DEPENDENCYPART_ARC
(24,4),-3.78124 # DEPENDENCYPART_ARC
(24,5),-3.96514 # DEPENDENCYPART_ARC
(24,6),-3.0855 # DEPENDENCYPART_ARC
(24,7),-3.91774 # DEPENDENCYPART_ARC
(24,8),-3.01449 # DEPENDENCYPART_ARC
(24,9),-3.69769 # DEPENDENCYPART_ARC
(24,10),-3.68383 # DEPENDENCYPART_ARC
(24,11),-3.5427 # DEPENDENCYPART_ARC
(24,12),-2.61305 # DEPENDENCYPART_ARC
(24,13),-3.49665 # DEPENDENCYPART_ARC
(24,14),-3.27354 # DEPENDENCYPART_ARC
(24,15),-3.19613 # DEPENDENCYPART_ARC
(24,16),-2.25252 # DEPENDENCYPART_ARC
(24,17),-2.88723 # DEPENDENCYPART_ARC
(24,18),-2.93458 # DEPENDENCYPART_ARC
(24,19),-1.90794 # DEPENDENCYPART_ARC
(24,20),-2.0899 # DEPENDENCYPART_ARC
(24,21),-2.38976 # DEPENDENCYPART_ARC
(24,22),-1.24747 # DEPENDENCYPART_ARC
(24,23),-1.18211 # DEPENDENCYPART_ARC
(24,25),-0.189309 # DEPENDENCYPART_ARC
(24,26),-0.640735 # DEPENDENCYPART_ARC
(24,27),-1.25036 # DEPENDENCYPART_ARC
(24,28),-0.95132 # DEPENDENCYPART_ARC
(24,29),-1.30669 # DEPENDENCYPART_ARC
(24,30),-1.90223 # DEPENDENCYPART_ARC
(24,31),-0.960238 # DEPENDENCYPART_ARC
(24,32),-2.50143 # DEPENDENCYPART_ARC
(24,33),-1.77219 # DEPENDENCYPART_ARC
(24,34),-1.82579 # DEPENDENCYPART_ARC
(24,35),-1.88484 # DEPENDENCYPART_ARC
(24,36),-2.02185 # DEPENDENCYPART_ARC
(24,37),-1.2626 # DEPENDENCYPART_ARC
(25,1),-3.51152 # DEPENDENCYPART_ARC
(25,2),-3.21153 # DEPENDENCYPART_ARC
(25,3),-3.48822 # DEPENDENCYPART_ARC
(25,4),-3.47589 # DEPENDENCYPART_ARC
(25,5),-3.59548 # DEPENDENCYPART_ARC
(25,6),-2.7665 # DEPENDENCYPART_ARC
(25,7),-3.59774 # DEPENDENCYPART_ARC
(25,8),-2.65508 # DEPENDENCYPART_ARC
(25,9),-3.40208 # DEPENDENCYPART_ARC
(25,10),-3.21356 # DEPENDENCYPART_ARC
(25,11),-3.14711 # DEPENDENCYPART_ARC
(25,12),-2.24891 # DEPENDENCYPART_ARC
(25,13),-3.12797 # DEPENDENCYPART_ARC
(25,14),-2.94549 # DEPENDENCYPART_ARC
(25,15),-2.71327 # DEPENDENCYPART_ARC
(25,16),-1.96522 # DEPENDENCYPART_ARC
(25,17),-2.49645 # DEPENDENCYPART_ARC
(25,18),-2.60274 # DEPENDENCYPART_ARC
(25,19),-1.64115 # DEPENDENCYPART_ARC
(25,20),-1.85345 # DEPENDENCYPART_ARC
(25,21),-2.19455 # DEPENDENCYPART_ARC
(25,22),-1.05529 # DEPENDENCYPART_ARC
(25,23),-1.54287 # DEPENDENCYPART_ARC
(25,24),-0.152559 # DEPENDENCYPART_ARC
(25,26),-0.99139 # DEPENDENCYPART_ARC
(25,27),-1.8761 # DEPENDENCYPART_ARC
(25,28),-1.49586 # DEPENDENCYPART_ARC
(25,29),-1.95972 # DEPENDENCYPART_ARC
(25,30),-2.73894 # DEPENDENCYPART_ARC
(25,31),-1.73362 # DEPENDENCYPART_ARC
(25,32),-3.12925 # DEPENDENCYPART_ARC
(25,33),-2.51738 # DEPENDENCYPART_ARC
(25,34),-2.64843 # DEPENDENCYPART_ARC
(25,35),-2.62546 # DEPENDENCYPART_ARC
(25,36),-2.67612 # DEPENDENCYPART_ARC
(25,37),-2.17813 # DEPENDENCYPART_ARC
(26,1),-3.58016 # DEPENDENCYPART_ARC
(26,2),-3.01166 # DEPENDENCYPART_ARC
(26,3),-3.47805 # DEPENDENCYPART_ARC
(26,4),-3.44889 # DEPENDENCYPART_ARC
(26,5),-3.88561 # DEPENDENCYPART_ARC
(26,6),-2.80938 # DEPENDENCYPART_ARC
(26,7),-3.62558 # DEPENDENCYPART_ARC
(26,8),-2.89147 # DEPENDENCYPART_ARC
(26,9),-3.4824 # DEPENDENCYPART_ARC
(26,10),-3.24685 # DEPENDENCYPART_ARC
(26,11),-3.08573 # DEPENDENCYPART_ARC
(26,12),-2.07017 # DEPENDENCYPART_ARC
(26,13),-3.23828 # DEPENDENCYPART_ARC
(26,14),-2.92327 # DEPENDENCYPART_ARC
(26,15),-2.72847 # DEPENDENCYPART_ARC
(26,16),-1.90286 # DEPENDENCYPART_ARC
(26,17),-2.53776 # DEPENDENCYPART_ARC
(26,18),-2.63764 # DEPENDENCYPART_ARC
(26,19),-1.5665 # DEPENDENCYPART_ARC
(26,20),-2.27576 # DEPENDENCYPART_ARC
(26,21),-2.3572 # DEPENDENCYPART_ARC
(26,22),-1.09158 # DEPENDENCYPART_ARC
(26,23),-1.86134 # DEPENDENCYPART_ARC
(26,24),-0.639501 # DEPENDENCYPART_ARC
(26,25),0.293259 # DEPENDENCYPART_ARC
(26,27),-0.403481 # DEPENDENCYPART_ARC
(26,28),0.243263 # DEPENDENCYPART_ARC
(26,29),-0.445232 # DEPENDENCYPART_ARC
(26,30),-1.56768 # DEPENDENCYPART_ARC
(26,31),-0.627343 # DEPENDENCYPART_ARC
(26,32),-2.70794 # DEPENDENCYPART_ARC
(26,33),-2.19473 # DEPENDENCYPART_ARC
(26,34),-2.24441 # DEPENDENCYPART_ARC
(26,35),-2.24836 # DEPENDENCYPART_ARC
(26,36),-1.96679 # DEPENDENCYPART_ARC
(26,37),-0.509832 # DEPENDENCYPART_ARC
(27,1),-3.29601 # DEPENDENCYPART_ARC
(27,2),-3.08563 # DEPENDENCYPART_ARC
(27,3),-3.25081 # DEPENDENCYPART_ARC
(27,4),-3.23376 # DEPENDENCYPART_ARC
(27,5),-4.69742 # DEPENDENCYPART_ARC
(27,6),-2.78536 # DEPENDENCYPART_ARC
(27,7),-4.31911 # DEPENDENCYPART_ARC
(27,8),-3.40507 # DEPENDENCYPART_ARC
(27,9),-4.01052 # DEPENDENCYPART_ARC
(27,10),-2.93367 # DEPENDENCYPART_ARC
(27,11),-2.85837 # DEPENDENCYPART_ARC
(27,12),-1.26513 # DEPENDENCYPART_ARC
(27,13),-3.64091 # DEPENDENCYPART_ARC
(27,14),-2.61082 # DEPENDENCYPART_ARC
(27,15),-2.42287 # DEPENDENCYPART_ARC
(27,16),-1.50517 # DEPENDENCYPART_ARC
(27,17),-2.07584 # DEPENDENCYPART_ARC
(27,18),-2.74282 # DEPENDENCYPART_ARC
(27,19),-0.968937 # DEPENDENCYPART_ARC
(27,20),-1.93364 # DEPENDENCYPART_ARC
(27,21),-2.27818 # DEPENDENCYPART_ARC
(27,22),-0.820141 # DEPENDENCYPART_ARC
(27,23),-1.87013 # DEPENDENCYPART_ARC
(27,24),-1.02457 # DEPENDENCYPART_ARC
(27,25),-0.333162 # DEPENDENCYPART_ARC
(27,26),0.450759 # DEPENDENCYPART_ARC
(27,28),0.811129 # DEPENDENCYPART_ARC
(27,29),-0.565842 # DEPENDENCYPART_ARC
(27,30),-1.2854 # DEPENDENCYPART_ARC
(27,31),-0.762147 # DEPENDENCYPART_ARC
(27,32),-1.83867 # DEPENDENCYPART_ARC
(27,33),-2.19173 # DEPENDENCYPART_ARC
(27,34),-2.28765 # DEPENDENCYPART_ARC
(27,35),-2.19925 # DEPENDENCYPART_ARC
(27,36),-1.83792 # DEPENDENCYPART_ARC
(27,37),-0.727894 # DEPENDENCYPART_ARC
(28,1),-1.89761 # DEPENDENCYPART_ARC
(28,2),-2.97845 # DEPENDENCYPART_ARC
(28,3),-2.26059 # DEPENDENCYPART_ARC
(28,4),-2.92794 # DEPENDENCYPART_ARC
