# _root_ Si l' objectiu és que el_nostre programa de quatre anys es pugui aconseguir , que el finançament de l' Estat arribi millor del que està arribant , ho hem de saber explicar .
#goldHeads=4,3,4,31,13,7,13,7,10,8,13,13,4,13,21,17,21,17,20,18,13,21,22,26,26,23,26,31,31,31,0,31,31,
#predictedHeads=4,3,4,0,13,7,13,7,10,8,13,13,4,21,21,17,21,17,20,18,4,21,22,26,26,23,26,31,31,31,23,31,4,
(15,26),-1.64518 # DEPENDENCYPART_ARC
(15,27),-1.23982 # DEPENDENCYPART_ARC
(15,28),-2.57702 # DEPENDENCYPART_ARC
(15,29),-1.76229 # DEPENDENCYPART_ARC
(15,30),-1.77245 # DEPENDENCYPART_ARC
(15,31),-1.98246 # DEPENDENCYPART_ARC
(15,32),-2.00415 # DEPENDENCYPART_ARC
(15,33),-0.784215 # DEPENDENCYPART_ARC
(16,1),-2.13199 # DEPENDENCYPART_ARC
(16,2),-3.11273 # DEPENDENCYPART_ARC
(16,3),-3.03802 # DEPENDENCYPART_ARC
(16,4),-3.36796 # DEPENDENCYPART_ARC
(16,5),-1.88895 # DEPENDENCYPART_ARC
(16,6),-1.9482 # DEPENDENCYPART_ARC
(16,7),-2.54004 # DEPENDENCYPART_ARC
(16,8),-1.48895 # DEPENDENCYPART_ARC
(16,9),-2.47122 # DEPENDENCYPART_ARC
(16,10),-2.53965 # DEPENDENCYPART_ARC
(16,11),-1.19085 # DEPENDENCYPART_ARC
(16,12),-2.53643 # DEPENDENCYPART_ARC
(16,13),-1.5942 # DEPENDENCYPART_ARC
(16,14),-0.116722 # DEPENDENCYPART_ARC
(16,15),0.546418 # DEPENDENCYPART_ARC
(16,17),1.262 # DEPENDENCYPART_ARC
(16,18),0.561502 # DEPENDENCYPART_ARC
(16,19),0.425413 # DEPENDENCYPART_ARC
(16,20),-1.83917 # DEPENDENCYPART_ARC
(16,21),-1.75995 # DEPENDENCYPART_ARC
(16,22),-1.66155 # DEPENDENCYPART_ARC
(16,23),-2.45821 # DEPENDENCYPART_ARC
(16,24),-3.38834 # DEPENDENCYPART_ARC
(16,25),-3.08886 # DEPENDENCYPART_ARC
(16,26),-2.54484 # DEPENDENCYPART_ARC
(16,27),-2.58606 # DEPENDENCYPART_ARC
(16,28),-3.89599 # DEPENDENCYPART_ARC
(16,29),-3.74297 # DEPENDENCYPART_ARC
(16,30),-3.47048 # DEPENDENCYPART_ARC
(16,31),-2.84218 # DEPENDENCYPART_ARC
(16,32),-2.94668 # DEPENDENCYPART_ARC
(16,33),-2.56888 # DEPENDENCYPART_ARC
(17,1),-1.22487 # DEPENDENCYPART_ARC
(17,2),-4.02664 # DEPENDENCYPART_ARC
(17,3),-2.75008 # DEPENDENCYPART_ARC
(17,4),-1.9406 # DEPENDENCYPART_ARC
(17,5),-0.113353 # DEPENDENCYPART_ARC
(17,6),-2.34855 # DEPENDENCYPART_ARC
(17,7),-2.05176 # DEPENDENCYPART_ARC
(17,8),-0.319131 # DEPENDENCYPART_ARC
(17,9),-2.39735 # DEPENDENCYPART_ARC
(17,10),-2.24591 # DEPENDENCYPART_ARC
(17,11),-0.555593 # DEPENDENCYPART_ARC
(17,12),-1.70879 # DEPENDENCYPART_ARC
(17,13),-0.702602 # DEPENDENCYPART_ARC
(17,14),0.301086 # DEPENDENCYPART_ARC
(17,15),1.47843 # DEPENDENCYPART_ARC
(17,16),4.70015 # DEPENDENCYPART_ARC
(17,18),3.16811 # DEPENDENCYPART_ARC
(17,19),-0.263211 # DEPENDENCYPART_ARC
(17,20),1.50778 # DEPENDENCYPART_ARC
(17,21),0.968437 # DEPENDENCYPART_ARC
(17,22),-0.121517 # DEPENDENCYPART_ARC
(17,23),-1.10972 # DEPENDENCYPART_ARC
(17,24),-2.64926 # DEPENDENCYPART_ARC
(17,25),-0.115402 # DEPENDENCYPART_ARC
(17,26),-0.545053 # DEPENDENCYPART_ARC
(17,27),-0.425098 # DEPENDENCYPART_ARC
(17,28),-2.51168 # DEPENDENCYPART_ARC
(17,29),-1.86195 # DEPENDENCYPART_ARC
(17,30),-2.71974 # DEPENDENCYPART_ARC
(17,31),-2.68212 # DEPENDENCYPART_ARC
(17,32),-3.12329 # DEPENDENCYPART_ARC
(17,33),1.79773 # DEPENDENCYPART_ARC
(18,1),-1.73642 # DEPENDENCYPART_ARC
(18,2),-2.62151 # DEPENDENCYPART_ARC
(18,3),-2.97545 # DEPENDENCYPART_ARC
(18,4),-1.99502 # DEPENDENCYPART_ARC
(18,5),-0.758478 # DEPENDENCYPART_ARC
(18,6),-2.21687 # DEPENDENCYPART_ARC
(18,7),-2.89995 # DEPENDENCYPART_ARC
(18,8),-2.07012 # DEPENDENCYPART_ARC
(18,9),-1.78094 # DEPENDENCYPART_ARC
(18,10),-2.57782 # DEPENDENCYPART_ARC
(18,11),-1.51845 # DEPENDENCYPART_ARC
(18,12),-1.49414 # DEPENDENCYPART_ARC
(18,13),-1.28148 # DEPENDENCYPART_ARC
(18,14),-0.424994 # DEPENDENCYPART_ARC
(18,15),0.501979 # DEPENDENCYPART_ARC
(18,16),0.470829 # DEPENDENCYPART_ARC
(18,17),-0.285922 # DEPENDENCYPART_ARC
(18,19),0.817218 # DEPENDENCYPART_ARC
(18,20),4.96756 # DEPENDENCYPART_ARC
(18,21),0.167369 # DEPENDENCYPART_ARC
(18,22),-0.634064 # DEPENDENCYPART_ARC
(18,23),-0.690327 # DEPENDENCYPART_ARC
(18,24),-0.913442 # DEPENDENCYPART_ARC
(18,25),-0.282687 # DEPENDENCYPART_ARC
(18,26),-1.44772 # DEPENDENCYPART_ARC
(18,27),-1.11148 # DEPENDENCYPART_ARC
(18,28),-2.06201 # DEPENDENCYPART_ARC
(18,29),-1.44618 # DEPENDENCYPART_ARC
(18,30),-1.84045 # DEPENDENCYPART_ARC
(18,31),-2.07771 # DEPENDENCYPART_ARC
(18,32),-3.12659 # DEPENDENCYPART_ARC
(18,33),-0.684649 # DEPENDENCYPART_ARC
(19,1),-2.68382 # DEPENDENCYPART_ARC
(19,2),-3.72138 # DEPENDENCYPART_ARC
(19,3),-3.35081 # DEPENDENCYPART_ARC
(19,4),-2.5058 # DEPENDENCYPART_ARC
(19,5),-2.41494 # DEPENDENCYPART_ARC
(19,6),-2.66349 # DEPENDENCYPART_ARC
(19,7),-2.95216 # DEPENDENCYPART_ARC
(19,8),-2.60353 # DEPENDENCYPART_ARC
(19,9),-3.95423 # DEPENDENCYPART_ARC
(19,10),-3.34302 # DEPENDENCYPART_ARC
(19,11),-2.12377 # DEPENDENCYPART_ARC
(19,12),-2.0875 # DEPENDENCYPART_ARC
(19,13),-2.51193 # DEPENDENCYPART_ARC
(19,14),-1.54749 # DEPENDENCYPART_ARC
(19,15),-1.42552 # DEPENDENCYPART_ARC
(19,16),-0.119991 # DEPENDENCYPART_ARC
(19,17),-0.928674 # DEPENDENCYPART_ARC
(19,18),0.311852 # DEPENDENCYPART_ARC
(19,20),0.479077 # DEPENDENCYPART_ARC
(19,21),-1.26696 # DEPENDENCYPART_ARC
(19,22),-2.00369 # DEPENDENCYPART_ARC
(19,23),-2.94303 # DEPENDENCYPART_ARC
(19,24),-2.997 # DEPENDENCYPART_ARC
(19,25),-3.4468 # DEPENDENCYPART_ARC
(19,26),-3.17373 # DEPENDENCYPART_ARC
(19,27),-3.18151 # DEPENDENCYPART_ARC
(19,28),-4.04281 # DEPENDENCYPART_ARC
(19,29),-3.91167 # DEPENDENCYPART_ARC
(19,30),-4.19984 # DEPENDENCYPART_ARC
(19,31),-3.42613 # DEPENDENCYPART_ARC
(19,32),-3.5476 # DEPENDENCYPART_ARC
(19,33),-3.29765 # DEPENDENCYPART_ARC
(20,1),-0.750531 # DEPENDENCYPART_ARC
(20,2),-5.88071 # DEPENDENCYPART_ARC
(20,3),-3.46681 # DEPENDENCYPART_ARC
(20,4),-4.30076 # DEPENDENCYPART_ARC
(20,5),-0.77598 # DEPENDENCYPART_ARC
(20,6),-4.24182 # DEPENDENCYPART_ARC
(20,7),-3.07174 # DEPENDENCYPART_ARC
(20,8),-1.49907 # DEPENDENCYPART_ARC
(20,9),-3.24267 # DEPENDENCYPART_ARC
(20,10),-2.8051 # DEPENDENCYPART_ARC
(20,11),-1.55285 # DEPENDENCYPART_ARC
(20,12),-3.04065 # DEPENDENCYPART_ARC
(20,13),-2.38772 # DEPENDENCYPART_ARC
(20,14),-1.46419 # DEPENDENCYPART_ARC
(20,15),-0.219716 # DEPENDENCYPART_ARC
(20,16),0.25138 # DEPENDENCYPART_ARC
(20,17),-1.29353 # DEPENDENCYPART_ARC
(20,18),0.271811 # DEPENDENCYPART_ARC
(20,19),3.57722 # DEPENDENCYPART_ARC
(20,21),-0.04267 # DEPENDENCYPART_ARC
(20,22),-1.16648 # DEPENDENCYPART_ARC
(20,23),-2.29975 # DEPENDENCYPART_ARC
(20,24),-2.55961 # DEPENDENCYPART_ARC
(20,25),-1.56568 # DEPENDENCYPART_ARC
(20,26),-1.70189 # DEPENDENCYPART_ARC
(20,27),-1.98844 # DEPENDENCYPART_ARC
(20,28),-2.61456 # DEPENDENCYPART_ARC
(20,29),-2.41775 # DEPENDENCYPART_ARC
(20,30),-4.26285 # DEPENDENCYPART_ARC
(20,31),-3.51648 # DEPENDENCYPART_ARC
(20,32),-4.04053 # DEPENDENCYPART_ARC
(20,33),-0.55903 # DEPENDENCYPART_ARC
(21,1),0.101281 # DEPENDENCYPART_ARC
(21,2),-3.40029 # DEPENDENCYPART_ARC
(21,3),-1.44941 # DEPENDENCYPART_ARC
(21,4),-1.9245 # DEPENDENCYPART_ARC
(21,5),2.44711 # DEPENDENCYPART_ARC
(21,6),-4.35469 # DEPENDENCYPART_ARC
(21,7),0.26992 # DEPENDENCYPART_ARC
(21,8),-2.80936 # DEPENDENCYPART_ARC
(21,9),-2.12635 # DEPENDENCYPART_ARC
(21,10),-0.502715 # DEPENDENCYPART_ARC
(21,11),1.06958 # DEPENDENCYPART_ARC
(21,12),0.0270658 # DEPENDENCYPART_ARC
(21,13),-0.743928 # DEPENDENCYPART_ARC
(21,14),1.84774 # DEPENDENCYPART_ARC
(21,15),3.40812 # DEPENDENCYPART_ARC
(21,16),-0.30733 # DEPENDENCYPART_ARC
(21,17),2.21611 # DEPENDENCYPART_ARC
(21,18),0.00770312 # DEPENDENCYPART_ARC
(21,19),0.851026 # DEPENDENCYPART_ARC
(21,20),2.78988 # DEPENDENCYPART_ARC
(21,22),2.42061 # DEPENDENCYPART_ARC
(21,23),0.452421 # DEPENDENCYPART_ARC
(21,24),-0.554102 # DEPENDENCYPART_ARC
(21,25),1.48764 # DEPENDENCYPART_ARC
(21,26),1.67987 # DEPENDENCYPART_ARC
(21,27),1.01878 # DEPENDENCYPART_ARC
(21,28),-0.232584 # DEPENDENCYPART_ARC
(21,29),-0.236387 # DEPENDENCYPART_ARC
(21,30),-0.857823 # DEPENDENCYPART_ARC
(21,31),-0.254821 # DEPENDENCYPART_ARC
(21,32),0.169007 # DEPENDENCYPART_ARC
(21,33),3.09185 # DEPENDENCYPART_ARC
(22,1),-2.2436 # DEPENDENCYPART_ARC
(22,2),-2.94206 # DEPENDENCYPART_ARC
(22,3),-3.74801 # DEPENDENCYPART_ARC
(22,4),-3.06718 # DEPENDENCYPART_ARC
(22,5),-1.89159 # DEPENDENCYPART_ARC
(22,6),-2.87015 # DEPENDENCYPART_ARC
(22,7),-3.46839 # DEPENDENCYPART_ARC
(22,8),-2.71441 # DEPENDENCYPART_ARC
(22,9),-2.80812 # DEPENDENCYPART_ARC
(22,10),-3.19945 # DEPENDENCYPART_ARC
(22,11),-2.42182 # DEPENDENCYPART_ARC
(22,12),-2.48903 # DEPENDENCYPART_ARC
(22,13),-2.60231 # DEPENDENCYPART_ARC
(22,14),-1.14892 # DEPENDENCYPART_ARC
(22,15),-1.30324 # DEPENDENCYPART_ARC
(22,16),-2.06748 # DEPENDENCYPART_ARC
(22,17),-2.25945 # DEPENDENCYPART_ARC
(22,18),-1.13745 # DEPENDENCYPART_ARC
(22,19),-1.10022 # DEPENDENCYPART_ARC
(22,20),-1.14141 # DEPENDENCYPART_ARC
(22,21),0.132067 # DEPENDENCYPART_ARC
(22,23),1.93693 # DEPENDENCYPART_ARC
(22,24),0.31896 # DEPENDENCYPART_ARC
(22,25),0.175003 # DEPENDENCYPART_ARC
(22,26),-0.923693 # DEPENDENCYPART_ARC
(22,27),0.527807 # DEPENDENCYPART_ARC
(22,28),-0.996366 # DEPENDENCYPART_ARC
(22,29),-1.63616 # DEPENDENCYPART_ARC
(22,30),-1.91751 # DEPENDENCYPART_ARC
(22,31),-2.09097 # DEPENDENCYPART_ARC
(22,32),-2.58927 # DEPENDENCYPART_ARC
(22,33),0.0311424 # DEPENDENCYPART_ARC
(23,1),-1.56746 # DEPENDENCYPART_ARC
(23,2),-2.55825 # DEPENDENCYPART_ARC
(23,3),-3.3972 # DEPENDENCYPART_ARC
(23,4),-2.91833 # DEPENDENCYPART_ARC
(23,5),-0.498453 # DEPENDENCYPART_ARC
(23,6),-2.08137 # DEPENDENCYPART_ARC
(23,7),-3.29796 # DEPENDENCYPART_ARC
(23,8),-2.30438 # DEPENDENCYPART_ARC
(23,9),-2.46116 # DEPENDENCYPART_ARC
(23,10),-4.00057 # DEPENDENCYPART_ARC
(23,11),-1.80921 # DEPENDENCYPART_ARC
(23,12),-3.04313 # DEPENDENCYPART_ARC
(23,13),-1.91882 # DEPENDENCYPART_ARC
(23,14),-1.40153 # DEPENDENCYPART_ARC
(23,15),0.224489 # DEPENDENCYPART_ARC
(23,16),-1.4294 # DEPENDENCYPART_ARC
(23,17),-2.26328 # DEPENDENCYPART_ARC
(23,18),-1.03821 # DEPENDENCYPART_ARC
(23,19),-0.517603 # DEPENDENCYPART_ARC
(23,20),-1.29288 # DEPENDENCYPART_ARC
(23,21),-0.66761 # DEPENDENCYPART_ARC
(23,22),1.24045 # DEPENDENCYPART_ARC
(23,24),1.76264 # DEPENDENCYPART_ARC
(23,25),4.42451 # DEPENDENCYPART_ARC
(23,26),2.51723 # DEPENDENCYPART_ARC
(23,27),1.00578 # DEPENDENCYPART_ARC
(23,28),-3.764 # DEPENDENCYPART_ARC
(23,29),0.990696 # DEPENDENCYPART_ARC
(23,30),-0.22278 # DEPENDENCYPART_ARC
(23,31),0.771047 # DEPENDENCYPART_ARC
(23,32),0.436684 # DEPENDENCYPART_ARC
(23,33),1.76753 # DEPENDENCYPART_ARC
(24,1),-3.46894 # DEPENDENCYPART_ARC
(24,2),-6.01294 # DEPENDENCYPART_ARC
(24,3),-5.20552 # DEPENDENCYPART_ARC
(24,4),-3.2842 # DEPENDENCYPART_ARC
(24,5),-2.71959 # DEPENDENCYPART_ARC
(24,6),-5.87961 # DEPENDENCYPART_ARC
(24,7),-4.89178 # DEPENDENCYPART_ARC
(24,8),-2.71259 # DEPENDENCYPART_ARC
(24,9),-4.83175 # DEPENDENCYPART_ARC
(24,10),-4.64204 # DEPENDENCYPART_ARC
(24,11),-3.54049 # DEPENDENCYPART_ARC
(24,12),-3.19243 # DEPENDENCYPART_ARC
(24,13),-3.70292 # DEPENDENCYPART_ARC
(24,14),-2.92354 # DEPENDENCYPART_ARC
(24,15),-2.17243 # DEPENDENCYPART_ARC
(24,16),-4.52432 # DEPENDENCYPART_ARC
(24,17),-4.1829 # DEPENDENCYPART_ARC
(24,18),-1.81771 # DEPENDENCYPART_ARC
(24,19),-2.89157 # DEPENDENCYPART_ARC
(24,20),-3.10465 # DEPENDENCYPART_ARC
(24,21),-1.98288 # DEPENDENCYPART_ARC
(24,22),-1.12706 # DEPENDENCYPART_ARC
(24,23),-0.654905 # DEPENDENCYPART_ARC
(24,25),0.225627 # DEPENDENCYPART_ARC
(24,26),-1.15291 # DEPENDENCYPART_ARC
(24,27),-1.9215 # DEPENDENCYPART_ARC
(24,28),-2.26475 # DEPENDENCYPART_ARC
(24,29),-1.29279 # DEPENDENCYPART_ARC
(24,30),-2.03717 # DEPENDENCYPART_ARC
(24,31),-2.65024 # DEPENDENCYPART_ARC
(24,32),-2.60611 # DEPENDENCYPART_ARC
(24,33),-1.35099 # DEPENDENCYPART_ARC
(25,1),-2.46506 # DEPENDENCYPART_ARC
(25,2),-5.38517 # DEPENDENCYPART_ARC
(25,3),-4.10534 # DEPENDENCYPART_ARC
(25,4),-4.07995 # DEPENDENCYPART_ARC
(25,5),-0.302261 # DEPENDENCYPART_ARC
(25,6),-6.19339 # DEPENDENCYPART_ARC
(25,7),-2.46735 # DEPENDENCYPART_ARC
(25,8),-3.51265 # DEPENDENCYPART_ARC
(25,9),-3.76533 # DEPENDENCYPART_ARC
(25,10),-3.229 # DEPENDENCYPART_ARC
(25,11),-1.03602 # DEPENDENCYPART_ARC
(25,12),-2.36009 # DEPENDENCYPART_ARC
(25,13),-2.88088 # DEPENDENCYPART_ARC
(25,14),-0.0982163 # DEPENDENCYPART_ARC
(25,15),0.859398 # DEPENDENCYPART_ARC
(25,16),-3.18153 # DEPENDENCYPART_ARC
(25,17),-0.624865 # DEPENDENCYPART_ARC
(25,18),-1.41657 # DEPENDENCYPART_ARC
(25,19),-2.88543 # DEPENDENCYPART_ARC
(25,20),-0.705244 # DEPENDENCYPART_ARC
(25,21),-0.674577 # DEPENDENCYPART_ARC
(25,22),-0.288296 # DEPENDENCYPART_ARC
(25,23),-0.280691 # DEPENDENCYPART_ARC
(25,24),3.03518 # DEPENDENCYPART_ARC
(25,26),2.23843 # DEPENDENCYPART_ARC
(25,27),0.57128 # DEPENDENCYPART_ARC
(25,28),-1.31678 # DEPENDENCYPART_ARC
(25,29),-0.297276 # DEPENDENCYPART_ARC
(25,30),-0.971992 # DEPENDENCYPART_ARC
(25,31),-1.40899 # DEPENDENCYPART_ARC
(25,32),-1.139 # DEPENDENCYPART_ARC
(25,33),1.3367 # DEPENDENCYPART_ARC
(26,1),-0.800318 # DEPENDENCYPART_ARC
(26,2),-2.66607 # DEPENDENCYPART_ARC
(26,3),-2.47037 # DEPENDENCYPART_ARC
(26,4),-0.567921 # DEPENDENCYPART_ARC
(26,5),2.01136 # DEPENDENCYPART_ARC
(26,6),-1.69234 # DEPENDENCYPART_ARC
(26,7),-1.31474 # DEPENDENCYPART_ARC
(26,8),-2.31753 # DEPENDENCYPART_ARC
(26,9),-1.0016 # DEPENDENCYPART_ARC
(26,10),-0.844309 # DEPENDENCYPART_ARC
(26,11),1.82882 # DEPENDENCYPART_ARC
(26,12),1.02134 # DEPENDENCYPART_ARC
(26,13),-1.32917 # DEPENDENCYPART_ARC
(26,14),1.82218 # DEPENDENCYPART_ARC
(26,15),3.22404 # DEPENDENCYPART_ARC
(26,16),-0.425473 # DEPENDENCYPART_ARC
(26,17),0.43753 # DEPENDENCYPART_ARC
(26,18),0.0761881 # DEPENDENCYPART_ARC
(26,19),-0.581589 # DEPENDENCYPART_ARC
(26,20),2.04632 # DEPENDENCYPART_ARC
(26,21),1.375 # DEPENDENCYPART_ARC
(26,22),1.26359 # DEPENDENCYPART_ARC
(26,23),0.330077 # DEPENDENCYPART_ARC
(26,24),4.43877 # DEPENDENCYPART_ARC
(26,25),6.25883 # DEPENDENCYPART_ARC
(26,27),1.58281 # DEPENDENCYPART_ARC
(26,28),1.76862 # DEPENDENCYPART_ARC
(26,29),1.81129 # DEPENDENCYPART_ARC
(26,30),0.0042672 # DEPENDENCYPART_ARC
(26,31),0.362593 # DEPENDENCYPART_ARC
(26,32),0.0902003 # DEPENDENCYPART_ARC
(26,33),2.36102 # DEPENDENCYPART_ARC
(27,1),-4.32825 # DEPENDENCYPART_ARC
(27,2),-5.18269 # DEPENDENCYPART_ARC
(27,3),-5.37439 # DEPENDENCYPART_ARC
(27,4),-5.01608 # DEPENDENCYPART_ARC
(27,5),-4.05949 # DEPENDENCYPART_ARC
(27,6),-4.96867 # DEPENDENCYPART_ARC
(27,7),-5.01727 # DEPENDENCYPART_ARC
(27,8),-4.47914 # DEPENDENCYPART_ARC
(27,9),-4.85624 # DEPENDENCYPART_ARC
(27,10),-4.9105 # DEPENDENCYPART_ARC
(27,11),-4.35108 # DEPENDENCYPART_ARC
(27,12),-4.76848 # DEPENDENCYPART_ARC
(27,13),-4.92878 # DEPENDENCYPART_ARC
(27,14),-4.07467 # DEPENDENCYPART_ARC
(27,15),-3.87355 # DEPENDENCYPART_ARC
(27,16),-4.67294 # DEPENDENCYPART_ARC
(27,17),-4.62801 # DEPENDENCYPART_ARC
(27,18),-3.96353 # DEPENDENCYPART_ARC
(27,19),-4.42851 # DEPENDENCYPART_ARC
(27,20),-4.4461 # DEPENDENCYPART_ARC
(27,21),-4.22084 # DEPENDENCYPART_ARC
(27,22),-3.78742 # DEPENDENCYPART_ARC
(27,23),-3.10153 # DEPENDENCYPART_ARC
(27,24),-3.18393 # DEPENDENCYPART_ARC
(27,25),-3.02291 # DEPENDENCYPART_ARC
(27,26),-2.1254 # DEPENDENCYPART_ARC
(27,28),-2.00252 # DEPENDENCYPART_ARC
(27,29),-2.52624 # DEPENDENCYPART_ARC
(27,30),-3.30261 # DEPENDENCYPART_ARC
(27,31),-3.10205 # DEPENDENCYPART_ARC
(27,32),-3.28619 # DEPENDENCYPART_ARC
(27,33),-2.86695 # DEPENDENCYPART_ARC
(28,1),-2.279 # DEPENDENCYPART_ARC
(28,2),-5.67675 # DEPENDENCYPART_ARC
(28,3),-4.15194 # DEPENDENCYPART_ARC
(28,4),-3.05218 # DEPENDENCYPART_ARC
(28,5),-1.45669 # DEPENDENCYPART_ARC
(28,6),-6.0341 # DEPENDENCYPART_ARC
(28,7),-3.94258 # DEPENDENCYPART_ARC
(28,8),-1.88516 # DEPENDENCYPART_ARC
(28,9),-4.05148 # DEPENDENCYPART_ARC
(28,10),-3.30145 # DEPENDENCYPART_ARC
(28,11),-2.30595 # DEPENDENCYPART_ARC
(28,12),-2.99861 # DEPENDENCYPART_ARC
(28,13),-2.73373 # DEPENDENCYPART_ARC
(28,14),-1.9824 # DEPENDENCYPART_ARC
(28,15),-1.21594 # DEPENDENCYPART_ARC
(28,16),-4.56614 # DEPENDENCYPART_ARC
(28,17),-3.48168 # DEPENDENCYPART_ARC
(28,18),-1.52483 # DEPENDENCYPART_ARC
(28,19),-3.30933 # DEPENDENCYPART_ARC
(28,20),-2.39398 # DEPENDENCYPART_ARC
(28,21),-2.46875 # DEPENDENCYPART_ARC
(28,22),-1.25077 # DEPENDENCYPART_ARC
(28,23),-1.92509 # DEPENDENCYPART_ARC
(28,24),-1.24624 # DEPENDENCYPART_ARC
(28,25),-1.35616 # DEPENDENCYPART_ARC
(28,26),0.187717 # DEPENDENCYPART_ARC
(28,27),1.00826 # DEPENDENCYPART_ARC
(28,29),0.507724 # DEPENDENCYPART_ARC
(28,30),-0.645876 # DEPENDENCYPART_ARC
(28,31),-0.768538 # DEPENDENCYPART_ARC
(28,32),-1.3635 # DEPENDENCYPART_ARC
(28,33),-0.298875 # DEPENDENCYPART_ARC
(29,1),-4.38025 # DEPENDENCYPART_ARC
(29,2),-7.0635 # DEPENDENCYPART_ARC
(29,3),-6.24299 # DEPENDENCYPART_ARC
(29,4),-3.417 # DEPENDENCYPART_ARC
(29,5),-0.940585 # DEPENDENCYPART_ARC
(29,6),-6.86856 # DEPENDENCYPART_ARC
(29,7),-4.70218 # DEPENDENCYPART_ARC
(29,8),-5.25668 # DEPENDENCYPART_ARC
(29,9),-4.0047 # DEPENDENCYPART_ARC
(29,10),-3.60567 # DEPENDENCYPART_ARC
(29,11),-1.87846 # DEPENDENCYPART_ARC
(29,12),-1.66944 # DEPENDENCYPART_ARC
(29,13),-3.62958 # DEPENDENCYPART_ARC
(29,14),-1.94146 # DEPENDENCYPART_ARC
(29,15),-0.0756695 # DEPENDENCYPART_ARC
(29,16),-4.55068 # DEPENDENCYPART_ARC
(29,17),-2.97029 # DEPENDENCYPART_ARC
(29,18),-2.95433 # DEPENDENCYPART_ARC
(29,19),-4.67226 # DEPENDENCYPART_ARC
(29,20),-1.45409 # DEPENDENCYPART_ARC
(29,21),-1.54173 # DEPENDENCYPART_ARC
(29,22),-1.7348 # DEPENDENCYPART_ARC
(29,23),-2.50896 # DEPENDENCYPART_ARC
(29,24),0.00414802 # DEPENDENCYPART_ARC
(29,25),0.183296 # DEPENDENCYPART_ARC
(29,26),-1.01447 # DEPENDENCYPART_ARC
(29,27),0.208849 # DEPENDENCYPART_ARC
(29,28),1.2795 # DEPENDENCYPART_ARC
(29,30),1.32834 # DEPENDENCYPART_ARC
(29,31),-0.162326 # DEPENDENCYPART_ARC
(29,32),-0.0626784 # DEPENDENCYPART_ARC
(29,33),0.192009 # DEPENDENCYPART_ARC
(30,1),-2.64372 # DEPENDENCYPART_ARC
(30,2),-3.4038 # DEPENDENCYPART_ARC
(30,3),-4.1515 # DEPENDENCYPART_ARC
(30,4),-3.71368 # DEPENDENCYPART_ARC
(30,5),-1.94111 # DEPENDENCYPART_ARC
(30,6),-3.02436 # DEPENDENCYPART_ARC
(30,7),-3.95599 # DEPENDENCYPART_ARC
(30,8),-3.88142 # DEPENDENCYPART_ARC
(30,9),-2.63244 # DEPENDENCYPART_ARC
(30,10),-3.69963 # DEPENDENCYPART_ARC
(30,11),-2.40926 # DEPENDENCYPART_ARC
(30,12),-3.21209 # DEPENDENCYPART_ARC
(30,13),-3.16091 # DEPENDENCYPART_ARC
(30,14),-3.15491 # DEPENDENCYPART_ARC
(30,15),-1.21438 # DEPENDENCYPART_ARC
(30,16),-2.44837 # DEPENDENCYPART_ARC
(30,17),-3.1979 # DEPENDENCYPART_ARC
(30,18),-2.65046 # DEPENDENCYPART_ARC
(30,19),-2.22903 # DEPENDENCYPART_ARC
(30,20),-3.01191 # DEPENDENCYPART_ARC
(30,21),-2.13452 # DEPENDENCYPART_ARC
(30,22),-2.03572 # DEPENDENCYPART_ARC
(30,23),-1.62672 # DEPENDENCYPART_ARC
(30,24),-1.81099 # DEPENDENCYPART_ARC
(30,25),-1.64597 # DEPENDENCYPART_ARC
(30,26),-0.996452 # DEPENDENCYPART_ARC
(30,27),-0.84039 # DEPENDENCYPART_ARC
(30,28),-0.944863 # DEPENDENCYPART_ARC
(30,29),0.435024 # DEPENDENCYPART_ARC
(30,31),2.23349 # DEPENDENCYPART_ARC
(30,32),1.97779 # DEPENDENCYPART_ARC
(30,33),0.482347 # DEPENDENCYPART_ARC
(31,1),-3.23083 # DEPENDENCYPART_ARC
(31,2),-4.2527 # DEPENDENCYPART_ARC
(31,3),-3.90606 # DEPENDENCYPART_ARC
(31,4),-1.54288 # DEPENDENCYPART_ARC
(31,5),0.34626 # DEPENDENCYPART_ARC
(31,6),-3.38323 # DEPENDENCYPART_ARC
(31,7),-2.65101 # DEPENDENCYPART_ARC
(31,8),-4.04618 # DEPENDENCYPART_ARC
(31,9),-2.3989 # DEPENDENCYPART_ARC
(31,10),-3.14172 # DEPENDENCYPART_ARC
(31,11),-0.310459 # DEPENDENCYPART_ARC
(31,12),0.444386 # DEPENDENCYPART_ARC
(31,13),-1.58612 # DEPENDENCYPART_ARC
(31,14),-0.650012 # DEPENDENCYPART_ARC
(31,15),1.52333 # DEPENDENCYPART_ARC
(31,16),-2.03506 # DEPENDENCYPART_ARC
(31,17),-1.06814 # DEPENDENCYPART_ARC
(31,18),-1.68356 # DEPENDENCYPART_ARC
(31,19),-2.2181 # DEPENDENCYPART_ARC
(31,20),-0.111283 # DEPENDENCYPART_ARC
(31,21),0.49246 # DEPENDENCYPART_ARC
(31,22),-0.363407 # DEPENDENCYPART_ARC
(31,23),-1.61559 # DEPENDENCYPART_ARC
(31,24),1.14214 # DEPENDENCYPART_ARC
(31,25),1.49979 # DEPENDENCYPART_ARC
