# _root_ La majoria dels treballs presentats són de centres de la comarca d' Osona -Fpa- 39 -Fpt- , seguits dels 18 de La_Selva i La_Garrotxa , dels 15 del Bages i de 7 del Vallès_Oriental .
#goldHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,2,15,18,2,18,19,20,21,22,22,19,19,26,27,28,19,19,31,32,33,6,
#predictedHeads=2,6,2,3,4,0,6,7,8,11,9,11,12,15,6,15,18,8,18,19,20,21,22,22,18,32,26,27,28,6,32,6,32,33,6,
(14,28),-1.28005 # DEPENDENCYPART_ARC
(14,29),-1.70062 # DEPENDENCYPART_ARC
(14,30),0.228311 # DEPENDENCYPART_ARC
(14,31),-1.23007 # DEPENDENCYPART_ARC
(14,32),-0.758298 # DEPENDENCYPART_ARC
(14,33),-1.24429 # DEPENDENCYPART_ARC
(14,34),-1.75121 # DEPENDENCYPART_ARC
(14,35),-0.0636658 # DEPENDENCYPART_ARC
(15,1),-1.15145 # DEPENDENCYPART_ARC
(15,2),-1.81034 # DEPENDENCYPART_ARC
(15,3),0.735776 # DEPENDENCYPART_ARC
(15,4),-1.50867 # DEPENDENCYPART_ARC
(15,5),-0.290509 # DEPENDENCYPART_ARC
(15,6),-1.02145 # DEPENDENCYPART_ARC
(15,7),0.481818 # DEPENDENCYPART_ARC
(15,8),-0.860784 # DEPENDENCYPART_ARC
(15,9),0.5647 # DEPENDENCYPART_ARC
(15,10),1.03485 # DEPENDENCYPART_ARC
(15,11),-0.444367 # DEPENDENCYPART_ARC
(15,12),1.51175 # DEPENDENCYPART_ARC
(15,13),0.56145 # DEPENDENCYPART_ARC
(15,14),4.08175 # DEPENDENCYPART_ARC
(15,16),3.33912 # DEPENDENCYPART_ARC
(15,17),1.15477 # DEPENDENCYPART_ARC
(15,18),1.52292 # DEPENDENCYPART_ARC
(15,19),0.803231 # DEPENDENCYPART_ARC
(15,20),1.3885 # DEPENDENCYPART_ARC
(15,21),0.482241 # DEPENDENCYPART_ARC
(15,22),0.700898 # DEPENDENCYPART_ARC
(15,23),2.1342 # DEPENDENCYPART_ARC
(15,24),0.393045 # DEPENDENCYPART_ARC
(15,25),1.34166 # DEPENDENCYPART_ARC
(15,26),-0.329126 # DEPENDENCYPART_ARC
(15,27),0.834462 # DEPENDENCYPART_ARC
(15,28),-0.260783 # DEPENDENCYPART_ARC
(15,29),0.09834 # DEPENDENCYPART_ARC
(15,30),1.86021 # DEPENDENCYPART_ARC
(15,31),-1.16798 # DEPENDENCYPART_ARC
(15,32),0.551724 # DEPENDENCYPART_ARC
(15,33),-0.616169 # DEPENDENCYPART_ARC
(15,34),-0.340017 # DEPENDENCYPART_ARC
(15,35),0.668493 # DEPENDENCYPART_ARC
(16,1),-3.16115 # DEPENDENCYPART_ARC
(16,2),-3.23814 # DEPENDENCYPART_ARC
(16,3),-2.38996 # DEPENDENCYPART_ARC
(16,4),-3.05941 # DEPENDENCYPART_ARC
(16,5),-2.58019 # DEPENDENCYPART_ARC
(16,6),-2.77752 # DEPENDENCYPART_ARC
(16,7),-2.04424 # DEPENDENCYPART_ARC
(16,8),-2.65801 # DEPENDENCYPART_ARC
(16,9),-1.84114 # DEPENDENCYPART_ARC
(16,10),-2.5058 # DEPENDENCYPART_ARC
(16,11),-2.46259 # DEPENDENCYPART_ARC
(16,12),-1.36665 # DEPENDENCYPART_ARC
(16,13),-1.99657 # DEPENDENCYPART_ARC
(16,14),-1.0293 # DEPENDENCYPART_ARC
(16,15),-0.458407 # DEPENDENCYPART_ARC
(16,17),0.245591 # DEPENDENCYPART_ARC
(16,18),-0.249996 # DEPENDENCYPART_ARC
(16,19),-0.703608 # DEPENDENCYPART_ARC
(16,20),-0.2778 # DEPENDENCYPART_ARC
(16,21),-0.959974 # DEPENDENCYPART_ARC
(16,22),-1.02581 # DEPENDENCYPART_ARC
(16,23),0.331434 # DEPENDENCYPART_ARC
(16,24),-1.02198 # DEPENDENCYPART_ARC
(16,25),0.0610818 # DEPENDENCYPART_ARC
(16,26),-0.794069 # DEPENDENCYPART_ARC
(16,27),-0.23183 # DEPENDENCYPART_ARC
(16,28),-0.800733 # DEPENDENCYPART_ARC
(16,29),-1.14694 # DEPENDENCYPART_ARC
(16,30),0.378043 # DEPENDENCYPART_ARC
(16,31),-0.750464 # DEPENDENCYPART_ARC
(16,32),-0.151412 # DEPENDENCYPART_ARC
(16,33),-0.681527 # DEPENDENCYPART_ARC
(16,34),-1.18607 # DEPENDENCYPART_ARC
(16,35),0.283744 # DEPENDENCYPART_ARC
(17,1),-3.81921 # DEPENDENCYPART_ARC
(17,2),-3.88836 # DEPENDENCYPART_ARC
(17,3),-3.11247 # DEPENDENCYPART_ARC
(17,4),-3.78336 # DEPENDENCYPART_ARC
(17,5),-3.004 # DEPENDENCYPART_ARC
(17,6),-3.4726 # DEPENDENCYPART_ARC
(17,7),-2.72188 # DEPENDENCYPART_ARC
(17,8),-3.45535 # DEPENDENCYPART_ARC
(17,9),-2.59251 # DEPENDENCYPART_ARC
(17,10),-3.18675 # DEPENDENCYPART_ARC
(17,11),-3.18251 # DEPENDENCYPART_ARC
(17,12),-2.2033 # DEPENDENCYPART_ARC
(17,13),-2.88375 # DEPENDENCYPART_ARC
(17,14),-1.93599 # DEPENDENCYPART_ARC
(17,15),-1.82221 # DEPENDENCYPART_ARC
(17,16),-0.784885 # DEPENDENCYPART_ARC
(17,18),-0.834271 # DEPENDENCYPART_ARC
(17,19),-1.95967 # DEPENDENCYPART_ARC
(17,20),-1.37813 # DEPENDENCYPART_ARC
(17,21),-2.12754 # DEPENDENCYPART_ARC
(17,22),-2.25716 # DEPENDENCYPART_ARC
(17,23),-0.935699 # DEPENDENCYPART_ARC
(17,24),-2.21095 # DEPENDENCYPART_ARC
(17,25),-1.52366 # DEPENDENCYPART_ARC
(17,26),-2.04237 # DEPENDENCYPART_ARC
(17,27),-1.50845 # DEPENDENCYPART_ARC
(17,28),-2.00918 # DEPENDENCYPART_ARC
(17,29),-2.39086 # DEPENDENCYPART_ARC
(17,30),-1.03402 # DEPENDENCYPART_ARC
(17,31),-1.98368 # DEPENDENCYPART_ARC
(17,32),-1.37047 # DEPENDENCYPART_ARC
(17,33),-1.95333 # DEPENDENCYPART_ARC
(17,34),-2.38734 # DEPENDENCYPART_ARC
(17,35),-1.29043 # DEPENDENCYPART_ARC
(18,1),-1.7492 # DEPENDENCYPART_ARC
(18,2),-2.1426 # DEPENDENCYPART_ARC
(18,3),-2.67879 # DEPENDENCYPART_ARC
(18,4),-2.62424 # DEPENDENCYPART_ARC
(18,5),-1.92764 # DEPENDENCYPART_ARC
(18,6),-1.55021 # DEPENDENCYPART_ARC
(18,7),-0.650885 # DEPENDENCYPART_ARC
(18,8),-1.89861 # DEPENDENCYPART_ARC
(18,9),-0.264293 # DEPENDENCYPART_ARC
(18,10),-0.867258 # DEPENDENCYPART_ARC
(18,11),-1.02477 # DEPENDENCYPART_ARC
(18,12),0.537401 # DEPENDENCYPART_ARC
(18,13),-1.53505 # DEPENDENCYPART_ARC
(18,14),0.916657 # DEPENDENCYPART_ARC
(18,15),0.0880251 # DEPENDENCYPART_ARC
(18,16),1.22608 # DEPENDENCYPART_ARC
(18,17),2.86393 # DEPENDENCYPART_ARC
(18,19),3.33429 # DEPENDENCYPART_ARC
(18,20),0.937479 # DEPENDENCYPART_ARC
(18,21),1.3493 # DEPENDENCYPART_ARC
(18,22),0.895407 # DEPENDENCYPART_ARC
(18,23),1.5118 # DEPENDENCYPART_ARC
(18,24),0.554941 # DEPENDENCYPART_ARC
(18,25),1.96232 # DEPENDENCYPART_ARC
(18,26),-0.978587 # DEPENDENCYPART_ARC
(18,27),-0.289765 # DEPENDENCYPART_ARC
(18,28),-0.358283 # DEPENDENCYPART_ARC
(18,29),-0.229718 # DEPENDENCYPART_ARC
(18,30),0.786201 # DEPENDENCYPART_ARC
(18,31),-1.13707 # DEPENDENCYPART_ARC
(18,32),-0.597624 # DEPENDENCYPART_ARC
(18,33),-1.41609 # DEPENDENCYPART_ARC
(18,34),-0.0364612 # DEPENDENCYPART_ARC
(18,35),0.726102 # DEPENDENCYPART_ARC
(19,1),-2.08531 # DEPENDENCYPART_ARC
(19,2),-2.90682 # DEPENDENCYPART_ARC
(19,3),-3.93693 # DEPENDENCYPART_ARC
(19,4),-3.42624 # DEPENDENCYPART_ARC
(19,5),-2.18089 # DEPENDENCYPART_ARC
(19,6),-2.35816 # DEPENDENCYPART_ARC
(19,7),-1.8307 # DEPENDENCYPART_ARC
(19,8),-2.97376 # DEPENDENCYPART_ARC
(19,9),-1.5326 # DEPENDENCYPART_ARC
(19,10),-0.991143 # DEPENDENCYPART_ARC
(19,11),-2.14138 # DEPENDENCYPART_ARC
(19,12),-1.04043 # DEPENDENCYPART_ARC
(19,13),-2.22979 # DEPENDENCYPART_ARC
(19,14),-0.888946 # DEPENDENCYPART_ARC
(19,15),-1.09228 # DEPENDENCYPART_ARC
(19,16),-1.01487 # DEPENDENCYPART_ARC
(19,17),0.116224 # DEPENDENCYPART_ARC
(19,18),0.32388 # DEPENDENCYPART_ARC
(19,20),1.86316 # DEPENDENCYPART_ARC
(19,21),0.51955 # DEPENDENCYPART_ARC
(19,22),1.60337 # DEPENDENCYPART_ARC
(19,23),0.311392 # DEPENDENCYPART_ARC
(19,24),-0.688827 # DEPENDENCYPART_ARC
(19,25),0.566479 # DEPENDENCYPART_ARC
(19,26),0.537114 # DEPENDENCYPART_ARC
(19,27),-1.79115 # DEPENDENCYPART_ARC
(19,28),-0.322538 # DEPENDENCYPART_ARC
(19,29),-2.25032 # DEPENDENCYPART_ARC
(19,30),0.863719 # DEPENDENCYPART_ARC
(19,31),0.464245 # DEPENDENCYPART_ARC
(19,32),-1.93151 # DEPENDENCYPART_ARC
(19,33),-0.683601 # DEPENDENCYPART_ARC
(19,34),-3.15449 # DEPENDENCYPART_ARC
(19,35),0.312808 # DEPENDENCYPART_ARC
(20,1),-2.32098 # DEPENDENCYPART_ARC
(20,2),-3.15073 # DEPENDENCYPART_ARC
(20,3),-0.410057 # DEPENDENCYPART_ARC
(20,4),-2.77121 # DEPENDENCYPART_ARC
(20,5),-1.55283 # DEPENDENCYPART_ARC
(20,6),-2.15321 # DEPENDENCYPART_ARC
(20,7),-1.13228 # DEPENDENCYPART_ARC
(20,8),-2.30658 # DEPENDENCYPART_ARC
(20,9),-0.758922 # DEPENDENCYPART_ARC
(20,10),-0.900565 # DEPENDENCYPART_ARC
(20,11),-2.15868 # DEPENDENCYPART_ARC
(20,12),-0.186318 # DEPENDENCYPART_ARC
(20,13),-1.85015 # DEPENDENCYPART_ARC
(20,14),-0.0380518 # DEPENDENCYPART_ARC
(20,15),-0.694908 # DEPENDENCYPART_ARC
(20,16),-0.0828219 # DEPENDENCYPART_ARC
(20,17),-0.35415 # DEPENDENCYPART_ARC
(20,18),0.566943 # DEPENDENCYPART_ARC
(20,19),1.4944 # DEPENDENCYPART_ARC
(20,21),2.5324 # DEPENDENCYPART_ARC
(20,22),1.86979 # DEPENDENCYPART_ARC
(20,23),1.774 # DEPENDENCYPART_ARC
(20,24),1.1856 # DEPENDENCYPART_ARC
(20,25),0.625898 # DEPENDENCYPART_ARC
(20,26),0.75603 # DEPENDENCYPART_ARC
(20,27),0.916147 # DEPENDENCYPART_ARC
(20,28),0.245645 # DEPENDENCYPART_ARC
(20,29),0.648167 # DEPENDENCYPART_ARC
(20,30),1.19887 # DEPENDENCYPART_ARC
(20,31),-0.0729358 # DEPENDENCYPART_ARC
(20,32),0.461584 # DEPENDENCYPART_ARC
(20,33),-0.381705 # DEPENDENCYPART_ARC
(20,34),0.220977 # DEPENDENCYPART_ARC
(20,35),0.592758 # DEPENDENCYPART_ARC
(21,1),-2.17494 # DEPENDENCYPART_ARC
(21,2),-2.77183 # DEPENDENCYPART_ARC
(21,3),-3.14371 # DEPENDENCYPART_ARC
(21,4),-2.97843 # DEPENDENCYPART_ARC
(21,5),-2.24855 # DEPENDENCYPART_ARC
(21,6),-1.5592 # DEPENDENCYPART_ARC
(21,7),-1.89405 # DEPENDENCYPART_ARC
(21,8),-2.52382 # DEPENDENCYPART_ARC
(21,9),-1.48007 # DEPENDENCYPART_ARC
(21,10),-1.15404 # DEPENDENCYPART_ARC
(21,11),-2.0226 # DEPENDENCYPART_ARC
(21,12),-1.16439 # DEPENDENCYPART_ARC
(21,13),-2.21419 # DEPENDENCYPART_ARC
(21,14),-0.638169 # DEPENDENCYPART_ARC
(21,15),-1.26535 # DEPENDENCYPART_ARC
(21,16),-1.15811 # DEPENDENCYPART_ARC
(21,17),-0.23993 # DEPENDENCYPART_ARC
(21,18),-0.985234 # DEPENDENCYPART_ARC
(21,19),0.0834705 # DEPENDENCYPART_ARC
(21,20),0.282527 # DEPENDENCYPART_ARC
(21,22),4.26958 # DEPENDENCYPART_ARC
(21,23),0.621811 # DEPENDENCYPART_ARC
(21,24),-0.230419 # DEPENDENCYPART_ARC
(21,25),0.359593 # DEPENDENCYPART_ARC
(21,26),-0.019193 # DEPENDENCYPART_ARC
(21,27),-1.22888 # DEPENDENCYPART_ARC
(21,28),0.0822739 # DEPENDENCYPART_ARC
(21,29),-1.88267 # DEPENDENCYPART_ARC
(21,30),1.14279 # DEPENDENCYPART_ARC
(21,31),0.486191 # DEPENDENCYPART_ARC
(21,32),-1.53718 # DEPENDENCYPART_ARC
(21,33),-0.554964 # DEPENDENCYPART_ARC
(21,34),-2.91987 # DEPENDENCYPART_ARC
(21,35),-0.093034 # DEPENDENCYPART_ARC
(22,1),-5.52894 # DEPENDENCYPART_ARC
(22,2),-3.07871 # DEPENDENCYPART_ARC
(22,3),-2.74832 # DEPENDENCYPART_ARC
(22,4),-2.56687 # DEPENDENCYPART_ARC
(22,5),-3.92331 # DEPENDENCYPART_ARC
(22,6),-2.75783 # DEPENDENCYPART_ARC
(22,7),-2.40084 # DEPENDENCYPART_ARC
(22,8),-2.11122 # DEPENDENCYPART_ARC
(22,9),-1.73448 # DEPENDENCYPART_ARC
(22,10),-2.38527 # DEPENDENCYPART_ARC
(22,11),-2.43507 # DEPENDENCYPART_ARC
(22,12),-1.06566 # DEPENDENCYPART_ARC
(22,13),-1.79273 # DEPENDENCYPART_ARC
(22,14),-0.352835 # DEPENDENCYPART_ARC
(22,15),-0.909802 # DEPENDENCYPART_ARC
(22,16),-1.02711 # DEPENDENCYPART_ARC
(22,17),-0.871806 # DEPENDENCYPART_ARC
(22,18),-1.70844 # DEPENDENCYPART_ARC
(22,19),0.123079 # DEPENDENCYPART_ARC
(22,20),0.594974 # DEPENDENCYPART_ARC
(22,21),1.0732 # DEPENDENCYPART_ARC
(22,23),3.58686 # DEPENDENCYPART_ARC
(22,24),3.34569 # DEPENDENCYPART_ARC
(22,25),-0.165075 # DEPENDENCYPART_ARC
(22,26),0.180549 # DEPENDENCYPART_ARC
(22,27),-0.509169 # DEPENDENCYPART_ARC
(22,28),0.43588 # DEPENDENCYPART_ARC
(22,29),0.991212 # DEPENDENCYPART_ARC
(22,30),-0.685688 # DEPENDENCYPART_ARC
(22,31),-2.33131 # DEPENDENCYPART_ARC
(22,32),-0.905775 # DEPENDENCYPART_ARC
(22,33),-0.687826 # DEPENDENCYPART_ARC
(22,34),-0.8625 # DEPENDENCYPART_ARC
(22,35),0.85283 # DEPENDENCYPART_ARC
(23,1),-4.20901 # DEPENDENCYPART_ARC
(23,2),-4.64152 # DEPENDENCYPART_ARC
(23,3),-3.49934 # DEPENDENCYPART_ARC
(23,4),-4.36289 # DEPENDENCYPART_ARC
(23,5),-4.02106 # DEPENDENCYPART_ARC
(23,6),-3.80852 # DEPENDENCYPART_ARC
(23,7),-3.0997 # DEPENDENCYPART_ARC
(23,8),-3.96934 # DEPENDENCYPART_ARC
(23,9),-2.98798 # DEPENDENCYPART_ARC
(23,10),-3.70523 # DEPENDENCYPART_ARC
(23,11),-3.89305 # DEPENDENCYPART_ARC
(23,12),-2.96254 # DEPENDENCYPART_ARC
(23,13),-3.66637 # DEPENDENCYPART_ARC
(23,14),-2.76075 # DEPENDENCYPART_ARC
(23,15),-3.03042 # DEPENDENCYPART_ARC
(23,16),-2.68505 # DEPENDENCYPART_ARC
(23,17),-2.67084 # DEPENDENCYPART_ARC
(23,18),-3.1587 # DEPENDENCYPART_ARC
(23,19),-1.98351 # DEPENDENCYPART_ARC
(23,20),-2.27121 # DEPENDENCYPART_ARC
(23,21),-1.43891 # DEPENDENCYPART_ARC
(23,22),-1.45833 # DEPENDENCYPART_ARC
(23,24),-0.272706 # DEPENDENCYPART_ARC
(23,25),-1.47062 # DEPENDENCYPART_ARC
(23,26),-2.44272 # DEPENDENCYPART_ARC
(23,27),-2.43123 # DEPENDENCYPART_ARC
(23,28),-2.68496 # DEPENDENCYPART_ARC
(23,29),-3.11666 # DEPENDENCYPART_ARC
(23,30),-1.51819 # DEPENDENCYPART_ARC
(23,31),-3.406 # DEPENDENCYPART_ARC
(23,32),-2.90166 # DEPENDENCYPART_ARC
(23,33),-3.02265 # DEPENDENCYPART_ARC
(23,34),-3.5899 # DEPENDENCYPART_ARC
(23,35),-1.92226 # DEPENDENCYPART_ARC
(24,1),-5.61292 # DEPENDENCYPART_ARC
(24,2),-2.86207 # DEPENDENCYPART_ARC
(24,3),-2.83613 # DEPENDENCYPART_ARC
(24,4),-1.67334 # DEPENDENCYPART_ARC
(24,5),-3.05641 # DEPENDENCYPART_ARC
(24,6),-1.70083 # DEPENDENCYPART_ARC
(24,7),-2.03094 # DEPENDENCYPART_ARC
(24,8),-1.28513 # DEPENDENCYPART_ARC
(24,9),-1.45673 # DEPENDENCYPART_ARC
(24,10),-2.50373 # DEPENDENCYPART_ARC
(24,11),-2.03203 # DEPENDENCYPART_ARC
(24,12),-0.991784 # DEPENDENCYPART_ARC
(24,13),-0.988327 # DEPENDENCYPART_ARC
(24,14),0.472995 # DEPENDENCYPART_ARC
(24,15),-0.645662 # DEPENDENCYPART_ARC
(24,16),-0.615869 # DEPENDENCYPART_ARC
(24,17),-0.140955 # DEPENDENCYPART_ARC
(24,18),-1.08426 # DEPENDENCYPART_ARC
(24,19),-0.0382666 # DEPENDENCYPART_ARC
(24,20),0.415698 # DEPENDENCYPART_ARC
(24,21),0.192149 # DEPENDENCYPART_ARC
(24,22),1.10236 # DEPENDENCYPART_ARC
(24,23),1.25701 # DEPENDENCYPART_ARC
(24,25),-0.0866306 # DEPENDENCYPART_ARC
(24,26),0.430187 # DEPENDENCYPART_ARC
(24,27),-0.62517 # DEPENDENCYPART_ARC
(24,28),-0.324716 # DEPENDENCYPART_ARC
(24,29),-0.240997 # DEPENDENCYPART_ARC
(24,30),-0.36798 # DEPENDENCYPART_ARC
(24,31),-2.0759 # DEPENDENCYPART_ARC
(24,32),-1.51381 # DEPENDENCYPART_ARC
(24,33),-1.26113 # DEPENDENCYPART_ARC
(24,34),-1.15092 # DEPENDENCYPART_ARC
(24,35),1.02483 # DEPENDENCYPART_ARC
(25,1),-3.73807 # DEPENDENCYPART_ARC
(25,2),-4.06876 # DEPENDENCYPART_ARC
(25,3),-3.15714 # DEPENDENCYPART_ARC
(25,4),-3.92159 # DEPENDENCYPART_ARC
(25,5),-2.7222 # DEPENDENCYPART_ARC
(25,6),-3.37258 # DEPENDENCYPART_ARC
(25,7),-2.93605 # DEPENDENCYPART_ARC
(25,8),-3.49227 # DEPENDENCYPART_ARC
(25,9),-2.78046 # DEPENDENCYPART_ARC
(25,10),-3.1996 # DEPENDENCYPART_ARC
(25,11),-3.47962 # DEPENDENCYPART_ARC
(25,12),-2.49547 # DEPENDENCYPART_ARC
(25,13),-3.38762 # DEPENDENCYPART_ARC
(25,14),-2.34133 # DEPENDENCYPART_ARC
(25,15),-2.69074 # DEPENDENCYPART_ARC
(25,16),-2.21997 # DEPENDENCYPART_ARC
(25,17),-1.76382 # DEPENDENCYPART_ARC
(25,18),-2.27115 # DEPENDENCYPART_ARC
(25,19),-2.01378 # DEPENDENCYPART_ARC
(25,20),-2.30018 # DEPENDENCYPART_ARC
(25,21),-1.75267 # DEPENDENCYPART_ARC
(25,22),-2.33155 # DEPENDENCYPART_ARC
(25,23),-1.27854 # DEPENDENCYPART_ARC
(25,24),-1.37271 # DEPENDENCYPART_ARC
(25,26),-0.786259 # DEPENDENCYPART_ARC
(25,27),-0.623124 # DEPENDENCYPART_ARC
(25,28),-1.33899 # DEPENDENCYPART_ARC
(25,29),-1.63736 # DEPENDENCYPART_ARC
(25,30),-0.59732 # DEPENDENCYPART_ARC
(25,31),-1.36418 # DEPENDENCYPART_ARC
(25,32),-0.906223 # DEPENDENCYPART_ARC
(25,33),-1.37319 # DEPENDENCYPART_ARC
(25,34),-1.80945 # DEPENDENCYPART_ARC
(25,35),-0.559836 # DEPENDENCYPART_ARC
(26,1),-2.80197 # DEPENDENCYPART_ARC
(26,2),-3.64982 # DEPENDENCYPART_ARC
(26,3),-4.90941 # DEPENDENCYPART_ARC
(26,4),-4.15192 # DEPENDENCYPART_ARC
(26,5),-2.25834 # DEPENDENCYPART_ARC
(26,6),-2.38635 # DEPENDENCYPART_ARC
(26,7),-2.53852 # DEPENDENCYPART_ARC
(26,8),-3.5312 # DEPENDENCYPART_ARC
(26,9),-2.23861 # DEPENDENCYPART_ARC
(26,10),-1.57738 # DEPENDENCYPART_ARC
(26,11),-2.77482 # DEPENDENCYPART_ARC
(26,12),-1.8795 # DEPENDENCYPART_ARC
(26,13),-3.06975 # DEPENDENCYPART_ARC
(26,14),-1.47055 # DEPENDENCYPART_ARC
(26,15),-1.44269 # DEPENDENCYPART_ARC
(26,16),-1.89128 # DEPENDENCYPART_ARC
(26,17),-1.8858 # DEPENDENCYPART_ARC
(26,18),-1.49867 # DEPENDENCYPART_ARC
(26,19),-2.45815 # DEPENDENCYPART_ARC
(26,20),-1.23654 # DEPENDENCYPART_ARC
(26,21),-0.967684 # DEPENDENCYPART_ARC
(26,22),-1.55403 # DEPENDENCYPART_ARC
(26,23),-0.878317 # DEPENDENCYPART_ARC
(26,24),-1.37577 # DEPENDENCYPART_ARC
(26,25),1.3768 # DEPENDENCYPART_ARC
(26,27),1.52451 # DEPENDENCYPART_ARC
(26,28),0.350458 # DEPENDENCYPART_ARC
(26,29),1.06139 # DEPENDENCYPART_ARC
(26,30),1.16173 # DEPENDENCYPART_ARC
(26,31),0.649076 # DEPENDENCYPART_ARC
(26,32),-1.21371 # DEPENDENCYPART_ARC
(26,33),-0.172767 # DEPENDENCYPART_ARC
(26,34),-0.482849 # DEPENDENCYPART_ARC
(26,35),1.2854 # DEPENDENCYPART_ARC
(27,1),-3.23399 # DEPENDENCYPART_ARC
(27,2),-3.74636 # DEPENDENCYPART_ARC
(27,3),-0.37756 # DEPENDENCYPART_ARC
(27,4),-3.30401 # DEPENDENCYPART_ARC
(27,5),-1.94333 # DEPENDENCYPART_ARC
(27,6),-2.38561 # DEPENDENCYPART_ARC
(27,7),-1.20798 # DEPENDENCYPART_ARC
(27,8),-2.6822 # DEPENDENCYPART_ARC
(27,9),-0.924175 # DEPENDENCYPART_ARC
(27,10),-1.76138 # DEPENDENCYPART_ARC
(27,11),-2.61137 # DEPENDENCYPART_ARC
(27,12),-0.30605 # DEPENDENCYPART_ARC
(27,13),-2.44795 # DEPENDENCYPART_ARC
(27,14),-0.848107 # DEPENDENCYPART_ARC
(27,15),-1.29587 # DEPENDENCYPART_ARC
(27,16),-1.13835 # DEPENDENCYPART_ARC
(27,17),-1.59524 # DEPENDENCYPART_ARC
(27,18),-1.05546 # DEPENDENCYPART_ARC
(27,19),0.1035 # DEPENDENCYPART_ARC
(27,20),-0.578853 # DEPENDENCYPART_ARC
(27,21),-0.362015 # DEPENDENCYPART_ARC
(27,22),-1.38105 # DEPENDENCYPART_ARC
(27,23),-1.04677 # DEPENDENCYPART_ARC
(27,24),-1.15088 # DEPENDENCYPART_ARC
(27,25),0.398615 # DEPENDENCYPART_ARC
(27,26),1.44385 # DEPENDENCYPART_ARC
(27,28),2.45722 # DEPENDENCYPART_ARC
(27,29),1.86208 # DEPENDENCYPART_ARC
(27,30),1.83186 # DEPENDENCYPART_ARC
(27,31),1.42387 # DEPENDENCYPART_ARC
(27,32),1.69923 # DEPENDENCYPART_ARC
(27,33),0.795865 # DEPENDENCYPART_ARC
(27,34),0.669938 # DEPENDENCYPART_ARC
(27,35),1.09139 # DEPENDENCYPART_ARC
(28,1),-2.29231 # DEPENDENCYPART_ARC
(28,2),-2.92423 # DEPENDENCYPART_ARC
(28,3),-4.41216 # DEPENDENCYPART_ARC
(28,4),-4.57069 # DEPENDENCYPART_ARC
(28,5),-2.51578 # DEPENDENCYPART_ARC
(28,6),-3.04029 # DEPENDENCYPART_ARC
(28,7),-1.8021 # DEPENDENCYPART_ARC
(28,8),-3.88821 # DEPENDENCYPART_ARC
(28,9),-1.1886 # DEPENDENCYPART_ARC
(28,10),-1.26818 # DEPENDENCYPART_ARC
(28,11),-2.18545 # DEPENDENCYPART_ARC
(28,12),-1.28982 # DEPENDENCYPART_ARC
(28,13),-2.46564 # DEPENDENCYPART_ARC
(28,14),-1.36802 # DEPENDENCYPART_ARC
(28,15),-1.14843 # DEPENDENCYPART_ARC
(28,16),-1.68089 # DEPENDENCYPART_ARC
(28,17),-1.4732 # DEPENDENCYPART_ARC
(28,18),-1.85035 # DEPENDENCYPART_ARC
(28,19),-2.18966 # DEPENDENCYPART_ARC
(28,20),-1.15832 # DEPENDENCYPART_ARC
(28,21),-0.505677 # DEPENDENCYPART_ARC
(28,22),-1.26742 # DEPENDENCYPART_ARC
(28,23),-0.860183 # DEPENDENCYPART_ARC
(28,24),-1.46657 # DEPENDENCYPART_ARC
(28,25),0.256077 # DEPENDENCYPART_ARC
(28,26),-0.502663 # DEPENDENCYPART_ARC
(28,27),0.321679 # DEPENDENCYPART_ARC
(28,29),4.50645 # DEPENDENCYPART_ARC
(28,30),2.21217 # DEPENDENCYPART_ARC
(28,31),1.46287 # DEPENDENCYPART_ARC
(28,32),0.408272 # DEPENDENCYPART_ARC
(28,33),0.815017 # DEPENDENCYPART_ARC
(28,34),0.480071 # DEPENDENCYPART_ARC
(28,35),0.66088 # DEPENDENCYPART_ARC
(29,1),-7.59487 # DEPENDENCYPART_ARC
(29,2),-4.00907 # DEPENDENCYPART_ARC
(29,3),-4.15624 # DEPENDENCYPART_ARC
(29,4),-3.46844 # DEPENDENCYPART_ARC
(29,5),-4.45954 # DEPENDENCYPART_ARC
(29,6),-2.94219 # DEPENDENCYPART_ARC
(29,7),-3.61691 # DEPENDENCYPART_ARC
(29,8),-2.99512 # DEPENDENCYPART_ARC
(29,9),-2.69465 # DEPENDENCYPART_ARC
(29,10),-4.40663 # DEPENDENCYPART_ARC
(29,11),-3.17675 # DEPENDENCYPART_ARC
(29,12),-1.94606 # DEPENDENCYPART_ARC
(29,13),-2.63716 # DEPENDENCYPART_ARC
(29,14),-2.26184 # DEPENDENCYPART_ARC
(29,15),-2.06987 # DEPENDENCYPART_ARC
(29,16),-3.03175 # DEPENDENCYPART_ARC
(29,17),-2.03286 # DEPENDENCYPART_ARC
(29,18),-2.83253 # DEPENDENCYPART_ARC
(29,19),-1.59204 # DEPENDENCYPART_ARC
(29,20),-1.77615 # DEPENDENCYPART_ARC
(29,21),-1.76491 # DEPENDENCYPART_ARC
(29,22),-1.65558 # DEPENDENCYPART_ARC
(29,23),-1.42075 # DEPENDENCYPART_ARC
(29,24),-2.00159 # DEPENDENCYPART_ARC
(29,25),-1.38232 # DEPENDENCYPART_ARC
(29,26),-0.0565706 # DEPENDENCYPART_ARC
(29,27),0.258301 # DEPENDENCYPART_ARC
(29,28),0.660044 # DEPENDENCYPART_ARC
(29,30),0.342639 # DEPENDENCYPART_ARC
