# _root_ En xifres globals , a Catalunya han mort 240 persones durant els cinc primers mesos de l' any , la xifra més alta des_de 1994 segons dades de la Prefectura_de_Trànsit_de_Barcelona .
#goldHeads=8,1,2,1,8,5,8,0,10,8,8,15,12,15,11,15,18,16,21,21,10,23,21,23,24,8,26,27,30,28,8,
#predictedHeads=8,1,2,1,8,5,8,0,10,8,8,15,12,15,11,15,18,16,21,21,10,23,21,21,24,8,26,27,30,28,8,
(16,26),-1.74129 # DEPENDENCYPART_ARC
(16,27),-1.7127 # DEPENDENCYPART_ARC
(16,28),-0.764608 # DEPENDENCYPART_ARC
(16,29),-2.21384 # DEPENDENCYPART_ARC
(16,30),-3.26474 # DEPENDENCYPART_ARC
(16,31),-0.813539 # DEPENDENCYPART_ARC
(17,1),-2.50965 # DEPENDENCYPART_ARC
(17,2),-3.44159 # DEPENDENCYPART_ARC
(17,3),-3.01877 # DEPENDENCYPART_ARC
(17,4),-2.11311 # DEPENDENCYPART_ARC
(17,5),-2.44489 # DEPENDENCYPART_ARC
(17,6),-2.52314 # DEPENDENCYPART_ARC
(17,7),-2.20385 # DEPENDENCYPART_ARC
(17,8),-2.59801 # DEPENDENCYPART_ARC
(17,9),-1.3819 # DEPENDENCYPART_ARC
(17,10),-2.53553 # DEPENDENCYPART_ARC
(17,11),-1.1623 # DEPENDENCYPART_ARC
(17,12),-1.12237 # DEPENDENCYPART_ARC
(17,13),-2.2076 # DEPENDENCYPART_ARC
(17,14),-0.705876 # DEPENDENCYPART_ARC
(17,15),-1.18877 # DEPENDENCYPART_ARC
(17,16),0.572291 # DEPENDENCYPART_ARC
(17,18),-0.341205 # DEPENDENCYPART_ARC
(17,19),-1.97728 # DEPENDENCYPART_ARC
(17,20),-0.639207 # DEPENDENCYPART_ARC
(17,21),-1.88026 # DEPENDENCYPART_ARC
(17,22),-1.95656 # DEPENDENCYPART_ARC
(17,23),-3.42802 # DEPENDENCYPART_ARC
(17,24),-3.77758 # DEPENDENCYPART_ARC
(17,25),-2.70635 # DEPENDENCYPART_ARC
(17,26),-3.57826 # DEPENDENCYPART_ARC
(17,27),-3.35997 # DEPENDENCYPART_ARC
(17,28),-3.87757 # DEPENDENCYPART_ARC
(17,29),-3.11064 # DEPENDENCYPART_ARC
(17,30),-4.61441 # DEPENDENCYPART_ARC
(17,31),-3.82976 # DEPENDENCYPART_ARC
(18,1),-2.71534 # DEPENDENCYPART_ARC
(18,2),-2.56589 # DEPENDENCYPART_ARC
(18,3),-3.13887 # DEPENDENCYPART_ARC
(18,4),-1.68222 # DEPENDENCYPART_ARC
(18,5),-1.87138 # DEPENDENCYPART_ARC
(18,6),-1.76079 # DEPENDENCYPART_ARC
(18,7),-1.95778 # DEPENDENCYPART_ARC
(18,8),-1.46175 # DEPENDENCYPART_ARC
(18,9),-1.59712 # DEPENDENCYPART_ARC
(18,10),-2.17323 # DEPENDENCYPART_ARC
(18,11),-0.983018 # DEPENDENCYPART_ARC
(18,12),-0.860044 # DEPENDENCYPART_ARC
(18,13),-1.13992 # DEPENDENCYPART_ARC
(18,14),0.143505 # DEPENDENCYPART_ARC
(18,15),-1.18781 # DEPENDENCYPART_ARC
(18,16),0.941118 # DEPENDENCYPART_ARC
(18,17),5.03115 # DEPENDENCYPART_ARC
(18,19),1.56108 # DEPENDENCYPART_ARC
(18,20),-0.843796 # DEPENDENCYPART_ARC
(18,21),0.0965991 # DEPENDENCYPART_ARC
(18,22),0.442703 # DEPENDENCYPART_ARC
(18,23),0.174629 # DEPENDENCYPART_ARC
(18,24),-0.592401 # DEPENDENCYPART_ARC
(18,25),0.240979 # DEPENDENCYPART_ARC
(18,26),-1.01338 # DEPENDENCYPART_ARC
(18,27),-0.949108 # DEPENDENCYPART_ARC
(18,28),-0.478255 # DEPENDENCYPART_ARC
(18,29),-2.41668 # DEPENDENCYPART_ARC
(18,30),-0.447652 # DEPENDENCYPART_ARC
(18,31),2.0457 # DEPENDENCYPART_ARC
(19,1),-3.08472 # DEPENDENCYPART_ARC
(19,2),-3.68461 # DEPENDENCYPART_ARC
(19,3),-2.82607 # DEPENDENCYPART_ARC
(19,4),-2.5377 # DEPENDENCYPART_ARC
(19,5),-2.91608 # DEPENDENCYPART_ARC
(19,6),-3.64229 # DEPENDENCYPART_ARC
(19,7),-3.39143 # DEPENDENCYPART_ARC
(19,8),-3.21167 # DEPENDENCYPART_ARC
(19,9),-2.69619 # DEPENDENCYPART_ARC
(19,10),-3.20065 # DEPENDENCYPART_ARC
(19,11),-2.23919 # DEPENDENCYPART_ARC
(19,12),-2.90205 # DEPENDENCYPART_ARC
(19,13),-2.80639 # DEPENDENCYPART_ARC
(19,14),-2.12587 # DEPENDENCYPART_ARC
(19,15),-2.66226 # DEPENDENCYPART_ARC
(19,16),-1.51773 # DEPENDENCYPART_ARC
(19,17),-1.09812 # DEPENDENCYPART_ARC
(19,18),-1.45941 # DEPENDENCYPART_ARC
(19,20),-1.39454 # DEPENDENCYPART_ARC
(19,21),-1.38091 # DEPENDENCYPART_ARC
(19,22),-1.90893 # DEPENDENCYPART_ARC
(19,23),-1.92626 # DEPENDENCYPART_ARC
(19,24),-2.08707 # DEPENDENCYPART_ARC
(19,25),-1.65324 # DEPENDENCYPART_ARC
(19,26),-1.99886 # DEPENDENCYPART_ARC
(19,27),-2.2642 # DEPENDENCYPART_ARC
(19,28),-2.07741 # DEPENDENCYPART_ARC
(19,29),-2.76764 # DEPENDENCYPART_ARC
(19,30),-2.38615 # DEPENDENCYPART_ARC
(19,31),-1.34089 # DEPENDENCYPART_ARC
(20,1),-3.60782 # DEPENDENCYPART_ARC
(20,2),-3.98666 # DEPENDENCYPART_ARC
(20,3),-3.48142 # DEPENDENCYPART_ARC
(20,4),-2.75371 # DEPENDENCYPART_ARC
(20,5),-3.55722 # DEPENDENCYPART_ARC
(20,6),-3.25299 # DEPENDENCYPART_ARC
(20,7),-3.76527 # DEPENDENCYPART_ARC
(20,8),-3.9581 # DEPENDENCYPART_ARC
(20,9),-2.09452 # DEPENDENCYPART_ARC
(20,10),-3.05604 # DEPENDENCYPART_ARC
(20,11),-2.4304 # DEPENDENCYPART_ARC
(20,12),-2.42739 # DEPENDENCYPART_ARC
(20,13),-3.46656 # DEPENDENCYPART_ARC
(20,14),-2.33358 # DEPENDENCYPART_ARC
(20,15),-2.73269 # DEPENDENCYPART_ARC
(20,16),-1.64986 # DEPENDENCYPART_ARC
(20,17),-1.55423 # DEPENDENCYPART_ARC
(20,18),-1.77495 # DEPENDENCYPART_ARC
(20,19),-0.212599 # DEPENDENCYPART_ARC
(20,21),0.817574 # DEPENDENCYPART_ARC
(20,22),-0.10331 # DEPENDENCYPART_ARC
(20,23),-1.76978 # DEPENDENCYPART_ARC
(20,24),-1.57959 # DEPENDENCYPART_ARC
(20,25),-1.29328 # DEPENDENCYPART_ARC
(20,26),-2.10617 # DEPENDENCYPART_ARC
(20,27),-2.61474 # DEPENDENCYPART_ARC
(20,28),-2.26684 # DEPENDENCYPART_ARC
(20,29),-0.859564 # DEPENDENCYPART_ARC
(20,30),-3.88216 # DEPENDENCYPART_ARC
(20,31),-2.83672 # DEPENDENCYPART_ARC
(21,1),-1.23536 # DEPENDENCYPART_ARC
(21,2),-1.52766 # DEPENDENCYPART_ARC
(21,3),-2.54356 # DEPENDENCYPART_ARC
(21,4),-1.04246 # DEPENDENCYPART_ARC
(21,5),-0.838968 # DEPENDENCYPART_ARC
(21,6),-1.68248 # DEPENDENCYPART_ARC
(21,7),-2.15114 # DEPENDENCYPART_ARC
(21,8),-1.95733 # DEPENDENCYPART_ARC
(21,9),-1.46324 # DEPENDENCYPART_ARC
(21,10),-1.04275 # DEPENDENCYPART_ARC
(21,11),-0.369002 # DEPENDENCYPART_ARC
(21,12),-1.25351 # DEPENDENCYPART_ARC
(21,13),-2.18543 # DEPENDENCYPART_ARC
(21,14),-0.366236 # DEPENDENCYPART_ARC
(21,15),-0.855668 # DEPENDENCYPART_ARC
(21,16),0.564198 # DEPENDENCYPART_ARC
(21,17),1.73651 # DEPENDENCYPART_ARC
(21,18),-0.563367 # DEPENDENCYPART_ARC
(21,19),2.19594 # DEPENDENCYPART_ARC
(21,20),5.56701 # DEPENDENCYPART_ARC
(21,22),1.88925 # DEPENDENCYPART_ARC
(21,23),4.02226 # DEPENDENCYPART_ARC
(21,24),1.50143 # DEPENDENCYPART_ARC
(21,25),1.30995 # DEPENDENCYPART_ARC
(21,26),0.975414 # DEPENDENCYPART_ARC
(21,27),0.555511 # DEPENDENCYPART_ARC
(21,28),0.955246 # DEPENDENCYPART_ARC
(21,29),-0.556597 # DEPENDENCYPART_ARC
(21,30),0.610677 # DEPENDENCYPART_ARC
(21,31),2.10998 # DEPENDENCYPART_ARC
(22,1),-3.10809 # DEPENDENCYPART_ARC
(22,2),-4.16244 # DEPENDENCYPART_ARC
(22,3),-1.92456 # DEPENDENCYPART_ARC
(22,4),-1.37354 # DEPENDENCYPART_ARC
(22,5),-2.45149 # DEPENDENCYPART_ARC
(22,6),-3.65704 # DEPENDENCYPART_ARC
(22,7),-2.49776 # DEPENDENCYPART_ARC
(22,8),-2.40717 # DEPENDENCYPART_ARC
(22,9),-1.83162 # DEPENDENCYPART_ARC
(22,10),-3.02678 # DEPENDENCYPART_ARC
(22,11),-1.69923 # DEPENDENCYPART_ARC
(22,12),-1.98949 # DEPENDENCYPART_ARC
(22,13),-2.02763 # DEPENDENCYPART_ARC
(22,14),-1.34394 # DEPENDENCYPART_ARC
(22,15),-2.30132 # DEPENDENCYPART_ARC
(22,16),-1.28541 # DEPENDENCYPART_ARC
(22,17),-1.25784 # DEPENDENCYPART_ARC
(22,18),-1.75216 # DEPENDENCYPART_ARC
(22,19),0.319046 # DEPENDENCYPART_ARC
(22,20),-0.0740126 # DEPENDENCYPART_ARC
(22,21),0.322186 # DEPENDENCYPART_ARC
(22,23),0.643262 # DEPENDENCYPART_ARC
(22,24),-0.887642 # DEPENDENCYPART_ARC
(22,25),-0.218326 # DEPENDENCYPART_ARC
(22,26),-1.40189 # DEPENDENCYPART_ARC
(22,27),-0.879566 # DEPENDENCYPART_ARC
(22,28),-1.7965 # DEPENDENCYPART_ARC
(22,29),-1.58201 # DEPENDENCYPART_ARC
(22,30),-0.891262 # DEPENDENCYPART_ARC
(22,31),-2.14351 # DEPENDENCYPART_ARC
(23,1),-2.28053 # DEPENDENCYPART_ARC
(23,2),-3.85634 # DEPENDENCYPART_ARC
(23,3),-4.03107 # DEPENDENCYPART_ARC
(23,4),-1.59771 # DEPENDENCYPART_ARC
(23,5),-2.97346 # DEPENDENCYPART_ARC
(23,6),-2.76726 # DEPENDENCYPART_ARC
(23,7),-2.58273 # DEPENDENCYPART_ARC
(23,8),-2.1215 # DEPENDENCYPART_ARC
(23,9),-0.877695 # DEPENDENCYPART_ARC
(23,10),-2.882 # DEPENDENCYPART_ARC
(23,11),-1.83067 # DEPENDENCYPART_ARC
(23,12),-1.77824 # DEPENDENCYPART_ARC
(23,13),-1.04516 # DEPENDENCYPART_ARC
(23,14),-2.64446 # DEPENDENCYPART_ARC
(23,15),-2.55353 # DEPENDENCYPART_ARC
(23,16),-0.873247 # DEPENDENCYPART_ARC
(23,17),-0.0217571 # DEPENDENCYPART_ARC
(23,18),-1.14833 # DEPENDENCYPART_ARC
(23,19),1.32169 # DEPENDENCYPART_ARC
(23,20),1.77798 # DEPENDENCYPART_ARC
(23,21),0.616826 # DEPENDENCYPART_ARC
(23,22),3.1854 # DEPENDENCYPART_ARC
(23,24),1.28909 # DEPENDENCYPART_ARC
(23,25),1.1238 # DEPENDENCYPART_ARC
(23,26),0.160261 # DEPENDENCYPART_ARC
(23,27),-0.149264 # DEPENDENCYPART_ARC
(23,28),-1.45026 # DEPENDENCYPART_ARC
(23,29),-1.53927 # DEPENDENCYPART_ARC
(23,30),0.443702 # DEPENDENCYPART_ARC
(23,31),0.103655 # DEPENDENCYPART_ARC
(24,1),-3.83573 # DEPENDENCYPART_ARC
(24,2),-3.27028 # DEPENDENCYPART_ARC
(24,3),-2.58667 # DEPENDENCYPART_ARC
(24,4),-1.79936 # DEPENDENCYPART_ARC
(24,5),-3.63642 # DEPENDENCYPART_ARC
(24,6),-3.01347 # DEPENDENCYPART_ARC
(24,7),-1.577 # DEPENDENCYPART_ARC
(24,8),-2.40076 # DEPENDENCYPART_ARC
(24,9),-1.2685 # DEPENDENCYPART_ARC
(24,10),-2.41975 # DEPENDENCYPART_ARC
(24,11),-2.17942 # DEPENDENCYPART_ARC
(24,12),-1.40613 # DEPENDENCYPART_ARC
(24,13),-1.6895 # DEPENDENCYPART_ARC
(24,14),-1.74945 # DEPENDENCYPART_ARC
(24,15),-2.37736 # DEPENDENCYPART_ARC
(24,16),-1.55329 # DEPENDENCYPART_ARC
(24,17),-1.49402 # DEPENDENCYPART_ARC
(24,18),-1.93724 # DEPENDENCYPART_ARC
(24,19),0.0789712 # DEPENDENCYPART_ARC
(24,20),-0.17191 # DEPENDENCYPART_ARC
(24,21),-0.911016 # DEPENDENCYPART_ARC
(24,22),0.138937 # DEPENDENCYPART_ARC
(24,23),0.47604 # DEPENDENCYPART_ARC
(24,25),2.62296 # DEPENDENCYPART_ARC
(24,26),0.186847 # DEPENDENCYPART_ARC
(24,27),1.28688 # DEPENDENCYPART_ARC
(24,28),-0.646817 # DEPENDENCYPART_ARC
(24,29),-2.73978 # DEPENDENCYPART_ARC
(24,30),-1.12508 # DEPENDENCYPART_ARC
(24,31),-1.2394 # DEPENDENCYPART_ARC
(25,1),-3.32381 # DEPENDENCYPART_ARC
(25,2),-4.12735 # DEPENDENCYPART_ARC
(25,3),-3.64719 # DEPENDENCYPART_ARC
(25,4),-2.57016 # DEPENDENCYPART_ARC
(25,5),-3.22125 # DEPENDENCYPART_ARC
(25,6),-3.71695 # DEPENDENCYPART_ARC
(25,7),-3.3631 # DEPENDENCYPART_ARC
(25,8),-3.15248 # DEPENDENCYPART_ARC
(25,9),-2.39049 # DEPENDENCYPART_ARC
(25,10),-3.27733 # DEPENDENCYPART_ARC
(25,11),-2.04567 # DEPENDENCYPART_ARC
(25,12),-1.80806 # DEPENDENCYPART_ARC
(25,13),-1.6462 # DEPENDENCYPART_ARC
(25,14),-2.14928 # DEPENDENCYPART_ARC
(25,15),-2.81363 # DEPENDENCYPART_ARC
(25,16),-1.61195 # DEPENDENCYPART_ARC
(25,17),-1.35838 # DEPENDENCYPART_ARC
(25,18),-2.62002 # DEPENDENCYPART_ARC
(25,19),-0.5858 # DEPENDENCYPART_ARC
(25,20),-0.340772 # DEPENDENCYPART_ARC
(25,21),-1.94751 # DEPENDENCYPART_ARC
(25,22),-0.615974 # DEPENDENCYPART_ARC
(25,23),0.0416619 # DEPENDENCYPART_ARC
(25,24),1.62256 # DEPENDENCYPART_ARC
(25,26),0.798144 # DEPENDENCYPART_ARC
(25,27),0.606249 # DEPENDENCYPART_ARC
(25,28),-0.0817297 # DEPENDENCYPART_ARC
(25,29),-0.965748 # DEPENDENCYPART_ARC
(25,30),-0.768988 # DEPENDENCYPART_ARC
(25,31),0.166865 # DEPENDENCYPART_ARC
(26,1),-4.00463 # DEPENDENCYPART_ARC
(26,2),-3.02349 # DEPENDENCYPART_ARC
(26,3),-2.11673 # DEPENDENCYPART_ARC
(26,4),-0.947813 # DEPENDENCYPART_ARC
(26,5),-3.93868 # DEPENDENCYPART_ARC
(26,6),-2.65678 # DEPENDENCYPART_ARC
(26,7),-1.14554 # DEPENDENCYPART_ARC
(26,8),-1.8977 # DEPENDENCYPART_ARC
(26,9),-0.935266 # DEPENDENCYPART_ARC
(26,10),-2.08833 # DEPENDENCYPART_ARC
(26,11),-2.00241 # DEPENDENCYPART_ARC
(26,12),-1.12189 # DEPENDENCYPART_ARC
(26,13),-1.42617 # DEPENDENCYPART_ARC
(26,14),-1.47131 # DEPENDENCYPART_ARC
(26,15),-2.13218 # DEPENDENCYPART_ARC
(26,16),-1.32068 # DEPENDENCYPART_ARC
(26,17),-1.27422 # DEPENDENCYPART_ARC
(26,18),-1.73329 # DEPENDENCYPART_ARC
(26,19),1.22072 # DEPENDENCYPART_ARC
(26,20),-0.523572 # DEPENDENCYPART_ARC
(26,21),-0.987569 # DEPENDENCYPART_ARC
(26,22),-0.373018 # DEPENDENCYPART_ARC
(26,23),-0.463434 # DEPENDENCYPART_ARC
(26,24),0.575803 # DEPENDENCYPART_ARC
(26,25),0.563401 # DEPENDENCYPART_ARC
(26,27),4.59295 # DEPENDENCYPART_ARC
(26,28),0.252887 # DEPENDENCYPART_ARC
(26,29),-2.19197 # DEPENDENCYPART_ARC
(26,30),0.0956008 # DEPENDENCYPART_ARC
(26,31),-0.156942 # DEPENDENCYPART_ARC
(27,1),-5.17315 # DEPENDENCYPART_ARC
(27,2),-2.95103 # DEPENDENCYPART_ARC
(27,3),-4.03546 # DEPENDENCYPART_ARC
(27,4),-3.49773 # DEPENDENCYPART_ARC
(27,5),-4.15348 # DEPENDENCYPART_ARC
(27,6),-3.71605 # DEPENDENCYPART_ARC
(27,7),-2.44102 # DEPENDENCYPART_ARC
(27,8),-3.68386 # DEPENDENCYPART_ARC
(27,9),-3.79771 # DEPENDENCYPART_ARC
(27,10),-2.44652 # DEPENDENCYPART_ARC
(27,11),-3.50617 # DEPENDENCYPART_ARC
(27,12),-2.3184 # DEPENDENCYPART_ARC
(27,13),-3.78246 # DEPENDENCYPART_ARC
(27,14),-2.00685 # DEPENDENCYPART_ARC
(27,15),-2.46612 # DEPENDENCYPART_ARC
(27,16),-2.64975 # DEPENDENCYPART_ARC
(27,17),-2.78764 # DEPENDENCYPART_ARC
(27,18),-3.41575 # DEPENDENCYPART_ARC
(27,19),-1.39219 # DEPENDENCYPART_ARC
(27,20),0.098238 # DEPENDENCYPART_ARC
(27,21),-2.40754 # DEPENDENCYPART_ARC
(27,22),-1.15866 # DEPENDENCYPART_ARC
(27,23),-2.79024 # DEPENDENCYPART_ARC
(27,24),-0.684078 # DEPENDENCYPART_ARC
(27,25),-0.463479 # DEPENDENCYPART_ARC
(27,26),-0.025481 # DEPENDENCYPART_ARC
(27,28),2.66595 # DEPENDENCYPART_ARC
(27,29),-1.04762 # DEPENDENCYPART_ARC
(27,30),0.510947 # DEPENDENCYPART_ARC
(27,31),-0.0417383 # DEPENDENCYPART_ARC
(28,1),-4.2539 # DEPENDENCYPART_ARC
(28,2),-3.44118 # DEPENDENCYPART_ARC
(28,3),-2.92847 # DEPENDENCYPART_ARC
(28,4),-3.14175 # DEPENDENCYPART_ARC
(28,5),-4.35993 # DEPENDENCYPART_ARC
(28,6),-3.19015 # DEPENDENCYPART_ARC
(28,7),-2.06245 # DEPENDENCYPART_ARC
(28,8),-2.77269 # DEPENDENCYPART_ARC
(28,9),-1.12416 # DEPENDENCYPART_ARC
(28,10),-2.66096 # DEPENDENCYPART_ARC
(28,11),-2.34255 # DEPENDENCYPART_ARC
(28,12),-1.67495 # DEPENDENCYPART_ARC
(28,13),-1.78291 # DEPENDENCYPART_ARC
(28,14),-2.10304 # DEPENDENCYPART_ARC
(28,15),-2.78224 # DEPENDENCYPART_ARC
(28,16),-1.68111 # DEPENDENCYPART_ARC
(28,17),-1.85602 # DEPENDENCYPART_ARC
(28,18),-2.36289 # DEPENDENCYPART_ARC
(28,19),-0.860847 # DEPENDENCYPART_ARC
(28,20),-1.09533 # DEPENDENCYPART_ARC
(28,21),-1.66625 # DEPENDENCYPART_ARC
(28,22),-0.517501 # DEPENDENCYPART_ARC
(28,23),-1.42665 # DEPENDENCYPART_ARC
(28,24),-0.275096 # DEPENDENCYPART_ARC
(28,25),-0.800426 # DEPENDENCYPART_ARC
(28,26),0.196838 # DEPENDENCYPART_ARC
(28,27),0.547296 # DEPENDENCYPART_ARC
(28,29),0.368651 # DEPENDENCYPART_ARC
(28,30),4.75566 # DEPENDENCYPART_ARC
(28,31),0.033846 # DEPENDENCYPART_ARC
(29,1),-3.79704 # DEPENDENCYPART_ARC
(29,2),-3.83465 # DEPENDENCYPART_ARC
(29,3),-3.38269 # DEPENDENCYPART_ARC
(29,4),-2.64499 # DEPENDENCYPART_ARC
(29,5),-3.79615 # DEPENDENCYPART_ARC
(29,6),-3.07436 # DEPENDENCYPART_ARC
(29,7),-3.49105 # DEPENDENCYPART_ARC
(29,8),-3.73168 # DEPENDENCYPART_ARC
(29,9),-1.60231 # DEPENDENCYPART_ARC
(29,10),-2.93009 # DEPENDENCYPART_ARC
(29,11),-2.52932 # DEPENDENCYPART_ARC
(29,12),-3.11474 # DEPENDENCYPART_ARC
(29,13),-4.15504 # DEPENDENCYPART_ARC
(29,14),-2.33726 # DEPENDENCYPART_ARC
(29,15),-2.86713 # DEPENDENCYPART_ARC
(29,16),-2.38843 # DEPENDENCYPART_ARC
(29,17),-3.33585 # DEPENDENCYPART_ARC
(29,18),-2.75873 # DEPENDENCYPART_ARC
(29,19),-1.59901 # DEPENDENCYPART_ARC
(29,20),-1.83117 # DEPENDENCYPART_ARC
(29,21),-2.15662 # DEPENDENCYPART_ARC
(29,22),-0.198937 # DEPENDENCYPART_ARC
(29,23),-1.50519 # DEPENDENCYPART_ARC
(29,24),-1.17713 # DEPENDENCYPART_ARC
(29,25),-1.20725 # DEPENDENCYPART_ARC
(29,26),-0.662929 # DEPENDENCYPART_ARC
(29,27),-0.838494 # DEPENDENCYPART_ARC
(29,28),0.484101 # DEPENDENCYPART_ARC
(29,30),0.120954 # DEPENDENCYPART_ARC
(29,31),-1.6254 # DEPENDENCYPART_ARC
(30,1),-4.00811 # DEPENDENCYPART_ARC
(30,2),-3.09362 # DEPENDENCYPART_ARC
(30,3),-5.29905 # DEPENDENCYPART_ARC
(30,4),-2.5919 # DEPENDENCYPART_ARC
(30,5),-3.32011 # DEPENDENCYPART_ARC
(30,6),-2.7999 # DEPENDENCYPART_ARC
(30,7),-3.12459 # DEPENDENCYPART_ARC
(30,8),-2.5957 # DEPENDENCYPART_ARC
(30,9),-3.77815 # DEPENDENCYPART_ARC
(30,10),-2.74087 # DEPENDENCYPART_ARC
(30,11),-2.86603 # DEPENDENCYPART_ARC
(30,12),-3.29134 # DEPENDENCYPART_ARC
(30,13),-4.32046 # DEPENDENCYPART_ARC
(30,14),-2.59981 # DEPENDENCYPART_ARC
(30,15),-2.46281 # DEPENDENCYPART_ARC
(30,16),-1.89431 # DEPENDENCYPART_ARC
(30,17),-2.51499 # DEPENDENCYPART_ARC
(30,18),-2.65831 # DEPENDENCYPART_ARC
(30,19),-0.822999 # DEPENDENCYPART_ARC
(30,20),-0.623093 # DEPENDENCYPART_ARC
(30,21),-2.10246 # DEPENDENCYPART_ARC
(30,22),-1.22406 # DEPENDENCYPART_ARC
(30,23),-2.34421 # DEPENDENCYPART_ARC
(30,24),-0.453959 # DEPENDENCYPART_ARC
(30,25),-0.81885 # DEPENDENCYPART_ARC
(30,26),-0.847347 # DEPENDENCYPART_ARC
(30,27),-0.167303 # DEPENDENCYPART_ARC
(30,28),0.732775 # DEPENDENCYPART_ARC
(30,29),4.68941 # DEPENDENCYPART_ARC
(30,31),0.62699 # DEPENDENCYPART_ARC
(31,1),-4.37029 # DEPENDENCYPART_ARC
(31,2),-5.08124 # DEPENDENCYPART_ARC
(31,3),-4.40215 # DEPENDENCYPART_ARC
(31,4),-4.17663 # DEPENDENCYPART_ARC
(31,5),-4.35643 # DEPENDENCYPART_ARC
(31,6),-5.12188 # DEPENDENCYPART_ARC
(31,7),-4.79688 # DEPENDENCYPART_ARC
(31,8),-4.59083 # DEPENDENCYPART_ARC
(31,9),-4.16189 # DEPENDENCYPART_ARC
(31,10),-4.72341 # DEPENDENCYPART_ARC
(31,11),-3.65673 # DEPENDENCYPART_ARC
(31,12),-4.43002 # DEPENDENCYPART_ARC
(31,13),-4.44755 # DEPENDENCYPART_ARC
(31,14),-3.73887 # DEPENDENCYPART_ARC
(31,15),-4.42157 # DEPENDENCYPART_ARC
(31,16),-3.57406 # DEPENDENCYPART_ARC
(31,17),-4.32746 # DEPENDENCYPART_ARC
(31,18),-4.54627 # DEPENDENCYPART_ARC
(31,19),-3.36463 # DEPENDENCYPART_ARC
(31,20),-4.22473 # DEPENDENCYPART_ARC
(31,21),-4.15983 # DEPENDENCYPART_ARC
(31,22),-3.87404 # DEPENDENCYPART_ARC
(31,23),-3.53497 # DEPENDENCYPART_ARC
(31,24),-3.09915 # DEPENDENCYPART_ARC
(31,25),-3.34425 # DEPENDENCYPART_ARC
(31,26),-2.89596 # DEPENDENCYPART_ARC
(31,27),-3.61007 # DEPENDENCYPART_ARC
(31,28),-2.45015 # DEPENDENCYPART_ARC
(31,29),-2.11804 # DEPENDENCYPART_ARC
(31,30),-2.3391 # DEPENDENCYPART_ARC
