# _root_ El president , que ha fet el_seu discurs en castellà i català , ha recordat un discurs que va fer a Cadaqués l' any_1980 i on exaltava la figura de Salvador_Dalí .
#goldHeads=2,15,6,6,6,2,8,6,6,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,20,27,20,29,27,29,30,15,
#predictedHeads=2,15,6,6,6,2,8,6,6,9,10,10,6,15,0,17,15,20,20,17,20,21,24,20,15,27,20,29,27,29,30,15,
(22,10),-2.74991 # DEPENDENCYPART_ARC
(22,11),-2.32529 # DEPENDENCYPART_ARC
(22,12),-2.94718 # DEPENDENCYPART_ARC
(22,13),-2.57375 # DEPENDENCYPART_ARC
(22,14),-3.46519 # DEPENDENCYPART_ARC
(22,15),-2.80555 # DEPENDENCYPART_ARC
(22,16),-1.8854 # DEPENDENCYPART_ARC
(22,17),-2.12034 # DEPENDENCYPART_ARC
(22,18),-0.923563 # DEPENDENCYPART_ARC
(22,19),-2.41237 # DEPENDENCYPART_ARC
(22,20),-1.11764 # DEPENDENCYPART_ARC
(22,21),0.544778 # DEPENDENCYPART_ARC
(22,23),0.219752 # DEPENDENCYPART_ARC
(22,24),-0.0542204 # DEPENDENCYPART_ARC
(22,25),0.133226 # DEPENDENCYPART_ARC
(22,26),-0.488792 # DEPENDENCYPART_ARC
(22,27),-0.345522 # DEPENDENCYPART_ARC
(22,28),-2.25643 # DEPENDENCYPART_ARC
(22,29),-1.9476 # DEPENDENCYPART_ARC
(22,30),-0.98777 # DEPENDENCYPART_ARC
(22,31),-1.23921 # DEPENDENCYPART_ARC
(22,32),0.136774 # DEPENDENCYPART_ARC
(23,1),-4.28514 # DEPENDENCYPART_ARC
(23,2),-3.93351 # DEPENDENCYPART_ARC
(23,4),-3.88841 # DEPENDENCYPART_ARC
(23,7),-3.68731 # DEPENDENCYPART_ARC
(23,8),-3.30052 # DEPENDENCYPART_ARC
(23,9),-3.27215 # DEPENDENCYPART_ARC
(23,10),-3.29033 # DEPENDENCYPART_ARC
(23,11),-2.73363 # DEPENDENCYPART_ARC
(23,12),-3.31941 # DEPENDENCYPART_ARC
(23,16),-2.32163 # DEPENDENCYPART_ARC
(23,17),-2.64236 # DEPENDENCYPART_ARC
(23,18),-3.03735 # DEPENDENCYPART_ARC
(23,21),-1.23638 # DEPENDENCYPART_ARC
(23,22),-0.368628 # DEPENDENCYPART_ARC
(23,24),1.12484 # DEPENDENCYPART_ARC
(23,25),-0.21664 # DEPENDENCYPART_ARC
(23,26),-1.27441 # DEPENDENCYPART_ARC
(23,28),-1.5248 # DEPENDENCYPART_ARC
(23,29),-2.50761 # DEPENDENCYPART_ARC
(23,30),-2.28257 # DEPENDENCYPART_ARC
(23,31),-3.40808 # DEPENDENCYPART_ARC
(24,1),-2.72298 # DEPENDENCYPART_ARC
(24,2),-3.35627 # DEPENDENCYPART_ARC
(24,3),-2.48792 # DEPENDENCYPART_ARC
(24,4),-0.78791 # DEPENDENCYPART_ARC
(24,5),-2.14878 # DEPENDENCYPART_ARC
(24,6),-2.45253 # DEPENDENCYPART_ARC
(24,8),-2.47484 # DEPENDENCYPART_ARC
(24,9),-1.43046 # DEPENDENCYPART_ARC
(24,10),-2.28444 # DEPENDENCYPART_ARC
(24,11),-1.07964 # DEPENDENCYPART_ARC
(24,12),-2.38006 # DEPENDENCYPART_ARC
(24,13),-1.0988 # DEPENDENCYPART_ARC
(24,14),-1.95484 # DEPENDENCYPART_ARC
(24,15),-2.07285 # DEPENDENCYPART_ARC
(24,16),-0.713861 # DEPENDENCYPART_ARC
(24,17),-1.67193 # DEPENDENCYPART_ARC
(24,18),-0.411332 # DEPENDENCYPART_ARC
(24,19),-1.21715 # DEPENDENCYPART_ARC
(24,20),-0.969879 # DEPENDENCYPART_ARC
(24,21),0.892226 # DEPENDENCYPART_ARC
(24,22),0.23132 # DEPENDENCYPART_ARC
(24,23),3.64867 # DEPENDENCYPART_ARC
(24,25),0.905982 # DEPENDENCYPART_ARC
(24,26),0.248231 # DEPENDENCYPART_ARC
(24,27),0.4129 # DEPENDENCYPART_ARC
(24,28),-1.2847 # DEPENDENCYPART_ARC
(24,29),-0.574393 # DEPENDENCYPART_ARC
(24,30),-0.886924 # DEPENDENCYPART_ARC
(24,31),-1.23328 # DEPENDENCYPART_ARC
(24,32),-0.625188 # DEPENDENCYPART_ARC
(25,3),-4.11986 # DEPENDENCYPART_ARC
(25,13),-3.59194 # DEPENDENCYPART_ARC
(25,22),-2.47206 # DEPENDENCYPART_ARC
(25,31),-1.83502 # DEPENDENCYPART_ARC
(26,1),-5.03009 # DEPENDENCYPART_ARC
(26,2),-3.56756 # DEPENDENCYPART_ARC
(26,6),-3.18235 # DEPENDENCYPART_ARC
(26,8),-3.17874 # DEPENDENCYPART_ARC
(26,9),-2.9968 # DEPENDENCYPART_ARC
(26,10),-3.0124 # DEPENDENCYPART_ARC
(26,12),-3.20359 # DEPENDENCYPART_ARC
(26,15),-2.88096 # DEPENDENCYPART_ARC
(26,16),-3.21467 # DEPENDENCYPART_ARC
(26,17),-2.78807 # DEPENDENCYPART_ARC
(26,20),-2.19784 # DEPENDENCYPART_ARC
(26,21),-1.5202 # DEPENDENCYPART_ARC
(26,23),-0.806956 # DEPENDENCYPART_ARC
(26,27),-0.12282 # DEPENDENCYPART_ARC
(26,28),-1.64069 # DEPENDENCYPART_ARC
(26,29),-1.16375 # DEPENDENCYPART_ARC
(26,30),-1.35658 # DEPENDENCYPART_ARC
(27,1),-6.19596 # DEPENDENCYPART_ARC
(27,2),-4.40529 # DEPENDENCYPART_ARC
(27,3),-4.70903 # DEPENDENCYPART_ARC
(27,4),-2.32071 # DEPENDENCYPART_ARC
(27,5),-2.78595 # DEPENDENCYPART_ARC
(27,6),-3.46349 # DEPENDENCYPART_ARC
(27,8),-2.17656 # DEPENDENCYPART_ARC
(27,9),-2.35835 # DEPENDENCYPART_ARC
(27,10),-2.27269 # DEPENDENCYPART_ARC
(27,11),-2.642 # DEPENDENCYPART_ARC
(27,12),-2.30113 # DEPENDENCYPART_ARC
(27,13),-4.75907 # DEPENDENCYPART_ARC
(27,14),-1.00917 # DEPENDENCYPART_ARC
(27,15),-3.23828 # DEPENDENCYPART_ARC
(27,17),-0.900975 # DEPENDENCYPART_ARC
(27,18),-0.28551 # DEPENDENCYPART_ARC
(27,19),-0.587129 # DEPENDENCYPART_ARC
(27,20),-1.78292 # DEPENDENCYPART_ARC
(27,21),-0.27077 # DEPENDENCYPART_ARC
(27,22),-1.35307 # DEPENDENCYPART_ARC
(27,23),-1.00091 # DEPENDENCYPART_ARC
(27,24),-0.240322 # DEPENDENCYPART_ARC
(27,25),0.667956 # DEPENDENCYPART_ARC
(27,26),4.44455 # DEPENDENCYPART_ARC
(27,28),-1.34132 # DEPENDENCYPART_ARC
(27,29),3.13984 # DEPENDENCYPART_ARC
(27,30),0.855959 # DEPENDENCYPART_ARC
(27,31),1.08994 # DEPENDENCYPART_ARC
(27,32),2.26335 # DEPENDENCYPART_ARC
(28,1),-5.65743 # DEPENDENCYPART_ARC
(28,2),-4.51774 # DEPENDENCYPART_ARC
(28,4),-4.09248 # DEPENDENCYPART_ARC
(28,7),-4.67793 # DEPENDENCYPART_ARC
(28,8),-3.72504 # DEPENDENCYPART_ARC
(28,9),-3.84478 # DEPENDENCYPART_ARC
(28,10),-3.7806 # DEPENDENCYPART_ARC
(28,11),-3.13887 # DEPENDENCYPART_ARC
(28,12),-3.89013 # DEPENDENCYPART_ARC
(28,16),-3.79112 # DEPENDENCYPART_ARC
(28,17),-3.69338 # DEPENDENCYPART_ARC
(28,18),-3.71028 # DEPENDENCYPART_ARC
(28,21),-2.8778 # DEPENDENCYPART_ARC
(28,22),-2.75748 # DEPENDENCYPART_ARC
(28,23),-2.69699 # DEPENDENCYPART_ARC
(28,24),-2.43151 # DEPENDENCYPART_ARC
(28,25),-2.05484 # DEPENDENCYPART_ARC
(28,26),-1.45379 # DEPENDENCYPART_ARC
(28,29),2.56753 # DEPENDENCYPART_ARC
(28,30),0.986086 # DEPENDENCYPART_ARC
(28,31),-1.55258 # DEPENDENCYPART_ARC
(29,1),-11.2884 # DEPENDENCYPART_ARC
(29,2),-3.58722 # DEPENDENCYPART_ARC
(29,3),-2.6824 # DEPENDENCYPART_ARC
(29,4),-1.43408 # DEPENDENCYPART_ARC
(29,5),-3.40671 # DEPENDENCYPART_ARC
(29,6),-2.74012 # DEPENDENCYPART_ARC
(29,7),-5.89258 # DEPENDENCYPART_ARC
(29,8),-1.95097 # DEPENDENCYPART_ARC
(29,9),-2.15263 # DEPENDENCYPART_ARC
(29,10),-2.09208 # DEPENDENCYPART_ARC
(29,11),-1.387 # DEPENDENCYPART_ARC
(29,12),-2.8162 # DEPENDENCYPART_ARC
(29,13),-1.78292 # DEPENDENCYPART_ARC
(29,14),-2.17844 # DEPENDENCYPART_ARC
(29,15),-2.31967 # DEPENDENCYPART_ARC
(29,16),-3.6457 # DEPENDENCYPART_ARC
(29,17),-2.07615 # DEPENDENCYPART_ARC
(29,18),-0.700967 # DEPENDENCYPART_ARC
(29,19),-1.49485 # DEPENDENCYPART_ARC
(29,20),-0.87394 # DEPENDENCYPART_ARC
(29,21),-1.08424 # DEPENDENCYPART_ARC
(29,22),-1.38452 # DEPENDENCYPART_ARC
(29,23),-1.55596 # DEPENDENCYPART_ARC
(29,24),-1.30019 # DEPENDENCYPART_ARC
(29,25),-0.526579 # DEPENDENCYPART_ARC
(29,26),-0.381721 # DEPENDENCYPART_ARC
(29,27),0.233821 # DEPENDENCYPART_ARC
(29,28),4.41201 # DEPENDENCYPART_ARC
(29,30),3.73454 # DEPENDENCYPART_ARC
(29,31),1.23575 # DEPENDENCYPART_ARC
(29,32),1.19131 # DEPENDENCYPART_ARC
(30,1),-3.54252 # DEPENDENCYPART_ARC
(30,2),-3.51427 # DEPENDENCYPART_ARC
(30,3),-5.82086 # DEPENDENCYPART_ARC
(30,4),-3.09868 # DEPENDENCYPART_ARC
(30,5),-3.6409 # DEPENDENCYPART_ARC
(30,6),-4.19721 # DEPENDENCYPART_ARC
(30,8),-2.80567 # DEPENDENCYPART_ARC
(30,9),-2.95611 # DEPENDENCYPART_ARC
(30,10),-2.24629 # DEPENDENCYPART_ARC
(30,11),-2.33765 # DEPENDENCYPART_ARC
(30,12),-2.77906 # DEPENDENCYPART_ARC
(30,13),-3.76208 # DEPENDENCYPART_ARC
(30,14),-2.3521 # DEPENDENCYPART_ARC
(30,15),-3.18483 # DEPENDENCYPART_ARC
(30,16),-2.53228 # DEPENDENCYPART_ARC
(30,17),-2.34451 # DEPENDENCYPART_ARC
(30,18),-2.07306 # DEPENDENCYPART_ARC
(30,19),-1.90259 # DEPENDENCYPART_ARC
(30,20),-2.14679 # DEPENDENCYPART_ARC
(30,21),-2.06209 # DEPENDENCYPART_ARC
(30,22),-1.70584 # DEPENDENCYPART_ARC
(30,23),-1.73038 # DEPENDENCYPART_ARC
(30,24),-1.47087 # DEPENDENCYPART_ARC
(30,25),-1.26021 # DEPENDENCYPART_ARC
(30,26),-1.31088 # DEPENDENCYPART_ARC
(30,27),0.00424075 # DEPENDENCYPART_ARC
(30,28),0.754042 # DEPENDENCYPART_ARC
(30,29),0.54252 # DEPENDENCYPART_ARC
(30,31),3.86846 # DEPENDENCYPART_ARC
(30,32),-0.541973 # DEPENDENCYPART_ARC
(31,1),-11.6942 # DEPENDENCYPART_ARC
(31,2),-3.59468 # DEPENDENCYPART_ARC
(31,3),-3.17331 # DEPENDENCYPART_ARC
(31,4),-1.40319 # DEPENDENCYPART_ARC
(31,5),-3.88891 # DEPENDENCYPART_ARC
(31,6),-2.41789 # DEPENDENCYPART_ARC
(31,7),-6.42325 # DEPENDENCYPART_ARC
(31,8),-2.15097 # DEPENDENCYPART_ARC
(31,9),-2.84177 # DEPENDENCYPART_ARC
(31,10),-2.18199 # DEPENDENCYPART_ARC
(31,11),-1.63971 # DEPENDENCYPART_ARC
(31,12),-2.52748 # DEPENDENCYPART_ARC
(31,13),-2.20812 # DEPENDENCYPART_ARC
(31,14),-2.65622 # DEPENDENCYPART_ARC
(31,15),-1.86186 # DEPENDENCYPART_ARC
(31,16),-3.40281 # DEPENDENCYPART_ARC
(31,17),-2.09396 # DEPENDENCYPART_ARC
(31,18),-0.853202 # DEPENDENCYPART_ARC
(31,19),-2.06301 # DEPENDENCYPART_ARC
(31,20),-1.46818 # DEPENDENCYPART_ARC
(31,21),-1.39984 # DEPENDENCYPART_ARC
(31,22),-1.21125 # DEPENDENCYPART_ARC
(31,23),-2.23535 # DEPENDENCYPART_ARC
(31,24),-1.04048 # DEPENDENCYPART_ARC
(31,25),-0.797453 # DEPENDENCYPART_ARC
(31,26),-0.713944 # DEPENDENCYPART_ARC
(31,27),-1.17229 # DEPENDENCYPART_ARC
(31,28),2.00032 # DEPENDENCYPART_ARC
(31,29),-0.0614317 # DEPENDENCYPART_ARC
(31,30),1.58105 # DEPENDENCYPART_ARC
(31,32),-0.807799 # DEPENDENCYPART_ARC
(32,11),-2.76334 # DEPENDENCYPART_ARC
(32,24),-2.68415 # DEPENDENCYPART_ARC
(32,25),-2.25061 # DEPENDENCYPART_ARC
