# _root_ ' La política ha de ser un projecte ètic i moral , un conjunt de principis i de normes presidida pel sentit comú ' , ha dit .
#goldHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,14,20,21,22,6,6,27,0,27,
#predictedHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,19,20,21,22,14,6,27,0,27,
(18,24),0.986177 # DEPENDENCYPART_ARC
(18,25),0.523053 # DEPENDENCYPART_ARC
(18,26),-1.98861 # DEPENDENCYPART_ARC
(18,27),-1.33363 # DEPENDENCYPART_ARC
(18,28),-0.468515 # DEPENDENCYPART_ARC
(19,1),-2.35454 # DEPENDENCYPART_ARC
(19,2),-3.07874 # DEPENDENCYPART_ARC
(19,3),-2.68158 # DEPENDENCYPART_ARC
(19,4),-1.23672 # DEPENDENCYPART_ARC
(19,5),-1.93524 # DEPENDENCYPART_ARC
(19,6),-1.37724 # DEPENDENCYPART_ARC
(19,7),-0.747837 # DEPENDENCYPART_ARC
(19,8),-2.40346 # DEPENDENCYPART_ARC
(19,9),-2.24915 # DEPENDENCYPART_ARC
(19,10),-0.914033 # DEPENDENCYPART_ARC
(19,11),-1.74269 # DEPENDENCYPART_ARC
(19,12),-1.07076 # DEPENDENCYPART_ARC
(19,13),0.455246 # DEPENDENCYPART_ARC
(19,14),-1.77245 # DEPENDENCYPART_ARC
(19,15),-0.487206 # DEPENDENCYPART_ARC
(19,16),0.292334 # DEPENDENCYPART_ARC
(19,17),0.266913 # DEPENDENCYPART_ARC
(19,18),1.19 # DEPENDENCYPART_ARC
(19,20),2.98022 # DEPENDENCYPART_ARC
(19,21),1.09292 # DEPENDENCYPART_ARC
(19,22),0.635094 # DEPENDENCYPART_ARC
(19,23),-0.987016 # DEPENDENCYPART_ARC
(19,24),0.88446 # DEPENDENCYPART_ARC
(19,25),-0.576821 # DEPENDENCYPART_ARC
(19,26),-0.364609 # DEPENDENCYPART_ARC
(19,27),-0.274132 # DEPENDENCYPART_ARC
(19,28),-1.09973 # DEPENDENCYPART_ARC
(20,1),-2.43669 # DEPENDENCYPART_ARC
(20,2),-2.0734 # DEPENDENCYPART_ARC
(20,3),-2.59255 # DEPENDENCYPART_ARC
(20,4),-2.19021 # DEPENDENCYPART_ARC
(20,5),-1.44422 # DEPENDENCYPART_ARC
(20,6),-2.07056 # DEPENDENCYPART_ARC
(20,7),-1.88073 # DEPENDENCYPART_ARC
(20,8),-2.39797 # DEPENDENCYPART_ARC
(20,9),-3.3909 # DEPENDENCYPART_ARC
(20,10),-0.689353 # DEPENDENCYPART_ARC
(20,11),-3.68874 # DEPENDENCYPART_ARC
(20,12),-0.507728 # DEPENDENCYPART_ARC
(20,13),-1.39751 # DEPENDENCYPART_ARC
(20,14),-1.8347 # DEPENDENCYPART_ARC
(20,15),0.429331 # DEPENDENCYPART_ARC
(20,16),-2.0388 # DEPENDENCYPART_ARC
(20,17),-0.0181677 # DEPENDENCYPART_ARC
(20,18),0.566331 # DEPENDENCYPART_ARC
(20,19),0.0259048 # DEPENDENCYPART_ARC
(20,21),3.40446 # DEPENDENCYPART_ARC
(20,22),1.36419 # DEPENDENCYPART_ARC
(20,23),-0.44369 # DEPENDENCYPART_ARC
(20,24),0.899436 # DEPENDENCYPART_ARC
(20,25),0.212282 # DEPENDENCYPART_ARC
(20,26),-0.138475 # DEPENDENCYPART_ARC
(20,27),-1.07097 # DEPENDENCYPART_ARC
(20,28),-0.609061 # DEPENDENCYPART_ARC
(21,1),-1.43595 # DEPENDENCYPART_ARC
(21,2),-1.36491 # DEPENDENCYPART_ARC
(21,3),-2.12679 # DEPENDENCYPART_ARC
(21,4),-2.60308 # DEPENDENCYPART_ARC
(21,5),-2.02119 # DEPENDENCYPART_ARC
(21,6),-1.37917 # DEPENDENCYPART_ARC
(21,7),-1.56767 # DEPENDENCYPART_ARC
(21,8),-2.32919 # DEPENDENCYPART_ARC
(21,9),-1.10801 # DEPENDENCYPART_ARC
(21,10),-1.01515 # DEPENDENCYPART_ARC
(21,11),-1.31764 # DEPENDENCYPART_ARC
(21,12),-1.22168 # DEPENDENCYPART_ARC
(21,13),-1.20236 # DEPENDENCYPART_ARC
(21,14),-1.8898 # DEPENDENCYPART_ARC
(21,15),-0.729337 # DEPENDENCYPART_ARC
(21,16),-2.37455 # DEPENDENCYPART_ARC
(21,17),-0.639592 # DEPENDENCYPART_ARC
(21,18),-0.183963 # DEPENDENCYPART_ARC
(21,19),-0.903414 # DEPENDENCYPART_ARC
(21,20),0.582607 # DEPENDENCYPART_ARC
(21,22),4.88597 # DEPENDENCYPART_ARC
(21,23),0.405628 # DEPENDENCYPART_ARC
(21,24),0.786675 # DEPENDENCYPART_ARC
(21,25),0.125199 # DEPENDENCYPART_ARC
(21,26),-0.377499 # DEPENDENCYPART_ARC
(21,27),-0.415507 # DEPENDENCYPART_ARC
(21,28),-0.757649 # DEPENDENCYPART_ARC
(22,1),-3.65039 # DEPENDENCYPART_ARC
(22,2),-4.96362 # DEPENDENCYPART_ARC
(22,3),-3.81645 # DEPENDENCYPART_ARC
(22,4),-3.81671 # DEPENDENCYPART_ARC
(22,5),-2.99241 # DEPENDENCYPART_ARC
(22,6),-2.98724 # DEPENDENCYPART_ARC
(22,7),-2.31825 # DEPENDENCYPART_ARC
(22,8),-3.29645 # DEPENDENCYPART_ARC
(22,9),-1.96502 # DEPENDENCYPART_ARC
(22,10),-1.98162 # DEPENDENCYPART_ARC
(22,11),-2.05633 # DEPENDENCYPART_ARC
(22,12),-2.24062 # DEPENDENCYPART_ARC
(22,13),-1.38615 # DEPENDENCYPART_ARC
(22,14),-2.85729 # DEPENDENCYPART_ARC
(22,15),-1.81063 # DEPENDENCYPART_ARC
(22,16),-2.5357 # DEPENDENCYPART_ARC
(22,17),-1.72107 # DEPENDENCYPART_ARC
(22,18),-1.30781 # DEPENDENCYPART_ARC
(22,19),-1.95815 # DEPENDENCYPART_ARC
(22,20),-0.944238 # DEPENDENCYPART_ARC
(22,21),0.173523 # DEPENDENCYPART_ARC
(22,23),4.20142 # DEPENDENCYPART_ARC
(22,24),1.18066 # DEPENDENCYPART_ARC
(22,25),0.0630017 # DEPENDENCYPART_ARC
(22,26),0.769612 # DEPENDENCYPART_ARC
(22,27),0.440985 # DEPENDENCYPART_ARC
(22,28),-0.839705 # DEPENDENCYPART_ARC
(23,1),-3.27707 # DEPENDENCYPART_ARC
(23,2),-2.50378 # DEPENDENCYPART_ARC
(23,3),-3.22003 # DEPENDENCYPART_ARC
(23,4),-2.39889 # DEPENDENCYPART_ARC
(23,5),-1.78645 # DEPENDENCYPART_ARC
(23,6),-2.44845 # DEPENDENCYPART_ARC
(23,7),-2.27976 # DEPENDENCYPART_ARC
(23,8),-2.82306 # DEPENDENCYPART_ARC
(23,9),-2.39133 # DEPENDENCYPART_ARC
(23,10),-1.2396 # DEPENDENCYPART_ARC
(23,11),-3.16101 # DEPENDENCYPART_ARC
(23,12),-1.92969 # DEPENDENCYPART_ARC
(23,13),-1.73747 # DEPENDENCYPART_ARC
(23,14),-2.37201 # DEPENDENCYPART_ARC
(23,15),-0.591726 # DEPENDENCYPART_ARC
(23,16),-2.98291 # DEPENDENCYPART_ARC
(23,17),-1.02631 # DEPENDENCYPART_ARC
(23,18),-0.456457 # DEPENDENCYPART_ARC
(23,19),-2.29317 # DEPENDENCYPART_ARC
(23,20),0.611512 # DEPENDENCYPART_ARC
(23,21),-0.200816 # DEPENDENCYPART_ARC
(23,22),0.172758 # DEPENDENCYPART_ARC
(23,24),0.576527 # DEPENDENCYPART_ARC
(23,25),-0.712392 # DEPENDENCYPART_ARC
(23,26),-0.676268 # DEPENDENCYPART_ARC
(23,27),-1.41335 # DEPENDENCYPART_ARC
(23,28),-1.3537 # DEPENDENCYPART_ARC
(24,1),-2.06498 # DEPENDENCYPART_ARC
(24,2),-2.83418 # DEPENDENCYPART_ARC
(24,3),-2.87557 # DEPENDENCYPART_ARC
(24,4),-2.73439 # DEPENDENCYPART_ARC
(24,5),-2.04785 # DEPENDENCYPART_ARC
(24,6),-2.55479 # DEPENDENCYPART_ARC
(24,7),-2.39962 # DEPENDENCYPART_ARC
(24,8),-2.25252 # DEPENDENCYPART_ARC
(24,9),-1.63292 # DEPENDENCYPART_ARC
(24,10),-1.69368 # DEPENDENCYPART_ARC
(24,11),-2.04532 # DEPENDENCYPART_ARC
(24,12),-1.40372 # DEPENDENCYPART_ARC
(24,13),-2.44126 # DEPENDENCYPART_ARC
(24,14),-2.24229 # DEPENDENCYPART_ARC
(24,15),-1.5859 # DEPENDENCYPART_ARC
(24,16),-2.09535 # DEPENDENCYPART_ARC
(24,17),-1.53596 # DEPENDENCYPART_ARC
(24,18),-1.43319 # DEPENDENCYPART_ARC
(24,19),-1.97584 # DEPENDENCYPART_ARC
(24,20),-1.40237 # DEPENDENCYPART_ARC
(24,21),-0.811773 # DEPENDENCYPART_ARC
(24,22),-1.14043 # DEPENDENCYPART_ARC
(24,23),0.0520368 # DEPENDENCYPART_ARC
(24,25),0.132894 # DEPENDENCYPART_ARC
(24,26),-0.405794 # DEPENDENCYPART_ARC
(24,27),-0.794208 # DEPENDENCYPART_ARC
(24,28),-0.927386 # DEPENDENCYPART_ARC
(25,1),-2.27175 # DEPENDENCYPART_ARC
(25,2),-3.10151 # DEPENDENCYPART_ARC
(25,3),-3.18849 # DEPENDENCYPART_ARC
(25,4),-3.04922 # DEPENDENCYPART_ARC
(25,5),-2.56721 # DEPENDENCYPART_ARC
(25,6),-2.74034 # DEPENDENCYPART_ARC
(25,7),-2.73423 # DEPENDENCYPART_ARC
(25,8),-2.60203 # DEPENDENCYPART_ARC
(25,9),-1.68727 # DEPENDENCYPART_ARC
(25,10),-1.94415 # DEPENDENCYPART_ARC
(25,11),-2.00057 # DEPENDENCYPART_ARC
(25,12),-1.49959 # DEPENDENCYPART_ARC
(25,13),-2.70148 # DEPENDENCYPART_ARC
(25,14),-2.75697 # DEPENDENCYPART_ARC
(25,15),-1.94749 # DEPENDENCYPART_ARC
(25,16),-2.55156 # DEPENDENCYPART_ARC
(25,17),-1.88823 # DEPENDENCYPART_ARC
(25,18),-1.89402 # DEPENDENCYPART_ARC
(25,19),-2.38578 # DEPENDENCYPART_ARC
(25,20),-1.75224 # DEPENDENCYPART_ARC
(25,21),-1.3734 # DEPENDENCYPART_ARC
(25,22),-1.87457 # DEPENDENCYPART_ARC
(25,23),-0.978317 # DEPENDENCYPART_ARC
(25,24),-0.164666 # DEPENDENCYPART_ARC
(25,26),-1.18274 # DEPENDENCYPART_ARC
(25,27),-2.22303 # DEPENDENCYPART_ARC
(25,28),-2.14579 # DEPENDENCYPART_ARC
(26,1),-1.78192 # DEPENDENCYPART_ARC
(26,2),-4.94439 # DEPENDENCYPART_ARC
(26,3),-4.05987 # DEPENDENCYPART_ARC
(26,4),-3.39871 # DEPENDENCYPART_ARC
(26,5),-4.90337 # DEPENDENCYPART_ARC
(26,6),-2.7367 # DEPENDENCYPART_ARC
(26,7),-5.04719 # DEPENDENCYPART_ARC
(26,8),-3.32759 # DEPENDENCYPART_ARC
(26,9),-2.38337 # DEPENDENCYPART_ARC
(26,10),-2.74744 # DEPENDENCYPART_ARC
(26,11),-2.24351 # DEPENDENCYPART_ARC
(26,12),-4.34045 # DEPENDENCYPART_ARC
(26,13),-4.59933 # DEPENDENCYPART_ARC
(26,14),-2.54752 # DEPENDENCYPART_ARC
(26,15),-3.93707 # DEPENDENCYPART_ARC
(26,16),-2.84509 # DEPENDENCYPART_ARC
(26,17),-2.40298 # DEPENDENCYPART_ARC
(26,18),-2.35721 # DEPENDENCYPART_ARC
(26,19),-2.43008 # DEPENDENCYPART_ARC
(26,20),-1.66432 # DEPENDENCYPART_ARC
(26,21),-2.03127 # DEPENDENCYPART_ARC
(26,22),-1.80652 # DEPENDENCYPART_ARC
(26,23),-2.13972 # DEPENDENCYPART_ARC
(26,24),-0.618534 # DEPENDENCYPART_ARC
(26,25),-1.44326 # DEPENDENCYPART_ARC
(26,27),1.06247 # DEPENDENCYPART_ARC
(26,28),1.60321 # DEPENDENCYPART_ARC
(27,1),0.96954 # DEPENDENCYPART_ARC
(27,2),-2.55575 # DEPENDENCYPART_ARC
(27,3),-1.50099 # DEPENDENCYPART_ARC
(27,4),2.31577 # DEPENDENCYPART_ARC
(27,5),-2.20131 # DEPENDENCYPART_ARC
(27,6),0.251842 # DEPENDENCYPART_ARC
(27,7),-2.21153 # DEPENDENCYPART_ARC
(27,8),-0.436676 # DEPENDENCYPART_ARC
(27,9),-0.710973 # DEPENDENCYPART_ARC
(27,10),-1.1492 # DEPENDENCYPART_ARC
(27,11),-0.531013 # DEPENDENCYPART_ARC
(27,12),-2.00145 # DEPENDENCYPART_ARC
(27,13),-1.80008 # DEPENDENCYPART_ARC
(27,14),0.279126 # DEPENDENCYPART_ARC
(27,15),-1.53753 # DEPENDENCYPART_ARC
(27,16),0.151263 # DEPENDENCYPART_ARC
(27,17),-0.468564 # DEPENDENCYPART_ARC
(27,18),-0.290765 # DEPENDENCYPART_ARC
(27,19),0.630553 # DEPENDENCYPART_ARC
(27,20),0.330108 # DEPENDENCYPART_ARC
(27,21),0.0542282 # DEPENDENCYPART_ARC
(27,22),0.506307 # DEPENDENCYPART_ARC
(27,23),-0.233607 # DEPENDENCYPART_ARC
(27,24),0.717611 # DEPENDENCYPART_ARC
(27,25),0.759134 # DEPENDENCYPART_ARC
(27,26),6.89322 # DEPENDENCYPART_ARC
(27,28),5.29241 # DEPENDENCYPART_ARC
(28,1),-4.53042 # DEPENDENCYPART_ARC
(28,2),-5.30494 # DEPENDENCYPART_ARC
(28,3),-5.33788 # DEPENDENCYPART_ARC
(28,4),-5.20707 # DEPENDENCYPART_ARC
(28,5),-4.59516 # DEPENDENCYPART_ARC
(28,6),-4.99767 # DEPENDENCYPART_ARC
(28,7),-4.99326 # DEPENDENCYPART_ARC
(28,8),-4.78352 # DEPENDENCYPART_ARC
(28,9),-4.24232 # DEPENDENCYPART_ARC
(28,10),-4.22451 # DEPENDENCYPART_ARC
(28,11),-4.50862 # DEPENDENCYPART_ARC
(28,12),-4.02746 # DEPENDENCYPART_ARC
(28,13),-4.88492 # DEPENDENCYPART_ARC
(28,14),-4.93415 # DEPENDENCYPART_ARC
(28,15),-4.18945 # DEPENDENCYPART_ARC
(28,16),-4.78368 # DEPENDENCYPART_ARC
(28,17),-4.13512 # DEPENDENCYPART_ARC
(28,18),-4.0918 # DEPENDENCYPART_ARC
(28,19),-4.76924 # DEPENDENCYPART_ARC
(28,20),-4.28057 # DEPENDENCYPART_ARC
(28,21),-3.88032 # DEPENDENCYPART_ARC
(28,22),-4.51112 # DEPENDENCYPART_ARC
(28,23),-4.19669 # DEPENDENCYPART_ARC
(28,24),-3.72178 # DEPENDENCYPART_ARC
(28,25),-3.35953 # DEPENDENCYPART_ARC
(28,26),-3.46965 # DEPENDENCYPART_ARC
(28,27),-2.63039 # DEPENDENCYPART_ARC
