# _root_ Una persona va morir a Barcelona i una altra a Tarragona , sense que hagi transcendit en quin hospital , perquè encara no s' ha formalitzat la denúncia .
#goldHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
#predictedHeads=2,4,4,0,4,5,6,9,6,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,13,28,26,4,
(18,2),-4.79554 # DEPENDENCYPART_ARC
(18,3),-4.87602 # DEPENDENCYPART_ARC
(18,4),-4.62738 # DEPENDENCYPART_ARC
(18,5),-3.77996 # DEPENDENCYPART_ARC
(18,6),-3.82311 # DEPENDENCYPART_ARC
(18,7),-3.33638 # DEPENDENCYPART_ARC
(18,8),-3.95571 # DEPENDENCYPART_ARC
(18,9),-4.04336 # DEPENDENCYPART_ARC
(18,10),-3.44384 # DEPENDENCYPART_ARC
(18,11),-3.56781 # DEPENDENCYPART_ARC
(18,12),-3.08823 # DEPENDENCYPART_ARC
(18,13),-2.73396 # DEPENDENCYPART_ARC
(18,14),-2.7471 # DEPENDENCYPART_ARC
(18,15),-3.82762 # DEPENDENCYPART_ARC
(18,16),-3.28947 # DEPENDENCYPART_ARC
(18,17),-0.969339 # DEPENDENCYPART_ARC
(18,19),0.675298 # DEPENDENCYPART_ARC
(18,20),-1.37145 # DEPENDENCYPART_ARC
(18,21),-1.13518 # DEPENDENCYPART_ARC
(18,22),-1.53473 # DEPENDENCYPART_ARC
(18,23),-1.69892 # DEPENDENCYPART_ARC
(18,24),-2.38495 # DEPENDENCYPART_ARC
(18,25),-2.95005 # DEPENDENCYPART_ARC
(18,26),-3.20015 # DEPENDENCYPART_ARC
(18,27),-2.75087 # DEPENDENCYPART_ARC
(18,28),-3.19986 # DEPENDENCYPART_ARC
(18,29),-2.931 # DEPENDENCYPART_ARC
(19,1),-4.15136 # DEPENDENCYPART_ARC
(19,2),-3.52275 # DEPENDENCYPART_ARC
(19,3),-2.24963 # DEPENDENCYPART_ARC
(19,4),-2.17915 # DEPENDENCYPART_ARC
(19,5),-2.03038 # DEPENDENCYPART_ARC
(19,6),-2.06637 # DEPENDENCYPART_ARC
(19,7),-1.53404 # DEPENDENCYPART_ARC
(19,8),-3.26837 # DEPENDENCYPART_ARC
(19,9),-2.83083 # DEPENDENCYPART_ARC
(19,10),-1.96424 # DEPENDENCYPART_ARC
(19,11),-1.63333 # DEPENDENCYPART_ARC
(19,12),-1.17947 # DEPENDENCYPART_ARC
(19,13),-0.789517 # DEPENDENCYPART_ARC
(19,14),0.463853 # DEPENDENCYPART_ARC
(19,15),-1.74917 # DEPENDENCYPART_ARC
(19,16),-1.92354 # DEPENDENCYPART_ARC
(19,17),0.959968 # DEPENDENCYPART_ARC
(19,18),4.1486 # DEPENDENCYPART_ARC
(19,20),0.243124 # DEPENDENCYPART_ARC
(19,21),-0.83865 # DEPENDENCYPART_ARC
(19,22),-1.71053 # DEPENDENCYPART_ARC
(19,23),-1.32507 # DEPENDENCYPART_ARC
(19,24),-1.17855 # DEPENDENCYPART_ARC
(19,25),-0.269375 # DEPENDENCYPART_ARC
(19,26),-0.228697 # DEPENDENCYPART_ARC
(19,27),-3.3255 # DEPENDENCYPART_ARC
(19,28),-2.06363 # DEPENDENCYPART_ARC
(19,29),0.749672 # DEPENDENCYPART_ARC
(20,1),-3.70846 # DEPENDENCYPART_ARC
(20,2),-4.00691 # DEPENDENCYPART_ARC
(20,3),-3.65319 # DEPENDENCYPART_ARC
(20,4),-3.53193 # DEPENDENCYPART_ARC
(20,5),-2.80357 # DEPENDENCYPART_ARC
(20,6),-3.62691 # DEPENDENCYPART_ARC
(20,7),-2.77133 # DEPENDENCYPART_ARC
(20,8),-3.53265 # DEPENDENCYPART_ARC
(20,9),-3.11934 # DEPENDENCYPART_ARC
(20,10),-2.67701 # DEPENDENCYPART_ARC
(20,11),-3.65302 # DEPENDENCYPART_ARC
(20,12),-2.60182 # DEPENDENCYPART_ARC
(20,13),-2.50361 # DEPENDENCYPART_ARC
(20,14),-2.41898 # DEPENDENCYPART_ARC
(20,15),-3.00227 # DEPENDENCYPART_ARC
(20,16),-2.62369 # DEPENDENCYPART_ARC
(20,17),-1.53916 # DEPENDENCYPART_ARC
(20,18),-1.15314 # DEPENDENCYPART_ARC
(20,19),-1.46032 # DEPENDENCYPART_ARC
(20,21),-1.03702 # DEPENDENCYPART_ARC
(20,22),-2.05241 # DEPENDENCYPART_ARC
(20,23),-2.17118 # DEPENDENCYPART_ARC
(20,24),-2.46681 # DEPENDENCYPART_ARC
(20,25),-1.99806 # DEPENDENCYPART_ARC
(20,26),-2.35157 # DEPENDENCYPART_ARC
(20,27),-3.31655 # DEPENDENCYPART_ARC
(20,28),-2.88193 # DEPENDENCYPART_ARC
(20,29),-2.21961 # DEPENDENCYPART_ARC
(21,1),-3.26851 # DEPENDENCYPART_ARC
(21,2),-3.44139 # DEPENDENCYPART_ARC
(21,3),-3.41794 # DEPENDENCYPART_ARC
(21,4),-3.21296 # DEPENDENCYPART_ARC
(21,5),-2.36771 # DEPENDENCYPART_ARC
(21,6),-3.11134 # DEPENDENCYPART_ARC
(21,7),-2.20596 # DEPENDENCYPART_ARC
(21,8),-3.09291 # DEPENDENCYPART_ARC
(21,9),-2.59297 # DEPENDENCYPART_ARC
(21,10),-2.25968 # DEPENDENCYPART_ARC
(21,11),-2.99697 # DEPENDENCYPART_ARC
(21,12),-2.24112 # DEPENDENCYPART_ARC
(21,13),-1.89159 # DEPENDENCYPART_ARC
(21,14),-1.88388 # DEPENDENCYPART_ARC
(21,15),-2.6526 # DEPENDENCYPART_ARC
(21,16),-2.34256 # DEPENDENCYPART_ARC
(21,17),-1.03601 # DEPENDENCYPART_ARC
(21,18),-1.33521 # DEPENDENCYPART_ARC
(21,19),-1.43741 # DEPENDENCYPART_ARC
(21,20),0.283288 # DEPENDENCYPART_ARC
(21,22),-0.393063 # DEPENDENCYPART_ARC
(21,23),-0.759112 # DEPENDENCYPART_ARC
(21,24),-0.738624 # DEPENDENCYPART_ARC
(21,25),-0.0891177 # DEPENDENCYPART_ARC
(21,26),-0.975093 # DEPENDENCYPART_ARC
(21,27),-2.71314 # DEPENDENCYPART_ARC
(21,28),-1.89701 # DEPENDENCYPART_ARC
(21,29),0.031907 # DEPENDENCYPART_ARC
(22,1),-2.64475 # DEPENDENCYPART_ARC
(22,2),-3.20569 # DEPENDENCYPART_ARC
(22,3),-2.46453 # DEPENDENCYPART_ARC
(22,4),-2.45295 # DEPENDENCYPART_ARC
(22,5),-0.691282 # DEPENDENCYPART_ARC
(22,6),-2.69438 # DEPENDENCYPART_ARC
(22,7),-1.59109 # DEPENDENCYPART_ARC
(22,8),-2.24914 # DEPENDENCYPART_ARC
(22,9),-1.96627 # DEPENDENCYPART_ARC
(22,10),-0.982615 # DEPENDENCYPART_ARC
(22,11),-2.68432 # DEPENDENCYPART_ARC
(22,12),-1.90004 # DEPENDENCYPART_ARC
(22,13),-1.07329 # DEPENDENCYPART_ARC
(22,14),-0.956496 # DEPENDENCYPART_ARC
(22,15),-1.76758 # DEPENDENCYPART_ARC
(22,16),-1.58107 # DEPENDENCYPART_ARC
(22,17),-0.12936 # DEPENDENCYPART_ARC
(22,18),-0.705507 # DEPENDENCYPART_ARC
(22,19),-1.00739 # DEPENDENCYPART_ARC
(22,20),0.0328904 # DEPENDENCYPART_ARC
(22,21),0.645798 # DEPENDENCYPART_ARC
(22,23),0.535958 # DEPENDENCYPART_ARC
(22,24),0.135282 # DEPENDENCYPART_ARC
(22,25),0.34664 # DEPENDENCYPART_ARC
(22,26),-0.46228 # DEPENDENCYPART_ARC
(22,27),-1.46577 # DEPENDENCYPART_ARC
(22,28),-1.27287 # DEPENDENCYPART_ARC
(22,29),-0.265418 # DEPENDENCYPART_ARC
(23,1),-3.01301 # DEPENDENCYPART_ARC
(23,2),-3.63874 # DEPENDENCYPART_ARC
(23,3),-2.86558 # DEPENDENCYPART_ARC
(23,4),-2.82667 # DEPENDENCYPART_ARC
(23,5),-1.51513 # DEPENDENCYPART_ARC
(23,6),-3.04461 # DEPENDENCYPART_ARC
(23,7),-1.84825 # DEPENDENCYPART_ARC
(23,8),-2.59777 # DEPENDENCYPART_ARC
(23,9),-2.38619 # DEPENDENCYPART_ARC
(23,10),-1.74623 # DEPENDENCYPART_ARC
(23,11),-3.05202 # DEPENDENCYPART_ARC
(23,12),-2.26883 # DEPENDENCYPART_ARC
(23,13),-1.60629 # DEPENDENCYPART_ARC
(23,14),-1.19304 # DEPENDENCYPART_ARC
(23,15),-2.22868 # DEPENDENCYPART_ARC
(23,16),-2.06798 # DEPENDENCYPART_ARC
(23,17),-0.709844 # DEPENDENCYPART_ARC
(23,18),-1.31027 # DEPENDENCYPART_ARC
(23,19),-1.45868 # DEPENDENCYPART_ARC
(23,20),-0.555228 # DEPENDENCYPART_ARC
(23,21),-0.201641 # DEPENDENCYPART_ARC
(23,22),0.685386 # DEPENDENCYPART_ARC
(23,24),-0.783023 # DEPENDENCYPART_ARC
(23,25),-0.960386 # DEPENDENCYPART_ARC
(23,26),-1.83846 # DEPENDENCYPART_ARC
(23,27),-2.86311 # DEPENDENCYPART_ARC
(23,28),-2.51737 # DEPENDENCYPART_ARC
(23,29),-1.5739 # DEPENDENCYPART_ARC
(24,1),-4.02851 # DEPENDENCYPART_ARC
(24,2),-3.07519 # DEPENDENCYPART_ARC
(24,3),-2.61537 # DEPENDENCYPART_ARC
(24,4),-2.35716 # DEPENDENCYPART_ARC
(24,5),-2.33247 # DEPENDENCYPART_ARC
(24,6),-2.68584 # DEPENDENCYPART_ARC
(24,7),-1.70108 # DEPENDENCYPART_ARC
(24,8),-2.82753 # DEPENDENCYPART_ARC
(24,9),-2.12721 # DEPENDENCYPART_ARC
(24,10),-2.13475 # DEPENDENCYPART_ARC
(24,11),-2.67809 # DEPENDENCYPART_ARC
(24,12),-1.75291 # DEPENDENCYPART_ARC
(24,13),-1.79199 # DEPENDENCYPART_ARC
(24,14),-0.671357 # DEPENDENCYPART_ARC
(24,15),-1.99289 # DEPENDENCYPART_ARC
(24,16),-1.71166 # DEPENDENCYPART_ARC
(24,17),-0.733441 # DEPENDENCYPART_ARC
(24,18),-1.07681 # DEPENDENCYPART_ARC
(24,19),-1.9243 # DEPENDENCYPART_ARC
(24,20),-0.636553 # DEPENDENCYPART_ARC
(24,21),-0.194426 # DEPENDENCYPART_ARC
(24,22),0.262783 # DEPENDENCYPART_ARC
(24,23),1.09924 # DEPENDENCYPART_ARC
(24,25),0.216613 # DEPENDENCYPART_ARC
(24,26),-0.851545 # DEPENDENCYPART_ARC
(24,27),-1.64522 # DEPENDENCYPART_ARC
(24,28),-0.485215 # DEPENDENCYPART_ARC
(24,29),-0.286241 # DEPENDENCYPART_ARC
(25,1),-5.21886 # DEPENDENCYPART_ARC
(25,2),-4.39694 # DEPENDENCYPART_ARC
(25,3),-1.74045 # DEPENDENCYPART_ARC
(25,4),-3.27781 # DEPENDENCYPART_ARC
(25,5),-3.51887 # DEPENDENCYPART_ARC
(25,6),-5.13717 # DEPENDENCYPART_ARC
(25,7),-2.11732 # DEPENDENCYPART_ARC
(25,8),-2.79684 # DEPENDENCYPART_ARC
(25,9),-2.87281 # DEPENDENCYPART_ARC
(25,10),-2.18711 # DEPENDENCYPART_ARC
(25,11),-4.41679 # DEPENDENCYPART_ARC
(25,12),-1.16685 # DEPENDENCYPART_ARC
(25,13),-2.1831 # DEPENDENCYPART_ARC
(25,14),0.64589 # DEPENDENCYPART_ARC
(25,15),-0.299811 # DEPENDENCYPART_ARC
(25,16),-2.56686 # DEPENDENCYPART_ARC
(25,17),-0.640659 # DEPENDENCYPART_ARC
(25,18),-2.55045 # DEPENDENCYPART_ARC
(25,19),-2.29804 # DEPENDENCYPART_ARC
(25,20),0.34896 # DEPENDENCYPART_ARC
(25,21),1.68909 # DEPENDENCYPART_ARC
(25,22),0.861183 # DEPENDENCYPART_ARC
(25,23),1.50955 # DEPENDENCYPART_ARC
(25,24),2.03378 # DEPENDENCYPART_ARC
(25,26),1.80049 # DEPENDENCYPART_ARC
(25,27),-2.91684 # DEPENDENCYPART_ARC
(25,28),0.609653 # DEPENDENCYPART_ARC
(25,29),1.63089 # DEPENDENCYPART_ARC
(26,1),-3.04862 # DEPENDENCYPART_ARC
(26,2),-1.33901 # DEPENDENCYPART_ARC
(26,3),0.12626 # DEPENDENCYPART_ARC
(26,4),-1.33157 # DEPENDENCYPART_ARC
(26,5),-2.08435 # DEPENDENCYPART_ARC
(26,6),-2.77921 # DEPENDENCYPART_ARC
(26,7),-0.863049 # DEPENDENCYPART_ARC
(26,8),-1.09574 # DEPENDENCYPART_ARC
(26,9),-1.17879 # DEPENDENCYPART_ARC
(26,10),-0.681766 # DEPENDENCYPART_ARC
(26,11),-2.15114 # DEPENDENCYPART_ARC
(26,12),0.542825 # DEPENDENCYPART_ARC
(26,13),-0.790436 # DEPENDENCYPART_ARC
(26,14),2.49385 # DEPENDENCYPART_ARC
(26,15),1.93705 # DEPENDENCYPART_ARC
(26,16),-0.345666 # DEPENDENCYPART_ARC
(26,17),1.05555 # DEPENDENCYPART_ARC
(26,18),-0.338794 # DEPENDENCYPART_ARC
(26,19),0.11896 # DEPENDENCYPART_ARC
(26,20),2.76786 # DEPENDENCYPART_ARC
(26,21),3.20852 # DEPENDENCYPART_ARC
(26,22),2.48331 # DEPENDENCYPART_ARC
(26,23),3.44999 # DEPENDENCYPART_ARC
(26,24),4.50086 # DEPENDENCYPART_ARC
(26,25),6.77929 # DEPENDENCYPART_ARC
(26,27),-1.13008 # DEPENDENCYPART_ARC
(26,28),3.49299 # DEPENDENCYPART_ARC
(26,29),3.22008 # DEPENDENCYPART_ARC
(27,1),-4.17332 # DEPENDENCYPART_ARC
(27,2),-4.6458 # DEPENDENCYPART_ARC
(27,3),-4.54009 # DEPENDENCYPART_ARC
(27,4),-4.40761 # DEPENDENCYPART_ARC
(27,5),-4.26844 # DEPENDENCYPART_ARC
(27,6),-4.00418 # DEPENDENCYPART_ARC
(27,7),-3.30231 # DEPENDENCYPART_ARC
(27,8),-3.49996 # DEPENDENCYPART_ARC
(27,9),-3.6916 # DEPENDENCYPART_ARC
(27,10),-4.00028 # DEPENDENCYPART_ARC
(27,11),-3.78758 # DEPENDENCYPART_ARC
(27,12),-3.21417 # DEPENDENCYPART_ARC
(27,13),-3.46482 # DEPENDENCYPART_ARC
(27,14),-3.17824 # DEPENDENCYPART_ARC
(27,15),-4.20996 # DEPENDENCYPART_ARC
(27,16),-4.39887 # DEPENDENCYPART_ARC
(27,17),-3.05339 # DEPENDENCYPART_ARC
(27,18),-2.59863 # DEPENDENCYPART_ARC
(27,19),-3.65813 # DEPENDENCYPART_ARC
(27,20),-2.67964 # DEPENDENCYPART_ARC
(27,21),-2.62102 # DEPENDENCYPART_ARC
(27,22),-2.41594 # DEPENDENCYPART_ARC
(27,23),-2.26032 # DEPENDENCYPART_ARC
(27,24),-1.93224 # DEPENDENCYPART_ARC
(27,25),-2.17086 # DEPENDENCYPART_ARC
(27,26),-1.77198 # DEPENDENCYPART_ARC
(27,28),1.14703 # DEPENDENCYPART_ARC
(27,29),-0.867147 # DEPENDENCYPART_ARC
(28,1),-5.43284 # DEPENDENCYPART_ARC
(28,2),-3.4206 # DEPENDENCYPART_ARC
(28,3),-2.69523 # DEPENDENCYPART_ARC
(28,4),-2.2995 # DEPENDENCYPART_ARC
(28,5),-3.05932 # DEPENDENCYPART_ARC
(28,6),-2.46803 # DEPENDENCYPART_ARC
(28,7),-0.658371 # DEPENDENCYPART_ARC
(28,8),-4.50066 # DEPENDENCYPART_ARC
(28,9),-2.82566 # DEPENDENCYPART_ARC
(28,10),-2.95351 # DEPENDENCYPART_ARC
(28,11),-2.10263 # DEPENDENCYPART_ARC
(28,12),-1.4057 # DEPENDENCYPART_ARC
(28,13),-1.936 # DEPENDENCYPART_ARC
(28,14),0.994735 # DEPENDENCYPART_ARC
(28,15),-2.1675 # DEPENDENCYPART_ARC
(28,16),-2.62163 # DEPENDENCYPART_ARC
(28,17),-1.05555 # DEPENDENCYPART_ARC
(28,18),-1.88875 # DEPENDENCYPART_ARC
(28,19),-2.29362 # DEPENDENCYPART_ARC
(28,20),-0.948917 # DEPENDENCYPART_ARC
(28,21),-0.434642 # DEPENDENCYPART_ARC
(28,22),0.214853 # DEPENDENCYPART_ARC
(28,23),-0.225661 # DEPENDENCYPART_ARC
(28,24),0.258774 # DEPENDENCYPART_ARC
(28,25),-1.0985 # DEPENDENCYPART_ARC
(28,26),0.186503 # DEPENDENCYPART_ARC
(28,27),5.02912 # DEPENDENCYPART_ARC
(28,29),0.458653 # DEPENDENCYPART_ARC
(29,1),-5.04711 # DEPENDENCYPART_ARC
(29,2),-5.18373 # DEPENDENCYPART_ARC
(29,3),-4.90917 # DEPENDENCYPART_ARC
(29,4),-4.96024 # DEPENDENCYPART_ARC
(29,5),-4.15206 # DEPENDENCYPART_ARC
(29,6),-4.92192 # DEPENDENCYPART_ARC
(29,7),-3.96303 # DEPENDENCYPART_ARC
(29,8),-4.93721 # DEPENDENCYPART_ARC
(29,9),-4.3041 # DEPENDENCYPART_ARC
(29,10),-4.01868 # DEPENDENCYPART_ARC
(29,11),-4.9962 # DEPENDENCYPART_ARC
(29,12),-4.10804 # DEPENDENCYPART_ARC
(29,13),-3.91713 # DEPENDENCYPART_ARC
(29,14),-3.76965 # DEPENDENCYPART_ARC
(29,15),-4.67704 # DEPENDENCYPART_ARC
(29,16),-4.53811 # DEPENDENCYPART_ARC
(29,17),-3.64883 # DEPENDENCYPART_ARC
(29,18),-4.4526 # DEPENDENCYPART_ARC
(29,19),-4.50037 # DEPENDENCYPART_ARC
(29,20),-3.60706 # DEPENDENCYPART_ARC
(29,21),-3.44302 # DEPENDENCYPART_ARC
(29,22),-3.90118 # DEPENDENCYPART_ARC
(29,23),-3.86123 # DEPENDENCYPART_ARC
(29,24),-3.48205 # DEPENDENCYPART_ARC
(29,25),-3.70196 # DEPENDENCYPART_ARC
(29,26),-3.2977 # DEPENDENCYPART_ARC
(29,27),-2.08342 # DEPENDENCYPART_ARC
(29,28),-2.31052 # DEPENDENCYPART_ARC
