# _root_ Dins l' àmbit del Barri_Antic , el consistori també ha anunciat l' inici de la renovació del paviment del carrer Sobrerroca , que començarà el dia_10_de_juny .
#goldHeads=11,3,1,3,4,1,8,11,11,11,0,13,11,13,16,14,16,17,18,19,20,24,24,16,26,24,11,
#predictedHeads=11,3,1,3,4,1,8,11,11,11,0,13,11,13,16,14,16,17,18,19,20,24,24,20,26,24,11,
(21,14),-0.408026 # DEPENDENCYPART_ARC
(21,15),-0.741063 # DEPENDENCYPART_ARC
(21,16),-1.08738 # DEPENDENCYPART_ARC
(21,17),-0.210057 # DEPENDENCYPART_ARC
(21,18),0.316549 # DEPENDENCYPART_ARC
(21,19),0.803855 # DEPENDENCYPART_ARC
(21,20),2.0137 # DEPENDENCYPART_ARC
(21,22),0.319259 # DEPENDENCYPART_ARC
(21,23),-0.196318 # DEPENDENCYPART_ARC
(21,24),1.41788 # DEPENDENCYPART_ARC
(21,25),-1.48198 # DEPENDENCYPART_ARC
(21,26),-0.686674 # DEPENDENCYPART_ARC
(21,27),1.111 # DEPENDENCYPART_ARC
(22,3),-3.76228 # DEPENDENCYPART_ARC
(22,6),-1.9009 # DEPENDENCYPART_ARC
(22,8),-3.5505 # DEPENDENCYPART_ARC
(22,13),-3.07882 # DEPENDENCYPART_ARC
(22,16),-2.76305 # DEPENDENCYPART_ARC
(22,18),-2.29583 # DEPENDENCYPART_ARC
(22,20),-1.6109 # DEPENDENCYPART_ARC
(23,1),-3.16492 # DEPENDENCYPART_ARC
(23,2),-6.09908 # DEPENDENCYPART_ARC
(23,3),-4.60704 # DEPENDENCYPART_ARC
(23,4),-4.2446 # DEPENDENCYPART_ARC
(23,7),-6.39262 # DEPENDENCYPART_ARC
(23,8),-4.3792 # DEPENDENCYPART_ARC
(23,11),-3.69967 # DEPENDENCYPART_ARC
(23,12),-4.86919 # DEPENDENCYPART_ARC
(23,13),-3.92175 # DEPENDENCYPART_ARC
(23,14),-1.78232 # DEPENDENCYPART_ARC
(23,15),-4.26755 # DEPENDENCYPART_ARC
(23,16),-3.57115 # DEPENDENCYPART_ARC
(23,17),-2.85965 # DEPENDENCYPART_ARC
(23,18),-3.5686 # DEPENDENCYPART_ARC
(23,19),-2.50241 # DEPENDENCYPART_ARC
(23,20),-3.08176 # DEPENDENCYPART_ARC
(23,24),-0.113654 # DEPENDENCYPART_ARC
(23,25),-1.62647 # DEPENDENCYPART_ARC
(24,1),0.150525 # DEPENDENCYPART_ARC
(24,2),-4.64618 # DEPENDENCYPART_ARC
(24,3),-0.127858 # DEPENDENCYPART_ARC
(24,4),-3.72944 # DEPENDENCYPART_ARC
(24,5),-0.958504 # DEPENDENCYPART_ARC
(24,6),-2.4562 # DEPENDENCYPART_ARC
(24,7),-4.21328 # DEPENDENCYPART_ARC
(24,8),1.14296 # DEPENDENCYPART_ARC
(24,9),-0.978536 # DEPENDENCYPART_ARC
(24,10),0.175654 # DEPENDENCYPART_ARC
(24,11),-1.75827 # DEPENDENCYPART_ARC
(24,12),-2.34203 # DEPENDENCYPART_ARC
(24,13),0.339414 # DEPENDENCYPART_ARC
(24,14),-2.27905 # DEPENDENCYPART_ARC
(24,15),-2.14187 # DEPENDENCYPART_ARC
(24,16),0.641574 # DEPENDENCYPART_ARC
(24,17),-1.9999 # DEPENDENCYPART_ARC
(24,18),0.207398 # DEPENDENCYPART_ARC
(24,19),-1.6789 # DEPENDENCYPART_ARC
(24,20),0.202152 # DEPENDENCYPART_ARC
(24,21),-0.643699 # DEPENDENCYPART_ARC
(24,22),2.01187 # DEPENDENCYPART_ARC
(24,23),4.36335 # DEPENDENCYPART_ARC
(24,25),-1.4125 # DEPENDENCYPART_ARC
(24,26),1.91347 # DEPENDENCYPART_ARC
(24,27),2.71682 # DEPENDENCYPART_ARC
(25,1),-5.32522 # DEPENDENCYPART_ARC
(25,2),-6.4634 # DEPENDENCYPART_ARC
(25,3),-4.70363 # DEPENDENCYPART_ARC
(25,4),-4.94881 # DEPENDENCYPART_ARC
(25,5),-4.1815 # DEPENDENCYPART_ARC
(25,7),-5.16368 # DEPENDENCYPART_ARC
(25,8),-4.30733 # DEPENDENCYPART_ARC
(25,9),-4.31049 # DEPENDENCYPART_ARC
(25,12),-5.33729 # DEPENDENCYPART_ARC
(25,13),-3.88669 # DEPENDENCYPART_ARC
(25,14),-3.98808 # DEPENDENCYPART_ARC
(25,15),-3.86409 # DEPENDENCYPART_ARC
(25,16),-3.7796 # DEPENDENCYPART_ARC
(25,17),-3.2632 # DEPENDENCYPART_ARC
(25,18),-3.43253 # DEPENDENCYPART_ARC
(25,19),-2.98336 # DEPENDENCYPART_ARC
(25,20),-3.20661 # DEPENDENCYPART_ARC
(25,21),-2.72716 # DEPENDENCYPART_ARC
(25,23),-2.49334 # DEPENDENCYPART_ARC
(25,26),0.0846744 # DEPENDENCYPART_ARC
(26,1),-2.92241 # DEPENDENCYPART_ARC
(26,2),-3.71592 # DEPENDENCYPART_ARC
(26,3),-3.74426 # DEPENDENCYPART_ARC
(26,4),-2.6052 # DEPENDENCYPART_ARC
(26,5),-3.65666 # DEPENDENCYPART_ARC
(26,6),-1.85335 # DEPENDENCYPART_ARC
(26,7),-2.5951 # DEPENDENCYPART_ARC
(26,8),-3.25425 # DEPENDENCYPART_ARC
(26,9),-1.60788 # DEPENDENCYPART_ARC
(26,10),-2.44311 # DEPENDENCYPART_ARC
(26,11),-2.57406 # DEPENDENCYPART_ARC
(26,12),-2.18108 # DEPENDENCYPART_ARC
(26,13),-2.77932 # DEPENDENCYPART_ARC
(26,14),-1.65914 # DEPENDENCYPART_ARC
(26,15),-1.67205 # DEPENDENCYPART_ARC
(26,16),-2.34286 # DEPENDENCYPART_ARC
(26,17),-1.21295 # DEPENDENCYPART_ARC
(26,18),-2.08624 # DEPENDENCYPART_ARC
(26,19),-0.914665 # DEPENDENCYPART_ARC
(26,20),-1.80816 # DEPENDENCYPART_ARC
(26,21),-1.65923 # DEPENDENCYPART_ARC
(26,22),0.0817112 # DEPENDENCYPART_ARC
(26,23),0.156502 # DEPENDENCYPART_ARC
(26,24),-0.0657631 # DEPENDENCYPART_ARC
(26,25),3.81731 # DEPENDENCYPART_ARC
(26,27),0.507864 # DEPENDENCYPART_ARC
(27,26),-0.777138 # DEPENDENCYPART_ARC
