# _root_ Boff va ser condemnat pel Vaticà , l' any_1985 , a un any de silenci i va tornar a ser amonestat posteriorment pel contingut dels seus escrits .
#goldHeads=4,4,4,0,4,5,9,9,4,9,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
#predictedHeads=4,4,4,0,4,5,9,9,4,11,4,13,11,13,14,4,21,20,21,21,4,21,21,23,24,27,25,4,
(18,21),0.508282 # DEPENDENCYPART_ARC
(18,22),-0.448984 # DEPENDENCYPART_ARC
(18,23),0.555719 # DEPENDENCYPART_ARC
(18,24),-0.884244 # DEPENDENCYPART_ARC
(18,25),-0.640957 # DEPENDENCYPART_ARC
(18,26),-3.13828 # DEPENDENCYPART_ARC
(18,27),0.355105 # DEPENDENCYPART_ARC
(18,28),1.83167 # DEPENDENCYPART_ARC
(19,1),-4.36669 # DEPENDENCYPART_ARC
(19,2),-2.85041 # DEPENDENCYPART_ARC
(19,3),-3.02038 # DEPENDENCYPART_ARC
(19,4),-3.62105 # DEPENDENCYPART_ARC
(19,5),-3.89622 # DEPENDENCYPART_ARC
(19,6),-3.92976 # DEPENDENCYPART_ARC
(19,7),-2.96156 # DEPENDENCYPART_ARC
(19,8),-3.19527 # DEPENDENCYPART_ARC
(19,9),-2.5422 # DEPENDENCYPART_ARC
(19,10),-2.8283 # DEPENDENCYPART_ARC
(19,11),-3.24874 # DEPENDENCYPART_ARC
(19,12),-2.7362 # DEPENDENCYPART_ARC
(19,13),-3.03651 # DEPENDENCYPART_ARC
(19,14),-2.44684 # DEPENDENCYPART_ARC
(19,15),-2.47495 # DEPENDENCYPART_ARC
(19,16),-1.62332 # DEPENDENCYPART_ARC
(19,17),-1.14859 # DEPENDENCYPART_ARC
(19,18),-0.542922 # DEPENDENCYPART_ARC
(19,20),0.824333 # DEPENDENCYPART_ARC
(19,21),1.39454 # DEPENDENCYPART_ARC
(19,22),-1.0463 # DEPENDENCYPART_ARC
(19,23),-0.556227 # DEPENDENCYPART_ARC
(19,24),0.273524 # DEPENDENCYPART_ARC
(19,25),-1.31415 # DEPENDENCYPART_ARC
(19,26),-3.59302 # DEPENDENCYPART_ARC
(19,27),-1.19575 # DEPENDENCYPART_ARC
(19,28),-1.15252 # DEPENDENCYPART_ARC
(20,1),-0.598077 # DEPENDENCYPART_ARC
(20,2),0.243092 # DEPENDENCYPART_ARC
(20,3),0.732726 # DEPENDENCYPART_ARC
(20,4),-2.06403 # DEPENDENCYPART_ARC
(20,5),-0.860115 # DEPENDENCYPART_ARC
(20,6),-0.874855 # DEPENDENCYPART_ARC
(20,7),-2.85212 # DEPENDENCYPART_ARC
(20,8),-1.66203 # DEPENDENCYPART_ARC
(20,9),-1.4208 # DEPENDENCYPART_ARC
(20,10),-2.54438 # DEPENDENCYPART_ARC
(20,11),-0.206636 # DEPENDENCYPART_ARC
(20,12),-1.62911 # DEPENDENCYPART_ARC
(20,13),-0.588233 # DEPENDENCYPART_ARC
(20,14),-1.26282 # DEPENDENCYPART_ARC
(20,15),-0.158952 # DEPENDENCYPART_ARC
(20,16),-1.15204 # DEPENDENCYPART_ARC
(20,17),3.92474 # DEPENDENCYPART_ARC
(20,18),3.06867 # DEPENDENCYPART_ARC
(20,19),2.86259 # DEPENDENCYPART_ARC
(20,21),2.26061 # DEPENDENCYPART_ARC
(20,22),0.803974 # DEPENDENCYPART_ARC
(20,23),0.801832 # DEPENDENCYPART_ARC
(20,24),0.253792 # DEPENDENCYPART_ARC
(20,25),-0.690305 # DEPENDENCYPART_ARC
(20,26),-2.5411 # DEPENDENCYPART_ARC
(20,27),0.700915 # DEPENDENCYPART_ARC
(20,28),1.98994 # DEPENDENCYPART_ARC
(21,1),0.0858274 # DEPENDENCYPART_ARC
(21,2),1.00484 # DEPENDENCYPART_ARC
(21,3),0.207856 # DEPENDENCYPART_ARC
(21,4),-1.02866 # DEPENDENCYPART_ARC
(21,5),0.0254632 # DEPENDENCYPART_ARC
(21,6),-0.758439 # DEPENDENCYPART_ARC
(21,7),-2.68327 # DEPENDENCYPART_ARC
(21,8),-1.17848 # DEPENDENCYPART_ARC
(21,9),-0.303242 # DEPENDENCYPART_ARC
(21,10),-1.85021 # DEPENDENCYPART_ARC
(21,11),0.751614 # DEPENDENCYPART_ARC
(21,12),-1.63362 # DEPENDENCYPART_ARC
(21,13),0.609949 # DEPENDENCYPART_ARC
(21,14),-0.607753 # DEPENDENCYPART_ARC
(21,15),0.159499 # DEPENDENCYPART_ARC
(21,16),-0.37763 # DEPENDENCYPART_ARC
(21,17),4.58391 # DEPENDENCYPART_ARC
(21,18),2.94005 # DEPENDENCYPART_ARC
(21,19),3.05619 # DEPENDENCYPART_ARC
(21,20),4.71149 # DEPENDENCYPART_ARC
(21,22),2.93937 # DEPENDENCYPART_ARC
(21,23),3.07047 # DEPENDENCYPART_ARC
(21,24),1.9202 # DEPENDENCYPART_ARC
(21,25),0.842151 # DEPENDENCYPART_ARC
(21,26),-0.924119 # DEPENDENCYPART_ARC
(21,27),2.19316 # DEPENDENCYPART_ARC
(21,28),4.08795 # DEPENDENCYPART_ARC
(22,1),-4.20434 # DEPENDENCYPART_ARC
(22,2),-3.05554 # DEPENDENCYPART_ARC
(22,3),-3.13177 # DEPENDENCYPART_ARC
(22,4),-3.19573 # DEPENDENCYPART_ARC
(22,5),-2.39498 # DEPENDENCYPART_ARC
(22,6),-3.67607 # DEPENDENCYPART_ARC
(22,7),-2.49633 # DEPENDENCYPART_ARC
(22,8),-2.78921 # DEPENDENCYPART_ARC
(22,9),-2.56776 # DEPENDENCYPART_ARC
(22,10),-2.38764 # DEPENDENCYPART_ARC
(22,11),-1.69266 # DEPENDENCYPART_ARC
(22,12),-2.39732 # DEPENDENCYPART_ARC
(22,13),-2.76277 # DEPENDENCYPART_ARC
(22,14),-1.83992 # DEPENDENCYPART_ARC
(22,15),-2.38181 # DEPENDENCYPART_ARC
(22,16),-1.91312 # DEPENDENCYPART_ARC
(22,17),-2.30309 # DEPENDENCYPART_ARC
(22,18),-2.15159 # DEPENDENCYPART_ARC
(22,19),-0.937339 # DEPENDENCYPART_ARC
(22,20),-0.942497 # DEPENDENCYPART_ARC
(22,21),-0.224867 # DEPENDENCYPART_ARC
(22,23),0.634609 # DEPENDENCYPART_ARC
(22,24),0.203704 # DEPENDENCYPART_ARC
(22,25),-0.416099 # DEPENDENCYPART_ARC
(22,26),-1.01437 # DEPENDENCYPART_ARC
(22,27),-0.378171 # DEPENDENCYPART_ARC
(22,28),-1.32431 # DEPENDENCYPART_ARC
(23,1),-3.21857 # DEPENDENCYPART_ARC
(23,2),-2.97592 # DEPENDENCYPART_ARC
(23,3),-2.17202 # DEPENDENCYPART_ARC
(23,4),-3.71189 # DEPENDENCYPART_ARC
(23,5),-3.37536 # DEPENDENCYPART_ARC
(23,6),-2.64797 # DEPENDENCYPART_ARC
(23,7),-1.62195 # DEPENDENCYPART_ARC
(23,8),-1.52222 # DEPENDENCYPART_ARC
(23,9),-1.48178 # DEPENDENCYPART_ARC
(23,10),-1.53935 # DEPENDENCYPART_ARC
(23,11),-2.1146 # DEPENDENCYPART_ARC
(23,12),-1.41707 # DEPENDENCYPART_ARC
(23,13),-2.26951 # DEPENDENCYPART_ARC
(23,14),-1.66025 # DEPENDENCYPART_ARC
(23,15),-1.95006 # DEPENDENCYPART_ARC
(23,16),-0.590261 # DEPENDENCYPART_ARC
(23,17),-2.06615 # DEPENDENCYPART_ARC
(23,18),-1.51103 # DEPENDENCYPART_ARC
(23,19),-0.597054 # DEPENDENCYPART_ARC
(23,20),-0.384142 # DEPENDENCYPART_ARC
(23,21),-1.0875 # DEPENDENCYPART_ARC
(23,22),1.01617 # DEPENDENCYPART_ARC
(23,24),4.11993 # DEPENDENCYPART_ARC
(23,25),0.614663 # DEPENDENCYPART_ARC
(23,26),-1.85434 # DEPENDENCYPART_ARC
(23,27),0.304621 # DEPENDENCYPART_ARC
(23,28),0.627288 # DEPENDENCYPART_ARC
(24,1),-4.32761 # DEPENDENCYPART_ARC
(24,2),-4.27713 # DEPENDENCYPART_ARC
(24,3),-4.36443 # DEPENDENCYPART_ARC
(24,4),-4.76561 # DEPENDENCYPART_ARC
(24,5),-4.47049 # DEPENDENCYPART_ARC
(24,6),-3.6995 # DEPENDENCYPART_ARC
(24,7),-3.03565 # DEPENDENCYPART_ARC
(24,8),-5.73453 # DEPENDENCYPART_ARC
(24,9),-3.33467 # DEPENDENCYPART_ARC
(24,10),-3.12981 # DEPENDENCYPART_ARC
(24,11),-2.75801 # DEPENDENCYPART_ARC
(24,12),-3.74036 # DEPENDENCYPART_ARC
(24,13),-3.61074 # DEPENDENCYPART_ARC
(24,14),-2.75249 # DEPENDENCYPART_ARC
(24,15),-2.71578 # DEPENDENCYPART_ARC
(24,16),-2.05552 # DEPENDENCYPART_ARC
(24,17),-3.17805 # DEPENDENCYPART_ARC
(24,18),-3.21521 # DEPENDENCYPART_ARC
(24,19),-1.88501 # DEPENDENCYPART_ARC
(24,20),-2.70956 # DEPENDENCYPART_ARC
(24,21),-3.12983 # DEPENDENCYPART_ARC
(24,22),-0.331711 # DEPENDENCYPART_ARC
(24,23),0.225923 # DEPENDENCYPART_ARC
(24,25),2.67409 # DEPENDENCYPART_ARC
(24,26),1.04293 # DEPENDENCYPART_ARC
(24,27),1.00429 # DEPENDENCYPART_ARC
(24,28),0.404107 # DEPENDENCYPART_ARC
(25,1),-3.96773 # DEPENDENCYPART_ARC
(25,2),-2.88273 # DEPENDENCYPART_ARC
(25,3),-2.92563 # DEPENDENCYPART_ARC
(25,4),-4.2311 # DEPENDENCYPART_ARC
(25,5),-3.8077 # DEPENDENCYPART_ARC
(25,6),-3.3713 # DEPENDENCYPART_ARC
(25,7),-2.38596 # DEPENDENCYPART_ARC
(25,8),-2.52916 # DEPENDENCYPART_ARC
(25,9),-1.85028 # DEPENDENCYPART_ARC
(25,10),-2.09152 # DEPENDENCYPART_ARC
(25,11),-2.83683 # DEPENDENCYPART_ARC
(25,12),-1.48731 # DEPENDENCYPART_ARC
(25,13),-3.38202 # DEPENDENCYPART_ARC
(25,14),-2.40314 # DEPENDENCYPART_ARC
(25,15),-2.66976 # DEPENDENCYPART_ARC
(25,16),-1.26309 # DEPENDENCYPART_ARC
(25,17),-2.09179 # DEPENDENCYPART_ARC
(25,18),-2.31145 # DEPENDENCYPART_ARC
(25,19),-1.49497 # DEPENDENCYPART_ARC
(25,20),-1.3212 # DEPENDENCYPART_ARC
(25,21),-2.05776 # DEPENDENCYPART_ARC
(25,22),-0.262963 # DEPENDENCYPART_ARC
(25,23),-0.762706 # DEPENDENCYPART_ARC
(25,24),-0.370415 # DEPENDENCYPART_ARC
(25,26),-0.0514117 # DEPENDENCYPART_ARC
(25,27),5.37484 # DEPENDENCYPART_ARC
(25,28),-0.187797 # DEPENDENCYPART_ARC
(26,1),-3.57781 # DEPENDENCYPART_ARC
(26,2),-2.41705 # DEPENDENCYPART_ARC
(26,3),-3.63078 # DEPENDENCYPART_ARC
(26,4),-3.44583 # DEPENDENCYPART_ARC
(26,5),-3.79727 # DEPENDENCYPART_ARC
(26,6),-3.13358 # DEPENDENCYPART_ARC
(26,7),-2.51594 # DEPENDENCYPART_ARC
(26,8),-4.57289 # DEPENDENCYPART_ARC
(26,9),-2.68234 # DEPENDENCYPART_ARC
(26,10),-2.34266 # DEPENDENCYPART_ARC
(26,11),-2.71553 # DEPENDENCYPART_ARC
(26,12),-1.88714 # DEPENDENCYPART_ARC
(26,13),-2.67972 # DEPENDENCYPART_ARC
(26,14),-2.57117 # DEPENDENCYPART_ARC
(26,15),-2.53719 # DEPENDENCYPART_ARC
(26,16),-2.12635 # DEPENDENCYPART_ARC
(26,17),-1.62331 # DEPENDENCYPART_ARC
(26,18),-2.69078 # DEPENDENCYPART_ARC
(26,19),-2.22015 # DEPENDENCYPART_ARC
(26,20),-2.39849 # DEPENDENCYPART_ARC
(26,21),-1.64497 # DEPENDENCYPART_ARC
(26,22),-0.475612 # DEPENDENCYPART_ARC
(26,23),-0.984316 # DEPENDENCYPART_ARC
(26,24),-0.557754 # DEPENDENCYPART_ARC
(26,25),-0.270324 # DEPENDENCYPART_ARC
(26,27),-0.286661 # DEPENDENCYPART_ARC
(26,28),-1.22824 # DEPENDENCYPART_ARC
(27,1),-4.03127 # DEPENDENCYPART_ARC
(27,2),-2.28582 # DEPENDENCYPART_ARC
(27,3),-3.61506 # DEPENDENCYPART_ARC
(27,4),-3.89696 # DEPENDENCYPART_ARC
(27,5),-4.03396 # DEPENDENCYPART_ARC
(27,6),-3.09661 # DEPENDENCYPART_ARC
(27,7),-2.45475 # DEPENDENCYPART_ARC
(27,8),-6.68029 # DEPENDENCYPART_ARC
(27,9),-2.97846 # DEPENDENCYPART_ARC
(27,10),-2.59853 # DEPENDENCYPART_ARC
(27,11),-2.26343 # DEPENDENCYPART_ARC
(27,12),-2.55167 # DEPENDENCYPART_ARC
(27,13),-3.53648 # DEPENDENCYPART_ARC
(27,14),-2.28316 # DEPENDENCYPART_ARC
(27,15),-2.48971 # DEPENDENCYPART_ARC
(27,16),-1.37433 # DEPENDENCYPART_ARC
(27,17),-0.978991 # DEPENDENCYPART_ARC
(27,18),-2.72815 # DEPENDENCYPART_ARC
(27,19),-1.48382 # DEPENDENCYPART_ARC
(27,20),-1.9235 # DEPENDENCYPART_ARC
(27,21),-2.5415 # DEPENDENCYPART_ARC
(27,22),-0.905824 # DEPENDENCYPART_ARC
(27,23),-1.01359 # DEPENDENCYPART_ARC
(27,24),-0.742877 # DEPENDENCYPART_ARC
(27,25),0.512262 # DEPENDENCYPART_ARC
(27,26),4.57824 # DEPENDENCYPART_ARC
(27,28),0.435182 # DEPENDENCYPART_ARC
(28,1),-5.15481 # DEPENDENCYPART_ARC
(28,2),-4.92806 # DEPENDENCYPART_ARC
(28,3),-4.86439 # DEPENDENCYPART_ARC
(28,4),-4.80639 # DEPENDENCYPART_ARC
(28,5),-4.06428 # DEPENDENCYPART_ARC
(28,6),-5.01916 # DEPENDENCYPART_ARC
(28,7),-4.23797 # DEPENDENCYPART_ARC
(28,8),-4.57333 # DEPENDENCYPART_ARC
(28,9),-4.17274 # DEPENDENCYPART_ARC
(28,10),-3.97419 # DEPENDENCYPART_ARC
(28,11),-3.78108 # DEPENDENCYPART_ARC
(28,12),-4.50783 # DEPENDENCYPART_ARC
(28,13),-4.60904 # DEPENDENCYPART_ARC
(28,14),-3.80015 # DEPENDENCYPART_ARC
(28,15),-4.49725 # DEPENDENCYPART_ARC
(28,16),-3.68955 # DEPENDENCYPART_ARC
(28,17),-4.52362 # DEPENDENCYPART_ARC
(28,18),-4.32385 # DEPENDENCYPART_ARC
(28,19),-3.48461 # DEPENDENCYPART_ARC
(28,20),-4.14756 # DEPENDENCYPART_ARC
(28,21),-3.92894 # DEPENDENCYPART_ARC
(28,22),-3.54816 # DEPENDENCYPART_ARC
(28,23),-2.82542 # DEPENDENCYPART_ARC
(28,24),-3.53953 # DEPENDENCYPART_ARC
(28,25),-2.34774 # DEPENDENCYPART_ARC
(28,26),-2.04749 # DEPENDENCYPART_ARC
(28,27),-2.26856 # DEPENDENCYPART_ARC
