# _root_ Aquesta primera edició de la Fira tindrà com_a escenari el municipi de l' Estany , però com en el cas de la Festa serà itinerant pels 10 municipis del Moianès , i se celebrarà sempre el primer cap de setmana de juny .
#goldHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,11,7,24,17,20,18,20,23,21,7,24,24,28,26,28,29,26,24,34,24,34,38,38,34,38,39,38,41,7,
#predictedHeads=3,3,7,3,6,4,0,7,8,11,7,11,14,12,7,7,24,24,20,18,20,23,21,7,24,25,28,26,28,29,24,7,34,24,34,38,38,34,38,39,38,41,7,
(11,38),-3.18046 # DEPENDENCYPART_ARC
(11,39),-4.63814 # DEPENDENCYPART_ARC
(11,40),-4.03132 # DEPENDENCYPART_ARC
(11,41),-5.40964 # DEPENDENCYPART_ARC
(11,42),-1.7021 # DEPENDENCYPART_ARC
(11,43),2.22359 # DEPENDENCYPART_ARC
(12,1),-1.7729 # DEPENDENCYPART_ARC
(12,2),-2.36528 # DEPENDENCYPART_ARC
(12,3),-2.44895 # DEPENDENCYPART_ARC
(12,4),-2.09533 # DEPENDENCYPART_ARC
(12,5),-1.39492 # DEPENDENCYPART_ARC
(12,6),-2.23451 # DEPENDENCYPART_ARC
(12,7),-0.905467 # DEPENDENCYPART_ARC
(12,8),-0.882571 # DEPENDENCYPART_ARC
(12,9),-0.978837 # DEPENDENCYPART_ARC
(12,10),0.375201 # DEPENDENCYPART_ARC
(12,11),-0.23488 # DEPENDENCYPART_ARC
(12,13),1.02791 # DEPENDENCYPART_ARC
(12,14),4.67559 # DEPENDENCYPART_ARC
(12,15),0.662916 # DEPENDENCYPART_ARC
(12,16),-0.0614789 # DEPENDENCYPART_ARC
(12,17),0.886279 # DEPENDENCYPART_ARC
(12,18),-0.170905 # DEPENDENCYPART_ARC
(12,19),-1.94913 # DEPENDENCYPART_ARC
(12,20),-0.482736 # DEPENDENCYPART_ARC
(12,21),-0.145474 # DEPENDENCYPART_ARC
(12,22),-1.89054 # DEPENDENCYPART_ARC
(12,23),-1.63194 # DEPENDENCYPART_ARC
(12,24),-1.96125 # DEPENDENCYPART_ARC
(12,25),-1.63136 # DEPENDENCYPART_ARC
(12,26),-2.40972 # DEPENDENCYPART_ARC
(12,27),-2.72337 # DEPENDENCYPART_ARC
(12,28),-4.9473 # DEPENDENCYPART_ARC
(12,29),-1.39022 # DEPENDENCYPART_ARC
(12,30),-6.7462 # DEPENDENCYPART_ARC
(12,31),-1.16559 # DEPENDENCYPART_ARC
(12,32),-1.5552 # DEPENDENCYPART_ARC
(12,33),-5.20393 # DEPENDENCYPART_ARC
(12,34),-1.50349 # DEPENDENCYPART_ARC
(12,35),-2.00798 # DEPENDENCYPART_ARC
(12,36),-2.40749 # DEPENDENCYPART_ARC
(12,37),-4.08365 # DEPENDENCYPART_ARC
(12,38),-10.3319 # DEPENDENCYPART_ARC
(12,39),-2.46432 # DEPENDENCYPART_ARC
(12,40),-11.8991 # DEPENDENCYPART_ARC
(12,41),-2.64154 # DEPENDENCYPART_ARC
(12,42),-5.43758 # DEPENDENCYPART_ARC
(12,43),-0.0602745 # DEPENDENCYPART_ARC
(13,1),-2.09041 # DEPENDENCYPART_ARC
(13,2),-2.36081 # DEPENDENCYPART_ARC
(13,3),-2.51649 # DEPENDENCYPART_ARC
(13,4),-2.32034 # DEPENDENCYPART_ARC
(13,5),-1.72676 # DEPENDENCYPART_ARC
(13,6),-2.27185 # DEPENDENCYPART_ARC
(13,7),-1.78577 # DEPENDENCYPART_ARC
(13,8),-1.14851 # DEPENDENCYPART_ARC
(13,9),-1.53545 # DEPENDENCYPART_ARC
(13,10),0.0476206 # DEPENDENCYPART_ARC
(13,11),-0.766758 # DEPENDENCYPART_ARC
(13,12),0.473768 # DEPENDENCYPART_ARC
(13,14),-0.225102 # DEPENDENCYPART_ARC
(13,15),-1.90446 # DEPENDENCYPART_ARC
(13,16),-1.55587 # DEPENDENCYPART_ARC
(13,17),-1.64687 # DEPENDENCYPART_ARC
(13,18),-2.90502 # DEPENDENCYPART_ARC
(13,19),-1.63161 # DEPENDENCYPART_ARC
(13,20),-2.28594 # DEPENDENCYPART_ARC
(13,21),-3.20082 # DEPENDENCYPART_ARC
(13,22),-1.84079 # DEPENDENCYPART_ARC
(13,23),-3.50467 # DEPENDENCYPART_ARC
(13,24),-3.45241 # DEPENDENCYPART_ARC
(13,25),-3.63442 # DEPENDENCYPART_ARC
(13,26),-4.58514 # DEPENDENCYPART_ARC
(13,27),-2.27212 # DEPENDENCYPART_ARC
(13,28),-4.49346 # DEPENDENCYPART_ARC
(13,29),-4.9591 # DEPENDENCYPART_ARC
(13,30),-5.06684 # DEPENDENCYPART_ARC
(13,31),-4.44166 # DEPENDENCYPART_ARC
(13,32),-3.80738 # DEPENDENCYPART_ARC
(13,33),-3.81477 # DEPENDENCYPART_ARC
(13,34),-4.32411 # DEPENDENCYPART_ARC
(13,35),-3.73096 # DEPENDENCYPART_ARC
(13,36),-7.11456 # DEPENDENCYPART_ARC
(13,37),-4.39561 # DEPENDENCYPART_ARC
(13,38),-4.82143 # DEPENDENCYPART_ARC
(13,39),-5.70976 # DEPENDENCYPART_ARC
(13,40),-4.50032 # DEPENDENCYPART_ARC
(13,41),-6.53187 # DEPENDENCYPART_ARC
(13,42),-4.07704 # DEPENDENCYPART_ARC
(13,43),-4.78001 # DEPENDENCYPART_ARC
(14,1),-4.27312 # DEPENDENCYPART_ARC
(14,2),-2.95567 # DEPENDENCYPART_ARC
(14,3),-2.56784 # DEPENDENCYPART_ARC
(14,4),-1.43422 # DEPENDENCYPART_ARC
(14,5),-1.80748 # DEPENDENCYPART_ARC
(14,6),-2.36003 # DEPENDENCYPART_ARC
(14,7),-1.62089 # DEPENDENCYPART_ARC
(14,8),-0.737866 # DEPENDENCYPART_ARC
(14,9),-0.905809 # DEPENDENCYPART_ARC
(14,10),0.423206 # DEPENDENCYPART_ARC
(14,11),-1.19601 # DEPENDENCYPART_ARC
(14,12),0.67033 # DEPENDENCYPART_ARC
(14,13),4.3418 # DEPENDENCYPART_ARC
(14,15),0.449739 # DEPENDENCYPART_ARC
(14,16),-0.279121 # DEPENDENCYPART_ARC
(14,17),-0.984931 # DEPENDENCYPART_ARC
(14,18),-2.47506 # DEPENDENCYPART_ARC
(14,19),-2.06002 # DEPENDENCYPART_ARC
(14,20),-0.871893 # DEPENDENCYPART_ARC
(14,21),-1.14248 # DEPENDENCYPART_ARC
(14,22),-2.46174 # DEPENDENCYPART_ARC
(14,23),-1.01452 # DEPENDENCYPART_ARC
(14,24),-1.59188 # DEPENDENCYPART_ARC
(14,25),-2.01943 # DEPENDENCYPART_ARC
(14,26),-2.79782 # DEPENDENCYPART_ARC
(14,27),-2.5237 # DEPENDENCYPART_ARC
(14,28),-3.03511 # DEPENDENCYPART_ARC
(14,29),-3.24333 # DEPENDENCYPART_ARC
(14,30),-2.60032 # DEPENDENCYPART_ARC
(14,31),-2.39681 # DEPENDENCYPART_ARC
(14,32),-2.87104 # DEPENDENCYPART_ARC
(14,33),-2.03859 # DEPENDENCYPART_ARC
(14,34),-2.59036 # DEPENDENCYPART_ARC
(14,35),-3.39029 # DEPENDENCYPART_ARC
(14,36),-3.86311 # DEPENDENCYPART_ARC
(14,37),-2.98616 # DEPENDENCYPART_ARC
(14,38),-4.38975 # DEPENDENCYPART_ARC
(14,39),-5.99263 # DEPENDENCYPART_ARC
(14,40),-4.86339 # DEPENDENCYPART_ARC
(14,41),-6.77771 # DEPENDENCYPART_ARC
(14,42),-2.43248 # DEPENDENCYPART_ARC
(14,43),1.26775 # DEPENDENCYPART_ARC
(15,1),-3.48683 # DEPENDENCYPART_ARC
(15,2),-2.65742 # DEPENDENCYPART_ARC
(15,3),-3.61428 # DEPENDENCYPART_ARC
(15,4),-2.90814 # DEPENDENCYPART_ARC
(15,5),-3.20194 # DEPENDENCYPART_ARC
(15,6),-3.5114 # DEPENDENCYPART_ARC
(15,7),-3.00074 # DEPENDENCYPART_ARC
(15,8),-2.17278 # DEPENDENCYPART_ARC
(15,9),-2.93713 # DEPENDENCYPART_ARC
(15,10),-2.2885 # DEPENDENCYPART_ARC
(15,11),-2.72891 # DEPENDENCYPART_ARC
(15,12),-1.51458 # DEPENDENCYPART_ARC
(15,13),-1.0737 # DEPENDENCYPART_ARC
(15,14),-1.38089 # DEPENDENCYPART_ARC
(15,16),-0.213562 # DEPENDENCYPART_ARC
(15,17),-0.719754 # DEPENDENCYPART_ARC
(15,18),-0.904088 # DEPENDENCYPART_ARC
(15,19),-1.74893 # DEPENDENCYPART_ARC
(15,20),-1.3438 # DEPENDENCYPART_ARC
(15,21),-1.16741 # DEPENDENCYPART_ARC
(15,22),-1.90343 # DEPENDENCYPART_ARC
(15,23),-1.52015 # DEPENDENCYPART_ARC
(15,24),-1.11497 # DEPENDENCYPART_ARC
(15,25),-1.88493 # DEPENDENCYPART_ARC
(15,26),-1.71248 # DEPENDENCYPART_ARC
(15,27),-1.29642 # DEPENDENCYPART_ARC
(15,28),-1.94093 # DEPENDENCYPART_ARC
(15,29),-1.72406 # DEPENDENCYPART_ARC
(15,30),-2.11562 # DEPENDENCYPART_ARC
(15,31),-1.86008 # DEPENDENCYPART_ARC
(15,32),-0.987876 # DEPENDENCYPART_ARC
(15,33),-2.137 # DEPENDENCYPART_ARC
(15,34),-1.75098 # DEPENDENCYPART_ARC
(15,35),-2.05835 # DEPENDENCYPART_ARC
(15,36),-2.66318 # DEPENDENCYPART_ARC
(15,37),-2.19498 # DEPENDENCYPART_ARC
(15,38),-2.19303 # DEPENDENCYPART_ARC
(15,39),-2.15164 # DEPENDENCYPART_ARC
(15,40),-2.3474 # DEPENDENCYPART_ARC
(15,41),-2.13946 # DEPENDENCYPART_ARC
(15,42),-2.00873 # DEPENDENCYPART_ARC
(15,43),-1.98858 # DEPENDENCYPART_ARC
(16,1),-2.99801 # DEPENDENCYPART_ARC
(16,2),-2.97667 # DEPENDENCYPART_ARC
(16,3),-3.26768 # DEPENDENCYPART_ARC
(16,4),-2.24887 # DEPENDENCYPART_ARC
(16,5),-2.94682 # DEPENDENCYPART_ARC
(16,6),-3.00542 # DEPENDENCYPART_ARC
(16,7),-2.66263 # DEPENDENCYPART_ARC
(16,8),-1.69909 # DEPENDENCYPART_ARC
(16,9),-2.61473 # DEPENDENCYPART_ARC
(16,10),-2.29964 # DEPENDENCYPART_ARC
(16,11),-2.43948 # DEPENDENCYPART_ARC
(16,12),-1.08671 # DEPENDENCYPART_ARC
(16,13),-1.32452 # DEPENDENCYPART_ARC
(16,14),-1.48234 # DEPENDENCYPART_ARC
(16,15),1.01306 # DEPENDENCYPART_ARC
(16,17),0.278327 # DEPENDENCYPART_ARC
(16,18),-0.771811 # DEPENDENCYPART_ARC
(16,19),-2.19207 # DEPENDENCYPART_ARC
(16,20),-1.4917 # DEPENDENCYPART_ARC
(16,21),-1.63045 # DEPENDENCYPART_ARC
(16,22),-2.77773 # DEPENDENCYPART_ARC
(16,23),-2.53466 # DEPENDENCYPART_ARC
(16,24),-0.821583 # DEPENDENCYPART_ARC
(16,25),-2.22581 # DEPENDENCYPART_ARC
(16,26),-2.13804 # DEPENDENCYPART_ARC
(16,27),-2.27307 # DEPENDENCYPART_ARC
(16,28),-3.32228 # DEPENDENCYPART_ARC
(16,29),-2.41869 # DEPENDENCYPART_ARC
(16,30),-3.24527 # DEPENDENCYPART_ARC
(16,31),-0.78173 # DEPENDENCYPART_ARC
(16,32),-1.43893 # DEPENDENCYPART_ARC
(16,33),-2.45241 # DEPENDENCYPART_ARC
(16,34),-2.14035 # DEPENDENCYPART_ARC
(16,35),-2.65779 # DEPENDENCYPART_ARC
(16,36),-3.33381 # DEPENDENCYPART_ARC
(16,37),-2.57587 # DEPENDENCYPART_ARC
(16,38),-4.35912 # DEPENDENCYPART_ARC
(16,39),-3.59258 # DEPENDENCYPART_ARC
(16,40),-4.64698 # DEPENDENCYPART_ARC
(16,41),-3.71221 # DEPENDENCYPART_ARC
(16,42),-2.83882 # DEPENDENCYPART_ARC
(16,43),0.242697 # DEPENDENCYPART_ARC
(17,1),-2.56565 # DEPENDENCYPART_ARC
(17,2),-2.3724 # DEPENDENCYPART_ARC
(17,3),-2.92189 # DEPENDENCYPART_ARC
(17,4),-1.95038 # DEPENDENCYPART_ARC
(17,5),-2.44309 # DEPENDENCYPART_ARC
(17,6),-2.73301 # DEPENDENCYPART_ARC
(17,7),-2.04826 # DEPENDENCYPART_ARC
(17,8),-1.42157 # DEPENDENCYPART_ARC
(17,9),-2.20196 # DEPENDENCYPART_ARC
(17,10),-1.85907 # DEPENDENCYPART_ARC
(17,11),-1.9931 # DEPENDENCYPART_ARC
(17,12),-0.851249 # DEPENDENCYPART_ARC
(17,13),-1.03166 # DEPENDENCYPART_ARC
(17,14),-1.35974 # DEPENDENCYPART_ARC
(17,15),0.946825 # DEPENDENCYPART_ARC
(17,16),0.693028 # DEPENDENCYPART_ARC
(17,18),1.46934 # DEPENDENCYPART_ARC
(17,19),0.0845643 # DEPENDENCYPART_ARC
(17,20),1.45453 # DEPENDENCYPART_ARC
(17,21),0.208223 # DEPENDENCYPART_ARC
(17,22),-0.808921 # DEPENDENCYPART_ARC
(17,23),0.199451 # DEPENDENCYPART_ARC
(17,24),0.810316 # DEPENDENCYPART_ARC
(17,25),-0.170079 # DEPENDENCYPART_ARC
(17,26),-0.44049 # DEPENDENCYPART_ARC
(17,27),-0.456787 # DEPENDENCYPART_ARC
(17,28),-0.760301 # DEPENDENCYPART_ARC
(17,29),-0.88259 # DEPENDENCYPART_ARC
(17,30),-1.07542 # DEPENDENCYPART_ARC
(17,31),0.137599 # DEPENDENCYPART_ARC
(17,32),0.111144 # DEPENDENCYPART_ARC
(17,33),-0.277826 # DEPENDENCYPART_ARC
(17,34),-0.938868 # DEPENDENCYPART_ARC
(17,35),-0.578019 # DEPENDENCYPART_ARC
(17,36),-1.63224 # DEPENDENCYPART_ARC
(17,37),-0.376007 # DEPENDENCYPART_ARC
(17,38),-2.41234 # DEPENDENCYPART_ARC
(17,39),-2.48767 # DEPENDENCYPART_ARC
(17,40),-2.82472 # DEPENDENCYPART_ARC
(17,41),-2.69448 # DEPENDENCYPART_ARC
(17,42),-1.11628 # DEPENDENCYPART_ARC
(17,43),1.49317 # DEPENDENCYPART_ARC
(18,1),-1.61741 # DEPENDENCYPART_ARC
(18,2),-1.63929 # DEPENDENCYPART_ARC
(18,3),-2.19623 # DEPENDENCYPART_ARC
(18,4),-2.24204 # DEPENDENCYPART_ARC
(18,5),-1.50723 # DEPENDENCYPART_ARC
(18,6),-2.20775 # DEPENDENCYPART_ARC
(18,7),-0.898818 # DEPENDENCYPART_ARC
(18,8),-1.40936 # DEPENDENCYPART_ARC
(18,9),-1.50964 # DEPENDENCYPART_ARC
(18,10),-1.29125 # DEPENDENCYPART_ARC
(18,11),-1.53146 # DEPENDENCYPART_ARC
(18,12),-0.388367 # DEPENDENCYPART_ARC
(18,13),-0.422401 # DEPENDENCYPART_ARC
(18,14),-1.24182 # DEPENDENCYPART_ARC
(18,15),0.18854 # DEPENDENCYPART_ARC
(18,16),0.600802 # DEPENDENCYPART_ARC
(18,17),0.979848 # DEPENDENCYPART_ARC
(18,19),0.825839 # DEPENDENCYPART_ARC
(18,20),4.80207 # DEPENDENCYPART_ARC
(18,21),0.894034 # DEPENDENCYPART_ARC
(18,22),-0.973921 # DEPENDENCYPART_ARC
(18,23),1.60319 # DEPENDENCYPART_ARC
(18,24),-0.375473 # DEPENDENCYPART_ARC
(18,25),-0.698861 # DEPENDENCYPART_ARC
(18,26),-0.608189 # DEPENDENCYPART_ARC
(18,27),-1.4499 # DEPENDENCYPART_ARC
(18,28),-2.54154 # DEPENDENCYPART_ARC
(18,29),-1.70592 # DEPENDENCYPART_ARC
(18,30),-4.11624 # DEPENDENCYPART_ARC
(18,31),0.511564 # DEPENDENCYPART_ARC
(18,32),-0.535877 # DEPENDENCYPART_ARC
(18,33),-2.68849 # DEPENDENCYPART_ARC
(18,34),-1.74294 # DEPENDENCYPART_ARC
(18,35),-0.630422 # DEPENDENCYPART_ARC
(18,36),-1.85351 # DEPENDENCYPART_ARC
(18,37),-2.81911 # DEPENDENCYPART_ARC
(18,38),-9.34212 # DEPENDENCYPART_ARC
(18,39),-3.44368 # DEPENDENCYPART_ARC
(18,40),-10.8287 # DEPENDENCYPART_ARC
(18,41),-3.62734 # DEPENDENCYPART_ARC
(18,42),-3.9643 # DEPENDENCYPART_ARC
(18,43),1.07908 # DEPENDENCYPART_ARC
(19,1),-4.01415 # DEPENDENCYPART_ARC
(19,2),-4.24883 # DEPENDENCYPART_ARC
(19,3),-4.31332 # DEPENDENCYPART_ARC
(19,4),-3.53905 # DEPENDENCYPART_ARC
(19,5),-3.91036 # DEPENDENCYPART_ARC
(19,6),-3.72554 # DEPENDENCYPART_ARC
(19,7),-4.53687 # DEPENDENCYPART_ARC
(19,8),-2.86267 # DEPENDENCYPART_ARC
(19,9),-3.5298 # DEPENDENCYPART_ARC
(19,10),-2.99898 # DEPENDENCYPART_ARC
(19,11),-3.41451 # DEPENDENCYPART_ARC
(19,12),-2.35947 # DEPENDENCYPART_ARC
(19,13),-3.04818 # DEPENDENCYPART_ARC
(19,14),-2.74197 # DEPENDENCYPART_ARC
(19,15),-2.14666 # DEPENDENCYPART_ARC
(19,16),-2.02504 # DEPENDENCYPART_ARC
(19,17),-1.52459 # DEPENDENCYPART_ARC
(19,18),-0.477318 # DEPENDENCYPART_ARC
(19,20),2.60093 # DEPENDENCYPART_ARC
(19,21),0.286521 # DEPENDENCYPART_ARC
(19,22),0.445874 # DEPENDENCYPART_ARC
(19,23),-1.55452 # DEPENDENCYPART_ARC
(19,24),-1.8206 # DEPENDENCYPART_ARC
(19,25),-2.54789 # DEPENDENCYPART_ARC
(19,26),-2.56824 # DEPENDENCYPART_ARC
(19,27),-1.03324 # DEPENDENCYPART_ARC
(19,28),-3.08276 # DEPENDENCYPART_ARC
(19,29),-2.85438 # DEPENDENCYPART_ARC
(19,30),-3.88887 # DEPENDENCYPART_ARC
(19,31),-3.32376 # DEPENDENCYPART_ARC
(19,32),-2.74614 # DEPENDENCYPART_ARC
(19,33),-2.75914 # DEPENDENCYPART_ARC
(19,34),-3.27921 # DEPENDENCYPART_ARC
(19,35),-2.31571 # DEPENDENCYPART_ARC
(19,36),-4.9013 # DEPENDENCYPART_ARC
(19,37),-2.74652 # DEPENDENCYPART_ARC
(19,38),-3.40915 # DEPENDENCYPART_ARC
(19,39),-3.7461 # DEPENDENCYPART_ARC
(19,40),-3.56373 # DEPENDENCYPART_ARC
(19,41),-4.61441 # DEPENDENCYPART_ARC
(19,42),-2.95912 # DEPENDENCYPART_ARC
(19,43),-3.59032 # DEPENDENCYPART_ARC
(20,1),-5.3699 # DEPENDENCYPART_ARC
(20,2),-2.73412 # DEPENDENCYPART_ARC
(20,3),-2.97004 # DEPENDENCYPART_ARC
(20,4),-1.87657 # DEPENDENCYPART_ARC
(20,5),-3.253 # DEPENDENCYPART_ARC
(20,6),-2.85267 # DEPENDENCYPART_ARC
(20,7),-1.51234 # DEPENDENCYPART_ARC
(20,8),-1.21486 # DEPENDENCYPART_ARC
(20,9),-2.02139 # DEPENDENCYPART_ARC
(20,10),-2.25773 # DEPENDENCYPART_ARC
(20,11),-2.15562 # DEPENDENCYPART_ARC
(20,12),-0.74366 # DEPENDENCYPART_ARC
(20,13),-0.264707 # DEPENDENCYPART_ARC
(20,14),-2.03034 # DEPENDENCYPART_ARC
(20,15),-0.765044 # DEPENDENCYPART_ARC
(20,16),-0.895067 # DEPENDENCYPART_ARC
(20,17),0.0526395 # DEPENDENCYPART_ARC
(20,18),1.60348 # DEPENDENCYPART_ARC
(20,19),4.27931 # DEPENDENCYPART_ARC
(20,21),3.20511 # DEPENDENCYPART_ARC
(20,22),-0.86579 # DEPENDENCYPART_ARC
(20,23),1.04287 # DEPENDENCYPART_ARC
(20,24),0.986978 # DEPENDENCYPART_ARC
(20,25),0.375345 # DEPENDENCYPART_ARC
(20,26),0.283267 # DEPENDENCYPART_ARC
(20,27),-0.981177 # DEPENDENCYPART_ARC
(20,28),-1.35564 # DEPENDENCYPART_ARC
(20,29),0.17109 # DEPENDENCYPART_ARC
(20,30),-1.65213 # DEPENDENCYPART_ARC
(20,31),-0.0572996 # DEPENDENCYPART_ARC
(20,32),-0.983764 # DEPENDENCYPART_ARC
(20,33),-0.464804 # DEPENDENCYPART_ARC
(20,34),-0.809344 # DEPENDENCYPART_ARC
(20,35),-1.26511 # DEPENDENCYPART_ARC
(20,36),-2.2764 # DEPENDENCYPART_ARC
(20,37),-0.428945 # DEPENDENCYPART_ARC
(20,38),-2.18937 # DEPENDENCYPART_ARC
(20,39),-0.582566 # DEPENDENCYPART_ARC
(20,40),-3.12504 # DEPENDENCYPART_ARC
(20,41),-1.40809 # DEPENDENCYPART_ARC
(20,42),-1.1615 # DEPENDENCYPART_ARC
(20,43),1.92192 # DEPENDENCYPART_ARC
(21,1),-1.55789 # DEPENDENCYPART_ARC
(21,2),-2.04017 # DEPENDENCYPART_ARC
(21,3),-2.28289 # DEPENDENCYPART_ARC
(21,4),-2.2023 # DEPENDENCYPART_ARC
(21,5),-1.44667 # DEPENDENCYPART_ARC
(21,6),-2.16288 # DEPENDENCYPART_ARC
(21,7),-1.01425 # DEPENDENCYPART_ARC
(21,8),-1.60431 # DEPENDENCYPART_ARC
(21,9),-1.37939 # DEPENDENCYPART_ARC
(21,10),-1.54621 # DEPENDENCYPART_ARC
(21,11),-1.65683 # DEPENDENCYPART_ARC
(21,12),-0.722298 # DEPENDENCYPART_ARC
(21,13),-0.916686 # DEPENDENCYPART_ARC
(21,14),-1.54924 # DEPENDENCYPART_ARC
(21,15),-0.408549 # DEPENDENCYPART_ARC
(21,16),-0.103033 # DEPENDENCYPART_ARC
(21,17),-0.315616 # DEPENDENCYPART_ARC
(21,18),0.307427 # DEPENDENCYPART_ARC
(21,19),1.07418 # DEPENDENCYPART_ARC
(21,20),0.323146 # DEPENDENCYPART_ARC
(21,22),0.0556103 # DEPENDENCYPART_ARC
(21,23),4.80412 # DEPENDENCYPART_ARC
(21,24),-0.751936 # DEPENDENCYPART_ARC
(21,25),-0.224271 # DEPENDENCYPART_ARC
(21,26),-1.58158 # DEPENDENCYPART_ARC
(21,27),-1.65846 # DEPENDENCYPART_ARC
(21,28),-0.688221 # DEPENDENCYPART_ARC
(21,29),-1.53693 # DEPENDENCYPART_ARC
(21,30),-2.38871 # DEPENDENCYPART_ARC
(21,31),-0.539958 # DEPENDENCYPART_ARC
(21,32),-0.776378 # DEPENDENCYPART_ARC
(21,33),-3.61675 # DEPENDENCYPART_ARC
(21,34),-1.76074 # DEPENDENCYPART_ARC
(21,35),-1.4349 # DEPENDENCYPART_ARC
(21,36),-2.72092 # DEPENDENCYPART_ARC
(21,37),-3.10188 # DEPENDENCYPART_ARC
(21,38),-5.9226 # DEPENDENCYPART_ARC
(21,39),-1.55411 # DEPENDENCYPART_ARC
(21,40),-7.58165 # DEPENDENCYPART_ARC
(21,41),-1.60951 # DEPENDENCYPART_ARC
(21,42),-3.59264 # DEPENDENCYPART_ARC
(21,43),-0.343736 # DEPENDENCYPART_ARC
(22,1),-3.08756 # DEPENDENCYPART_ARC
(22,2),-2.64245 # DEPENDENCYPART_ARC
(22,3),-3.08651 # DEPENDENCYPART_ARC
(22,4),-3.10118 # DEPENDENCYPART_ARC
(22,5),-2.91048 # DEPENDENCYPART_ARC
(22,6),-2.71867 # DEPENDENCYPART_ARC
(22,7),-3.3781 # DEPENDENCYPART_ARC
(22,8),-2.17835 # DEPENDENCYPART_ARC
(22,9),-2.77441 # DEPENDENCYPART_ARC
(22,10),-2.72842 # DEPENDENCYPART_ARC
(22,11),-2.65942 # DEPENDENCYPART_ARC
(22,12),-1.79795 # DEPENDENCYPART_ARC
(22,13),-2.59879 # DEPENDENCYPART_ARC
(22,14),-1.959 # DEPENDENCYPART_ARC
(22,15),-1.4626 # DEPENDENCYPART_ARC
(22,16),-1.52529 # DEPENDENCYPART_ARC
(22,17),-1.42962 # DEPENDENCYPART_ARC
(22,18),-1.07417 # DEPENDENCYPART_ARC
(22,19),-0.621103 # DEPENDENCYPART_ARC
(22,20),-1.08596 # DEPENDENCYPART_ARC
(22,21),0.332419 # DEPENDENCYPART_ARC
(22,23),0.919675 # DEPENDENCYPART_ARC
(22,24),-1.24708 # DEPENDENCYPART_ARC
(22,25),-2.69618 # DEPENDENCYPART_ARC
(22,26),-1.79871 # DEPENDENCYPART_ARC
(22,27),-0.192728 # DEPENDENCYPART_ARC
(22,28),-3.31814 # DEPENDENCYPART_ARC
(22,29),-2.8831 # DEPENDENCYPART_ARC
(22,30),-3.85568 # DEPENDENCYPART_ARC
(22,31),-3.74499 # DEPENDENCYPART_ARC
(22,32),-3.26292 # DEPENDENCYPART_ARC
(22,33),-3.06765 # DEPENDENCYPART_ARC
(22,34),-3.7018 # DEPENDENCYPART_ARC
(22,35),-3.17732 # DEPENDENCYPART_ARC
(22,36),-5.07141 # DEPENDENCYPART_ARC
(22,37),-4.77742 # DEPENDENCYPART_ARC
(22,38),-3.96948 # DEPENDENCYPART_ARC
(22,39),-3.83576 # DEPENDENCYPART_ARC
(22,40),-3.57508 # DEPENDENCYPART_ARC
(22,41),-4.64403 # DEPENDENCYPART_ARC
(22,42),-3.37963 # DEPENDENCYPART_ARC
(22,43),-4.19467 # DEPENDENCYPART_ARC
(23,1),-7.03053 # DEPENDENCYPART_ARC
(23,2),-4.14241 # DEPENDENCYPART_ARC
(23,3),-3.19451 # DEPENDENCYPART_ARC
(23,4),-2.7618 # DEPENDENCYPART_ARC
(23,5),-4.43498 # DEPENDENCYPART_ARC
(23,6),-3.29264 # DEPENDENCYPART_ARC
(23,7),-1.93954 # DEPENDENCYPART_ARC
(23,8),-1.83797 # DEPENDENCYPART_ARC
(23,9),-2.42114 # DEPENDENCYPART_ARC
(23,10),-4.46698 # DEPENDENCYPART_ARC
(23,11),-2.57854 # DEPENDENCYPART_ARC
(23,12),-1.66139 # DEPENDENCYPART_ARC
(23,13),-1.9334 # DEPENDENCYPART_ARC
(23,14),-2.62704 # DEPENDENCYPART_ARC
(23,15),-2.0654 # DEPENDENCYPART_ARC
(23,16),-1.58314 # DEPENDENCYPART_ARC
(23,17),-0.84341 # DEPENDENCYPART_ARC
(23,18),-0.465709 # DEPENDENCYPART_ARC
(23,19),0.537114 # DEPENDENCYPART_ARC
(23,20),-1.14048 # DEPENDENCYPART_ARC
(23,21),0.511665 # DEPENDENCYPART_ARC
(23,22),4.21266 # DEPENDENCYPART_ARC
(23,24),0.130585 # DEPENDENCYPART_ARC
(23,25),-0.278466 # DEPENDENCYPART_ARC
(23,26),-1.8337 # DEPENDENCYPART_ARC
(23,27),-1.74996 # DEPENDENCYPART_ARC
(23,28),-2.07592 # DEPENDENCYPART_ARC
(23,29),-1.66685 # DEPENDENCYPART_ARC
(23,30),-1.99635 # DEPENDENCYPART_ARC
(23,31),-1.76151 # DEPENDENCYPART_ARC
(23,32),-1.47168 # DEPENDENCYPART_ARC
(23,33),-1.61116 # DEPENDENCYPART_ARC
(23,34),-1.52686 # DEPENDENCYPART_ARC
(23,35),-2.38018 # DEPENDENCYPART_ARC
(23,36),-3.23959 # DEPENDENCYPART_ARC
(23,37),-1.84189 # DEPENDENCYPART_ARC
(23,38),-2.70984 # DEPENDENCYPART_ARC
(23,39),-3.58551 # DEPENDENCYPART_ARC
(23,40),-3.18039 # DEPENDENCYPART_ARC
(23,41),-4.37538 # DEPENDENCYPART_ARC
(23,42),-2.02892 # DEPENDENCYPART_ARC
(23,43),0.502327 # DEPENDENCYPART_ARC
