# _root_ El Consell_Regulador_de_la_Denominació_d'_Origen_Empordà-Costa_Brava ha concedit el Premi_Tòria_d'_Or , creat per premiar la promoció dels vins d' aquesta denominació d' origen , al Restaurant Ca_la_Maria de Mollet_de_Peralada .
#goldHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,8,4,21,22,22,24,4,
#predictedHeads=2,4,4,0,6,4,8,6,8,9,12,10,12,13,14,17,15,17,18,21,12,21,22,22,24,4,
(23,22),1.56625 # DEPENDENCYPART_ARC
(23,24),1.59796 # DEPENDENCYPART_ARC
(23,25),1.25992 # DEPENDENCYPART_ARC
(23,26),0.696717 # DEPENDENCYPART_ARC
(24,1),-3.97998 # DEPENDENCYPART_ARC
(24,2),-3.88351 # DEPENDENCYPART_ARC
(24,3),-3.52802 # DEPENDENCYPART_ARC
(24,4),-4.06866 # DEPENDENCYPART_ARC
(24,5),-3.44853 # DEPENDENCYPART_ARC
(24,6),-3.50905 # DEPENDENCYPART_ARC
(24,7),-2.74982 # DEPENDENCYPART_ARC
(24,8),-2.66921 # DEPENDENCYPART_ARC
(24,9),-2.87637 # DEPENDENCYPART_ARC
(24,10),-2.19205 # DEPENDENCYPART_ARC
(24,11),-2.46413 # DEPENDENCYPART_ARC
(24,12),-2.34148 # DEPENDENCYPART_ARC
(24,13),-2.43286 # DEPENDENCYPART_ARC
(24,14),-2.23103 # DEPENDENCYPART_ARC
(24,15),-1.79766 # DEPENDENCYPART_ARC
(24,17),-1.87193 # DEPENDENCYPART_ARC
(24,18),-1.35357 # DEPENDENCYPART_ARC
(24,19),-1.79672 # DEPENDENCYPART_ARC
(24,20),-0.340923 # DEPENDENCYPART_ARC
(24,21),-0.520446 # DEPENDENCYPART_ARC
(24,22),-0.615533 # DEPENDENCYPART_ARC
(24,23),0.176335 # DEPENDENCYPART_ARC
(24,25),3.97706 # DEPENDENCYPART_ARC
(24,26),-0.433368 # DEPENDENCYPART_ARC
(25,1),-10.5359 # DEPENDENCYPART_ARC
(25,2),-3.36283 # DEPENDENCYPART_ARC
(25,3),-3.92755 # DEPENDENCYPART_ARC
(25,4),-2.77424 # DEPENDENCYPART_ARC
(25,5),-8.46327 # DEPENDENCYPART_ARC
(25,6),-2.80983 # DEPENDENCYPART_ARC
(25,7),-2.03915 # DEPENDENCYPART_ARC
(25,8),-3.53773 # DEPENDENCYPART_ARC
(25,9),-2.36512 # DEPENDENCYPART_ARC
(25,10),-1.68622 # DEPENDENCYPART_ARC
(25,11),-2.45224 # DEPENDENCYPART_ARC
(25,12),-2.20547 # DEPENDENCYPART_ARC
(25,13),-1.4608 # DEPENDENCYPART_ARC
(25,14),-1.15837 # DEPENDENCYPART_ARC
(25,15),-0.513206 # DEPENDENCYPART_ARC
(25,16),-2.01817 # DEPENDENCYPART_ARC
(25,17),-1.61719 # DEPENDENCYPART_ARC
(25,18),-0.533581 # DEPENDENCYPART_ARC
(25,19),-0.504404 # DEPENDENCYPART_ARC
(25,20),-0.719823 # DEPENDENCYPART_ARC
(25,21),-0.14415 # DEPENDENCYPART_ARC
(25,22),0.181568 # DEPENDENCYPART_ARC
(25,23),0.349131 # DEPENDENCYPART_ARC
(25,24),1.58937 # DEPENDENCYPART_ARC
(25,26),-0.739019 # DEPENDENCYPART_ARC
