# _root_ تَجْدُرُ الإِشارَةُ إِلَى أَنَّ بونومى البالِغُ مِن العُمْرِ 44 عاماً , وَ هُوَ مُحام سابِقٌ , كانَ يَعْمَلُ رَئِيساً لِ مَجْلِسِ إِدارَةِ شَرِكَةِ / إِس آي أَي / المَسْؤُولَةِ عَن إِدارَةِ مَطارَيْ ليناتى ومالبينسا فِي مِيلانُو خِلالَ الفَتْرَةِ مِن 1997 ـ 1999 .
#goldHeads=0,1,2,3,6,12,6,7,8,9,10,4,14,12,14,15,14,17,18,19,20,21,22,27,27,27,23,27,23,29,30,31,34,32,32,35,29,37,38,41,39,41,0,
#predictedHeads=0,1,1,3,4,5,6,7,8,9,10,14,14,17,14,15,4,17,18,19,20,21,22,27,27,27,21,27,23,29,30,31,34,32,31,35,31,37,38,39,39,41,0,
(11,28),-2.06732 # DEPENDENCYPART_ARC
(11,29),-2.61697 # DEPENDENCYPART_ARC
(11,30),-2.62874 # DEPENDENCYPART_ARC
(11,31),-2.66924 # DEPENDENCYPART_ARC
(11,32),-2.77892 # DEPENDENCYPART_ARC
(11,33),-2.1478 # DEPENDENCYPART_ARC
(11,34),-2.30853 # DEPENDENCYPART_ARC
(11,35),-3.63343 # DEPENDENCYPART_ARC
(11,36),-2.59973 # DEPENDENCYPART_ARC
(11,37),-3.03597 # DEPENDENCYPART_ARC
(11,38),-3.13971 # DEPENDENCYPART_ARC
(11,39),-2.8936 # DEPENDENCYPART_ARC
(11,40),-2.45155 # DEPENDENCYPART_ARC
(11,41),-2.3378 # DEPENDENCYPART_ARC
(11,42),-2.8651 # DEPENDENCYPART_ARC
(11,43),-3.66035 # DEPENDENCYPART_ARC
(12,1),0.589401 # DEPENDENCYPART_ARC
(12,2),-0.241489 # DEPENDENCYPART_ARC
(12,3),-0.300423 # DEPENDENCYPART_ARC
(12,4),0.455347 # DEPENDENCYPART_ARC
(12,5),-0.413805 # DEPENDENCYPART_ARC
(12,6),-0.344305 # DEPENDENCYPART_ARC
(12,7),-0.754099 # DEPENDENCYPART_ARC
(12,8),0.174073 # DEPENDENCYPART_ARC
(12,9),-0.0392692 # DEPENDENCYPART_ARC
(12,10),0.0770849 # DEPENDENCYPART_ARC
(12,11),0.00559008 # DEPENDENCYPART_ARC
(12,13),-0.582041 # DEPENDENCYPART_ARC
(12,14),0.092905 # DEPENDENCYPART_ARC
(12,15),-0.257511 # DEPENDENCYPART_ARC
(12,16),-0.487847 # DEPENDENCYPART_ARC
(12,17),-0.068419 # DEPENDENCYPART_ARC
(12,18),-0.946394 # DEPENDENCYPART_ARC
(12,19),-1.26694 # DEPENDENCYPART_ARC
(12,20),-1.14624 # DEPENDENCYPART_ARC
(12,21),-1.76816 # DEPENDENCYPART_ARC
(12,22),-1.89416 # DEPENDENCYPART_ARC
(12,23),-2.08784 # DEPENDENCYPART_ARC
(12,24),-1.41037 # DEPENDENCYPART_ARC
(12,25),-1.32645 # DEPENDENCYPART_ARC
(12,26),-1.30807 # DEPENDENCYPART_ARC
(12,27),-1.45951 # DEPENDENCYPART_ARC
(12,28),-2.03619 # DEPENDENCYPART_ARC
(12,29),-2.45641 # DEPENDENCYPART_ARC
(12,30),-2.27834 # DEPENDENCYPART_ARC
(12,31),-2.68241 # DEPENDENCYPART_ARC
(12,32),-2.83515 # DEPENDENCYPART_ARC
(12,33),-2.20636 # DEPENDENCYPART_ARC
(12,34),-2.29005 # DEPENDENCYPART_ARC
(12,35),-1.65361 # DEPENDENCYPART_ARC
(12,36),-3.57215 # DEPENDENCYPART_ARC
(12,37),-1.9058 # DEPENDENCYPART_ARC
(12,38),-3.38507 # DEPENDENCYPART_ARC
(12,39),-2.46446 # DEPENDENCYPART_ARC
(12,40),-2.96041 # DEPENDENCYPART_ARC
(12,41),-2.97155 # DEPENDENCYPART_ARC
(12,42),-2.99149 # DEPENDENCYPART_ARC
(12,43),-2.5996 # DEPENDENCYPART_ARC
(13,1),-1.72396 # DEPENDENCYPART_ARC
(13,2),-1.75163 # DEPENDENCYPART_ARC
(13,3),-0.951384 # DEPENDENCYPART_ARC
(13,4),-0.789192 # DEPENDENCYPART_ARC
(13,5),-1.0946 # DEPENDENCYPART_ARC
(13,6),-1.05817 # DEPENDENCYPART_ARC
(13,7),-0.76865 # DEPENDENCYPART_ARC
(13,8),-1.48469 # DEPENDENCYPART_ARC
(13,9),-0.64259 # DEPENDENCYPART_ARC
(13,10),-0.906293 # DEPENDENCYPART_ARC
(13,11),-0.648214 # DEPENDENCYPART_ARC
(13,12),0.227115 # DEPENDENCYPART_ARC
(13,14),-0.395064 # DEPENDENCYPART_ARC
(13,15),-1.78943 # DEPENDENCYPART_ARC
(13,16),-0.757001 # DEPENDENCYPART_ARC
(13,17),-2.24856 # DEPENDENCYPART_ARC
(13,18),-2.16059 # DEPENDENCYPART_ARC
(13,19),-1.91473 # DEPENDENCYPART_ARC
(13,20),-1.35485 # DEPENDENCYPART_ARC
(13,21),-2.28309 # DEPENDENCYPART_ARC
(13,22),-2.67682 # DEPENDENCYPART_ARC
(13,23),-2.62043 # DEPENDENCYPART_ARC
(13,24),-1.71046 # DEPENDENCYPART_ARC
(13,25),-1.52732 # DEPENDENCYPART_ARC
(13,26),-1.49759 # DEPENDENCYPART_ARC
(13,27),-1.44125 # DEPENDENCYPART_ARC
(13,28),-1.74795 # DEPENDENCYPART_ARC
(13,29),-3.62504 # DEPENDENCYPART_ARC
(13,30),-1.82472 # DEPENDENCYPART_ARC
(13,31),-2.88374 # DEPENDENCYPART_ARC
(13,32),-1.95058 # DEPENDENCYPART_ARC
(13,33),-1.85567 # DEPENDENCYPART_ARC
(13,34),-1.85871 # DEPENDENCYPART_ARC
(13,35),-2.76065 # DEPENDENCYPART_ARC
(13,36),-2.10027 # DEPENDENCYPART_ARC
(13,37),-2.45077 # DEPENDENCYPART_ARC
(13,38),-3.80474 # DEPENDENCYPART_ARC
(13,39),-2.55246 # DEPENDENCYPART_ARC
(13,40),-2.05167 # DEPENDENCYPART_ARC
(13,41),-1.98266 # DEPENDENCYPART_ARC
(13,42),-2.09779 # DEPENDENCYPART_ARC
(13,43),-2.49323 # DEPENDENCYPART_ARC
(14,1),-0.158696 # DEPENDENCYPART_ARC
(14,2),-0.126674 # DEPENDENCYPART_ARC
(14,3),-0.107911 # DEPENDENCYPART_ARC
(14,4),0.489115 # DEPENDENCYPART_ARC
(14,5),0.20253 # DEPENDENCYPART_ARC
(14,6),-0.0217639 # DEPENDENCYPART_ARC
(14,7),0.319843 # DEPENDENCYPART_ARC
(14,8),0.0970782 # DEPENDENCYPART_ARC
(14,9),0.404462 # DEPENDENCYPART_ARC
(14,10),0.4551 # DEPENDENCYPART_ARC
(14,11),0.665851 # DEPENDENCYPART_ARC
(14,12),0.612976 # DEPENDENCYPART_ARC
(14,13),2.50099 # DEPENDENCYPART_ARC
(14,15),2.82982 # DEPENDENCYPART_ARC
(14,16),1.28435 # DEPENDENCYPART_ARC
(14,17),0.58528 # DEPENDENCYPART_ARC
(14,18),-0.310206 # DEPENDENCYPART_ARC
(14,19),-0.0964162 # DEPENDENCYPART_ARC
(14,20),0.457981 # DEPENDENCYPART_ARC
(14,21),-0.709149 # DEPENDENCYPART_ARC
(14,22),-0.262413 # DEPENDENCYPART_ARC
(14,23),-0.395603 # DEPENDENCYPART_ARC
(14,24),-0.498974 # DEPENDENCYPART_ARC
(14,25),-0.721375 # DEPENDENCYPART_ARC
(14,26),-0.487576 # DEPENDENCYPART_ARC
(14,27),-0.391863 # DEPENDENCYPART_ARC
(14,28),-0.708811 # DEPENDENCYPART_ARC
(14,29),-1.17135 # DEPENDENCYPART_ARC
(14,30),-0.19392 # DEPENDENCYPART_ARC
(14,31),-1.85763 # DEPENDENCYPART_ARC
(14,32),-1.39144 # DEPENDENCYPART_ARC
(14,33),-1.50939 # DEPENDENCYPART_ARC
(14,34),-1.1154 # DEPENDENCYPART_ARC
(14,35),-0.654989 # DEPENDENCYPART_ARC
(14,36),-2.57115 # DEPENDENCYPART_ARC
(14,37),-0.799498 # DEPENDENCYPART_ARC
(14,38),-3.36203 # DEPENDENCYPART_ARC
(14,39),-2.18701 # DEPENDENCYPART_ARC
(14,40),-1.66955 # DEPENDENCYPART_ARC
(14,41),-2.08496 # DEPENDENCYPART_ARC
(14,42),-1.75806 # DEPENDENCYPART_ARC
(14,43),-1.85622 # DEPENDENCYPART_ARC
(15,1),-1.82214 # DEPENDENCYPART_ARC
(15,2),-1.59078 # DEPENDENCYPART_ARC
(15,3),-0.909826 # DEPENDENCYPART_ARC
(15,4),-0.60942 # DEPENDENCYPART_ARC
(15,5),-1.2332 # DEPENDENCYPART_ARC
(15,6),-1.33754 # DEPENDENCYPART_ARC
(15,7),-0.787683 # DEPENDENCYPART_ARC
(15,8),-0.706372 # DEPENDENCYPART_ARC
(15,9),-0.522071 # DEPENDENCYPART_ARC
(15,10),-0.104937 # DEPENDENCYPART_ARC
(15,11),-0.0983922 # DEPENDENCYPART_ARC
(15,12),-0.306438 # DEPENDENCYPART_ARC
(15,13),0.685334 # DEPENDENCYPART_ARC
(15,14),0.477243 # DEPENDENCYPART_ARC
(15,16),1.51239 # DEPENDENCYPART_ARC
(15,17),0.262721 # DEPENDENCYPART_ARC
(15,18),-0.694847 # DEPENDENCYPART_ARC
(15,19),-0.568953 # DEPENDENCYPART_ARC
(15,20),-0.270383 # DEPENDENCYPART_ARC
(15,21),-1.42334 # DEPENDENCYPART_ARC
(15,22),-1.7934 # DEPENDENCYPART_ARC
(15,23),-1.79339 # DEPENDENCYPART_ARC
(15,24),-0.803348 # DEPENDENCYPART_ARC
(15,25),-0.404996 # DEPENDENCYPART_ARC
(15,26),-0.557988 # DEPENDENCYPART_ARC
(15,27),-0.556723 # DEPENDENCYPART_ARC
(15,28),-0.890357 # DEPENDENCYPART_ARC
(15,29),-2.41025 # DEPENDENCYPART_ARC
(15,30),-0.903122 # DEPENDENCYPART_ARC
(15,31),-2.22272 # DEPENDENCYPART_ARC
(15,32),-1.99802 # DEPENDENCYPART_ARC
(15,33),-0.470472 # DEPENDENCYPART_ARC
(15,34),-0.497043 # DEPENDENCYPART_ARC
(15,35),-0.877931 # DEPENDENCYPART_ARC
(15,36),-1.13062 # DEPENDENCYPART_ARC
(15,37),-1.67703 # DEPENDENCYPART_ARC
(15,38),-2.82965 # DEPENDENCYPART_ARC
(15,39),-1.87272 # DEPENDENCYPART_ARC
(15,40),-0.845306 # DEPENDENCYPART_ARC
(15,41),-0.68686 # DEPENDENCYPART_ARC
(15,42),-0.796568 # DEPENDENCYPART_ARC
(15,43),-1.57096 # DEPENDENCYPART_ARC
(16,1),-0.700234 # DEPENDENCYPART_ARC
(16,2),-0.959911 # DEPENDENCYPART_ARC
(16,3),-1.15432 # DEPENDENCYPART_ARC
(16,4),-0.987962 # DEPENDENCYPART_ARC
(16,5),-1.08109 # DEPENDENCYPART_ARC
(16,6),-0.969246 # DEPENDENCYPART_ARC
(16,7),-1.15905 # DEPENDENCYPART_ARC
(16,8),-0.246426 # DEPENDENCYPART_ARC
(16,9),-0.594742 # DEPENDENCYPART_ARC
(16,10),-0.498507 # DEPENDENCYPART_ARC
(16,11),-0.444284 # DEPENDENCYPART_ARC
(16,12),-0.598254 # DEPENDENCYPART_ARC
(16,13),-0.393743 # DEPENDENCYPART_ARC
(16,14),0.0560802 # DEPENDENCYPART_ARC
(16,15),0.406773 # DEPENDENCYPART_ARC
(16,17),-0.0323317 # DEPENDENCYPART_ARC
(16,18),-1.0339 # DEPENDENCYPART_ARC
(16,19),-1.33222 # DEPENDENCYPART_ARC
(16,20),-1.36851 # DEPENDENCYPART_ARC
(16,21),-1.599 # DEPENDENCYPART_ARC
(16,22),-1.81133 # DEPENDENCYPART_ARC
(16,23),-1.73002 # DEPENDENCYPART_ARC
(16,24),-0.910847 # DEPENDENCYPART_ARC
(16,25),-1.2361 # DEPENDENCYPART_ARC
(16,26),-1.07563 # DEPENDENCYPART_ARC
(16,27),-0.973567 # DEPENDENCYPART_ARC
(16,28),-0.878173 # DEPENDENCYPART_ARC
(16,29),-1.42846 # DEPENDENCYPART_ARC
(16,30),-1.8398 # DEPENDENCYPART_ARC
(16,31),-2.05112 # DEPENDENCYPART_ARC
(16,32),-2.00977 # DEPENDENCYPART_ARC
(16,33),-1.58534 # DEPENDENCYPART_ARC
(16,34),-1.5809 # DEPENDENCYPART_ARC
(16,35),-2.57073 # DEPENDENCYPART_ARC
(16,36),-1.86534 # DEPENDENCYPART_ARC
(16,37),-2.2078 # DEPENDENCYPART_ARC
(16,38),-2.34191 # DEPENDENCYPART_ARC
(16,39),-2.23386 # DEPENDENCYPART_ARC
(16,40),-1.9524 # DEPENDENCYPART_ARC
(16,41),-1.75569 # DEPENDENCYPART_ARC
(16,42),-2.09822 # DEPENDENCYPART_ARC
(16,43),-2.40643 # DEPENDENCYPART_ARC
(17,1),-2.52737 # DEPENDENCYPART_ARC
(17,2),-1.99597 # DEPENDENCYPART_ARC
(17,3),-0.72751 # DEPENDENCYPART_ARC
(17,4),0.0731448 # DEPENDENCYPART_ARC
(17,5),-0.491289 # DEPENDENCYPART_ARC
(17,6),-1.14967 # DEPENDENCYPART_ARC
(17,7),-0.308937 # DEPENDENCYPART_ARC
(17,8),-2.42461 # DEPENDENCYPART_ARC
(17,9),-0.292433 # DEPENDENCYPART_ARC
(17,10),-0.376177 # DEPENDENCYPART_ARC
(17,11),-0.493035 # DEPENDENCYPART_ARC
(17,12),-0.0303448 # DEPENDENCYPART_ARC
(17,13),0.628008 # DEPENDENCYPART_ARC
(17,14),0.333191 # DEPENDENCYPART_ARC
(17,15),-0.643485 # DEPENDENCYPART_ARC
(17,16),0.498248 # DEPENDENCYPART_ARC
(17,18),3.70543 # DEPENDENCYPART_ARC
(17,19),1.66265 # DEPENDENCYPART_ARC
(17,20),0.768908 # DEPENDENCYPART_ARC
(17,21),-1.38317 # DEPENDENCYPART_ARC
(17,22),-1.63735 # DEPENDENCYPART_ARC
(17,23),-2.17025 # DEPENDENCYPART_ARC
(17,24),0.285952 # DEPENDENCYPART_ARC
(17,25),-0.204351 # DEPENDENCYPART_ARC
(17,26),-0.168376 # DEPENDENCYPART_ARC
(17,27),-0.232289 # DEPENDENCYPART_ARC
(17,28),0.0520802 # DEPENDENCYPART_ARC
(17,29),-2.20793 # DEPENDENCYPART_ARC
(17,30),-0.235343 # DEPENDENCYPART_ARC
(17,31),-3.27774 # DEPENDENCYPART_ARC
(17,32),-1.88485 # DEPENDENCYPART_ARC
(17,33),-0.14441 # DEPENDENCYPART_ARC
(17,34),0.00940884 # DEPENDENCYPART_ARC
(17,35),-0.834256 # DEPENDENCYPART_ARC
(17,36),-1.44296 # DEPENDENCYPART_ARC
(17,37),-0.116095 # DEPENDENCYPART_ARC
(17,38),-3.76389 # DEPENDENCYPART_ARC
(17,39),-1.15383 # DEPENDENCYPART_ARC
(17,40),-1.02886 # DEPENDENCYPART_ARC
(17,41),-0.768032 # DEPENDENCYPART_ARC
(17,42),-1.15765 # DEPENDENCYPART_ARC
(17,43),-0.627059 # DEPENDENCYPART_ARC
(18,1),-3.51578 # DEPENDENCYPART_ARC
(18,2),-3.42489 # DEPENDENCYPART_ARC
(18,3),-1.56768 # DEPENDENCYPART_ARC
(18,4),-1.00822 # DEPENDENCYPART_ARC
(18,5),-1.38623 # DEPENDENCYPART_ARC
(18,6),-2.13153 # DEPENDENCYPART_ARC
(18,7),-1.36514 # DEPENDENCYPART_ARC
(18,8),-4.05861 # DEPENDENCYPART_ARC
(18,9),-1.11335 # DEPENDENCYPART_ARC
(18,10),-2.12084 # DEPENDENCYPART_ARC
(18,11),-1.23602 # DEPENDENCYPART_ARC
(18,12),-0.797871 # DEPENDENCYPART_ARC
(18,13),-1.34971 # DEPENDENCYPART_ARC
(18,14),-0.778309 # DEPENDENCYPART_ARC
(18,15),-1.80549 # DEPENDENCYPART_ARC
(18,16),-0.688126 # DEPENDENCYPART_ARC
(18,17),-0.228943 # DEPENDENCYPART_ARC
(18,19),2.94788 # DEPENDENCYPART_ARC
(18,20),1.50396 # DEPENDENCYPART_ARC
(18,21),-1.2663 # DEPENDENCYPART_ARC
(18,22),-1.24678 # DEPENDENCYPART_ARC
(18,23),-1.584 # DEPENDENCYPART_ARC
(18,24),-0.249751 # DEPENDENCYPART_ARC
(18,25),-0.229003 # DEPENDENCYPART_ARC
(18,26),-0.219357 # DEPENDENCYPART_ARC
(18,27),-0.282324 # DEPENDENCYPART_ARC
(18,28),-0.518474 # DEPENDENCYPART_ARC
(18,29),-2.44279 # DEPENDENCYPART_ARC
(18,30),0.623142 # DEPENDENCYPART_ARC
(18,31),-2.8629 # DEPENDENCYPART_ARC
(18,32),-1.60758 # DEPENDENCYPART_ARC
(18,33),-0.439485 # DEPENDENCYPART_ARC
(18,34),-0.196559 # DEPENDENCYPART_ARC
(18,35),0.166357 # DEPENDENCYPART_ARC
(18,36),-1.05651 # DEPENDENCYPART_ARC
(18,37),0.593811 # DEPENDENCYPART_ARC
(18,38),-3.07592 # DEPENDENCYPART_ARC
(18,39),-0.160589 # DEPENDENCYPART_ARC
(18,40),-1.08298 # DEPENDENCYPART_ARC
(18,41),-0.867489 # DEPENDENCYPART_ARC
(18,42),-1.47599 # DEPENDENCYPART_ARC
(18,43),-1.49994 # DEPENDENCYPART_ARC
(19,1),-2.14314 # DEPENDENCYPART_ARC
(19,2),-2.04599 # DEPENDENCYPART_ARC
(19,3),-1.79316 # DEPENDENCYPART_ARC
(19,4),-1.68256 # DEPENDENCYPART_ARC
(19,5),-1.69392 # DEPENDENCYPART_ARC
(19,6),-1.94524 # DEPENDENCYPART_ARC
(19,7),-1.44268 # DEPENDENCYPART_ARC
(19,8),-2.23217 # DEPENDENCYPART_ARC
(19,9),-1.34771 # DEPENDENCYPART_ARC
(19,10),-1.82682 # DEPENDENCYPART_ARC
(19,11),-1.4888 # DEPENDENCYPART_ARC
(19,12),-1.51559 # DEPENDENCYPART_ARC
(19,13),-0.981601 # DEPENDENCYPART_ARC
(19,14),-1.45946 # DEPENDENCYPART_ARC
(19,15),-1.67445 # DEPENDENCYPART_ARC
(19,16),-1.19275 # DEPENDENCYPART_ARC
(19,17),-0.552683 # DEPENDENCYPART_ARC
(19,18),-0.225151 # DEPENDENCYPART_ARC
(19,20),2.37849 # DEPENDENCYPART_ARC
(19,21),-0.0971645 # DEPENDENCYPART_ARC
(19,22),-0.257996 # DEPENDENCYPART_ARC
(19,23),-0.517189 # DEPENDENCYPART_ARC
(19,24),-0.410588 # DEPENDENCYPART_ARC
(19,25),-0.301428 # DEPENDENCYPART_ARC
(19,26),-0.0587779 # DEPENDENCYPART_ARC
(19,27),0.048229 # DEPENDENCYPART_ARC
(19,28),-0.521992 # DEPENDENCYPART_ARC
(19,29),-0.786129 # DEPENDENCYPART_ARC
(19,30),0.105888 # DEPENDENCYPART_ARC
(19,31),-1.97291 # DEPENDENCYPART_ARC
(19,32),-1.7733 # DEPENDENCYPART_ARC
(19,33),-0.929392 # DEPENDENCYPART_ARC
(19,34),-0.311247 # DEPENDENCYPART_ARC
(19,35),0.0790351 # DEPENDENCYPART_ARC
(19,36),-2.08294 # DEPENDENCYPART_ARC
(19,37),0.276406 # DEPENDENCYPART_ARC
(19,38),-2.55402 # DEPENDENCYPART_ARC
(19,39),-0.880976 # DEPENDENCYPART_ARC
(19,40),-1.2044 # DEPENDENCYPART_ARC
(19,41),-1.34359 # DEPENDENCYPART_ARC
(19,42),-1.44545 # DEPENDENCYPART_ARC
(19,43),-2.03764 # DEPENDENCYPART_ARC
(20,1),-2.23563 # DEPENDENCYPART_ARC
(20,2),-1.46541 # DEPENDENCYPART_ARC
(20,3),-2.44102 # DEPENDENCYPART_ARC
(20,4),-1.48181 # DEPENDENCYPART_ARC
(20,5),-1.45103 # DEPENDENCYPART_ARC
(20,6),-1.60097 # DEPENDENCYPART_ARC
(20,7),-2.06167 # DEPENDENCYPART_ARC
(20,8),-1.02753 # DEPENDENCYPART_ARC
(20,9),-1.20568 # DEPENDENCYPART_ARC
(20,10),-1.15114 # DEPENDENCYPART_ARC
(20,11),-1.46413 # DEPENDENCYPART_ARC
(20,12),-0.999437 # DEPENDENCYPART_ARC
(20,13),-0.472656 # DEPENDENCYPART_ARC
(20,14),-0.959801 # DEPENDENCYPART_ARC
(20,15),-1.30797 # DEPENDENCYPART_ARC
(20,16),-0.955519 # DEPENDENCYPART_ARC
(20,17),-0.99424 # DEPENDENCYPART_ARC
(20,18),-0.518575 # DEPENDENCYPART_ARC
(20,19),0.527237 # DEPENDENCYPART_ARC
(20,21),2.49655 # DEPENDENCYPART_ARC
(20,22),0.373101 # DEPENDENCYPART_ARC
(20,23),-0.556564 # DEPENDENCYPART_ARC
(20,24),-0.338199 # DEPENDENCYPART_ARC
(20,25),-0.356457 # DEPENDENCYPART_ARC
(20,26),-0.429533 # DEPENDENCYPART_ARC
(20,27),-0.468731 # DEPENDENCYPART_ARC
(20,28),-0.775714 # DEPENDENCYPART_ARC
(20,29),-0.80081 # DEPENDENCYPART_ARC
(20,30),-0.847342 # DEPENDENCYPART_ARC
(20,31),-0.943261 # DEPENDENCYPART_ARC
(20,32),-2.12842 # DEPENDENCYPART_ARC
(20,33),-0.949096 # DEPENDENCYPART_ARC
(20,34),-0.528964 # DEPENDENCYPART_ARC
(20,35),-1.59065 # DEPENDENCYPART_ARC
(20,36),-1.0864 # DEPENDENCYPART_ARC
(20,37),-1.29977 # DEPENDENCYPART_ARC
(20,38),-1.62107 # DEPENDENCYPART_ARC
(20,39),-1.83488 # DEPENDENCYPART_ARC
(20,40),-1.02521 # DEPENDENCYPART_ARC
(20,41),-0.655712 # DEPENDENCYPART_ARC
(20,42),-0.87233 # DEPENDENCYPART_ARC
(20,43),-2.60432 # DEPENDENCYPART_ARC
(21,1),-2.87364 # DEPENDENCYPART_ARC
(21,2),-3.03976 # DEPENDENCYPART_ARC
(21,3),-2.15182 # DEPENDENCYPART_ARC
(21,4),-1.83304 # DEPENDENCYPART_ARC
(21,5),-1.64102 # DEPENDENCYPART_ARC
(21,6),-2.34092 # DEPENDENCYPART_ARC
(21,7),-1.74227 # DEPENDENCYPART_ARC
(21,8),-2.91912 # DEPENDENCYPART_ARC
(21,9),-1.55025 # DEPENDENCYPART_ARC
(21,10),-2.03758 # DEPENDENCYPART_ARC
(21,11),-1.46789 # DEPENDENCYPART_ARC
(21,12),-1.84077 # DEPENDENCYPART_ARC
(21,13),-2.49362 # DEPENDENCYPART_ARC
(21,14),-1.69408 # DEPENDENCYPART_ARC
(21,15),-2.07645 # DEPENDENCYPART_ARC
(21,16),-1.48792 # DEPENDENCYPART_ARC
(21,17),-1.59556 # DEPENDENCYPART_ARC
(21,18),-1.68551 # DEPENDENCYPART_ARC
(21,19),-0.75067 # DEPENDENCYPART_ARC
(21,20),-0.0699925 # DEPENDENCYPART_ARC
(21,22),2.61722 # DEPENDENCYPART_ARC
(21,23),1.4717 # DEPENDENCYPART_ARC
(21,24),0.12247 # DEPENDENCYPART_ARC
(21,25),0.064301 # DEPENDENCYPART_ARC
(21,26),0.261366 # DEPENDENCYPART_ARC
(21,27),0.348537 # DEPENDENCYPART_ARC
(21,28),-0.207367 # DEPENDENCYPART_ARC
(21,29),0.700515 # DEPENDENCYPART_ARC
(21,30),0.321663 # DEPENDENCYPART_ARC
(21,31),-0.932114 # DEPENDENCYPART_ARC
(21,32),-0.186856 # DEPENDENCYPART_ARC
(21,33),-0.392228 # DEPENDENCYPART_ARC
(21,34),0.152197 # DEPENDENCYPART_ARC
(21,35),0.397897 # DEPENDENCYPART_ARC
(21,36),-1.40769 # DEPENDENCYPART_ARC
(21,37),0.252694 # DEPENDENCYPART_ARC
(21,38),-2.26058 # DEPENDENCYPART_ARC
(21,39),-1.1752 # DEPENDENCYPART_ARC
(21,40),-0.590937 # DEPENDENCYPART_ARC
(21,41),-0.609341 # DEPENDENCYPART_ARC
(21,42),-0.897415 # DEPENDENCYPART_ARC
(21,43),-1.70032 # DEPENDENCYPART_ARC
(22,1),-3.69398 # DEPENDENCYPART_ARC
(22,2),-2.64762 # DEPENDENCYPART_ARC
(22,3),-1.79729 # DEPENDENCYPART_ARC
(22,4),-1.37717 # DEPENDENCYPART_ARC
(22,5),-1.35864 # DEPENDENCYPART_ARC
(22,6),-1.75598 # DEPENDENCYPART_ARC
(22,7),-1.44693 # DEPENDENCYPART_ARC
(22,8),-3.09475 # DEPENDENCYPART_ARC
(22,9),-1.14929 # DEPENDENCYPART_ARC
(22,10),-2.27745 # DEPENDENCYPART_ARC
(22,11),-1.19462 # DEPENDENCYPART_ARC
(22,12),-1.40435 # DEPENDENCYPART_ARC
(22,13),-2.66477 # DEPENDENCYPART_ARC
(22,14),-1.43753 # DEPENDENCYPART_ARC
(22,15),-1.6492 # DEPENDENCYPART_ARC
(22,16),-1.15419 # DEPENDENCYPART_ARC
(22,17),-1.82811 # DEPENDENCYPART_ARC
(22,18),-2.23207 # DEPENDENCYPART_ARC
(22,19),-1.16221 # DEPENDENCYPART_ARC
(22,20),-0.33055 # DEPENDENCYPART_ARC
(22,21),-1.5988 # DEPENDENCYPART_ARC
(22,23),3.09794 # DEPENDENCYPART_ARC
(22,24),0.110825 # DEPENDENCYPART_ARC
(22,25),-0.314173 # DEPENDENCYPART_ARC
(22,26),-0.18247 # DEPENDENCYPART_ARC
(22,27),-0.105754 # DEPENDENCYPART_ARC
(22,28),-0.394718 # DEPENDENCYPART_ARC
(22,29),0.639676 # DEPENDENCYPART_ARC
(22,30),0.130641 # DEPENDENCYPART_ARC
(22,31),-0.896028 # DEPENDENCYPART_ARC
(22,32),0.0869186 # DEPENDENCYPART_ARC
(22,33),-1.01903 # DEPENDENCYPART_ARC
(22,34),-0.492989 # DEPENDENCYPART_ARC
(22,35),0.196342 # DEPENDENCYPART_ARC
(22,36),-1.51548 # DEPENDENCYPART_ARC
(22,37),-0.296394 # DEPENDENCYPART_ARC
(22,38),-1.77021 # DEPENDENCYPART_ARC
(22,39),-1.20617 # DEPENDENCYPART_ARC
(22,40),-1.24724 # DEPENDENCYPART_ARC
(22,41),-1.27786 # DEPENDENCYPART_ARC
(22,42),-1.34216 # DEPENDENCYPART_ARC
(22,43),-1.80631 # DEPENDENCYPART_ARC
(23,1),-3.55911 # DEPENDENCYPART_ARC
(23,2),-2.77357 # DEPENDENCYPART_ARC
(23,3),-1.6165 # DEPENDENCYPART_ARC
(23,4),-1.07456 # DEPENDENCYPART_ARC
(23,5),-1.11043 # DEPENDENCYPART_ARC
(23,6),-1.57518 # DEPENDENCYPART_ARC
(23,7),-1.25612 # DEPENDENCYPART_ARC
(23,8),-2.7991 # DEPENDENCYPART_ARC
(23,9),-1.01469 # DEPENDENCYPART_ARC
(23,10),-2.16222 # DEPENDENCYPART_ARC
(23,11),-0.974391 # DEPENDENCYPART_ARC
(23,12),-1.33298 # DEPENDENCYPART_ARC
(23,13),-2.4899 # DEPENDENCYPART_ARC
(23,14),-1.20409 # DEPENDENCYPART_ARC
(23,15),-1.45083 # DEPENDENCYPART_ARC
(23,16),-0.804262 # DEPENDENCYPART_ARC
(23,17),-1.55481 # DEPENDENCYPART_ARC
(23,18),-2.18205 # DEPENDENCYPART_ARC
(23,19),-0.978862 # DEPENDENCYPART_ARC
(23,20),-0.468724 # DEPENDENCYPART_ARC
(23,21),-1.83878 # DEPENDENCYPART_ARC
(23,22),-1.71588 # DEPENDENCYPART_ARC
(23,24),1.04267 # DEPENDENCYPART_ARC
(23,25),0.289232 # DEPENDENCYPART_ARC
(23,26),0.282288 # DEPENDENCYPART_ARC
(23,27),0.344573 # DEPENDENCYPART_ARC
(23,28),-0.106937 # DEPENDENCYPART_ARC
