# _root_ خَصَّصَت الحُكُومَةُ المِصْرِيَّةُ 5,2 بِلْيُونِ جُنَيْهٍ ( 585 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ شَرِكَةِ الحَدِيدِ وَ الصُلْبِ وَ 5,1 بِلْيُونٍ ( 153 مِلْيُونَ دُولارٍ ) لِ إِصْلاحِ قِطاعِ الغَزْلِ وَ النَسِيجِ فِي الوَقْتِ الَّذِي سَ تَمْتَنِعُ عَن بَيْعِ 115 شَرِكَةً تابِعَةً سابِقاً لِ وِزارَةِ الاِقْتِصادِ قَبْلَ إِلْغائِ ها .
#goldHeads=18,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,32,21,19,18,21,22,23,21,18,26,27,30,28,30,0,32,32,36,32,36,37,38,39,40,41,41,43,44,41,46,47,0,
#predictedHeads=0,1,2,7,4,5,1,7,8,9,7,1,12,13,16,14,16,14,21,19,18,21,22,23,21,1,26,27,30,28,30,31,32,33,36,33,36,37,38,39,40,41,42,43,44,36,46,47,0,
(10,1),-1.67965 # DEPENDENCYPART_ARC
(10,2),-1.86542 # DEPENDENCYPART_ARC
(10,3),-2.14572 # DEPENDENCYPART_ARC
(10,4),-0.88939 # DEPENDENCYPART_ARC
(10,5),-1.91258 # DEPENDENCYPART_ARC
(10,6),-1.62431 # DEPENDENCYPART_ARC
(10,7),-0.521689 # DEPENDENCYPART_ARC
(10,8),-0.395965 # DEPENDENCYPART_ARC
(10,9),-0.553692 # DEPENDENCYPART_ARC
(10,11),-1.05965 # DEPENDENCYPART_ARC
(10,12),-1.46481 # DEPENDENCYPART_ARC
(10,13),-3.12738 # DEPENDENCYPART_ARC
(10,14),-2.72968 # DEPENDENCYPART_ARC
(10,15),-2.65756 # DEPENDENCYPART_ARC
(10,16),-2.34336 # DEPENDENCYPART_ARC
(10,17),-3.46068 # DEPENDENCYPART_ARC
(10,18),-2.76149 # DEPENDENCYPART_ARC
(10,19),-2.99973 # DEPENDENCYPART_ARC
(10,20),-3.55249 # DEPENDENCYPART_ARC
(10,21),-3.17755 # DEPENDENCYPART_ARC
(10,22),-3.21419 # DEPENDENCYPART_ARC
(10,23),-5.1891 # DEPENDENCYPART_ARC
(10,24),-3.68917 # DEPENDENCYPART_ARC
(10,25),-3.34695 # DEPENDENCYPART_ARC
(10,26),-3.35232 # DEPENDENCYPART_ARC
(10,27),-5.61137 # DEPENDENCYPART_ARC
(10,28),-5.23899 # DEPENDENCYPART_ARC
(10,29),-4.91708 # DEPENDENCYPART_ARC
(10,30),-3.93855 # DEPENDENCYPART_ARC
(10,31),-6.26532 # DEPENDENCYPART_ARC
(10,32),-4.3472 # DEPENDENCYPART_ARC
(10,33),-6.74822 # DEPENDENCYPART_ARC
(10,34),-2.87132 # DEPENDENCYPART_ARC
(10,35),-4.39889 # DEPENDENCYPART_ARC
(10,36),-5.53618 # DEPENDENCYPART_ARC
(10,37),-5.35543 # DEPENDENCYPART_ARC
(10,38),-7.94581 # DEPENDENCYPART_ARC
(10,39),-4.7149 # DEPENDENCYPART_ARC
(10,40),-8.26706 # DEPENDENCYPART_ARC
(10,41),-8.76128 # DEPENDENCYPART_ARC
(10,42),-8.1501 # DEPENDENCYPART_ARC
(10,43),-6.07054 # DEPENDENCYPART_ARC
(10,44),-8.85612 # DEPENDENCYPART_ARC
(10,45),-8.08923 # DEPENDENCYPART_ARC
(10,46),-4.46284 # DEPENDENCYPART_ARC
(10,47),-9.51271 # DEPENDENCYPART_ARC
(10,48),-11.8443 # DEPENDENCYPART_ARC
(10,49),-6.30414 # DEPENDENCYPART_ARC
(11,1),-0.953704 # DEPENDENCYPART_ARC
(11,2),-0.934785 # DEPENDENCYPART_ARC
(11,3),-0.753307 # DEPENDENCYPART_ARC
(11,4),-0.515094 # DEPENDENCYPART_ARC
(11,5),-0.598797 # DEPENDENCYPART_ARC
(11,6),-0.467672 # DEPENDENCYPART_ARC
(11,7),-0.111077 # DEPENDENCYPART_ARC
(11,8),-0.0181401 # DEPENDENCYPART_ARC
(11,9),0.0115032 # DEPENDENCYPART_ARC
(11,10),0.326727 # DEPENDENCYPART_ARC
(11,12),-0.178317 # DEPENDENCYPART_ARC
(11,13),-0.619799 # DEPENDENCYPART_ARC
(11,14),-0.68902 # DEPENDENCYPART_ARC
(11,15),-0.842394 # DEPENDENCYPART_ARC
(11,16),-0.783217 # DEPENDENCYPART_ARC
(11,17),-1.10631 # DEPENDENCYPART_ARC
(11,18),-0.869815 # DEPENDENCYPART_ARC
(11,19),-0.6347 # DEPENDENCYPART_ARC
(11,20),-1.08753 # DEPENDENCYPART_ARC
(11,21),-0.881948 # DEPENDENCYPART_ARC
(11,22),-0.866646 # DEPENDENCYPART_ARC
(11,23),-1.22964 # DEPENDENCYPART_ARC
(11,24),-1.23969 # DEPENDENCYPART_ARC
(11,25),-0.661279 # DEPENDENCYPART_ARC
(11,26),-1.75052 # DEPENDENCYPART_ARC
(11,27),-1.39141 # DEPENDENCYPART_ARC
(11,28),-1.48694 # DEPENDENCYPART_ARC
(11,29),-1.55198 # DEPENDENCYPART_ARC
(11,30),-1.27218 # DEPENDENCYPART_ARC
(11,31),-1.65481 # DEPENDENCYPART_ARC
(11,32),-2.97576 # DEPENDENCYPART_ARC
(11,33),-1.83462 # DEPENDENCYPART_ARC
(11,34),-1.47302 # DEPENDENCYPART_ARC
(11,35),-1.4165 # DEPENDENCYPART_ARC
(11,36),-1.40401 # DEPENDENCYPART_ARC
(11,37),-2.70646 # DEPENDENCYPART_ARC
(11,38),-2.60464 # DEPENDENCYPART_ARC
(11,39),-1.59559 # DEPENDENCYPART_ARC
(11,40),-2.68475 # DEPENDENCYPART_ARC
(11,41),-2.95147 # DEPENDENCYPART_ARC
(11,42),-3.14912 # DEPENDENCYPART_ARC
(11,43),-3.23188 # DEPENDENCYPART_ARC
(11,44),-3.11878 # DEPENDENCYPART_ARC
(11,45),-3.2015 # DEPENDENCYPART_ARC
(11,46),-3.31801 # DEPENDENCYPART_ARC
(11,47),-3.33133 # DEPENDENCYPART_ARC
(11,48),-2.19585 # DEPENDENCYPART_ARC
(11,49),-3.74606 # DEPENDENCYPART_ARC
(12,1),-1.23726 # DEPENDENCYPART_ARC
(12,2),-0.767408 # DEPENDENCYPART_ARC
(12,3),-0.981931 # DEPENDENCYPART_ARC
(12,4),-0.680343 # DEPENDENCYPART_ARC
(12,5),-0.576753 # DEPENDENCYPART_ARC
(12,6),-0.402214 # DEPENDENCYPART_ARC
(12,7),-0.39669 # DEPENDENCYPART_ARC
(12,8),-0.366248 # DEPENDENCYPART_ARC
(12,9),-0.170505 # DEPENDENCYPART_ARC
(12,10),0.226577 # DEPENDENCYPART_ARC
(12,11),0.119772 # DEPENDENCYPART_ARC
(12,13),2.61518 # DEPENDENCYPART_ARC
(12,14),0.537883 # DEPENDENCYPART_ARC
(12,15),-0.850764 # DEPENDENCYPART_ARC
(12,16),0.618313 # DEPENDENCYPART_ARC
(12,17),-1.39988 # DEPENDENCYPART_ARC
(12,18),-0.490954 # DEPENDENCYPART_ARC
(12,19),-0.769104 # DEPENDENCYPART_ARC
(12,20),-2.12192 # DEPENDENCYPART_ARC
(12,21),-0.197338 # DEPENDENCYPART_ARC
(12,22),-0.853774 # DEPENDENCYPART_ARC
(12,23),-2.89734 # DEPENDENCYPART_ARC
(12,24),-3.35002 # DEPENDENCYPART_ARC
(12,25),-0.557282 # DEPENDENCYPART_ARC
(12,26),-1.23128 # DEPENDENCYPART_ARC
(12,27),-3.14516 # DEPENDENCYPART_ARC
(12,28),-4.56965 # DEPENDENCYPART_ARC
(12,29),-4.89117 # DEPENDENCYPART_ARC
(12,30),-1.2172 # DEPENDENCYPART_ARC
(12,31),-5.39892 # DEPENDENCYPART_ARC
(12,32),-2.83552 # DEPENDENCYPART_ARC
(12,33),-5.27872 # DEPENDENCYPART_ARC
(12,34),-0.779325 # DEPENDENCYPART_ARC
(12,35),-1.02072 # DEPENDENCYPART_ARC
(12,36),-2.62002 # DEPENDENCYPART_ARC
(12,37),-2.56593 # DEPENDENCYPART_ARC
(12,38),-6.29315 # DEPENDENCYPART_ARC
(12,39),-2.73514 # DEPENDENCYPART_ARC
(12,40),-7.26731 # DEPENDENCYPART_ARC
(12,41),-2.20915 # DEPENDENCYPART_ARC
(12,42),-2.32692 # DEPENDENCYPART_ARC
(12,43),-3.33324 # DEPENDENCYPART_ARC
(12,44),-7.86789 # DEPENDENCYPART_ARC
(12,45),-8.56427 # DEPENDENCYPART_ARC
(12,46),-3.50271 # DEPENDENCYPART_ARC
(12,47),-8.36606 # DEPENDENCYPART_ARC
(12,48),-2.48262 # DEPENDENCYPART_ARC
(12,49),-5.56046 # DEPENDENCYPART_ARC
(13,1),-1.83103 # DEPENDENCYPART_ARC
(13,2),-2.4082 # DEPENDENCYPART_ARC
(13,3),-2.34559 # DEPENDENCYPART_ARC
(13,4),-1.1019 # DEPENDENCYPART_ARC
(13,5),-2.28468 # DEPENDENCYPART_ARC
(13,6),-1.86921 # DEPENDENCYPART_ARC
(13,7),-0.97071 # DEPENDENCYPART_ARC
(13,8),-0.858124 # DEPENDENCYPART_ARC
(13,9),-1.25735 # DEPENDENCYPART_ARC
(13,10),-1.45743 # DEPENDENCYPART_ARC
(13,11),-0.452382 # DEPENDENCYPART_ARC
(13,12),0.0594564 # DEPENDENCYPART_ARC
(13,14),2.23993 # DEPENDENCYPART_ARC
(13,15),1.10637 # DEPENDENCYPART_ARC
(13,16),0.915625 # DEPENDENCYPART_ARC
(13,17),-0.648242 # DEPENDENCYPART_ARC
(13,18),-0.360931 # DEPENDENCYPART_ARC
(13,19),-0.361645 # DEPENDENCYPART_ARC
(13,20),-0.9129 # DEPENDENCYPART_ARC
(13,21),-0.252934 # DEPENDENCYPART_ARC
(13,22),-0.421246 # DEPENDENCYPART_ARC
(13,23),-1.18757 # DEPENDENCYPART_ARC
(13,24),-1.07223 # DEPENDENCYPART_ARC
(13,25),-1.03246 # DEPENDENCYPART_ARC
(13,26),-0.0341344 # DEPENDENCYPART_ARC
(13,27),-2.52008 # DEPENDENCYPART_ARC
(13,28),-2.13326 # DEPENDENCYPART_ARC
(13,29),-1.81788 # DEPENDENCYPART_ARC
(13,30),-0.674043 # DEPENDENCYPART_ARC
(13,31),-3.21793 # DEPENDENCYPART_ARC
(13,32),-1.07957 # DEPENDENCYPART_ARC
(13,33),-3.66806 # DEPENDENCYPART_ARC
(13,34),-0.397688 # DEPENDENCYPART_ARC
(13,35),-1.77549 # DEPENDENCYPART_ARC
(13,36),-3.76728 # DEPENDENCYPART_ARC
(13,37),-2.41828 # DEPENDENCYPART_ARC
(13,38),-5.06827 # DEPENDENCYPART_ARC
(13,39),-2.35402 # DEPENDENCYPART_ARC
(13,40),-4.60973 # DEPENDENCYPART_ARC
(13,41),-5.87572 # DEPENDENCYPART_ARC
(13,42),-4.74463 # DEPENDENCYPART_ARC
(13,43),-2.19723 # DEPENDENCYPART_ARC
(13,44),-5.55274 # DEPENDENCYPART_ARC
(13,45),-4.91161 # DEPENDENCYPART_ARC
(13,46),-1.34517 # DEPENDENCYPART_ARC
(13,47),-6.67998 # DEPENDENCYPART_ARC
(13,48),-7.90941 # DEPENDENCYPART_ARC
(13,49),-3.89931 # DEPENDENCYPART_ARC
(14,1),-1.93186 # DEPENDENCYPART_ARC
(14,2),-1.96086 # DEPENDENCYPART_ARC
(14,3),-2.32055 # DEPENDENCYPART_ARC
(14,4),-0.488045 # DEPENDENCYPART_ARC
(14,5),-2.66267 # DEPENDENCYPART_ARC
(14,6),-2.2852 # DEPENDENCYPART_ARC
(14,7),-0.460225 # DEPENDENCYPART_ARC
(14,8),-0.339485 # DEPENDENCYPART_ARC
(14,9),-1.60277 # DEPENDENCYPART_ARC
(14,10),-1.80224 # DEPENDENCYPART_ARC
(14,11),-0.24132 # DEPENDENCYPART_ARC
(14,12),-0.104522 # DEPENDENCYPART_ARC
(14,13),-1.39671 # DEPENDENCYPART_ARC
(14,15),3.0598 # DEPENDENCYPART_ARC
(14,16),2.17792 # DEPENDENCYPART_ARC
(14,17),0.316316 # DEPENDENCYPART_ARC
(14,18),0.819367 # DEPENDENCYPART_ARC
(14,19),0.272217 # DEPENDENCYPART_ARC
(14,20),-0.000987687 # DEPENDENCYPART_ARC
(14,21),0.209662 # DEPENDENCYPART_ARC
(14,22),0.0469221 # DEPENDENCYPART_ARC
(14,23),-0.358025 # DEPENDENCYPART_ARC
(14,24),0.0174855 # DEPENDENCYPART_ARC
(14,25),-0.341389 # DEPENDENCYPART_ARC
(14,26),-0.091194 # DEPENDENCYPART_ARC
(14,27),-1.37076 # DEPENDENCYPART_ARC
(14,28),-0.555916 # DEPENDENCYPART_ARC
(14,29),-0.662919 # DEPENDENCYPART_ARC
(14,30),0.526917 # DEPENDENCYPART_ARC
(14,31),-2.09853 # DEPENDENCYPART_ARC
(14,32),-0.920998 # DEPENDENCYPART_ARC
(14,33),-2.46534 # DEPENDENCYPART_ARC
(14,34),0.0393471 # DEPENDENCYPART_ARC
(14,35),-1.15989 # DEPENDENCYPART_ARC
(14,36),-1.95653 # DEPENDENCYPART_ARC
(14,37),-2.57121 # DEPENDENCYPART_ARC
(14,38),-3.51284 # DEPENDENCYPART_ARC
(14,39),-1.80828 # DEPENDENCYPART_ARC
(14,40),-4.2532 # DEPENDENCYPART_ARC
(14,41),-4.0365 # DEPENDENCYPART_ARC
(14,42),-4.56027 # DEPENDENCYPART_ARC
(14,43),-3.64604 # DEPENDENCYPART_ARC
(14,44),-3.86556 # DEPENDENCYPART_ARC
(14,45),-3.35519 # DEPENDENCYPART_ARC
(14,46),-1.74541 # DEPENDENCYPART_ARC
(14,47),-4.7271 # DEPENDENCYPART_ARC
(14,48),-7.18028 # DEPENDENCYPART_ARC
(14,49),-3.02988 # DEPENDENCYPART_ARC
(15,1),-1.84389 # DEPENDENCYPART_ARC
(15,2),-2.46873 # DEPENDENCYPART_ARC
(15,3),-1.57605 # DEPENDENCYPART_ARC
(15,4),-1.23328 # DEPENDENCYPART_ARC
(15,5),-2.72139 # DEPENDENCYPART_ARC
(15,6),-2.39262 # DEPENDENCYPART_ARC
(15,7),-1.44591 # DEPENDENCYPART_ARC
(15,8),-0.956224 # DEPENDENCYPART_ARC
(15,9),-2.18197 # DEPENDENCYPART_ARC
(15,10),-2.00761 # DEPENDENCYPART_ARC
(15,11),-1.13857 # DEPENDENCYPART_ARC
(15,12),-1.02484 # DEPENDENCYPART_ARC
(15,13),-1.87174 # DEPENDENCYPART_ARC
(15,14),-1.47621 # DEPENDENCYPART_ARC
(15,16),-0.132647 # DEPENDENCYPART_ARC
(15,17),-1.406 # DEPENDENCYPART_ARC
(15,18),-1.62718 # DEPENDENCYPART_ARC
(15,19),-1.64099 # DEPENDENCYPART_ARC
(15,20),-2.76 # DEPENDENCYPART_ARC
(15,21),-1.89751 # DEPENDENCYPART_ARC
(15,22),-1.92625 # DEPENDENCYPART_ARC
(15,23),-3.47355 # DEPENDENCYPART_ARC
(15,24),-2.74243 # DEPENDENCYPART_ARC
(15,25),-2.4035 # DEPENDENCYPART_ARC
(15,26),-1.75035 # DEPENDENCYPART_ARC
(15,27),-3.82578 # DEPENDENCYPART_ARC
(15,28),-3.28697 # DEPENDENCYPART_ARC
(15,29),-3.35239 # DEPENDENCYPART_ARC
(15,30),-2.71339 # DEPENDENCYPART_ARC
(15,31),-4.64214 # DEPENDENCYPART_ARC
(15,32),-2.67546 # DEPENDENCYPART_ARC
(15,33),-5.07244 # DEPENDENCYPART_ARC
(15,34),-1.58572 # DEPENDENCYPART_ARC
(15,35),-3.1012 # DEPENDENCYPART_ARC
(15,36),-4.50053 # DEPENDENCYPART_ARC
(15,37),-3.70667 # DEPENDENCYPART_ARC
(15,38),-6.19221 # DEPENDENCYPART_ARC
(15,39),-3.68855 # DEPENDENCYPART_ARC
(15,40),-7.76395 # DEPENDENCYPART_ARC
(15,41),-7.96038 # DEPENDENCYPART_ARC
(15,42),-7.97172 # DEPENDENCYPART_ARC
(15,43),-4.03522 # DEPENDENCYPART_ARC
(15,44),-7.18382 # DEPENDENCYPART_ARC
(15,45),-6.32797 # DEPENDENCYPART_ARC
(15,46),-3.26961 # DEPENDENCYPART_ARC
(15,47),-7.64083 # DEPENDENCYPART_ARC
(15,48),-9.97605 # DEPENDENCYPART_ARC
(15,49),-5.31364 # DEPENDENCYPART_ARC
(16,1),0.0860688 # DEPENDENCYPART_ARC
(16,2),0.532917 # DEPENDENCYPART_ARC
(16,3),-0.711984 # DEPENDENCYPART_ARC
(16,4),-0.82327 # DEPENDENCYPART_ARC
(16,5),0.153083 # DEPENDENCYPART_ARC
(16,6),-0.176319 # DEPENDENCYPART_ARC
(16,7),-0.560671 # DEPENDENCYPART_ARC
(16,8),-0.429474 # DEPENDENCYPART_ARC
(16,9),-0.0857169 # DEPENDENCYPART_ARC
(16,10),-0.00060782 # DEPENDENCYPART_ARC
(16,11),-0.979163 # DEPENDENCYPART_ARC
(16,12),-0.47851 # DEPENDENCYPART_ARC
(16,13),1.45436 # DEPENDENCYPART_ARC
(16,14),1.01004 # DEPENDENCYPART_ARC
(16,15),3.16394 # DEPENDENCYPART_ARC
(16,17),2.49845 # DEPENDENCYPART_ARC
(16,18),0.366646 # DEPENDENCYPART_ARC
(16,19),0.488851 # DEPENDENCYPART_ARC
(16,20),0.948266 # DEPENDENCYPART_ARC
(16,21),-0.0760925 # DEPENDENCYPART_ARC
(16,22),0.0373863 # DEPENDENCYPART_ARC
(16,23),0.0867724 # DEPENDENCYPART_ARC
(16,24),0.913484 # DEPENDENCYPART_ARC
(16,25),-0.382251 # DEPENDENCYPART_ARC
(16,26),-0.30286 # DEPENDENCYPART_ARC
(16,27),-0.206807 # DEPENDENCYPART_ARC
(16,28),-0.412076 # DEPENDENCYPART_ARC
(16,29),-0.280791 # DEPENDENCYPART_ARC
(16,30),0.17281 # DEPENDENCYPART_ARC
(16,31),-0.00454589 # DEPENDENCYPART_ARC
(16,32),-0.469823 # DEPENDENCYPART_ARC
(16,33),-0.627005 # DEPENDENCYPART_ARC
(16,34),-1.78731 # DEPENDENCYPART_ARC
(16,35),-1.5022 # DEPENDENCYPART_ARC
(16,36),-0.759819 # DEPENDENCYPART_ARC
(16,37),-2.0699 # DEPENDENCYPART_ARC
(16,38),-1.80195 # DEPENDENCYPART_ARC
(16,39),-1.52137 # DEPENDENCYPART_ARC
(16,40),-1.98245 # DEPENDENCYPART_ARC
(16,41),-3.96671 # DEPENDENCYPART_ARC
(16,42),-3.9174 # DEPENDENCYPART_ARC
(16,43),-1.91307 # DEPENDENCYPART_ARC
(16,44),-2.57395 # DEPENDENCYPART_ARC
(16,45),-2.42953 # DEPENDENCYPART_ARC
(16,46),-2.34974 # DEPENDENCYPART_ARC
(16,47),-3.26732 # DEPENDENCYPART_ARC
(16,48),-3.97752 # DEPENDENCYPART_ARC
(16,49),-2.40655 # DEPENDENCYPART_ARC
(17,1),-1.79827 # DEPENDENCYPART_ARC
(17,2),-2.47725 # DEPENDENCYPART_ARC
(17,3),-1.71871 # DEPENDENCYPART_ARC
(17,4),-1.32544 # DEPENDENCYPART_ARC
(17,5),-2.82268 # DEPENDENCYPART_ARC
(17,6),-2.40446 # DEPENDENCYPART_ARC
(17,7),-1.22336 # DEPENDENCYPART_ARC
(17,8),-1.13285 # DEPENDENCYPART_ARC
(17,9),-2.26684 # DEPENDENCYPART_ARC
(17,10),-2.05457 # DEPENDENCYPART_ARC
(17,11),-1.15501 # DEPENDENCYPART_ARC
(17,12),-1.24703 # DEPENDENCYPART_ARC
(17,13),-2.10305 # DEPENDENCYPART_ARC
(17,14),-1.99951 # DEPENDENCYPART_ARC
(17,15),-1.39954 # DEPENDENCYPART_ARC
(17,16),-0.304965 # DEPENDENCYPART_ARC
(17,18),-0.799395 # DEPENDENCYPART_ARC
(17,19),-1.58956 # DEPENDENCYPART_ARC
(17,20),-2.66218 # DEPENDENCYPART_ARC
(17,21),-2.13332 # DEPENDENCYPART_ARC
(17,22),-2.37757 # DEPENDENCYPART_ARC
(17,23),-3.43379 # DEPENDENCYPART_ARC
(17,24),-2.92768 # DEPENDENCYPART_ARC
(17,25),-2.70388 # DEPENDENCYPART_ARC
(17,26),-2.08699 # DEPENDENCYPART_ARC
(17,27),-3.73061 # DEPENDENCYPART_ARC
(17,28),-3.43076 # DEPENDENCYPART_ARC
(17,29),-3.68955 # DEPENDENCYPART_ARC
(17,30),-2.99102 # DEPENDENCYPART_ARC
(17,31),-4.55268 # DEPENDENCYPART_ARC
(17,32),-3.11213 # DEPENDENCYPART_ARC
(17,33),-4.95642 # DEPENDENCYPART_ARC
(17,34),-2.2352 # DEPENDENCYPART_ARC
(17,35),-3.61846 # DEPENDENCYPART_ARC
(17,36),-5.17442 # DEPENDENCYPART_ARC
(17,37),-4.09815 # DEPENDENCYPART_ARC
(17,38),-6.03579 # DEPENDENCYPART_ARC
(17,39),-4.0006 # DEPENDENCYPART_ARC
(17,40),-7.79841 # DEPENDENCYPART_ARC
(17,41),-8.57324 # DEPENDENCYPART_ARC
(17,42),-8.41624 # DEPENDENCYPART_ARC
(17,43),-4.68206 # DEPENDENCYPART_ARC
(17,44),-7.11758 # DEPENDENCYPART_ARC
(17,45),-6.45497 # DEPENDENCYPART_ARC
(17,46),-3.57448 # DEPENDENCYPART_ARC
(17,47),-7.33807 # DEPENDENCYPART_ARC
(17,48),-10.2364 # DEPENDENCYPART_ARC
(17,49),-5.62435 # DEPENDENCYPART_ARC
(18,1),0.660306 # DEPENDENCYPART_ARC
(18,2),0.102419 # DEPENDENCYPART_ARC
(18,3),-0.21837 # DEPENDENCYPART_ARC
(18,4),0.0543471 # DEPENDENCYPART_ARC
(18,5),-0.406111 # DEPENDENCYPART_ARC
(18,6),-0.53863 # DEPENDENCYPART_ARC
(18,7),0.113995 # DEPENDENCYPART_ARC
(18,8),0.516394 # DEPENDENCYPART_ARC
(18,9),-0.800679 # DEPENDENCYPART_ARC
(18,10),-0.571016 # DEPENDENCYPART_ARC
(18,11),-0.325859 # DEPENDENCYPART_ARC
(18,12),0.113287 # DEPENDENCYPART_ARC
(18,13),0.383207 # DEPENDENCYPART_ARC
(18,14),0.233386 # DEPENDENCYPART_ARC
(18,15),1.04302 # DEPENDENCYPART_ARC
(18,16),0.175142 # DEPENDENCYPART_ARC
(18,17),0.938997 # DEPENDENCYPART_ARC
(18,19),0.936796 # DEPENDENCYPART_ARC
(18,20),0.372132 # DEPENDENCYPART_ARC
(18,21),0.241688 # DEPENDENCYPART_ARC
(18,22),-0.15065 # DEPENDENCYPART_ARC
(18,23),-0.150235 # DEPENDENCYPART_ARC
(18,24),0.576182 # DEPENDENCYPART_ARC
(18,25),-0.302368 # DEPENDENCYPART_ARC
(18,26),-0.595681 # DEPENDENCYPART_ARC
(18,27),-0.542662 # DEPENDENCYPART_ARC
(18,28),-0.555338 # DEPENDENCYPART_ARC
(18,29),-0.588481 # DEPENDENCYPART_ARC
(18,30),-0.641137 # DEPENDENCYPART_ARC
(18,31),-0.517145 # DEPENDENCYPART_ARC
(18,32),-0.565243 # DEPENDENCYPART_ARC
(18,33),-0.998738 # DEPENDENCYPART_ARC
(18,34),-1.86288 # DEPENDENCYPART_ARC
(18,35),-1.70705 # DEPENDENCYPART_ARC
(18,36),-0.933056 # DEPENDENCYPART_ARC
(18,37),-2.29084 # DEPENDENCYPART_ARC
(18,38),-2.21355 # DEPENDENCYPART_ARC
(18,39),-1.71633 # DEPENDENCYPART_ARC
(18,40),-1.93266 # DEPENDENCYPART_ARC
(18,41),-4.10206 # DEPENDENCYPART_ARC
(18,42),-4.07793 # DEPENDENCYPART_ARC
(18,43),-2.28538 # DEPENDENCYPART_ARC
(18,44),-2.98746 # DEPENDENCYPART_ARC
(18,45),-2.53235 # DEPENDENCYPART_ARC
(18,46),-2.52572 # DEPENDENCYPART_ARC
(18,47),-3.41755 # DEPENDENCYPART_ARC
(18,48),-3.76562 # DEPENDENCYPART_ARC
(18,49),-2.43098 # DEPENDENCYPART_ARC
(19,1),-1.28774 # DEPENDENCYPART_ARC
(19,2),-1.62605 # DEPENDENCYPART_ARC
(19,3),-1.22412 # DEPENDENCYPART_ARC
(19,4),-1.5038 # DEPENDENCYPART_ARC
(19,5),-1.54587 # DEPENDENCYPART_ARC
(19,6),-1.30581 # DEPENDENCYPART_ARC
(19,7),-0.896152 # DEPENDENCYPART_ARC
(19,8),-1.34248 # DEPENDENCYPART_ARC
(19,9),-1.16457 # DEPENDENCYPART_ARC
(19,10),-1.06319 # DEPENDENCYPART_ARC
(19,11),-1.15871 # DEPENDENCYPART_ARC
(19,12),-0.646852 # DEPENDENCYPART_ARC
(19,13),-0.909184 # DEPENDENCYPART_ARC
(19,14),-0.560225 # DEPENDENCYPART_ARC
(19,15),-0.398795 # DEPENDENCYPART_ARC
(19,16),-0.830836 # DEPENDENCYPART_ARC
(19,17),0.18188 # DEPENDENCYPART_ARC
(19,18),-0.237794 # DEPENDENCYPART_ARC
(19,20),2.33369 # DEPENDENCYPART_ARC
(19,21),0.386746 # DEPENDENCYPART_ARC
(19,22),-0.10727 # DEPENDENCYPART_ARC
(19,23),1.10895 # DEPENDENCYPART_ARC
(19,24),-0.206776 # DEPENDENCYPART_ARC
(19,25),-0.178963 # DEPENDENCYPART_ARC
(19,26),-0.717506 # DEPENDENCYPART_ARC
(19,27),-0.434408 # DEPENDENCYPART_ARC
(19,28),-0.562555 # DEPENDENCYPART_ARC
(19,29),-0.514041 # DEPENDENCYPART_ARC
(19,30),-0.523629 # DEPENDENCYPART_ARC
(19,31),-0.876811 # DEPENDENCYPART_ARC
(19,32),-2.07966 # DEPENDENCYPART_ARC
(19,33),-1.10366 # DEPENDENCYPART_ARC
(19,34),-0.33346 # DEPENDENCYPART_ARC
(19,35),-0.442384 # DEPENDENCYPART_ARC
(19,36),-0.509507 # DEPENDENCYPART_ARC
(19,37),-2.90566 # DEPENDENCYPART_ARC
(19,38),-1.71376 # DEPENDENCYPART_ARC
(19,39),-2.02247 # DEPENDENCYPART_ARC
(19,40),-1.33583 # DEPENDENCYPART_ARC
(19,41),-0.587875 # DEPENDENCYPART_ARC
(19,42),-0.815689 # DEPENDENCYPART_ARC
(19,43),-3.27928 # DEPENDENCYPART_ARC
(19,44),-2.3915 # DEPENDENCYPART_ARC
(19,45),-2.59649 # DEPENDENCYPART_ARC
(19,46),-3.20794 # DEPENDENCYPART_ARC
(19,47),-2.81158 # DEPENDENCYPART_ARC
(19,48),-0.957557 # DEPENDENCYPART_ARC
(19,49),-2.48989 # DEPENDENCYPART_ARC
(20,1),-2.33855 # DEPENDENCYPART_ARC
(20,2),-2.43147 # DEPENDENCYPART_ARC
(20,3),-2.36319 # DEPENDENCYPART_ARC
(20,4),-1.08903 # DEPENDENCYPART_ARC
(20,5),-2.62276 # DEPENDENCYPART_ARC
(20,6),-2.49417 # DEPENDENCYPART_ARC
(20,7),-1.10663 # DEPENDENCYPART_ARC
(20,8),-1.0918 # DEPENDENCYPART_ARC
(20,9),-1.89953 # DEPENDENCYPART_ARC
(20,10),-2.0748 # DEPENDENCYPART_ARC
(20,11),-0.950048 # DEPENDENCYPART_ARC
(20,12),-1.32512 # DEPENDENCYPART_ARC
(20,13),-2.01898 # DEPENDENCYPART_ARC
(20,14),-2.29807 # DEPENDENCYPART_ARC
(20,15),-1.46649 # DEPENDENCYPART_ARC
(20,16),-0.684888 # DEPENDENCYPART_ARC
(20,17),-1.04092 # DEPENDENCYPART_ARC
(20,18),-0.475384 # DEPENDENCYPART_ARC
(20,19),-0.0540328 # DEPENDENCYPART_ARC
(20,21),0.630806 # DEPENDENCYPART_ARC
