# _root_ وَ وَقَعَت الهَزَّةُ فِي الساعَةِ 10,30 بِ التَوْقِيتِ المَحَلِّيِّ ( 1,30 تغ ) فِي هٰذِهِ الجَزِيرَةِ الَّتِي تَقَعُ عَلَى بُعْدِ 150 كلم جَنُوبَ طُوكِيُو وَ تُؤْوِي 3100 نَسَمَةٍ .
#goldHeads=0,0,2,2,4,5,6,7,8,5,5,11,5,2,16,14,16,25,18,19,20,21,18,23,16,25,26,27,0,
#predictedHeads=0,0,2,2,4,5,2,7,8,7,10,11,11,2,16,14,16,25,18,19,20,21,21,23,14,25,26,27,0,
(18,23),0.848423 # DEPENDENCYPART_ARC
(18,24),-0.306192 # DEPENDENCYPART_ARC
(18,25),-0.0189488 # DEPENDENCYPART_ARC
(18,26),-2.34277 # DEPENDENCYPART_ARC
(18,27),-0.880574 # DEPENDENCYPART_ARC
(18,28),-3.19691 # DEPENDENCYPART_ARC
(18,29),-0.492092 # DEPENDENCYPART_ARC
(19,1),-1.35723 # DEPENDENCYPART_ARC
(19,2),-1.30103 # DEPENDENCYPART_ARC
(19,3),-1.00346 # DEPENDENCYPART_ARC
(19,4),-2.1851 # DEPENDENCYPART_ARC
(19,5),-1.11382 # DEPENDENCYPART_ARC
(19,6),-1.46394 # DEPENDENCYPART_ARC
(19,7),-1.26081 # DEPENDENCYPART_ARC
(19,8),-0.94338 # DEPENDENCYPART_ARC
(19,9),-1.51664 # DEPENDENCYPART_ARC
(19,10),-1.099 # DEPENDENCYPART_ARC
(19,11),-1.29752 # DEPENDENCYPART_ARC
(19,12),-1.14638 # DEPENDENCYPART_ARC
(19,13),-1.28779 # DEPENDENCYPART_ARC
(19,14),-1.44959 # DEPENDENCYPART_ARC
(19,15),-0.885117 # DEPENDENCYPART_ARC
(19,16),-0.743246 # DEPENDENCYPART_ARC
(19,17),-0.447923 # DEPENDENCYPART_ARC
(19,18),0.161975 # DEPENDENCYPART_ARC
(19,20),1.76463 # DEPENDENCYPART_ARC
(19,21),0.262029 # DEPENDENCYPART_ARC
(19,22),-0.448711 # DEPENDENCYPART_ARC
(19,23),-0.930788 # DEPENDENCYPART_ARC
(19,24),-0.927454 # DEPENDENCYPART_ARC
(19,25),-0.512744 # DEPENDENCYPART_ARC
(19,26),-1.30302 # DEPENDENCYPART_ARC
(19,27),-1.16849 # DEPENDENCYPART_ARC
(19,28),-2.02696 # DEPENDENCYPART_ARC
(19,29),-1.38088 # DEPENDENCYPART_ARC
(20,1),-2.09097 # DEPENDENCYPART_ARC
(20,2),-1.86442 # DEPENDENCYPART_ARC
(20,3),-2.46949 # DEPENDENCYPART_ARC
(20,4),-1.62787 # DEPENDENCYPART_ARC
(20,5),-2.92104 # DEPENDENCYPART_ARC
(20,6),-1.51654 # DEPENDENCYPART_ARC
(20,7),-1.13968 # DEPENDENCYPART_ARC
(20,8),-2.37146 # DEPENDENCYPART_ARC
(20,9),-2.17583 # DEPENDENCYPART_ARC
(20,10),-1.2563 # DEPENDENCYPART_ARC
(20,11),-1.18363 # DEPENDENCYPART_ARC
(20,12),-0.960546 # DEPENDENCYPART_ARC
(20,13),-1.24083 # DEPENDENCYPART_ARC
(20,14),-1.23107 # DEPENDENCYPART_ARC
(20,15),-0.0952305 # DEPENDENCYPART_ARC
(20,16),-2.07706 # DEPENDENCYPART_ARC
(20,17),-1.12998 # DEPENDENCYPART_ARC
(20,18),-0.964074 # DEPENDENCYPART_ARC
(20,19),0.368388 # DEPENDENCYPART_ARC
(20,21),1.93335 # DEPENDENCYPART_ARC
(20,22),0.212415 # DEPENDENCYPART_ARC
(20,23),0.259681 # DEPENDENCYPART_ARC
(20,24),0.0731004 # DEPENDENCYPART_ARC
(20,25),-0.119766 # DEPENDENCYPART_ARC
(20,26),-1.62611 # DEPENDENCYPART_ARC
(20,27),-0.541073 # DEPENDENCYPART_ARC
(20,28),-1.07671 # DEPENDENCYPART_ARC
(20,29),-0.846747 # DEPENDENCYPART_ARC
(21,1),-1.22549 # DEPENDENCYPART_ARC
(21,2),-1.15347 # DEPENDENCYPART_ARC
(21,3),-1.38342 # DEPENDENCYPART_ARC
(21,4),-1.24196 # DEPENDENCYPART_ARC
(21,5),-1.13387 # DEPENDENCYPART_ARC
(21,6),-1.24185 # DEPENDENCYPART_ARC
(21,7),-1.1578 # DEPENDENCYPART_ARC
(21,8),-0.940803 # DEPENDENCYPART_ARC
(21,9),-1.12275 # DEPENDENCYPART_ARC
(21,10),-0.594519 # DEPENDENCYPART_ARC
(21,11),-1.01936 # DEPENDENCYPART_ARC
(21,12),-0.808913 # DEPENDENCYPART_ARC
(21,13),-0.893218 # DEPENDENCYPART_ARC
(21,14),-0.556175 # DEPENDENCYPART_ARC
(21,16),-0.35738 # DEPENDENCYPART_ARC
(21,17),-0.810004 # DEPENDENCYPART_ARC
(21,18),-0.532648 # DEPENDENCYPART_ARC
(21,19),0.28013 # DEPENDENCYPART_ARC
(21,20),0.81044 # DEPENDENCYPART_ARC
(21,22),1.98157 # DEPENDENCYPART_ARC
(21,23),1.28938 # DEPENDENCYPART_ARC
(21,24),0.390946 # DEPENDENCYPART_ARC
(21,25),-0.247391 # DEPENDENCYPART_ARC
(21,26),0.0754801 # DEPENDENCYPART_ARC
(21,27),-0.982673 # DEPENDENCYPART_ARC
(21,28),-0.070548 # DEPENDENCYPART_ARC
(21,29),-0.620213 # DEPENDENCYPART_ARC
(22,3),-0.817751 # DEPENDENCYPART_ARC
(22,5),-0.83937 # DEPENDENCYPART_ARC
(22,6),-0.794331 # DEPENDENCYPART_ARC
(22,8),-0.797146 # DEPENDENCYPART_ARC
(22,10),-0.52108 # DEPENDENCYPART_ARC
(22,11),-0.703111 # DEPENDENCYPART_ARC
(22,12),0.210233 # DEPENDENCYPART_ARC
(22,13),-0.409787 # DEPENDENCYPART_ARC
(22,16),-0.473164 # DEPENDENCYPART_ARC
(22,20),0.193944 # DEPENDENCYPART_ARC
(22,21),0.475481 # DEPENDENCYPART_ARC
(22,23),0.356018 # DEPENDENCYPART_ARC
(22,24),0.0910075 # DEPENDENCYPART_ARC
(22,27),-0.591571 # DEPENDENCYPART_ARC
(22,28),-0.998701 # DEPENDENCYPART_ARC
(22,29),-0.262873 # DEPENDENCYPART_ARC
(23,1),-2.77174 # DEPENDENCYPART_ARC
(23,2),-1.82726 # DEPENDENCYPART_ARC
(23,3),-2.18798 # DEPENDENCYPART_ARC
(23,4),-2.23093 # DEPENDENCYPART_ARC
(23,5),-2.6444 # DEPENDENCYPART_ARC
(23,6),-1.81789 # DEPENDENCYPART_ARC
(23,7),-1.53981 # DEPENDENCYPART_ARC
(23,8),-2.66491 # DEPENDENCYPART_ARC
(23,9),-2.52685 # DEPENDENCYPART_ARC
(23,10),-1.71476 # DEPENDENCYPART_ARC
(23,11),-1.57496 # DEPENDENCYPART_ARC
(23,12),-1.359 # DEPENDENCYPART_ARC
(23,13),-1.64159 # DEPENDENCYPART_ARC
(23,14),-1.78332 # DEPENDENCYPART_ARC
(23,15),-0.966046 # DEPENDENCYPART_ARC
(23,16),-1.9771 # DEPENDENCYPART_ARC
(23,17),-1.69551 # DEPENDENCYPART_ARC
(23,18),-1.16414 # DEPENDENCYPART_ARC
(23,19),-0.871975 # DEPENDENCYPART_ARC
(23,20),-1.39303 # DEPENDENCYPART_ARC
(23,21),-0.612859 # DEPENDENCYPART_ARC
(23,22),-0.110914 # DEPENDENCYPART_ARC
(23,24),1.88109 # DEPENDENCYPART_ARC
(23,25),0.158599 # DEPENDENCYPART_ARC
(23,26),-1.30664 # DEPENDENCYPART_ARC
(23,27),-0.532297 # DEPENDENCYPART_ARC
(23,28),-0.746746 # DEPENDENCYPART_ARC
(23,29),-0.793103 # DEPENDENCYPART_ARC
(24,1),-1.89344 # DEPENDENCYPART_ARC
(24,2),-1.7423 # DEPENDENCYPART_ARC
(24,3),-1.63099 # DEPENDENCYPART_ARC
(24,4),-1.67853 # DEPENDENCYPART_ARC
(24,5),-1.39101 # DEPENDENCYPART_ARC
(24,6),-1.37055 # DEPENDENCYPART_ARC
(24,7),-1.61291 # DEPENDENCYPART_ARC
(24,8),-1.25101 # DEPENDENCYPART_ARC
(24,9),-1.32299 # DEPENDENCYPART_ARC
(24,10),-1.77293 # DEPENDENCYPART_ARC
(24,11),-1.28097 # DEPENDENCYPART_ARC
(24,12),-0.660977 # DEPENDENCYPART_ARC
(24,13),-1.49001 # DEPENDENCYPART_ARC
(24,14),-1.40491 # DEPENDENCYPART_ARC
(24,15),-1.21385 # DEPENDENCYPART_ARC
(24,16),-1.06474 # DEPENDENCYPART_ARC
(24,17),-1.06972 # DEPENDENCYPART_ARC
(24,18),-0.939542 # DEPENDENCYPART_ARC
(24,19),-0.919912 # DEPENDENCYPART_ARC
(24,20),-0.404985 # DEPENDENCYPART_ARC
(24,21),-0.432782 # DEPENDENCYPART_ARC
(24,22),0.418071 # DEPENDENCYPART_ARC
(24,23),0.7332 # DEPENDENCYPART_ARC
(24,25),-0.369927 # DEPENDENCYPART_ARC
(24,26),-0.768998 # DEPENDENCYPART_ARC
(24,27),-1.33531 # DEPENDENCYPART_ARC
(24,28),-1.60542 # DEPENDENCYPART_ARC
(24,29),-1.46642 # DEPENDENCYPART_ARC
(25,1),-2.00469 # DEPENDENCYPART_ARC
(25,2),0.864148 # DEPENDENCYPART_ARC
(25,3),-0.99463 # DEPENDENCYPART_ARC
(25,4),-1.40445 # DEPENDENCYPART_ARC
(25,5),-0.122688 # DEPENDENCYPART_ARC
(25,6),-0.834866 # DEPENDENCYPART_ARC
(25,7),-0.761162 # DEPENDENCYPART_ARC
(25,8),-0.326575 # DEPENDENCYPART_ARC
(25,9),-0.563898 # DEPENDENCYPART_ARC
(25,10),-0.1608 # DEPENDENCYPART_ARC
(25,11),-0.607865 # DEPENDENCYPART_ARC
(25,12),-0.420335 # DEPENDENCYPART_ARC
(25,13),-0.671996 # DEPENDENCYPART_ARC
(25,14),-0.526267 # DEPENDENCYPART_ARC
(25,15),0.241385 # DEPENDENCYPART_ARC
(25,16),-0.192815 # DEPENDENCYPART_ARC
(25,17),0.377293 # DEPENDENCYPART_ARC
(25,18),2.07065 # DEPENDENCYPART_ARC
(25,19),0.328164 # DEPENDENCYPART_ARC
(25,20),0.663063 # DEPENDENCYPART_ARC
(25,21),0.427834 # DEPENDENCYPART_ARC
(25,22),0.44204 # DEPENDENCYPART_ARC
(25,23),0.585456 # DEPENDENCYPART_ARC
(25,24),0.450885 # DEPENDENCYPART_ARC
(25,26),1.95115 # DEPENDENCYPART_ARC
(25,27),-0.0518178 # DEPENDENCYPART_ARC
(25,28),0.268881 # DEPENDENCYPART_ARC
(25,29),-0.0961225 # DEPENDENCYPART_ARC
(26,1),-2.11631 # DEPENDENCYPART_ARC
(26,2),-2.89831 # DEPENDENCYPART_ARC
(26,3),-1.68021 # DEPENDENCYPART_ARC
(26,4),-2.11211 # DEPENDENCYPART_ARC
(26,5),-4.68079 # DEPENDENCYPART_ARC
(26,6),-1.14483 # DEPENDENCYPART_ARC
(26,7),-1.649 # DEPENDENCYPART_ARC
(26,8),-4.09273 # DEPENDENCYPART_ARC
(26,9),-3.34608 # DEPENDENCYPART_ARC
(26,10),-1.41351 # DEPENDENCYPART_ARC
(26,11),-1.0086 # DEPENDENCYPART_ARC
(26,12),-0.984617 # DEPENDENCYPART_ARC
(26,13),-1.47324 # DEPENDENCYPART_ARC
(26,14),-0.721978 # DEPENDENCYPART_ARC
(26,15),-2.08513 # DEPENDENCYPART_ARC
(26,16),-4.1596 # DEPENDENCYPART_ARC
(26,17),-1.38674 # DEPENDENCYPART_ARC
(26,18),-1.77561 # DEPENDENCYPART_ARC
(26,19),-0.615545 # DEPENDENCYPART_ARC
(26,20),-3.42758 # DEPENDENCYPART_ARC
(26,21),-0.504144 # DEPENDENCYPART_ARC
(26,22),-0.137755 # DEPENDENCYPART_ARC
(26,23),-0.948544 # DEPENDENCYPART_ARC
(26,24),-0.286544 # DEPENDENCYPART_ARC
(26,25),0.154525 # DEPENDENCYPART_ARC
(26,27),1.55544 # DEPENDENCYPART_ARC
(26,28),-1.46621 # DEPENDENCYPART_ARC
(26,29),0.062436 # DEPENDENCYPART_ARC
(27,1),-1.65291 # DEPENDENCYPART_ARC
(27,2),-1.53891 # DEPENDENCYPART_ARC
(27,3),-1.90356 # DEPENDENCYPART_ARC
(27,4),-1.78001 # DEPENDENCYPART_ARC
(27,5),-1.68462 # DEPENDENCYPART_ARC
(27,6),-1.67702 # DEPENDENCYPART_ARC
(27,7),-1.34613 # DEPENDENCYPART_ARC
(27,8),-1.20968 # DEPENDENCYPART_ARC
(27,9),-1.45515 # DEPENDENCYPART_ARC
(27,10),-1.06654 # DEPENDENCYPART_ARC
(27,11),-1.30209 # DEPENDENCYPART_ARC
(27,12),-1.10045 # DEPENDENCYPART_ARC
(27,13),-1.3666 # DEPENDENCYPART_ARC
(27,14),-0.925776 # DEPENDENCYPART_ARC
(27,16),-0.686592 # DEPENDENCYPART_ARC
(27,17),-1.30438 # DEPENDENCYPART_ARC
(27,18),-1.22085 # DEPENDENCYPART_ARC
(27,19),-0.934444 # DEPENDENCYPART_ARC
(27,20),-0.897199 # DEPENDENCYPART_ARC
(27,21),-1.10292 # DEPENDENCYPART_ARC
(27,22),-0.735151 # DEPENDENCYPART_ARC
(27,23),-0.505219 # DEPENDENCYPART_ARC
(27,24),-1.21119 # DEPENDENCYPART_ARC
(27,25),-0.678342 # DEPENDENCYPART_ARC
(27,26),0.0121512 # DEPENDENCYPART_ARC
(27,28),2.72384 # DEPENDENCYPART_ARC
(27,29),0.526489 # DEPENDENCYPART_ARC
(28,1),-2.77153 # DEPENDENCYPART_ARC
(28,2),-2.81616 # DEPENDENCYPART_ARC
(28,3),-2.97425 # DEPENDENCYPART_ARC
(28,4),-2.65608 # DEPENDENCYPART_ARC
(28,5),-4.06514 # DEPENDENCYPART_ARC
(28,6),-1.91753 # DEPENDENCYPART_ARC
(28,7),-1.87809 # DEPENDENCYPART_ARC
(28,8),-3.1754 # DEPENDENCYPART_ARC
(28,9),-2.60191 # DEPENDENCYPART_ARC
(28,10),-1.55717 # DEPENDENCYPART_ARC
(28,11),-1.58862 # DEPENDENCYPART_ARC
(28,12),-1.15019 # DEPENDENCYPART_ARC
(28,13),-1.64792 # DEPENDENCYPART_ARC
(28,14),-1.95533 # DEPENDENCYPART_ARC
(28,15),0.258631 # DEPENDENCYPART_ARC
(28,16),-3.25704 # DEPENDENCYPART_ARC
(28,17),-1.68335 # DEPENDENCYPART_ARC
(28,18),-2.57748 # DEPENDENCYPART_ARC
(28,19),-1.4658 # DEPENDENCYPART_ARC
(28,20),-3.1535 # DEPENDENCYPART_ARC
(28,21),-1.12376 # DEPENDENCYPART_ARC
(28,22),-0.972974 # DEPENDENCYPART_ARC
(28,23),-2.1367 # DEPENDENCYPART_ARC
(28,24),-0.900601 # DEPENDENCYPART_ARC
(28,25),-0.921767 # DEPENDENCYPART_ARC
(28,26),-1.54299 # DEPENDENCYPART_ARC
(28,27),-0.0765003 # DEPENDENCYPART_ARC
(28,29),0.446708 # DEPENDENCYPART_ARC
(29,1),-3.66117 # DEPENDENCYPART_ARC
(29,2),-3.65272 # DEPENDENCYPART_ARC
(29,3),-4.23229 # DEPENDENCYPART_ARC
(29,4),-3.3002 # DEPENDENCYPART_ARC
(29,5),-3.86309 # DEPENDENCYPART_ARC
(29,6),-3.83022 # DEPENDENCYPART_ARC
(29,7),-3.05715 # DEPENDENCYPART_ARC
(29,8),-3.42701 # DEPENDENCYPART_ARC
(29,9),-2.36028 # DEPENDENCYPART_ARC
(29,10),-1.91376 # DEPENDENCYPART_ARC
(29,11),-3.35967 # DEPENDENCYPART_ARC
(29,12),-2.17247 # DEPENDENCYPART_ARC
(29,13),-2.08651 # DEPENDENCYPART_ARC
(29,14),-2.74889 # DEPENDENCYPART_ARC
(29,15),-2.21096 # DEPENDENCYPART_ARC
(29,16),-2.90952 # DEPENDENCYPART_ARC
(29,18),-2.29437 # DEPENDENCYPART_ARC
(29,19),-2.24821 # DEPENDENCYPART_ARC
(29,20),-2.21833 # DEPENDENCYPART_ARC
(29,21),-2.06804 # DEPENDENCYPART_ARC
(29,22),-1.8465 # DEPENDENCYPART_ARC
(29,23),-2.11058 # DEPENDENCYPART_ARC
(29,24),-2.16329 # DEPENDENCYPART_ARC
(29,25),-1.90984 # DEPENDENCYPART_ARC
(29,26),-1.52545 # DEPENDENCYPART_ARC
(29,27),-0.791648 # DEPENDENCYPART_ARC
(29,28),-0.986438 # DEPENDENCYPART_ARC
