# _root_ تَوَقَّعَت الحُكُومَةُ المِصْرِيَّةُ زِيادَةً فِي حَجْمِ مُوازَنَةِ السَنَةِ المُقْبِلَةِ بِ نِسْبَةِ 13 فِي المِئَةِ إِلَى 140 بِلْيُونَ جُنَيْهٍ ( 33 بِلْيُونَ دُولارٍ ) اِرْتِفاعاً مِن 8,126 بِلْيُونَ جُنَيْهٍ ( 7,29 بِلْيُونَ دُولارٍ ) لِ المُوازَنَةِ الحالِيَّةِ . وَ شَدَّدَ وَزِيرُ المالِ مِدْحَت حَسانَيْن فِي تَصْرِيحٍ لِ » الحَياَةِ « عَلَى ضَرُورَةِ أَن تَتَحَوَّلَ مُوازَنَةُ الدَوْلَةِ إِلَى » مُوازَنَةِ مَوارِدَ وَ بَرامِجَ وَ أَداءٍ وَ لَيْسَت مُوازَنَةِ إِنْفاقٍ « مُشِيراً إِلَى أَنَّ المُشْكِلَةَ تَكْمُنُ فِي تَراجُعِ حَجْمِ الإِيراداتِ وَ اِرْتِفاعِ حَجْمِ الإِنْفاقِ سَنَوِيّاً .
#goldHeads=0,1,2,1,4,5,6,7,8,4,10,11,12,13,4,19,16,17,15,19,20,21,19,4,24,29,26,27,25,29,30,31,29,24,34,35,0,0,0,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,64,64,60,58,60,60,60,56,66,64,66,64,39,69,70,73,71,73,78,75,76,74,78,79,80,78,0,
#predictedHeads=0,1,2,1,1,5,6,7,8,1,10,11,12,13,1,19,16,17,15,19,20,21,19,19,24,25,26,27,24,29,30,31,29,1,34,35,0,0,38,39,40,43,40,39,44,45,48,46,48,39,50,51,52,53,54,53,58,56,60,58,60,60,60,60,64,78,66,58,39,69,70,73,71,73,74,75,76,75,78,79,80,78,0,
(15,9),-0.974217 # DEPENDENCYPART_ARC
(15,10),0.228706 # DEPENDENCYPART_ARC
(15,11),-0.0739993 # DEPENDENCYPART_ARC
(15,12),-0.397379 # DEPENDENCYPART_ARC
(15,13),-0.131187 # DEPENDENCYPART_ARC
(15,14),0.821117 # DEPENDENCYPART_ARC
(15,16),1.74752 # DEPENDENCYPART_ARC
(15,17),0.407468 # DEPENDENCYPART_ARC
(15,18),-0.267197 # DEPENDENCYPART_ARC
(15,19),0.466982 # DEPENDENCYPART_ARC
(15,20),-0.384624 # DEPENDENCYPART_ARC
(15,21),-0.997085 # DEPENDENCYPART_ARC
(15,22),-0.954233 # DEPENDENCYPART_ARC
(15,23),-0.816707 # DEPENDENCYPART_ARC
(15,24),-1.14483 # DEPENDENCYPART_ARC
(15,25),-0.991032 # DEPENDENCYPART_ARC
(15,26),-0.841874 # DEPENDENCYPART_ARC
(15,27),-1.50992 # DEPENDENCYPART_ARC
(15,28),-1.39812 # DEPENDENCYPART_ARC
(15,29),0.012756 # DEPENDENCYPART_ARC
(15,30),-1.37152 # DEPENDENCYPART_ARC
(15,31),-1.84098 # DEPENDENCYPART_ARC
(15,32),-1.84938 # DEPENDENCYPART_ARC
(15,33),-1.65174 # DEPENDENCYPART_ARC
(15,34),-1.64098 # DEPENDENCYPART_ARC
(15,35),-1.73107 # DEPENDENCYPART_ARC
(15,36),-1.57897 # DEPENDENCYPART_ARC
(15,37),-2.24655 # DEPENDENCYPART_ARC
(15,38),-2.58501 # DEPENDENCYPART_ARC
(15,39),-2.61708 # DEPENDENCYPART_ARC
(15,40),-3.02299 # DEPENDENCYPART_ARC
(15,41),-3.20397 # DEPENDENCYPART_ARC
(15,42),-3.47845 # DEPENDENCYPART_ARC
(15,43),-3.22948 # DEPENDENCYPART_ARC
(15,44),-3.63275 # DEPENDENCYPART_ARC
(15,45),-3.07446 # DEPENDENCYPART_ARC
(15,46),-3.1383 # DEPENDENCYPART_ARC
(15,47),-3.77898 # DEPENDENCYPART_ARC
(15,48),-3.54459 # DEPENDENCYPART_ARC
(15,49),-2.8102 # DEPENDENCYPART_ARC
(15,50),-4.01871 # DEPENDENCYPART_ARC
(15,51),-3.71685 # DEPENDENCYPART_ARC
(15,52),-4.86637 # DEPENDENCYPART_ARC
(15,53),-3.96167 # DEPENDENCYPART_ARC
(15,54),-4.76912 # DEPENDENCYPART_ARC
(15,55),-4.84813 # DEPENDENCYPART_ARC
(15,56),-3.5111 # DEPENDENCYPART_ARC
(15,57),-5.36888 # DEPENDENCYPART_ARC
(15,58),-5.5206 # DEPENDENCYPART_ARC
(15,59),-5.75762 # DEPENDENCYPART_ARC
(15,60),-5.00615 # DEPENDENCYPART_ARC
(15,61),-5.98637 # DEPENDENCYPART_ARC
(15,62),-5.27572 # DEPENDENCYPART_ARC
(15,63),-6.35522 # DEPENDENCYPART_ARC
(15,64),-6.41809 # DEPENDENCYPART_ARC
(15,65),-5.20453 # DEPENDENCYPART_ARC
(15,66),-6.80153 # DEPENDENCYPART_ARC
(15,67),-6.82994 # DEPENDENCYPART_ARC
(15,68),-4.76981 # DEPENDENCYPART_ARC
(15,69),-3.88479 # DEPENDENCYPART_ARC
(15,70),-4.12255 # DEPENDENCYPART_ARC
(15,71),-10.7067 # DEPENDENCYPART_ARC
(15,72),-7.31124 # DEPENDENCYPART_ARC
(15,73),-5.66589 # DEPENDENCYPART_ARC
(15,74),-6.94299 # DEPENDENCYPART_ARC
(15,75),-6.65764 # DEPENDENCYPART_ARC
(15,76),-7.75994 # DEPENDENCYPART_ARC
(15,77),-7.84318 # DEPENDENCYPART_ARC
(15,78),-6.95253 # DEPENDENCYPART_ARC
(15,79),-8.20324 # DEPENDENCYPART_ARC
(15,80),-8.45309 # DEPENDENCYPART_ARC
(15,81),-8.6204 # DEPENDENCYPART_ARC
(15,82),-4.40021 # DEPENDENCYPART_ARC
(15,83),-8.10917 # DEPENDENCYPART_ARC
(16,1),-1.27323 # DEPENDENCYPART_ARC
(16,2),-1.54662 # DEPENDENCYPART_ARC
(16,3),-1.28548 # DEPENDENCYPART_ARC
(16,4),-1.42561 # DEPENDENCYPART_ARC
(16,5),-0.957479 # DEPENDENCYPART_ARC
(16,6),-1.10129 # DEPENDENCYPART_ARC
(16,7),-0.961298 # DEPENDENCYPART_ARC
(16,8),-0.875795 # DEPENDENCYPART_ARC
(16,9),-1.06315 # DEPENDENCYPART_ARC
(16,10),-0.749877 # DEPENDENCYPART_ARC
(16,11),-0.526068 # DEPENDENCYPART_ARC
(16,12),-0.695631 # DEPENDENCYPART_ARC
(16,13),-0.20823 # DEPENDENCYPART_ARC
(16,14),0.123899 # DEPENDENCYPART_ARC
(16,15),0.777955 # DEPENDENCYPART_ARC
(16,17),2.82179 # DEPENDENCYPART_ARC
(16,18),0.857332 # DEPENDENCYPART_ARC
(16,19),0.00748512 # DEPENDENCYPART_ARC
(16,20),-0.15371 # DEPENDENCYPART_ARC
(16,21),0.950132 # DEPENDENCYPART_ARC
(16,22),-0.454194 # DEPENDENCYPART_ARC
(16,23),-0.0197449 # DEPENDENCYPART_ARC
(16,24),-0.362069 # DEPENDENCYPART_ARC
(16,25),-0.00943261 # DEPENDENCYPART_ARC
(16,26),-0.845521 # DEPENDENCYPART_ARC
(16,27),0.0925869 # DEPENDENCYPART_ARC
(16,28),-1.16128 # DEPENDENCYPART_ARC
(16,29),-1.52681 # DEPENDENCYPART_ARC
(16,30),-0.998729 # DEPENDENCYPART_ARC
(16,31),-0.235109 # DEPENDENCYPART_ARC
(16,32),-1.79502 # DEPENDENCYPART_ARC
(16,33),-0.761916 # DEPENDENCYPART_ARC
(16,34),-1.57488 # DEPENDENCYPART_ARC
(16,35),-1.36091 # DEPENDENCYPART_ARC
(16,36),0.0575005 # DEPENDENCYPART_ARC
(16,37),-1.75103 # DEPENDENCYPART_ARC
(16,38),-1.49454 # DEPENDENCYPART_ARC
(16,39),-0.573735 # DEPENDENCYPART_ARC
(16,40),-2.42788 # DEPENDENCYPART_ARC
(16,41),-2.51813 # DEPENDENCYPART_ARC
(16,42),-1.33358 # DEPENDENCYPART_ARC
(16,43),-1.31406 # DEPENDENCYPART_ARC
(16,44),-4.6195 # DEPENDENCYPART_ARC
(16,45),-2.79923 # DEPENDENCYPART_ARC
(16,46),-3.22805 # DEPENDENCYPART_ARC
(16,47),-2.38128 # DEPENDENCYPART_ARC
(16,48),-1.83307 # DEPENDENCYPART_ARC
(16,49),-2.73083 # DEPENDENCYPART_ARC
(16,50),-3.68315 # DEPENDENCYPART_ARC
(16,51),-3.59916 # DEPENDENCYPART_ARC
(16,52),-2.34544 # DEPENDENCYPART_ARC
(16,53),-1.35236 # DEPENDENCYPART_ARC
(16,54),-3.78981 # DEPENDENCYPART_ARC
(16,55),-4.10912 # DEPENDENCYPART_ARC
(16,56),-4.88834 # DEPENDENCYPART_ARC
(16,57),-3.7359 # DEPENDENCYPART_ARC
(16,58),-4.75881 # DEPENDENCYPART_ARC
(16,59),-4.77171 # DEPENDENCYPART_ARC
(16,60),-2.95281 # DEPENDENCYPART_ARC
(16,61),-4.90201 # DEPENDENCYPART_ARC
(16,62),-2.89362 # DEPENDENCYPART_ARC
(16,63),-5.00367 # DEPENDENCYPART_ARC
(16,64),-3.40613 # DEPENDENCYPART_ARC
(16,65),-1.94185 # DEPENDENCYPART_ARC
(16,66),-5.26664 # DEPENDENCYPART_ARC
(16,67),-5.42969 # DEPENDENCYPART_ARC
(16,68),-5.03744 # DEPENDENCYPART_ARC
(16,69),-1.73793 # DEPENDENCYPART_ARC
(16,70),-7.34718 # DEPENDENCYPART_ARC
(16,71),-3.47566 # DEPENDENCYPART_ARC
(16,72),-5.58906 # DEPENDENCYPART_ARC
(16,73),-2.07937 # DEPENDENCYPART_ARC
(16,74),-9.94591 # DEPENDENCYPART_ARC
(16,75),-6.08755 # DEPENDENCYPART_ARC
(16,76),-6.23328 # DEPENDENCYPART_ARC
(16,77),-6.21409 # DEPENDENCYPART_ARC
(16,78),-3.43054 # DEPENDENCYPART_ARC
(16,79),-6.38927 # DEPENDENCYPART_ARC
(16,80),-6.60613 # DEPENDENCYPART_ARC
(16,81),-6.5525 # DEPENDENCYPART_ARC
(16,82),-0.458006 # DEPENDENCYPART_ARC
(16,83),-5.8382 # DEPENDENCYPART_ARC
(17,1),-1.01799 # DEPENDENCYPART_ARC
(17,2),-1.57734 # DEPENDENCYPART_ARC
(17,3),-2.1021 # DEPENDENCYPART_ARC
(17,4),-1.23993 # DEPENDENCYPART_ARC
(17,5),-1.19432 # DEPENDENCYPART_ARC
(17,6),-1.6321 # DEPENDENCYPART_ARC
(17,7),-1.32203 # DEPENDENCYPART_ARC
(17,8),-1.72241 # DEPENDENCYPART_ARC
(17,9),-2.2037 # DEPENDENCYPART_ARC
(17,10),-0.705943 # DEPENDENCYPART_ARC
(17,11),-1.31901 # DEPENDENCYPART_ARC
(17,12),-0.730727 # DEPENDENCYPART_ARC
(17,13),-0.607479 # DEPENDENCYPART_ARC
(17,14),-1.0854 # DEPENDENCYPART_ARC
(17,15),-0.399402 # DEPENDENCYPART_ARC
(17,16),0.00632508 # DEPENDENCYPART_ARC
(17,18),2.90422 # DEPENDENCYPART_ARC
(17,19),0.0818979 # DEPENDENCYPART_ARC
(17,20),-0.290733 # DEPENDENCYPART_ARC
(17,21),-0.232561 # DEPENDENCYPART_ARC
(17,22),0.375507 # DEPENDENCYPART_ARC
(17,23),-0.605427 # DEPENDENCYPART_ARC
(17,24),-0.614257 # DEPENDENCYPART_ARC
(17,25),-0.780867 # DEPENDENCYPART_ARC
(17,26),-0.926099 # DEPENDENCYPART_ARC
(17,27),-1.08824 # DEPENDENCYPART_ARC
(17,28),-0.50044 # DEPENDENCYPART_ARC
(17,29),-1.38007 # DEPENDENCYPART_ARC
(17,30),-1.39611 # DEPENDENCYPART_ARC
(17,31),-1.59852 # DEPENDENCYPART_ARC
(17,32),-1.12491 # DEPENDENCYPART_ARC
(17,33),-1.39149 # DEPENDENCYPART_ARC
(17,34),-1.19947 # DEPENDENCYPART_ARC
(17,35),-2.79891 # DEPENDENCYPART_ARC
(17,36),-2.88469 # DEPENDENCYPART_ARC
(17,37),-2.04478 # DEPENDENCYPART_ARC
(17,38),-1.84453 # DEPENDENCYPART_ARC
(17,39),-3.09619 # DEPENDENCYPART_ARC
(17,40),-4.42173 # DEPENDENCYPART_ARC
(17,41),-3.03448 # DEPENDENCYPART_ARC
(17,42),-5.26368 # DEPENDENCYPART_ARC
(17,43),-4.47734 # DEPENDENCYPART_ARC
(17,44),-2.84629 # DEPENDENCYPART_ARC
(17,45),-4.66862 # DEPENDENCYPART_ARC
(17,46),-3.57442 # DEPENDENCYPART_ARC
(17,47),-4.71902 # DEPENDENCYPART_ARC
(17,48),-6.66811 # DEPENDENCYPART_ARC
(17,49),-3.94174 # DEPENDENCYPART_ARC
(17,50),-3.8048 # DEPENDENCYPART_ARC
(17,51),-5.4851 # DEPENDENCYPART_ARC
(17,52),-4.2897 # DEPENDENCYPART_ARC
(17,53),-6.70237 # DEPENDENCYPART_ARC
(17,54),-6.21784 # DEPENDENCYPART_ARC
(17,55),-5.44686 # DEPENDENCYPART_ARC
(17,56),-4.0785 # DEPENDENCYPART_ARC
(17,57),-6.43887 # DEPENDENCYPART_ARC
(17,58),-6.78708 # DEPENDENCYPART_ARC
(17,59),-6.35872 # DEPENDENCYPART_ARC
(17,60),-4.18502 # DEPENDENCYPART_ARC
(17,61),-7.74418 # DEPENDENCYPART_ARC
(17,62),-4.7321 # DEPENDENCYPART_ARC
(17,63),-8.13959 # DEPENDENCYPART_ARC
(17,64),-5.71004 # DEPENDENCYPART_ARC
(17,65),-9.05693 # DEPENDENCYPART_ARC
(17,66),-8.61202 # DEPENDENCYPART_ARC
(17,67),-7.98185 # DEPENDENCYPART_ARC
(17,68),-6.51403 # DEPENDENCYPART_ARC
(17,69),-8.23255 # DEPENDENCYPART_ARC
(17,70),-5.89305 # DEPENDENCYPART_ARC
(17,71),-7.16179 # DEPENDENCYPART_ARC
(17,72),-9.13821 # DEPENDENCYPART_ARC
(17,73),-9.81964 # DEPENDENCYPART_ARC
(17,74),-7.5803 # DEPENDENCYPART_ARC
(17,75),-10.3634 # DEPENDENCYPART_ARC
(17,76),-9.79072 # DEPENDENCYPART_ARC
(17,77),-9.37201 # DEPENDENCYPART_ARC
(17,78),-6.67109 # DEPENDENCYPART_ARC
(17,79),-11.1657 # DEPENDENCYPART_ARC
(17,80),-10.7263 # DEPENDENCYPART_ARC
(17,81),-10.3979 # DEPENDENCYPART_ARC
(17,82),-9.52018 # DEPENDENCYPART_ARC
(17,83),-7.61885 # DEPENDENCYPART_ARC
(18,1),-1.98063 # DEPENDENCYPART_ARC
(18,2),-2.0539 # DEPENDENCYPART_ARC
(18,3),-2.23767 # DEPENDENCYPART_ARC
(18,4),-2.20814 # DEPENDENCYPART_ARC
(18,5),-1.44613 # DEPENDENCYPART_ARC
(18,6),-2.27996 # DEPENDENCYPART_ARC
(18,7),-2.51628 # DEPENDENCYPART_ARC
(18,8),-2.49334 # DEPENDENCYPART_ARC
(18,9),-2.56159 # DEPENDENCYPART_ARC
(18,10),-0.922224 # DEPENDENCYPART_ARC
(18,11),-2.29404 # DEPENDENCYPART_ARC
(18,12),-0.81144 # DEPENDENCYPART_ARC
(18,13),-0.90084 # DEPENDENCYPART_ARC
(18,14),-1.9593 # DEPENDENCYPART_ARC
(18,15),-0.704078 # DEPENDENCYPART_ARC
(18,16),-0.296878 # DEPENDENCYPART_ARC
(18,17),-0.401132 # DEPENDENCYPART_ARC
(18,19),0.0943464 # DEPENDENCYPART_ARC
(18,20),-0.414952 # DEPENDENCYPART_ARC
(18,21),-1.90704 # DEPENDENCYPART_ARC
(18,22),-0.531169 # DEPENDENCYPART_ARC
(18,23),-1.45242 # DEPENDENCYPART_ARC
(18,24),-1.9757 # DEPENDENCYPART_ARC
(18,25),-1.40002 # DEPENDENCYPART_ARC
(18,26),-1.59782 # DEPENDENCYPART_ARC
(18,27),-2.87347 # DEPENDENCYPART_ARC
(18,28),-1.43945 # DEPENDENCYPART_ARC
(18,29),-1.83024 # DEPENDENCYPART_ARC
(18,30),-2.00177 # DEPENDENCYPART_ARC
(18,31),-3.44054 # DEPENDENCYPART_ARC
(18,32),-1.99466 # DEPENDENCYPART_ARC
(18,33),-1.95861 # DEPENDENCYPART_ARC
(18,34),-1.4008 # DEPENDENCYPART_ARC
(18,35),-3.51813 # DEPENDENCYPART_ARC
(18,36),-2.61287 # DEPENDENCYPART_ARC
(18,37),-2.09894 # DEPENDENCYPART_ARC
(18,38),-2.25796 # DEPENDENCYPART_ARC
(18,39),-2.9487 # DEPENDENCYPART_ARC
(18,40),-5.41779 # DEPENDENCYPART_ARC
(18,41),-4.03602 # DEPENDENCYPART_ARC
(18,42),-5.30615 # DEPENDENCYPART_ARC
(18,43),-4.71511 # DEPENDENCYPART_ARC
(18,44),-3.44711 # DEPENDENCYPART_ARC
(18,45),-5.48218 # DEPENDENCYPART_ARC
(18,46),-3.89333 # DEPENDENCYPART_ARC
(18,47),-5.10334 # DEPENDENCYPART_ARC
(18,48),-6.90066 # DEPENDENCYPART_ARC
(18,49),-4.24783 # DEPENDENCYPART_ARC
(18,50),-4.12182 # DEPENDENCYPART_ARC
(18,51),-6.37096 # DEPENDENCYPART_ARC
(18,52),-4.68204 # DEPENDENCYPART_ARC
(18,53),-5.98555 # DEPENDENCYPART_ARC
(18,54),-7.21288 # DEPENDENCYPART_ARC
(18,55),-6.67795 # DEPENDENCYPART_ARC
(18,56),-4.54825 # DEPENDENCYPART_ARC
(18,57),-6.93128 # DEPENDENCYPART_ARC
(18,58),-6.96523 # DEPENDENCYPART_ARC
(18,59),-7.20906 # DEPENDENCYPART_ARC
(18,60),-5.10031 # DEPENDENCYPART_ARC
(18,61),-8.23086 # DEPENDENCYPART_ARC
(18,62),-5.5746 # DEPENDENCYPART_ARC
(18,63),-8.78677 # DEPENDENCYPART_ARC
(18,64),-6.19641 # DEPENDENCYPART_ARC
(18,65),-8.28125 # DEPENDENCYPART_ARC
(18,66),-9.55255 # DEPENDENCYPART_ARC
(18,67),-8.9992 # DEPENDENCYPART_ARC
(18,68),-6.83777 # DEPENDENCYPART_ARC
(18,69),-9.65606 # DEPENDENCYPART_ARC
(18,70),-6.26124 # DEPENDENCYPART_ARC
(18,71),-7.83474 # DEPENDENCYPART_ARC
(18,72),-10.8203 # DEPENDENCYPART_ARC
(18,73),-9.40202 # DEPENDENCYPART_ARC
(18,74),-7.78305 # DEPENDENCYPART_ARC
(18,75),-11.2309 # DEPENDENCYPART_ARC
(18,76),-10.9056 # DEPENDENCYPART_ARC
(18,77),-10.4509 # DEPENDENCYPART_ARC
(18,78),-7.53958 # DEPENDENCYPART_ARC
(18,79),-11.9402 # DEPENDENCYPART_ARC
(18,80),-11.8149 # DEPENDENCYPART_ARC
(18,81),-11.3753 # DEPENDENCYPART_ARC
(18,82),-11.0728 # DEPENDENCYPART_ARC
(18,83),-7.6311 # DEPENDENCYPART_ARC
(19,1),-1.09038 # DEPENDENCYPART_ARC
(19,2),-1.75709 # DEPENDENCYPART_ARC
(19,3),-0.039707 # DEPENDENCYPART_ARC
(19,4),-1.36446 # DEPENDENCYPART_ARC
(19,5),-0.372936 # DEPENDENCYPART_ARC
(19,6),-0.691195 # DEPENDENCYPART_ARC
(19,7),-0.43985 # DEPENDENCYPART_ARC
(19,8),-0.350622 # DEPENDENCYPART_ARC
(19,9),0.0612758 # DEPENDENCYPART_ARC
(19,10),-0.0490151 # DEPENDENCYPART_ARC
(19,11),-0.155241 # DEPENDENCYPART_ARC
(19,12),1.09563 # DEPENDENCYPART_ARC
(19,13),0.124677 # DEPENDENCYPART_ARC
(19,14),0.451793 # DEPENDENCYPART_ARC
(19,15),0.4399 # DEPENDENCYPART_ARC
(19,16),2.03887 # DEPENDENCYPART_ARC
(19,17),1.07553 # DEPENDENCYPART_ARC
(19,18),1.32408 # DEPENDENCYPART_ARC
(19,20),1.45296 # DEPENDENCYPART_ARC
(19,21),0.927718 # DEPENDENCYPART_ARC
(19,22),0.749681 # DEPENDENCYPART_ARC
(19,23),1.49955 # DEPENDENCYPART_ARC
(19,24),0.572112 # DEPENDENCYPART_ARC
(19,25),0.744737 # DEPENDENCYPART_ARC
(19,26),0.191336 # DEPENDENCYPART_ARC
(19,27),0.175902 # DEPENDENCYPART_ARC
(19,28),0.0505704 # DEPENDENCYPART_ARC
(19,29),-0.0299056 # DEPENDENCYPART_ARC
(19,30),-0.0961782 # DEPENDENCYPART_ARC
(19,31),-0.0592891 # DEPENDENCYPART_ARC
(19,32),-0.251561 # DEPENDENCYPART_ARC
(19,33),0.113166 # DEPENDENCYPART_ARC
(19,34),-0.12788 # DEPENDENCYPART_ARC
(19,35),-0.537698 # DEPENDENCYPART_ARC
(19,36),-0.297406 # DEPENDENCYPART_ARC
(19,37),-0.90065 # DEPENDENCYPART_ARC
(19,38),-0.737659 # DEPENDENCYPART_ARC
(19,39),-0.259337 # DEPENDENCYPART_ARC
(19,40),-1.18562 # DEPENDENCYPART_ARC
(19,41),-1.21305 # DEPENDENCYPART_ARC
(19,42),-0.748086 # DEPENDENCYPART_ARC
(19,43),-0.808347 # DEPENDENCYPART_ARC
(19,44),-2.18628 # DEPENDENCYPART_ARC
(19,45),-1.71901 # DEPENDENCYPART_ARC
(19,46),-1.51364 # DEPENDENCYPART_ARC
(19,47),-3.44941 # DEPENDENCYPART_ARC
(19,48),-0.742244 # DEPENDENCYPART_ARC
(19,49),-3.62409 # DEPENDENCYPART_ARC
(19,50),-1.81929 # DEPENDENCYPART_ARC
(19,51),-2.2832 # DEPENDENCYPART_ARC
(19,52),-2.11037 # DEPENDENCYPART_ARC
(19,53),-1.08802 # DEPENDENCYPART_ARC
(19,54),-2.56692 # DEPENDENCYPART_ARC
(19,55),-2.66384 # DEPENDENCYPART_ARC
(19,56),-1.90971 # DEPENDENCYPART_ARC
(19,57),-5.26891 # DEPENDENCYPART_ARC
(19,58),-2.88655 # DEPENDENCYPART_ARC
(19,59),-2.99505 # DEPENDENCYPART_ARC
(19,60),-3.1164 # DEPENDENCYPART_ARC
(19,61),-3.66957 # DEPENDENCYPART_ARC
(19,62),-3.09873 # DEPENDENCYPART_ARC
(19,63),-3.88123 # DEPENDENCYPART_ARC
(19,64),-3.36141 # DEPENDENCYPART_ARC
(19,65),-1.76722 # DEPENDENCYPART_ARC
(19,66),-4.1346 # DEPENDENCYPART_ARC
(19,67),-4.19004 # DEPENDENCYPART_ARC
(19,68),-7.82073 # DEPENDENCYPART_ARC
(19,69),-3.56276 # DEPENDENCYPART_ARC
(19,70),-3.17917 # DEPENDENCYPART_ARC
(19,71),-3.19321 # DEPENDENCYPART_ARC
(19,72),-4.5864 # DEPENDENCYPART_ARC
(19,73),-2.12412 # DEPENDENCYPART_ARC
(19,74),-6.51271 # DEPENDENCYPART_ARC
(19,75),-4.88264 # DEPENDENCYPART_ARC
(19,76),-5.07388 # DEPENDENCYPART_ARC
(19,77),-5.22511 # DEPENDENCYPART_ARC
(19,78),-4.10537 # DEPENDENCYPART_ARC
(19,79),-5.25587 # DEPENDENCYPART_ARC
(19,80),-5.39716 # DEPENDENCYPART_ARC
(19,81),-5.64536 # DEPENDENCYPART_ARC
(19,82),-4.6601 # DEPENDENCYPART_ARC
(19,83),-8.63527 # DEPENDENCYPART_ARC
(20,1),-0.929271 # DEPENDENCYPART_ARC
(20,2),-1.37136 # DEPENDENCYPART_ARC
(20,3),-0.979062 # DEPENDENCYPART_ARC
(20,4),-1.26996 # DEPENDENCYPART_ARC
(20,5),-0.833238 # DEPENDENCYPART_ARC
(20,6),-1.1562 # DEPENDENCYPART_ARC
(20,7),-0.92578 # DEPENDENCYPART_ARC
(20,8),-0.714643 # DEPENDENCYPART_ARC
(20,9),-0.825704 # DEPENDENCYPART_ARC
(20,10),-0.6134 # DEPENDENCYPART_ARC
(20,11),-0.632835 # DEPENDENCYPART_ARC
(20,12),-0.785477 # DEPENDENCYPART_ARC
(20,13),-0.319508 # DEPENDENCYPART_ARC
(20,14),-0.396305 # DEPENDENCYPART_ARC
(20,15),-0.0259729 # DEPENDENCYPART_ARC
(20,16),-0.34673 # DEPENDENCYPART_ARC
(20,17),0.196085 # DEPENDENCYPART_ARC
(20,18),0.746932 # DEPENDENCYPART_ARC
(20,19),0.63881 # DEPENDENCYPART_ARC
(20,21),2.3946 # DEPENDENCYPART_ARC
(20,22),0.645089 # DEPENDENCYPART_ARC
(20,23),0.666914 # DEPENDENCYPART_ARC
(20,24),0.0875336 # DEPENDENCYPART_ARC
(20,25),0.174411 # DEPENDENCYPART_ARC
(20,26),-0.843643 # DEPENDENCYPART_ARC
(20,27),0.258376 # DEPENDENCYPART_ARC
(20,28),-0.770478 # DEPENDENCYPART_ARC
(20,29),-0.853557 # DEPENDENCYPART_ARC
(20,30),-0.879536 # DEPENDENCYPART_ARC
(20,31),-0.220896 # DEPENDENCYPART_ARC
(20,32),-1.52145 # DEPENDENCYPART_ARC
(20,33),-0.385199 # DEPENDENCYPART_ARC
(20,34),-1.71338 # DEPENDENCYPART_ARC
(20,35),-1.22833 # DEPENDENCYPART_ARC
(20,36),-0.222466 # DEPENDENCYPART_ARC
(20,37),-1.52602 # DEPENDENCYPART_ARC
(20,38),-1.52378 # DEPENDENCYPART_ARC
(20,39),-0.659685 # DEPENDENCYPART_ARC
(20,40),-1.99674 # DEPENDENCYPART_ARC
(20,41),-2.24093 # DEPENDENCYPART_ARC
(20,42),-1.18208 # DEPENDENCYPART_ARC
(20,43),-1.40613 # DEPENDENCYPART_ARC
(20,44),-4.5705 # DEPENDENCYPART_ARC
(20,45),-2.67722 # DEPENDENCYPART_ARC
(20,46),-3.28366 # DEPENDENCYPART_ARC
(20,47),-2.25584 # DEPENDENCYPART_ARC
(20,48),-1.59447 # DEPENDENCYPART_ARC
(20,49),-2.48531 # DEPENDENCYPART_ARC
(20,50),-3.75607 # DEPENDENCYPART_ARC
(20,51),-3.35233 # DEPENDENCYPART_ARC
(20,52),-2.55643 # DEPENDENCYPART_ARC
(20,53),-1.41942 # DEPENDENCYPART_ARC
(20,54),-3.62531 # DEPENDENCYPART_ARC
(20,55),-3.8868 # DEPENDENCYPART_ARC
(20,56),-5.05036 # DEPENDENCYPART_ARC
(20,57),-3.28805 # DEPENDENCYPART_ARC
(20,58),-4.13984 # DEPENDENCYPART_ARC
(20,59),-4.25561 # DEPENDENCYPART_ARC
(20,60),-2.84707 # DEPENDENCYPART_ARC
(20,61),-4.69296 # DEPENDENCYPART_ARC
(20,62),-3.23405 # DEPENDENCYPART_ARC
(20,63),-4.80025 # DEPENDENCYPART_ARC
(20,64),-3.5884 # DEPENDENCYPART_ARC
(20,65),-2.09337 # DEPENDENCYPART_ARC
(20,66),-5.09981 # DEPENDENCYPART_ARC
(20,67),-5.31035 # DEPENDENCYPART_ARC
(20,68),-4.97719 # DEPENDENCYPART_ARC
(20,69),-2.16653 # DEPENDENCYPART_ARC
(20,70),-7.54812 # DEPENDENCYPART_ARC
(20,71),-3.63191 # DEPENDENCYPART_ARC
(20,72),-5.55691 # DEPENDENCYPART_ARC
(20,73),-2.21366 # DEPENDENCYPART_ARC
(20,74),-9.88964 # DEPENDENCYPART_ARC
(20,75),-5.9825 # DEPENDENCYPART_ARC
(20,76),-6.03232 # DEPENDENCYPART_ARC
(20,77),-6.11188 # DEPENDENCYPART_ARC
(20,78),-3.77637 # DEPENDENCYPART_ARC
(20,79),-6.28643 # DEPENDENCYPART_ARC
(20,80),-6.38377 # DEPENDENCYPART_ARC
(20,81),-6.45623 # DEPENDENCYPART_ARC
(20,82),-0.88935 # DEPENDENCYPART_ARC
(20,83),-6.08545 # DEPENDENCYPART_ARC
(21,1),-1.43456 # DEPENDENCYPART_ARC
(21,2),-1.86923 # DEPENDENCYPART_ARC
