# _root_ وَ كانَ خَطُّ الإِنْتاجِ هٰذا قَد بَدَأَ بِناؤُ هُ فِي مايُو 2002 , وَ طاقَتُ هُ الإِنْتاجِيَّةُ التصميمية 150 أَلْفَ طُنِّ سَنَوِيّاً , وَ مُنْتَجاتُ هُ تُناسِبُ قِطاعَيْ العُمْرانِ وَ الأَجْهِزَةِ الكَهْرَبائِيَّةِ المَنْزِلِيَّةِ .
#goldHeads=0,14,2,3,3,7,2,7,8,7,10,11,12,0,19,15,15,15,14,19,20,19,22,14,27,25,14,27,30,28,30,31,31,0,
#predictedHeads=0,0,2,3,4,7,2,7,8,7,10,11,12,3,14,15,15,15,18,19,20,21,22,14,24,25,25,27,30,28,30,31,31,0,
(8,12),(8,20),-0.0230946 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0830895 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0118623 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0682567 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0203005 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0112336 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0118683 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0728158 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0494968 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.167488 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0572677 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.0725107 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.106669 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0304451 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.00980921 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.113131 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0299074 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.00778653 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0811258 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0296457 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0217938 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0182885 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0133501 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0550118 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0988626 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.186308 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0460973 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0192296 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0718523 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.00065427 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0061181 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0180928 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.159553 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.1631 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0587986 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00148164 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.106685 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0646181 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0621595 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00494443 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0998889 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.000838935 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0519497 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0563821 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00574542 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0622287 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0190944 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0188854 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.014358 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0696755 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.015718 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0635722 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0395832 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.313124 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.271768 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.55328 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.324599 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.112593 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0736407 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.284049 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0577206 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.00190799 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.153069 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0323056 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.0339117 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.00292914 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0705881 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0914322 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.118765 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0434695 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00700496 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00996749 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0136784 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00594456 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0242255 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.000191842 # DEPENDENCYPART_SIBL
(12,8),(12,18),0.0374079 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0297639 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0479928 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00829701 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.00289181 # DEPENDENCYPART_SIBL
(12,10),(12,18),0.0232412 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.00996516 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00311309 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0182179 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.00529103 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0235177 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0413995 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0103765 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00928303 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0137572 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.00135025 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0091658 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.00195869 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.00719015 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0212533 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.0331626 # DEPENDENCYPART_SIBL
(14,1),(14,4),-0.0357 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0177793 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.0120787 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0396279 # DEPENDENCYPART_SIBL
(14,1),(14,8),-0.0331626 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.00642604 # DEPENDENCYPART_SIBL
(14,1),(14,10),-0.000261122 # DEPENDENCYPART_SIBL
(14,1),(14,11),-0.0786861 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.0199342 # DEPENDENCYPART_SIBL
(14,1),(14,13),-0.0272344 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.00273818 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.0428905 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.00300604 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0263872 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.000152156 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.00153734 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.00143849 # DEPENDENCYPART_SIBL
(14,1),(14,22),0.00329444 # DEPENDENCYPART_SIBL
(14,1),(14,23),-0.0033084 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.00187429 # DEPENDENCYPART_SIBL
(14,1),(14,25),0.00273818 # DEPENDENCYPART_SIBL
(14,1),(14,26),-0.0428905 # DEPENDENCYPART_SIBL
(14,1),(14,27),0.0214601 # DEPENDENCYPART_SIBL
(14,1),(14,28),0.00273818 # DEPENDENCYPART_SIBL
(14,1),(14,29),0.00273818 # DEPENDENCYPART_SIBL
(14,1),(14,30),0.00187429 # DEPENDENCYPART_SIBL
(14,1),(14,31),0.00264181 # DEPENDENCYPART_SIBL
(14,1),(14,34),-0.036043 # DEPENDENCYPART_SIBL
(14,2),(14,3),-0.132716 # DEPENDENCYPART_SIBL
(14,2),(14,4),-0.135253 # DEPENDENCYPART_SIBL
(14,2),(14,5),-0.0925589 # DEPENDENCYPART_SIBL
(14,2),(14,6),-0.0642773 # DEPENDENCYPART_SIBL
(14,2),(14,7),-0.209041 # DEPENDENCYPART_SIBL
(14,2),(14,8),-0.132716 # DEPENDENCYPART_SIBL
(14,2),(14,9),-0.111683 # DEPENDENCYPART_SIBL
(14,2),(14,10),-0.087846 # DEPENDENCYPART_SIBL
(14,2),(14,11),-0.146854 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0993505 # DEPENDENCYPART_SIBL
(14,2),(14,13),-0.0666806 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.0124351 # DEPENDENCYPART_SIBL
(14,2),(14,16),0.016186 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.019904 # DEPENDENCYPART_SIBL
(14,2),(14,18),0.0376648 # DEPENDENCYPART_SIBL
(14,2),(14,19),0.0443401 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.0134637 # DEPENDENCYPART_SIBL
(14,2),(14,21),-0.0179863 # DEPENDENCYPART_SIBL
(14,2),(14,22),0.0257673 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.00282565 # DEPENDENCYPART_SIBL
(14,2),(14,24),0.0256518 # DEPENDENCYPART_SIBL
(14,2),(14,25),-0.0124351 # DEPENDENCYPART_SIBL
(14,2),(14,26),0.016186 # DEPENDENCYPART_SIBL
(14,2),(14,27),0.48322 # DEPENDENCYPART_SIBL
(14,2),(14,28),-0.0124351 # DEPENDENCYPART_SIBL
(14,2),(14,29),-0.0124351 # DEPENDENCYPART_SIBL
(14,2),(14,30),0.0256518 # DEPENDENCYPART_SIBL
(14,2),(14,31),-0.012531 # DEPENDENCYPART_SIBL
(14,2),(14,34),0.0045959 # DEPENDENCYPART_SIBL
(14,3),(14,4),-0.199904 # DEPENDENCYPART_SIBL
(14,3),(14,5),0.00345273 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.0457619 # DEPENDENCYPART_SIBL
(14,3),(14,7),0.0321847 # DEPENDENCYPART_SIBL
(14,3),(14,8),-0.193982 # DEPENDENCYPART_SIBL
(14,3),(14,9),-0.0132397 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.015017 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.0915466 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0278544 # DEPENDENCYPART_SIBL
(14,3),(14,13),-0.028048 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0358048 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00902196 # DEPENDENCYPART_SIBL
(14,3),(14,17),-0.0013356 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.0043978 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.00911003 # DEPENDENCYPART_SIBL
(14,3),(14,20),0.0288653 # DEPENDENCYPART_SIBL
(14,3),(14,21),0.0283412 # DEPENDENCYPART_SIBL
(14,3),(14,22),0.0149409 # DEPENDENCYPART_SIBL
(14,3),(14,23),-0.00373088 # DEPENDENCYPART_SIBL
(14,3),(14,24),-0.000161065 # DEPENDENCYPART_SIBL
(14,3),(14,25),0.0358048 # DEPENDENCYPART_SIBL
(14,3),(14,26),-0.00902196 # DEPENDENCYPART_SIBL
(14,3),(14,27),0.0185346 # DEPENDENCYPART_SIBL
(14,3),(14,28),0.0358048 # DEPENDENCYPART_SIBL
(14,3),(14,29),0.0358048 # DEPENDENCYPART_SIBL
(14,3),(14,30),-0.000161065 # DEPENDENCYPART_SIBL
(14,3),(14,31),0.0355942 # DEPENDENCYPART_SIBL
(14,3),(14,34),-0.0264191 # DEPENDENCYPART_SIBL
(14,4),(14,5),0.00344997 # DEPENDENCYPART_SIBL
(14,4),(14,6),0.0457573 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0321801 # DEPENDENCYPART_SIBL
(14,4),(14,8),-0.193985 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.0132425 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.0150197 # DEPENDENCYPART_SIBL
(14,4),(14,11),-0.0915493 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.0278573 # DEPENDENCYPART_SIBL
(14,4),(14,13),-0.0280512 # DEPENDENCYPART_SIBL
(14,4),(14,15),0.0177612 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.0175984 # DEPENDENCYPART_SIBL
(14,4),(14,17),-0.00956214 # DEPENDENCYPART_SIBL
(14,4),(14,18),-0.0126318 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.017606 # DEPENDENCYPART_SIBL
(14,4),(14,20),0.0108217 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0102976 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.00671439 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0119649 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0112786 # DEPENDENCYPART_SIBL
(14,4),(14,25),0.0177612 # DEPENDENCYPART_SIBL
(14,4),(14,26),-0.0175984 # DEPENDENCYPART_SIBL
(14,4),(14,27),0.0102928 # DEPENDENCYPART_SIBL
(14,4),(14,28),0.0177612 # DEPENDENCYPART_SIBL
(14,4),(14,29),0.0177612 # DEPENDENCYPART_SIBL
(14,4),(14,30),-0.0112786 # DEPENDENCYPART_SIBL
(14,4),(14,31),0.0175506 # DEPENDENCYPART_SIBL
(14,4),(14,34),-0.034653 # DEPENDENCYPART_SIBL
(14,5),(14,6),0.013707 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0466044 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0172561 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.00379915 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.0151787 # DEPENDENCYPART_SIBL
(14,5),(14,11),-0.0174673 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.00820195 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0226419 # DEPENDENCYPART_SIBL
(14,5),(14,15),0.0577433 # DEPENDENCYPART_SIBL
(14,5),(14,16),0.054758 # DEPENDENCYPART_SIBL
(14,5),(14,17),0.0529404 # DEPENDENCYPART_SIBL
(14,5),(14,18),0.0375963 # DEPENDENCYPART_SIBL
(14,5),(14,19),0.0573013 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0567405 # DEPENDENCYPART_SIBL
(14,5),(14,21),0.0535666 # DEPENDENCYPART_SIBL
(14,5),(14,22),0.05965 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.0893341 # DEPENDENCYPART_SIBL
(14,5),(14,24),0.0868643 # DEPENDENCYPART_SIBL
(14,5),(14,25),0.0577433 # DEPENDENCYPART_SIBL
(14,5),(14,26),0.054758 # DEPENDENCYPART_SIBL
(14,5),(14,27),0.0737549 # DEPENDENCYPART_SIBL
(14,5),(14,28),0.0577433 # DEPENDENCYPART_SIBL
(14,5),(14,29),0.0577433 # DEPENDENCYPART_SIBL
(14,5),(14,30),0.0868643 # DEPENDENCYPART_SIBL
(14,5),(14,31),0.0576474 # DEPENDENCYPART_SIBL
(14,5),(14,34),0.0497781 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.0887522 # DEPENDENCYPART_SIBL
(14,6),(14,8),-0.0069222 # DEPENDENCYPART_SIBL
(14,6),(14,9),-0.0029351 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.01366 # DEPENDENCYPART_SIBL
(14,6),(14,11),-0.0308722 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.00246876 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.000869824 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.00787642 # DEPENDENCYPART_SIBL
(14,6),(14,16),0.011531 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.0242443 # DEPENDENCYPART_SIBL
(14,6),(14,18),-0.00916093 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.0248407 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.00959297 # DEPENDENCYPART_SIBL
(14,6),(14,21),-0.0120531 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.0341769 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.0154906 # DEPENDENCYPART_SIBL
(14,6),(14,24),0.00496631 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.00787642 # DEPENDENCYPART_SIBL
(14,6),(14,26),0.011531 # DEPENDENCYPART_SIBL
(14,6),(14,27),0.0683501 # DEPENDENCYPART_SIBL
(14,6),(14,28),-0.00787642 # DEPENDENCYPART_SIBL
(14,6),(14,29),-0.00787642 # DEPENDENCYPART_SIBL
(14,6),(14,30),0.00496631 # DEPENDENCYPART_SIBL
(14,6),(14,31),-0.00797234 # DEPENDENCYPART_SIBL
(14,6),(14,34),-0.00563737 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.135385 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.108483 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.0846872 # DEPENDENCYPART_SIBL
(14,7),(14,11),-0.144029 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0965303 # DEPENDENCYPART_SIBL
(14,7),(14,13),-0.0552996 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0219512 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00753052 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0120276 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.00557733 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.00946564 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.0229798 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0275024 # DEPENDENCYPART_SIBL
(14,7),(14,22),-0.00616425 # DEPENDENCYPART_SIBL
(14,7),(14,23),-0.0152894 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.0105031 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.0219512 # DEPENDENCYPART_SIBL
(14,7),(14,26),-0.00753052 # DEPENDENCYPART_SIBL
(14,7),(14,27),0.373107 # DEPENDENCYPART_SIBL
(14,7),(14,28),-0.0219512 # DEPENDENCYPART_SIBL
(14,7),(14,29),-0.0219512 # DEPENDENCYPART_SIBL
(14,7),(14,30),-0.0105031 # DEPENDENCYPART_SIBL
(14,7),(14,31),-0.0220471 # DEPENDENCYPART_SIBL
(14,7),(14,34),-0.00739047 # DEPENDENCYPART_SIBL
(14,8),(14,9),-0.0132397 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.015017 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.0915466 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0278544 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.028048 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0358088 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.00862408 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.00132784 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.0043978 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.00908485 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.0288692 # DEPENDENCYPART_SIBL
(14,8),(14,21),0.0283452 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.0149487 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.00373088 # DEPENDENCYPART_SIBL
(14,8),(14,24),-0.000161065 # DEPENDENCYPART_SIBL
(14,8),(14,25),0.0358088 # DEPENDENCYPART_SIBL
(14,8),(14,26),-0.00862408 # DEPENDENCYPART_SIBL
(14,8),(14,27),0.0188833 # DEPENDENCYPART_SIBL
(14,8),(14,28),0.0358088 # DEPENDENCYPART_SIBL
(14,8),(14,29),0.0358088 # DEPENDENCYPART_SIBL
(14,8),(14,30),-0.000161065 # DEPENDENCYPART_SIBL
(14,8),(14,31),0.0355982 # DEPENDENCYPART_SIBL
(14,8),(14,34),-0.0264191 # DEPENDENCYPART_SIBL
(14,9),(14,10),-0.0158843 # DEPENDENCYPART_SIBL
(14,9),(14,11),-0.0183211 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.00712934 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.0100384 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.0512643 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0229807 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0101601 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0233444 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.00261977 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0522672 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.055441 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.00345041 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.010636 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0431289 # DEPENDENCYPART_SIBL
(14,9),(14,25),-0.0512643 # DEPENDENCYPART_SIBL
(14,9),(14,26),-0.0229807 # DEPENDENCYPART_SIBL
(14,9),(14,27),0.0229597 # DEPENDENCYPART_SIBL
(14,9),(14,28),-0.0512643 # DEPENDENCYPART_SIBL
(14,9),(14,29),-0.0512643 # DEPENDENCYPART_SIBL
(14,9),(14,30),-0.0431289 # DEPENDENCYPART_SIBL
(14,9),(14,31),-0.0513602 # DEPENDENCYPART_SIBL
(14,9),(14,34),-0.0512584 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0686631 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0134034 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.0441425 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0316142 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0496436 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.0257667 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.00470408 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.00735225 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0327035 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0359769 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0345699 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.0373561 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0344757 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.0316142 # DEPENDENCYPART_SIBL
(14,10),(14,26),-0.0496436 # DEPENDENCYPART_SIBL
(14,10),(14,27),-0.0105053 # DEPENDENCYPART_SIBL
(14,10),(14,28),-0.0316142 # DEPENDENCYPART_SIBL
(14,10),(14,29),-0.0316142 # DEPENDENCYPART_SIBL
(14,10),(14,30),-0.0344757 # DEPENDENCYPART_SIBL
(14,10),(14,31),-0.0317102 # DEPENDENCYPART_SIBL
(14,10),(14,34),-0.0637691 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0269797 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0232714 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0124111 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0651444 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0390534 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0223296 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.0382022 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0135728 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0165877 # DEPENDENCYPART_SIBL
(14,11),(14,22),-0.0322648 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0894411 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.00411501 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0124111 # DEPENDENCYPART_SIBL
(14,11),(14,26),-0.0651444 # DEPENDENCYPART_SIBL
(14,11),(14,27),-0.0346764 # DEPENDENCYPART_SIBL
(14,11),(14,28),-0.0124111 # DEPENDENCYPART_SIBL
(14,11),(14,29),-0.0124111 # DEPENDENCYPART_SIBL
(14,11),(14,30),-0.00411501 # DEPENDENCYPART_SIBL
(14,11),(14,31),-0.0125377 # DEPENDENCYPART_SIBL
(14,11),(14,34),-0.112707 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0376056 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0156905 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0272704 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.00500036 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0115684 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.328246 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.017013 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0211627 # DEPENDENCYPART_SIBL
(14,12),(14,22),0.000466203 # DEPENDENCYPART_SIBL
(14,12),(14,23),-0.0211323 # DEPENDENCYPART_SIBL
(14,12),(14,24),-0.00814696 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.0156905 # DEPENDENCYPART_SIBL
(14,12),(14,26),-0.0272704 # DEPENDENCYPART_SIBL
(14,12),(14,27),-0.0446494 # DEPENDENCYPART_SIBL
(14,12),(14,28),-0.0156905 # DEPENDENCYPART_SIBL
(14,12),(14,29),-0.0156905 # DEPENDENCYPART_SIBL
(14,12),(14,30),-0.00814696 # DEPENDENCYPART_SIBL
(14,12),(14,31),-0.0157865 # DEPENDENCYPART_SIBL
(14,12),(14,34),-0.03719 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0592118 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0286174 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.0484221 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0666836 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0244629 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0677487 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0636977 # DEPENDENCYPART_SIBL
(14,13),(14,22),-0.041778 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0035237 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0514545 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0592118 # DEPENDENCYPART_SIBL
(14,13),(14,26),-0.0286174 # DEPENDENCYPART_SIBL
(14,13),(14,27),0.00686125 # DEPENDENCYPART_SIBL
(14,13),(14,28),-0.0592118 # DEPENDENCYPART_SIBL
(14,13),(14,29),-0.0592118 # DEPENDENCYPART_SIBL
(14,13),(14,30),-0.0514545 # DEPENDENCYPART_SIBL
(14,13),(14,31),-0.0593077 # DEPENDENCYPART_SIBL
(14,13),(14,34),-0.116426 # DEPENDENCYPART_SIBL
