# _root_ وَ تُعارِضُ إِيرانُ ، ثانِي أَكْبَرِ مُنْتِجٍ لِ النَفْطِ فِي أُوبِك حَيْثُ يَبْلُغُ إِنْتاجُ ها 3,7 مِلْيُون بَرْمِيلٍ فِي اليَوْمِ بَيْنَ ها 2,4 مِلْيُون بَرْمِيلٍ مُخَصَّصَةٍ لِ التَصْدِيرِ ، أَيَّ رَفْعٍ لِ الإِنْتاجِ رَغْمَ اِعْتِمادِ ها عَلَى عائِداتِ النَفْطِ .
#goldHeads=0,0,4,2,4,5,6,7,8,6,10,11,12,13,14,13,16,17,18,19,16,21,21,23,24,23,26,27,4,2,30,31,32,2,34,35,35,37,38,0,
#predictedHeads=0,0,2,3,2,5,6,7,8,9,10,11,12,13,14,13,16,17,13,19,23,21,26,23,24,16,26,27,28,13,30,31,32,30,34,35,35,37,38,0,
(14,16),(14,17),-0.00447372 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0182939 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0469643 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0261723 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.028123 # DEPENDENCYPART_SIBL
(14,16),(14,22),-0.0773517 # DEPENDENCYPART_SIBL
(14,16),(14,23),-0.111713 # DEPENDENCYPART_SIBL
(14,16),(14,24),-0.00447372 # DEPENDENCYPART_SIBL
(14,16),(14,27),0.112985 # DEPENDENCYPART_SIBL
(14,16),(14,32),0.112985 # DEPENDENCYPART_SIBL
(14,16),(14,34),0.0286627 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0990247 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0882061 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.107373 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0201387 # DEPENDENCYPART_SIBL
(14,17),(14,22),-0.124199 # DEPENDENCYPART_SIBL
(14,17),(14,23),-0.0599687 # DEPENDENCYPART_SIBL
(14,17),(14,24),-0.102172 # DEPENDENCYPART_SIBL
(14,17),(14,27),0.0110991 # DEPENDENCYPART_SIBL
(14,17),(14,32),0.0110991 # DEPENDENCYPART_SIBL
(14,17),(14,34),0.0688349 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0778689 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.114724 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0158947 # DEPENDENCYPART_SIBL
(14,18),(14,22),-0.125305 # DEPENDENCYPART_SIBL
(14,18),(14,23),-0.0604431 # DEPENDENCYPART_SIBL
(14,18),(14,24),-0.108873 # DEPENDENCYPART_SIBL
(14,18),(14,27),0.00685825 # DEPENDENCYPART_SIBL
(14,18),(14,32),0.00685825 # DEPENDENCYPART_SIBL
(14,18),(14,34),0.0645909 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0383847 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.0199701 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0387902 # DEPENDENCYPART_SIBL
(14,19),(14,23),-0.012974 # DEPENDENCYPART_SIBL
(14,19),(14,24),0.0482604 # DEPENDENCYPART_SIBL
(14,19),(14,27),0.0226549 # DEPENDENCYPART_SIBL
(14,19),(14,32),0.0226549 # DEPENDENCYPART_SIBL
(14,19),(14,34),0.0392516 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0196748 # DEPENDENCYPART_SIBL
(14,20),(14,22),-0.13801 # DEPENDENCYPART_SIBL
(14,20),(14,23),-0.0611419 # DEPENDENCYPART_SIBL
(14,20),(14,24),-0.0450258 # DEPENDENCYPART_SIBL
(14,20),(14,27),-0.0168558 # DEPENDENCYPART_SIBL
(14,20),(14,32),-0.0168558 # DEPENDENCYPART_SIBL
(14,20),(14,34),0.033915 # DEPENDENCYPART_SIBL
(14,21),(14,22),-0.0398645 # DEPENDENCYPART_SIBL
(14,21),(14,23),-0.0149069 # DEPENDENCYPART_SIBL
(14,21),(14,24),0.0253814 # DEPENDENCYPART_SIBL
(14,21),(14,27),0.0591566 # DEPENDENCYPART_SIBL
(14,21),(14,32),0.0591566 # DEPENDENCYPART_SIBL
(14,21),(14,34),0.0803475 # DEPENDENCYPART_SIBL
(14,22),(14,23),-0.136739 # DEPENDENCYPART_SIBL
(14,22),(14,24),-0.0948204 # DEPENDENCYPART_SIBL
(14,22),(14,27),0.0676362 # DEPENDENCYPART_SIBL
(14,22),(14,32),0.0676362 # DEPENDENCYPART_SIBL
(14,22),(14,34),0.0375231 # DEPENDENCYPART_SIBL
(14,23),(14,24),-0.0044726 # DEPENDENCYPART_SIBL
(14,23),(14,27),0.117045 # DEPENDENCYPART_SIBL
(14,23),(14,32),0.117045 # DEPENDENCYPART_SIBL
(14,23),(14,34),0.0317996 # DEPENDENCYPART_SIBL
(14,24),(14,27),0.0110991 # DEPENDENCYPART_SIBL
(14,24),(14,32),0.0110991 # DEPENDENCYPART_SIBL
(14,24),(14,34),0.0688349 # DEPENDENCYPART_SIBL
(14,27),(14,32),-0.0359581 # DEPENDENCYPART_SIBL
(14,27),(14,34),0.0463819 # DEPENDENCYPART_SIBL
(14,32),(14,34),0.0463819 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.017175 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0128512 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0460348 # DEPENDENCYPART_SIBL
(16,14),(16,18),0.0300401 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.00832566 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0296608 # DEPENDENCYPART_SIBL
(16,14),(16,21),0.00248009 # DEPENDENCYPART_SIBL
(16,14),(16,26),0.00238998 # DEPENDENCYPART_SIBL
(16,14),(16,29),-0.00337336 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.0114387 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.0202557 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0091091 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.0201156 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0124056 # DEPENDENCYPART_SIBL
(16,15),(16,26),-0.0104977 # DEPENDENCYPART_SIBL
(16,15),(16,29),0.0174081 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0372934 # DEPENDENCYPART_SIBL
(16,17),(16,19),0.032256 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0315165 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.0939237 # DEPENDENCYPART_SIBL
(16,17),(16,26),0.0968682 # DEPENDENCYPART_SIBL
(16,17),(16,29),-0.0983364 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.00483186 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0714562 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0659103 # DEPENDENCYPART_SIBL
(16,18),(16,26),0.0554922 # DEPENDENCYPART_SIBL
(16,18),(16,29),-0.118445 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.0854708 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.150123 # DEPENDENCYPART_SIBL
(16,19),(16,26),0.0874959 # DEPENDENCYPART_SIBL
(16,19),(16,29),0.00609976 # DEPENDENCYPART_SIBL
(16,20),(16,21),0.0485339 # DEPENDENCYPART_SIBL
(16,20),(16,26),0.0525795 # DEPENDENCYPART_SIBL
(16,20),(16,29),-0.130093 # DEPENDENCYPART_SIBL
(16,21),(16,26),0.0558058 # DEPENDENCYPART_SIBL
(16,21),(16,29),-0.0136967 # DEPENDENCYPART_SIBL
(16,26),(16,29),-0.0669478 # DEPENDENCYPART_SIBL
(17,2),(17,14),-0.0237425 # DEPENDENCYPART_SIBL
(17,2),(17,15),-0.0323193 # DEPENDENCYPART_SIBL
(17,2),(17,16),-0.00507553 # DEPENDENCYPART_SIBL
(17,2),(17,18),0.00539131 # DEPENDENCYPART_SIBL
(17,2),(17,19),-0.00661134 # DEPENDENCYPART_SIBL
(17,2),(17,20),0.00296094 # DEPENDENCYPART_SIBL
(17,2),(17,21),-0.022052 # DEPENDENCYPART_SIBL
(17,2),(17,22),0.0202986 # DEPENDENCYPART_SIBL
(17,2),(17,23),-0.0278582 # DEPENDENCYPART_SIBL
(17,2),(17,24),0.00511162 # DEPENDENCYPART_SIBL
(17,2),(17,25),0.00539131 # DEPENDENCYPART_SIBL
(17,2),(17,27),-0.0120646 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0406403 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0119781 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00167971 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0163888 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.00461524 # DEPENDENCYPART_SIBL
(17,14),(17,21),-0.00559724 # DEPENDENCYPART_SIBL
(17,14),(17,22),-0.0182225 # DEPENDENCYPART_SIBL
(17,14),(17,23),-0.0426095 # DEPENDENCYPART_SIBL
(17,14),(17,24),0.000417881 # DEPENDENCYPART_SIBL
(17,14),(17,25),-0.00167971 # DEPENDENCYPART_SIBL
(17,14),(17,27),0.0186074 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.0281947 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0800102 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0158917 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0820795 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.0539986 # DEPENDENCYPART_SIBL
(17,15),(17,22),-0.0842505 # DEPENDENCYPART_SIBL
(17,15),(17,23),-0.0709957 # DEPENDENCYPART_SIBL
(17,15),(17,24),-0.0807823 # DEPENDENCYPART_SIBL
(17,15),(17,25),-0.0800102 # DEPENDENCYPART_SIBL
(17,15),(17,27),-0.0395521 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.011445 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0101696 # DEPENDENCYPART_SIBL
(17,16),(17,20),-0.0135986 # DEPENDENCYPART_SIBL
(17,16),(17,21),-0.0172899 # DEPENDENCYPART_SIBL
(17,16),(17,22),-0.00966506 # DEPENDENCYPART_SIBL
(17,16),(17,23),0.144382 # DEPENDENCYPART_SIBL
(17,16),(17,24),0.00462165 # DEPENDENCYPART_SIBL
(17,16),(17,25),-0.011445 # DEPENDENCYPART_SIBL
(17,16),(17,27),-0.0117681 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0638333 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.124662 # DEPENDENCYPART_SIBL
(17,18),(17,21),0.00195933 # DEPENDENCYPART_SIBL
(17,18),(17,22),-0.130185 # DEPENDENCYPART_SIBL
(17,18),(17,23),-0.0653268 # DEPENDENCYPART_SIBL
(17,18),(17,24),-0.118811 # DEPENDENCYPART_SIBL
(17,18),(17,25),-0.114825 # DEPENDENCYPART_SIBL
(17,18),(17,27),-0.00707747 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0357833 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0108718 # DEPENDENCYPART_SIBL
(17,19),(17,22),-0.0388636 # DEPENDENCYPART_SIBL
(17,19),(17,23),-0.0130511 # DEPENDENCYPART_SIBL
(17,19),(17,24),0.045659 # DEPENDENCYPART_SIBL
(17,19),(17,25),0.047494 # DEPENDENCYPART_SIBL
(17,19),(17,27),0.0135563 # DEPENDENCYPART_SIBL
(17,20),(17,21),-0.0336087 # DEPENDENCYPART_SIBL
(17,20),(17,22),-0.14289 # DEPENDENCYPART_SIBL
(17,20),(17,23),-0.0660249 # DEPENDENCYPART_SIBL
(17,20),(17,24),-0.0549627 # DEPENDENCYPART_SIBL
(17,20),(17,25),-0.0509765 # DEPENDENCYPART_SIBL
(17,20),(17,27),-0.0307901 # DEPENDENCYPART_SIBL
(17,21),(17,22),-0.0399057 # DEPENDENCYPART_SIBL
(17,21),(17,23),-0.0149517 # DEPENDENCYPART_SIBL
(17,21),(17,24),0.0228123 # DEPENDENCYPART_SIBL
(17,21),(17,25),0.0244782 # DEPENDENCYPART_SIBL
(17,21),(17,27),0.0501223 # DEPENDENCYPART_SIBL
(17,22),(17,23),-0.153679 # DEPENDENCYPART_SIBL
(17,22),(17,24),-0.114283 # DEPENDENCYPART_SIBL
(17,22),(17,25),-0.112816 # DEPENDENCYPART_SIBL
(17,22),(17,27),0.0333563 # DEPENDENCYPART_SIBL
(17,23),(17,24),-0.00700744 # DEPENDENCYPART_SIBL
(17,23),(17,25),-0.0208279 # DEPENDENCYPART_SIBL
(17,23),(17,27),0.108081 # DEPENDENCYPART_SIBL
(17,24),(17,25),-0.108962 # DEPENDENCYPART_SIBL
(17,24),(17,27),-0.00283518 # DEPENDENCYPART_SIBL
(17,25),(17,27),-0.00707747 # DEPENDENCYPART_SIBL
(18,15),(18,16),0.0281956 # DEPENDENCYPART_SIBL
(18,15),(18,17),-0.0146032 # DEPENDENCYPART_SIBL
(18,15),(18,19),-0.0158896 # DEPENDENCYPART_SIBL
(18,15),(18,20),-0.0802992 # DEPENDENCYPART_SIBL
(18,15),(18,21),-0.0539968 # DEPENDENCYPART_SIBL
(18,15),(18,22),-0.0842505 # DEPENDENCYPART_SIBL
(18,15),(18,23),-0.0709394 # DEPENDENCYPART_SIBL
(18,15),(18,27),-0.0395503 # DEPENDENCYPART_SIBL
(18,16),(18,17),-0.00797647 # DEPENDENCYPART_SIBL
(18,16),(18,19),0.0103389 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0115464 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0171213 # DEPENDENCYPART_SIBL
(18,16),(18,22),-0.00949903 # DEPENDENCYPART_SIBL
(18,16),(18,23),0.144661 # DEPENDENCYPART_SIBL
(18,16),(18,27),-0.0115996 # DEPENDENCYPART_SIBL
(18,17),(18,19),0.0163046 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0036847 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0056816 # DEPENDENCYPART_SIBL
(18,17),(18,22),-0.0182225 # DEPENDENCYPART_SIBL
(18,17),(18,23),-0.042578 # DEPENDENCYPART_SIBL
(18,17),(18,27),0.018523 # DEPENDENCYPART_SIBL
(18,19),(18,20),0.0383859 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.00828133 # DEPENDENCYPART_SIBL
(18,19),(18,22),-0.0387902 # DEPENDENCYPART_SIBL
(18,19),(18,23),-0.012974 # DEPENDENCYPART_SIBL
(18,19),(18,27),0.00797581 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0313637 # DEPENDENCYPART_SIBL
(18,20),(18,22),-0.13801 # DEPENDENCYPART_SIBL
(18,20),(18,23),-0.061142 # DEPENDENCYPART_SIBL
(18,20),(18,27),-0.0315351 # DEPENDENCYPART_SIBL
(18,21),(18,22),-0.0398645 # DEPENDENCYPART_SIBL
(18,21),(18,23),-0.0149069 # DEPENDENCYPART_SIBL
(18,21),(18,27),0.0444775 # DEPENDENCYPART_SIBL
(18,22),(18,23),-0.153676 # DEPENDENCYPART_SIBL
(18,22),(18,27),0.0276294 # DEPENDENCYPART_SIBL
(18,23),(18,27),0.102366 # DEPENDENCYPART_SIBL
(19,14),(19,15),0.0883306 # DEPENDENCYPART_SIBL
(19,14),(19,17),-0.0123507 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0122402 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.0658495 # DEPENDENCYPART_SIBL
(19,14),(19,21),-0.0424827 # DEPENDENCYPART_SIBL
(19,14),(19,22),-0.0335144 # DEPENDENCYPART_SIBL
(19,14),(19,23),-0.0466001 # DEPENDENCYPART_SIBL
(19,14),(19,24),-0.0603365 # DEPENDENCYPART_SIBL
(19,14),(19,28),-0.062507 # DEPENDENCYPART_SIBL
(19,15),(19,17),0.0126258 # DEPENDENCYPART_SIBL
(19,15),(19,18),0.0127363 # DEPENDENCYPART_SIBL
(19,15),(19,20),0.0238172 # DEPENDENCYPART_SIBL
(19,15),(19,21),0.0525227 # DEPENDENCYPART_SIBL
(19,15),(19,22),0.0703281 # DEPENDENCYPART_SIBL
(19,15),(19,23),0.025045 # DEPENDENCYPART_SIBL
(19,15),(19,24),0.0247219 # DEPENDENCYPART_SIBL
(19,15),(19,28),0.0254849 # DEPENDENCYPART_SIBL
(19,17),(19,18),-0.0125616 # DEPENDENCYPART_SIBL
(19,17),(19,20),-0.0668911 # DEPENDENCYPART_SIBL
(19,17),(19,21),-0.0427608 # DEPENDENCYPART_SIBL
(19,17),(19,22),-0.0337063 # DEPENDENCYPART_SIBL
(19,17),(19,23),-0.0468168 # DEPENDENCYPART_SIBL
(19,17),(19,24),-0.0614013 # DEPENDENCYPART_SIBL
(19,17),(19,28),-0.0635487 # DEPENDENCYPART_SIBL
(19,18),(19,20),-0.0658495 # DEPENDENCYPART_SIBL
(19,18),(19,21),-0.0424429 # DEPENDENCYPART_SIBL
(19,18),(19,22),-0.0335144 # DEPENDENCYPART_SIBL
(19,18),(19,23),-0.0466001 # DEPENDENCYPART_SIBL
(19,18),(19,24),-0.0603365 # DEPENDENCYPART_SIBL
(19,18),(19,28),-0.062507 # DEPENDENCYPART_SIBL
(19,20),(19,21),-0.0941007 # DEPENDENCYPART_SIBL
(19,20),(19,22),-0.106721 # DEPENDENCYPART_SIBL
(19,20),(19,23),-0.0995245 # DEPENDENCYPART_SIBL
(19,20),(19,24),-0.0497457 # DEPENDENCYPART_SIBL
(19,20),(19,28),-0.0536786 # DEPENDENCYPART_SIBL
(19,21),(19,22),0.0367882 # DEPENDENCYPART_SIBL
(19,21),(19,23),-0.00122307 # DEPENDENCYPART_SIBL
(19,21),(19,24),-0.00130347 # DEPENDENCYPART_SIBL
(19,21),(19,28),-0.00336728 # DEPENDENCYPART_SIBL
(19,22),(19,23),-0.24197 # DEPENDENCYPART_SIBL
(19,22),(19,24),-0.265518 # DEPENDENCYPART_SIBL
(19,22),(19,28),-0.267673 # DEPENDENCYPART_SIBL
(19,23),(19,24),-0.0390853 # DEPENDENCYPART_SIBL
(19,23),(19,28),-0.0561967 # DEPENDENCYPART_SIBL
(19,24),(19,28),-0.107274 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.054092 # DEPENDENCYPART_SIBL
(20,15),(20,22),-0.0842517 # DEPENDENCYPART_SIBL
(20,15),(20,23),-0.0709394 # DEPENDENCYPART_SIBL
(20,15),(20,24),-0.079459 # DEPENDENCYPART_SIBL
(20,15),(20,25),-0.0786869 # DEPENDENCYPART_SIBL
(20,15),(20,26),-0.065779 # DEPENDENCYPART_SIBL
(20,15),(20,27),-0.0396432 # DEPENDENCYPART_SIBL
(20,21),(20,22),-0.0329516 # DEPENDENCYPART_SIBL
(20,21),(20,23),-0.0157969 # DEPENDENCYPART_SIBL
(20,21),(20,24),0.0467744 # DEPENDENCYPART_SIBL
(20,21),(20,25),0.0484403 # DEPENDENCYPART_SIBL
(20,21),(20,26),0.0286507 # DEPENDENCYPART_SIBL
(20,21),(20,27),0.0463589 # DEPENDENCYPART_SIBL
(20,22),(20,23),-0.135291 # DEPENDENCYPART_SIBL
(20,22),(20,24),-0.0651764 # DEPENDENCYPART_SIBL
(20,22),(20,25),-0.0637093 # DEPENDENCYPART_SIBL
(20,22),(20,26),0.104475 # DEPENDENCYPART_SIBL
(20,22),(20,27),0.0481775 # DEPENDENCYPART_SIBL
(20,23),(20,24),0.0180417 # DEPENDENCYPART_SIBL
(20,23),(20,25),0.00422129 # DEPENDENCYPART_SIBL
(20,23),(20,26),-0.0105662 # DEPENDENCYPART_SIBL
(20,23),(20,27),0.105209 # DEPENDENCYPART_SIBL
(20,24),(20,25),-0.077402 # DEPENDENCYPART_SIBL
(20,24),(20,26),0.0409746 # DEPENDENCYPART_SIBL
(20,24),(20,27),-0.00248502 # DEPENDENCYPART_SIBL
(20,25),(20,26),0.0322446 # DEPENDENCYPART_SIBL
(20,25),(20,27),-0.00672587 # DEPENDENCYPART_SIBL
(20,26),(20,27),0.0930389 # DEPENDENCYPART_SIBL
(21,1),(21,14),0.112139 # DEPENDENCYPART_SIBL
(21,1),(21,17),0.112028 # DEPENDENCYPART_SIBL
(21,1),(21,18),0.112139 # DEPENDENCYPART_SIBL
(21,1),(21,19),0.0776737 # DEPENDENCYPART_SIBL
(21,1),(21,20),0.109786 # DEPENDENCYPART_SIBL
(21,1),(21,22),0.00780704 # DEPENDENCYPART_SIBL
(21,1),(21,23),-0.00441284 # DEPENDENCYPART_SIBL
(21,1),(21,24),0.0133456 # DEPENDENCYPART_SIBL
(21,1),(21,25),0.0133587 # DEPENDENCYPART_SIBL
(21,1),(21,26),0.0382825 # DEPENDENCYPART_SIBL
(21,1),(21,28),0.0133587 # DEPENDENCYPART_SIBL
(21,14),(21,17),-0.0290375 # DEPENDENCYPART_SIBL
(21,14),(21,18),-0.0289269 # DEPENDENCYPART_SIBL
(21,14),(21,19),0.0153868 # DEPENDENCYPART_SIBL
(21,14),(21,20),-0.0306771 # DEPENDENCYPART_SIBL
(21,14),(21,22),-0.0044185 # DEPENDENCYPART_SIBL
(21,14),(21,23),-0.0356434 # DEPENDENCYPART_SIBL
(21,14),(21,24),-0.0460147 # DEPENDENCYPART_SIBL
(21,14),(21,25),-0.0481298 # DEPENDENCYPART_SIBL
(21,14),(21,26),-0.0116298 # DEPENDENCYPART_SIBL
(21,14),(21,28),-0.0481935 # DEPENDENCYPART_SIBL
(21,17),(21,18),-0.0292484 # DEPENDENCYPART_SIBL
(21,17),(21,19),0.0152797 # DEPENDENCYPART_SIBL
(21,17),(21,20),-0.0309986 # DEPENDENCYPART_SIBL
(21,17),(21,22),-0.00461041 # DEPENDENCYPART_SIBL
(21,17),(21,23),-0.0358602 # DEPENDENCYPART_SIBL
(21,17),(21,24),-0.0470796 # DEPENDENCYPART_SIBL
(21,17),(21,25),-0.0491715 # DEPENDENCYPART_SIBL
(21,17),(21,26),-0.0118249 # DEPENDENCYPART_SIBL
(21,17),(21,28),-0.0492352 # DEPENDENCYPART_SIBL
(21,18),(21,19),0.0153868 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.0306771 # DEPENDENCYPART_SIBL
(21,18),(21,22),-0.0044185 # DEPENDENCYPART_SIBL
(21,18),(21,23),-0.0356434 # DEPENDENCYPART_SIBL
(21,18),(21,24),-0.0460147 # DEPENDENCYPART_SIBL
(21,18),(21,25),-0.0481298 # DEPENDENCYPART_SIBL
(21,18),(21,26),-0.0116298 # DEPENDENCYPART_SIBL
(21,18),(21,28),-0.0481935 # DEPENDENCYPART_SIBL
(21,19),(21,20),0.161735 # DEPENDENCYPART_SIBL
(21,19),(21,22),0.105927 # DEPENDENCYPART_SIBL
(21,19),(21,23),0.0211225 # DEPENDENCYPART_SIBL
(21,19),(21,24),-0.0140702 # DEPENDENCYPART_SIBL
(21,19),(21,25),-0.0191045 # DEPENDENCYPART_SIBL
(21,19),(21,26),0.021581 # DEPENDENCYPART_SIBL
(21,19),(21,28),-0.0192018 # DEPENDENCYPART_SIBL
(21,20),(21,22),-0.00807006 # DEPENDENCYPART_SIBL
(21,20),(21,23),-0.0388346 # DEPENDENCYPART_SIBL
(21,20),(21,24),-0.0507877 # DEPENDENCYPART_SIBL
(21,20),(21,25),-0.0529028 # DEPENDENCYPART_SIBL
(21,20),(21,26),-0.0148263 # DEPENDENCYPART_SIBL
(21,20),(21,28),-0.0529665 # DEPENDENCYPART_SIBL
(21,22),(21,23),-0.0745739 # DEPENDENCYPART_SIBL
(21,22),(21,24),-0.00996129 # DEPENDENCYPART_SIBL
(21,22),(21,25),-0.00958351 # DEPENDENCYPART_SIBL
(21,22),(21,26),0.00437744 # DEPENDENCYPART_SIBL
(21,22),(21,28),-0.0121168 # DEPENDENCYPART_SIBL
(21,23),(21,24),0.0274279 # DEPENDENCYPART_SIBL
(21,23),(21,25),0.0128498 # DEPENDENCYPART_SIBL
(21,23),(21,26),-0.0845614 # DEPENDENCYPART_SIBL
(21,23),(21,28),0.0103166 # DEPENDENCYPART_SIBL
(21,24),(21,25),-0.0281746 # DEPENDENCYPART_SIBL
(21,24),(21,26),-0.0749725 # DEPENDENCYPART_SIBL
(21,24),(21,28),-0.0331662 # DEPENDENCYPART_SIBL
(21,25),(21,26),-0.0825858 # DEPENDENCYPART_SIBL
(21,25),(21,28),-0.0393895 # DEPENDENCYPART_SIBL
(21,26),(21,28),-0.0220047 # DEPENDENCYPART_SIBL
(22,18),(22,20),-0.06196 # DEPENDENCYPART_SIBL
(22,18),(22,24),0.017175 # DEPENDENCYPART_SIBL
(22,20),(22,24),0.0183369 # DEPENDENCYPART_SIBL
(23,18),(23,20),-0.0856134 # DEPENDENCYPART_SIBL
(23,18),(23,21),0.0103518 # DEPENDENCYPART_SIBL
(23,18),(23,22),-0.012721 # DEPENDENCYPART_SIBL
(23,18),(23,24),0.055199 # DEPENDENCYPART_SIBL
(23,18),(23,25),0.0346839 # DEPENDENCYPART_SIBL
(23,18),(23,26),0.00243415 # DEPENDENCYPART_SIBL
(23,18),(23,27),-0.0228192 # DEPENDENCYPART_SIBL
(23,18),(23,29),-0.00332771 # DEPENDENCYPART_SIBL
(23,18),(23,32),-0.0228192 # DEPENDENCYPART_SIBL
(23,18),(23,40),0.0121384 # DEPENDENCYPART_SIBL
(23,20),(23,21),0.0103516 # DEPENDENCYPART_SIBL
(23,20),(23,22),-0.0127211 # DEPENDENCYPART_SIBL
(23,20),(23,24),0.0563606 # DEPENDENCYPART_SIBL
(23,20),(23,25),0.0358454 # DEPENDENCYPART_SIBL
(23,20),(23,26),0.00234795 # DEPENDENCYPART_SIBL
(23,20),(23,27),-0.0231631 # DEPENDENCYPART_SIBL
(23,20),(23,29),0.0100154 # DEPENDENCYPART_SIBL
(23,20),(23,32),-0.0231631 # DEPENDENCYPART_SIBL
(23,20),(23,40),0.025482 # DEPENDENCYPART_SIBL
(23,21),(23,22),0.000790374 # DEPENDENCYPART_SIBL
(23,21),(23,24),0.0389442 # DEPENDENCYPART_SIBL
(23,21),(23,25),0.00967433 # DEPENDENCYPART_SIBL
(23,21),(23,26),-0.00838118 # DEPENDENCYPART_SIBL
(23,21),(23,27),-0.0306231 # DEPENDENCYPART_SIBL
(23,21),(23,29),-0.0338178 # DEPENDENCYPART_SIBL
(23,21),(23,32),-0.0306231 # DEPENDENCYPART_SIBL
(23,21),(23,40),-0.0291798 # DEPENDENCYPART_SIBL
(23,22),(23,24),-0.000891742 # DEPENDENCYPART_SIBL
(23,22),(23,25),-0.0145134 # DEPENDENCYPART_SIBL
(23,22),(23,26),-0.00989918 # DEPENDENCYPART_SIBL
(23,22),(23,27),-0.0411505 # DEPENDENCYPART_SIBL
(23,22),(23,29),0.0180081 # DEPENDENCYPART_SIBL
(23,22),(23,32),-0.0411505 # DEPENDENCYPART_SIBL
(23,22),(23,40),-0.00502012 # DEPENDENCYPART_SIBL
(23,24),(23,25),-0.0610224 # DEPENDENCYPART_SIBL
(23,24),(23,26),0.0515515 # DEPENDENCYPART_SIBL
(23,24),(23,27),0.056418 # DEPENDENCYPART_SIBL
(23,24),(23,29),-0.11462 # DEPENDENCYPART_SIBL
(23,24),(23,32),0.056418 # DEPENDENCYPART_SIBL
(23,24),(23,40),-0.0662259 # DEPENDENCYPART_SIBL
(23,25),(23,26),0.0221872 # DEPENDENCYPART_SIBL
(23,25),(23,27),0.0387141 # DEPENDENCYPART_SIBL
(23,25),(23,29),-0.126794 # DEPENDENCYPART_SIBL
(23,25),(23,32),0.0387141 # DEPENDENCYPART_SIBL
(23,25),(23,40),-0.0785256 # DEPENDENCYPART_SIBL
(23,26),(23,27),0.0567388 # DEPENDENCYPART_SIBL
